Year,Place,StatVar,Quantity,Unit,ScalingFactor
2010,geoId/3600106211,dcid:Count_Person_62OrMoreYears,525.096,,
2010,geoId/3600106354,dcid:Count_Person_62OrMoreYears,5609.016,,
2010,geoId/3600101000,dcid:Count_Person_65OrMoreYears,12243.875,,
2010,geoId/3600106211,dcid:Count_Person_65OrMoreYears,395.928,,
2010,geoId/3600106354,dcid:Count_Person_65OrMoreYears,4574.019,,
2010,geoId/3600101000,dcid:Count_Person_75OrMoreYears,6856.57,,
2010,geoId/3600106211,dcid:Count_Person_75OrMoreYears,174.096,,
2010,geoId/3600106354,dcid:Count_Person_75OrMoreYears,2537.412,,
2010,geoId/3600101000,dcid:Median_Age_Person,30.7,Years,
2010,geoId/3600106211,dcid:Median_Age_Person,42.8,Years,
2010,geoId/3600106354,dcid:Median_Age_Person,42.0,Years,
2010,geoId/3600101000,dcid:Count_Person_Male_AsAFractionOf_Count_Person_Female,93.2,Percent,100.0
2010,geoId/3600106211,dcid:Count_Person_Male_AsAFractionOf_Count_Person_Female,104.8,Percent,100.0
2010,geoId/3600106354,dcid:Count_Person_Male_AsAFractionOf_Count_Person_Female,95.1,Percent,100.0
2010,geoId/3600101000,dcid:Count_Person_NotInLaborForce_AsAFractionOf_Count_Person_InLaborForce,44.4,Percent,100.0
2010,geoId/3600106211,dcid:Count_Person_NotInLaborForce_AsAFractionOf_Count_Person_InLaborForce,52.6,Percent,100.0
2010,geoId/3600106354,dcid:Count_Person_NotInLaborForce_AsAFractionOf_Count_Person_InLaborForce,62.6,Percent,100.0
2010,geoId/3600101000,dcid:Count_Person_65OrMoreYears_NoIncome_AsAFractionOf_Count_Person_15To64Years_WithIncome,18.1,Percent,100.0
2010,geoId/3600106211,dcid:Count_Person_65OrMoreYears_NoIncome_AsAFractionOf_Count_Person_15To64Years_WithIncome,21.5,Percent,100.0
2010,geoId/3600106354,dcid:Count_Person_65OrMoreYears_NoIncome_AsAFractionOf_Count_Person_15To64Years_WithIncome,22.2,Percent,100.0
2010,geoId/3600101000,dcid:Count_Person_15OrLessYears_AsAFractionOf_Count_Person_15To64Years_WithIncome,26.3,Percent,100.0
2010,geoId/3600106211,dcid:Count_Person_15OrLessYears_AsAFractionOf_Count_Person_15To64Years_WithIncome,31.1,Percent,100.0
2010,geoId/3600106354,dcid:Count_Person_15OrLessYears_AsAFractionOf_Count_Person_15To64Years_WithIncome,40.4,Percent,100.0
2010,geoId/3600101000,dcid:Count_Person_Male,47252.0,,
2010,geoId/3600106211,dcid:Count_Person_Male,1437.0,,
2010,geoId/3600106354,dcid:Count_Person_Male,16271.0,,
2010,geoId/3600101000,dcid:Count_Person_Upto5Years_Male,2457.104,,
2010,geoId/3600106211,dcid:Count_Person_Upto5Years_Male,135.078,,
2010,geoId/3600106354,dcid:Count_Person_Upto5Years_Male,992.531,,
2010,geoId/3600101000,dcid:Count_Person_5To9Years_Male,2173.592,,
2010,geoId/3600106211,dcid:Count_Person_5To9Years_Male,70.413,,
2010,geoId/3600106354,dcid:Count_Person_5To9Years_Male,1073.886,,
2010,geoId/3600101000,dcid:Count_Person_10To14Years_Male,2787.868,,
2010,geoId/3600106211,dcid:Count_Person_10To14Years_Male,117.834,,
2010,geoId/3600106354,dcid:Count_Person_10To14Years_Male,1334.222,,
2010,geoId/3600101000,dcid:Count_Person_15To19Years_Male,5103.216,,
2010,geoId/3600106211,dcid:Count_Person_15To19Years_Male,67.539,,
2010,geoId/3600106354,dcid:Count_Person_15To19Years_Male,1187.783,,
2010,geoId/3600101000,dcid:Count_Person_20To24Years_Male,7418.564,,
2010,geoId/3600106211,dcid:Count_Person_20To24Years_Male,30.177,,
2010,geoId/3600106354,dcid:Count_Person_20To24Years_Male,846.092,,
2010,geoId/3600101000,dcid:Count_Person_25To29Years_Male,4158.176,,
2010,geoId/3600106211,dcid:Count_Person_25To29Years_Male,67.539,,
2010,geoId/3600106354,dcid:Count_Person_25To29Years_Male,781.008,,
2010,geoId/3600101000,dcid:Count_Person_30To34Years_Male,2929.624,,
2010,geoId/3600106211,dcid:Count_Person_30To34Years_Male,90.531,,
2010,geoId/3600106354,dcid:Count_Person_30To34Years_Male,634.569,,
2010,geoId/3600101000,dcid:Count_Person_35To39Years_Male,2457.104,,
2010,geoId/3600106211,dcid:Count_Person_35To39Years_Male,116.397,,
2010,geoId/3600106354,dcid:Count_Person_35To39Years_Male,829.821,,
2010,geoId/3600101000,dcid:Count_Person_40To44Years_Male,3024.128,,
2010,geoId/3600106211,dcid:Count_Person_40To44Years_Male,106.338,,
2010,geoId/3600106354,dcid:Count_Person_40To44Years_Male,1334.222,,
2010,geoId/3600101000,dcid:Count_Person_45To49Years_Male,3071.38,,
2010,geoId/3600106211,dcid:Count_Person_45To49Years_Male,120.708,,
2010,geoId/3600106354,dcid:Count_Person_45To49Years_Male,1496.932,,
2010,geoId/3600101000,dcid:Count_Person_50To54Years_Male,3024.128,,
2010,geoId/3600106211,dcid:Count_Person_50To54Years_Male,90.531,,
2010,geoId/3600106354,dcid:Count_Person_50To54Years_Male,1480.661,,
2010,geoId/3600101000,dcid:Count_Person_55To59Years_Male,2268.096,,
2010,geoId/3600106211,dcid:Count_Person_55To59Years_Male,113.523,,
2010,geoId/3600106354,dcid:Count_Person_55To59Years_Male,1269.138,,
2010,geoId/3600101000,dcid:Count_Person_60To64Years_Male,1890.08,,
2010,geoId/3600106211,dcid:Count_Person_60To64Years_Male,76.161,,
2010,geoId/3600106354,dcid:Count_Person_60To64Years_Male,927.447,,
2010,geoId/3600101000,dcid:Count_Person_65To69Years_Male,1228.552,,
2010,geoId/3600106211,dcid:Count_Person_65To69Years_Male,71.85,,
2010,geoId/3600106354,dcid:Count_Person_65To69Years_Male,520.672,,
2010,geoId/3600101000,dcid:Count_Person_70To74Years_Male,1134.048,,
2010,geoId/3600106211,dcid:Count_Person_70To74Years_Male,80.472,,
2010,geoId/3600106354,dcid:Count_Person_70To74Years_Male,488.13,,
2010,geoId/3600101000,dcid:Count_Person_75To79Years_Male,850.536,,
2010,geoId/3600106211,dcid:Count_Person_75To79Years_Male,50.295,,
2010,geoId/3600106354,dcid:Count_Person_75To79Years_Male,439.317,,
2010,geoId/3600101000,dcid:Count_Person_80To84Years_Male,614.276,,
2010,geoId/3600106211,dcid:Count_Person_80To84Years_Male,10.059,,
2010,geoId/3600106354,dcid:Count_Person_80To84Years_Male,325.42,,
2010,geoId/3600101000,dcid:Count_Person_85OrMoreYears_Male,756.032,,
2010,geoId/3600106211,dcid:Count_Person_85OrMoreYears_Male,21.555,,
2010,geoId/3600106354,dcid:Count_Person_85OrMoreYears_Male,325.42,,
2010,geoId/3600101000,dcid:Count_Person_Years5To14_Male,4961.46,,
2010,geoId/3600106211,dcid:Count_Person_Years5To14_Male,189.684,,
2010,geoId/3600106354,dcid:Count_Person_Years5To14_Male,2408.108,,
2010,geoId/3600101000,dcid:Count_Person_15To17Years_Male,1795.576,,
2010,geoId/3600106211,dcid:Count_Person_15To17Years_Male,57.48,,
2010,geoId/3600106354,dcid:Count_Person_15To17Years_Male,797.279,,
2010,geoId/3600101000,dcid:Count_Person_18To24Years_Male,10726.204,,
2010,geoId/3600106211,dcid:Count_Person_18To24Years_Male,40.236,,
2010,geoId/3600106354,dcid:Count_Person_18To24Years_Male,1236.596,,
2010,geoId/3600101000,dcid:Count_Person_15To44Years_Male,24996.308,,
2010,geoId/3600106211,dcid:Count_Person_15To44Years_Male,478.521,,
2010,geoId/3600106354,dcid:Count_Person_15To44Years_Male,5629.766,,
2010,geoId/3600101000,dcid:Count_Person_16OrMoreYears_Male,39313.664,,
2010,geoId/3600106211,dcid:Count_Person_16OrMoreYears_Male,1100.742,,
2010,geoId/3600106354,dcid:Count_Person_16OrMoreYears_Male,12610.025,,
2010,geoId/3600101000,dcid:Count_Person_18OrMoreYears_Male,38085.112,,
2010,geoId/3600106211,dcid:Count_Person_18OrMoreYears_Male,1056.195,,
2010,geoId/3600106354,dcid:Count_Person_18OrMoreYears_Male,12073.082,,
2010,geoId/3600101000,dcid:Count_Person_60OrMoreYears_Male,6473.524,,
2010,geoId/3600106211,dcid:Count_Person_60OrMoreYears_Male,310.392,,
2010,geoId/3600106354,dcid:Count_Person_60OrMoreYears_Male,3010.135,,
2010,geoId/3600101000,dcid:Count_Person_62OrMoreYears_Male,5622.988,,
2010,geoId/3600106211,dcid:Count_Person_62OrMoreYears_Male,277.341,,
2010,geoId/3600106354,dcid:Count_Person_62OrMoreYears_Male,2570.818,,
2010,geoId/3600101000,dcid:Count_Person_65OrMoreYears_Male,4583.444,,
2010,geoId/3600106211,dcid:Count_Person_65OrMoreYears_Male,235.668,,
2010,geoId/3600106354,dcid:Count_Person_65OrMoreYears_Male,2082.688,,
2010,geoId/3600101000,dcid:Count_Person_75OrMoreYears_Male,2220.844,,
2010,geoId/3600106211,dcid:Count_Person_75OrMoreYears_Male,83.346,,
2010,geoId/3600106354,dcid:Count_Person_75OrMoreYears_Male,1090.157,,
2010,geoId/3600101000,dcid:Median_Age_Person_Male,29.5,Years,
2010,geoId/3600106211,dcid:Median_Age_Person_Male,41.2,Years,
2010,geoId/3600106354,dcid:Median_Age_Person_Male,42.1,Years,
2010,geoId/3600101000,dcid:Count_Person_Female,50699.0,,
2010,geoId/3600106211,dcid:Count_Person_Female,1371.0,,
2010,geoId/3600106354,dcid:Count_Person_Female,17116.0,,
2010,geoId/3600101000,dcid:Count_Person_Upto5Years_Female,2534.95,,
2010,geoId/3600106211,dcid:Count_Person_Upto5Years_Female,42.501,,
2010,geoId/3600106354,dcid:Count_Person_Upto5Years_Female,1026.96,,
2010,geoId/3600101000,dcid:Count_Person_5To9Years_Female,2180.057,,
2010,geoId/3600106211,dcid:Count_Person_5To9Years_Female,35.646,,
2010,geoId/3600106354,dcid:Count_Person_5To9Years_Female,1061.192,,
2010,geoId/3600101000,dcid:Count_Person_10To14Years_Female,2281.455,,
2010,geoId/3600106211,dcid:Count_Person_10To14Years_Female,74.034,,
2010,geoId/3600106354,dcid:Count_Person_10To14Years_Female,1181.004,,
2010,geoId/3600101000,dcid:Count_Person_15To19Years_Female,5323.395,,
2010,geoId/3600106211,dcid:Count_Person_15To19Years_Female,74.034,,
2010,geoId/3600106354,dcid:Count_Person_15To19Years_Female,1163.888,,
2010,geoId/3600101000,dcid:Count_Person_20To24Years_Female,7047.161,,
2010,geoId/3600106211,dcid:Count_Person_20To24Years_Female,60.324,,
2010,geoId/3600106354,dcid:Count_Person_20To24Years_Female,804.452,,
2010,geoId/3600101000,dcid:Count_Person_25To29Years_Female,4562.91,,
2010,geoId/3600106211,dcid:Count_Person_25To29Years_Female,90.486,,
2010,geoId/3600106354,dcid:Count_Person_25To29Years_Female,804.452,,
2010,geoId/3600101000,dcid:Count_Person_30To34Years_Female,3143.338,,
2010,geoId/3600106211,dcid:Count_Person_30To34Years_Female,57.582,,
2010,geoId/3600106354,dcid:Count_Person_30To34Years_Female,770.22,,
2010,geoId/3600101000,dcid:Count_Person_35To39Years_Female,2839.144,,
2010,geoId/3600106211,dcid:Count_Person_35To39Years_Female,139.842,,
2010,geoId/3600106354,dcid:Count_Person_35To39Years_Female,1283.7,,
2010,geoId/3600101000,dcid:Count_Person_40To44Years_Female,2534.95,,
2010,geoId/3600106211,dcid:Count_Person_40To44Years_Female,102.825,,
2010,geoId/3600106354,dcid:Count_Person_40To44Years_Female,1369.28,,
2010,geoId/3600101000,dcid:Count_Person_45To49Years_Female,2889.843,,
2010,geoId/3600106211,dcid:Count_Person_45To49Years_Female,153.552,,
2010,geoId/3600106354,dcid:Count_Person_45To49Years_Female,1369.28,,
2010,geoId/3600101000,dcid:Count_Person_50To54Years_Female,2839.144,,
2010,geoId/3600106211,dcid:Count_Person_50To54Years_Female,126.132,,
2010,geoId/3600106354,dcid:Count_Person_50To54Years_Female,1608.904,,
2010,geoId/3600101000,dcid:Count_Person_55To59Years_Female,2889.843,,
2010,geoId/3600106211,dcid:Count_Person_55To59Years_Female,126.132,,
2010,geoId/3600106354,dcid:Count_Person_55To59Years_Female,1300.816,,
2010,geoId/3600101000,dcid:Count_Person_60To64Years_Female,1875.863,,
2010,geoId/3600106211,dcid:Count_Person_60To64Years_Female,127.503,,
2010,geoId/3600106354,dcid:Count_Person_60To64Years_Female,872.916,,
2010,geoId/3600101000,dcid:Count_Person_65To69Years_Female,1571.669,,
2010,geoId/3600106211,dcid:Count_Person_65To69Years_Female,35.646,,
2010,geoId/3600106354,dcid:Count_Person_65To69Years_Female,479.248,,
2010,geoId/3600101000,dcid:Count_Person_70To74Years_Female,1470.271,,
2010,geoId/3600106211,dcid:Count_Person_70To74Years_Female,35.646,,
2010,geoId/3600106354,dcid:Count_Person_70To74Years_Female,530.596,,
2010,geoId/3600101000,dcid:Count_Person_75To79Years_Female,1470.271,,
2010,geoId/3600106211,dcid:Count_Person_75To79Years_Female,35.646,,
2010,geoId/3600106354,dcid:Count_Person_75To79Years_Female,599.06,,
2010,geoId/3600101000,dcid:Count_Person_80To84Years_Female,1216.776,,
2010,geoId/3600106211,dcid:Count_Person_80To84Years_Female,20.565,,
2010,geoId/3600106354,dcid:Count_Person_80To84Years_Female,410.784,,
2010,geoId/3600101000,dcid:Count_Person_85OrMoreYears_Female,1977.261,,
2010,geoId/3600106211,dcid:Count_Person_85OrMoreYears_Female,35.646,,
2010,geoId/3600106354,dcid:Count_Person_85OrMoreYears_Female,445.016,,
2010,geoId/3600101000,dcid:Count_Person_Years5To14_Female,4512.211,,
2010,geoId/3600106211,dcid:Count_Person_Years5To14_Female,109.68,,
2010,geoId/3600106354,dcid:Count_Person_Years5To14_Female,2259.312,,
2010,geoId/3600101000,dcid:Count_Person_15To17Years_Female,1622.368,,
2010,geoId/3600106211,dcid:Count_Person_15To17Years_Female,39.759,,
2010,geoId/3600106354,dcid:Count_Person_15To17Years_Female,821.568,,
2010,geoId/3600101000,dcid:Count_Person_18To24Years_Female,10748.188,,
2010,geoId/3600106211,dcid:Count_Person_18To24Years_Female,94.599,,
2010,geoId/3600106354,dcid:Count_Person_18To24Years_Female,1146.772,,
2010,geoId/3600101000,dcid:Count_Person_15To44Years_Female,25450.898,,
2010,geoId/3600106211,dcid:Count_Person_15To44Years_Female,526.464,,
2010,geoId/3600106354,dcid:Count_Person_15To44Years_Female,6213.108,,
2010,geoId/3600101000,dcid:Count_Person_16OrMoreYears_Female,43094.15,,
2010,geoId/3600106211,dcid:Count_Person_16OrMoreYears_Female,1220.19,,
2010,geoId/3600106354,dcid:Count_Person_16OrMoreYears_Female,13607.22,,
2010,geoId/3600101000,dcid:Count_Person_18OrMoreYears_Female,42029.471,,
2010,geoId/3600106211,dcid:Count_Person_18OrMoreYears_Female,1180.431,,
2010,geoId/3600106354,dcid:Count_Person_18OrMoreYears_Female,13025.276,,
2010,geoId/3600101000,dcid:Count_Person_60OrMoreYears_Female,9531.412,,
2010,geoId/3600106211,dcid:Count_Person_60OrMoreYears_Female,289.281,,
2010,geoId/3600106354,dcid:Count_Person_60OrMoreYears_Female,3354.736,,
2010,geoId/3600101000,dcid:Count_Person_62OrMoreYears_Female,8821.626,,
2010,geoId/3600106211,dcid:Count_Person_62OrMoreYears_Female,248.151,,
2010,geoId/3600106354,dcid:Count_Person_62OrMoreYears_Female,3046.648,,
2010,geoId/3600101000,dcid:Count_Person_65OrMoreYears_Female,7706.248,,
2010,geoId/3600106211,dcid:Count_Person_65OrMoreYears_Female,160.407,,
2010,geoId/3600106354,dcid:Count_Person_65OrMoreYears_Female,2481.82,,
2010,geoId/3600101000,dcid:Count_Person_75OrMoreYears_Female,4664.308,,
2010,geoId/3600106211,dcid:Count_Person_75OrMoreYears_Female,90.486,,
2010,geoId/3600106354,dcid:Count_Person_75OrMoreYears_Female,1454.86,,
2010,geoId/3600101000,dcid:Median_Age_Person_Female,32.1,Years,
2010,geoId/3600106211,dcid:Median_Age_Person_Female,45.2,Years,
2010,geoId/3600106354,dcid:Median_Age_Person_Female,41.7,Years,
2011,geoId/sch3000095,dcid:Count_Person,5247.0,,
2011,geoId/sch3000097,dcid:Count_Person,1106.0,,
2011,geoId/sch3000101,dcid:Count_Person,2458.0,,
2011,geoId/sch3000095,dcid:Count_Person_Upto5Years,598.158,,
2011,geoId/sch3000097,dcid:Count_Person_Upto5Years,49.77,,
2011,geoId/sch3000101,dcid:Count_Person_Upto5Years,93.404,,
2011,geoId/sch3000095,dcid:Count_Person_5To9Years,472.23,,
2011,geoId/sch3000097,dcid:Count_Person_5To9Years,79.632,,
2011,geoId/sch3000101,dcid:Count_Person_5To9Years,95.862,,
2011,geoId/sch3000095,dcid:Count_Person_10To14Years,645.381,,
2011,geoId/sch3000097,dcid:Count_Person_10To14Years,101.752,,
2011,geoId/sch3000101,dcid:Count_Person_10To14Years,194.182,,
2011,geoId/sch3000095,dcid:Count_Person_15To19Years,587.664,,
2011,geoId/sch3000097,dcid:Count_Person_15To19Years,81.844,,
2011,geoId/sch3000101,dcid:Count_Person_15To19Years,186.808,,
2011,geoId/sch3000095,dcid:Count_Person_20To24Years,288.585,,
2011,geoId/sch3000097,dcid:Count_Person_20To24Years,35.392,,
2011,geoId/sch3000101,dcid:Count_Person_20To24Years,103.236,,
2011,geoId/sch3000095,dcid:Count_Person_25To29Years,398.772,,
2011,geoId/sch3000097,dcid:Count_Person_25To29Years,42.028,,
2011,geoId/sch3000101,dcid:Count_Person_25To29Years,117.984,,
2011,geoId/sch3000095,dcid:Count_Person_30To34Years,320.067,,
2011,geoId/sch3000097,dcid:Count_Person_30To34Years,28.756,,
2011,geoId/sch3000101,dcid:Count_Person_30To34Years,108.152,,
2011,geoId/sch3000095,dcid:Count_Person_35To39Years,293.832,,
2011,geoId/sch3000097,dcid:Count_Person_35To39Years,29.862,,
2011,geoId/sch3000101,dcid:Count_Person_35To39Years,36.87,,
2011,geoId/sch3000095,dcid:Count_Person_40To44Years,299.079,,
2011,geoId/sch3000097,dcid:Count_Person_40To44Years,68.572,,
2011,geoId/sch3000101,dcid:Count_Person_40To44Years,169.602,,
2011,geoId/sch3000095,dcid:Count_Person_45To49Years,278.091,,
2011,geoId/sch3000097,dcid:Count_Person_45To49Years,138.25,,
2011,geoId/sch3000101,dcid:Count_Person_45To49Years,235.968,,
2011,geoId/sch3000095,dcid:Count_Person_50To54Years,241.362,,
2011,geoId/sch3000097,dcid:Count_Person_50To54Years,102.858,,
2011,geoId/sch3000101,dcid:Count_Person_50To54Years,221.22,,
2011,geoId/sch3000095,dcid:Count_Person_55To59Years,267.597,,
2011,geoId/sch3000097,dcid:Count_Person_55To59Years,98.434,,
2011,geoId/sch3000101,dcid:Count_Person_55To59Years,206.472,,
2011,geoId/sch3000095,dcid:Count_Person_60To64Years,199.386,,
2011,geoId/sch3000097,dcid:Count_Person_60To64Years,37.604,,
2011,geoId/sch3000101,dcid:Count_Person_60To64Years,115.526,,
2011,geoId/sch3000095,dcid:Count_Person_65To69Years,152.163,,
2011,geoId/sch3000097,dcid:Count_Person_65To69Years,59.724,,
2011,geoId/sch3000101,dcid:Count_Person_65To69Years,162.228,,
2011,geoId/sch3000095,dcid:Count_Person_70To74Years,57.717,,
2011,geoId/sch3000097,dcid:Count_Person_70To74Years,46.452,,
2011,geoId/sch3000101,dcid:Count_Person_70To74Years,162.228,,
2011,geoId/sch3000095,dcid:Count_Person_75To79Years,57.717,,
2011,geoId/sch3000097,dcid:Count_Person_75To79Years,45.346,,
2011,geoId/sch3000101,dcid:Count_Person_75To79Years,86.03,,
2011,geoId/sch3000095,dcid:Count_Person_80To84Years,68.211,,
2011,geoId/sch3000097,dcid:Count_Person_80To84Years,36.498,,
2011,geoId/sch3000101,dcid:Count_Person_80To84Years,108.152,,
2011,geoId/sch3000095,dcid:Count_Person_85OrMoreYears,15.741,,
2011,geoId/sch3000097,dcid:Count_Person_85OrMoreYears,22.12,,
2011,geoId/sch3000101,dcid:Count_Person_85OrMoreYears,54.076,,
2011,geoId/sch3000095,dcid:Count_Person_Years5To14,1117.611,,
2011,geoId/sch3000097,dcid:Count_Person_Years5To14,182.49,,
2011,geoId/sch3000101,dcid:Count_Person_Years5To14,292.502,,
2011,geoId/sch3000095,dcid:Count_Person_15To17Years,404.019,,
2011,geoId/sch3000097,dcid:Count_Person_15To17Years,78.526,,
2011,geoId/sch3000101,dcid:Count_Person_15To17Years,90.946,,
2011,geoId/sch3000095,dcid:Count_Person_18To24Years,466.983,,
2011,geoId/sch3000097,dcid:Count_Person_18To24Years,38.71,,
2011,geoId/sch3000101,dcid:Count_Person_18To24Years,199.098,,
2011,geoId/sch3000095,dcid:Count_Person_15To44Years,2187.999,,
2011,geoId/sch3000097,dcid:Count_Person_15To44Years,286.454,,
2011,geoId/sch3000101,dcid:Count_Person_15To44Years,720.194,,
2011,geoId/sch3000095,dcid:Count_Person_16OrMoreYears,3389.562,,
2011,geoId/sch3000097,dcid:Count_Person_16OrMoreYears,832.818,,
2011,geoId/sch3000101,dcid:Count_Person_16OrMoreYears,2049.972,,
2011,geoId/sch3000095,dcid:Count_Person_18OrMoreYears,3127.212,,
2011,geoId/sch3000097,dcid:Count_Person_18OrMoreYears,796.32,,
2011,geoId/sch3000101,dcid:Count_Person_18OrMoreYears,1981.148,,
2011,geoId/sch3000095,dcid:Count_Person_60OrMoreYears,556.182,,
2011,geoId/sch3000097,dcid:Count_Person_60OrMoreYears,247.744,,
2011,geoId/sch3000101,dcid:Count_Person_60OrMoreYears,688.24,,
2011,geoId/sch3000095,dcid:Count_Person_62OrMoreYears,466.983,,
2011,geoId/sch3000097,dcid:Count_Person_62OrMoreYears,224.518,,
2011,geoId/sch3000101,dcid:Count_Person_62OrMoreYears,651.37,,
2011,geoId/sch3000095,dcid:Count_Person_65OrMoreYears,356.796,,
2011,geoId/sch3000097,dcid:Count_Person_65OrMoreYears,210.14,,
2011,geoId/sch3000101,dcid:Count_Person_65OrMoreYears,572.714,,
2011,geoId/sch3000095,dcid:Count_Person_75OrMoreYears,141.669,,
2011,geoId/sch3000097,dcid:Count_Person_75OrMoreYears,102.858,,
2011,geoId/sch3000101,dcid:Count_Person_75OrMoreYears,245.8,,
2011,geoId/sch3000095,dcid:Median_Age_Person,25.3,Years,
