place_name,dcid
Macedonia,country/MKD
Madagascar,country/MDG
Malawi,country/MWI
Malaysia,country/MYS
Maldives,country/MDV
Mali,country/MLI
Malta,country/MLT
Marshall Islands,country/MHL
Martinique,country/MTQ
Mauritania,country/MRT
Mauritius,country/MUS
Mayotte,country/MYT
Mexico,country/MEX
Micronesia (Federated States of),country/FSM
"Moldova, Republic of",country/MDA
Monaco,country/MCO
Mongolia,country/MNG
Montenegro,country/MNE
Montserrat,country/MSR
Morocco,country/MAR
Mozambique,country/MOZ
Namibia,country/NAM
Nauru,country/NRU
Nepal,country/NPL
Netherlands,country/NLD
New Caledonia,country/NCL
New Zealand,country/NZL
Nicaragua,country/NIC
Niger,country/NER
Nigeria,country/NGA
Niue,country/NIU
Norfolk Island,country/NFK
North Korea,country/PRK
Norway,country/NOR
Oman,country/OMN
Pakistan,country/PAK
Palau,country/PLW
Panama,country/PAN
Papua New Guinea,country/PNG
Paraguay,country/PRY
Peru,country/PER
Philippines,country/PHL
Pitcairn Islands,country/PCN
Poland,country/POL
Portugal,country/PRT
Qatar,country/QAT
Reunion,country/REU
Romania,country/ROU
Russian Federation,country/RUS
Rwanda,country/RWA
Saint Helena,country/SHN
Saint Kitts and Nevis,country/KNA
Saint Lucia,country/LCA
Saint Pierre and Miquelon,country/SPM
Saint Vincent and the Grenadines,country/VCT
Samoa,country/WSM
San Marino,country/SMR
Sao Tome and Principe,country/STP
Saudi Arabia,country/SAU
Senegal,country/SEN
Serbia,country/SRB
Seychelles,country/SYC
Sierra Leone,country/SLE
Singapore,country/SGP
Sint Maarten,country/SXM
Slovakia,country/SVK
Slovenia,country/SVN
Solomon Islands,country/SLB
Somalia,country/SOM
South Africa,country/ZAF
South Korea,country/KOR
South Sudan,country/SSD
Spain,country/ESP
Sri Lanka,country/LKA
Sudan,country/SDN
Suriname,country/SUR
Svalbard and Jan Mayen Island,country/SJM
Swaziland,country/SWZ
Sweden,country/SWE
Switzerland,country/CHE
Syrian Arab Republic,country/SYR
Taiwan,country/TWN
Tajikistan,country/TJK
"Tanzania, United Republic of",country/TZA
Thailand,country/THA
Togo,country/TGO
Tokelau Islands,country/TKL
Tonga,country/TON
Trinidad and Tobago,country/TTO
Tunisia,country/TUN
Turkey,country/TUR
Turkmenistan,country/TKM
Turks and Caicos Islands,country/TCA
Tuvalu,country/TUV
Uganda,country/UGA
Ukraine,country/UKR
United Arab Emirates,country/ARE
United Kingdom,country/GBR
Uruguay,country/URY
Uzbekistan,country/UZB
Vanuatu,country/VUT
Vatican City,country/VAT
Venezuela,country/VEN
Vietnam,country/VNM
Wallis and Futuna,country/WLF
West Bank,wikidataId/Q36678
Western Sahara,country/ESH
World,Earth
Yemen,country/YEM
Zambia,country/ZMB
Zimbabwe,country/ZWE
Netherlands Antilles,country/ANT
