"ScalingFactors","Units","observationPeriods","StatVar","NumPlaces","MeasurementMethods","MinDate"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_HumanTraffickingCommercialSexActs_IsHateCrime_Buddhism","1","[]","2022"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationSingleBias_AggravatedAssault_IsHateCrime","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone_JehovahsWitnesses","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_LarcenyTheft_IsHateCrime_Catholicism","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_OffenderRaceAsianAlone_GenderNonConforming","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime_OffenderRaceAsianAlone_NotHispanicOrLatino","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone_AsianAlone","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationTransgenderOrGenderNonConforming_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_Robbery_IsHateCrime_UnknownOffender","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationRace_Burglary_IsHateCrime_AsianAlone","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationEthnicity_ForcibleRape_IsHateCrime_HispanicOrLatino","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstProperty_IsHateCrime_AsianAlone","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_OffenderEthnicityNotHispanicOrLatino_WhiteAlone","1","[]","2020"
"[]","[]","[P1Y]","Offender_Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_KnownOffender","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_17OrLessYears","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_SimpleAssault_IsHateCrime","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationTransgenderOrGenderNonConforming_IsHateCrime_LocationOfCrimeDockOrWharfOrFreightOrModalTerminal","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationDisabilityStatus_LarcenyTheft_IsHateCrime_MentalDisability","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_LarcenyTheft_IsHateCrime_OffenderEthnicityNotHispanicOrLatino","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_CrimeAgainstProperty_IsHateCrime_VictimTypePerson","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_OtherCrimesAgainstProperty_IsHateCrime_EasternChristianity","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationGender_SimpleAssault_IsHateCrime_Transgender","1","[]","2020"
"[]","[]","[P1Y]","Offender_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_KnownOffender_AsianAlone","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_UnknownOffender_Hinduism","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_Arson_IsHateCrime_OffenderEthnicityUnknownEthnicity_UnknownOffender","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_Bisexual","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_OffenderEthnicityUnknownEthnicity_AmericanIndianOrAlaskaNativeAlone","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_HumanTraffickingCommercialSexActs_IsHateCrime","1","[]","2022"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_Arson_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_HumanTraffickingCommercialSexActs_IsHateCrime_Hinduism","1","[]","2022"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_MurderAndNonNegligentManslaughter_IsHateCrime_White","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_SimpleAssault_IsHateCrime_LGBT","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_MotorVehicleTheft_IsHateCrime_OtherChristian","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_LarcenyTheft_IsHateCrime_Buddhism","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_JehovahsWitnesses","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_JehovahsWitnesses","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime_NotHispanicOrLatino_18OrMoreYears","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationRace_Robbery_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_OtherCrimesAgainstPerson_IsHateCrime","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationRace_ForcibleRape_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_OffenderEthnicityHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_Mormonism","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_Burglary_IsHateCrime_TwoOrMoreRaces","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationMultipleBias_ForcibleRape_IsHateCrime","1","[]","2020"
"[]","[]","[P1Y]","Offender_Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_KnownOffender_Gay","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderEthnicityNotHispanicOrLatino_Islam","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_OtherCrimesAgainstPerson_IsHateCrime","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_OffenderRaceTwoOrMoreRaces_AsianAlone","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_OffenderRaceWhiteAlone","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_LocationOfCrimeAirportOrBusStationOrTrainStation","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_LocationOfCrimeBarOrPubOrNightClub","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_MurderAndNonNegligentManslaughter_IsHateCrime","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderRaceWhiteAlone","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_Intimidation_IsHateCrime_TwoOrMoreRaces","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationSingleBias_LarcenyTheft_IsHateCrime","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_AmericanIndianOrAlaskaNativeAlone","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_LocationOfCrimeParkOrPlayground","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_OffenderEthnicityUnknownEthnicity","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationTransgenderOrGenderNonConforming_IsHateCrime_LocationOfCrimeBodyOfWaterOrBeach","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_LocationOfCrimeAutoDealer","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone_Islam","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationSingleBias_SimpleAssault_IsHateCrime","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_IsHateCrime_LocationOfCrimeCommunityCenter","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstPerson_IsHateCrime_BlackOrAfricanAmericanAlone","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_CrimeAgainstSociety_IsHateCrime_Hinduism","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstProperty_IsHateCrime_White","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_HumanTraffickingCommercialSexActs_IsHateCrime_OffenderEthnicityMultipleEthnicity","1","[]","2022"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime_VictimTypeGovernment","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_LocationOfCrimeDepartmentStore","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_LocationOfCrimeTribalLands","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationSingleBias_AggravatedAssault_IsHateCrime","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationMultipleBias_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationMultipleBias_IsHateCrime_LocationOfCrimeRestArea","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationGender_CrimeAgainstSociety_IsHateCrime_Transgender","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_MotorVehicleTheft_IsHateCrime_Judaism","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_AggravatedAssault_IsHateCrime_AsianAlone","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_VictimTypeBusiness","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_LarcenyTheft_IsHateCrime_Lesbian","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_IsHateCrime_OffenderRaceWhiteAlone","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_OtherCrimesAgainstProperty_IsHateCrime","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_ForcibleRape_IsHateCrime_Lesbian","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationRace_ForcibleRape_IsHateCrime_BlackOrAfricanAmericanAlone","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_HumanTraffickingCommercialSexActs_IsHateCrime_OffenderRaceAsianAlone","1","[]","2022"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_LarcenyTheft_IsHateCrime_AtheismOrAgnosticism","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationGender_OtherCrimesAgainstProperty_IsHateCrime_GenderNonConforming","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_OffenderEthnicityUnknownEthnicity","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderRaceTwoOrMoreRaces_Sikhism","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_LocationOfCrimeTribalLands","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_LarcenyTheft_IsHateCrime_Heterosexual","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_OffenderRaceAmericanIndianOrAlaskaNativeAlone","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_Arson_IsHateCrime_Arab","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone_AmericanIndianOrAlaskaNativeAlone","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationTransgenderOrGenderNonConforming_IsHateCrime_LocationOfCrimeMilitaryInstallation","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_IsHateCrime_LocationOfCrimeBankOrSavingsAndLoan","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_Bisexual","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_LocationOfCrimeCollegeOrUniversity","1","[]","2020"
