"StatVar","MinDate","NumPlaces","observationPeriods","ScalingFactors","Units","MeasurementMethods"
"Count_MedicalConditionIncident_SalmonellaOther_PatientHospitalized_FoodborneTransmission","2005-12","13","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ScombroidToxin_ConfirmedCase_FoodborneTransmission","1998-01","32","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaEntericaEtiology_PatientDeceased_Indeterminate_Other_UnknownTramissionMode","2009-01","46","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaEtiology_ConfirmedCase_WaterborneTransmission","2018-05","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Norovirus_PatientDeceased_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2009-01","9","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ListeriaMonocytogenesEtiology_SuspectedCase_FoodborneTransmission","2006-10","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusGenogroupI_PatientHospitalized_PersonToPersonTransmission","2009-01","48","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaEntericaEtiology_PatientHospitalized_SuspectedCase_AnimalContactTransmission","2011-12","10","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaUnknown_PatientDeceased_WaterborneTransmission","2004-03","16","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ClostridiumOther_PatientHospitalized_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","2012-03","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NORSOthers_PatientDeceased_SuspectedCase_WaterborneTransmission","2023-09","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ClostridiumDifficileEtiology_Indeterminate_Other_UnknownTramissionMode","2016-05","9","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaDysenteriaeEtiology_PatientDeceased_ConfirmedCase_FoodborneTransmission","2002-02","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EColiEnteropathogenicEtiology_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","2009-11","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ClostridiumDifficileEtiology_PatientDeceased_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2016-05","7","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusGenogroupII_PatientDeceased_SuspectedCase_FoodborneTransmission","2000-03","44","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SapovirusGenogroupIV_Indeterminate_Other_UnknownTramissionMode","2016-02","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CleaningAgents_PatientDeceased_ConfirmedCase_WaterborneTransmission","1999-08","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusOther_ConfirmedCase_FoodborneTransmission","2012-03","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusGenogroupIX_PatientHospitalized_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2021-03","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusGenogroupI_ConfirmedCase_WaterborneTransmission","2006-05","13","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumUnknown_PatientDeceased_EnvironmentalContaminationTransmissionExceptFood_Water","2015-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaOther_Indeterminate_Other_UnknownTramissionMode","2014-05","8","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaFlexneriEtiology_PatientDeceased_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2010-01","12","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EColiEnteropathogenicEtiology_PatientDeceased_ConfirmedCase_FoodborneTransmission","2004-09","6","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusGenogroupI_PatientHospitalized_EnvironmentalContaminationTransmissionExceptFood_Water","2009-04","10","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumUnknown_PersonToPersonTransmission","2009-09","27","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusUnknown_ConfirmedCase_EnvironmentalContaminationTransmissionExceptFood_Water","2009-11","8","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EColiEnteroaggregativeEtiology_PersonToPersonTransmission","2016-06","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_MycobacteriumAviumComplexEtiology_PatientDeceased_ConfirmedCase_WaterborneTransmission","2011-01","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Ciguatoxin_PatientHospitalized_SuspectedCase_FoodborneTransmission","1999-03","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ParalyticShellfishPoison_ConfirmedCase_FoodborneTransmission","1998-10","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Rotavirus_PatientDeceased_WaterborneTransmission","1981-03","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumParvumEtiology_ConfirmedCase_EnvironmentalContaminationTransmissionExceptFood_Water","2014-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SapovirusGenogroupII_PatientDeceased_PersonToPersonTransmission","2016-01","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusGenogroupII_PatientHospitalized_EnvironmentalContaminationTransmissionExceptFood_Water","2011-02","13","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EColiEnteropathogenicEtiology_PatientHospitalized_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2016-05","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Chloramines_PatientHospitalized_ConfirmedCase_WaterborneTransmission","1997-09","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CyanotoxinUnknown_WaterborneTransmission","2009-06","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EColiEnteropathogenicEtiology_PatientDeceased_ConfirmedCase_WaterborneTransmission","1987-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Astrovirus_PatientDeceased_Indeterminate_Other_UnknownTramissionMode","2016-04","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NORSOtherChemical_Toxin_PatientDeceased_ConfirmedCase_FoodborneTransmission","1998-12","17","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaUnknown_PatientDeceased_FoodborneTransmission","2005-08","16","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaUnknown_PatientDeceased_ConfirmedCase_EnvironmentalContaminationTransmissionExceptFood_Water","2014-11","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumEtiology_PatientDeceased_SuspectedCase_PersonToPersonTransmission","2012-10","7","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumParvumEtiology_PatientDeceased_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","2013-09","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterEtiology_PatientDeceased_SuspectedCase_PersonToPersonTransmission","2014-05","7","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterColiEtiology_AnimalContactTransmission","2013-04","6","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_BacillusOther_PatientDeceased_SuspectedCase_FoodborneTransmission","2006-03","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumUnknown_PatientDeceased_AnimalContactTransmission","2009-01","30","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusUnknown_FoodborneTransmission","1998-04","51","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaEntericaEtiology_PatientDeceased_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2009-01","45","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Norovirus_SuspectedCase_FoodborneTransmission","2007-03","38","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaEntericaEtiology_SuspectedCase_WaterborneTransmission","2015-09","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ToxinsPlant_Herbal_SuspectedCase_WaterborneTransmission","2013-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_TrichinellaUnknown_PatientHospitalized_SuspectedCase_FoodborneTransmission","2012-08","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigaToxinEColi_ConfirmedCase_AnimalContactTransmission","2009-01","21","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_MycobacteriumMageritenseEtiology_ConfirmedCase_WaterborneTransmission","2002-09","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_YersiniaEtiology_PatientHospitalized_Indeterminate_Other_UnknownTramissionMode","2013-11","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumHominisEtiology_PatientDeceased_ConfirmedCase_PersonToPersonTransmission","2013-11","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_MycobacteriumAbscessusEtiology_PatientDeceased_SuspectedCase_WaterborneTransmission","2021-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_LeptospiraUnknown_ConfirmedCase_EnvironmentalContaminationTransmissionExceptFood_Water","2023-10","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_StreptococcusUnknown_WaterborneTransmission","1984-02","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumEtiology_PersonToPersonTransmission","2009-02","13","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaUnknown_PatientDeceased_ConfirmedCase_FoodborneTransmission","2017-12","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaEtiology_PatientDeceased_ConfirmedCase_WaterborneTransmission","2013-10","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_StaphylococcusOther_PatientDeceased_SuspectedCase_FoodborneTransmission","2005-08","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CyanotoxinOther_PatientDeceased_WaterborneTransmission","2018-06","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_VibrioEtiology_PatientHospitalized_SuspectedCase_FoodborneTransmission","2018-08","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Norovirus_PatientHospitalized_ConfirmedCase_WaterborneTransmission","2018-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_LeptospiraUnknown_EnvironmentalContaminationTransmissionExceptFood_Water","2023-10","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaUnknown_PatientHospitalized_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2013-02","11","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Histamine_PatientDeceased_FoodborneTransmission","1999-12","19","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SapovirusGenogroupI_PatientDeceased_PersonToPersonTransmission","2011-02","6","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ClostridiumEtiology_PatientHospitalized_FoodborneTransmission","2013-05","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumParvumEtiology_PatientHospitalized_SuspectedCase_WaterborneTransmission","2018-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaUnknown_PatientDeceased_SuspectedCase_WaterborneTransmission","2018-06","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterUnknown_PatientDeceased_SuspectedCase_PersonToPersonTransmission","2011-03","11","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CleaningAgents_PatientHospitalized_SuspectedCase_FoodborneTransmission","2008-02","6","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","2018-08","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumEtiology_PatientDeceased_ConfirmedCase_AnimalContactTransmission","2010-01","11","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ClostridiumEtiology_PatientHospitalized_SuspectedCase_PersonToPersonTransmission","2013-09","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterFetusEtiology_PatientDeceased_FoodborneTransmission","2003-12","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterEtiology_PatientDeceased_SuspectedCase_WaterborneTransmission","2018-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumParvumEtiology_FoodborneTransmission","1998-09","14","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ToxinsPlant_Herbal_PatientHospitalized_WaterborneTransmission","2013-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Pesticides_PatientHospitalized_FoodborneTransmission","1998-08","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Sapovirus_PatientDeceased_ConfirmedCase_PersonToPersonTransmission","2009-01","12","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumParvumEtiology_PatientDeceased_ConfirmedCase_AnimalContactTransmission","2009-06","12","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_MonosodiumGlutamate_PatientDeceased_FoodborneTransmission","2006-04","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterOther_FoodborneTransmission","1999-02","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_PseudomonasUnknown_WaterborneTransmission","1978-02","32","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterColiEtiology_ConfirmedCase_PersonToPersonTransmission","2021-03","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterJejuniEtiology_PatientDeceased_ConfirmedCase_EnvironmentalContaminationTransmissionExceptFood_Water","2012-07","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusOther_PatientHospitalized_SuspectedCase_FoodborneTransmission","2013-06","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_PatientDeceased_AnimalContactTransmission","2010-03","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_SuspectedCase_WaterborneTransmission","1985-09","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaFlexneriEtiology_PatientHospitalized_PersonToPersonTransmission","2009-07","18","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EColiOther_PatientHospitalized_FoodborneTransmission","1999-09","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_MycobacteriumOther_SuspectedCase_WaterborneTransmission","2015-01","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_StaphylococcusAureusEtiology_PatientHospitalized_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","2009-04","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumUnknown_PatientDeceased_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2010-07","14","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaUnknown_PatientHospitalized_ConfirmedCase_FoodborneTransmission","2000-12","6","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterJejuniEtiology_PatientHospitalized_SuspectedCase_FoodborneTransmission","2002-02","22","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NORSOtherVirus_PatientDeceased_FoodborneTransmission","1998-04","16","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NORSOtherChemical_Toxin_PatientDeceased_SuspectedCase_WaterborneTransmission","1994-11","8","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusGenogroupIX_PatientDeceased_ConfirmedCase_FoodborneTransmission","2023-01","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EColiEnteropathogenicEtiology_PatientDeceased_FoodborneTransmission","1999-03","7","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaEntericaEtiology_PatientHospitalized_ConfirmedCase_WaterborneTransmission","1983-07","7","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumOther_SuspectedCase_PersonToPersonTransmission","2016-08","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusUnknown_PatientHospitalized_SuspectedCase_WaterborneTransmission","2001-05","13","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_YersiniaEtiology_PatientDeceased_ConfirmedCase_FoodborneTransmission","2015-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_StaphylococcusAureusEtiology_PatientHospitalized_FoodborneTransmission","1998-01","44","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EColiEnterotoxigenicEtiology_PatientHospitalized_SuspectedCase_PersonToPersonTransmission","2018-09","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_LeptospiraUnknown_PatientHospitalized_EnvironmentalContaminationTransmissionExceptFood_Water","2023-10","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaEtiology_PatientHospitalized_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2012-10","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaUnknown_PatientDeceased_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2013-02","11","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NeurotoxicShellfishPoison_PatientHospitalized_FoodborneTransmission","2001-11","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigaToxinEColi_PatientHospitalized_SuspectedCase_FoodborneTransmission","1999-04","23","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusGenogroupI_PatientDeceased_WaterborneTransmission","2006-05","13","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ToxinsPlant_Herbal_PatientDeceased_SuspectedCase_FoodborneTransmission","2001-02","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterEtiology_PatientHospitalized_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2013-06","7","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EnterovirusCoxsackievirusAEtiology_PatientDeceased_ConfirmedCase_WaterborneTransmission","1983-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaOther_PatientDeceased_ConfirmedCase_FoodborneTransmission","2005-12","11","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusGenogroupI_PatientHospitalized_FoodborneTransmission","1998-02","52","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_BacillusCereusEtiology_ConfirmedCase_FoodborneTransmission","1998-04","31","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Fluorine_PatientDeceased_WaterborneTransmission","1972-06","11","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaFlexneriEtiology_PatientDeceased_ConfirmedCase_PersonToPersonTransmission","2009-07","17","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaEtiology_PatientHospitalized_FoodborneTransmission","2013-07","9","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterJejuniEtiology_PatientDeceased_ConfirmedCase_WaterborneTransmission","1978-05","23","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_MycobacteriumOther_PatientHospitalized_SuspectedCase_WaterborneTransmission","2015-01","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Chlordane_PatientDeceased_WaterborneTransmission","1976-03","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaSonneiEtiology_PatientDeceased_SuspectedCase_PersonToPersonTransmission","2009-03","22","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusGenogroupIV_PatientHospitalized_ConfirmedCase_PersonToPersonTransmission","2012-10","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_VibrioUnknown_PatientHospitalized_FoodborneTransmission","1999-05","6","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_LeptospiraUnknown_WaterborneTransmission","1987-07","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigaToxinEColi_SuspectedCase_AnimalContactTransmission","2016-08","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterUnknown_PatientHospitalized_ConfirmedCase_EnvironmentalContaminationTransmissionExceptFood_Water","2018-07","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EColiEnteropathogenicEtiology_ConfirmedCase_PersonToPersonTransmission","2018-10","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EntamoebaHistolyticaEtiology_PatientDeceased_ConfirmedCase_WaterborneTransmission","1984-06","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_FuelOil_ConfirmedCase_WaterborneTransmission","1972-11","6","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NORSOtherParasite_PatientDeceased_SuspectedCase_FoodborneTransmission","1999-10","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaSonneiEtiology_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","2009-12","11","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaUnknown_WaterborneTransmission","1974-07","8","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Cholera_Indeterminate_Other_UnknownTramissionMode","2015-06","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
