model,forecast_date,target,target_week_end_date,location_name,point,quantile_0.025,quantile_0.975
Auquan,2020-06-01,1 wk ahead cum death,2020-06-06,New Hampshire,315,213,400
Auquan,2020-06-01,1 wk ahead cum death,2020-06-06,New Jersey,13440,11393,15417
Auquan,2020-06-01,1 wk ahead cum death,2020-06-06,New Mexico,472,333,611
Auquan,2020-06-01,1 wk ahead cum death,2020-06-06,New York,33758,29141,37986
Auquan,2020-06-01,1 wk ahead cum death,2020-06-06,North Carolina,1211,784,1596
Auquan,2020-06-01,1 wk ahead cum death,2020-06-06,North Dakota,88,53,121
Auquan,2020-06-01,1 wk ahead cum death,2020-06-06,Ohio,2764,2001,3503
Auquan,2020-06-01,1 wk ahead cum death,2020-06-06,Oklahoma,405,314,494
Auquan,2020-06-01,1 wk ahead cum death,2020-06-06,Oregon,202,152,248
Auquan,2020-06-01,1 wk ahead cum death,2020-06-06,Pennsylvania,6677,5174,8041
Auquan,2020-06-01,1 wk ahead cum death,2020-06-06,Rhode Island,844,608,1046
Auquan,2020-06-01,1 wk ahead cum death,2020-06-06,South Carolina,582,445,729
Auquan,2020-06-01,1 wk ahead cum death,2020-06-06,South Dakota,114,50,172
Auquan,2020-06-01,1 wk ahead cum death,2020-06-06,Tennessee,618,355,868
Auquan,2020-06-01,1 wk ahead cum death,2020-06-06,Texas,2312,1572,3036
Auquan,2020-06-01,1 wk ahead cum death,2020-06-06,Utah,214,99,326
Auquan,2020-06-01,1 wk ahead cum death,2020-06-06,Vermont,66,54,78
Auquan,2020-06-01,1 wk ahead cum death,2020-06-06,Virginia,1781,1182,2288
Auquan,2020-06-01,1 wk ahead cum death,2020-06-06,Washington,1348,1084,1592
Auquan,2020-06-01,1 wk ahead cum death,2020-06-06,West Virginia,103,73,132
Auquan,2020-06-01,1 wk ahead cum death,2020-06-06,Wisconsin,729,513,917
Auquan,2020-06-01,1 wk ahead cum death,2020-06-06,Wyoming,23,12,35
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Alabama,903,565,1244
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Alaska,16,10,24
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Arizona,1288,817,1711
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Arkansas,223,119,320
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,California,5808,3754,7865
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Colorado,2005,1332,2629
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Connecticut,4688,3733,5556
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Delaware,530,343,701
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,District of Columbia,626,433,799
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Florida,3226,2250,4154
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Georgia,2626,1827,3325
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Hawaii,27,17,37
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Idaho,125,79,165
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Illinois,7652,4877,10196
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Indiana,2800,2049,3508
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Iowa,828,457,1150
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Kansas,358,207,512
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Kentucky,552,391,691
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Louisiana,3381,2691,3997
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Maine,118,78,155
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Maryland,3362,2342,4358
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Massachusetts,8229,6503,9800
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Michigan,6300,5260,7288
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Minnesota,1659,946,2387
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Mississippi,993,638,1358
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Missouri,942,694,1151
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Montana,24,16,31
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,National,126598,112133,139393
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Nebraska,372,147,568
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Nevada,537,380,676
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,New Hampshire,355,215,473
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,New Jersey,14058,11461,16569
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,New Mexico,533,340,731
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,New York,34968,29141,40325
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,North Carolina,1384,784,1944
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,North Dakota,97,53,141
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Ohio,3094,2012,4177
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Oklahoma,438,315,560
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Oregon,216,153,275
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Pennsylvania,7258,5189,9131
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Rhode Island,931,608,1208
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,South Carolina,627,448,820
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,South Dakota,130,50,204
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Tennessee,692,360,1008
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Texas,2515,1583,3431
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Utah,245,100,387
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Vermont,69,54,85
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Virginia,1986,1186,2661
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Washington,1431,1091,1748
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,West Virginia,113,73,153
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Wisconsin,787,514,1026
Auquan,2020-06-01,2 wk ahead cum death,2020-06-13,Wyoming,26,12,41
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Alabama,968,568,1370
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Alaska,17,10,25
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Arizona,1375,820,1880
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Arkansas,236,119,346
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,California,6169,3754,8588
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Colorado,2101,1332,2808
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Connecticut,4821,3739,5806
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Delaware,560,346,759
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,District of Columbia,654,433,854
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Florida,3372,2252,4440
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Georgia,2740,1827,3542
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Hawaii,29,17,39
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Idaho,131,79,176
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Illinois,8161,4881,11210
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Indiana,2991,2066,3892
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Iowa,889,458,1265
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Kansas,378,207,552
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Kentucky,574,391,732
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Louisiana,3483,2691,4191
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Maine,124,78,167
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Maryland,3533,2352,4696
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Massachusetts,8485,6520,10277
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Michigan,6460,5265,7598
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Minnesota,1832,959,2764
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Mississippi,1081,641,1526
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Missouri,981,695,1225
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Montana,25,16,33
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,National,133275,114462,150010
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Nebraska,400,147,622
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Nevada,563,380,726
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,New Hampshire,387,216,528
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,New Jersey,14438,11503,17284
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,New Mexico,584,345,832
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,New York,35708,29141,41764
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,North Carolina,1528,784,2227
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,North Dakota,103,53,153
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Ohio,3371,2021,4680
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Oklahoma,462,316,607
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Oregon,224,153,291
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Pennsylvania,7706,5200,9968
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Rhode Island,998,608,1332
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,South Carolina,658,450,881
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,South Dakota,141,50,223
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Tennessee,736,363,1093
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Texas,2639,1590,3673
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Utah,263,100,424
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Vermont,71,54,89
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Virginia,2129,1188,2922
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Washington,1485,1096,1852
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,West Virginia,121,74,168
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Wisconsin,823,514,1093
Auquan,2020-06-01,3 wk ahead cum death,2020-06-20,Wyoming,28,12,44
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Alabama,1013,570,1459
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Alaska,18,10,26
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Arizona,1431,823,2014
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Arkansas,245,119,362
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,California,6409,3754,9079
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Colorado,2163,1332,2923
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Connecticut,4903,3742,5959
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Delaware,579,348,796
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,District of Columbia,673,433,889
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Florida,3465,2253,4622
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Georgia,2810,1827,3678
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Hawaii,30,17,41
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Idaho,135,79,183
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Illinois,8518,4883,11928
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Indiana,3136,2080,4198
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Iowa,929,458,1341
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Kansas,389,207,576
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Kentucky,588,391,758
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Louisiana,3549,2691,4317
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Maine,128,78,175
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Maryland,3645,2359,4918
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Massachusetts,8645,6532,10577
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Michigan,6565,5268,7801
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Minnesota,1965,969,3056
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Mississippi,1150,643,1657
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Missouri,1009,696,1276
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Montana,26,16,34
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,National,137642,115978,156958
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Nebraska,417,147,655
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Nevada,581,380,762
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,New Hampshire,410,218,569
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,New Jersey,14672,11528,17726
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,New Mexico,623,349,917
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,New York,36160,29141,42648
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,North Carolina,1636,784,2442
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,North Dakota,107,53,161
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Ohio,3594,2028,5118
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Oklahoma,479,316,641
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Oregon,230,154,301
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Pennsylvania,8043,5208,10613
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Rhode Island,1048,608,1424
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,South Carolina,677,452,921
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,South Dakota,147,50,235
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Tennessee,764,364,1145
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Texas,2714,1595,3821
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Utah,275,100,447
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Vermont,73,54,91
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Virginia,2224,1190,3101
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Washington,1520,1099,1918
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,West Virginia,126,74,180
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Wisconsin,845,514,1135
Auquan,2020-06-01,4 wk ahead cum death,2020-06-27,Wyoming,29,12,47
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Alabama,631,627,696
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Alaska,10,10,10
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Arizona,889,867,1004
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Arkansas,137,135,141
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,California,4213,4137,4638
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Colorado,1458,1416,1528
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Connecticut,4019,3913,4190
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Delaware,362,357,393
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,District of Columbia,465,462,496
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Florida,2435,2393,2644
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Georgia,2049,2008,2204
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Hawaii,17,17,17
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Idaho,84,84,85
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Illinois,5517,5354,5900
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Indiana,2156,2102,2297
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Iowa,535,527,619
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Kansas,232,229,238
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Kentucky,423,419,462
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Louisiana,2805,2788,2916
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Maine,85,83,100
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Maryland,2610,2490,2774
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Massachusetts,6924,6802,7270
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Michigan,5528,5449,5731
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Minnesota,1179,990,1238
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Mississippi,714,691,836
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Missouri,727,720,804
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Montana,17,17,17
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,National,105541,103712,111472
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Nebraska,192,189,196
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Nevada,419,415,444
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,New Hampshire,225,222,275
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,New Jersey,11768,11656,12161
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,New Mexico,346,343,398
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,New York,30268,30070,31313
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,North Carolina,912,882,1088
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,North Dakota,61,57,67
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Ohio,2196,2096,2395
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Oklahoma,335,332,353
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Oregon,157,154,159
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Pennsylvania,5561,5444,5925
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Puerto Rico,139,135,142
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Rhode Island,680,664,794
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,South Carolina,476,471,547
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,South Dakota,64,60,65
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Tennessee,397,393,400
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Texas,1737,1722,1814
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Utah,123,122,125
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Vermont,55,55,56
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Virginia,1405,1366,1585
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Washington,1132,1118,1173
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,West Virginia,78,75,79
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Wisconsin,577,570,655
CovidSim,2020-06-01,1 wk ahead cum death,2020-06-06,Wyoming,15,14,15
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Alabama,671,664,776
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Alaska,11,10,11
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Arizona,930,902,1109
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Arkansas,153,151,158
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,California,4439,4347,5128
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Colorado,1496,1447,1598
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Connecticut,4127,3973,4405
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Delaware,375,369,420
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,District of Columbia,477,473,524
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Florida,2517,2471,2853
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Georgia,2125,2076,2377
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Hawaii,17,17,18
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Idaho,87,86,89
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Illinois,5762,5566,6354
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Indiana,2225,2153,2439
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Iowa,568,557,697
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Kansas,242,240,251
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Kentucky,436,432,492
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Louisiana,2857,2831,3037
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Maine,89,87,116
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Maryland,2738,2582,3007
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Massachusetts,7109,6935,7649
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Michigan,5624,5513,5949
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Minnesota,1311,1050,1423
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Mississippi,745,717,952
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Missouri,746,736,860
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Montana,17,17,18
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,National,108609,106148,117803
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Nebraska,215,212,219
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Nevada,431,427,470
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,New Hampshire,232,229,309
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,New Jersey,11981,11820,12591
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,New Mexico,359,355,437
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,New York,30699,30389,32172
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,North Carolina,981,944,1270
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,North Dakota,66,60,74
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Ohio,2280,2150,2610
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Oklahoma,344,340,373
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Oregon,161,157,164
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Pennsylvania,5708,5548,6271
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Puerto Rico,146,141,152
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Rhode Island,701,680,874
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,South Carolina,496,488,609
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,South Dakota,70,67,72
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Tennessee,430,424,434
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Texas,1849,1831,1958
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Utah,139,136,141
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Vermont,56,55,57
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Virginia,1504,1453,1786
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Washington,1156,1141,1222
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,West Virginia,81,76,83
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Wisconsin,616,607,730
CovidSim,2020-06-01,2 wk ahead cum death,2020-06-13,Wyoming,16,15,16
CovidSim,2020-06-01,3 wk ahead cum death,2020-06-20,Alabama,715,705,857
CovidSim,2020-06-01,3 wk ahead cum death,2020-06-20,Alaska,11,11,11
CovidSim,2020-06-01,3 wk ahead cum death,2020-06-20,Arizona,970,937,1206
CovidSim,2020-06-01,3 wk ahead cum death,2020-06-20,Arkansas,170,167,176
CovidSim,2020-06-01,3 wk ahead cum death,2020-06-20,California,4671,4571,5600
CovidSim,2020-06-01,3 wk ahead cum death,2020-06-20,Colorado,1528,1476,1654
CovidSim,2020-06-01,3 wk ahead cum death,2020-06-20,Connecticut,4209,4024,4581
CovidSim,2020-06-01,3 wk ahead cum death,2020-06-20,Delaware,387,381,443
CovidSim,2020-06-01,3 wk ahead cum death,2020-06-20,District of Columbia,488,483,548
