"MinDate","observationPeriods","MeasurementMethods","NumPlaces","StatVar","ScalingFactors","Units"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","199","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA19_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","410","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneA20_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","2266","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA10_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","1475","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneD_BuildingStructureAndContents_FloodEvent","[]","[]"
"1983","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","4","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA29_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","2718","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA07_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","116","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneV21_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","40925","SettlementAmount_NaturalHazardInsurance_FEMAHighRiskFloodZone_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1982","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","64","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV19_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","1815","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneAO_BuildingContents_FloodEvent","[]","[USDollar]"
"1984","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","2126","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneVE_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","2796","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneA08_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","274","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV14_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","158","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA22_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","19773","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneC_BuildingStructure_FloodEvent","[]","[USDollar]"
"1983","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","27433","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneAE_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","1532","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneA14_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","1815","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneAO_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","276","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV13_BuildingContents_FloodEvent","[]","[USDollar]"
"1979","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","489","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA99_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","3480","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA02_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1979","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","489","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA99_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","1193","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneD_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","17354","SettlementAmount_NaturalHazardInsurance_FEMAFloodZone_BuildingContents_FloodEvent","[]","[USDollar]"
"1979","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","114","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV20_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","1758","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA11_BuildingContents_FloodEvent","[]","[USDollar]"
"1982","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","64","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV19_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","245","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV08_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
