unit,smoking,isced11,sex,age,geo\time	2019 	2014 
PC,SM_GE20D,ED0-2,F,Y15-64,IT	3.5 	4.3 
PC,SM_GE20D,ED0-2,F,Y15-64,LT	1.1 	2.1 
PC,SM_GE20D,ED0-2,F,Y15-64,LU	5.9 	8.3 
PC,SM_GE20D,ED0-2,F,Y15-64,LV	4.0 	3.8 
PC,SM_GE20D,ED0-2,F,Y15-64,MT	7.2 	10.0 
PC,SM_GE20D,ED0-2,F,Y15-64,NL	4.3 	5.7 
PC,SM_GE20D,ED0-2,F,Y15-64,NO	2.6 	3.6 
PC,SM_GE20D,ED0-2,F,Y15-64,PL	7.9 	7.2 
PC,SM_GE20D,ED0-2,F,Y15-64,PT	1.6 	3.3 
PC,SM_GE20D,ED0-2,F,Y15-64,RO	1.4 	1.1 
PC,SM_GE20D,ED0-2,F,Y15-64,RS	17.5 u	: 
PC,SM_GE20D,ED0-2,F,Y15-64,SE	2.3 	1.8 
PC,SM_GE20D,ED0-2,F,Y15-64,SI	5.6 	4.3 
PC,SM_GE20D,ED0-2,F,Y15-64,SK	8.7 	4.4 
PC,SM_GE20D,ED0-2,F,Y15-64,TR	5.0 	4.8 
PC,SM_GE20D,ED0-2,F,Y15-64,UK	: 	6.1 
PC,SM_GE20D,ED0-2,F,Y18-24,AT	5.5 	16.6 
PC,SM_GE20D,ED0-2,F,Y18-24,BE	2.8 u	8.7 u
PC,SM_GE20D,ED0-2,F,Y18-24,BG	3.2 	6.8 
PC,SM_GE20D,ED0-2,F,Y18-24,CY	: u	: u
PC,SM_GE20D,ED0-2,F,Y18-24,CZ	0 	0 u
PC,SM_GE20D,ED0-2,F,Y18-24,DE	6.2 	2.0 
PC,SM_GE20D,ED0-2,F,Y18-24,DK	0 	5.4 
PC,SM_GE20D,ED0-2,F,Y18-24,EE	0 	1.3 
PC,SM_GE20D,ED0-2,F,Y18-24,EL	: u	: u
PC,SM_GE20D,ED0-2,F,Y18-24,ES	4.4 	6.1 
PC,SM_GE20D,ED0-2,F,Y18-24,EU27_2020	3.9 	4.2 
PC,SM_GE20D,ED0-2,F,Y18-24,EU28	: 	4.0 
PC,SM_GE20D,ED0-2,F,Y18-24,FI	1.1 	0 u
PC,SM_GE20D,ED0-2,F,Y18-24,FR	7.0 	7.7 
PC,SM_GE20D,ED0-2,F,Y18-24,HR	8.6 u	0 u
PC,SM_GE20D,ED0-2,F,Y18-24,HU	9.6 	9.0 
PC,SM_GE20D,ED0-2,F,Y18-24,IE	: u	: u
PC,SM_GE20D,ED0-2,F,Y18-24,IS	1.3 	3.7 
PC,SM_GE20D,ED0-2,F,Y18-24,IT	0.6 	2.5 
PC,SM_GE20D,ED0-2,F,Y18-24,LT	0 u	0 u
PC,SM_GE20D,ED0-2,F,Y18-24,LU	2.2 u	3.4 u
PC,SM_GE20D,ED0-2,F,Y18-24,LV	0 	1.4 
PC,SM_GE20D,ED0-2,F,Y18-24,MT	10.1 u	6.5 u
PC,SM_GE20D,ED0-2,F,Y18-24,NL	0 	5.9 
PC,SM_GE20D,ED0-2,F,Y18-24,NO	0.4 	2.7 
PC,SM_GE20D,ED0-2,F,Y18-24,PL	3.1 	1.9 
PC,SM_GE20D,ED0-2,F,Y18-24,PT	3.8 	4.3 
PC,SM_GE20D,ED0-2,F,Y18-24,RO	1.3 	0 
PC,SM_GE20D,ED0-2,F,Y18-24,RS	8.8 	: 
PC,SM_GE20D,ED0-2,F,Y18-24,SE	0 	0.7 
PC,SM_GE20D,ED0-2,F,Y18-24,SI	3.3 	0 u
PC,SM_GE20D,ED0-2,F,Y18-24,SK	8.3 u	0 u
PC,SM_GE20D,ED0-2,F,Y18-24,TR	2.4 	2.0 
PC,SM_GE20D,ED0-2,F,Y18-24,UK	: 	2.3 
PC,SM_GE20D,ED0-2,F,Y18-44,AT	: 	25.0 
PC,SM_GE20D,ED0-2,F,Y18-44,BE	: 	8.9 u
PC,SM_GE20D,ED0-2,F,Y18-44,BG	: 	13.4 
PC,SM_GE20D,ED0-2,F,Y18-44,CY	: 	8.1 
PC,SM_GE20D,ED0-2,F,Y18-44,CZ	: 	2.4 
PC,SM_GE20D,ED0-2,F,Y18-44,DE	: 	8.8 
PC,SM_GE20D,ED0-2,F,Y18-44,DK	: 	8.9 
PC,SM_GE20D,ED0-2,F,Y18-44,EE	: 	6.2 
PC,SM_GE20D,ED0-2,F,Y18-44,EL	: 	21.0 
PC,SM_GE20D,ED0-2,F,Y18-44,ES	: 	8.7 
PC,SM_GE20D,ED0-2,F,Y18-44,EU28	: 	7.4 
PC,SM_GE20D,ED0-2,F,Y18-44,FI	: 	0 
PC,SM_GE20D,ED0-2,F,Y18-44,FR	: 	8.4 
PC,SM_GE20D,ED0-2,F,Y18-44,HR	: 	12.2 
PC,SM_GE20D,ED0-2,F,Y18-44,HU	: 	11.3 
PC,SM_GE20D,ED0-2,F,Y18-44,IE	: 	6.5 
PC,SM_GE20D,ED0-2,F,Y18-44,IS	: 	3.8 
PC,SM_GE20D,ED0-2,F,Y18-44,IT	: 	4.5 
PC,SM_GE20D,ED0-2,F,Y18-44,LT	: 	5.1 
PC,SM_GE20D,ED0-2,F,Y18-44,LU	: 	7.1 
PC,SM_GE20D,ED0-2,F,Y18-44,LV	: 	4.8 
PC,SM_GE20D,ED0-2,F,Y18-44,MT	: 	11.6 
PC,SM_GE20D,ED0-2,F,Y18-44,NL	: 	5.2 
PC,SM_GE20D,ED0-2,F,Y18-44,NO	: 	2.4 
PC,SM_GE20D,ED0-2,F,Y18-44,PL	: 	9.3 
PC,SM_GE20D,ED0-2,F,Y18-44,PT	: 	5.3 
PC,SM_GE20D,ED0-2,F,Y18-44,RO	: 	1.3 
PC,SM_GE20D,ED0-2,F,Y18-44,SE	: 	1.3 
PC,SM_GE20D,ED0-2,F,Y18-44,SI	: 	4.1 
PC,SM_GE20D,ED0-2,F,Y18-44,SK	: 	9.9 
PC,SM_GE20D,ED0-2,F,Y18-44,TR	: 	5.1 
PC,SM_GE20D,ED0-2,F,Y18-44,UK	: 	4.9 
PC,SM_GE20D,ED0-2,F,Y18-64,AT	: 	18.4 
PC,SM_GE20D,ED0-2,F,Y18-64,BE	: 	11.5 u
PC,SM_GE20D,ED0-2,F,Y18-64,BG	: 	10.2 
PC,SM_GE20D,ED0-2,F,Y18-64,CY	: 	5.1 
PC,SM_GE20D,ED0-2,F,Y18-64,CZ	: 	4.0 
PC,SM_GE20D,ED0-2,F,Y18-64,DE	: 	7.6 
PC,SM_GE20D,ED0-2,F,Y18-64,DK	: 	7.2 
PC,SM_GE20D,ED0-2,F,Y18-64,EE	: 	6.8 
PC,SM_GE20D,ED0-2,F,Y18-64,EL	: 	15.0 
PC,SM_GE20D,ED0-2,F,Y18-64,ES	: 	7.4 
PC,SM_GE20D,ED0-2,F,Y18-64,EU27_2020	: 	6.7 
PC,SM_GE20D,ED0-2,F,Y18-64,EU28	: 	6.7 
PC,SM_GE20D,ED0-2,F,Y18-64,FI	: 	0 
PC,SM_GE20D,ED0-2,F,Y18-64,FR	: 	6.5 
PC,SM_GE20D,ED0-2,F,Y18-64,HR	: 	9.7 
PC,SM_GE20D,ED0-2,F,Y18-64,HU	: 	8.7 
PC,SM_GE20D,ED0-2,F,Y18-64,IE	: 	7.8 
PC,SM_GE20D,ED0-2,F,Y18-64,IS	: 	3.3 
PC,SM_GE20D,ED0-2,F,Y18-64,IT	: 	4.8 
PC,SM_GE20D,ED0-2,F,Y18-64,LT	: 	4.0 
PC,SM_GE20D,ED0-2,F,Y18-64,LU	: 	9.5 
PC,SM_GE20D,ED0-2,F,Y18-64,LV	: 	5.5 
PC,SM_GE20D,ED0-2,F,Y18-64,MT	: 	10.5 
PC,SM_GE20D,ED0-2,F,Y18-64,NL	: 	6.8 
PC,SM_GE20D,ED0-2,F,Y18-64,NO	: 	4.0 
PC,SM_GE20D,ED0-2,F,Y18-64,PL	: 	10.5 
PC,SM_GE20D,ED0-2,F,Y18-64,PT	: 	3.5 
PC,SM_GE20D,ED0-2,F,Y18-64,RO	: 	1.2 
PC,SM_GE20D,ED0-2,F,Y18-64,SE	: 	1.9 
PC,SM_GE20D,ED0-2,F,Y18-64,SI	: 	5.1 
PC,SM_GE20D,ED0-2,F,Y18-64,SK	: 	6.1 
PC,SM_GE20D,ED0-2,F,Y18-64,TR	: 	5.4 
PC,SM_GE20D,ED0-2,F,Y18-64,UK	: 	6.5 
PC,SM_GE20D,ED0-2,F,Y20-24,AT	7.9 u	36.1 u
PC,SM_GE20D,ED0-2,F,Y20-24,BE	: u	: u
PC,SM_GE20D,ED0-2,F,Y20-24,BG	6.9 u	12.8 u
PC,SM_GE20D,ED0-2,F,Y20-24,CY	: u	: u
PC,SM_GE20D,ED0-2,F,Y20-24,CZ	: u	: u
PC,SM_GE20D,ED0-2,F,Y20-24,DE	18.8 u	3.2 
PC,SM_GE20D,ED0-2,F,Y20-24,DK	: u	: u
PC,SM_GE20D,ED0-2,F,Y20-24,EE	: u	0 u
PC,SM_GE20D,ED0-2,F,Y20-24,EL	: u	: u
PC,SM_GE20D,ED0-2,F,Y20-24,ES	5.8 	7.5 
PC,SM_GE20D,ED0-2,F,Y20-24,EU27_2020	8.0 	: 
PC,SM_GE20D,ED0-2,F,Y20-24,EU28	: 	7.1 
PC,SM_GE20D,ED0-2,F,Y20-24,FI	: u	: u
PC,SM_GE20D,ED0-2,F,Y20-24,FR	8.9 	15.2 
PC,SM_GE20D,ED0-2,F,Y20-24,HR	: u	: u
PC,SM_GE20D,ED0-2,F,Y20-24,HU	13.7 u	12.5 u
PC,SM_GE20D,ED0-2,F,Y20-24,IE	: u	: u
PC,SM_GE20D,ED0-2,F,Y20-24,IS	0 u	7.1 u
PC,SM_GE20D,ED0-2,F,Y20-24,IT	1.1 	4.7 
PC,SM_GE20D,ED0-2,F,Y20-24,LT	: u	: u
PC,SM_GE20D,ED0-2,F,Y20-24,LU	: u	: u
PC,SM_GE20D,ED0-2,F,Y20-24,LV	0 u	2.7 u
PC,SM_GE20D,ED0-2,F,Y20-24,MT	10.4 u	7.7 u
PC,SM_GE20D,ED0-2,F,Y20-24,NL	0 u	8.3 u
PC,SM_GE20D,ED0-2,F,Y20-24,NO	1.2 	7.2 
PC,SM_GE20D,ED0-2,F,Y20-24,PL	8.9 u	2.4 u
PC,SM_GE20D,ED0-2,F,Y20-24,PT	1.1 u	3.8 
PC,SM_GE20D,ED0-2,F,Y20-24,RO	0 u	0 
PC,SM_GE20D,ED0-2,F,Y20-24,RS	: u	: 
PC,SM_GE20D,ED0-2,F,Y20-24,SE	0 u	2.8 u
PC,SM_GE20D,ED0-2,F,Y20-24,SI	: u	: u
PC,SM_GE20D,ED0-2,F,Y20-24,SK	: u	: u
PC,SM_GE20D,ED0-2,F,Y20-24,TR	2.8 	2.4 
PC,SM_GE20D,ED0-2,F,Y20-24,UK	: 	2.8 u
PC,SM_GE20D,ED0-2,F,Y25-29,AT	6.8 u	25.1 u
PC,SM_GE20D,ED0-2,F,Y25-29,BE	8.3 u	3.3 u
PC,SM_GE20D,ED0-2,F,Y25-29,BG	0 u	4.5 
PC,SM_GE20D,ED0-2,F,Y25-29,CY	: u	: u
PC,SM_GE20D,ED0-2,F,Y25-29,CZ	: u	: u
PC,SM_GE20D,ED0-2,F,Y25-29,DE	15.4 u	16.9 
PC,SM_GE20D,ED0-2,F,Y25-29,DK	: u	: u
PC,SM_GE20D,ED0-2,F,Y25-29,EE	17.3 u	4.8 u
PC,SM_GE20D,ED0-2,F,Y25-29,EL	: u	22.3 u
PC,SM_GE20D,ED0-2,F,Y25-29,ES	5.4 	9.8 
PC,SM_GE20D,ED0-2,F,Y25-29,EU27_2020	6.3 	: 
PC,SM_GE20D,ED0-2,F,Y25-29,EU28	: 	6.8 
PC,SM_GE20D,ED0-2,F,Y25-29,FI	: u	: u
PC,SM_GE20D,ED0-2,F,Y25-29,FR	3.4 	4.9 
PC,SM_GE20D,ED0-2,F,Y25-29,HR	: u	: u
PC,SM_GE20D,ED0-2,F,Y25-29,HU	: u	13.0 u
PC,SM_GE20D,ED0-2,F,Y25-29,IE	: u	: u
PC,SM_GE20D,ED0-2,F,Y25-29,IS	: u	0 u
PC,SM_GE20D,ED0-2,F,Y25-29,IT	2.5 	4.4 
PC,SM_GE20D,ED0-2,F,Y25-29,LT	: u	: u
PC,SM_GE20D,ED0-2,F,Y25-29,LU	: u	: u
PC,SM_GE20D,ED0-2,F,Y25-29,LV	: u	: u
PC,SM_GE20D,ED0-2,F,Y25-29,MT	11.4 u	11.7 u
PC,SM_GE20D,ED0-2,F,Y25-29,NL	4.1 u	5.0 u
PC,SM_GE20D,ED0-2,F,Y25-29,NO	0 u	1.5 u
PC,SM_GE20D,ED0-2,F,Y25-29,PL	14.2 u	7.1 u
PC,SM_GE20D,ED0-2,F,Y25-29,PT	0 	6.6 
PC,SM_GE20D,ED0-2,F,Y25-29,RO	3.3 	2.3 
PC,SM_GE20D,ED0-2,F,Y25-29,RS	19.1 u	: 
PC,SM_GE20D,ED0-2,F,Y25-29,SE	4.1 u	0 u
PC,SM_GE20D,ED0-2,F,Y25-29,SI	: u	: u
PC,SM_GE20D,ED0-2,F,Y25-29,SK	: u	: u
PC,SM_GE20D,ED0-2,F,Y25-29,TR	1.9 	2.6 
PC,SM_GE20D,ED0-2,F,Y25-29,UK	: 	2.0 
PC,SM_GE20D,ED0-2,F,Y25-34,AT	13.5 	24.5 
PC,SM_GE20D,ED0-2,F,Y25-34,BE	11.1 u	5.1 u
PC,SM_GE20D,ED0-2,F,Y25-34,BG	1.4 	14.4 
PC,SM_GE20D,ED0-2,F,Y25-34,CY	2.3 u	9.6 u
PC,SM_GE20D,ED0-2,F,Y25-34,CZ	12.7 u	: u
PC,SM_GE20D,ED0-2,F,Y25-34,DE	19.5 u	14.9 
