unit,smoking,quant_inc,sex,age,geo\time	2019 	2014 
PC,SM_CUR,QU3,T,Y_GE65,RO	12.3 	8.8 
PC,SM_CUR,QU3,T,Y_GE65,RS	18.2 	: 
PC,SM_CUR,QU3,T,Y_GE65,SE	8.9 	9.7 
PC,SM_CUR,QU3,T,Y_GE65,SI	8.8 	9.3 
PC,SM_CUR,QU3,T,Y_GE65,SK	17.2 	12.4 
PC,SM_CUR,QU3,T,Y_GE65,TR	9.5 	14.9 
PC,SM_CUR,QU3,T,Y_GE65,UK	: 	9.0 
PC,SM_CUR,QU3,T,Y_GE75,AT	7.4 	7.0 
PC,SM_CUR,QU3,T,Y_GE75,BE	2.9 	3.7 u
PC,SM_CUR,QU3,T,Y_GE75,BG	7.0 	6.6 
PC,SM_CUR,QU3,T,Y_GE75,CY	9.7 	4.1 
PC,SM_CUR,QU3,T,Y_GE75,CZ	6.8 	12.8 
PC,SM_CUR,QU3,T,Y_GE75,DE	4.7 	4.3 
PC,SM_CUR,QU3,T,Y_GE75,DK	12.4 	16.3 u
PC,SM_CUR,QU3,T,Y_GE75,EE	2.9 	1.8 u
PC,SM_CUR,QU3,T,Y_GE75,EL	9.9 	6.9 
PC,SM_CUR,QU3,T,Y_GE75,ES	3.9 	5.4 
PC,SM_CUR,QU3,T,Y_GE75,EU27_2020	5.5 	5.6 
PC,SM_CUR,QU3,T,Y_GE75,EU28	: 	5.7 
PC,SM_CUR,QU3,T,Y_GE75,FI	3.5 	6.0 
PC,SM_CUR,QU3,T,Y_GE75,FR	5.0 	4.9 
PC,SM_CUR,QU3,T,Y_GE75,HR	9.8 	6.7 
PC,SM_CUR,QU3,T,Y_GE75,HU	5.8 	6.0 
PC,SM_CUR,QU3,T,Y_GE75,IE	0 	8.9 
PC,SM_CUR,QU3,T,Y_GE75,IS	14.3 	14.8 u
PC,SM_CUR,QU3,T,Y_GE75,IT	5.7 	6.0 
PC,SM_CUR,QU3,T,Y_GE75,LT	3.3 	3.4 
PC,SM_CUR,QU3,T,Y_GE75,LU	0 	4.5 
PC,SM_CUR,QU3,T,Y_GE75,LV	5.1 	4.9 
PC,SM_CUR,QU3,T,Y_GE75,MT	7.8 	4.3 u
PC,SM_CUR,QU3,T,Y_GE75,NL	5.7 	6.2 
PC,SM_CUR,QU3,T,Y_GE75,NO	8.9 	6.4 
PC,SM_CUR,QU3,T,Y_GE75,PL	9.5 	6.5 
PC,SM_CUR,QU3,T,Y_GE75,PT	1.9 	2.6 
PC,SM_CUR,QU3,T,Y_GE75,RO	7.5 	3.1 
PC,SM_CUR,QU3,T,Y_GE75,RS	7.3 	: 
PC,SM_CUR,QU3,T,Y_GE75,SE	5.9 	6.3 
PC,SM_CUR,QU3,T,Y_GE75,SI	2.6 	9.5 
PC,SM_CUR,QU3,T,Y_GE75,SK	8.8 	7.0 
PC,SM_CUR,QU3,T,Y_GE75,TR	5.9 	3.9 
PC,SM_CUR,QU3,T,Y_GE75,UK	: 	6.9 
PC,SM_CUR,QU4,F,TOTAL,AT	20.7 	25.6 
PC,SM_CUR,QU4,F,TOTAL,BE	17.6 	19.8 u
PC,SM_CUR,QU4,F,TOTAL,BG	29.3 	28.3 
PC,SM_CUR,QU4,F,TOTAL,CY	14.3 	17.9 
PC,SM_CUR,QU4,F,TOTAL,CZ	21.8 	22.3 
PC,SM_CUR,QU4,F,TOTAL,DE	21.9 	16.2 
PC,SM_CUR,QU4,F,TOTAL,DK	17.6 	14.7 
PC,SM_CUR,QU4,F,TOTAL,EE	17.6 	20.6 
PC,SM_CUR,QU4,F,TOTAL,EL	20.6 	27.3 
PC,SM_CUR,QU4,F,TOTAL,ES	17.9 	22.1 
PC,SM_CUR,QU4,F,TOTAL,EU27_2020	18.7 	19.0 
PC,SM_CUR,QU4,F,TOTAL,EU28	: 	18.1 
PC,SM_CUR,QU4,F,TOTAL,FI	14.9 	14.9 
PC,SM_CUR,QU4,F,TOTAL,FR	19.1 	22.3 
PC,SM_CUR,QU4,F,TOTAL,HR	25.6 	28.1 
PC,SM_CUR,QU4,F,TOTAL,HU	22.0 	20.7 
PC,SM_CUR,QU4,F,TOTAL,IE	16.1 	17.5 
PC,SM_CUR,QU4,F,TOTAL,IS	12.4 	14.6 
PC,SM_CUR,QU4,F,TOTAL,IT	17.8 	16.4 
PC,SM_CUR,QU4,F,TOTAL,LT	16.4 	11.6 
PC,SM_CUR,QU4,F,TOTAL,LU	14.8 	16.8 
PC,SM_CUR,QU4,F,TOTAL,LV	16.4 	18.1 
PC,SM_CUR,QU4,F,TOTAL,MT	21.6 	21.6 
PC,SM_CUR,QU4,F,TOTAL,NL	13.3 	17.4 
PC,SM_CUR,QU4,F,TOTAL,NO	15.9 	19.1 
PC,SM_CUR,QU4,F,TOTAL,PL	16.8 	20.1 
PC,SM_CUR,QU4,F,TOTAL,PT	10.7 	15.0 
PC,SM_CUR,QU4,F,TOTAL,RO	15.1 	14.9 
PC,SM_CUR,QU4,F,TOTAL,RS	30.5 	: 
PC,SM_CUR,QU4,F,TOTAL,SE	11.1 	16.2 
PC,SM_CUR,QU4,F,TOTAL,SI	23.5 	21.5 
PC,SM_CUR,QU4,F,TOTAL,SK	19.6 	19.8 
PC,SM_CUR,QU4,F,TOTAL,TR	21.7 	22.1 
PC,SM_CUR,QU4,F,TOTAL,UK	: 	12.0 
PC,SM_CUR,QU4,F,Y15-19,AT	26.6 	24.8 u
PC,SM_CUR,QU4,F,Y15-19,BE	27.1 	23.9 u
PC,SM_CUR,QU4,F,Y15-19,BG	11.2 	30.7 u
PC,SM_CUR,QU4,F,Y15-19,CY	11.7 	0 u
PC,SM_CUR,QU4,F,Y15-19,CZ	37.8 	9.8 u
PC,SM_CUR,QU4,F,Y15-19,DE	29.2 	12.6 
PC,SM_CUR,QU4,F,Y15-19,DK	16.7 	10.7 u
PC,SM_CUR,QU4,F,Y15-19,EE	35.0 	: u
PC,SM_CUR,QU4,F,Y15-19,EL	0 	21.1 u
PC,SM_CUR,QU4,F,Y15-19,ES	45.9 	9.0 
PC,SM_CUR,QU4,F,Y15-19,EU27_2020	23.5 	: 
PC,SM_CUR,QU4,F,Y15-19,EU28	: 	14.1 
PC,SM_CUR,QU4,F,Y15-19,FI	21.0 	14.8 u
PC,SM_CUR,QU4,F,Y15-19,FR	21.4 	20.1 
PC,SM_CUR,QU4,F,Y15-19,HR	44.5 	: u
PC,SM_CUR,QU4,F,Y15-19,HU	41.1 	19.4 u
PC,SM_CUR,QU4,F,Y15-19,IE	0 	: u
PC,SM_CUR,QU4,F,Y15-19,IS	0 	7.4 u
PC,SM_CUR,QU4,F,Y15-19,IT	20.9 	12.0 
PC,SM_CUR,QU4,F,Y15-19,LT	0 	6.7 u
PC,SM_CUR,QU4,F,Y15-19,LU	0 	: u
PC,SM_CUR,QU4,F,Y15-19,LV	10.2 	: u
PC,SM_CUR,QU4,F,Y15-19,MT	35.9 	25.5 u
PC,SM_CUR,QU4,F,Y15-19,NL	23.8 	14.0 
PC,SM_CUR,QU4,F,Y15-19,NO	23.7 	12.7 u
PC,SM_CUR,QU4,F,Y15-19,PL	12.6 	2.0 
PC,SM_CUR,QU4,F,Y15-19,PT	18.4 	17.4 
PC,SM_CUR,QU4,F,Y15-19,RO	15.1 	5.3 
PC,SM_CUR,QU4,F,Y15-19,RS	20.2 	: 
PC,SM_CUR,QU4,F,Y15-19,SE	10.8 	0 
PC,SM_CUR,QU4,F,Y15-19,SI	13.9 	: u
PC,SM_CUR,QU4,F,Y15-19,SK	52.5 	21.9 u
PC,SM_CUR,QU4,F,Y15-19,TR	9.3 	6.7 
PC,SM_CUR,QU4,F,Y15-19,UK	: 	14.0 
PC,SM_CUR,QU4,F,Y15-24,AT	20.4 	35.9 
PC,SM_CUR,QU4,F,Y15-24,BE	21.1 	26.8 u
PC,SM_CUR,QU4,F,Y15-24,BG	11.9 	36.1 u
PC,SM_CUR,QU4,F,Y15-24,CY	10.1 	12.1 
PC,SM_CUR,QU4,F,Y15-24,CZ	25.7 	15.2 
PC,SM_CUR,QU4,F,Y15-24,DE	33.2 	19.9 
PC,SM_CUR,QU4,F,Y15-24,DK	16.7 	18.6 u
PC,SM_CUR,QU4,F,Y15-24,EE	31.2 	18.1 u
PC,SM_CUR,QU4,F,Y15-24,EL	6.7 	15.3 u
PC,SM_CUR,QU4,F,Y15-24,ES	16.7 	11.6 
PC,SM_CUR,QU4,F,Y15-24,EU27_2020	17.2 	20.2 
PC,SM_CUR,QU4,F,Y15-24,EU28	: 	19.9 
PC,SM_CUR,QU4,F,Y15-24,FI	21.7 	24.5 u
PC,SM_CUR,QU4,F,Y15-24,FR	13.7 	29.6 
PC,SM_CUR,QU4,F,Y15-24,HR	23.7 	33.6 u
PC,SM_CUR,QU4,F,Y15-24,HU	19.9 	21.1 
PC,SM_CUR,QU4,F,Y15-24,IE	8.9 	18.6 u
PC,SM_CUR,QU4,F,Y15-24,IS	0 	15.6 
PC,SM_CUR,QU4,F,Y15-24,IT	15.2 	17.3 
PC,SM_CUR,QU4,F,Y15-24,LT	9.3 	8.9 
PC,SM_CUR,QU4,F,Y15-24,LU	46.0 	: u
PC,SM_CUR,QU4,F,Y15-24,LV	12.8 	21.1 
PC,SM_CUR,QU4,F,Y15-24,MT	25.3 	21.0 
PC,SM_CUR,QU4,F,Y15-24,NL	17.1 	23.0 
PC,SM_CUR,QU4,F,Y15-24,NO	8.0 	13.4 
PC,SM_CUR,QU4,F,Y15-24,PL	8.7 	15.0 
PC,SM_CUR,QU4,F,Y15-24,PT	3.5 	18.0 
PC,SM_CUR,QU4,F,Y15-24,RO	14.7 	12.0 
PC,SM_CUR,QU4,F,Y15-24,RS	20.4 	: 
PC,SM_CUR,QU4,F,Y15-24,SE	11.2 	: u
PC,SM_CUR,QU4,F,Y15-24,SI	17.8 	29.4 u
PC,SM_CUR,QU4,F,Y15-24,SK	26.0 	23.5 
PC,SM_CUR,QU4,F,Y15-24,TR	15.4 	9.8 
PC,SM_CUR,QU4,F,Y15-24,UK	: 	17.9 
PC,SM_CUR,QU4,F,Y15-29,AT	24.3 	37.8 
PC,SM_CUR,QU4,F,Y15-29,BE	16.7 	22.7 u
PC,SM_CUR,QU4,F,Y15-29,BG	20.7 	36.0 
PC,SM_CUR,QU4,F,Y15-29,CY	12.8 	20.0 
PC,SM_CUR,QU4,F,Y15-29,CZ	23.3 	19.2 
PC,SM_CUR,QU4,F,Y15-29,DE	28.1 	23.4 
PC,SM_CUR,QU4,F,Y15-29,DK	22.6 	18.2 
PC,SM_CUR,QU4,F,Y15-29,EE	25.5 	12.4 
PC,SM_CUR,QU4,F,Y15-29,EL	7.2 	23.2 
PC,SM_CUR,QU4,F,Y15-29,ES	20.0 	20.6 
PC,SM_CUR,QU4,F,Y15-29,EU27_2020	19.1 	22.2 
PC,SM_CUR,QU4,F,Y15-29,EU28	: 	21.0 
PC,SM_CUR,QU4,F,Y15-29,FI	21.8 	18.3 
PC,SM_CUR,QU4,F,Y15-29,FR	19.0 	25.5 
PC,SM_CUR,QU4,F,Y15-29,HR	27.3 	38.8 
PC,SM_CUR,QU4,F,Y15-29,HU	25.0 	25.4 
PC,SM_CUR,QU4,F,Y15-29,IE	14.5 	21.8 
PC,SM_CUR,QU4,F,Y15-29,IS	3.2 	11.7 
PC,SM_CUR,QU4,F,Y15-29,IT	16.2 	18.3 
PC,SM_CUR,QU4,F,Y15-29,LT	13.4 	11.0 
PC,SM_CUR,QU4,F,Y15-29,LU	23.2 	16.5 u
PC,SM_CUR,QU4,F,Y15-29,LV	12.4 	22.1 
PC,SM_CUR,QU4,F,Y15-29,MT	22.8 	21.5 
PC,SM_CUR,QU4,F,Y15-29,NL	15.9 	22.6 
PC,SM_CUR,QU4,F,Y15-29,NO	8.0 	14.8 
PC,SM_CUR,QU4,F,Y15-29,PL	8.9 	17.6 
PC,SM_CUR,QU4,F,Y15-29,PT	14.6 	20.5 
PC,SM_CUR,QU4,F,Y15-29,RO	21.1 	16.7 
PC,SM_CUR,QU4,F,Y15-29,RS	23.7 	: 
PC,SM_CUR,QU4,F,Y15-29,SE	11.2 	10.9 u
PC,SM_CUR,QU4,F,Y15-29,SI	21.3 	23.8 
PC,SM_CUR,QU4,F,Y15-29,SK	23.4 	26.6 
PC,SM_CUR,QU4,F,Y15-29,TR	17.2 	14.1 
PC,SM_CUR,QU4,F,Y15-29,UK	: 	14.0 
PC,SM_CUR,QU4,F,Y15-44,AT	: 	31.2 
PC,SM_CUR,QU4,F,Y15-44,BE	: 	18.6 u
PC,SM_CUR,QU4,F,Y15-44,BG	: 	42.6 
PC,SM_CUR,QU4,F,Y15-44,CY	: 	20.3 
PC,SM_CUR,QU4,F,Y15-44,CZ	: 	22.8 
PC,SM_CUR,QU4,F,Y15-44,DE	: 	19.0 
PC,SM_CUR,QU4,F,Y15-44,DK	: 	14.7 
PC,SM_CUR,QU4,F,Y15-44,EE	: 	17.8 
PC,SM_CUR,QU4,F,Y15-44,EL	: 	32.7 
PC,SM_CUR,QU4,F,Y15-44,ES	: 	27.8 
PC,SM_CUR,QU4,F,Y15-44,EU27_2020	: 	22.3 
PC,SM_CUR,QU4,F,Y15-44,EU28	: 	21.0 
PC,SM_CUR,QU4,F,Y15-44,FI	: 	16.6 
PC,SM_CUR,QU4,F,Y15-44,FR	: 	30.0 
PC,SM_CUR,QU4,F,Y15-44,HR	: 	34.0 
PC,SM_CUR,QU4,F,Y15-44,HU	: 	21.1 
PC,SM_CUR,QU4,F,Y15-44,IE	: 	19.6 
PC,SM_CUR,QU4,F,Y15-44,IS	: 	12.3 
PC,SM_CUR,QU4,F,Y15-44,IT	: 	19.0 
PC,SM_CUR,QU4,F,Y15-44,LT	: 	13.3 
PC,SM_CUR,QU4,F,Y15-44,LU	: 	16.6 
PC,SM_CUR,QU4,F,Y15-44,LV	: 	21.5 
PC,SM_CUR,QU4,F,Y15-44,MT	: 	23.2 
PC,SM_CUR,QU4,F,Y15-44,NL	: 	19.3 
PC,SM_CUR,QU4,F,Y15-44,NO	: 	18.6 
PC,SM_CUR,QU4,F,Y15-44,PL	: 	17.1 
PC,SM_CUR,QU4,F,Y15-44,PT	: 	18.7 
PC,SM_CUR,QU4,F,Y15-44,RO	: 	20.9 
PC,SM_CUR,QU4,F,Y15-44,SE	: 	13.2 
PC,SM_CUR,QU4,F,Y15-44,SI	: 	20.7 
PC,SM_CUR,QU4,F,Y15-44,SK	: 	24.2 
PC,SM_CUR,QU4,F,Y15-44,TR	: 	24.2 
PC,SM_CUR,QU4,F,Y15-44,UK	: 	12.9 
PC,SM_CUR,QU4,F,Y15-64,AT	22.5 	29.0 
PC,SM_CUR,QU4,F,Y15-64,BE	20.0 	20.6 u
PC,SM_CUR,QU4,F,Y15-64,BG	33.5 	34.7 
PC,SM_CUR,QU4,F,Y15-64,CY	14.8 	19.5 
PC,SM_CUR,QU4,F,Y15-64,CZ	22.0 	24.7 
PC,SM_CUR,QU4,F,Y15-64,DE	26.4 	18.2 
PC,SM_CUR,QU4,F,Y15-64,DK	18.6 	15.3 
PC,SM_CUR,QU4,F,Y15-64,EE	18.7 	21.1 
PC,SM_CUR,QU4,F,Y15-64,EL	23.1 	33.0 
PC,SM_CUR,QU4,F,Y15-64,ES	21.8 	27.0 
PC,SM_CUR,QU4,F,Y15-64,EU27_2020	21.8 	21.9 
PC,SM_CUR,QU4,F,Y15-64,EU28	: 	20.7 
PC,SM_CUR,QU4,F,Y15-64,FI	17.9 	16.4 
PC,SM_CUR,QU4,F,Y15-64,FR	23.9 	26.3 
PC,SM_CUR,QU4,F,Y15-64,HR	32.4 	31.7 
PC,SM_CUR,QU4,F,Y15-64,HU	23.7 	23.5 
PC,SM_CUR,QU4,F,Y15-64,IE	15.2 	19.0 
PC,SM_CUR,QU4,F,Y15-64,IS	13.5 	14.7 
PC,SM_CUR,QU4,F,Y15-64,IT	21.0 	19.6 
PC,SM_CUR,QU4,F,Y15-64,LT	17.4 	13.3 
PC,SM_CUR,QU4,F,Y15-64,LU	17.0 	17.6 
PC,SM_CUR,QU4,F,Y15-64,LV	17.6 	19.7 
PC,SM_CUR,QU4,F,Y15-64,MT	22.2 	22.1 
PC,SM_CUR,QU4,F,Y15-64,NL	14.5 	18.6 
PC,SM_CUR,QU4,F,Y15-64,NO	16.2 	21.0 
PC,SM_CUR,QU4,F,Y15-64,PL	18.2 	23.0 
PC,SM_CUR,QU4,F,Y15-64,PT	12.1 	17.4 
PC,SM_CUR,QU4,F,Y15-64,RO	17.5 	17.2 
PC,SM_CUR,QU4,F,Y15-64,RS	33.3 	: 
PC,SM_CUR,QU4,F,Y15-64,SE	11.6 	16.8 
PC,SM_CUR,QU4,F,Y15-64,SI	25.4 	22.4 
PC,SM_CUR,QU4,F,Y15-64,SK	24.2 	21.4 
PC,SM_CUR,QU4,F,Y15-64,TR	22.8 	23.2 
PC,SM_CUR,QU4,F,Y15-64,UK	: 	13.6 
PC,SM_CUR,QU4,F,Y18-24,AT	26.9 	44.0 
PC,SM_CUR,QU4,F,Y18-24,BE	26.6 	28.1 u
PC,SM_CUR,QU4,F,Y18-24,BG	17.1 	39.5 u
PC,SM_CUR,QU4,F,Y18-24,CY	13.4 	17.0 
PC,SM_CUR,QU4,F,Y18-24,CZ	34.0 	17.7 
PC,SM_CUR,QU4,F,Y18-24,DE	39.1 	25.3 
PC,SM_CUR,QU4,F,Y18-24,DK	26.7 	34.8 u
PC,SM_CUR,QU4,F,Y18-24,EE	38.9 	19.7 u
PC,SM_CUR,QU4,F,Y18-24,EL	11.2 	11.4 u
PC,SM_CUR,QU4,F,Y18-24,ES	22.5 	16.2 
PC,SM_CUR,QU4,F,Y18-24,EU27_2020	22.1 	24.2 
PC,SM_CUR,QU4,F,Y18-24,EU28	: 	23.5 
PC,SM_CUR,QU4,F,Y18-24,FI	26.6 	33.6 u
PC,SM_CUR,QU4,F,Y18-24,FR	17.7 	35.2 
PC,SM_CUR,QU4,F,Y18-24,HR	31.4 	37.2 u
PC,SM_CUR,QU4,F,Y18-24,HU	26.2 	26.6 
PC,SM_CUR,QU4,F,Y18-24,IE	9.7 	: u
PC,SM_CUR,QU4,F,Y18-24,IS	0 	20.6 u
PC,SM_CUR,QU4,F,Y18-24,IT	19.3 	19.1 
PC,SM_CUR,QU4,F,Y18-24,LT	12.1 	13.1 u
PC,SM_CUR,QU4,F,Y18-24,LU	62.7 	: u
PC,SM_CUR,QU4,F,Y18-24,LV	18.4 	22.2 
PC,SM_CUR,QU4,F,Y18-24,MT	27.0 	22.8 u
PC,SM_CUR,QU4,F,Y18-24,NL	21.9 	28.9 
PC,SM_CUR,QU4,F,Y18-24,NO	9.0 	13.2 
PC,SM_CUR,QU4,F,Y18-24,PL	10.3 	18.7 
PC,SM_CUR,QU4,F,Y18-24,PT	5.1 	21.4 
PC,SM_CUR,QU4,F,Y18-24,RO	17.5 	15.2 
PC,SM_CUR,QU4,F,Y18-24,RS	27.4 	: 
PC,SM_CUR,QU4,F,Y18-24,SE	12.0 	: u
PC,SM_CUR,QU4,F,Y18-24,SI	19.6 	28.2 u
PC,SM_CUR,QU4,F,Y18-24,SK	29.2 	24.3 
PC,SM_CUR,QU4,F,Y18-24,TR	19.4 	11.0 
PC,SM_CUR,QU4,F,Y18-24,UK	: 	20.3 
PC,SM_CUR,QU4,F,Y18-44,AT	: 	32.4 
PC,SM_CUR,QU4,F,Y18-44,BE	: 	17.8 u
PC,SM_CUR,QU4,F,Y18-44,BG	: 	43.5 
PC,SM_CUR,QU4,F,Y18-44,CY	: 	22.2 
PC,SM_CUR,QU4,F,Y18-44,CZ	: 	23.9 
PC,SM_CUR,QU4,F,Y18-44,DE	: 	19.7 
PC,SM_CUR,QU4,F,Y18-44,DK	: 	16.4 
PC,SM_CUR,QU4,F,Y18-44,EE	: 	18.0 
PC,SM_CUR,QU4,F,Y18-44,EL	: 	33.8 
PC,SM_CUR,QU4,F,Y18-44,ES	: 	29.5 
PC,SM_CUR,QU4,F,Y18-44,EU28	: 	21.7 
PC,SM_CUR,QU4,F,Y18-44,FI	: 	17.1 
PC,SM_CUR,QU4,F,Y18-44,FR	: 	31.1 
PC,SM_CUR,QU4,F,Y18-44,HR	: 	35.1 
PC,SM_CUR,QU4,F,Y18-44,HU	: 	22.3 
PC,SM_CUR,QU4,F,Y18-44,IE	: 	20.5 
PC,SM_CUR,QU4,F,Y18-44,IS	: 	13.4 
PC,SM_CUR,QU4,F,Y18-44,IT	: 	19.4 
PC,SM_CUR,QU4,F,Y18-44,LT	: 	15.0 
PC,SM_CUR,QU4,F,Y18-44,LU	: 	16.9 
PC,SM_CUR,QU4,F,Y18-44,LV	: 	21.7 
PC,SM_CUR,QU4,F,Y18-44,MT	: 	23.9 
PC,SM_CUR,QU4,F,Y18-44,NL	: 	20.1 
PC,SM_CUR,QU4,F,Y18-44,NO	: 	18.9 
PC,SM_CUR,QU4,F,Y18-44,PL	: 	17.8 
PC,SM_CUR,QU4,F,Y18-44,PT	: 	19.3 
PC,SM_CUR,QU4,F,Y18-44,RO	: 	22.2 
PC,SM_CUR,QU4,F,Y18-44,SE	: 	13.2 
PC,SM_CUR,QU4,F,Y18-44,SI	: 	20.3 
PC,SM_CUR,QU4,F,Y18-44,SK	: 	24.5 
PC,SM_CUR,QU4,F,Y18-44,TR	: 	26.4 
PC,SM_CUR,QU4,F,Y18-44,UK	: 	13.2 
PC,SM_CUR,QU4,F,Y18-64,AT	: 	29.6 
PC,SM_CUR,QU4,F,Y18-64,BE	: 	20.3 u
PC,SM_CUR,QU4,F,Y18-64,BG	: 	34.9 
PC,SM_CUR,QU4,F,Y18-64,CY	: 	20.7 
PC,SM_CUR,QU4,F,Y18-64,CZ	: 	25.3 
PC,SM_CUR,QU4,F,Y18-64,DE	: 	18.6 
PC,SM_CUR,QU4,F,Y18-64,DK	: 	16.2 
PC,SM_CUR,QU4,F,Y18-64,EE	: 	21.4 
PC,SM_CUR,QU4,F,Y18-64,EL	: 	33.6 
PC,SM_CUR,QU4,F,Y18-64,ES	: 	27.9 
PC,SM_CUR,QU4,F,Y18-64,EU27_2020	: 	22.3 
PC,SM_CUR,QU4,F,Y18-64,EU28	: 	21.1 
PC,SM_CUR,QU4,F,Y18-64,FI	: 	16.7 
PC,SM_CUR,QU4,F,Y18-64,FR	: 	26.7 
PC,SM_CUR,QU4,F,Y18-64,HR	: 	32.1 
PC,SM_CUR,QU4,F,Y18-64,HU	: 	24.3 
PC,SM_CUR,QU4,F,Y18-64,IE	: 	19.5 
PC,SM_CUR,QU4,F,Y18-64,IS	: 	15.4 
PC,SM_CUR,QU4,F,Y18-64,IT	: 	19.9 
PC,SM_CUR,QU4,F,Y18-64,LT	: 	14.2 
PC,SM_CUR,QU4,F,Y18-64,LU	: 	17.8 
PC,SM_CUR,QU4,F,Y18-64,LV	: 	19.8 
PC,SM_CUR,QU4,F,Y18-64,MT	: 	22.5 
PC,SM_CUR,QU4,F,Y18-64,NL	: 	19.0 
PC,SM_CUR,QU4,F,Y18-64,NO	: 	21.3 
PC,SM_CUR,QU4,F,Y18-64,PL	: 	23.6 
PC,SM_CUR,QU4,F,Y18-64,PT	: 	17.6 
PC,SM_CUR,QU4,F,Y18-64,RO	: 	17.7 
PC,SM_CUR,QU4,F,Y18-64,SE	: 	16.8 
PC,SM_CUR,QU4,F,Y18-64,SI	: 	22.1 
PC,SM_CUR,QU4,F,Y18-64,SK	: 	21.4 
PC,SM_CUR,QU4,F,Y18-64,TR	: 	24.6 
PC,SM_CUR,QU4,F,Y18-64,UK	: 	13.8 
PC,SM_CUR,QU4,F,Y20-24,AT	27.0 	43.3 
PC,SM_CUR,QU4,F,Y20-24,BE	26.4 	30.8 u
PC,SM_CUR,QU4,F,Y20-24,BG	21.6 	41.4 u
PC,SM_CUR,QU4,F,Y20-24,CY	13.9 	23.7 u
PC,SM_CUR,QU4,F,Y20-24,CZ	33.1 	19.8 u
PC,SM_CUR,QU4,F,Y20-24,DE	43.2 	26.3 
PC,SM_CUR,QU4,F,Y20-24,DK	33.3 	: u
PC,SM_CUR,QU4,F,Y20-24,EE	40.8 	21.5 u
PC,SM_CUR,QU4,F,Y20-24,EL	15.4 	7.0 u
PC,SM_CUR,QU4,F,Y20-24,ES	12.5 	14.1 
PC,SM_CUR,QU4,F,Y20-24,EU27_2020	21.5 	: 
PC,SM_CUR,QU4,F,Y20-24,EU28	: 	24.9 
PC,SM_CUR,QU4,F,Y20-24,FI	28.3 	: u
PC,SM_CUR,QU4,F,Y20-24,FR	16.5 	38.8 
PC,SM_CUR,QU4,F,Y20-24,HR	26.4 	48.7 u
PC,SM_CUR,QU4,F,Y20-24,HU	21.7 	23.3 u
PC,SM_CUR,QU4,F,Y20-24,IE	11.6 	: u
PC,SM_CUR,QU4,F,Y20-24,IS	0 	26.8 u
PC,SM_CUR,QU4,F,Y20-24,IT	18.5 	21.9 
PC,SM_CUR,QU4,F,Y20-24,LT	16.0 	10.6 u
PC,SM_CUR,QU4,F,Y20-24,LU	69.2 	: u
PC,SM_CUR,QU4,F,Y20-24,LV	23.2 	23.5 u
PC,SM_CUR,QU4,F,Y20-24,MT	24.4 	17.8 u
PC,SM_CUR,QU4,F,Y20-24,NL	21.1 	31.0 
PC,SM_CUR,QU4,F,Y20-24,NO	3.9 	14.2 u
PC,SM_CUR,QU4,F,Y20-24,PL	9.8 	23.0 
PC,SM_CUR,QU4,F,Y20-24,PT	1.9 	18.5 
PC,SM_CUR,QU4,F,Y20-24,RO	18.7 	16.4 
PC,SM_CUR,QU4,F,Y20-24,RS	30.3 	: 
PC,SM_CUR,QU4,F,Y20-24,SE	13.1 	: u
PC,SM_CUR,QU4,F,Y20-24,SI	20.9 	32.4 u
PC,SM_CUR,QU4,F,Y20-24,SK	26.5 	24.7 u
PC,SM_CUR,QU4,F,Y20-24,TR	23.0 	12.8 
PC,SM_CUR,QU4,F,Y20-24,UK	: 	21.0 u
PC,SM_CUR,QU4,F,Y25-29,AT	30.8 	40.0 
PC,SM_CUR,QU4,F,Y25-29,BE	10.5 	13.3 u
PC,SM_CUR,QU4,F,Y25-29,BG	36.5 	35.9 u
PC,SM_CUR,QU4,F,Y25-29,CY	16.2 	31.8 u
PC,SM_CUR,QU4,F,Y25-29,CZ	20.4 	28.1 u
PC,SM_CUR,QU4,F,Y25-29,DE	23.5 	26.6 
PC,SM_CUR,QU4,F,Y25-29,DK	26.3 	17.6 u
PC,SM_CUR,QU4,F,Y25-29,EE	19.6 	7.4 u
PC,SM_CUR,QU4,F,Y25-29,EL	8.2 	34.7 u
PC,SM_CUR,QU4,F,Y25-29,ES	26.7 	34.0 
PC,SM_CUR,QU4,F,Y25-29,EU27_2020	21.8 	: 
PC,SM_CUR,QU4,F,Y25-29,EU28	: 	22.4 
PC,SM_CUR,QU4,F,Y25-29,FI	21.8 	12.1 
PC,SM_CUR,QU4,F,Y25-29,FR	27.0 	20.2 
PC,SM_CUR,QU4,F,Y25-29,HR	32.6 	48.7 u
PC,SM_CUR,QU4,F,Y25-29,HU	31.8 	33.1 u
PC,SM_CUR,QU4,F,Y25-29,IE	22.9 	26.0 u
PC,SM_CUR,QU4,F,Y25-29,IS	4.4 	0 u
PC,SM_CUR,QU4,F,Y25-29,IT	17.8 	19.7 
PC,SM_CUR,QU4,F,Y25-29,LT	19.4 	18.1 u
PC,SM_CUR,QU4,F,Y25-29,LU	14.1 	11.9 u
PC,SM_CUR,QU4,F,Y25-29,LV	11.8 	23.0 
PC,SM_CUR,QU4,F,Y25-29,MT	19.2 	22.5 u
PC,SM_CUR,QU4,F,Y25-29,NL	11.2 	21.9 
PC,SM_CUR,QU4,F,Y25-29,NO	8.1 	16.7 
