unit,smoking,quant_inc,sex,age,geo\time	2019 	2014 
PC,SM_CUR,QU4,F,Y25-29,PL	9.3 	20.4 
PC,SM_CUR,QU4,F,Y25-29,PT	29.3 	24.0 
PC,SM_CUR,QU4,F,Y25-29,RO	32.4 	25.1 
PC,SM_CUR,QU4,F,Y25-29,RS	30.3 	: 
PC,SM_CUR,QU4,F,Y25-29,SE	11.3 	12.3 u
PC,SM_CUR,QU4,F,Y25-29,SI	26.0 	19.0 u
PC,SM_CUR,QU4,F,Y25-29,SK	20.6 	32.8 u
PC,SM_CUR,QU4,F,Y25-29,TR	20.7 	23.2 
PC,SM_CUR,QU4,F,Y25-29,UK	: 	7.9 
PC,SM_CUR,QU4,F,Y25-34,AT	28.2 	33.3 
PC,SM_CUR,QU4,F,Y25-34,BE	20.8 	10.5 
PC,SM_CUR,QU4,F,Y25-34,BG	39.9 	40.6 
PC,SM_CUR,QU4,F,Y25-34,CY	19.6 	29.7 
PC,SM_CUR,QU4,F,Y25-34,CZ	23.2 	29.9 
PC,SM_CUR,QU4,F,Y25-34,DE	21.5 	22.7 
PC,SM_CUR,QU4,F,Y25-34,DK	21.6 	12.7 
PC,SM_CUR,QU4,F,Y25-34,EE	17.7 	13.5 
PC,SM_CUR,QU4,F,Y25-34,EL	22.5 	37.7 
PC,SM_CUR,QU4,F,Y25-34,ES	24.7 	33.7 
PC,SM_CUR,QU4,F,Y25-34,EU27_2020	23.2 	24.0 
PC,SM_CUR,QU4,F,Y25-34,EU28	: 	22.3 
PC,SM_CUR,QU4,F,Y25-34,FI	17.2 	17.8 
PC,SM_CUR,QU4,F,Y25-34,FR	30.1 	26.2 
PC,SM_CUR,QU4,F,Y25-34,HR	33.0 	37.5 u
PC,SM_CUR,QU4,F,Y25-34,HU	27.8 	23.6 
PC,SM_CUR,QU4,F,Y25-34,IE	19.4 	23.6 
PC,SM_CUR,QU4,F,Y25-34,IS	9.6 	2.1 u
PC,SM_CUR,QU4,F,Y25-34,IT	22.8 	21.2 
PC,SM_CUR,QU4,F,Y25-34,LT	16.8 	16.1 
PC,SM_CUR,QU4,F,Y25-34,LU	18.7 	13.7 
PC,SM_CUR,QU4,F,Y25-34,LV	17.2 	22.1 
PC,SM_CUR,QU4,F,Y25-34,MT	21.4 	23.6 
PC,SM_CUR,QU4,F,Y25-34,NL	19.1 	16.5 
PC,SM_CUR,QU4,F,Y25-34,NO	9.6 	16.4 
PC,SM_CUR,QU4,F,Y25-34,PL	17.2 	19.5 
PC,SM_CUR,QU4,F,Y25-34,PT	20.7 	23.0 
PC,SM_CUR,QU4,F,Y25-34,RO	24.5 	23.0 
PC,SM_CUR,QU4,F,Y25-34,RS	36.6 	: 
PC,SM_CUR,QU4,F,Y25-34,SE	12.4 	15.1 
PC,SM_CUR,QU4,F,Y25-34,SI	24.2 	15.0 
PC,SM_CUR,QU4,F,Y25-34,SK	21.4 	24.2 
PC,SM_CUR,QU4,F,Y25-34,TR	23.6 	30.2 
PC,SM_CUR,QU4,F,Y25-34,UK	: 	10.8 
PC,SM_CUR,QU4,F,Y25-64,AT	: 	28.1 
PC,SM_CUR,QU4,F,Y25-64,BE	: 	19.4 
PC,SM_CUR,QU4,F,Y25-64,BG	: 	34.6 
PC,SM_CUR,QU4,F,Y25-64,CY	: 	21.4 
PC,SM_CUR,QU4,F,Y25-64,CZ	: 	26.5 
PC,SM_CUR,QU4,F,Y25-64,DE	: 	18.0 
PC,SM_CUR,QU4,F,Y25-64,DK	: 	14.9 
PC,SM_CUR,QU4,F,Y25-64,EE	: 	21.5 
PC,SM_CUR,QU4,F,Y25-64,EL	: 	35.7 
PC,SM_CUR,QU4,F,Y25-64,ES	: 	28.9 
PC,SM_CUR,QU4,F,Y25-64,EU27_2020	: 	22.1 
PC,SM_CUR,QU4,F,Y25-64,EU28	: 	20.8 
PC,SM_CUR,QU4,F,Y25-64,FI	: 	15.4 
PC,SM_CUR,QU4,F,Y25-64,FR	: 	25.8 
PC,SM_CUR,QU4,F,Y25-64,HR	: 	31.3 
PC,SM_CUR,QU4,F,Y25-64,HU	: 	24.0 
PC,SM_CUR,QU4,F,Y25-64,IE	: 	19.0 
PC,SM_CUR,QU4,F,Y25-64,IS	: 	14.5 
PC,SM_CUR,QU4,F,Y25-64,IT	: 	19.9 
PC,SM_CUR,QU4,F,Y25-64,LT	: 	14.4 
PC,SM_CUR,QU4,F,Y25-64,LU	: 	17.0 
PC,SM_CUR,QU4,F,Y25-64,LV	: 	19.5 
PC,SM_CUR,QU4,F,Y25-64,MT	: 	22.4 
PC,SM_CUR,QU4,F,Y25-64,NL	: 	17.8 
PC,SM_CUR,QU4,F,Y25-64,NO	: 	22.1 
PC,SM_CUR,QU4,F,Y25-64,PL	: 	24.1 
PC,SM_CUR,QU4,F,Y25-64,PT	: 	17.3 
PC,SM_CUR,QU4,F,Y25-64,RO	: 	18.0 
PC,SM_CUR,QU4,F,Y25-64,SE	: 	16.9 
PC,SM_CUR,QU4,F,Y25-64,SI	: 	21.5 
PC,SM_CUR,QU4,F,Y25-64,SK	: 	20.9 
PC,SM_CUR,QU4,F,Y25-64,TR	: 	27.6 
PC,SM_CUR,QU4,F,Y25-64,UK	: 	12.8 
PC,SM_CUR,QU4,F,Y35-44,AT	21.7 	27.3 
PC,SM_CUR,QU4,F,Y35-44,BE	19.0 	19.8 
PC,SM_CUR,QU4,F,Y35-44,BG	36.4 	46.3 
PC,SM_CUR,QU4,F,Y35-44,CY	19.3 	17.1 
PC,SM_CUR,QU4,F,Y35-44,CZ	26.6 	22.8 
PC,SM_CUR,QU4,F,Y35-44,DE	23.3 	14.8 
PC,SM_CUR,QU4,F,Y35-44,DK	17.7 	14.4 
PC,SM_CUR,QU4,F,Y35-44,EE	15.9 	22.8 
PC,SM_CUR,QU4,F,Y35-44,EL	26.4 	39.1 
PC,SM_CUR,QU4,F,Y35-44,ES	18.8 	29.8 
PC,SM_CUR,QU4,F,Y35-44,EU27_2020	20.9 	22.0 
PC,SM_CUR,QU4,F,Y35-44,EU28	: 	20.5 
PC,SM_CUR,QU4,F,Y35-44,FI	16.7 	11.3 
PC,SM_CUR,QU4,F,Y35-44,FR	25.1 	34.8 
PC,SM_CUR,QU4,F,Y35-44,HR	19.3 	31.7 u
PC,SM_CUR,QU4,F,Y35-44,HU	18.2 	19.3 
PC,SM_CUR,QU4,F,Y35-44,IE	11.4 	16.8 
PC,SM_CUR,QU4,F,Y35-44,IS	17.3 	16.7 
PC,SM_CUR,QU4,F,Y35-44,IT	22.5 	18.3 
PC,SM_CUR,QU4,F,Y35-44,LT	18.1 	15.4 
PC,SM_CUR,QU4,F,Y35-44,LU	19.9 	17.5 
PC,SM_CUR,QU4,F,Y35-44,LV	31.4 	21.0 
PC,SM_CUR,QU4,F,Y35-44,MT	19.3 	25.6 
PC,SM_CUR,QU4,F,Y35-44,NL	9.9 	19.2 
PC,SM_CUR,QU4,F,Y35-44,NO	15.9 	23.8 
PC,SM_CUR,QU4,F,Y35-44,PL	13.4 	15.7 
PC,SM_CUR,QU4,F,Y35-44,PT	11.2 	15.4 
PC,SM_CUR,QU4,F,Y35-44,RO	20.0 	24.4 
PC,SM_CUR,QU4,F,Y35-44,RS	30.5 	: 
PC,SM_CUR,QU4,F,Y35-44,SE	10.3 	12.5 
PC,SM_CUR,QU4,F,Y35-44,SI	28.0 	24.8 
PC,SM_CUR,QU4,F,Y35-44,SK	30.5 	24.9 
PC,SM_CUR,QU4,F,Y35-44,TR	30.5 	34.5 
PC,SM_CUR,QU4,F,Y35-44,UK	: 	11.7 
PC,SM_CUR,QU4,F,Y45-54,AT	23.0 	29.8 
PC,SM_CUR,QU4,F,Y45-54,BE	19.6 	22.4 u
PC,SM_CUR,QU4,F,Y45-54,BG	42.5 	40.3 
PC,SM_CUR,QU4,F,Y45-54,CY	9.0 	20.7 
PC,SM_CUR,QU4,F,Y45-54,CZ	17.4 	28.7 
PC,SM_CUR,QU4,F,Y45-54,DE	29.8 	20.7 
PC,SM_CUR,QU4,F,Y45-54,DK	13.8 	17.1 
PC,SM_CUR,QU4,F,Y45-54,EE	22.5 	32.4 
PC,SM_CUR,QU4,F,Y45-54,EL	28.7 	31.3 
PC,SM_CUR,QU4,F,Y45-54,ES	26.5 	27.5 
PC,SM_CUR,QU4,F,Y45-54,EU27_2020	23.0 	23.9 
PC,SM_CUR,QU4,F,Y45-54,EU28	: 	22.6 
PC,SM_CUR,QU4,F,Y45-54,FI	12.6 	19.6 
PC,SM_CUR,QU4,F,Y45-54,FR	23.0 	25.5 
PC,SM_CUR,QU4,F,Y45-54,HR	31.4 	35.1 
PC,SM_CUR,QU4,F,Y45-54,HU	24.4 	33.9 
PC,SM_CUR,QU4,F,Y45-54,IE	17.3 	18.1 
PC,SM_CUR,QU4,F,Y45-54,IS	14.1 	15.5 
PC,SM_CUR,QU4,F,Y45-54,IT	20.4 	22.6 
PC,SM_CUR,QU4,F,Y45-54,LT	21.5 	14.1 
PC,SM_CUR,QU4,F,Y45-54,LU	10.3 	18.6 u
PC,SM_CUR,QU4,F,Y45-54,LV	8.0 	21.4 
PC,SM_CUR,QU4,F,Y45-54,MT	26.0 	24.0 
PC,SM_CUR,QU4,F,Y45-54,NL	13.8 	22.1 
PC,SM_CUR,QU4,F,Y45-54,NO	16.6 	26.8 
PC,SM_CUR,QU4,F,Y45-54,PL	22.3 	30.8 
PC,SM_CUR,QU4,F,Y45-54,PT	13.4 	18.5 
PC,SM_CUR,QU4,F,Y45-54,RO	17.2 	15.9 
PC,SM_CUR,QU4,F,Y45-54,RS	39.3 	: 
PC,SM_CUR,QU4,F,Y45-54,SE	10.1 	24.1 
PC,SM_CUR,QU4,F,Y45-54,SI	29.1 	26.3 
PC,SM_CUR,QU4,F,Y45-54,SK	21.5 	17.2 
PC,SM_CUR,QU4,F,Y45-54,TR	26.5 	24.4 
PC,SM_CUR,QU4,F,Y45-54,UK	: 	14.8 
PC,SM_CUR,QU4,F,Y45-64,AT	21.0 	26.5 
PC,SM_CUR,QU4,F,Y45-64,BE	19.8 	23.7 
PC,SM_CUR,QU4,F,Y45-64,BG	35.1 	26.8 
PC,SM_CUR,QU4,F,Y45-64,CY	11.7 	17.8 
PC,SM_CUR,QU4,F,Y45-64,CZ	18.3 	27.2 
PC,SM_CUR,QU4,F,Y45-64,DE	28.6 	17.3 
PC,SM_CUR,QU4,F,Y45-64,DK	18.0 	16.1 
PC,SM_CUR,QU4,F,Y45-64,EE	17.4 	26.3 
PC,SM_CUR,QU4,F,Y45-64,EL	25.5 	33.4 
PC,SM_CUR,QU4,F,Y45-64,ES	23.5 	25.9 
PC,SM_CUR,QU4,F,Y45-64,EU27_2020	22.7 	21.3 
PC,SM_CUR,QU4,F,Y45-64,EU28	: 	20.4 
PC,SM_CUR,QU4,F,Y45-64,FI	17.8 	16.2 
PC,SM_CUR,QU4,F,Y45-64,FR	23.5 	21.7 
PC,SM_CUR,QU4,F,Y45-64,HR	37.0 	29.0 
PC,SM_CUR,QU4,F,Y45-64,HU	26.7 	27.5 
PC,SM_CUR,QU4,F,Y45-64,IE	18.1 	17.9 
PC,SM_CUR,QU4,F,Y45-64,IS	13.7 	17.6 
PC,SM_CUR,QU4,F,Y45-64,IT	21.2 	20.3 
PC,SM_CUR,QU4,F,Y45-64,LT	19.9 	13.4 
PC,SM_CUR,QU4,F,Y45-64,LU	8.3 	19.1 
PC,SM_CUR,QU4,F,Y45-64,LV	12.3 	17.4 
PC,SM_CUR,QU4,F,Y45-64,MT	23.0 	19.6 
PC,SM_CUR,QU4,F,Y45-64,NL	14.2 	17.7 
PC,SM_CUR,QU4,F,Y45-64,NO	20.9 	23.9 
PC,SM_CUR,QU4,F,Y45-64,PL	25.1 	31.8 
PC,SM_CUR,QU4,F,Y45-64,PT	11.4 	15.5 
PC,SM_CUR,QU4,F,Y45-64,RO	14.3 	11.9 
PC,SM_CUR,QU4,F,Y45-64,RS	37.3 	: 
PC,SM_CUR,QU4,F,Y45-64,SE	11.9 	19.7 
PC,SM_CUR,QU4,F,Y45-64,SI	26.8 	25.1 
PC,SM_CUR,QU4,F,Y45-64,SK	22.5 	17.2 
PC,SM_CUR,QU4,F,Y45-64,TR	21.8 	20.8 
PC,SM_CUR,QU4,F,Y45-64,UK	: 	14.4 
PC,SM_CUR,QU4,F,Y55-64,AT	18.3 	22.4 
PC,SM_CUR,QU4,F,Y55-64,BE	20.0 	25.1 
PC,SM_CUR,QU4,F,Y55-64,BG	26.6 	16.3 
PC,SM_CUR,QU4,F,Y55-64,CY	14.6 	13.6 
PC,SM_CUR,QU4,F,Y55-64,CZ	19.6 	25.8 
PC,SM_CUR,QU4,F,Y55-64,DE	27.5 	12.7 
PC,SM_CUR,QU4,F,Y55-64,DK	23.4 	14.8 
PC,SM_CUR,QU4,F,Y55-64,EE	11.1 	18.7 
PC,SM_CUR,QU4,F,Y55-64,EL	22.5 	35.9 
PC,SM_CUR,QU4,F,Y55-64,ES	19.7 	23.7 
PC,SM_CUR,QU4,F,Y55-64,EU27_2020	22.5 	18.4 
PC,SM_CUR,QU4,F,Y55-64,EU28	: 	17.8 
PC,SM_CUR,QU4,F,Y55-64,FI	20.7 	13.0 
PC,SM_CUR,QU4,F,Y55-64,FR	23.9 	18.0 
PC,SM_CUR,QU4,F,Y55-64,HR	44.1 	20.6 
PC,SM_CUR,QU4,F,Y55-64,HU	28.9 	21.7 
PC,SM_CUR,QU4,F,Y55-64,IE	19.8 	17.7 
PC,SM_CUR,QU4,F,Y55-64,IS	13.1 	20.2 
PC,SM_CUR,QU4,F,Y55-64,IT	22.1 	17.6 
PC,SM_CUR,QU4,F,Y55-64,LT	17.1 	12.6 
PC,SM_CUR,QU4,F,Y55-64,LU	5.7 	19.6 u
PC,SM_CUR,QU4,F,Y55-64,LV	17.6 	13.0 
PC,SM_CUR,QU4,F,Y55-64,MT	19.7 	11.5 u
PC,SM_CUR,QU4,F,Y55-64,NL	14.6 	12.8 
PC,SM_CUR,QU4,F,Y55-64,NO	25.3 	20.9 
PC,SM_CUR,QU4,F,Y55-64,PL	27.7 	32.4 
PC,SM_CUR,QU4,F,Y55-64,PT	9.1 	12.0 
PC,SM_CUR,QU4,F,Y55-64,RO	10.9 	8.3 
PC,SM_CUR,QU4,F,Y55-64,RS	35.0 	: 
PC,SM_CUR,QU4,F,Y55-64,SE	14.3 	13.9 
PC,SM_CUR,QU4,F,Y55-64,SI	23.4 	23.1 
PC,SM_CUR,QU4,F,Y55-64,SK	23.4 	17.1 
PC,SM_CUR,QU4,F,Y55-64,TR	15.8 	14.7 
PC,SM_CUR,QU4,F,Y55-64,UK	: 	14.0 
PC,SM_CUR,QU4,F,Y65-74,AT	7.8 	12.5 
PC,SM_CUR,QU4,F,Y65-74,BE	8.7 	21.2 u
PC,SM_CUR,QU4,F,Y65-74,BG	17.7 	9.3 
PC,SM_CUR,QU4,F,Y65-74,CY	12.1 	1.6 
PC,SM_CUR,QU4,F,Y65-74,CZ	21.8 	14.2 
PC,SM_CUR,QU4,F,Y65-74,DE	14.4 	11.7 
PC,SM_CUR,QU4,F,Y65-74,DK	10.0 	0 u
PC,SM_CUR,QU4,F,Y65-74,EE	7.4 	16.5 u
PC,SM_CUR,QU4,F,Y65-74,EL	17.1 	16.0 
PC,SM_CUR,QU4,F,Y65-74,ES	10.2 	8.3 
PC,SM_CUR,QU4,F,Y65-74,EU27_2020	12.1 	10.9 
PC,SM_CUR,QU4,F,Y65-74,EU28	: 	10.4 
PC,SM_CUR,QU4,F,Y65-74,FI	8.3 	7.8 
PC,SM_CUR,QU4,F,Y65-74,FR	5.5 	7.9 
PC,SM_CUR,QU4,F,Y65-74,HR	14.4 	17.7 u
PC,SM_CUR,QU4,F,Y65-74,HU	23.2 	6.6 
PC,SM_CUR,QU4,F,Y65-74,IE	41.7 	10.0 
PC,SM_CUR,QU4,F,Y65-74,IS	1.3 	14.0 u
PC,SM_CUR,QU4,F,Y65-74,IT	14.0 	10.9 
PC,SM_CUR,QU4,F,Y65-74,LT	12.4 	3.6 
PC,SM_CUR,QU4,F,Y65-74,LU	2.9 	14.4 u
PC,SM_CUR,QU4,F,Y65-74,LV	9.2 	10.0 
PC,SM_CUR,QU4,F,Y65-74,MT	25.2 	: u
PC,SM_CUR,QU4,F,Y65-74,NL	15.2 	13.1 
PC,SM_CUR,QU4,F,Y65-74,NO	19.0 	13.6 
PC,SM_CUR,QU4,F,Y65-74,PL	15.3 	16.8 
PC,SM_CUR,QU4,F,Y65-74,PT	5.1 	8.5 
PC,SM_CUR,QU4,F,Y65-74,RO	4.6 	4.3 
PC,SM_CUR,QU4,F,Y65-74,RS	26.4 	: 
PC,SM_CUR,QU4,F,Y65-74,SE	10.6 	14.4 
PC,SM_CUR,QU4,F,Y65-74,SI	15.2 	17.7 u
PC,SM_CUR,QU4,F,Y65-74,SK	11.5 	7.0 u
PC,SM_CUR,QU4,F,Y65-74,TR	11.7 	11.7 
PC,SM_CUR,QU4,F,Y65-74,UK	: 	6.1 
PC,SM_CUR,QU4,F,Y_GE18,AT	21.3 	25.9 
PC,SM_CUR,QU4,F,Y_GE18,BE	17.9 	19.5 u
PC,SM_CUR,QU4,F,Y_GE18,BG	30.2 	28.3 
PC,SM_CUR,QU4,F,Y_GE18,CY	14.9 	18.9 
PC,SM_CUR,QU4,F,Y_GE18,CZ	22.4 	22.7 
PC,SM_CUR,QU4,F,Y_GE18,DE	22.0 	16.5 
PC,SM_CUR,QU4,F,Y_GE18,DK	17.9 	15.5 
PC,SM_CUR,QU4,F,Y_GE18,EE	17.9 	20.8 
PC,SM_CUR,QU4,F,Y_GE18,EL	21.3 	27.5 
PC,SM_CUR,QU4,F,Y_GE18,ES	18.2 	22.6 
PC,SM_CUR,QU4,F,Y_GE18,EU27_2020	19.0 	19.3 
PC,SM_CUR,QU4,F,Y_GE18,EU28	: 	18.3 
PC,SM_CUR,QU4,F,Y_GE18,FI	15.0 	15.1 
PC,SM_CUR,QU4,F,Y_GE18,FR	19.5 	22.5 
PC,SM_CUR,QU4,F,Y_GE18,HR	26.1 	28.3 
PC,SM_CUR,QU4,F,Y_GE18,HU	22.5 	21.3 
PC,SM_CUR,QU4,F,Y_GE18,IE	16.2 	17.9 
PC,SM_CUR,QU4,F,Y_GE18,IS	12.4 	15.2 
PC,SM_CUR,QU4,F,Y_GE18,IT	18.1 	16.4 
PC,SM_CUR,QU4,F,Y_GE18,LT	16.9 	12.2 
PC,SM_CUR,QU4,F,Y_GE18,LU	14.9 	16.9 
PC,SM_CUR,QU4,F,Y_GE18,LV	17.3 	18.2 
PC,SM_CUR,QU4,F,Y_GE18,MT	21.6 	22.0 
PC,SM_CUR,QU4,F,Y_GE18,NL	13.5 	17.7 
PC,SM_CUR,QU4,F,Y_GE18,NO	16.2 	19.3 
PC,SM_CUR,QU4,F,Y_GE18,PL	17.2 	20.5 
PC,SM_CUR,QU4,F,Y_GE18,PT	11.1 	15.1 
PC,SM_CUR,QU4,F,Y_GE18,RO	15.4 	15.3 
PC,SM_CUR,QU4,F,Y_GE18,RS	31.4 	: 
PC,SM_CUR,QU4,F,Y_GE18,SE	11.2 	16.2 
PC,SM_CUR,QU4,F,Y_GE18,SI	23.9 	21.2 
PC,SM_CUR,QU4,F,Y_GE18,SK	19.8 	19.8 
PC,SM_CUR,QU4,F,Y_GE18,TR	22.7 	23.3 
PC,SM_CUR,QU4,F,Y_GE18,UK	: 	12.1 
PC,SM_CUR,QU4,F,Y_GE65,AT	8.8 	10.5 
PC,SM_CUR,QU4,F,Y_GE65,BE	6.4 	14.6 u
PC,SM_CUR,QU4,F,Y_GE65,BG	12.7 	7.0 
PC,SM_CUR,QU4,F,Y_GE65,CY	10.4 	3.6 
PC,SM_CUR,QU4,F,Y_GE65,CZ	20.8 	12.0 
PC,SM_CUR,QU4,F,Y_GE65,DE	9.5 	8.4 
PC,SM_CUR,QU4,F,Y_GE65,DK	11.4 	0 u
PC,SM_CUR,QU4,F,Y_GE65,EE	7.3 	12.6 u
PC,SM_CUR,QU4,F,Y_GE65,EL	13.7 	11.2 
PC,SM_CUR,QU4,F,Y_GE65,ES	7.6 	5.5 
PC,SM_CUR,QU4,F,Y_GE65,EU27_2020	9.1 	7.9 
PC,SM_CUR,QU4,F,Y_GE65,EU28	: 	7.5 
PC,SM_CUR,QU4,F,Y_GE65,FI	5.9 	6.3 
PC,SM_CUR,QU4,F,Y_GE65,FR	5.7 	5.7 
PC,SM_CUR,QU4,F,Y_GE65,HR	10.0 	14.7 
PC,SM_CUR,QU4,F,Y_GE65,HU	17.0 	4.6 
PC,SM_CUR,QU4,F,Y_GE65,IE	30.0 	9.9 
PC,SM_CUR,QU4,F,Y_GE65,IS	5.2 	13.5 
PC,SM_CUR,QU4,F,Y_GE65,IT	10.0 	7.8 
PC,SM_CUR,QU4,F,Y_GE65,LT	5.8 	2.0 
PC,SM_CUR,QU4,F,Y_GE65,LU	2.3 	13.7 u
PC,SM_CUR,QU4,F,Y_GE65,LV	5.4 	7.5 
PC,SM_CUR,QU4,F,Y_GE65,MT	15.9 	: u
PC,SM_CUR,QU4,F,Y_GE65,NL	10.2 	11.3 
PC,SM_CUR,QU4,F,Y_GE65,NO	14.8 	9.7 
PC,SM_CUR,QU4,F,Y_GE65,PL	10.6 	10.5 
PC,SM_CUR,QU4,F,Y_GE65,PT	2.9 	4.6 
PC,SM_CUR,QU4,F,Y_GE65,RO	5.5 	3.1 
PC,SM_CUR,QU4,F,Y_GE65,RS	20.7 	: 
PC,SM_CUR,QU4,F,Y_GE65,SE	8.3 	12.2 
PC,SM_CUR,QU4,F,Y_GE65,SI	10.4 	15.2 
PC,SM_CUR,QU4,F,Y_GE65,SK	8.2 	5.8 
PC,SM_CUR,QU4,F,Y_GE65,TR	9.9 	8.1 
PC,SM_CUR,QU4,F,Y_GE65,UK	: 	4.8 
PC,SM_CUR,QU4,F,Y_GE75,AT	10.3 	5.9 u
PC,SM_CUR,QU4,F,Y_GE75,BE	0.8 	3.9 u
PC,SM_CUR,QU4,F,Y_GE75,BG	1.6 	0 
PC,SM_CUR,QU4,F,Y_GE75,CY	6.1 	8.0 u
PC,SM_CUR,QU4,F,Y_GE75,CZ	17.7 	7.5 
PC,SM_CUR,QU4,F,Y_GE75,DE	5.7 	4.7 
PC,SM_CUR,QU4,F,Y_GE75,DK	17.2 	: u
PC,SM_CUR,QU4,F,Y_GE75,EE	7.2 	: u
PC,SM_CUR,QU4,F,Y_GE75,EL	9.4 	5.8 
PC,SM_CUR,QU4,F,Y_GE75,ES	4.2 	2.0 
PC,SM_CUR,QU4,F,Y_GE75,EU27_2020	5.5 	4.0 
PC,SM_CUR,QU4,F,Y_GE75,EU28	: 	3.9 
PC,SM_CUR,QU4,F,Y_GE75,FI	1.1 	2.6 u
PC,SM_CUR,QU4,F,Y_GE75,FR	5.9 	2.8 
PC,SM_CUR,QU4,F,Y_GE75,HR	5.2 	11.8 u
PC,SM_CUR,QU4,F,Y_GE75,HU	8.7 	0 u
PC,SM_CUR,QU4,F,Y_GE75,IE	0 	9.7 
PC,SM_CUR,QU4,F,Y_GE75,IS	32.4 	: u
PC,SM_CUR,QU4,F,Y_GE75,IT	6.3 	4.8 
PC,SM_CUR,QU4,F,Y_GE75,LT	0 	0 u
PC,SM_CUR,QU4,F,Y_GE75,LU	0 	: u
PC,SM_CUR,QU4,F,Y_GE75,LV	0 	3.1 u
PC,SM_CUR,QU4,F,Y_GE75,MT	3.8 	: u
PC,SM_CUR,QU4,F,Y_GE75,NL	3.0 	7.8 
PC,SM_CUR,QU4,F,Y_GE75,NO	5.7 	0 u
PC,SM_CUR,QU4,F,Y_GE75,PL	1.6 	3.9 
PC,SM_CUR,QU4,F,Y_GE75,PT	0.8 	0.2 
PC,SM_CUR,QU4,F,Y_GE75,RO	6.9 	1.2 
PC,SM_CUR,QU4,F,Y_GE75,RS	7.8 	: 
PC,SM_CUR,QU4,F,Y_GE75,SE	3.3 	: u
PC,SM_CUR,QU4,F,Y_GE75,SI	1.9 	12.0 u
PC,SM_CUR,QU4,F,Y_GE75,SK	4.3 	3.7 u
PC,SM_CUR,QU4,F,Y_GE75,TR	5.7 	2.0 
PC,SM_CUR,QU4,F,Y_GE75,UK	: 	3.2 
PC,SM_CUR,QU4,M,TOTAL,AT	29.1 	31.8 
PC,SM_CUR,QU4,M,TOTAL,BE	24.9 	25.3 u
PC,SM_CUR,QU4,M,TOTAL,BG	46.6 	39.2 
PC,SM_CUR,QU4,M,TOTAL,CY	40.0 	43.3 
PC,SM_CUR,QU4,M,TOTAL,CZ	34.4 	36.0 
PC,SM_CUR,QU4,M,TOTAL,DE	30.8 	23.5 
PC,SM_CUR,QU4,M,TOTAL,DK	17.3 	19.2 
PC,SM_CUR,QU4,M,TOTAL,EE	35.0 	33.0 
PC,SM_CUR,QU4,M,TOTAL,EL	34.5 	39.1 
PC,SM_CUR,QU4,M,TOTAL,ES	25.2 	28.8 
PC,SM_CUR,QU4,M,TOTAL,EU27_2020	27.8 	28.4 
PC,SM_CUR,QU4,M,TOTAL,EU28	: 	26.4 
PC,SM_CUR,QU4,M,TOTAL,FI	21.8 	21.0 
PC,SM_CUR,QU4,M,TOTAL,FR	24.3 	28.1 
PC,SM_CUR,QU4,M,TOTAL,HR	26.3 	39.3 
PC,SM_CUR,QU4,M,TOTAL,HU	25.0 	30.1 
PC,SM_CUR,QU4,M,TOTAL,IE	19.7 	23.9 
PC,SM_CUR,QU4,M,TOTAL,IS	15.0 	17.8 
PC,SM_CUR,QU4,M,TOTAL,IT	27.5 	27.7 
PC,SM_CUR,QU4,M,TOTAL,LT	39.0 	38.5 
PC,SM_CUR,QU4,M,TOTAL,LU	19.3 	19.4 
PC,SM_CUR,QU4,M,TOTAL,LV	38.3 	43.3 
PC,SM_CUR,QU4,M,TOTAL,MT	31.0 	27.5 
PC,SM_CUR,QU4,M,TOTAL,NL	16.8 	25.3 
PC,SM_CUR,QU4,M,TOTAL,NO	17.2 	18.6 
PC,SM_CUR,QU4,M,TOTAL,PL	25.7 	27.1 
PC,SM_CUR,QU4,M,TOTAL,PT	26.0 	27.4 
PC,SM_CUR,QU4,M,TOTAL,RO	44.1 	42.8 
PC,SM_CUR,QU4,M,TOTAL,RS	32.5 	: 
PC,SM_CUR,QU4,M,TOTAL,SE	12.9 	18.3 
PC,SM_CUR,QU4,M,TOTAL,SI	23.6 	27.5 
PC,SM_CUR,QU4,M,TOTAL,SK	36.6 	39.9 
PC,SM_CUR,QU4,M,TOTAL,TR	45.2 	49.8 
PC,SM_CUR,QU4,M,TOTAL,UK	: 	14.4 
PC,SM_CUR,QU4,M,Y15-19,AT	15.6 	30.1 
PC,SM_CUR,QU4,M,Y15-19,BE	14.2 	7.6 u
PC,SM_CUR,QU4,M,Y15-19,BG	25.6 	12.2 u
PC,SM_CUR,QU4,M,Y15-19,CY	26.5 	18.1 u
PC,SM_CUR,QU4,M,Y15-19,CZ	20.1 	40.6 u
PC,SM_CUR,QU4,M,Y15-19,DE	23.3 	19.3 
PC,SM_CUR,QU4,M,Y15-19,DK	42.9 	33.3 u
PC,SM_CUR,QU4,M,Y15-19,EE	0 	13.3 u
PC,SM_CUR,QU4,M,Y15-19,EL	24.6 	2.2 u
PC,SM_CUR,QU4,M,Y15-19,ES	17.3 	9.8 u
PC,SM_CUR,QU4,M,Y15-19,EU27_2020	23.8 	: 
PC,SM_CUR,QU4,M,Y15-19,EU28	: 	15.1 
PC,SM_CUR,QU4,M,Y15-19,FI	100 	8.1 u
PC,SM_CUR,QU4,M,Y15-19,FR	32.9 	22.2 
PC,SM_CUR,QU4,M,Y15-19,HR	40.8 	36.1 u
