"Units","MeasurementMethods","ScalingFactors","NumPlaces","StatVar","MinDate","observationPeriods"
"[]","[DataCommonsAggregate]","[]","33","Victim_Count_CriminalIncidents_BiasMotivationReligion_Shoplifting_IsHateCrime_Protestantism","1998","[P1Y]"
"[]","[DataCommonsAggregate]","[]","14","Victim_Count_CriminalIncidents_BiasMotivationReligion_MotorVehicleTheft_IsHateCrime_Protestantism","2001","[P1Y]"
"[]","[DataCommonsAggregate]","[]","66","Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_VictimTypeUnknownVictimType","1993","[P1Y]"
"[]","[DataCommonsAggregate]","[]","64","Count_CriminalIncidents_BiasMotivationMultipleBias_IsHateCrime_VictimTypeReligiousOrganization","1999","[P1Y]"
"[]","[DataCommonsAggregate]","[]","590","Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","7","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_CreditCardOrAutomatedTellerMachineFraud_IsHateCrime_Bisexual","2006","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2","Victim_Count_CriminalIncidents_BiasMotivationGender_PocketPicking_IsHateCrime","2020","[P1Y]"
"[]","[DataCommonsAggregate]","[]","152","Victim_Count_CriminalIncidents_BiasMotivationRace_NotSpecified_IsHateCrime_BlackOrAfricanAmericanAlone","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","89","Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime_OffenderEthnicityMultipleEthnicity","2014","[P1Y]"
"[]","[DataCommonsAggregate]","[]","6","Offense_Count_CriminalIncidents_WelfareFraud_IsHateCrime_VictimTypePerson","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2401","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_KnownOffender_Judaism","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","221","Count_CriminalIncidents_BiasMotivationReligion_CrimeAgainstSociety_IsHateCrime","1995","[P1Y]"
"[]","[DataCommonsAggregate]","[]","77","Offense_Count_CriminalIncidents_BiasMotivationEthnicity_AllOtherLarceny_IsHateCrime","1996","[P1Y]"
"[]","[DataCommonsAggregate]","[]","14","Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_Male_VictimTypeSociety","2017","[P1Y]"
"[]","[DataCommonsAggregate]","[]","44","Count_CriminalIncidents_BiasMotivationRace_PornographyOrObsceneMaterial_IsHateCrime","1995","[P1Y]"
"[]","[DataCommonsAggregate]","[]","34","Offense_Count_CriminalIncidents_BiasMotivationGender_Burglary_IsHateCrime","2014","[P1Y]"
"[]","[DataCommonsAggregate]","[]","163","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderRaceAsianAlone","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","288","Offender_Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_Female","2012","[P1Y]"
"[]","[DataCommonsAggregate]","[]","37","Victim_Count_CriminalIncidents_BiasMotivationEthnicity_MotorVehicleTheft_IsHateCrime","1999","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Count_CriminalIncidents_BiasMotivationRace_PornographyOrObsceneMaterial_IsHateCrime_Arab","2017","[P1Y]"
"[]","[DataCommonsAggregate]","[]","360","Victim_Count_CriminalIncidents_BiasMotivationSingleBias_MotorVehicleTheft_IsHateCrime","1992","[P1Y]"
"[]","[DataCommonsAggregate]","[]","5","Offense_Count_CriminalIncidents_BiasMotivationReligion_DrugEquipmentViolations_IsHateCrime_Judaism","2012","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2","Victim_Count_CriminalIncidents_BiasMotivationGender_Impersonation_IsHateCrime_GenderNonConforming","2024","[P1Y]"
"[]","[DataCommonsAggregate]","[]","809","Count_CriminalIncidents_BiasMotivationReligion_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_OtherReligion","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","296","Offense_Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_OffenderRaceUnknownRace","1997","[P1Y]"
"[]","[DataCommonsAggregate]","[]","130","Offense_Count_CriminalIncidents_BiasMotivationReligion_TheftFromBuilding_IsHateCrime","1997","[P1Y]"
"[]","[DataCommonsAggregate]","[]","62","Victim_Count_CriminalIncidents_BiasMotivationRace_Rape_IsHateCrime_BlackOrAfricanAmericanAlone","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2380","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_CrimeAgainstPerson_IsHateCrime_Gay","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","4","Victim_Count_CriminalIncidents_BiasMotivationReligion_SexualAssaultWithAnObject_IsHateCrime_Sikhism","2019","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_Prostitution_IsHateCrime_Lesbian","2023","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Victim_Count_CriminalIncidents_BiasMotivationUnknownBias_IsHateCrime_17OrLessYears","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","30","Count_CriminalIncidents_BiasMotivationSexualOrientation_Arson_IsHateCrime_Lesbian","1994","[P1Y]"
"[]","[DataCommonsAggregate]","[]","49","Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_VictimTypeLawEnforcementOfficer","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1959","Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_OffenderRaceUnknownRace","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_WeaponLawViolations_IsHateCrime_Heterosexual","2001","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Count_CriminalIncidents_BiasMotivationGender_PurseSnatching_IsHateCrime_Male","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","44","Victim_Count_CriminalIncidents_BiasMotivationRace_PornographyOrObsceneMaterial_IsHateCrime","1995","[P1Y]"
"[]","[DataCommonsAggregate]","[]","11","Offense_Count_CriminalIncidents_BiasMotivationGender_Rape_IsHateCrime_GenderNonConforming","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1487","Offender_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_KnownOffender_TwoOrMoreRaces","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","18","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_Rape_IsHateCrime_LGBT","1993","[P1Y]"
"[]","[DataCommonsAggregate]","[]","28","Count_CriminalIncidents_BiasMotivationSingleBias_WireFraud_IsHateCrime","2003","[P1Y]"
"[]","[DataCommonsAggregate]","[]","47","Offense_Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_OffenderEthnicityUnknownEthnicity_Male","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3319","Offense_Count_CriminalIncidents_AggravatedAssault_IsHateCrime_KnownOffender","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Victim_Count_CriminalIncidents_BiasMotivationTransgenderOrGenderNonConforming_AssistingOrPromotingProstitution_IsHateCrime","2023","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Offense_Count_CriminalIncidents_TheftOfMotorVehiclePartsOrAccessories_IsHateCrime_OffenderRaceAsianAlone","2022","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1203","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_Gay","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","6926","Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime_VictimTypePerson","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","19","Offense_Count_CriminalIncidents_Sodomy_IsHateCrime_OffenderEthnicityUnknownEthnicity","2016","[P1Y]"
"[]","[DataCommonsAggregate]","[]","225","Victim_Count_CriminalIncidents_BiasMotivationReligion_CrimeAgainstProperty_IsHateCrime_OtherChristian","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_HumanTraffickingCommercialSexActs_IsHateCrime","2019","[P1Y]"
"[]","[DataCommonsAggregate]","[]","8","Offense_Count_CriminalIncidents_BiasMotivationReligion_TheftFromMotorVehicle_IsHateCrime_Mormonism","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","4","Count_CriminalIncidents_BiasMotivationRace_Robbery_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone","2017","[P1Y]"
"[]","[DataCommonsAggregate]","[]","4","Offense_Count_CriminalIncidents_BiasMotivationGender_PornographyOrObsceneMaterial_IsHateCrime_GenderNonConforming","2020","[P1Y]"
"[]","[DataCommonsAggregate]","[]","21","Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_OffenderEthnicityMultipleEthnicity_Arab","2021","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2","Offense_Count_CriminalIncidents_BiasMotivationRace_StatutoryRape_IsHateCrime_TwoOrMoreRaces","2022","[P1Y]"
"[]","[DataCommonsAggregate]","[]","149","Count_CriminalIncidents_BiasMotivationGender_CrimeAgainstProperty_IsHateCrime","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","433","Offender_Count_CriminalIncidents_WeaponLawViolations_IsHateCrime_KnownOffender","1993","[P1Y]"
"[]","[DataCommonsAggregate]","[]","5","Offense_Count_CriminalIncidents_BiasMotivationRace_ExtortionOrBlackmail_IsHateCrime_AsianAlone","2020","[P1Y]"
"[]","[DataCommonsAggregate]","[]","31","Count_CriminalIncidents_BiasMotivationMultipleBias_IsHateCrime_LocationOfCrimeSchoolOrCollegeOrUniversity","1995","[P1Y]"
"[]","[DataCommonsAggregate]","[]","4","Offense_Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone_PhysicalDisability","2022","[P1Y]"
"[]","[DataCommonsAggregate]","[]","4","Count_CriminalIncidents_BiasMotivationRace_DrugEquipmentViolations_IsHateCrime_AsianAlone","2017","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_Rape_IsHateCrime_Bisexual","2012","[P1Y]"
"[]","[DataCommonsAggregate]","[]","5","Victim_Count_CriminalIncidents_BiasMotivationRace_PocketPicking_IsHateCrime_AmericanIndianOrAlaskaNativeAlone","2003","[P1Y]"
"[]","[DataCommonsAggregate]","[]","133","Offense_Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_OffenderEthnicityNotHispanicOrLatino_GenderNonConforming","2014","[P1Y]"
"[]","[DataCommonsAggregate]","[]","9","Offense_Count_CriminalIncidents_BiasMotivationReligion_CrimeAgainstSociety_IsHateCrime_Hinduism","2016","[P1Y]"
"[]","[DataCommonsAggregate]","[]","97","Victim_Count_CriminalIncidents_BiasMotivationRace_Burglary_IsHateCrime_TwoOrMoreRaces","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","5","Victim_Count_CriminalIncidents_BiasMotivationGender_MotorVehicleTheft_IsHateCrime_Female","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","227","Offense_Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_OffenderRaceWhiteAlone","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","139","Count_CriminalIncidents_BiasMotivationSexualOrientation_AllOtherLarceny_IsHateCrime_Gay","1996","[P1Y]"
"[]","[DataCommonsAggregate]","[]","203","Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Islam_VictimTypeBusiness","1997","[P1Y]"
"[]","[DataCommonsAggregate]","[]","35","Offense_Count_CriminalIncidents_BiasMotivationReligion_Rape_IsHateCrime","1995","[P1Y]"
"[]","[DataCommonsAggregate]","[]","50","Offense_Count_CriminalIncidents_BiasMotivationReligion_CounterfeitingOrForgery_IsHateCrime","1997","[P1Y]"
"[]","[DataCommonsAggregate]","[]","676","Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderEthnicityUnknownEthnicity_Judaism","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","9","Count_CriminalIncidents_BiasMotivationReligion_Impersonation_IsHateCrime_Protestantism","2004","[P1Y]"
"[]","[DataCommonsAggregate]","[]","19","Victim_Count_CriminalIncidents_BiasMotivationRace_Arson_IsHateCrime_Arab","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","9","Count_CriminalIncidents_BiasMotivationRace_DrugOrNarcoticViolations_IsHateCrime_Arab","2000","[P1Y]"
"[]","[DataCommonsAggregate]","[]","10","Offense_Count_CriminalIncidents_BiasMotivationRace_StolenPropertyOffenses_IsHateCrime_TwoOrMoreRaces","1996","[P1Y]"
"[]","[DataCommonsAggregate]","[]","8","Offense_Count_CriminalIncidents_BiasMotivationReligion_FalsePretenseOrSwindleOrConfidenceGame_IsHateCrime_Islam","2010","[P1Y]"
"[]","[DataCommonsAggregate]","[]","13","Count_CriminalIncidents_BiasMotivationRace_TheftFromBuilding_IsHateCrime_TwoOrMoreRaces","1996","[P1Y]"
"[]","[DataCommonsAggregate]","[]","43","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_OffenderRaceAsianAlone_LGBT","1994","[P1Y]"
"[]","[DataCommonsAggregate]","[]","22","Offense_Count_CriminalIncidents_BiasMotivationReligion_CreditCardOrAutomatedTellerMachineFraud_IsHateCrime_Sikhism","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","240","Offense_Count_CriminalIncidents_BiasMotivationMultipleBias_SimpleAssault_IsHateCrime","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","7264","Offender_Count_CriminalIncidents_IsHateCrime_18OrMoreYears_KnownOffenderAge","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Victim_Count_CriminalIncidents_BiasMotivationGender_Arson_IsHateCrime_Male","2023","[P1Y]"
"[]","[DataCommonsAggregate]","[]","10","Offense_Count_CriminalIncidents_BiasMotivationReligion_CrimeAgainstSociety_IsHateCrime_Mormonism","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","334","Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_OffenderRaceUnknownRace_AmericanIndianOrAlaskaNativeAlone","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","9","Offense_Count_CriminalIncidents_BiasMotivationDisabilityStatus_TheftOfMotorVehiclePartsOrAccessories_IsHateCrime_MentalDisability","2002","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1","Offense_Count_CriminalIncidents_ExtortionOrBlackmail_IsHateCrime_VictimTypeGovernment","2022","[P1Y]"
"[]","[DataCommonsAggregate]","[]","7","Offense_Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_OffenderRaceAmericanIndianOrAlaskaNativeAlone_Female","2019","[P1Y]"
"[]","[DataCommonsAggregate]","[]","25","Count_CriminalIncidents_BiasMotivationEthnicity_FalsePretenseOrSwindleOrConfidenceGame_IsHateCrime_HispanicOrLatino","2005","[P1Y]"
"[]","[DataCommonsAggregate]","[]","360","Victim_Count_CriminalIncidents_MotorVehicleTheft_IsHateCrime","1992","[P1Y]"
"[]","[DataCommonsAggregate]","[]","804","Count_CriminalIncidents_BiasMotivationMultipleBias_IsHateCrime","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Count_CriminalIncidents_BiasMotivationReligion_IdentityTheft_IsHateCrime_AtheismOrAgnosticism","2022","[P1Y]"
"[]","[DataCommonsAggregate]","[]","7","Offense_Count_CriminalIncidents_Bribery_IsHateCrime_KnownOffender","2014","[P1Y]"
"[]","[DataCommonsAggregate]","[]","7","Offense_Count_CriminalIncidents_BiasMotivationGender_WeaponLawViolations_IsHateCrime_GenderNonConforming","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","101","Victim_Count_CriminalIncidents_BiasMotivationReligion_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_Sikhism","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","8","Count_CriminalIncidents_BiasMotivationMultipleBias_IsHateCrime_LocationOfCrimeIndustrialSite","2019","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1163","Offender_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Islam","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","7246","Offender_Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","302","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone_Lesbian","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","224","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_CrimeAgainstPerson_IsHateCrime_Heterosexual","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","120","Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone_OtherReligion","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2663","Offense_Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime_OffenderEthnicityNotHispanicOrLatino","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Count_CriminalIncidents_BiasMotivationReligion_Prostitution_IsHateCrime_OtherReligion","2017","[P1Y]"
"[]","[DataCommonsAggregate]","[]","132","Offense_Count_CriminalIncidents_AggravatedAssault_IsHateCrime_OffenderRaceAmericanIndianOrAlaskaNativeAlone","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Offense_Count_CriminalIncidents_BiasMotivationGender_PocketPicking_IsHateCrime_Transgender","2023","[P1Y]"
"[]","[DataCommonsAggregate]","[]","7","Count_CriminalIncidents_BiasMotivationTransgenderOrGenderNonConforming_IsHateCrime_VictimTypeFinancialInstitution","2014","[P1Y]"
"[]","[DataCommonsAggregate]","[]","4","Count_CriminalIncidents_BiasMotivationTransgenderOrGenderNonConforming_IsHateCrime_LocationOfCrimeAutoDealer","2019","[P1Y]"
"[]","[DataCommonsAggregate]","[]","17","Offense_Count_CriminalIncidents_Embezzlement_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone","1999","[P1Y]"
"[]","[DataCommonsAggregate]","[]","13","Count_CriminalIncidents_BiasMotivationReligion_TheftOfMotorVehiclePartsOrAccessories_IsHateCrime_Catholicism","1999","[P1Y]"
"[]","[DataCommonsAggregate]","[]","9","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone_JehovahsWitnesses","2019","[P1Y]"
"[]","[DataCommonsAggregate]","[]","493","Count_CriminalIncidents_DrugOrNarcoticViolations_IsHateCrime","1993","[P1Y]"
"[]","[DataCommonsAggregate]","[]","7","Count_CriminalIncidents_BiasMotivationSexualOrientation_DrugOrNarcoticViolations_IsHateCrime_LGBT","2007","[P1Y]"
"[]","[DataCommonsAggregate]","[]","9","Offense_Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_OffenderRaceAsianAlone_GenderNonConforming","2016","[P1Y]"
"[]","[DataCommonsAggregate]","[]","12","Count_CriminalIncidents_BiasMotivationSexualOrientation_FalsePretenseOrSwindleOrConfidenceGame_IsHateCrime_Gay","2006","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Count_CriminalIncidents_BiasMotivationRace_PurchasingProstitution_IsHateCrime","2017","[P1Y]"
"[]","[DataCommonsAggregate]","[]","11","Count_CriminalIncidents_BiasMotivationDisabilityStatus_Impersonation_IsHateCrime","2003","[P1Y]"
"[]","[DataCommonsAggregate]","[]","5","Count_CriminalIncidents_BiasMotivationReligion_StolenPropertyOffenses_IsHateCrime_Protestantism","2008","[P1Y]"
"[]","[DataCommonsAggregate]","[]","42","Count_CriminalIncidents_BiasMotivationDisabilityStatus_TheftFromBuilding_IsHateCrime","2001","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3746","Offender_Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_KnownOffender","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3603","Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_17OrLessYears","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","4499","Offense_Count_CriminalIncidents_SimpleAssault_IsHateCrime","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","4378","Offense_Count_CriminalIncidents_CrimeAgainstProperty_IsHateCrime_VictimTypePerson","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","178","Victim_Count_CriminalIncidents_BiasMotivationEthnicity_Burglary_IsHateCrime","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","20","Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_OffenderRaceTwoOrMoreRaces","2016","[P1Y]"
"[]","[DataCommonsAggregate]","[]","501","Count_CriminalIncidents_BiasMotivationReligion_Burglary_IsHateCrime","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","278","Victim_Count_CriminalIncidents_BiasMotivationGender_SimpleAssault_IsHateCrime_Transgender","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3687","Count_CriminalIncidents_BiasMotivationRace_Intimidation_IsHateCrime_BlackOrAfricanAmericanAlone","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","8","Offense_Count_CriminalIncidents_BiasMotivationReligion_HackingOrComputerInvasion_IsHateCrime_Judaism","2017","[P1Y]"
"[]","[DataCommonsAggregate]","[]","35","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_WeaponLawViolations_IsHateCrime_Gay","1993","[P1Y]"
"[]","[DataCommonsAggregate]","[]","161","Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_OffenderEthnicityUnknownEthnicity_AmericanIndianOrAlaskaNativeAlone","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","27","Count_CriminalIncidents_BiasMotivationEthnicity_KidnappingOrAbduction_IsHateCrime","2007","[P1Y]"
"[]","[DataCommonsAggregate]","[]","333","Offense_Count_CriminalIncidents_Shoplifting_IsHateCrime_OffenderRaceWhiteAlone","1994","[P1Y]"
"[]","[DataCommonsAggregate]","[]","5","Victim_Count_CriminalIncidents_BiasMotivationReligion_MotorVehicleTheft_IsHateCrime_OtherChristian","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3280","Offender_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_WhiteAlone","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","43","Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_OffenderRaceAsianAlone_LGBT","1994","[P1Y]"
"[]","[DataCommonsAggregate]","[]","17","Count_CriminalIncidents_BiasMotivationOtherRaceOrEthnicity_DrugEquipmentViolations_IsHateCrime","2005","[P1Y]"
"[]","[DataCommonsAggregate]","[]","39","Offense_Count_CriminalIncidents_BiasMotivationOtherRaceOrEthnicity_WeaponLawViolations_IsHateCrime","1996","[P1Y]"
"[]","[DataCommonsAggregate]","[]","12","Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_OffenderEthnicityHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone","2019","[P1Y]"
"[]","[DataCommonsAggregate]","[]","45","Count_CriminalIncidents_BiasMotivationTransgenderOrGenderNonConforming_DrugOrNarcoticViolations_IsHateCrime","2014","[P1Y]"
"[]","[DataCommonsAggregate]","[]","22","Count_CriminalIncidents_BiasMotivationReligion_AllOtherLarceny_IsHateCrime_AtheismOrAgnosticism","1999","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1","Offense_Count_CriminalIncidents_Bribery_IsHateCrime_OffenderRaceUnknownRace","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","35","Victim_Count_CriminalIncidents_BiasMotivationRace_ExtortionOrBlackmail_IsHateCrime","1999","[P1Y]"
"[]","[DataCommonsAggregate]","[]","713","Victim_Count_CriminalIncidents_BiasMotivationRace_Robbery_IsHateCrime","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","187","Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime_OffenderEthnicityHispanicOrLatino_HispanicOrLatino","2014","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2159","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderRaceWhiteAlone","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1419","Count_CriminalIncidents_IsHateCrime_OffenderRaceTwoOrMoreRaces","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","849","Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_AmericanIndianOrAlaskaNativeAlone","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","4","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_StatutoryRape_IsHateCrime_LGBT","2017","[P1Y]"
"[]","[DataCommonsAggregate]","[]","26","Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_LocationOfCrimeParkOrPlayground","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","8","Offense_Count_CriminalIncidents_ExtortionOrBlackmail_IsHateCrime_OffenderEthnicityMultipleEthnicity","2022","[P1Y]"
"[]","[DataCommonsAggregate]","[]","21","Offense_Count_CriminalIncidents_BiasMotivationEthnicity_Rape_IsHateCrime_HispanicOrLatino","1993","[P1Y]"
"[]","[DataCommonsAggregate]","[]","13","Offense_Count_CriminalIncidents_MurderAndNonNegligentManslaughter_IsHateCrime_VictimTypeMultipleVictimType","2004","[P1Y]"
"[]","[DataCommonsAggregate]","[]","7","Count_CriminalIncidents_BiasMotivationGender_CounterfeitingOrForgery_IsHateCrime_Female","2016","[P1Y]"
"[]","[DataCommonsAggregate]","[]","765","Offense_Count_CriminalIncidents_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","7","Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_LocationOfCrimeAutoDealer","2017","[P1Y]"
"[]","[DataCommonsAggregate]","[]","4485","Offense_Count_CriminalIncidents_BiasMotivationSingleBias_SimpleAssault_IsHateCrime","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","12","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_DrugOrNarcoticViolations_IsHateCrime_Lesbian","1997","[P1Y]"
"[]","[DataCommonsAggregate]","[]","17","Offense_Count_CriminalIncidents_WireFraud_IsHateCrime_OffenderRaceUnknownRace","2006","[P1Y]"
"[]","[DataCommonsAggregate]","[]","846","Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime_LocationOfCrimeLodgingBusiness","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","37","Count_CriminalIncidents_BiasMotivationEthnicity_MotorVehicleTheft_IsHateCrime","1999","[P1Y]"
"[]","[DataCommonsAggregate]","[]","77","Count_CriminalIncidents_BiasMotivationReligion_CrimeAgainstProperty_IsHateCrime_Buddhism","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","5","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_CreditCardOrAutomatedTellerMachineFraud_IsHateCrime_Gay","2004","[P1Y]"
"[]","[DataCommonsAggregate]","[]","249","Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_LocationOfCrimeDepartmentStore","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2","Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_LocationOfCrimeTribalLands","2021","[P1Y]"
