Table with row headers in column A and column headers in rows 5 through 6.,,,,,,,,,
"Resident Population--Estimates by Age, Sex, and Race:  July 1, 1931",,,,,,,,,
  (Excludes Alaska and Hawaii),,,,,,,,,

Age,All races,,,White,,,Nonwhite,,
11,"2,463,316 ","1,244,250 ","1,219,066 ","2,192,211 ","1,109,795 ","1,082,416 ","271,105 ","134,455 ","136,650 "
12,"2,421,068 ","1,222,012 ","1,199,056 ","2,156,390 ","1,090,592 ","1,065,798 ","264,678 ","131,420 ","133,258 "
13,"2,387,124 ","1,204,150 ","1,182,974 ","2,128,046 ","1,075,541 ","1,052,505 ","259,078 ","128,609 ","130,469 "
14,"2,365,836 ","1,191,265 ","1,174,571 ","2,108,869 ","1,064,295 ","1,044,574 ","256,967 ","126,970 ","129,997 "
15,"2,354,622 ","1,182,319 ","1,172,303 ","2,096,969 ","1,056,038 ","1,040,931 ","257,653 ","126,281 ","131,372 "
16,"2,341,673 ","1,172,452 ","1,169,221 ","2,083,165 ","1,046,801 ","1,036,364 ","258,508 ","125,651 ","132,857 "
17,"2,325,848 ","1,161,403 ","1,164,445 ","2,066,576 ","1,036,386 ","1,030,190 ","259,272 ","125,017 ","134,255 "
18,"2,307,372 ","1,148,959 ","1,158,413 ","2,047,931 ","1,024,756 ","1,023,175 ","259,441 ","124,203 ","135,238 "
19,"2,284,853 ","1,134,309 ","1,150,544 ","2,026,609 ","1,011,371 ","1,015,238 ","258,244 ","122,938 ","135,306 "
20,"2,258,530 ","1,117,747 ","1,140,783 ","2,002,709 ","996,457 ","1,006,252 ","255,821 ","121,290 ","134,531 "
21,"2,231,227 ","1,100,876 ","1,130,351 ","1,978,088 ","981,299 ","996,789 ","253,139 ","119,577 ","133,562 "
22,"2,204,264 ","1,084,248 ","1,120,016 ","1,953,979 ","966,447 ","987,532 ","250,285 ","117,801 ","132,484 "
23,"2,173,482 ","1,066,860 ","1,106,622 ","1,926,339 ","950,787 ","975,552 ","247,143 ","116,073 ","131,070 "
24,"2,135,900 ","1,048,137 ","1,087,763 ","1,892,130 ","933,618 ","958,512 ","243,770 ","114,519 ","129,251 "
25,"2,093,086 ","1,028,535 ","1,064,551 ","1,853,051 ","915,500 ","937,551 ","240,035 ","113,035 ","127,000 "
26,"2,050,165 ","1,009,339 ","1,040,826 ","1,814,029 ","897,792 ","916,237 ","236,136 ","111,547 ","124,589 "
27,"2,008,335 ","991,005 ","1,017,330 ","1,775,791 ","880,769 ","895,022 ","232,544 ","110,236 ","122,308 "
28,"1,968,174 ","973,525 ","994,649 ","1,740,841 ","865,302 ","875,539 ","227,333 ","108,223 ","119,110 "
29,"1,930,868 ","957,054 ","973,814 ","1,711,935 ","852,295 ","859,640 ","218,933 ","104,759 ","114,174 "
30,"1,896,973 ","941,978 ","954,995 ","1,688,734 ","841,736 ","846,998 ","208,239 ","100,242 ","107,997 "
31,"1,863,544 ","927,343 ","936,201 ","1,666,352 ","831,754 ","834,598 ","197,192 ","95,589 ","101,603 "
32,"1,827,400 ","911,589 ","915,811 ","1,642,002 ","820,953 ","821,049 ","185,398 ","90,636 ","94,762 "
33,"1,802,673 ","901,750 ","900,923 ","1,625,897 ","814,724 ","811,173 ","176,776 ","87,026 ","89,750 "
34,"1,800,580 ","903,490 ","897,090 ","1,625,744 ","817,244 ","808,500 ","174,836 ","86,246 ","88,590 "
35,"1,815,328 ","913,849 ","901,479 ","1,637,257 ","826,195 ","811,062 ","178,071 ","87,654 ","90,417 "
36,"1,831,577 ","924,957 ","906,620 ","1,649,724 ","835,668 ","814,056 ","181,853 ","89,289 ","92,564 "
37,"1,849,712 ","936,899 ","912,813 ","1,663,574 ","845,740 ","817,834 ","186,138 ","91,159 ","94,979 "
38,"1,852,003 ","940,967 ","911,036 ","1,664,672 ","849,308 ","815,364 ","187,331 ","91,659 ","95,672 "
39,"1,821,808 ","928,910 ","892,898 ","1,639,945 ","839,691 ","800,254 ","181,863 ","89,219 ","92,644 "
40,"1,765,261 ","903,705 ","861,556 ","1,594,158 ","819,253 ","774,905 ","171,103 ","84,452 ","86,651 "
41,"1,705,029 ","876,521 ","828,508 ","1,545,097 ","797,012 ","748,085 ","159,932 ","79,509 ","80,423 "
42,"1,643,354 ","848,532 ","794,822 ","1,494,693 ","774,016 ","720,677 ","148,661 ","74,516 ","74,145 "
43,"1,586,237 ","822,175 ","764,062 ","1,446,792 ","751,679 ","695,113 ","139,445 ","70,496 ","68,949 "
44,"1,541,659 ","800,978 ","740,681 ","1,406,931 ","732,385 ","674,546 ","134,728 ","68,593 ","66,135 "
45,"1,507,260 ","783,896 ","723,364 ","1,373,668 ","715,520 ","658,148 ","133,592 ","68,376 ","65,216 "
46,"1,471,699 ","765,940 ","705,759 ","1,339,180 ","697,763 ","641,417 ","132,519 ","68,177 ","64,342 "
47,"1,433,448 ","746,368 ","687,080 ","1,302,359 ","678,602 ","623,757 ","131,089 ","67,766 ","63,323 "
48,"1,394,170 ","726,229 ","667,941 ","1,265,301 ","659,178 ","606,123 ","128,869 ","67,051 ","61,818 "
49,"1,353,779 ","705,732 ","648,047 ","1,228,736 ","639,992 ","588,744 ","125,043 ","65,740 ","59,303 "
50,"1,312,221 ","684,777 ","627,444 ","1,192,381 ","620,899 ","571,482 ","119,840 ","63,878 ","55,962 "
51,"1,270,700 ","663,667 ","607,033 ","1,156,083 ","601,688 ","554,395 ","114,617 ","61,979 ","52,638 "
52,"1,230,260 ","642,910 ","587,350 ","1,120,446 ","582,637 ","537,809 ","109,814 ","60,273 ","49,541 "
53,"1,186,554 ","620,203 ","566,351 ","1,082,414 ","562,307 ","520,107 ","104,140 ","57,896 ","46,244 "
54,"1,136,234 ","593,699 ","542,535 ","1,039,519 ","539,494 ","500,025 ","96,715 ","54,205 ","42,510 "
55,"1,081,000 ","564,356 ","516,644 ","992,974 ","514,830 ","478,144 ","88,026 ","49,526 ","38,500 "
56,"1,025,437 ","534,745 ","490,692 ","946,220 ","490,030 ","456,190 ","79,217 ","44,715 ","34,502 "
57,"969,449 ","504,841 ","464,608 ","899,229 ","465,073 ","434,156 ","70,220 ","39,768 ","30,452 "
58,"918,022 ","477,318 ","440,704 ","855,346 ","441,760 ","413,586 ","62,676 ","35,558 ","27,118 "
59,"875,870 ","454,706 ","421,164 ","817,791 ","421,797 ","395,994 ","58,079 ","32,909 ","25,170 "
60,"841,186 ","436,064 ","405,122 ","785,313 ","404,533 ","380,780 ","55,873 ","31,531 ","24,342 "
61,"807,603 ","418,019 ","389,584 ","753,559 ","387,707 ","365,852 ","54,044 ","30,312 ","23,732 "
62,"774,927 ","400,375 ","374,552 ","722,490 ","371,206 ","351,284 ","52,437 ","29,169 ","23,268 "
63,"740,343 ","381,767 ","358,576 ","689,959 ","353,967 ","335,992 ","50,384 ","27,800 ","22,584 "
64,"700,937 ","360,627 ","340,310 ","653,847 ","334,804 ","319,043 ","47,090 ","25,823 ","21,267 "
65,"657,852 ","337,577 ","320,275 ","615,032 ","314,202 ","300,830 ","42,820 ","23,375 ","19,445 "
66,"615,103 ","314,720 ","300,383 ","576,410 ","293,709 ","282,701 ","38,693 ","21,011 ","17,682 "
67,"572,915 ","292,160 ","280,755 ","538,101 ","273,381 ","264,720 ","34,814 ","18,779 ","16,035 "
68,"532,994 ","270,952 ","262,042 ","501,698 ","254,193 ","247,505 ","31,296 ","16,759 ","14,537 "
69,"497,324 ","252,269 ","245,055 ","468,936 ","237,180 ","231,756 ","28,388 ","15,089 ","13,299 "
70,"465,200 ","235,670 ","229,530 ","439,200 ","221,952 ","217,248 ","26,000 ","13,718 ","12,282 "
71,"434,011 ","219,615 ","214,396 ","410,247 ","207,174 ","203,073 ","23,764 ","12,441 ","11,323 "
72,"403,826 ","204,124 ","199,702 ","382,192 ","192,895 ","189,297 ","21,634 ","11,229 ","10,405 "
73,"372,673 ","188,062 ","184,611 ","353,036 ","177,956 ","175,080 ","19,637 ","10,106 ","9,531 "
74,"338,502 ","170,251 ","168,251 ","320,756 ","161,186 ","159,570 ","17,746 ","9,065 ","8,681 "
75+,"2,038,279 ","974,742 ","1,063,537 ","1,905,891 ","912,031 ","993,860 ","132,388 ","62,711 ","69,677 "
,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,
,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,
,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,
