Table with row headers in column A and column headers in rows 5 through 6.,,,,,,,,,
"Resident Population plus Armed Forces Overseas--Estimates by Age, Sex, and Race:  July 1, 1951",,,,,,,,,
  (Includes Alaska and Hawaii),,,,,,,,,

Age,All races,,,White,,,Nonwhite,,
11,"2,324,584 ","1,183,246 ","1,141,338 ","2,014,708 ","1,028,211 ","986,497 ","309,876 ","155,035 ","154,841 "
12,"2,294,245 ","1,168,930 ","1,125,315 ","1,991,805 ","1,016,530 ","975,275 ","302,440 ","152,400 ","150,040 "
13,"2,263,382 ","1,151,965 ","1,111,417 ","1,966,792 ","1,002,971 ","963,821 ","296,590 ","148,994 ","147,596 "
14,"2,169,776 ","1,098,835 ","1,070,941 ","1,886,878 ","957,985 ","928,893 ","282,898 ","140,850 ","142,048 "
15,"2,110,824 ","1,063,792 ","1,047,032 ","1,838,125 ","930,067 ","908,058 ","272,699 ","133,725 ","138,974 "
16,"2,155,565 ","1,087,809 ","1,067,756 ","1,895,450 ","960,456 ","934,994 ","260,115 ","127,353 ","132,762 "
17,"2,062,072 ","1,040,779 ","1,021,293 ","1,799,484 ","912,220 ","887,264 ","262,588 ","128,559 ","134,029 "
18,"2,085,366 ","1,048,971 ","1,036,395 ","1,814,769 ","915,971 ","898,798 ","270,597 ","133,000 ","137,597 "
19,"2,143,533 ","1,075,762 ","1,067,771 ","1,876,694 ","944,226 ","932,468 ","266,839 ","131,536 ","135,303 "
20,"2,226,752 ","1,117,969 ","1,108,783 ","1,962,044 ","992,066 ","969,978 ","264,708 ","125,903 ","138,805 "
21,"2,285,116 ","1,143,437 ","1,141,679 ","2,016,925 ","1,017,440 ","999,485 ","268,191 ","125,997 ","142,194 "
22,"2,258,475 ","1,119,371 ","1,139,104 ","1,990,735 ","994,418 ","996,317 ","267,740 ","124,953 ","142,787 "
23,"2,384,385 ","1,184,287 ","1,200,098 ","2,117,086 ","1,059,429 ","1,057,657 ","267,299 ","124,858 ","142,441 "
24,"2,397,456 ","1,187,607 ","1,209,849 ","2,130,602 ","1,062,548 ","1,068,054 ","266,854 ","125,059 ","141,795 "
25,"2,382,044 ","1,175,726 ","1,206,318 ","2,113,190 ","1,049,115 ","1,064,075 ","268,854 ","126,611 ","142,243 "
26,"2,485,281 ","1,223,698 ","1,261,583 ","2,214,632 ","1,095,340 ","1,119,292 ","270,649 ","128,358 ","142,291 "
27,"2,550,054 ","1,257,263 ","1,292,791 ","2,276,557 ","1,127,071 ","1,149,486 ","273,497 ","130,192 ","143,305 "
28,"2,388,417 ","1,168,375 ","1,220,042 ","2,114,611 ","1,038,220 ","1,076,391 ","273,806 ","130,155 ","143,651 "
29,"2,489,071 ","1,221,751 ","1,267,320 ","2,219,990 ","1,094,375 ","1,125,615 ","269,081 ","127,376 ","141,705 "
30,"2,501,511 ","1,227,377 ","1,274,134 ","2,241,245 ","1,104,473 ","1,136,772 ","260,266 ","122,904 ","137,362 "
31,"2,406,926 ","1,184,957 ","1,221,969 ","2,156,211 ","1,066,972 ","1,089,239 ","250,715 ","117,985 ","132,730 "
32,"2,296,222 ","1,123,390 ","1,172,832 ","2,053,063 ","1,008,844 ","1,044,219 ","243,159 ","114,546 ","128,613 "
33,"2,346,510 ","1,152,124 ","1,194,386 ","2,106,135 ","1,038,185 ","1,067,950 ","240,375 ","113,939 ","126,436 "
34,"2,343,344 ","1,153,914 ","1,189,430 ","2,101,063 ","1,038,350 ","1,062,713 ","242,281 ","115,564 ","126,717 "
35,"2,301,006 ","1,130,960 ","1,170,046 ","2,055,286 ","1,013,530 ","1,041,756 ","245,720 ","117,430 ","128,290 "
36,"2,318,955 ","1,140,525 ","1,178,430 ","2,069,604 ","1,021,163 ","1,048,441 ","249,351 ","119,362 ","129,989 "
37,"2,308,762 ","1,135,920 ","1,172,842 ","2,057,400 ","1,015,451 ","1,041,949 ","251,362 ","120,469 ","130,893 "
38,"2,294,968 ","1,129,561 ","1,165,407 ","2,046,003 ","1,010,071 ","1,035,932 ","248,965 ","119,490 ","129,475 "
39,"2,238,493 ","1,106,017 ","1,132,476 ","1,997,130 ","989,740 ","1,007,390 ","241,363 ","116,277 ","125,086 "
40,"2,152,206 ","1,063,770 ","1,088,436 ","1,920,645 ","951,400 ","969,245 ","231,561 ","112,370 ","119,191 "
41,"2,137,402 ","1,061,305 ","1,076,097 ","1,915,917 ","952,884 ","963,033 ","221,485 ","108,421 ","113,064 "
42,"2,107,882 ","1,048,557 ","1,059,325 ","1,897,365 ","944,837 ","952,528 ","210,517 ","103,720 ","106,797 "
43,"2,053,470 ","1,022,423 ","1,031,047 ","1,852,487 ","923,084 ","929,403 ","200,983 ","99,339 ","101,644 "
44,"2,000,532 ","995,596 ","1,004,936 ","1,805,467 ","899,136 ","906,331 ","195,065 ","96,460 ","98,605 "
45,"1,973,176 ","981,215 ","991,961 ","1,781,197 ","886,208 ","894,989 ","191,979 ","95,007 ","96,972 "
46,"1,896,650 ","944,258 ","952,392 ","1,707,867 ","850,799 ","857,068 ","188,783 ","93,459 ","95,324 "
47,"1,865,352 ","929,860 ","935,492 ","1,679,254 ","837,553 ","841,701 ","186,098 ","92,307 ","93,791 "
48,"1,846,607 ","923,472 ","923,135 ","1,663,448 ","832,248 ","831,200 ","183,159 ","91,224 ","91,935 "
49,"1,731,205 ","864,301 ","866,904 ","1,552,886 ","775,046 ","777,840 ","178,319 ","89,255 ","89,064 "
50,"1,739,683 ","867,856 ","871,827 ","1,568,334 ","781,786 ","786,548 ","171,349 ","86,070 ","85,279 "
51,"1,736,590 ","865,284 ","871,306 ","1,572,238 ","782,460 ","789,778 ","164,352 ","82,824 ","81,528 "
52,"1,685,405 ","840,135 ","845,270 ","1,528,583 ","760,833 ","767,750 ","156,822 ","79,302 ","77,520 "
53,"1,616,865 ","805,759 ","811,106 ","1,468,541 ","730,489 ","738,052 ","148,324 ","75,270 ","73,054 "
54,"1,585,288 ","790,477 ","794,811 ","1,445,791 ","719,431 ","726,360 ","139,497 ","71,046 ","68,451 "
55,"1,562,796 ","779,493 ","783,303 ","1,431,505 ","712,365 ","719,140 ","131,291 ","67,128 ","64,163 "
56,"1,513,994 ","755,898 ","758,096 ","1,390,619 ","692,560 ","698,059 ","123,375 ","63,338 ","60,037 "
57,"1,473,791 ","736,134 ","737,657 ","1,358,281 ","676,726 ","681,555 ","115,510 ","59,408 ","56,102 "
58,"1,466,950 ","732,750 ","734,200 ","1,358,974 ","677,248 ","681,726 ","107,976 ","55,502 ","52,474 "
59,"1,431,170 ","714,895 ","716,275 ","1,330,031 ","662,976 ","667,055 ","101,139 ","51,919 ","49,220 "
60,"1,327,936 ","663,697 ","664,239 ","1,233,365 ","615,130 ","618,235 ","94,571 ","48,567 ","46,004 "
61,"1,283,071 ","641,809 ","641,262 ","1,195,538 ","596,803 ","598,735 ","87,533 ","45,006 ","42,527 "
62,"1,259,031 ","628,881 ","630,150 ","1,175,569 ","586,070 ","589,499 ","83,462 ","42,811 ","40,651 "
63,"1,210,922 ","602,695 ","608,227 ","1,127,048 ","560,059 ","566,989 ","83,874 ","42,636 ","41,238 "
64,"1,155,186 ","572,049 ","583,137 ","1,068,356 ","528,523 ","539,833 ","86,830 ","43,526 ","43,304 "
65,"1,122,337 ","551,141 ","571,196 ","1,032,987 ","507,049 ","525,938 ","89,350 ","44,092 ","45,258 "
66,"1,094,587 ","531,749 ","562,838 ","1,001,963 ","486,755 ","515,208 ","92,624 ","44,994 ","47,630 "
67,"1,061,328 ","511,912 ","549,416 ","968,969 ","467,594 ","501,375 ","92,359 ","44,318 ","48,041 "
68,"984,827 ","471,755 ","513,072 ","898,700 ","430,646 ","468,054 ","86,127 ","41,109 ","45,018 "
69,"925,655 ","442,597 ","483,058 ","849,811 ","406,234 ","443,577 ","75,844 ","36,363 ","39,481 "
70,"849,494 ","405,108 ","444,386 ","783,410 ","373,078 ","410,332 ","66,084 ","32,030 ","34,054 "
71,"776,796 ","370,082 ","406,714 ","720,683 ","342,456 ","378,227 ","56,113 ","27,626 ","28,487 "
72,"694,919 ","331,014 ","363,905 ","647,574 ","307,214 ","340,360 ","47,345 ","23,800 ","23,545 "
73,"644,857 ","305,866 ","338,991 ","603,488 ","284,712 ","318,776 ","41,369 ","21,154 ","20,215 "
74,"586,650 ","276,559 ","310,091 ","549,052 ","257,218 ","291,834 ","37,598 ","19,341 ","18,257 "
75,"547,875 ","257,235 ","290,640 ","513,968 ","239,796 ","274,172 ","33,907 ","17,439 ","16,468 "
76,"495,619 ","231,422 ","264,197 ","465,341 ","215,858 ","249,483 ","30,278 ","15,564 ","14,714 "
77,"443,320 ","205,721 ","237,599 ","416,283 ","191,859 ","224,424 ","27,037 ","13,862 ","13,175 "
78,"401,306 ","184,773 ","216,533 ","377,083 ","172,446 ","204,637 ","24,223 ","12,327 ","11,896 "
79,"355,965 ","162,429 ","193,536 ","334,157 ","151,479 ","182,678 ","21,808 ","10,950 ","10,858 "
80,"310,899 ","140,301 ","170,598 ","291,149 ","130,571 ","160,578 ","19,750 ","9,730 ","10,020 "
81,"274,292 ","122,450 ","151,842 ","256,269 ","113,790 ","142,479 ","18,023 ","8,660 ","9,363 "
82,"233,122 ","102,536 ","130,586 ","216,543 ","94,815 ","121,728 ","16,579 ","7,721 ","8,858 "
83,"200,470 ","86,975 ","113,495 ","185,057 ","80,080 ","104,977 ","15,413 ","6,895 ","8,518 "
84,"170,539 ","72,652 ","97,887 ","155,878 ","66,467 ","89,411 ","14,661 ","6,185 ","8,476 "
85+,"627,704 ","261,001 ","366,703 ","580,114 ","240,766 ","339,348 ","47,590 ","20,235 ","27,355 "
,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,
,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,
,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,
