Table with row headers in column A and column headers in rows 4 through 5.,,,,,,,,,,,,
"Resident Population plus Armed Forces Overseas--Estimates by Age, Sex, and Race:  July 1, 1971",,,,,,,,,,,,

Age,All races,,,White,,,Black,,,Other races,,
71,"1,223,707 ","521,292 ","702,415 ","1,106,606 ","468,316 ","638,290 ","106,229 ","47,151 ","59,078 ","10,872 ","5,825 ","5,047 "
72,"1,091,316 ","460,001 ","631,315 ","1,004,081 ","421,096 ","582,985 ","77,807 ","33,989 ","43,818 ","9,428 ","4,916 ","4,512 "
73,"1,002,799 ","421,251 ","581,548 ","922,674 ","385,650 ","537,024 ","72,303 ","31,683 ","40,620 ","7,822 ","3,918 ","3,904 "
74,"956,616 ","398,877 ","557,739 ","880,714 ","365,043 ","515,671 ","68,751 ","30,252 ","38,499 ","7,151 ","3,582 ","3,569 "
75,"924,315 ","378,506 ","545,809 ","850,090 ","346,007 ","504,083 ","67,614 ","29,358 ","38,256 ","6,611 ","3,141 ","3,470 "
76,"869,665 ","353,216 ","516,449 ","798,777 ","322,446 ","476,331 ","65,215 ","28,151 ","37,064 ","5,673 ","2,619 ","3,054 "
77,"791,081 ","319,364 ","471,717 ","731,827 ","294,202 ","437,625 ","54,481 ","22,953 ","31,528 ","4,773 ","2,209 ","2,564 "
78,"745,950 ","297,607 ","448,343 ","687,619 ","272,491 ","415,128 ","54,678 ","23,609 ","31,069 ","3,653 ","1,507 ","2,146 "
79,"655,410 ","257,870 ","397,540 ","608,743 ","238,333 ","370,410 ","42,575 ","17,650 ","24,925 ","4,092 ","1,887 ","2,205 "
80,"579,633 ","221,534 ","358,099 ","536,410 ","203,772 ","332,638 ","39,119 ","15,679 ","23,440 ","4,104 ","2,083 ","2,021 "
81,"567,154 ","215,780 ","351,374 ","521,183 ","196,178 ","325,005 ","41,158 ","16,838 ","24,320 ","4,813 ","2,764 ","2,049 "
82,"501,102 ","188,680 ","312,422 ","463,987 ","173,179 ","290,808 ","33,165 ","13,281 ","19,884 ","3,950 ","2,220 ","1,730 "
83,"409,310 ","151,984 ","257,326 ","380,960 ","140,526 ","240,434 ","25,612 ","10,045 ","15,567 ","2,738 ","1,413 ","1,325 "
84,"346,871 ","126,958 ","219,913 ","323,270 ","117,470 ","205,800 ","21,395 ","8,402 ","12,993 ","2,206 ","1,086 ","1,120 "
85+,"1,487,010 ","509,973 ","977,037 ","1,366,763 ","462,943 ","903,820 ","106,834 ","39,900 ","66,934 ","13,413 ","7,130 ","6,283 "
,,,,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,,,,
,,,,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,,,,
