Table with row headers in column A and column headers in rows 4 through 5.,,,,,,,,,,,,
"Resident Population plus Armed Forces Overseas--Estimates by Age, Sex, and Race:  July 1, 1962",,,,,,,,,,,,

Age,All races,,,White,,,Black,,,Other races,,
72,"1,012,356 ","457,977 ","554,379 ","936,391 ","422,306 ","514,085 ","71,156 ","32,883 ","38,273 ","4,809 ","2,788 ","2,021 "
73,"936,221 ","421,965 ","514,256 ","867,691 ","389,706 ","477,985 ","63,833 ","29,445 ","34,388 ","4,697 ","2,814 ","1,883 "
74,"859,634 ","385,595 ","474,039 ","797,778 ","356,478 ","441,300 ","57,302 ","26,314 ","30,988 ","4,554 ","2,803 ","1,751 "
75,"787,457 ","350,844 ","436,613 ","731,456 ","324,561 ","406,895 ","51,732 ","23,627 ","28,105 ","4,269 ","2,656 ","1,613 "
76,"719,204 ","317,978 ","401,226 ","668,253 ","294,104 ","374,149 ","47,101 ","21,477 ","25,624 ","3,850 ","2,397 ","1,453 "
77,"652,199 ","285,974 ","366,225 ","605,986 ","264,340 ","341,646 ","42,778 ","19,494 ","23,284 ","3,435 ","2,140 ","1,295 "
78,"585,788 ","254,336 ","331,452 ","544,230 ","234,916 ","309,314 ","38,502 ","17,517 ","20,985 ","3,056 ","1,903 ","1,153 "
79,"521,276 ","223,758 ","297,518 ","484,212 ","206,478 ","277,734 ","34,372 ","15,608 ","18,764 ","2,692 ","1,672 ","1,020 "
80,"460,568 ","195,139 ","265,429 ","427,969 ","179,980 ","247,989 ","30,295 ","13,734 ","16,561 ","2,304 ","1,425 ",879 
81,"401,800 ","167,891 ","233,909 ","373,402 ","154,757 ","218,645 ","26,456 ","11,940 ","14,516 ","1,942 ","1,194 ",748 
82,"346,133 ","142,489 ","203,644 ","321,659 ","131,274 ","190,385 ","22,863 ","10,242 ","12,621 ","1,611 ",973 ,638 
83,"294,796 ","119,552 ","175,244 ","274,386 ","110,318 ","164,068 ","19,107 ","8,457 ","10,650 ","1,303 ",777 ,526 
84,"248,012 ","99,280 ","148,732 ","231,865 ","92,085 ","139,780 ","15,129 ","6,594 ","8,535 ","1,018 ",601 ,417 
85+,"982,198 ","374,332 ","607,866 ","911,024 ","344,260 ","566,764 ","65,483 ","26,612 ","38,871 ","5,691 ","3,460 ","2,231 "
,,,,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,,,,
,,,,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,,,,
