Table with row headers in column A and column headers in rows 5 through 6.,,,,,,,,,
"Resident Population--Estimates by Age, Sex, and Race:  July 1, 1916",,,,,,,,,
  (Excludes Alaska and Hawaii),,,,,,,,,

Age,All races,,,White,,,Nonwhite,,
11,"2,063,000 ","1,044,000 ","1,019,000 ","1,806,000 ","915,000 ","891,000 ","257,000 ","129,000 ","128,000 "
12,"2,034,000 ","1,029,000 ","1,005,000 ","1,781,000 ","902,000 ","879,000 ","253,000 ","127,000 ","126,000 "
13,"2,000,000 ","1,009,000 ","991,000 ","1,753,000 ","886,000 ","867,000 ","247,000 ","123,000 ","124,000 "
14,"1,965,000 ","987,000 ","978,000 ","1,725,000 ","869,000 ","856,000 ","240,000 ","118,000 ","122,000 "
15,"1,932,000 ","967,000 ","965,000 ","1,698,000 ","853,000 ","845,000 ","234,000 ","114,000 ","120,000 "
16,"1,896,000 ","945,000 ","951,000 ","1,670,000 ","836,000 ","834,000 ","226,000 ","109,000 ","117,000 "
17,"1,872,000 ","930,000 ","942,000 ","1,652,000 ","825,000 ","827,000 ","220,000 ","105,000 ","115,000 "
18,"1,869,000 ","927,000 ","942,000 ","1,650,000 ","823,000 ","827,000 ","219,000 ","104,000 ","115,000 "
19,"1,880,000 ","932,000 ","948,000 ","1,658,000 ","827,000 ","831,000 ","222,000 ","105,000 ","117,000 "
20,"1,886,000 ","935,000 ","951,000 ","1,664,000 ","830,000 ","834,000 ","222,000 ","105,000 ","117,000 "
21,"1,893,000 ","937,000 ","956,000 ","1,670,000 ","832,000 ","838,000 ","223,000 ","105,000 ","118,000 "
22,"1,894,000 ","939,000 ","955,000 ","1,672,000 ","835,000 ","837,000 ","222,000 ","104,000 ","118,000 "
23,"1,884,000 ","937,000 ","947,000 ","1,666,000 ","835,000 ","831,000 ","218,000 ","102,000 ","116,000 "
24,"1,866,000 ","934,000 ","932,000 ","1,654,000 ","834,000 ","820,000 ","212,000 ","100,000 ","112,000 "
25,"1,851,000 ","932,000 ","919,000 ","1,644,000 ","834,000 ","810,000 ","207,000 ","98,000 ","109,000 "
26,"1,835,000 ","930,000 ","905,000 ","1,634,000 ","834,000 ","800,000 ","201,000 ","96,000 ","105,000 "
27,"1,807,000 ","921,000 ","886,000 ","1,613,000 ","828,000 ","785,000 ","194,000 ","93,000 ","101,000 "
28,"1,762,000 ","901,000 ","861,000 ","1,578,000 ","813,000 ","765,000 ","184,000 ","88,000 ","96,000 "
29,"1,704,000 ","874,000 ","830,000 ","1,532,000 ","791,000 ","741,000 ","172,000 ","83,000 ","89,000 "
30,"1,647,000 ","847,000 ","800,000 ","1,486,000 ","769,000 ","717,000 ","161,000 ","78,000 ","83,000 "
31,"1,583,000 ","817,000 ","766,000 ","1,435,000 ","744,000 ","691,000 ","148,000 ","73,000 ","75,000 "
32,"1,539,000 ","797,000 ","742,000 ","1,398,000 ","727,000 ","671,000 ","141,000 ","70,000 ","71,000 "
33,"1,523,000 ","792,000 ","731,000 ","1,381,000 ","721,000 ","660,000 ","142,000 ","71,000 ","71,000 "
34,"1,525,000 ","796,000 ","729,000 ","1,376,000 ","721,000 ","655,000 ","149,000 ","75,000 ","74,000 "
35,"1,523,000 ","798,000 ","725,000 ","1,369,000 ","720,000 ","649,000 ","154,000 ","78,000 ","76,000 "
36,"1,524,000 ","802,000 ","722,000 ","1,363,000 ","720,000 ","643,000 ","161,000 ","82,000 ","79,000 "
37,"1,505,000 ","794,000 ","711,000 ","1,343,000 ","711,000 ","632,000 ","162,000 ","83,000 ","79,000 "
38,"1,452,000 ","765,000 ","687,000 ","1,298,000 ","686,000 ","612,000 ","154,000 ","79,000 ","75,000 "
39,"1,379,000 ","724,000 ","655,000 ","1,238,000 ","652,000 ","586,000 ","141,000 ","72,000 ","69,000 "
40,"1,308,000 ","684,000 ","624,000 ","1,180,000 ","619,000 ","561,000 ","128,000 ","65,000 ","63,000 "
41,"1,236,000 ","643,000 ","593,000 ","1,121,000 ","585,000 ","536,000 ","115,000 ","58,000 ","57,000 "
42,"1,179,000 ","612,000 ","567,000 ","1,073,000 ","559,000 ","514,000 ","106,000 ","53,000 ","53,000 "
43,"1,148,000 ","600,000 ","548,000 ","1,045,000 ","547,000 ","498,000 ","103,000 ","53,000 ","50,000 "
44,"1,134,000 ","598,000 ","536,000 ","1,029,000 ","542,000 ","487,000 ","105,000 ","56,000 ","49,000 "
45,"1,116,000 ","594,000 ","522,000 ","1,010,000 ","536,000 ","474,000 ","106,000 ","58,000 ","48,000 "
46,"1,099,000 ","591,000 ","508,000 ","992,000 ","530,000 ","462,000 ","107,000 ","61,000 ","46,000 "
47,"1,077,000 ","583,000 ","494,000 ","970,000 ","521,000 ","449,000 ","107,000 ","62,000 ","45,000 "
48,"1,046,000 ","568,000 ","478,000 ","944,000 ","508,000 ","436,000 ","102,000 ","60,000 ","42,000 "
49,"1,012,000 ","548,000 ","464,000 ","916,000 ","492,000 ","424,000 ","96,000 ","56,000 ","40,000 "
50,"978,000 ","529,000 ","449,000 ","888,000 ","477,000 ","411,000 ","90,000 ","52,000 ","38,000 "
51,"948,000 ","512,000 ","436,000 ","863,000 ","463,000 ","400,000 ","85,000 ","49,000 ","36,000 "
52,"910,000 ","490,000 ","420,000 ","831,000 ","445,000 ","386,000 ","79,000 ","45,000 ","34,000 "
53,"859,000 ","462,000 ","397,000 ","787,000 ","421,000 ","366,000 ","72,000 ","41,000 ","31,000 "
54,"801,000 ","430,000 ","371,000 ","736,000 ","393,000 ","343,000 ","65,000 ","37,000 ","28,000 "
55,"745,000 ","399,000 ","346,000 ","687,000 ","366,000 ","321,000 ","58,000 ","33,000 ","25,000 "
56,"686,000 ","366,000 ","320,000 ","636,000 ","338,000 ","298,000 ","50,000 ","28,000 ","22,000 "
57,"640,000 ","341,000 ","299,000 ","596,000 ","316,000 ","280,000 ","44,000 ","25,000 ","19,000 "
58,"615,000 ","327,000 ","288,000 ","572,000 ","303,000 ","269,000 ","43,000 ","24,000 ","19,000 "
59,"602,000 ","320,000 ","282,000 ","559,000 ","296,000 ","263,000 ","43,000 ","24,000 ","19,000 "
60,"589,000 ","313,000 ","276,000 ","545,000 ","288,000 ","257,000 ","44,000 ","25,000 ","19,000 "
61,"576,000 ","306,000 ","270,000 ","532,000 ","281,000 ","251,000 ","44,000 ","25,000 ","19,000 "
62,"558,000 ","296,000 ","262,000 ","514,000 ","271,000 ","243,000 ","44,000 ","25,000 ","19,000 "
63,"527,000 ","279,000 ","248,000 ","486,000 ","256,000 ","230,000 ","41,000 ","23,000 ","18,000 "
64,"488,000 ","257,000 ","231,000 ","451,000 ","236,000 ","215,000 ","37,000 ","21,000 ","16,000 "
65,"453,000 ","238,000 ","215,000 ","419,000 ","219,000 ","200,000 ","34,000 ","19,000 ","15,000 "
66,"419,000 ","219,000 ","200,000 ","389,000 ","202,000 ","187,000 ","30,000 ","17,000 ","13,000 "
67,"388,000 ","202,000 ","186,000 ","360,000 ","186,000 ","174,000 ","28,000 ","16,000 ","12,000 "
68,"356,000 ","184,000 ","172,000 ","331,000 ","170,000 ","161,000 ","25,000 ","14,000 ","11,000 "
69,"325,000 ","167,000 ","158,000 ","303,000 ","155,000 ","148,000 ","22,000 ","12,000 ","10,000 "
70,"298,000 ","152,000 ","146,000 ","278,000 ","141,000 ","137,000 ","20,000 ","11,000 ","9,000 "
71,"275,000 ","139,000 ","136,000 ","256,000 ","129,000 ","127,000 ","19,000 ","10,000 ","9,000 "
72,"254,000 ","128,000 ","126,000 ","237,000 ","119,000 ","118,000 ","17,000 ","9,000 ","8,000 "
73,"238,000 ","120,000 ","118,000 ","221,000 ","111,000 ","110,000 ","17,000 ","9,000 ","8,000 "
74,"229,000 ","115,000 ","114,000 ","211,000 ","106,000 ","105,000 ","18,000 ","9,000 ","9,000 "
75+,"1,368,000 ","655,000 ","713,000 ","1,261,000 ","602,000 ","659,000 ","107,000 ","53,000 ","54,000 "
,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,
,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,
,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,
