Table with row headers in column A and column headers in rows 5 through 6.,,,,,,,,,
"Resident Population--Estimates by Age, Sex, and Race:  July 1, 1934",,,,,,,,,
  (Excludes Alaska and Hawaii),,,,,,,,,

Age,All races,,,White,,,Nonwhite,,
11,"2,478,235 ","1,248,932 ","1,229,303 ","2,194,560 ","1,109,442 ","1,085,118 ","283,675 ","139,490 ","144,185 "
12,"2,524,902 ","1,269,522 ","1,255,380 ","2,239,634 ","1,129,532 ","1,110,102 ","285,268 ","139,990 ","145,278 "
13,"2,490,904 ","1,252,863 ","1,238,041 ","2,215,749 ","1,118,184 ","1,097,565 ","275,155 ","134,679 ","140,476 "
14,"2,438,135 ","1,223,412 ","1,214,723 ","2,170,037 ","1,092,711 ","1,077,326 ","268,098 ","130,701 ","137,397 "
15,"2,394,491 ","1,198,826 ","1,195,665 ","2,132,926 ","1,071,697 ","1,061,229 ","261,565 ","127,129 ","134,436 "
16,"2,358,069 ","1,178,448 ","1,179,621 ","2,102,153 ","1,054,440 ","1,047,713 ","255,916 ","124,008 ","131,908 "
17,"2,335,716 ","1,165,123 ","1,170,593 ","2,082,222 ","1,042,746 ","1,039,476 ","253,494 ","122,377 ","131,117 "
18,"2,324,571 ","1,157,466 ","1,167,105 ","2,070,947 ","1,035,531 ","1,035,416 ","253,624 ","121,935 ","131,689 "
19,"2,311,912 ","1,149,189 ","1,162,723 ","2,058,005 ","1,027,611 ","1,030,394 ","253,907 ","121,578 ","132,329 "
20,"2,296,708 ","1,139,860 ","1,156,848 ","2,042,476 ","1,018,599 ","1,023,877 ","254,232 ","121,261 ","132,971 "
21,"2,277,711 ","1,128,725 ","1,148,986 ","2,024,193 ","1,008,195 ","1,015,998 ","253,518 ","120,530 ","132,988 "
22,"2,252,239 ","1,114,355 ","1,137,884 ","2,001,669 ","995,484 ","1,006,185 ","250,570 ","118,871 ","131,699 "
23,"2,221,351 ","1,097,348 ","1,124,003 ","1,975,517 ","980,859 ","994,658 ","245,834 ","116,489 ","129,345 "
24,"2,189,700 ","1,080,202 ","1,109,498 ","1,948,818 ","966,132 ","982,686 ","240,882 ","114,070 ","126,812 "
25,"2,158,347 ","1,063,429 ","1,094,918 ","1,922,642 ","951,819 ","970,823 ","235,705 ","111,610 ","124,095 "
26,"2,125,615 ","1,046,599 ","1,079,016 ","1,894,363 ","937,065 ","957,298 ","231,252 ","109,534 ","121,718 "
27,"2,090,799 ","1,029,721 ","1,061,078 ","1,862,263 ","921,444 ","940,819 ","228,536 ","108,277 ","120,259 "
28,"2,054,477 ","1,012,933 ","1,041,544 ","1,827,411 ","905,303 ","922,108 ","227,066 ","107,630 ","119,436 "
29,"2,018,315 ","996,511 ","1,021,804 ","1,792,677 ","889,473 ","903,204 ","225,638 ","107,038 ","118,600 "
30,"1,983,039 ","980,745 ","1,002,294 ","1,758,521 ","874,147 ","884,374 ","224,518 ","106,598 ","117,920 "
31,"1,948,327 ","965,396 ","982,931 ","1,726,792 ","859,976 ","866,816 ","221,535 ","105,420 ","116,115 "
32,"1,914,096 ","950,280 ","963,816 ","1,699,399 ","847,610 ","851,789 ","214,697 ","102,670 ","112,027 "
33,"1,880,940 ","935,715 ","945,225 ","1,676,086 ","837,026 ","839,060 ","204,854 ","98,689 ","106,165 "
34,"1,847,771 ","921,325 ","926,446 ","1,653,250 ","826,813 ","826,437 ","194,521 ","94,512 ","100,009 "
35,"1,812,339 ","905,970 ","906,369 ","1,628,763 ","815,885 ","812,878 ","183,576 ","90,085 ","93,491 "
36,"1,785,632 ","895,137 ","890,495 ","1,610,687 ","808,555 ","802,132 ","174,945 ","86,582 ","88,363 "
37,"1,776,617 ","893,313 ","883,304 ","1,605,232 ","808,193 ","797,039 ","171,385 ","85,120 ","86,265 "
38,"1,780,802 ","898,212 ","882,590 ","1,608,986 ","812,952 ","796,034 ","171,816 ","85,260 ","86,556 "
39,"1,786,003 ","903,576 ","882,427 ","1,613,363 ","818,022 ","795,341 ","172,640 ","85,554 ","87,086 "
40,"1,792,212 ","909,310 ","882,902 ","1,618,443 ","823,322 ","795,121 ","173,769 ","85,988 ","87,781 "
41,"1,786,626 ","909,181 ","877,445 ","1,613,781 ","823,654 ","790,127 ","172,845 ","85,527 ","87,318 "
42,"1,757,015 ","897,206 ","859,809 ","1,589,564 ","814,071 ","775,493 ","167,451 ","83,135 ","84,316 "
43,"1,707,653 ","875,406 ","832,247 ","1,549,160 ","796,202 ","752,958 ","158,493 ","79,204 ","79,289 "
44,"1,655,208 ","851,922 ","803,286 ","1,505,901 ","776,764 ","729,137 ","149,307 ","75,158 ","74,149 "
45,"1,601,747 ","827,823 ","773,924 ","1,461,621 ","756,726 ","704,895 ","140,126 ","71,097 ","69,029 "
46,"1,549,502 ","803,629 ","745,873 ","1,417,253 ","736,001 ","681,252 ","132,249 ","67,628 ","64,621 "
47,"1,502,491 ","780,800 ","721,691 ","1,375,336 ","715,366 ","659,970 ","127,155 ","65,434 ","61,721 "
48,"1,459,762 ","759,034 ","700,728 ","1,335,515 ","694,802 ","640,713 ","124,247 ","64,232 ","60,015 "
49,"1,415,542 ","736,186 ","679,356 ","1,294,227 ","673,188 ","621,039 ","121,315 ","62,998 ","58,317 "
50,"1,368,941 ","711,899 ","657,042 ","1,250,853 ","650,306 ","600,547 ","118,088 ","61,593 ","56,495 "
51,"1,322,842 ","687,734 ","635,108 ","1,208,369 ","627,717 ","580,652 ","114,473 ","60,017 ","54,456 "
52,"1,279,010 ","664,754 ","614,256 ","1,168,862 ","606,600 ","562,262 ","110,148 ","58,154 ","51,994 "
53,"1,237,089 ","642,769 ","594,320 ","1,131,833 ","586,721 ","545,112 ","105,256 ","56,048 ","49,208 "
54,"1,195,651 ","620,856 ","574,795 ","1,095,151 ","566,877 ","528,274 ","100,500 ","53,979 ","46,521 "
55,"1,154,909 ","599,111 ","555,798 ","1,058,770 ","547,030 ","511,740 ","96,139 ","52,081 ","44,058 "
56,"1,112,756 ","576,532 ","536,224 ","1,021,429 ","526,685 ","494,744 ","91,327 ","49,847 ","41,480 "
57,"1,067,220 ","552,139 ","515,081 ","981,790 ","505,261 ","476,529 ","85,430 ","46,878 ","38,552 "
58,"1,019,038 ","526,355 ","492,683 ","940,314 ","483,008 ","457,306 ","78,724 ","43,347 ","35,377 "
59,"970,775 ","500,498 ","470,277 ","898,811 ","460,751 ","438,060 ","71,964 ","39,747 ","32,217 "
60,"922,554 ","474,623 ","447,931 ","857,428 ","438,536 ","418,892 ","65,126 ","36,087 ","29,039 "
61,"876,093 ","449,790 ","426,303 ","816,950 ","416,961 ","399,989 ","59,143 ","32,829 ","26,314 "
62,"833,032 ","426,970 ","406,062 ","778,158 ","396,557 ","381,601 ","54,874 ","30,413 ","24,461 "
63,"792,665 ","405,754 ","386,911 ","740,666 ","377,071 ","363,595 ","51,999 ","28,683 ","23,316 "
64,"752,753 ","384,892 ","367,861 ","703,372 ","357,839 ","345,533 ","49,381 ","27,053 ","22,328 "
65,"713,921 ","364,436 ","349,485 ","666,976 ","338,940 ","328,036 ","46,945 ","25,496 ","21,449 "
66,"674,017 ","343,445 ","330,572 ","629,705 ","319,594 ","310,111 ","44,312 ","23,851 ","20,461 "
67,"631,809 ","321,082 ","310,727 ","590,751 ","299,136 ","291,615 ","41,058 ","21,946 ","19,112 "
68,"588,043 ","297,790 ","290,253 ","550,718 ","277,937 ","272,781 ","37,325 ","19,853 ","17,472 "
69,"544,668 ","274,745 ","269,923 ","510,958 ","256,908 ","254,050 ","33,710 ","17,837 ","15,873 "
70,"501,675 ","251,946 ","249,729 ","471,414 ","236,033 ","235,381 ","30,261 ","15,913 ","14,348 "
71,"460,993 ","230,503 ","230,490 ","433,927 ","216,362 ","217,565 ","27,066 ","14,141 ","12,925 "
72,"424,519 ","211,508 ","213,011 ","400,247 ","198,912 ","201,335 ","24,272 ","12,596 ","11,676 "
73,"391,695 ","194,625 ","197,070 ","369,847 ","183,370 ","186,477 ","21,848 ","11,255 ","10,593 "
74,"360,103 ","178,425 ","181,678 ","340,510 ","168,415 ","172,095 ","19,593 ","10,010 ","9,583 "
75+,"2,291,095 ","1,088,954 ","1,202,141 ","2,146,101 ","1,020,749 ","1,125,352 ","144,994 ","68,205 ","76,789 "
,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,
,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,
,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,
