Table with row headers in column A and column headers in rows 4 through 5.,,,,,,,,,,,,
"Resident Population plus Armed Forces Overseas--Estimates by Age, Sex, and Race:  July 1, 1964",,,,,,,,,,,,

Age,All races,,,White,,,Black,,,Other races,,
71,"1,130,510 ","504,137 ","626,373 ","1,040,555 ","462,835 ","577,720 ","84,682 ","38,511 ","46,171 ","5,273 ","2,791 ","2,482 "
72,"1,066,546 ","473,670 ","592,876 ","984,686 ","435,949 ","548,737 ","76,970 ","35,126 ","41,844 ","4,890 ","2,595 ","2,295 "
73,"987,329 ","436,419 ","550,910 ","913,313 ","402,301 ","511,012 ","69,323 ","31,571 ","37,752 ","4,693 ","2,547 ","2,146 "
74,"906,079 ","398,441 ","507,638 ","839,213 ","367,657 ","471,556 ","62,304 ","28,243 ","34,061 ","4,562 ","2,541 ","2,021 "
75,"827,423 ","361,808 ","465,615 ","767,606 ","334,345 ","433,261 ","55,331 ","24,883 ","30,448 ","4,486 ","2,580 ","1,906 "
76,"752,004 ","326,925 ","425,079 ","698,922 ","302,543 ","396,379 ","48,754 ","21,804 ","26,950 ","4,328 ","2,578 ","1,750 "
77,"681,637 ","294,112 ","387,525 ","634,154 ","272,327 ","361,827 ","43,451 ","19,343 ","24,108 ","4,032 ","2,442 ","1,590 "
78,"615,677 ","263,130 ","352,547 ","572,774 ","243,492 ","329,282 ","39,281 ","17,446 ","21,835 ","3,622 ","2,192 ","1,430 "
79,"552,115 ","233,547 ","318,568 ","513,471 ","215,867 ","297,604 ","35,447 ","15,744 ","19,703 ","3,197 ","1,936 ","1,261 "
80,"491,897 ","205,489 ","286,408 ","457,374 ","189,714 ","267,660 ","31,746 ","14,087 ","17,659 ","2,777 ","1,688 ","1,089 "
81,"432,481 ","178,156 ","254,325 ","401,927 ","164,245 ","237,682 ","28,163 ","12,457 ","15,706 ","2,391 ","1,454 ",937 
82,"376,307 ","152,610 ","223,697 ","349,523 ","140,493 ","209,030 ","24,772 ","10,900 ","13,872 ","2,012 ","1,217 ",795 
83,"323,724 ","129,146 ","194,578 ","300,587 ","118,779 ","181,808 ","21,481 ","9,367 ","12,114 ","1,656 ","1,000 ",656 
84,"274,479 ","107,748 ","166,731 ","254,792 ","99,026 ","155,766 ","18,370 ","7,939 ","10,431 ","1,317 ",783 ,534 
85+,"1,040,022 ","386,816 ","653,206 ","962,295 ","354,568 ","607,727 ","71,130 ","28,339 ","42,791 ","6,597 ","3,909 ","2,688 "
,,,,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,,,,
,,,,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,,,,
