Table with row headers in column A and column headers in rows 4 through 5.,,,,,,,,,,,,
"Resident Population plus Armed Forces Overseas--Estimates by Age, Sex, and Race:  July 1, 1977",,,,,,,,,,,,

Age,All races,,,White,,,Black,,,Other races,,
71,"1,335,833 ","571,906 ","763,927 ","1,210,035 ","515,447 ","694,588 ","111,712 ","48,910 ","62,802 ","14,086 ","7,549 ","6,537 "
72,"1,236,501 ","520,873 ","715,628 ","1,124,906 ","470,752 ","654,154 ","97,706 ","42,673 ","55,033 ","13,889 ","7,448 ","6,441 "
73,"1,162,381 ","485,424 ","676,957 ","1,063,155 ","440,768 ","622,387 ","86,350 ","37,833 ","48,517 ","12,876 ","6,823 ","6,053 "
74,"1,072,264 ","439,415 ","632,849 ","987,414 ","402,433 ","584,981 ","72,861 ","30,797 ","42,064 ","11,989 ","6,185 ","5,804 "
75,"938,830 ","376,042 ","562,788 ","869,613 ","347,369 ","522,244 ","58,647 ","23,329 ","35,318 ","10,570 ","5,344 ","5,226 "
76,"973,432 ","378,492 ","594,940 ","865,121 ","332,715 ","532,406 ","99,879 ","41,291 ","58,588 ","8,432 ","4,486 ","3,946 "
77,"944,545 ","362,430 ","582,115 ","845,005 ","321,434 ","523,571 ","91,915 ","36,825 ","55,090 ","7,625 ","4,171 ","3,454 "
78,"834,999 ","315,332 ","519,667 ","753,119 ","281,887 ","471,232 ","77,651 ","31,619 ","46,032 ","4,229 ","1,826 ","2,403 "
79,"723,205 ","269,800 ","453,405 ","672,735 ","251,022 ","421,713 ","44,424 ","16,012 ","28,412 ","6,046 ","2,766 ","3,280 "
80,"628,694 ","229,347 ","399,347 ","578,665 ","210,078 ","368,587 ","45,158 ","16,994 ","28,164 ","4,871 ","2,275 ","2,596 "
81,"652,138 ","238,281 ","413,857 ","586,073 ","210,421 ","375,652 ","63,812 ","27,578 ","36,234 ","2,253 ",282 ,"1,971 "
82,"594,765 ","211,889 ","382,876 ","543,554 ","191,298 ","352,256 ","47,140 ","18,881 ","28,259 ","4,071 ","1,710 ","2,361 "
83,"515,163 ","179,350 ","335,813 ","477,719 ","165,461 ","312,258 ","34,052 ","12,534 ","21,518 ","3,392 ","1,355 ","2,037 "
84,"456,302 ","157,832 ","298,470 ","426,965 ","146,605 ","280,360 ","26,451 ","10,007 ","16,444 ","2,886 ","1,220 ","1,666 "
85+,"1,991,680 ","627,118 ","1,364,562 ","1,832,071 ","571,089 ","1,260,982 ","142,684 ","48,549 ","94,135 ","16,925 ","7,480 ","9,445 "
,,,,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,,,,
,,,,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,,,,
