Table with row headers in column A and column headers in rows 5 through 6.,,,,,,,,,
"Resident Population plus Armed Forces Overseas--Estimates by Age, Sex, and Race:  July 1, 1943",,,,,,,,,
  (Excludes Alaska and Hawaii),,,,,,,,,

Age,All races,,,White,,,Nonwhite,,
11,"2,188,240 ","1,121,688 ","1,066,552 ","1,907,872 ","981,122 ","926,750 ","280,368 ","140,566 ","139,802 "
12,"2,260,275 ","1,154,342 ","1,105,933 ","1,974,594 ","1,010,761 ","963,833 ","285,681 ","143,581 ","142,100 "
13,"2,324,096 ","1,186,171 ","1,137,925 ","2,034,939 ","1,041,156 ","993,783 ","289,157 ","145,015 ","144,142 "
14,"2,379,939 ","1,214,241 ","1,165,698 ","2,087,382 ","1,067,642 ","1,019,740 ","292,557 ","146,599 ","145,958 "
15,"2,393,695 ","1,204,454 ","1,189,241 ","2,104,542 ","1,060,526 ","1,044,016 ","289,153 ","143,928 ","145,225 "
16,"2,391,050 ","1,192,840 ","1,198,210 ","2,110,411 ","1,054,978 ","1,055,433 ","280,639 ","137,862 ","142,777 "
17,"2,402,539 ","1,203,153 ","1,199,386 ","2,129,233 ","1,069,569 ","1,059,664 ","273,306 ","133,584 ","139,722 "
18,"2,401,595 ","1,199,099 ","1,202,496 ","2,134,105 ","1,069,264 ","1,064,841 ","267,490 ","129,835 ","137,655 "
19,"2,411,694 ","1,200,796 ","1,210,898 ","2,149,177 ","1,074,540 ","1,074,637 ","262,517 ","126,256 ","136,261 "
20,"2,430,035 ","1,221,893 ","1,208,142 ","2,169,697 ","1,096,191 ","1,073,506 ","260,338 ","125,702 ","134,636 "
21,"2,444,059 ","1,237,361 ","1,206,698 ","2,182,654 ","1,110,804 ","1,071,850 ","261,405 ","126,557 ","134,848 "
22,"2,420,307 ","1,220,594 ","1,199,713 ","2,160,395 ","1,095,647 ","1,064,748 ","259,912 ","124,947 ","134,965 "
23,"2,400,010 ","1,207,355 ","1,192,655 ","2,140,519 ","1,083,398 ","1,057,121 ","259,491 ","123,957 ","135,534 "
24,"2,369,981 ","1,187,081 ","1,182,900 ","2,113,318 ","1,066,113 ","1,047,205 ","256,663 ","120,968 ","135,695 "
25,"2,349,507 ","1,165,292 ","1,184,215 ","2,091,817 ","1,044,385 ","1,047,432 ","257,690 ","120,907 ","136,783 "
26,"2,318,735 ","1,141,992 ","1,176,743 ","2,066,727 ","1,023,301 ","1,043,426 ","252,008 ","118,691 ","133,317 "
27,"2,303,068 ","1,132,572 ","1,170,496 ","2,055,811 ","1,015,118 ","1,040,693 ","247,257 ","117,454 ","129,803 "
28,"2,280,889 ","1,120,735 ","1,160,154 ","2,039,394 ","1,005,374 ","1,034,020 ","241,495 ","115,361 ","126,134 "
29,"2,258,112 ","1,110,407 ","1,147,705 ","2,020,970 ","996,058 ","1,024,912 ","237,142 ","114,349 ","122,793 "
30,"2,214,556 ","1,091,923 ","1,122,633 ","1,989,898 ","983,631 ","1,006,267 ","224,658 ","108,292 ","116,366 "
31,"2,177,085 ","1,075,173 ","1,101,912 ","1,957,912 ","969,930 ","987,982 ","219,173 ","105,243 ","113,930 "
32,"2,134,629 ","1,054,041 ","1,080,588 ","1,920,176 ","951,480 ","968,696 ","214,453 ","102,561 ","111,892 "
33,"2,096,416 ","1,036,432 ","1,059,984 ","1,885,762 ","935,755 ","950,007 ","210,654 ","100,677 ","109,977 "
34,"2,061,587 ","1,019,575 ","1,042,012 ","1,854,522 ","920,438 ","934,084 ","207,065 ","99,137 ","107,928 "
35,"2,046,604 ","1,010,985 ","1,035,619 ","1,833,241 ","909,271 ","923,970 ","213,363 ","101,714 ","111,649 "
36,"2,028,151 ","1,001,962 ","1,026,189 ","1,812,950 ","899,200 ","913,750 ","215,201 ","102,762 ","112,439 "
37,"2,008,094 ","992,489 ","1,015,605 ","1,791,122 ","888,793 ","902,329 ","216,972 ","103,696 ","113,276 "
38,"1,977,974 ","977,545 ","1,000,429 ","1,761,769 ","874,260 ","887,509 ","216,205 ","103,285 ","112,920 "
39,"1,947,593 ","964,088 ","983,505 ","1,732,236 ","861,016 ","871,220 ","215,357 ","103,072 ","112,285 "
40,"1,905,258 ","947,425 ","957,833 ","1,704,126 ","849,679 ","854,447 ","201,132 ","97,746 ","103,386 "
41,"1,871,667 ","933,990 ","937,677 ","1,682,593 ","840,939 ","841,654 ","189,074 ","93,051 ","96,023 "
42,"1,843,370 ","922,747 ","920,623 ","1,665,193 ","834,029 ","831,164 ","178,177 ","88,718 ","89,459 "
43,"1,815,410 ","910,601 ","904,809 ","1,645,168 ","825,143 ","820,025 ","170,242 ","85,458 ","84,784 "
44,"1,782,250 ","894,628 ","887,622 ","1,619,188 ","812,186 ","807,002 ","163,062 ","82,442 ","80,620 "
45,"1,761,370 ","883,945 ","877,425 ","1,599,535 ","802,524 ","797,011 ","161,835 ","81,421 ","80,414 "
46,"1,740,563 ","875,635 ","864,928 ","1,580,860 ","795,342 ","785,518 ","159,703 ","80,293 ","79,410 "
47,"1,717,580 ","867,161 ","850,419 ","1,561,272 ","788,554 ","772,718 ","156,308 ","78,607 ","77,701 "
48,"1,695,500 ","858,867 ","836,633 ","1,543,449 ","782,326 ","761,123 ","152,051 ","76,541 ","75,510 "
49,"1,672,717 ","849,885 ","822,832 ","1,525,666 ","775,641 ","750,025 ","147,051 ","74,244 ","72,807 "
50,"1,628,248 ","830,185 ","798,063 ","1,488,829 ","759,090 ","729,739 ","139,419 ","71,095 ","68,324 "
51,"1,573,515 ","803,588 ","769,927 ","1,441,339 ","735,649 ","705,690 ","132,176 ","67,939 ","64,237 "
52,"1,516,728 ","775,395 ","741,333 ","1,391,479 ","710,593 ","680,886 ","125,249 ","64,802 ","60,447 "
53,"1,469,118 ","751,930 ","717,188 ","1,350,301 ","690,150 ","660,151 ","118,817 ","61,780 ","57,037 "
54,"1,423,621 ","730,023 ","693,598 ","1,311,255 ","671,247 ","640,008 ","112,366 ","58,776 ","53,590 "
55,"1,370,738 ","702,128 ","668,610 ","1,263,935 ","646,262 ","617,673 ","106,803 ","55,866 ","50,937 "
56,"1,315,647 ","673,051 ","642,596 ","1,213,336 ","619,539 ","593,797 ","102,311 ","53,512 ","48,799 "
57,"1,259,377 ","642,663 ","616,714 ","1,161,432 ","591,517 ","569,915 ","97,945 ","51,146 ","46,799 "
58,"1,201,443 ","611,851 ","589,592 ","1,108,188 ","563,182 ","545,006 ","93,255 ","48,669 ","44,586 "
59,"1,142,446 ","580,838 ","561,608 ","1,054,523 ","534,911 ","519,612 ","87,923 ","45,927 ","41,996 "
60,"1,103,475 ","560,257 ","543,218 ","1,019,754 ","516,411 ","503,343 ","83,721 ","43,846 ","39,875 "
61,"1,074,176 ","543,905 ","530,271 ","994,335 ","501,979 ","492,356 ","79,841 ","41,926 ","37,915 "
62,"1,042,807 ","526,554 ","516,253 ","966,984 ","486,644 ","480,340 ","75,823 ","39,910 ","35,913 "
63,"1,003,258 ","504,467 ","498,791 ","929,910 ","466,004 ","463,906 ","73,348 ","38,463 ","34,885 "
64,"958,399 ","479,448 ","478,951 ","889,089 ","443,155 ","445,934 ","69,310 ","36,293 ","33,017 "
65,"912,138 ","453,919 ","458,219 ","847,909 ","420,318 ","427,591 ","64,229 ","33,601 ","30,628 "
66,"865,398 ","429,509 ","435,889 ","805,368 ","398,153 ","407,215 ","60,030 ","31,356 ","28,674 "
67,"821,548 ","406,685 ","414,863 ","764,680 ","377,128 ","387,552 ","56,868 ","29,557 ","27,311 "
68,"780,239 ","384,945 ","395,294 ","725,869 ","356,810 ","369,059 ","54,370 ","28,135 ","26,235 "
69,"737,826 ","362,839 ","374,987 ","686,580 ","336,334 ","350,246 ","51,246 ","26,505 ","24,741 "
70,"682,583 ","335,630 ","346,953 ","635,474 ","311,200 ","324,274 ","47,109 ","24,430 ","22,679 "
71,"620,868 ","304,742 ","316,126 ","578,972 ","283,078 ","295,894 ","41,896 ","21,664 ","20,232 "
72,"559,747 ","274,072 ","285,675 ","522,732 ","255,029 ","267,703 ","37,015 ","19,043 ","17,972 "
73,"504,695 ","246,376 ","258,319 ","471,970 ","229,668 ","242,302 ","32,725 ","16,708 ","16,017 "
74,"456,364 ","222,212 ","234,152 ","427,282 ","207,405 ","219,877 ","29,082 ","14,807 ","14,275 "
75,"413,700 ","199,684 ","214,016 ","388,329 ","186,816 ","201,513 ","25,371 ","12,868 ","12,503 "
76,"374,923 ","179,234 ","195,689 ","352,309 ","167,816 ","184,493 ","22,614 ","11,418 ","11,196 "
77,"337,082 ","159,457 ","177,625 ","316,790 ","149,253 ","167,537 ","20,292 ","10,204 ","10,088 "
78,"288,282 ","135,427 ","152,855 ","271,574 ","127,203 ","144,371 ","16,708 ","8,224 ","8,484 "
79,"249,215 ","116,215 ","133,000 ","235,154 ","109,432 ","125,722 ","14,061 ","6,783 ","7,278 "
80,"218,364 ","101,227 ","117,137 ","205,648 ","95,152 ","110,496 ","12,716 ","6,075 ","6,641 "
81,"192,354 ","88,421 ","103,933 ","180,894 ","82,986 ","97,908 ","11,460 ","5,435 ","6,025 "
82,"168,431 ","76,789 ","91,642 ","158,117 ","71,924 ","86,193 ","10,314 ","4,865 ","5,449 "
83,"143,972 ","64,905 ","79,067 ","135,226 ","60,848 ","74,378 ","8,746 ","4,057 ","4,689 "
84,"123,002 ","54,782 ","68,220 ","115,459 ","51,312 ","64,147 ","7,543 ","3,470 ","4,073 "
85+,"416,960 ","177,999 ","238,961 ","382,283 ","163,950 ","218,333 ","34,677 ","14,049 ","20,628 "
,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,
,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,
,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,
