Table with row headers in column A and column headers in rows 4 through 5.,,,,,,,,,,,,
"Resident Population plus Armed Forces Overseas--Estimates by Age, Sex, and Race:  July 1, 1976",,,,,,,,,,,,

Age,All races,,,White,,,Black,,,Other races,,
71,"1,302,736 ","558,895 ","743,841 ","1,178,587 ","502,395 ","676,192 ","110,292 ","49,004 ","61,288 ","13,857 ","7,496 ","6,361 "
72,"1,184,467 ","500,451 ","684,016 ","1,089,925 ","457,919 ","632,006 ","81,557 ","35,642 ","45,915 ","12,985 ","6,890 ","6,095 "
73,"1,120,924 ","468,772 ","652,152 ","1,027,138 ","426,085 ","601,053 ","81,441 ","36,267 ","45,174 ","12,345 ","6,420 ","5,925 "
74,"988,452 ","404,333 ","584,119 ","915,081 ","372,941 ","542,140 ","62,265 ","25,659 ","36,606 ","11,106 ","5,733 ","5,373 "
75,"996,921 ","395,893 ","601,028 ","902,826 ","355,856 ","546,970 ","83,770 ","34,648 ","49,122 ","10,325 ","5,389 ","4,936 "
76,"985,573 ","386,492 ","599,081 ","879,797 ","341,458 ","538,339 ","97,701 ","40,789 ","56,912 ","8,075 ","4,245 ","3,830 "
77,"853,527 ","326,384 ","527,143 ","779,971 ","297,383 ","482,588 ","66,522 ","25,316 ","41,206 ","7,034 ","3,685 ","3,349 "
78,"783,383 ","298,591 ","484,792 ","707,154 ","267,556 ","439,598 ","73,487 ","30,126 ","43,361 ","2,742 ",909 ,"1,833 "
79,"725,770 ","274,785 ","450,985 ","672,532 ","253,948 ","418,584 ","47,686 ","18,243 ","29,443 ","5,552 ","2,594 ","2,958 "
80,"651,460 ","238,536 ","412,924 ","597,251 ","217,314 ","379,937 ","49,469 ","19,056 ","30,413 ","4,740 ","2,166 ","2,574 "
81,"643,468 ","237,745 ","405,723 ","579,615 ","210,870 ","368,745 ","61,677 ","26,579 ","35,098 ","2,176 ",296 ,"1,880 "
82,"565,230 ","203,857 ","361,373 ","520,413 ","186,289 ","334,124 ","41,319 ","16,105 ","25,214 ","3,498 ","1,463 ","2,035 "
83,"517,210 ","181,773 ","335,437 ","477,745 ","166,588 ","311,157 ","36,216 ","13,868 ","22,348 ","3,249 ","1,317 ","1,932 "
84,"422,671 ","145,796 ","276,875 ","394,717 ","135,294 ","259,423 ","25,353 ","9,426 ","15,927 ","2,601 ","1,076 ","1,525 "
85+,"1,896,295 ","605,819 ","1,290,476 ","1,743,554 ","551,141 ","1,192,413 ","136,120 ","46,930 ","89,190 ","16,621 ","7,748 ","8,873 "
,,,,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,,,,
,,,,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,,,,
