Table with row headers in column A and column headers in rows 5 through 6.,,,,,,,,,
"Resident Population plus Armed Forces Overseas--Estimates by Age, Sex, and Race:  July 1, 1955",,,,,,,,,
  (Includes Alaska and Hawaii),,,,,,,,,

Age,All races,,,White,,,Nonwhite,,
11,"2,814,443 ","1,433,664 ","1,380,779 ","2,458,963 ","1,254,510 ","1,204,453 ","355,480 ","179,154 ","176,326 "
12,"2,980,158 ","1,519,124 ","1,461,034 ","2,621,875 ","1,338,453 ","1,283,422 ","358,283 ","180,671 ","177,612 "
13,"2,612,448 ","1,329,003 ","1,283,445 ","2,273,309 ","1,158,432 ","1,114,877 ","339,139 ","170,571 ","168,568 "
14,"2,461,584 ","1,249,862 ","1,211,722 ","2,139,385 ","1,088,660 ","1,050,725 ","322,199 ","161,202 ","160,997 "
15,"2,294,550 ","1,157,562 ","1,136,988 ","1,993,097 ","1,009,623 ","983,474 ","301,453 ","147,939 ","153,514 "
16,"2,254,733 ","1,138,024 ","1,116,709 ","1,971,866 ","998,635 ","973,231 ","282,867 ","139,389 ","143,478 "
17,"2,235,977 ","1,127,119 ","1,108,858 ","1,953,868 ","988,539 ","965,329 ","282,109 ","138,580 ","143,529 "
18,"2,142,406 ","1,074,316 ","1,068,090 ","1,874,444 ","943,722 ","930,722 ","267,962 ","130,594 ","137,368 "
19,"2,111,504 ","1,060,628 ","1,050,876 ","1,848,559 ","931,065 ","917,494 ","262,945 ","129,563 ","133,382 "
20,"2,135,741 ","1,068,742 ","1,066,999 ","1,874,178 ","942,920 ","931,258 ","261,563 ","125,822 ","135,741 "
21,"2,052,912 ","1,024,081 ","1,028,831 ","1,791,292 ","900,314 ","890,978 ","261,620 ","123,767 ","137,853 "
22,"2,065,719 ","1,026,589 ","1,039,130 ","1,801,663 ","902,041 ","899,622 ","264,056 ","124,548 ","139,508 "
23,"2,186,847 ","1,092,574 ","1,094,273 ","1,922,045 ","967,219 ","954,826 ","264,802 ","125,355 ","139,447 "
24,"2,272,449 ","1,138,905 ","1,133,544 ","2,011,930 ","1,016,427 ","995,503 ","260,519 ","122,478 ","138,041 "
25,"2,279,892 ","1,134,813 ","1,145,079 ","2,019,420 ","1,012,910 ","1,006,510 ","260,472 ","121,903 ","138,569 "
26,"2,335,789 ","1,156,365 ","1,179,424 ","2,080,128 ","1,036,563 ","1,043,565 ","255,661 ","119,802 ","135,859 "
27,"2,449,896 ","1,216,592 ","1,233,304 ","2,192,539 ","1,095,760 ","1,096,779 ","257,357 ","120,832 ","136,525 "
28,"2,381,075 ","1,175,987 ","1,205,088 ","2,119,141 ","1,052,906 ","1,066,235 ","261,934 ","123,081 ","138,853 "
29,"2,387,915 ","1,173,737 ","1,214,178 ","2,121,442 ","1,048,608 ","1,072,834 ","266,473 ","125,129 ","141,344 "
30,"2,470,040 ","1,213,404 ","1,256,636 ","2,201,557 ","1,087,574 ","1,113,983 ","268,483 ","125,830 ","142,653 "
31,"2,496,671 ","1,229,355 ","1,267,316 ","2,223,809 ","1,101,800 ","1,122,009 ","272,862 ","127,555 ","145,307 "
32,"2,417,837 ","1,182,768 ","1,235,069 ","2,142,317 ","1,053,966 ","1,088,351 ","275,520 ","128,802 ","146,718 "
33,"2,534,395 ","1,243,312 ","1,291,083 ","2,259,966 ","1,114,323 ","1,145,643 ","274,429 ","128,989 ","145,440 "
34,"2,528,720 ","1,241,616 ","1,287,104 ","2,258,896 ","1,113,592 ","1,145,304 ","269,824 ","128,024 ","141,800 "
35,"2,421,307 ","1,189,416 ","1,231,891 ","2,157,157 ","1,062,844 ","1,094,313 ","264,150 ","126,572 ","137,578 "
36,"2,385,690 ","1,170,227 ","1,215,463 ","2,127,653 ","1,045,205 ","1,082,448 ","258,037 ","125,022 ","133,015 "
37,"2,416,193 ","1,190,530 ","1,225,663 ","2,164,015 ","1,067,332 ","1,096,683 ","252,178 ","123,198 ","128,980 "
38,"2,339,986 ","1,153,015 ","1,186,971 ","2,092,065 ","1,031,746 ","1,060,319 ","247,921 ","121,269 ","126,652 "
39,"2,293,467 ","1,130,476 ","1,162,991 ","2,048,472 ","1,011,172 ","1,037,300 ","244,995 ","119,304 ","125,691 "
40,"2,281,314 ","1,124,535 ","1,156,779 ","2,039,211 ","1,007,184 ","1,032,027 ","242,103 ","117,351 ","124,752 "
41,"2,258,974 ","1,115,921 ","1,143,053 ","2,019,912 ","1,000,563 ","1,019,349 ","239,062 ","115,358 ","123,704 "
42,"2,214,696 ","1,093,436 ","1,121,260 ","1,980,496 ","980,771 ","999,725 ","234,200 ","112,665 ","121,535 "
43,"2,169,826 ","1,072,270 ","1,097,556 ","1,943,567 ","963,325 ","980,242 ","226,259 ","108,945 ","117,314 "
44,"2,130,086 ","1,052,769 ","1,077,317 ","1,913,990 ","948,242 ","965,748 ","216,096 ","104,527 ","111,569 "
45,"2,123,773 ","1,050,333 ","1,073,440 ","1,917,992 ","950,271 ","967,721 ","205,781 ","100,062 ","105,719 "
46,"2,082,012 ","1,029,926 ","1,052,086 ","1,886,849 ","934,571 ","952,278 ","195,163 ","95,355 ","99,808 "
47,"2,029,956 ","1,004,095 ","1,025,861 ","1,843,229 ","912,418 ","930,811 ","186,727 ","91,677 ","95,050 "
48,"2,000,462 ","990,532 ","1,009,930 ","1,817,993 ","900,530 ","917,463 ","182,469 ","90,002 ","92,467 "
49,"1,923,642 ","953,537 ","970,105 ","1,742,375 ","863,756 ","878,619 ","181,267 ","89,781 ","91,486 "
50,"1,845,729 ","916,196 ","929,533 ","1,665,723 ","826,692 ","839,031 ","180,006 ","89,504 ","90,502 "
51,"1,803,755 ","896,516 ","907,239 ","1,625,136 ","807,330 ","817,806 ","178,619 ","89,186 ","89,433 "
52,"1,750,976 ","871,491 ","879,485 ","1,575,556 ","783,566 ","791,990 ","175,420 ","87,925 ","87,495 "
53,"1,667,258 ","828,280 ","838,978 ","1,498,412 ","743,416 ","754,996 ","168,846 ","84,864 ","83,982 "
54,"1,656,852 ","822,238 ","834,614 ","1,496,974 ","741,761 ","755,213 ","159,878 ","80,477 ","79,401 "
55,"1,636,072 ","810,175 ","825,897 ","1,484,721 ","733,915 ","750,806 ","151,351 ","76,260 ","75,091 "
56,"1,574,959 ","778,403 ","796,556 ","1,431,332 ","705,979 ","725,353 ","143,627 ","72,424 ","71,203 "
57,"1,531,865 ","755,117 ","776,748 ","1,395,842 ","686,574 ","709,268 ","136,023 ","68,543 ","67,480 "
58,"1,537,925 ","757,286 ","780,639 ","1,409,668 ","692,828 ","716,840 ","128,257 ","64,458 ","63,799 "
59,"1,506,930 ","740,112 ","766,818 ","1,386,555 ","679,875 ","706,680 ","120,375 ","60,237 ","60,138 "
60,"1,446,324 ","708,656 ","737,668 ","1,334,223 ","652,827 ","681,396 ","112,101 ","55,829 ","56,272 "
61,"1,413,664 ","691,057 ","722,607 ","1,310,653 ","640,035 ","670,618 ","103,011 ","51,022 ","51,989 "
62,"1,391,249 ","678,197 ","713,052 ","1,294,705 ","630,689 ","664,016 ","96,544 ","47,508 ","49,036 "
63,"1,330,549 ","646,166 ","684,383 ","1,235,747 ","599,817 ","635,930 ","94,802 ","46,349 ","48,453 "
64,"1,252,105 ","605,954 ","646,151 ","1,155,758 ","559,060 ","596,698 ","96,347 ","46,894 ","49,453 "
65,"1,223,262 ","590,322 ","632,940 ","1,125,311 ","542,784 ","582,527 ","97,951 ","47,538 ","50,413 "
66,"1,194,738 ","574,334 ","620,404 ","1,094,437 ","525,734 ","568,703 ","100,301 ","48,600 ","51,701 "
67,"1,142,541 ","547,597 ","594,944 ","1,042,960 ","499,370 ","543,590 ","99,581 ","48,227 ","51,354 "
68,"1,080,208 ","515,755 ","564,453 ","986,767 ","470,605 ","516,162 ","93,441 ","45,150 ","48,291 "
69,"1,040,011 ","494,399 ","545,612 ","956,406 ","454,180 ","502,226 ","83,605 ","40,219 ","43,386 "
70,"973,290 ","459,542 ","513,748 ","899,026 ","424,001 ","475,025 ","74,264 ","35,541 ","38,723 "
71,"899,494 ","422,454 ","477,040 ","834,430 ","391,463 ","442,967 ","65,064 ","30,991 ","34,073 "
72,"816,386 ","381,355 ","435,031 ","759,389 ","354,190 ","405,199 ","56,997 ","27,165 ","29,832 "
73,"756,238 ","352,036 ","404,202 ","705,153 ","327,481 ","377,672 ","51,085 ","24,555 ","26,530 "
74,"681,157 ","315,824 ","365,333 ","634,444 ","293,033 ","341,411 ","46,713 ","22,791 ","23,922 "
75,"618,233 ","285,829 ","332,404 ","576,157 ","264,913 ","311,244 ","42,076 ","20,916 ","21,160 "
76,"556,252 ","255,927 ","300,325 ","518,986 ","236,991 ","281,995 ","37,266 ","18,936 ","18,330 "
77,"511,619 ","234,094 ","277,525 ","478,700 ","217,111 ","261,589 ","32,919 ","16,983 ","15,936 "
78,"462,459 ","209,473 ","252,986 ","433,135 ","194,373 ","238,762 ","29,324 ","15,100 ","14,224 "
79,"421,232 ","189,008 ","232,224 ","394,850 ","175,683 ","219,167 ","26,382 ","13,325 ","13,057 "
80,"368,972 ","163,123 ","205,849 ","345,257 ","151,460 ","193,797 ","23,715 ","11,663 ","12,052 "
81,"321,134 ","139,682 ","181,452 ","299,883 ","129,581 ","170,302 ","21,251 ","10,101 ","11,150 "
82,"271,953 ","116,074 ","155,879 ","253,064 ","107,471 ","145,593 ","18,889 ","8,603 ","10,286 "
83,"226,309 ","94,611 ","131,698 ","209,756 ","87,479 ","122,277 ","16,553 ","7,132 ","9,421 "
84,"184,365 ","75,034 ","109,331 ","169,869 ","69,345 ","100,524 ","14,496 ","5,689 ","8,807 "
85+,"775,617 ","321,983 ","453,634 ","716,065 ","297,057 ","419,008 ","59,552 ","24,926 ","34,626 "
,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,
,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,
,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,
