Table with row headers in column A and column headers in rows 4 through 5.,,,,,,,,,,,,
"Resident Population plus Armed Forces Overseas--Estimates by Age, Sex, and Race:  July 1, 1974",,,,,,,,,,,,

Age,All races,,,White,,,Black,,,Other races,,
71,"1,211,742 ","521,330 ","690,412 ","1,109,962 ","474,559 ","635,403 ","89,276 ","40,179 ","49,097 ","12,504 ","6,592 ","5,912 "
72,"1,074,128 ","454,388 ","619,740 ","992,917 ","417,930 ","574,987 ","69,686 ","30,408 ","39,278 ","11,525 ","6,050 ","5,475 "
73,"1,100,498 ","454,759 ","645,739 ","993,925 ","406,639 ","587,286 ","95,269 ","42,087 ","53,182 ","11,304 ","6,033 ","5,271 "
74,"1,065,364 ","434,255 ","631,109 ","967,353 ","391,112 ","576,241 ","87,374 ","37,522 ","49,852 ","10,637 ","5,621 ","5,016 "
75,"932,416 ","372,938 ","559,478 ","859,742 ","342,566 ","517,176 ","64,094 ","26,041 ","38,053 ","8,580 ","4,331 ","4,249 "
76,"851,913 ","337,013 ","514,900 ","777,844 ","306,494 ","471,350 ","68,040 ","27,589 ","40,451 ","6,029 ","2,930 ","3,099 "
77,"811,685 ","318,197 ","493,488 ","741,548 ","289,285 ","452,263 ","65,016 ","26,333 ","38,683 ","5,121 ","2,579 ","2,542 "
78,"798,790 ","308,946 ","489,844 ","721,611 ","276,350 ","445,261 ","75,093 ","32,142 ","42,951 ","2,086 ",454 ,"1,632 "
79,"731,586 ","280,268 ","451,318 ","675,407 ","257,680 ","417,727 ","51,098 ","20,290 ","30,808 ","5,081 ","2,298 ","2,783 "
80,"627,172 ","236,160 ","391,012 ","579,211 ","217,260 ","361,951 ","43,777 ","16,959 ","26,818 ","4,184 ","1,941 ","2,243 "
81,"611,424 ","229,348 ","382,076 ","556,940 ","206,480 ","350,460 ","52,326 ","22,338 ","29,988 ","2,158 ",530 ,"1,628 "
82,"525,655 ","191,234 ","334,421 ","483,955 ","174,644 ","309,311 ","38,666 ","15,305 ","23,361 ","3,034 ","1,285 ","1,749 "
83,"456,169 ","158,822 ","297,347 ","421,164 ","145,677 ","275,487 ","32,175 ","11,898 ","20,277 ","2,830 ","1,247 ","1,583 "
84,"434,142 ","152,316 ","281,826 ","401,827 ","139,466 ","262,361 ","28,311 ","10,576 ","17,735 ","4,004 ","2,274 ","1,730 "
85+,"1,706,304 ","565,110 ","1,141,194 ","1,570,958 ","515,101 ","1,055,857 ","120,766 ","42,966 ","77,800 ","14,580 ","7,043 ","7,537 "
,,,,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,,,,
,,,,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,,,,
