Table with row headers in column A and column headers in rows 5 through 6.,,,,,,,,,
"Resident Population plus Armed Forces Overseas--Estimates by Age, Sex, and Race:  July 1, 1959",,,,,,,,,
  (Includes Alaska and Hawaii),,,,,,,,,

Age,All races,,,White,,,Nonwhite,,
11,"3,482,375 ","1,772,598 ","1,709,777 ","3,042,119 ","1,551,520 ","1,490,599 ","440,256 ","221,078 ","219,178 "
12,"3,758,204 ","1,913,782 ","1,844,422 ","3,326,538 ","1,697,503 ","1,629,035 ","431,666 ","216,279 ","215,387 "
13,"2,703,780 ","1,372,435 ","1,331,345 ","2,358,962 ","1,200,820 ","1,158,142 ","344,818 ","171,615 ","173,203 "
14,"2,797,368 ","1,420,545 ","1,376,823 ","2,435,667 ","1,240,136 ","1,195,531 ","361,701 ","180,409 ","181,292 "
15,"2,804,400 ","1,420,801 ","1,383,599 ","2,457,702 ","1,247,301 ","1,210,401 ","346,698 ","173,500 ","173,198 "
16,"2,919,823 ","1,478,901 ","1,440,922 ","2,582,306 ","1,310,514 ","1,271,792 ","337,517 ","168,387 ","169,130 "
17,"2,586,987 ","1,306,585 ","1,280,402 ","2,260,843 ","1,144,499 ","1,116,344 ","326,144 ","162,086 ","164,058 "
18,"2,431,016 ","1,228,295 ","1,202,721 ","2,132,812 ","1,080,915 ","1,051,897 ","298,204 ","147,380 ","150,824 "
19,"2,276,715 ","1,148,014 ","1,128,701 ","1,994,699 ","1,010,254 ","984,445 ","282,016 ","137,760 ","144,256 "
20,"2,247,873 ","1,128,958 ","1,118,915 ","1,974,397 ","996,456 ","977,941 ","273,476 ","132,502 ","140,974 "
21,"2,233,988 ","1,116,128 ","1,117,860 ","1,962,229 ","986,875 ","975,354 ","271,759 ","129,253 ","142,506 "
22,"2,137,920 ","1,062,267 ","1,075,653 ","1,877,141 ","939,434 ","937,707 ","260,779 ","122,833 ","137,946 "
23,"2,166,724 ","1,086,682 ","1,080,042 ","1,902,732 ","959,520 ","943,212 ","263,992 ","127,162 ","136,830 "
24,"2,182,455 ","1,091,535 ","1,090,920 ","1,920,760 ","966,716 ","954,044 ","261,695 ","124,819 ","136,876 "
25,"2,062,600 ","1,024,525 ","1,038,075 ","1,802,639 ","902,099 ","900,540 ","259,961 ","122,426 ","137,535 "
26,"2,137,130 ","1,059,343 ","1,077,787 ","1,879,887 ","938,342 ","941,545 ","257,243 ","121,001 ","136,242 "
27,"2,244,217 ","1,116,272 ","1,127,945 ","1,983,150 ","993,629 ","989,521 ","261,067 ","122,643 ","138,424 "
28,"2,304,454 ","1,148,868 ","1,155,586 ","2,038,962 ","1,024,488 ","1,014,474 ","265,492 ","124,380 ","141,112 "
29,"2,298,561 ","1,134,702 ","1,163,859 ","2,029,031 ","1,008,816 ","1,020,215 ","269,530 ","125,886 ","143,644 "
30,"2,314,904 ","1,139,007 ","1,175,897 ","2,048,498 ","1,015,242 ","1,033,256 ","266,406 ","123,765 ","142,641 "
31,"2,424,507 ","1,198,647 ","1,225,860 ","2,155,050 ","1,073,828 ","1,081,222 ","269,457 ","124,819 ","144,638 "
32,"2,405,564 ","1,184,448 ","1,221,116 ","2,132,179 ","1,057,747 ","1,074,432 ","273,385 ","126,701 ","146,684 "
33,"2,452,018 ","1,204,867 ","1,247,151 ","2,175,560 ","1,076,196 ","1,099,364 ","276,458 ","128,671 ","147,787 "
34,"2,524,791 ","1,239,579 ","1,285,212 ","2,247,257 ","1,109,636 ","1,137,621 ","277,534 ","129,943 ","147,591 "
35,"2,505,462 ","1,228,632 ","1,276,830 ","2,226,954 ","1,097,459 ","1,129,495 ","278,508 ","131,173 ","147,335 "
36,"2,486,313 ","1,214,901 ","1,271,412 ","2,209,243 ","1,083,461 ","1,125,782 ","277,070 ","131,440 ","145,630 "
37,"2,609,363 ","1,280,658 ","1,328,705 ","2,337,965 ","1,151,044 ","1,186,921 ","271,398 ","129,614 ","141,784 "
38,"2,487,881 ","1,217,659 ","1,270,222 ","2,224,914 ","1,091,622 ","1,133,292 ","262,967 ","126,037 ","136,930 "
39,"2,389,131 ","1,171,457 ","1,217,674 ","2,134,505 ","1,049,345 ","1,085,160 ","254,626 ","122,112 ","132,514 "
40,"2,366,032 ","1,158,474 ","1,207,558 ","2,120,225 ","1,040,484 ","1,079,741 ","245,807 ","117,990 ","127,817 "
41,"2,372,830 ","1,168,597 ","1,204,233 ","2,135,062 ","1,054,652 ","1,080,410 ","237,768 ","113,945 ","123,823 "
42,"2,286,160 ","1,124,708 ","1,161,452 ","2,053,509 ","1,013,645 ","1,039,864 ","232,651 ","111,063 ","121,588 "
43,"2,254,757 ","1,107,324 ","1,147,433 ","2,024,542 ","997,624 ","1,026,918 ","230,215 ","109,700 ","120,515 "
44,"2,264,838 ","1,114,612 ","1,150,226 ","2,036,543 ","1,005,529 ","1,031,014 ","228,295 ","109,083 ","119,212 "
45,"2,233,517 ","1,099,355 ","1,134,162 ","2,007,010 ","990,795 ","1,016,215 ","226,507 ","108,560 ","117,947 "
46,"2,207,227 ","1,087,516 ","1,119,711 ","1,984,065 ","980,082 ","1,003,983 ","223,162 ","107,434 ","115,728 "
47,"2,152,367 ","1,061,937 ","1,090,430 ","1,935,586 ","956,939 ","978,647 ","216,781 ","104,998 ","111,783 "
48,"2,112,595 ","1,041,743 ","1,070,852 ","1,904,559 ","940,401 ","964,158 ","208,036 ","101,342 ","106,694 "
49,"2,090,332 ","1,032,770 ","1,057,562 ","1,891,318 ","935,503 ","955,815 ","199,014 ","97,267 ","101,747 "
50,"2,016,087 ","995,077 ","1,021,010 ","1,826,432 ","902,117 ","924,315 ","189,655 ","92,960 ","96,695 "
51,"1,939,474 ","956,616 ","982,858 ","1,757,425 ","867,109 ","890,316 ","182,049 ","89,507 ","92,542 "
52,"1,888,124 ","931,125 ","956,999 ","1,710,384 ","843,474 ","866,910 ","177,740 ","87,651 ","90,089 "
53,"1,842,910 ","909,210 ","933,700 ","1,667,372 ","822,387 ","844,985 ","175,538 ","86,823 ","88,715 "
54,"1,779,285 ","878,269 ","901,016 ","1,606,480 ","792,556 ","813,924 ","172,805 ","85,713 ","87,092 "
55,"1,751,321 ","863,733 ","887,588 ","1,581,301 ","779,181 ","802,120 ","170,020 ","84,552 ","85,468 "
56,"1,696,982 ","835,526 ","861,456 ","1,530,523 ","752,601 ","777,922 ","166,459 ","82,925 ","83,534 "
57,"1,633,812 ","800,299 ","833,513 ","1,473,771 ","720,604 ","753,167 ","160,041 ","79,695 ","80,346 "
58,"1,652,113 ","807,931 ","844,182 ","1,501,438 ","733,110 ","768,328 ","150,675 ","74,821 ","75,854 "
59,"1,575,047 ","766,040 ","809,007 ","1,434,493 ","696,542 ","737,951 ","140,554 ","69,498 ","71,056 "
60,"1,491,951 ","721,265 ","770,686 ","1,361,455 ","657,075 ","704,380 ","130,496 ","64,190 ","66,306 "
61,"1,446,654 ","694,819 ","751,835 ","1,326,607 ","636,128 ","690,479 ","120,047 ","58,691 ","61,356 "
62,"1,424,132 ","680,867 ","743,265 ","1,312,303 ","626,561 ","685,742 ","111,829 ","54,306 ","57,523 "
63,"1,384,605 ","659,019 ","725,586 ","1,276,697 ","606,956 ","669,741 ","107,908 ","52,063 ","55,845 "
64,"1,344,533 ","637,572 ","706,961 ","1,237,484 ","586,220 ","651,264 ","107,049 ","51,352 ","55,697 "
65,"1,323,956 ","625,617 ","698,339 ","1,217,708 ","574,947 ","642,761 ","106,248 ","50,670 ","55,578 "
66,"1,299,233 ","611,899 ","687,334 ","1,193,044 ","561,471 ","631,573 ","106,189 ","50,428 ","55,761 "
67,"1,236,144 ","580,100 ","656,044 ","1,131,598 ","530,475 ","601,123 ","104,546 ","49,625 ","54,921 "
68,"1,164,286 ","544,573 ","619,713 ","1,064,936 ","497,285 ","567,651 ","99,350 ","47,288 ","52,062 "
69,"1,139,912 ","533,230 ","606,682 ","1,048,789 ","489,703 ","559,086 ","91,123 ","43,527 ","47,596 "
70,"1,074,172 ","501,317 ","572,855 ","991,398 ","461,599 ","529,799 ","82,774 ","39,718 ","43,056 "
71,"987,571 ","459,178 ","528,393 ","913,213 ","423,396 ","489,817 ","74,358 ","35,782 ","38,576 "
72,"921,036 ","426,277 ","494,759 ","854,466 ","394,272 ","460,194 ","66,570 ","32,005 ","34,565 "
73,"870,230 ","400,064 ","470,166 ","809,734 ","371,072 ","438,662 ","60,496 ","28,992 ","31,504 "
74,"801,837 ","366,052 ","435,785 ","745,908 ","339,316 ","406,592 ","55,929 ","26,736 ","29,193 "
75,"728,589 ","330,484 ","398,105 ","677,111 ","305,942 ","371,169 ","51,478 ","24,542 ","26,936 "
76,"650,616 ","292,109 ","358,507 ","603,805 ","269,730 ","334,075 ","46,811 ","22,379 ","24,432 "
77,"596,116 ","266,749 ","329,367 ","554,022 ","246,478 ","307,544 ","42,094 ","20,271 ","21,823 "
78,"526,970 ","233,514 ","293,456 ","489,497 ","215,360 ","274,137 ","37,473 ","18,154 ","19,319 "
79,"467,184 ","204,999 ","262,185 ","434,215 ","189,043 ","245,172 ","32,969 ","15,956 ","17,013 "
80,"407,389 ","176,292 ","231,097 ","378,924 ","162,557 ","216,367 ","28,465 ","13,735 ","14,730 "
81,"364,053 ","155,552 ","208,501 ","339,832 ","144,004 ","195,828 ","24,221 ","11,548 ","12,673 "
82,"308,239 ","129,665 ","178,574 ","288,053 ","120,283 ","167,770 ","20,186 ","9,382 ","10,804 "
83,"265,630 ","110,790 ","154,840 ","249,627 ","103,607 ","146,020 ","16,003 ","7,183 ","8,820 "
84,"213,541 ","87,272 ","126,269 ","202,072 ","82,376 ","119,696 ","11,469 ","4,896 ","6,573 "
85+,"901,219 ","356,460 ","544,759 ","831,855 ","326,599 ","505,256 ","69,364 ","29,861 ","39,503 "
,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,
,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,
,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,
