Table with row headers in column A and column headers in rows 5 through 6.,,,,,,,,,
"Resident Population--Estimates by Age, Sex, and Race:  July 1, 1904",,,,,,,,,
  (Excludes Alaska and Hawaii),,,,,,,,,

Age,All races,,,White,,,Nonwhite,,
12,"1,683,000 ","852,000 ","831,000 ","1,455,000 ","737,000 ","718,000 ","228,000 ","115,000 ","113,000 "
13,"1,664,000 ","840,000 ","824,000 ","1,441,000 ","728,000 ","713,000 ","223,000 ","112,000 ","111,000 "
14,"1,653,000 ","831,000 ","822,000 ","1,434,000 ","722,000 ","712,000 ","219,000 ","109,000 ","110,000 "
15,"1,640,000 ","820,000 ","820,000 ","1,426,000 ","715,000 ","711,000 ","214,000 ","105,000 ","109,000 "
16,"1,627,000 ","811,000 ","816,000 ","1,418,000 ","709,000 ","709,000 ","209,000 ","102,000 ","107,000 "
17,"1,619,000 ","805,000 ","814,000 ","1,413,000 ","705,000 ","708,000 ","206,000 ","100,000 ","106,000 "
18,"1,620,000 ","804,000 ","816,000 ","1,412,000 ","704,000 ","708,000 ","208,000 ","100,000 ","108,000 "
19,"1,625,000 ","807,000 ","818,000 ","1,414,000 ","706,000 ","708,000 ","211,000 ","101,000 ","110,000 "
20,"1,628,000 ","809,000 ","819,000 ","1,414,000 ","707,000 ","707,000 ","214,000 ","102,000 ","112,000 "
21,"1,632,000 ","811,000 ","821,000 ","1,415,000 ","708,000 ","707,000 ","217,000 ","103,000 ","114,000 "
22,"1,625,000 ","809,000 ","816,000 ","1,408,000 ","706,000 ","702,000 ","217,000 ","103,000 ","114,000 "
23,"1,599,000 ","800,000 ","799,000 ","1,389,000 ","700,000 ","689,000 ","210,000 ","100,000 ","110,000 "
24,"1,563,000 ","787,000 ","776,000 ","1,363,000 ","691,000 ","672,000 ","200,000 ","96,000 ","104,000 "
25,"1,526,000 ","774,000 ","752,000 ","1,336,000 ","682,000 ","654,000 ","190,000 ","92,000 ","98,000 "
26,"1,488,000 ","761,000 ","727,000 ","1,309,000 ","673,000 ","636,000 ","179,000 ","88,000 ","91,000 "
27,"1,445,000 ","743,000 ","702,000 ","1,277,000 ","660,000 ","617,000 ","168,000 ","83,000 ","85,000 "
28,"1,400,000 ","723,000 ","677,000 ","1,241,000 ","644,000 ","597,000 ","159,000 ","79,000 ","80,000 "
29,"1,351,000 ","700,000 ","651,000 ","1,203,000 ","626,000 ","577,000 ","148,000 ","74,000 ","74,000 "
30,"1,301,000 ","677,000 ","624,000 ","1,163,000 ","607,000 ","556,000 ","138,000 ","70,000 ","68,000 "
31,"1,249,000 ","652,000 ","597,000 ","1,121,000 ","587,000 ","534,000 ","128,000 ","65,000 ","63,000 "
32,"1,206,000 ","632,000 ","574,000 ","1,087,000 ","571,000 ","516,000 ","119,000 ","61,000 ","58,000 "
33,"1,182,000 ","620,000 ","562,000 ","1,065,000 ","560,000 ","505,000 ","117,000 ","60,000 ","57,000 "
34,"1,167,000 ","613,000 ","554,000 ","1,050,000 ","553,000 ","497,000 ","117,000 ","60,000 ","57,000 "
35,"1,150,000 ","604,000 ","546,000 ","1,034,000 ","545,000 ","489,000 ","116,000 ","59,000 ","57,000 "
36,"1,137,000 ","598,000 ","539,000 ","1,020,000 ","538,000 ","482,000 ","117,000 ","60,000 ","57,000 "
37,"1,116,000 ","587,000 ","529,000 ","1,000,000 ","528,000 ","472,000 ","116,000 ","59,000 ","57,000 "
38,"1,083,000 ","571,000 ","512,000 ","973,000 ","515,000 ","458,000 ","110,000 ","56,000 ","54,000 "
39,"1,044,000 ","552,000 ","492,000 ","942,000 ","500,000 ","442,000 ","102,000 ","52,000 ","50,000 "
40,"1,008,000 ","535,000 ","473,000 ","912,000 ","486,000 ","426,000 ","96,000 ","49,000 ","47,000 "
41,"973,000 ","518,000 ","455,000 ","883,000 ","472,000 ","411,000 ","90,000 ","46,000 ","44,000 "
42,"936,000 ","499,000 ","437,000 ","852,000 ","456,000 ","396,000 ","84,000 ","43,000 ","41,000 "
43,"900,000 ","481,000 ","419,000 ","819,000 ","439,000 ","380,000 ","81,000 ","42,000 ","39,000 "
44,"864,000 ","461,000 ","403,000 ","785,000 ","420,000 ","365,000 ","79,000 ","41,000 ","38,000 "
45,"827,000 ","441,000 ","386,000 ","750,000 ","401,000 ","349,000 ","77,000 ","40,000 ","37,000 "
46,"790,000 ","421,000 ","369,000 ","714,000 ","381,000 ","333,000 ","76,000 ","40,000 ","36,000 "
47,"759,000 ","404,000 ","355,000 ","685,000 ","365,000 ","320,000 ","74,000 ","39,000 ","35,000 "
48,"738,000 ","394,000 ","344,000 ","665,000 ","355,000 ","310,000 ","73,000 ","39,000 ","34,000 "
49,"723,000 ","387,000 ","336,000 ","651,000 ","348,000 ","303,000 ","72,000 ","39,000 ","33,000 "
50,"709,000 ","381,000 ","328,000 ","638,000 ","342,000 ","296,000 ","71,000 ","39,000 ","32,000 "
51,"696,000 ","375,000 ","321,000 ","625,000 ","336,000 ","289,000 ","71,000 ","39,000 ","32,000 "
52,"675,000 ","364,000 ","311,000 ","606,000 ","326,000 ","280,000 ","69,000 ","38,000 ","31,000 "
53,"638,000 ","343,000 ","295,000 ","575,000 ","308,000 ","267,000 ","63,000 ","35,000 ","28,000 "
54,"595,000 ","318,000 ","277,000 ","539,000 ","287,000 ","252,000 ","56,000 ","31,000 ","25,000 "
55,"555,000 ","295,000 ","260,000 ","505,000 ","267,000 ","238,000 ","50,000 ","28,000 ","22,000 "
56,"512,000 ","270,000 ","242,000 ","469,000 ","246,000 ","223,000 ","43,000 ","24,000 ","19,000 "
57,"478,000 ","250,000 ","228,000 ","440,000 ","229,000 ","211,000 ","38,000 ","21,000 ","17,000 "
58,"457,000 ","238,000 ","219,000 ","419,000 ","217,000 ","202,000 ","38,000 ","21,000 ","17,000 "
59,"442,000 ","230,000 ","212,000 ","404,000 ","209,000 ","195,000 ","38,000 ","21,000 ","17,000 "
60,"426,000 ","221,000 ","205,000 ","388,000 ","200,000 ","188,000 ","38,000 ","21,000 ","17,000 "
61,"413,000 ","213,000 ","200,000 ","374,000 ","192,000 ","182,000 ","39,000 ","21,000 ","18,000 "
62,"397,000 ","204,000 ","193,000 ","358,000 ","183,000 ","175,000 ","39,000 ","21,000 ","18,000 "
63,"376,000 ","193,000 ","183,000 ","340,000 ","174,000 ","166,000 ","36,000 ","19,000 ","17,000 "
64,"354,000 ","182,000 ","172,000 ","321,000 ","164,000 ","157,000 ","33,000 ","18,000 ","15,000 "
65,"331,000 ","170,000 ","161,000 ","302,000 ","154,000 ","148,000 ","29,000 ","16,000 ","13,000 "
66,"310,000 ","159,000 ","151,000 ","284,000 ","145,000 ","139,000 ","26,000 ","14,000 ","12,000 "
67,"290,000 ","149,000 ","141,000 ","267,000 ","136,000 ","131,000 ","23,000 ","13,000 ","10,000 "
68,"270,000 ","139,000 ","131,000 ","249,000 ","127,000 ","122,000 ","21,000 ","12,000 ","9,000 "
69,"249,000 ","128,000 ","121,000 ","231,000 ","118,000 ","113,000 ","18,000 ","10,000 ","8,000 "
70,"231,000 ","118,000 ","113,000 ","214,000 ","109,000 ","105,000 ","17,000 ","9,000 ","8,000 "
71,"211,000 ","108,000 ","103,000 ","196,000 ","100,000 ","96,000 ","15,000 ","8,000 ","7,000 "
72,"194,000 ","98,000 ","96,000 ","178,000 ","90,000 ","88,000 ","16,000 ","8,000 ","8,000 "
73,"176,000 ","88,000 ","88,000 ","161,000 ","81,000 ","80,000 ","15,000 ","7,000 ","8,000 "
74,"159,000 ","79,000 ","80,000 ","143,000 ","72,000 ","71,000 ","16,000 ","7,000 ","9,000 "
75+,"993,000 ","486,000 ","507,000 ","898,000 ","441,000 ","457,000 ","95,000 ","45,000 ","50,000 "
,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,
,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,
,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,
