Table with row headers in column A and column headers in rows 5 through 6.,,,,,,,,,
"Resident Population--Estimates by Age, Sex, and Race:  July 1, 1922",,,,,,,,,
  (Excludes Alaska and Hawaii),,,,,,,,,

Age,All races,,,White,,,Nonwhite,,
11,"2,252,000 ","1,133,000 ","1,119,000 ","1,990,000 ","1,003,000 ","987,000 ","262,000 ","130,000 ","132,000 "
12,"2,220,000 ","1,116,000 ","1,104,000 ","1,960,000 ","987,000 ","973,000 ","260,000 ","129,000 ","131,000 "
13,"2,178,000 ","1,094,000 ","1,084,000 ","1,922,000 ","967,000 ","955,000 ","256,000 ","127,000 ","129,000 "
14,"2,132,000 ","1,068,000 ","1,064,000 ","1,880,000 ","944,000 ","936,000 ","252,000 ","124,000 ","128,000 "
15,"2,086,000 ","1,043,000 ","1,043,000 ","1,839,000 ","922,000 ","917,000 ","247,000 ","121,000 ","126,000 "
16,"2,041,000 ","1,018,000 ","1,023,000 ","1,799,000 ","900,000 ","899,000 ","242,000 ","118,000 ","124,000 "
17,"2,001,000 ","995,000 ","1,006,000 ","1,763,000 ","880,000 ","883,000 ","238,000 ","115,000 ","123,000 "
18,"1,966,000 ","975,000 ","991,000 ","1,733,000 ","863,000 ","870,000 ","233,000 ","112,000 ","121,000 "
19,"1,935,000 ","956,000 ","979,000 ","1,707,000 ","847,000 ","860,000 ","228,000 ","109,000 ","119,000 "
20,"1,904,000 ","938,000 ","966,000 ","1,681,000 ","832,000 ","849,000 ","223,000 ","106,000 ","117,000 "
21,"1,870,000 ","918,000 ","952,000 ","1,652,000 ","815,000 ","837,000 ","218,000 ","103,000 ","115,000 "
22,"1,853,000 ","909,000 ","944,000 ","1,639,000 ","808,000 ","831,000 ","214,000 ","101,000 ","113,000 "
23,"1,861,000 ","913,000 ","948,000 ","1,648,000 ","813,000 ","835,000 ","213,000 ","100,000 ","113,000 "
24,"1,885,000 ","927,000 ","958,000 ","1,671,000 ","826,000 ","845,000 ","214,000 ","101,000 ","113,000 "
25,"1,906,000 ","940,000 ","966,000 ","1,692,000 ","839,000 ","853,000 ","214,000 ","101,000 ","113,000 "
26,"1,933,000 ","956,000 ","977,000 ","1,717,000 ","854,000 ","863,000 ","216,000 ","102,000 ","114,000 "
27,"1,934,000 ","959,000 ","975,000 ","1,721,000 ","858,000 ","863,000 ","213,000 ","101,000 ","112,000 "
28,"1,896,000 ","942,000 ","954,000 ","1,693,000 ","846,000 ","847,000 ","203,000 ","96,000 ","107,000 "
29,"1,833,000 ","912,000 ","921,000 ","1,644,000 ","823,000 ","821,000 ","189,000 ","89,000 ","100,000 "
30,"1,773,000 ","884,000 ","889,000 ","1,597,000 ","801,000 ","796,000 ","176,000 ","83,000 ","93,000 "
31,"1,710,000 ","854,000 ","856,000 ","1,547,000 ","777,000 ","770,000 ","163,000 ","77,000 ","86,000 "
32,"1,662,000 ","834,000 ","828,000 ","1,508,000 ","761,000 ","747,000 ","154,000 ","73,000 ","81,000 "
33,"1,641,000 ","829,000 ","812,000 ","1,489,000 ","756,000 ","733,000 ","152,000 ","73,000 ","79,000 "
34,"1,636,000 ","834,000 ","802,000 ","1,482,000 ","759,000 ","723,000 ","154,000 ","75,000 ","79,000 "
35,"1,626,000 ","836,000 ","790,000 ","1,470,000 ","759,000 ","711,000 ","156,000 ","77,000 ","79,000 "
36,"1,616,000 ","839,000 ","777,000 ","1,458,000 ","759,000 ","699,000 ","158,000 ","80,000 ","78,000 "
37,"1,596,000 ","834,000 ","762,000 ","1,438,000 ","753,000 ","685,000 ","158,000 ","81,000 ","77,000 "
38,"1,561,000 ","816,000 ","745,000 ","1,406,000 ","737,000 ","669,000 ","155,000 ","79,000 ","76,000 "
39,"1,515,000 ","790,000 ","725,000 ","1,365,000 ","714,000 ","651,000 ","150,000 ","76,000 ","74,000 "
40,"1,471,000 ","766,000 ","705,000 ","1,326,000 ","693,000 ","633,000 ","145,000 ","73,000 ","72,000 "
41,"1,426,000 ","741,000 ","685,000 ","1,286,000 ","671,000 ","615,000 ","140,000 ","70,000 ","70,000 "
42,"1,382,000 ","717,000 ","665,000 ","1,246,000 ","649,000 ","597,000 ","136,000 ","68,000 ","68,000 "
43,"1,338,000 ","695,000 ","643,000 ","1,207,000 ","628,000 ","579,000 ","131,000 ","67,000 ","64,000 "
44,"1,292,000 ","673,000 ","619,000 ","1,166,000 ","607,000 ","559,000 ","126,000 ","66,000 ","60,000 "
45,"1,245,000 ","650,000 ","595,000 ","1,126,000 ","586,000 ","540,000 ","119,000 ","64,000 ","55,000 "
46,"1,197,000 ","626,000 ","571,000 ","1,083,000 ","563,000 ","520,000 ","114,000 ","63,000 ","51,000 "
47,"1,156,000 ","606,000 ","550,000 ","1,048,000 ","545,000 ","503,000 ","108,000 ","61,000 ","47,000 "
48,"1,127,000 ","594,000 ","533,000 ","1,022,000 ","534,000 ","488,000 ","105,000 ","60,000 ","45,000 "
49,"1,104,000 ","586,000 ","518,000 ","1,003,000 ","528,000 ","475,000 ","101,000 ","58,000 ","43,000 "
50,"1,081,000 ","578,000 ","503,000 ","983,000 ","521,000 ","462,000 ","98,000 ","57,000 ","41,000 "
51,"1,060,000 ","570,000 ","490,000 ","965,000 ","515,000 ","450,000 ","95,000 ","55,000 ","40,000 "
52,"1,029,000 ","556,000 ","473,000 ","938,000 ","503,000 ","435,000 ","91,000 ","53,000 ","38,000 "
53,"979,000 ","528,000 ","451,000 ","895,000 ","479,000 ","416,000 ","84,000 ","49,000 ","35,000 "
54,"921,000 ","494,000 ","427,000 ","844,000 ","449,000 ","395,000 ","77,000 ","45,000 ","32,000 "
55,"864,000 ","461,000 ","403,000 ","795,000 ","421,000 ","374,000 ","69,000 ","40,000 ","29,000 "
56,"807,000 ","427,000 ","380,000 ","744,000 ","391,000 ","353,000 ","63,000 ","36,000 ","27,000 "
57,"759,000 ","399,000 ","360,000 ","703,000 ","367,000 ","336,000 ","56,000 ","32,000 ","24,000 "
58,"726,000 ","380,000 ","346,000 ","673,000 ","350,000 ","323,000 ","53,000 ","30,000 ","23,000 "
59,"701,000 ","367,000 ","334,000 ","652,000 ","339,000 ","313,000 ","49,000 ","28,000 ","21,000 "
60,"676,000 ","353,000 ","323,000 ","629,000 ","326,000 ","303,000 ","47,000 ","27,000 ","20,000 "
61,"651,000 ","339,000 ","312,000 ","607,000 ","314,000 ","293,000 ","44,000 ","25,000 ","19,000 "
62,"623,000 ","324,000 ","299,000 ","582,000 ","301,000 ","281,000 ","41,000 ","23,000 ","18,000 "
63,"591,000 ","307,000 ","284,000 ","552,000 ","285,000 ","267,000 ","39,000 ","22,000 ","17,000 "
64,"553,000 ","287,000 ","266,000 ","517,000 ","267,000 ","250,000 ","36,000 ","20,000 ","16,000 "
65,"518,000 ","269,000 ","249,000 ","484,000 ","250,000 ","234,000 ","34,000 ","19,000 ","15,000 "
66,"485,000 ","252,000 ","233,000 ","453,000 ","234,000 ","219,000 ","32,000 ","18,000 ","14,000 "
67,"451,000 ","234,000 ","217,000 ","421,000 ","217,000 ","204,000 ","30,000 ","17,000 ","13,000 "
68,"418,000 ","217,000 ","201,000 ","390,000 ","201,000 ","189,000 ","28,000 ","16,000 ","12,000 "
69,"383,000 ","198,000 ","185,000 ","358,000 ","184,000 ","174,000 ","25,000 ","14,000 ","11,000 "
70,"352,000 ","181,000 ","171,000 ","328,000 ","168,000 ","160,000 ","24,000 ","13,000 ","11,000 "
71,"322,000 ","165,000 ","157,000 ","300,000 ","153,000 ","147,000 ","22,000 ","12,000 ","10,000 "
72,"292,000 ","148,000 ","144,000 ","272,000 ","137,000 ","135,000 ","20,000 ","11,000 ","9,000 "
73,"263,000 ","131,000 ","132,000 ","245,000 ","122,000 ","123,000 ","18,000 ","9,000 ","9,000 "
74,"235,000 ","114,000 ","121,000 ","220,000 ","107,000 ","113,000 ","15,000 ","7,000 ","8,000 "
75+,"1,512,000 ","721,000 ","791,000 ","1,401,000 ","667,000 ","734,000 ","111,000 ","54,000 ","57,000 "
,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,
,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,
,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,
