Table with row headers in column A and column headers in rows 4 through 5.,,,,,,,,,,,,
"Resident Population plus Armed Forces Overseas--Estimates by Age, Sex, and Race:  July 1, 1961",,,,,,,,,,,,

Age,All races,,,White,,,Black,,,Other races,,
72,"983,727 ","449,178 ","534,549 ","911,153 ","414,710 ","496,443 ","67,723 ","31,510 ","36,213 ","4,851 ","2,958 ","1,893 "
73,"910,453 ","414,103 ","496,350 ","844,841 ","382,873 ","461,968 ","60,938 ","28,302 ","32,636 ","4,674 ","2,928 ","1,746 "
74,"838,437 ","379,243 ","459,194 ","778,529 ","350,745 ","427,784 ","55,524 ","25,719 ","29,805 ","4,384 ","2,779 ","1,605 "
75,"769,465 ","345,430 ","424,035 ","714,554 ","319,404 ","395,150 ","50,923 ","23,507 ","27,416 ","3,988 ","2,519 ","1,469 "
76,"701,945 ","312,822 ","389,123 ","651,941 ","289,129 ","362,812 ","46,446 ","21,445 ","25,001 ","3,558 ","2,248 ","1,310 "
77,"634,491 ","280,347 ","354,144 ","589,301 ","258,971 ","330,330 ","42,015 ","19,371 ","22,644 ","3,175 ","2,005 ","1,170 "
78,"568,310 ","248,591 ","319,719 ","527,809 ","229,478 ","298,331 ","37,692 ","17,347 ","20,345 ","2,809 ","1,766 ","1,043 "
79,"504,365 ","218,143 ","286,222 ","468,415 ","201,229 ","267,186 ","33,507 ","15,388 ","18,119 ","2,443 ","1,526 ",917 
80,"443,979 ","189,582 ","254,397 ","412,667 ","174,900 ","237,767 ","29,235 ","13,390 ","15,845 ","2,077 ","1,292 ",785 
81,"385,537 ","162,428 ","223,109 ","358,415 ","149,805 ","208,610 ","25,380 ","11,555 ","13,825 ","1,742 ","1,068 ",674 
82,"331,045 ","137,435 ","193,610 ","308,232 ","126,922 ","181,310 ","21,372 ","9,636 ","11,736 ","1,441 ",877 ,564 
83,"281,045 ","115,046 ","165,999 ","262,694 ","106,713 ","155,981 ","17,183 ","7,625 ","9,558 ","1,168 ",708 ,460 
84,"235,686 ","95,320 ","140,366 ","221,969 ","89,217 ","132,752 ","12,795 ","5,534 ","7,261 ",922 ,569 ,353 
85+,"964,233 ","372,709 ","591,524 ","893,761 ","342,388 ","551,373 ","65,209 ","27,116 ","38,093 ","5,263 ","3,205 ","2,058 "
,,,,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,,,,
,,,,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,,,,
,,,,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,,,,
