Date,GeoId,MeanMothersAge_BirthEvent,MedianMothersAge_BirthEvent,FertilityRate_Person_Female
2015,nuts/PL616,28.1,28.2,1.36
2016,nuts/PL616,28.2,28.3,1.41
2017,nuts/PL616,28.4,28.5,1.54
2018,nuts/PL616,28.6,28.8,1.49
2019,nuts/PL616,28.6,28.8,1.46
2020,nuts/PL616,29.0,29.2,1.36
2021,nuts/PL616,29.0,29.3,1.29
2022,nuts/PL616,29.2,29.6,1.29
2013,nuts/PL617,,28.3,
2014,nuts/PL617,28.4,28.4,1.31
2015,nuts/PL617,28.7,28.8,1.28
2016,nuts/PL617,28.5,28.6,1.3
2017,nuts/PL617,28.8,29.1,1.45
2018,nuts/PL617,28.9,29.1,1.37
2019,nuts/PL617,28.9,29.3,1.38
2020,nuts/PL617,29.0,29.4,1.33
2021,nuts/PL617,29.2,29.7,1.24
2022,nuts/PL617,29.1,29.5,1.2
2013,nuts/PL618,,27.9,
2014,nuts/PL618,28.1,28.1,1.44
2015,nuts/PL618,28.2,28.1,1.37
2016,nuts/PL618,28.2,28.3,1.43
2017,nuts/PL618,28.5,28.7,1.51
2018,nuts/PL618,28.5,28.6,1.53
2019,nuts/PL618,29.0,28.9,1.49
2020,nuts/PL618,29.0,29.2,1.4
2021,nuts/PL618,28.6,28.8,1.31
2022,nuts/PL618,29.1,29.4,1.31
2013,nuts/PL619,,28.2,
2014,nuts/PL619,28.3,28.3,1.31
2015,nuts/PL619,28.5,28.7,1.26
2016,nuts/PL619,28.7,28.8,1.3
2017,nuts/PL619,28.8,28.9,1.37
2018,nuts/PL619,29.0,29.2,1.32
2019,nuts/PL619,29.2,29.4,1.3
2020,nuts/PL619,29.2,29.4,1.27
2021,nuts/PL619,29.4,29.7,1.21
2022,nuts/PL619,29.4,29.7,1.16
2013,nuts/PL62,28.4,28.4,1.28
2014,nuts/PL62,28.6,28.7,1.33
2015,nuts/PL62,28.6,28.9,1.27
2016,nuts/PL62,28.8,29.1,1.33
2017,nuts/PL62,29.0,29.4,1.45
2018,nuts/PL62,29.1,29.6,1.4
2019,nuts/PL62,29.2,29.7,1.35
2020,nuts/PL62,29.3,29.9,1.3
2021,nuts/PL62,29.3,29.9,1.16
2022,nuts/PL62,29.4,29.9,1.2
2013,nuts/PL621,,28.1,
2014,nuts/PL621,28.2,28.3,1.36
2015,nuts/PL621,28.5,28.5,1.3
2016,nuts/PL621,28.5,28.7,1.37
2017,nuts/PL621,28.7,29.0,1.48
2018,nuts/PL621,28.9,29.2,1.44
2019,nuts/PL621,29.0,29.3,1.4
2020,nuts/PL621,29.1,29.4,1.32
2021,nuts/PL621,29.1,29.4,1.18
2022,nuts/PL621,29.3,29.6,1.21
2013,nuts/PL622,,28.8,
2014,nuts/PL622,28.9,29.3,1.31
2015,nuts/PL622,28.8,29.4,1.21
2016,nuts/PL622,29.0,29.6,1.3
2017,nuts/PL622,29.2,29.9,1.43
2018,nuts/PL622,29.3,30.1,1.38
2019,nuts/PL622,29.4,30.2,1.29
2020,nuts/PL622,29.4,30.3,1.28
2021,nuts/PL622,29.5,30.4,1.14
2022,nuts/PL622,29.5,30.3,1.16
2013,nuts/PL623,,28.0,
2014,nuts/PL623,28.4,28.3,1.33
2015,nuts/PL623,28.5,28.5,1.35
2016,nuts/PL623,28.7,28.7,1.3
2017,nuts/PL623,29.0,29.2,1.45
2018,nuts/PL623,29.0,29.3,1.37
2019,nuts/PL623,29.0,29.4,1.39
2020,nuts/PL623,29.5,30.0,1.31
2021,nuts/PL623,29.4,29.8,1.16
2022,nuts/PL623,29.4,29.9,1.24
2013,nuts/PL63,28.7,28.8,1.39
2014,nuts/PL63,28.8,29.1,1.44
2015,nuts/PL63,28.8,29.3,1.46
2016,nuts/PL63,28.9,29.5,1.55
2017,nuts/PL63,29.0,29.6,1.66
2018,nuts/PL63,29.1,29.8,1.63
2019,nuts/PL63,29.2,30.0,1.63
2020,nuts/PL63,29.3,30.1,1.56
2021,nuts/PL63,29.5,30.4,1.51
2022,nuts/PL63,29.6,30.4,1.38
2013,nuts/PL633,,30.4,
2014,nuts/PL633,29.9,30.8,1.25
2015,nuts/PL633,29.7,30.8,1.32
2016,nuts/PL633,29.9,31.0,1.45
2017,nuts/PL633,29.9,31.0,1.48
2018,nuts/PL633,29.9,31.0,1.51
2019,nuts/PL633,30.0,31.2,1.53
2020,nuts/PL633,30.2,31.5,1.45
2021,nuts/PL633,30.2,31.5,1.46
2022,nuts/PL633,30.6,31.6,1.23
2013,nuts/PL634,,28.4,
2014,nuts/PL634,28.6,28.7,1.63
2015,nuts/PL634,28.7,28.9,1.66
2016,nuts/PL634,28.7,29.0,1.76
2017,nuts/PL634,28.9,29.2,1.95
2018,nuts/PL634,29.1,29.4,1.84
2019,nuts/PL634,29.1,29.5,1.86
2020,nuts/PL634,29.2,29.7,1.78
2021,nuts/PL634,29.4,29.9,1.72
2022,nuts/PL634,29.3,29.9,1.54
2013,nuts/PL636,,28.1,
2014,nuts/PL636,28.2,28.3,1.43
2015,nuts/PL636,28.4,28.6,1.36
2016,nuts/PL636,28.5,28.7,1.43
2017,nuts/PL636,28.7,29.0,1.56
2018,nuts/PL636,28.7,29.1,1.55
2019,nuts/PL636,29.0,29.5,1.43
2020,nuts/PL636,28.9,29.3,1.42
2021,nuts/PL636,29.3,29.8,1.34
2022,nuts/PL636,29.5,30.1,1.32
2013,nuts/PL637,,27.9,
2014,nuts/PL637,28.5,28.3,1.53
2015,nuts/PL637,28.1,28.0,1.52
2016,nuts/PL637,28.6,28.6,1.62
2017,nuts/PL637,28.7,28.7,1.76
2018,nuts/PL637,28.9,28.9,1.7
2019,nuts/PL637,29.0,29.2,1.71
2020,nuts/PL637,29.0,29.2,1.61
2021,nuts/PL637,29.3,29.4,1.53
2022,nuts/PL637,29.1,29.4,1.48
2013,nuts/PL638,,28.0,
2014,nuts/PL638,28.3,28.3,1.43
2015,nuts/PL638,28.4,28.5,1.39
2016,nuts/PL638,28.4,28.7,1.41
2017,nuts/PL638,28.6,28.9,1.54
2018,nuts/PL638,28.6,28.9,1.5
2019,nuts/PL638,28.7,29.0,1.49
2020,nuts/PL638,28.8,29.1,1.42
2021,nuts/PL638,29.0,29.5,1.35
2022,nuts/PL638,29.0,29.4,1.32
2013,nuts/PL7,28.9,29.1,1.24
2014,nuts/PL7,29.1,29.4,1.27
2015,nuts/PL7,29.2,29.5,1.26
2016,nuts/PL7,29.3,29.8,1.31
2017,nuts/PL7,29.5,30.0,1.38
2018,nuts/PL7,29.7,30.2,1.37
2019,nuts/PL7,29.7,30.3,1.33
2020,nuts/PL7,29.9,30.4,1.3
2021,nuts/PL7,29.9,30.6,1.25
2022,nuts/PL7,30.0,30.7,1.24
2013,nuts/PL71,29.0,29.2,1.26
2014,nuts/PL71,29.1,29.5,1.29
2015,nuts/PL71,29.2,29.7,1.28
2016,nuts/PL71,29.3,29.9,1.34
2017,nuts/PL71,29.5,30.2,1.43
2018,nuts/PL71,29.7,30.3,1.41
2019,nuts/PL71,29.7,30.4,1.36
2020,nuts/PL71,29.8,30.4,1.35
2021,nuts/PL71,29.9,30.7,1.3
2022,nuts/PL71,29.9,30.6,1.27
2013,nuts/PL711,,30.3,
2014,nuts/PL711,29.5,30.6,1.18
2015,nuts/PL711,29.6,30.9,1.16
2016,nuts/PL711,29.6,31.0,1.27
2017,nuts/PL711,29.8,31.1,1.33
2018,nuts/PL711,29.9,31.3,1.35
2019,nuts/PL711,29.9,31.3,1.33
2020,nuts/PL711,30.0,31.3,1.35
2021,nuts/PL711,30.0,31.5,1.33
2022,nuts/PL711,30.0,31.3,1.26
2013,nuts/PL712,,29.6,
2014,nuts/PL712,29.3,29.8,1.27
2015,nuts/PL712,29.4,30.1,1.33
2016,nuts/PL712,29.4,30.2,1.34
2017,nuts/PL712,29.5,30.3,1.4
2018,nuts/PL712,29.9,30.6,1.41
2019,nuts/PL712,29.9,30.7,1.35
2020,nuts/PL712,29.9,30.6,1.31
2021,nuts/PL712,30.2,31.0,1.29
2022,nuts/PL712,30.3,31.1,1.25
2013,nuts/PL713,,28.7,
2014,nuts/PL713,29.0,29.2,1.35
2015,nuts/PL713,28.8,29.0,1.33
2016,nuts/PL713,29.2,29.5,1.36
2017,nuts/PL713,29.4,29.7,1.47
2018,nuts/PL713,29.5,29.8,1.45
2019,nuts/PL713,29.6,29.8,1.38
2020,nuts/PL713,29.7,29.9,1.35
2021,nuts/PL713,29.8,30.1,1.26
2022,nuts/PL713,29.9,30.3,1.27
2013,nuts/PL714,,28.5,
2014,nuts/PL714,28.8,28.7,1.34
2015,nuts/PL714,29.0,29.0,1.3
2016,nuts/PL714,29.0,29.1,1.39
2017,nuts/PL714,29.3,29.4,1.49
2018,nuts/PL714,29.4,29.6,1.4
2019,nuts/PL714,29.6,29.7,1.39
2020,nuts/PL714,29.6,29.6,1.35
2021,nuts/PL714,29.7,29.9,1.28
2022,nuts/PL714,29.6,29.7,1.27
2013,nuts/PL715,,28.8,
2014,nuts/PL715,29.0,29.0,1.39
2015,nuts/PL715,29.2,29.3,1.34
2016,nuts/PL715,29.3,29.4,1.39
2017,nuts/PL715,29.5,29.8,1.47
2018,nuts/PL715,29.6,29.8,1.45
2019,nuts/PL715,29.9,30.0,1.36
2020,nuts/PL715,29.8,30.1,1.39
2021,nuts/PL715,29.9,30.1,1.34
2022,nuts/PL715,29.8,30.2,1.34
2013,nuts/PL72,28.9,28.8,1.2
2014,nuts/PL72,29.1,29.1,1.22
2015,nuts/PL72,29.1,29.2,1.22
2016,nuts/PL72,29.3,29.5,1.24
2017,nuts/PL72,29.5,29.8,1.29
2018,nuts/PL72,29.7,29.9,1.29
2019,nuts/PL72,29.7,30.1,1.26
2020,nuts/PL72,30.0,30.2,1.2
2021,nuts/PL72,29.9,30.3,1.14
2022,nuts/PL72,30.2,30.7,1.17
2013,nuts/PL721,,28.9,
2014,nuts/PL721,29.2,29.4,1.21
2015,nuts/PL721,29.1,29.4,1.21
2016,nuts/PL721,29.4,29.8,1.23
2017,nuts/PL721,29.6,30.0,1.3
2018,nuts/PL721,29.8,30.3,1.3
2019,nuts/PL721,29.8,30.4,1.26
2020,nuts/PL721,30.0,30.5,1.2
2021,nuts/PL721,30.0,30.6,1.16
2022,nuts/PL721,30.3,30.9,1.19
2013,nuts/PL722,,28.6,
2014,nuts/PL722,28.9,28.7,1.23
2015,nuts/PL722,29.2,29.1,1.23
2016,nuts/PL722,29.1,29.2,1.25
2017,nuts/PL722,29.3,29.4,1.27
2018,nuts/PL722,29.4,29.3,1.27
2019,nuts/PL722,29.6,29.6,1.26
2020,nuts/PL722,29.9,29.8,1.22
2021,nuts/PL722,29.7,29.8,1.11
2022,nuts/PL722,30.0,30.3,1.13
2013,nuts/PL8,29.3,29.0,1.27
2014,nuts/PL8,29.4,29.2,1.28
2015,nuts/PL8,29.5,29.5,1.27
2016,nuts/PL8,29.7,29.8,1.32
2017,nuts/PL8,29.8,30.0,1.42
2018,nuts/PL8,30.0,30.2,1.41
2019,nuts/PL8,30.0,30.3,1.38
2020,nuts/PL8,30.1,30.5,1.32
2021,nuts/PL8,30.2,30.7,1.25
2022,nuts/PL8,30.3,30.9,1.26
2013,nuts/PL81,29.2,29.0,1.26
2014,nuts/PL81,29.3,29.3,1.28
2015,nuts/PL81,29.4,29.5,1.29
2016,nuts/PL81,29.6,29.8,1.3
2017,nuts/PL81,29.8,30.1,1.4
2018,nuts/PL81,29.9,30.2,1.37
2019,nuts/PL81,30.0,30.4,1.34
2020,nuts/PL81,30.1,30.6,1.29
2021,nuts/PL81,30.2,30.7,1.22
2022,nuts/PL81,30.3,30.8,1.22
2013,nuts/PL811,,28.9,
2014,nuts/PL811,29.4,29.0,1.41
2015,nuts/PL811,29.2,28.9,1.37
2016,nuts/PL811,29.7,29.6,1.43
2017,nuts/PL811,29.9,29.9,1.51
2018,nuts/PL811,30.0,29.9,1.48
2019,nuts/PL811,30.1,30.0,1.41
2020,nuts/PL811,30.1,30.3,1.33
2021,nuts/PL811,30.4,30.7,1.23
2022,nuts/PL811,30.3,30.7,1.23
2013,nuts/PL812,,28.6,
2014,nuts/PL812,29.1,28.9,1.2
2015,nuts/PL812,29.2,29.2,1.2
2016,nuts/PL812,29.3,29.4,1.19
2017,nuts/PL812,29.6,29.8,1.26
2018,nuts/PL812,29.7,29.9,1.23
2019,nuts/PL812,29.9,30.3,1.19
2020,nuts/PL812,30.1,30.4,1.14
2021,nuts/PL812,30.0,30.4,1.07
2022,nuts/PL812,30.1,30.6,1.1
2013,nuts/PL814,,29.6,
2014,nuts/PL814,29.7,30.0,1.24
2015,nuts/PL814,29.9,30.4,1.29
2016,nuts/PL814,29.9,30.5,1.29
2017,nuts/PL814,30.1,30.8,1.4
2018,nuts/PL814,30.1,30.8,1.4
2019,nuts/PL814,30.2,31.0,1.39
2020,nuts/PL814,30.1,30.9,1.36
2021,nuts/PL814,30.4,31.3,1.28
2022,nuts/PL814,30.4,31.2,1.26
2013,nuts/PL815,,28.8,
2014,nuts/PL815,29.1,28.9,1.36
2015,nuts/PL815,29.2,29.1,1.34
2016,nuts/PL815,29.4,29.3,1.36
2017,nuts/PL815,29.6,29.5,1.49
2018,nuts/PL815,29.7,29.8,1.42
2019,nuts/PL815,29.9,29.8,1.41
2020,nuts/PL815,30.1,30.2,1.34
2021,nuts/PL815,30.0,30.1,1.3
2022,nuts/PL815,30.2,30.4,1.28
2013,nuts/PL82,29.3,29.0,1.29
2014,nuts/PL82,29.4,29.2,1.27
2015,nuts/PL82,29.6,29.4,1.25
2016,nuts/PL82,29.7,29.7,1.31
2017,nuts/PL82,29.9,29.9,1.42
2018,nuts/PL82,30.1,30.2,1.42
2019,nuts/PL82,30.1,30.3,1.38
2020,nuts/PL82,30.2,30.5,1.34
2021,nuts/PL82,30.3,30.7,1.25
2022,nuts/PL82,30.4,31.0,1.28
2013,nuts/PL821,,28.7,
2014,nuts/PL821,29.2,29.0,1.28
2015,nuts/PL821,29.3,29.2,1.23
2016,nuts/PL821,29.5,29.5,1.27
2017,nuts/PL821,29.7,29.6,1.38
2018,nuts/PL821,29.8,30.0,1.4
2019,nuts/PL821,29.9,30.1,1.32
2020,nuts/PL821,30.2,30.4,1.27
2021,nuts/PL821,30.1,30.4,1.16
2022,nuts/PL821,30.4,30.8,1.23
2013,nuts/PL822,,28.7,
2014,nuts/PL822,29.0,28.9,1.24
2015,nuts/PL822,29.4,29.3,1.24
2016,nuts/PL822,29.6,29.5,1.23
2017,nuts/PL822,29.7,29.6,1.39
2018,nuts/PL822,30.1,30.1,1.35
2019,nuts/PL822,30.0,30.3,1.31
2020,nuts/PL822,30.0,30.1,1.28
2021,nuts/PL822,30.2,30.5,1.16
2022,nuts/PL822,30.2,30.7,1.22
2013,nuts/PL823,,29.4,
2014,nuts/PL823,29.8,29.7,1.33
2015,nuts/PL823,29.9,29.9,1.29
2016,nuts/PL823,30.0,30.2,1.41
2017,nuts/PL823,30.1,30.4,1.5
2018,nuts/PL823,30.3,30.6,1.52
2019,nuts/PL823,30.3,30.7,1.49
2020,nuts/PL823,30.4,30.8,1.47
2021,nuts/PL823,30.4,30.9,1.39
2022,nuts/PL823,30.6,31.3,1.35
2013,nuts/PL824,,28.8,
2014,nuts/PL824,29.3,29.0,1.21
2015,nuts/PL824,29.5,29.3,1.23
2016,nuts/PL824,29.7,29.5,1.27
2017,nuts/PL824,29.8,29.7,1.39
2018,nuts/PL824,29.9,30.1,1.37
2019,nuts/PL824,29.9,30.0,1.36
2020,nuts/PL824,30.1,30.4,1.29
2021,nuts/PL824,30.2,30.6,1.23
2022,nuts/PL824,30.3,30.9,1.26
2013,nuts/PL84,29.2,28.9,1.24
2014,nuts/PL84,29.5,29.3,1.3
2015,nuts/PL84,29.5,29.4,1.29
2016,nuts/PL84,29.6,29.7,1.37
2017,nuts/PL84,29.7,29.9,1.46
2018,nuts/PL84,30.0,30.2,1.45
2019,nuts/PL84,29.9,30.2,1.43
2020,nuts/PL84,30.1,30.5,1.36
2021,nuts/PL84,30.2,30.6,1.33
2022,nuts/PL84,30.3,30.8,1.3
2013,nuts/PL841,,29.8,
2014,nuts/PL841,29.9,30.1,1.25
2015,nuts/PL841,30.0,30.3,1.25
2016,nuts/PL841,30.2,30.6,1.33
2017,nuts/PL841,30.0,30.5,1.46
2018,nuts/PL841,30.2,30.8,1.47
2019,nuts/PL841,30.2,30.9,1.43
2020,nuts/PL841,30.4,31.2,1.41
2021,nuts/PL841,30.4,31.1,1.4
2022,nuts/PL841,30.6,31.4,1.33
2013,nuts/PL842,,28.3,
2014,nuts/PL842,29.2,28.7,1.37
2015,nuts/PL842,29.1,28.7,1.3
2016,nuts/PL842,29.3,29.0,1.36
2017,nuts/PL842,29.5,29.3,1.44
2018,nuts/PL842,29.7,29.6,1.44
2019,nuts/PL842,29.7,29.6,1.43
2020,nuts/PL842,29.8,29.9,1.33
2021,nuts/PL842,30.0,30.1,1.25
2022,nuts/PL842,29.9,30.1,1.29
2013,nuts/PL843,,28.2,
2014,nuts/PL843,29.1,28.6,1.28
2015,nuts/PL843,29.1,28.8,1.32
2016,nuts/PL843,29.3,29.1,1.43
2017,nuts/PL843,29.4,29.3,1.48
2018,nuts/PL843,29.9,29.9,1.42
2019,nuts/PL843,29.7,29.6,1.4
2020,nuts/PL843,29.6,29.6,1.26
2021,nuts/PL843,29.9,29.9,1.28
2022,nuts/PL843,30.1,30.3,1.23
2013,nuts/PL9,29.5,30.0,1.36
2014,nuts/PL9,29.7,30.4,1.41
2015,nuts/PL9,29.8,30.6,1.44
2016,nuts/PL9,29.9,30.8,1.51
2017,nuts/PL9,30.0,30.9,1.59
2018,nuts/PL9,30.1,31.1,1.58
2019,nuts/PL9,30.2,31.2,1.58
2020,nuts/PL9,30.3,31.3,1.54
2021,nuts/PL9,30.4,31.4,1.5
2022,nuts/PL9,30.4,31.4,1.38
2013,nuts/PL91,,31.0,
2014,nuts/PL91,30.4,31.3,1.37
2015,nuts/PL91,30.4,31.5,1.42
2016,nuts/PL91,30.4,31.7,1.52
2017,nuts/PL91,30.4,31.8,1.57
2018,nuts/PL91,30.5,31.9,1.6
2019,nuts/PL91,30.6,32.0,1.61
2020,nuts/PL91,30.6,32.0,1.61
2021,nuts/PL91,30.8,32.2,1.58
2022,nuts/PL91,30.9,32.2,1.37
2013,nuts/PL911,,31.5,
2014,nuts/PL911,30.8,31.8,1.32
2015,nuts/PL911,30.8,32.0,1.36
2016,nuts/PL911,30.8,32.1,1.45
2017,nuts/PL911,30.7,32.2,1.51
2018,nuts/PL911,30.7,32.3,1.54
2019,nuts/PL911,30.8,32.4,1.58
2020,nuts/PL911,30.8,32.4,1.59
2021,nuts/PL911,30.9,32.6,1.57
2022,nuts/PL911,31.2,32.6,1.29
2013,nuts/PL912,,29.8,
2014,nuts/PL912,29.7,30.4,1.46
2015,nuts/PL912,29.7,30.5,1.51
2016,nuts/PL912,29.7,30.7,1.62
2017,nuts/PL912,30.0,30.8,1.68
2018,nuts/PL912,30.1,31.0,1.69
2019,nuts/PL912,30.2,31.1,1.68
2020,nuts/PL912,30.1,30.9,1.67
2021,nuts/PL912,30.5,31.4,1.6
2022,nuts/PL912,30.5,31.3,1.51
2013,nuts/PL913,,30.5,
2014,nuts/PL913,29.9,30.8,1.43
2015,nuts/PL913,30.0,31.1,1.49
2016,nuts/PL913,30.2,31.3,1.58
2017,nuts/PL913,30.2,31.3,1.63
2018,nuts/PL913,30.3,31.4,1.62
2019,nuts/PL913,30.5,31.6,1.61
2020,nuts/PL913,30.6,31.6,1.59
2021,nuts/PL913,30.8,31.8,1.59
2022,nuts/PL913,30.6,31.7,1.51
2013,nuts/PL92,,28.5,
2014,nuts/PL92,29.0,28.8,1.42
2015,nuts/PL92,29.0,29.0,1.42
2016,nuts/PL92,29.2,29.3,1.45
2017,nuts/PL92,29.4,29.5,1.57
2018,nuts/PL92,29.5,29.6,1.53
2019,nuts/PL92,29.7,29.8,1.51
2020,nuts/PL92,29.8,30.0,1.43
2021,nuts/PL92,29.8,30.0,1.37
2022,nuts/PL92,29.8,30.1,1.37
2013,nuts/PL921,,28.6,
2014,nuts/PL921,29.1,29.0,1.36
2015,nuts/PL921,29.2,29.2,1.34
2016,nuts/PL921,29.3,29.4,1.38
2017,nuts/PL921,29.6,29.6,1.51
2018,nuts/PL921,29.8,30.0,1.45
2019,nuts/PL921,29.8,30.0,1.43
2020,nuts/PL921,29.9,30.1,1.37
2021,nuts/PL921,30.0,30.2,1.28
2022,nuts/PL921,30.0,30.4,1.27
2013,nuts/PL922,,28.1,
2014,nuts/PL922,28.8,28.5,1.43
2015,nuts/PL922,28.5,28.3,1.39
2016,nuts/PL922,28.8,28.8,1.42
2017,nuts/PL922,29.0,29.0,1.52
2018,nuts/PL922,29.1,29.1,1.5
2019,nuts/PL922,29.3,29.2,1.5
2020,nuts/PL922,29.4,29.5,1.41
2021,nuts/PL922,29.3,29.4,1.35
2022,nuts/PL922,29.2,29.4,1.36
2013,nuts/PL923,,28.6,
2014,nuts/PL923,28.6,28.7,1.32
2015,nuts/PL923,28.8,29.0,1.28
2016,nuts/PL923,29.1,29.2,1.35
2017,nuts/PL923,29.0,29.3,1.43
2018,nuts/PL923,29.4,29.6,1.35
2019,nuts/PL923,29.4,29.6,1.4
2020,nuts/PL923,29.7,30.1,1.31
2021,nuts/PL923,29.5,29.9,1.23
2022,nuts/PL923,29.7,30.1,1.23
2013,nuts/PL924,,28.3,
2014,nuts/PL924,28.9,28.5,1.45
2015,nuts/PL924,29.0,28.7,1.47
2016,nuts/PL924,29.1,28.8,1.48
2017,nuts/PL924,29.4,29.2,1.66
2018,nuts/PL924,29.3,29.1,1.6
2019,nuts/PL924,29.7,29.5,1.55
2020,nuts/PL924,29.9,29.8,1.48
2021,nuts/PL924,29.7,29.6,1.41
2022,nuts/PL924,29.8,29.9,1.42
2013,nuts/PL925,,28.7,
2014,nuts/PL925,29.3,28.9,1.54
2015,nuts/PL925,29.4,29.1,1.55
2016,nuts/PL925,29.7,29.6,1.6
2017,nuts/PL925,29.8,29.7,1.69
2018,nuts/PL925,29.8,29.7,1.66
2019,nuts/PL925,30.1,30.0,1.67
2020,nuts/PL925,30.2,30.2,1.54
2021,nuts/PL925,30.2,30.4,1.51
2022,nuts/PL925,30.2,30.4,1.53
2013,nuts/PL926,,28.9,
2014,nuts/PL926,28.9,29.3,1.44
2015,nuts/PL926,28.9,29.4,1.52
2016,nuts/PL926,29.2,29.7,1.51
2017,nuts/PL926,29.3,29.8,1.64
2018,nuts/PL926,29.6,30.1,1.61
2019,nuts/PL926,29.6,30.2,1.57
2020,nuts/PL926,29.6,30.1,1.5
2021,nuts/PL926,29.8,30.2,1.43
2022,nuts/PL926,29.7,30.3,1.46
2013,nuts/PT1,30.4,31.7,1.22
2014,nuts/PT1,30.7,31.9,1.24
2015,nuts/PT1,30.9,32.1,1.31
2016,nuts/PT1,31.2,32.3,1.37
2017,nuts/PT1,31.2,32.3,1.38
2018,nuts/PT1,31.4,32.4,1.42
2019,nuts/PT1,31.5,32.5,1.44
2020,nuts/PT1,31.6,32.5,1.42
2021,nuts/PT1,31.8,32.6,1.35
2022,nuts/PT1,31.7,32.5,1.43
2013,nuts/PT11,30.5,31.6,1.1
2014,nuts/PT11,30.8,31.8,1.1
2015,nuts/PT11,31.1,32.0,1.18
2016,nuts/PT11,31.3,32.3,1.24
2017,nuts/PT11,31.4,32.3,1.25
2018,nuts/PT11,31.6,32.5,1.27
2019,nuts/PT11,31.7,32.6,1.28
2020,nuts/PT11,31.8,32.6,1.28
2021,nuts/PT11,32.0,32.7,1.2
2022,nuts/PT11,32.1,32.7,1.28
2013,nuts/PT111,30.7,31.8,1.06
2014,nuts/PT111,30.6,31.7,1.0
2015,nuts/PT111,31.2,32.2,1.14
2016,nuts/PT111,31.0,32.1,1.19
2017,nuts/PT111,31.2,32.2,1.13
2018,nuts/PT111,31.7,32.6,1.26
2019,nuts/PT111,31.5,32.4,1.29
2020,nuts/PT111,31.7,32.5,1.25
2021,nuts/PT111,31.8,32.6,1.18
2022,nuts/PT111,32.0,32.7,1.33
2013,nuts/PT112,31.1,32.1,1.04
2014,nuts/PT112,31.3,32.2,1.04
2015,nuts/PT112,31.7,32.6,1.12
2016,nuts/PT112,31.9,32.8,1.2
2017,nuts/PT112,32.0,32.8,1.22
2018,nuts/PT112,32.2,33.1,1.29
2019,nuts/PT112,32.2,33.0,1.28
2020,nuts/PT112,32.4,33.1,1.28
2021,nuts/PT112,32.5,33.1,1.18
2022,nuts/PT112,32.4,32.9,1.32
2013,nuts/PT119,30.8,31.7,1.04
2014,nuts/PT119,31.0,31.9,1.04
2015,nuts/PT119,31.2,32.0,1.15
2016,nuts/PT119,31.5,32.3,1.2
2017,nuts/PT119,31.7,32.4,1.22
2018,nuts/PT119,31.9,32.6,1.25
2019,nuts/PT119,32.1,32.9,1.27
2020,nuts/PT119,31.9,32.5,1.31
2021,nuts/PT119,32.2,32.8,1.2
2022,nuts/PT119,32.3,32.7,1.35
2013,nuts/PT11A,30.5,31.7,1.15
2014,nuts/PT11A,30.9,32.0,1.16
2015,nuts/PT11A,31.1,32.2,1.23
2016,nuts/PT11A,31.4,32.5,1.29
2017,nuts/PT11A,31.4,32.4,1.29
2018,nuts/PT11A,31.6,32.6,1.29
2019,nuts/PT11A,31.7,32.7,1.31
2020,nuts/PT11A,31.8,32.7,1.3
2021,nuts/PT11A,32.1,32.9,1.22
2022,nuts/PT11A,32.2,32.9,1.27
2013,nuts/PT11B,30.4,31.3,1.05
2014,nuts/PT11B,30.7,31.4,1.04
2015,nuts/PT11B,30.9,31.9,1.05
2016,nuts/PT11B,31.0,31.9,1.18
2017,nuts/PT11B,31.0,32.0,1.26
2018,nuts/PT11B,31.3,32.3,1.24
2019,nuts/PT11B,31.3,32.3,1.17
2020,nuts/PT11B,31.7,32.4,1.33
2021,nuts/PT11B,31.6,32.3,1.1
2022,nuts/PT11B,31.6,32.2,1.17
2013,nuts/PT11C,29.8,30.4,1.08
2014,nuts/PT11C,30.2,30.8,1.08
2015,nuts/PT11C,30.4,31.1,1.14
2016,nuts/PT11C,30.8,31.3,1.22
2017,nuts/PT11C,30.8,31.4,1.21
2018,nuts/PT11C,31.1,31.6,1.24
2019,nuts/PT11C,31.1,31.6,1.23
2020,nuts/PT11C,31.2,31.5,1.21
2021,nuts/PT11C,31.4,31.7,1.14
2022,nuts/PT11C,31.6,31.9,1.24
2013,nuts/PT11D,30.1,31.0,1.02
2014,nuts/PT11D,30.4,31.3,1.0
2015,nuts/PT11D,30.9,32.0,1.12
2016,nuts/PT11D,31.1,32.2,1.2
2017,nuts/PT11D,31.4,32.5,1.18
2018,nuts/PT11D,31.5,32.3,1.18
2019,nuts/PT11D,31.3,32.3,1.19
2020,nuts/PT11D,31.7,32.5,1.24
2021,nuts/PT11D,31.8,32.6,1.16
2022,nuts/PT11D,31.8,32.4,1.23
2013,nuts/PT11E,30.3,31.2,1.06
2014,nuts/PT11E,30.3,31.5,1.11
2015,nuts/PT11E,30.3,31.1,1.13
2016,nuts/PT11E,30.3,31.2,1.18
2017,nuts/PT11E,30.8,31.7,1.3
2018,nuts/PT11E,31.0,31.8,1.23
2019,nuts/PT11E,30.9,31.7,1.28
2020,nuts/PT11E,31.4,32.2,1.24
2021,nuts/PT11E,31.1,31.8,1.14
2022,nuts/PT11E,31.6,32.4,1.26
2013,nuts/PT15,29.8,31.2,1.28
2014,nuts/PT15,30.1,31.4,1.32
2015,nuts/PT15,30.2,31.6,1.46
2016,nuts/PT15,30.1,31.5,1.53
2017,nuts/PT15,30.3,31.6,1.58
2018,nuts/PT15,30.2,31.4,1.65
