observationDate,observationAbout,value,variableMeasured
2017,dcid:country/ALB,58,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/ALB,70,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/ALB,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/ALB,31,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/ALB,13,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/ALB,25,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/ALB,68,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/ALB,64,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/DZA,72,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/DZA,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/DZA,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/ARM,82,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/ARM,53,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/ARM,38,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/ARM,41,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/ARM,53,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/ARM,47,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/AUS,74,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/AUS,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/AUS,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/AUS,35,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/AUS,40,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/AUS,43,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/AZE,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/AZE,90,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/AZE,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/AZE,94,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/AZE,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/AZE,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/AZE,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/AZE,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/AZE,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/AZE,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/BHS,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/BHS,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/BHS,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/BHS,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/BHS,0.0,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/BHS,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/BHS,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/BHS,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/BHS,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/BHS,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/BHR,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/BHR,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/BHR,13,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/BHR,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/BHR,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/BHR,9.2,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/BHR,45,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/BHR,48,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/BHR,42,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/BGD,23,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/BGD,18,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/BGD,22,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/BGD,43,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/BGD,49,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/BGD,47,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/BGD,36,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/BGD,25,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/BGD,11,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/BGD,8.1,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/BLR,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/BLR,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/BLR,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/BLR,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/BLR,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/BLR,85,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/BLR,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/BLR,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/BLR,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/BLZ,0.0,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/BLZ,15,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/BLZ,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/BLZ,0.0,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/BLZ,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/BLZ,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/BLZ,20,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/BEN,43,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/BEN,55,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/BEN,63,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/BEN,79,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/BEN,93,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/BEN,86,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/BEN,76,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/BEN,70,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/BEN,78,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/BEN,72,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/BMU,0.0,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/BMU,0.0,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/BMU,0.0,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/BMU,0.0,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/BMU,0.0,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/BMU,0.0,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/BMU,0.0,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/BTN,6.8,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/BTN,35,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/BTN,33,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/BTN,67,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/BTN,25,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/BTN,29,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/BTN,59,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/BTN,89,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/BOL,98,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/BOL,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/BOL,97,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/BOL,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/BOL,93,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/BOL,79,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/BOL,66,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/BOL,67,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/BOL,63,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/BOL,62,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/BIH,65,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/BIH,41,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/BWA,71,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/BWA,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/BWA,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/BWA,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/BRA,56,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/BRA,60,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/BRA,60,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/BRA,68,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/BRA,68,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/BRA,83,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/BRN,0.0,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/BRN,0.0,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/BRN,0.0,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/BRN,4.6,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/BRN,0.0,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/BRN,0.0,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
