observationDate,observationAbout,value,variableMeasured
2019,dcid:country/BTN,2.8,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/BTN,7.5,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/BTN,1.9,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/BTN,13,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/BTN,5.5,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/BTN,8.8,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/BOL,15,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/BOL,15,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/VEN,13,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/VEN,9.3,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/VEN,13,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/VNM,1.4,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/VNM,2.4,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/VNM,3.2,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/VNM,3.2,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/VNM,5.4,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/VNM,4.2,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/VNM,5.7,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/VNM,7.3,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/VNM,8.6,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/VNM,9.1,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/YEM,1.9,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/ZMB,0.67,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/ZMB,2.7,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/ZMB,12,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/ZMB,12,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/ZMB,70,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/ZMB,55,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/ZMB,20,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/ZWE,6.6,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/ZWE,14,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/ZWE,4.8,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/ZWE,5.8,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/ZWE,8.9,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/ZWE,7.7,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/ZWE,10,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/ZWE,27,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/ZWE,41,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/ZWE,11,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/DOM,46,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/DOM,71,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/DOM,38,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/DOM,59,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/DOM,4.8,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/ECU,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/ECU,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/ECU,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/ECU,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/ECU,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/ECU,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/ECU,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/ECU,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/ECU,74,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/ECU,59,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/EGY,18,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/EGY,26,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/EGY,27,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/EGY,23,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/EGY,24,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/EGY,28,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/EGY,32,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/EGY,65,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/EGY,58,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/EGY,28,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/SLV,10,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/SLV,24,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/SLV,34,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/SLV,74,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/SLV,55,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/SLV,41,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/SLV,31,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/GNQ,9.4,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/GNQ,15,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/ERI,22,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/ERI,28,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/ERI,33,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/ERI,30,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/ERI,34,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/ERI,33,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/ERI,36,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/ERI,3,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/ERI,43,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/ERI,55,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/EST,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/EST,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/EST,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/EST,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/EST,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/EST,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/EST,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/SWZ,9.2,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/SWZ,15,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/SWZ,39,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/SWZ,39,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/SWZ,74,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/SWZ,22,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/SWZ,47,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/SWZ,29,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/ETH,10,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/ETH,21,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/ETH,32,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/ETH,30,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/ETH,73,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/ETH,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/ETH,37,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/ETH,41,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/FJI,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/FJI,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/FJI,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/FJI,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/FJI,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/FJI,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/FJI,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/FJI,50,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/FJI,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/FRA,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/FRA,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/GAB,0.0,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/GMB,15,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/GMB,20,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/GMB,34,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/GMB,36,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/GMB,49,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/GEO,29,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/GEO,29,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/GEO,20,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/GEO,29,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/GEO,19,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/GEO,12,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/GEO,13,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/GEO,17,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/GEO,12,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/GEO,17,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/GHA,0.42,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/GHA,2,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/GHA,26,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/GHA,19,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/GHA,22,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/GHA,31,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/GTM,51,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/GTM,54,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/GTM,62,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/GTM,73,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/GTM,68,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/GTM,54,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
