udise_district_code,udise_block_code,block_name
1603,udiseCode/160305,Salema
3308,udiseCode/330809,Salem-Rural
3308,udiseCode/330821,Salem-Urban
0615,udiseCode/061504,Salhawas
3629,udiseCode/362904,Saligouraram
0960,udiseCode/096004,Salimpur
2112,udiseCode/211212,Salipur
1012,udiseCode/101209,Salkhua
0114,udiseCode/011418,Sallan
0928,udiseCode/092814,Salon
0928,udiseCode/092825,Salon
0973,udiseCode/097316,Salon
0973,udiseCode/097326,Salon
0201,udiseCode/020110,Salooni
0509,udiseCode/050908,Salt
1913,udiseCode/191319,Saltora
0955,udiseCode/095506,Saltova Gopalpur
0826,udiseCode/082610,Salumbar
2812,udiseCode/281211,Saluru
0816,udiseCode/081603,Sam
0607,udiseCode/060704,Samalkha
2814,udiseCode/281425,Samalkota
0317,udiseCode/031708,Samana
1702,udiseCode/170203,Samanda
1019,udiseCode/101901,Samastipur
0122,udiseCode/012216,Samba
2103,udiseCode/210314,Sambalpur Mpl
2820,udiseCode/282047,Sambepalli
0904,udiseCode/090411,Sambhal
0968,udiseCode/096811,Sambhal
0904,udiseCode/090413,Sambhal City
0968,udiseCode/096813,Sambhal City
0812,udiseCode/081205,Sambhar Lake
0817,udiseCode/081716,Samdari
1819,udiseCode/181909,Samelangso
1010,udiseCode/101007,Sameli
2403,udiseCode/240304,Sami
2341,udiseCode/234110,Samnapur
1028,udiseCode/102810,Sampatchak
0614,udiseCode/061405,Sampla
0309,udiseCode/030910,Samrala
0919,udiseCode/091911,Samrer
1907,udiseCode/190722,Samserganj
2708,udiseCode/270806,Samudrapur
1403,udiseCode/140302,Samulamlan
2119,udiseCode/211920,Sanakhemundi
2407,udiseCode/240704,Sanand
3313,udiseCode/331311,Sanarpatty
0607,udiseCode/060707,Sanauli Khurd
2334,udiseCode/233405,Sanchi
0818,udiseCode/081805,Sanchore
0933,udiseCode/093311,Sandalpur
1029,udiseCode/102912,Sandesh
1911,udiseCode/191117,Sandeshkhali - I
1911,udiseCode/191118,Sandeshkhali - Ii
0925,udiseCode/092513,Sandi
0925,udiseCode/092505,Sandila
2912,udiseCode/291207,Sandur
2819,udiseCode/281919,Sangam
3609,udiseCode/360933,Sangam
2726,udiseCode/272612,Sangamner
0812,udiseCode/081212,Sanganer
0812,udiseCode/081227,Sanganer City
3604,udiseCode/360436,Sangareddy
3616,udiseCode/361619,Sangareddy
0802,udiseCode/080206,Sangaria
0314,udiseCode/031407,Sangat
1507,udiseCode/150703,Sangau
3611,udiseCode/361111,Sangem
0943,udiseCode/094314,Sangipur
2735,udiseCode/273510,Sangli Miraj Kupwad M. Corporation
2732,udiseCode/273209,Sangmeshwar
0830,udiseCode/083005,Sangod
2730,udiseCode/273009,Sangola
0210,udiseCode/021014,Sangrah
1214,udiseCode/121405,Sangram
0949,udiseCode/094920,Sangrampur
0973,udiseCode/097304,Sangrampur
1002,udiseCode/100224,Sangrampur
1024,udiseCode/102404,Sangrampur
2704,udiseCode/270411,Sangrampur
0316,udiseCode/031609,Sangrur
3002,udiseCode/300204,Sanguem
1022,udiseCode/102202,Sanhaula
1305,udiseCode/130502,Sanis
2821,udiseCode/282145,Sanjamala
2418,udiseCode/241808,Sanjeli
1032,udiseCode/103219,Sanjhauli
3329,udiseCode/332915,Sankarankovil
3307,udiseCode/330715,Sankarapuram
3308,udiseCode/330818,Sankari
2814,udiseCode/281409,Sankavaram
2419,udiseCode/241908,Sankheda
2432,udiseCode/243205,Sankheda
0108,udiseCode/010806,Sankoo
1916,udiseCode/191613,Sankrail
1920,udiseCode/192023,Sankrail
1923,udiseCode/192305,Sankrail
0317,udiseCode/031702,Sanour
2403,udiseCode/240309,Santalpur
0956,udiseCode/095622,Santha
2811,udiseCode/281129,Santhabommali
2811,udiseCode/281110,Santhakaviti
2818,udiseCode/281818,Santhamaguluru
2818,udiseCode/281843,Santhanuthalapadu
2823,udiseCode/282364,Santhipuram
1910,udiseCode/191015,Santipur
1910,udiseCode/191021,Santipur Muni
1602,udiseCode/160217,Santirbazar Mc
2417,udiseCode/241710,Santrampur
2431,udiseCode/243104,Santrampur
1914,udiseCode/191420,Santuri
2326,udiseCode/232604,Sanwer
2713,udiseCode/271313,Saoli
2709,udiseCode/270904,Saoner
1816,udiseCode/181601,Sapekhati
1829,udiseCode/182901,Sapekhati
0809,udiseCode/080905,Sapotra
0826,udiseCode/082609,Sarada
0210,udiseCode/021007,Sarahan
1006,udiseCode/100609,Saraigarh Bhaptiahi
1019,udiseCode/101911,Sarairanjan
1014,udiseCode/101404,Saraiya
2011,udiseCode/201106,Saraiyahat
3604,udiseCode/360410,Sarangapur
3606,udiseCode/360605,Sarangapur
2204,udiseCode/220416,Sarangarh
2330,udiseCode/233004,Sarangpur
2107,udiseCode/210721,Saraskana
2403,udiseCode/240312,Saraswati
2007,udiseCode/200705,Sarath
2811,udiseCode/281124,Saravakota
2212,udiseCode/221225,Saraypali
0958,udiseCode/095808,Sardarnagar
2325,udiseCode/232511,Sardarpur
0804,udiseCode/080403,Sardarshahar
0907,udiseCode/090706,Sardhana
0315,udiseCode/031505,Sardulgarh
1913,udiseCode/191317,Sarenga [Raipur-Ii]
0928,udiseCode/092821,Sareni
0938,udiseCode/093807,Sarila
3312,udiseCode/331205,Sarkar Samakkulam
1214,udiseCode/121402,Sarli
1027,udiseCode/102718,Sarmera
0927,udiseCode/092707,Sarojni Nagar
3623,udiseCode/362306,Saroornagar
0306,udiseCode/030605,Saroya
0934,udiseCode/093401,Sarsaul
0901,udiseCode/090107,Sarsava
0944,udiseCode/094405,Sarsawan
2811,udiseCode/281117,Sarubujjili
0907,udiseCode/090707,Sarurpur
0933,udiseCode/093310,Sarvankhera
2007,udiseCode/200702,Sarwan
0821,udiseCode/082116,Sarwar
1032,udiseCode/103201,Sasaram
0913,udiseCode/091302,Sasni
3213,udiseCode/321311,Sasthamcotta
1304,udiseCode/130405,Satakha
0928,udiseCode/092809,Sataon
2731,udiseCode/273110,Satara
0210,udiseCode/021008,Sataun
2002,udiseCode/200213,Satbarwa
1602,udiseCode/160204,Satchand
1602,udiseCode/160210,Satchand
2004,udiseCode/200418,Satganwan
2024,udiseCode/202418,Satganwan
2005,udiseCode/200504,Satgawan
0954,udiseCode/095404,Satha
3328,udiseCode/332807,Sathankulam
3310,udiseCode/331016,Sathiyamangalam
0961,udiseCode/096103,Sathiyan
0111,udiseCode/011111,Sathra
3610,udiseCode/361029,Sathupally
3631,udiseCode/363115,Sathupally
2823,udiseCode/282318,Sathyavedu
2404,udiseCode/240405,Satlasana
0616,udiseCode/061609,Satnali
3001,udiseCode/300104,Sattari
1012,udiseCode/101202,Sattar Kattaiya
2817,udiseCode/281715,Sattenapalle
3326,udiseCode/332611,Sattur
0113,udiseCode/011317,Satwari
2118,udiseCode/211811,Satyabadi
0955,udiseCode/095511,Saunghat
1012,udiseCode/101205,Saur Bazar
0930,udiseCode/093005,Saurikh
2343,udiseCode/234306,Sausar
2817,udiseCode/281742,Savalyapuram
2911,udiseCode/291116,Savanur
2414,udiseCode/241412,Savarkundala
2413,udiseCode/241311,Savarkundla
2419,udiseCode/241909,Savli
0810,udiseCode/081005,Sawai Madhopur
2733,udiseCode/273306,Sawantwadi
1407,udiseCode/140701,Sawombung Imphal East- I
0818,udiseCode/081803,Sayala
2408,udiseCode/240808,Sayla
0826,udiseCode/082616,Sayra
0963,udiseCode/096301,Sear
1307,udiseCode/130708,Sechu Zubza
3622,udiseCode/362213,Secunderabad
2904,udiseCode/290409,Sedam
3324,udiseCode/332409,Sedapatti
0817,udiseCode/081717,Sedwa
0969,udiseCode/096901,Seekhar
2811,udiseCode/281113,Seethampeta
2812,udiseCode/281208,Seethanagaram
2814,udiseCode/281415,Seethanagaram
2819,udiseCode/281901,Seetharamapuram
2327,udiseCode/232702,Segaon
0320,udiseCode/032003,Sehna
2333,udiseCode/233305,Sehore
1203,udiseCode/120306,Seijosa
0815,udiseCode/081516,Sekhala
2708,udiseCode/270807,Seloo
1701,udiseCode/170101,Selsella
0826,udiseCode/082614,Semari
0955,udiseCode/095517,Semarinyava
0956,udiseCode/095617,Semarinyava
3319,udiseCode/331908,Sembanarkoil
2129,udiseCode/212914,Semiliguda
3309,udiseCode/330905,Sendamangalam
2328,udiseCode/232805,Sendhwa
3316,udiseCode/331605,Sendurai
3332,udiseCode/333205,Sendurai
2716,udiseCode/271602,Sengaon
2015,udiseCode/201503,Senha
2305,udiseCode/230502,Seondha
2344,udiseCode/234401,Seoni
2337,udiseCode/233707,Seoni Malwa
0959,udiseCode/095911,Seorahi
1203,udiseCode/120301,Seppa
1203,udiseCode/120309,Seppa
2020,udiseCode/202020,Seraikella
0205,udiseCode/020509,Seraj-1
0205,udiseCode/020510,Seraj-2
1912,udiseCode/191227,Serampore  Municipality
1912,udiseCode/191213,Serampur-Uttarpara
1505,udiseCode/150501,Serchhip
3623,udiseCode/362302,Serilingampally
3321,udiseCode/332115,Sethubavachatram
2822,udiseCode/282221,Settur
0967,udiseCode/096704,Sewapuri
0807,udiseCode/080705,Sewar
1310,udiseCode/131010,Seyochung
3606,udiseCode/360631,Shabad
3623,udiseCode/362322,Shabad
0105,udiseCode/010508,Shadimerg
0925,udiseCode/092511,Shahabad
0966,udiseCode/096606,Shahabganj
2701,udiseCode/270103,Shahada
2721,udiseCode/272112,Shahapur
2933,udiseCode/293307,Shahapur
0604,udiseCode/060401,Shahbad
0831,udiseCode/083107,Shahbad
0905,udiseCode/090501,Shahbad
2417,udiseCode/241711,Shahera
0964,udiseCode/096408,Shah Ganj
0973,udiseCode/097311,Shahgarh
0973,udiseCode/097320,Shahgarh
2311,udiseCode/231103,Shahgarh
0304,udiseCode/030406,Shahkot
1022,udiseCode/102227,Shahkund
2310,udiseCode/231005,Shahnagar
0902,udiseCode/090205,Shahpur
1029,udiseCode/102906,Shahpur
2335,udiseCode/233510,Shahpur
0812,udiseCode/081203,Shahpura
0824,udiseCode/082403,Shahpura
2339,udiseCode/233906,Shahpura
2341,udiseCode/234116,Shahpura
2734,udiseCode/273401,Shahuwadi
3622,udiseCode/362207,Shaikpet
2322,udiseCode/232206,Shajapur
2107,udiseCode/210720,Shamakhunta
1302,udiseCode/130204,Shamator
1023,udiseCode/102324,Shambhuganj
1020,udiseCode/102014,Shamho Akha Kurha
3621,udiseCode/362112,Shamirpet
0902,udiseCode/090210,Shamli
0974,udiseCode/097410,Shamli
0902,udiseCode/090216,Shamli [Town Area]
0974,udiseCode/097416,Shamli [Town Area]
0929,udiseCode/092902,Shamsabad
0915,udiseCode/091515,Shamshabad
3606,udiseCode/360632,Shamshabad
3623,udiseCode/362319,Shamshabad
0106,udiseCode/010614,Shangus
3617,udiseCode/361701,Shankarampet (A)
3617,udiseCode/361711,Shankarampet (R)
3603,udiseCode/360348,Shankarapatnam
3613,udiseCode/361312,Shankarapatnam
2226,udiseCode/222612,Shankargarh
0945,udiseCode/094501,Shankar Garh
3623,udiseCode/362301,Shankarpalle
1011,udiseCode/101101,Shankarpur
2403,udiseCode/240311,Shankheshwar
0108,udiseCode/010807,Shargole
3609,udiseCode/360938,Shayampet
3611,udiseCode/361102,Shayampet
0917,udiseCode/091713,Sheetal Pur
2704,udiseCode/270412,Shegaon
0602,udiseCode/060206,Shehzadpur
1026,udiseCode/102627,Sheikhpura
1026,udiseCode/102628,Shekhopur Sarai
1706,udiseCode/170606,Shella Bholaganj
3329,udiseCode/332916,Shenkottai
0819,udiseCode/081904,Sheoganj
1003,udiseCode/100302,Sheohar
2301,udiseCode/230109,Sheopur
2119,udiseCode/211921,Sheragada
0815,udiseCode/081503,Shergarh
0920,udiseCode/092009,Shergarh
1035,udiseCode/103517,Sherghati
0316,udiseCode/031611,Sherpur
2726,udiseCode/272611,Shevgaon
2911,udiseCode/291117,Shiggoan
2414,udiseCode/241407,Shihor
2011,udiseCode/201110,Shikaripara
2915,udiseCode/291504,Shikaripur
0911,udiseCode/091102,Shikarpur
0916,udiseCode/091602,Shikohabad
1607,udiseCode/160712,Shilachari
0210,udiseCode/021009,Shillai
1706,udiseCode/170609,Shillong Municipal And Cantt.
0211,udiseCode/021115,Shimla-4
2915,udiseCode/291505,Shimoga
2702,udiseCode/270203,Shindkheda
2419,udiseCode/241910,Shinor
2735,udiseCode/273507,Shirala
2908,udiseCode/290805,Shirhatti
2734,udiseCode/273404,Shirol
2702,udiseCode/270204,Shirpur
2725,udiseCode/272512,Shirur
2727,udiseCode/272710,Shirur
2728,udiseCode/272805,Shirur Anantpal
0817,udiseCode/081701,Shiv
1019,udiseCode/101916,Shivajinagar
3604,udiseCode/360442,Shivampet
3617,udiseCode/361717,Shivampet
0928,udiseCode/092805,Shivgarh
0943,udiseCode/094317,Shivgarh
0950,udiseCode/095005,Shiv Pur
2306,udiseCode/230601,Shivpuri
0934,udiseCode/093405,Shivrajpur
1032,udiseCode/103206,Shivsagar
0954,udiseCode/095414,Shoharatgarh
3301,udiseCode/330107,Sholavaram
3304,udiseCode/330404,Sholingar
3331,udiseCode/333114,Shoolagiri
0115,udiseCode/011509,Shopian
3206,udiseCode/320612,Shoranur
2933,udiseCode/293308,Shorapur
0803,udiseCode/080305,Shri Dungargarh
0952,udiseCode/095216,Shriduttganj
2726,udiseCode/272613,Shrigonda
0301,udiseCode/030115,Shri Hargobindpur
0813,udiseCode/081308,Shri Madhopur
2726,udiseCode/272614,Shrirampoor
2724,udiseCode/272413,Shrivardhan
2322,udiseCode/232207,Shujalpur
0973,udiseCode/097318,Shukulbazar
0973,udiseCode/097310,Shukul Bazar
1916,udiseCode/191610,Shyampur-I
1916,udiseCode/191611,Shyampur-Ii
1508,udiseCode/150801,Siaha
2934,udiseCode/293406,Siddapur
0946,udiseCode/094612,Siddhaor
2403,udiseCode/240305,Siddhpur
3618,udiseCode/361802,Siddipet (Rural)
3618,udiseCode/361809,Siddipet (Urban)
0924,udiseCode/092419,Sidhauli
2317,udiseCode/231706,Sidhi
2820,udiseCode/282030,Sidhout
0917,udiseCode/091714,Sidhpura
0972,udiseCode/097214,Sidhpura
1015,udiseCode/101513,Sidhwalia
0309,udiseCode/030911,Sidhwan Bet
2929,udiseCode/292911,Sidlaghatta
1825,udiseCode/182502,Sidli
2317,udiseCode/231707,Sihawal
0616,udiseCode/061608,Sihma
2339,udiseCode/233907,Sihora
0201,udiseCode/020111,Sihunta
0911,udiseCode/091130,Sikandarabad Nagar
0926,udiseCode/092611,Sikanderpur Karn
0926,udiseCode/092609,Sikanderpur Sarosi
1037,udiseCode/103711,Sikandra
0911,udiseCode/091115,Sikandrabad
0913,udiseCode/091305,Sikandra Rao
1103,udiseCode/110305,Sikkip
0811,udiseCode/081105,Sikrai
0964,udiseCode/096402,Sikrara
1001,udiseCode/100113,Sikta
1007,udiseCode/100715,Sikti
1027,udiseCode/102719,Silao
1821,udiseCode/182105,Silchar
1902,udiseCode/190217,Siliguri Corporation
1921,udiseCode/192105,Siliguri Municipal Corporation
2014,udiseCode/201411,Silli
2719,udiseCode/271906,Sillod
2334,udiseCode/233406,Silwani
0827,udiseCode/082705,Simalwara
2003,udiseCode/200305,Simaria
0909,udiseCode/090907,Simbhawali
0975,udiseCode/097507,Simbhawali
2021,udiseCode/202104,Simdega
2224,udiseCode/222416,Simga
2820,udiseCode/282018,Simhadripuram
1913,udiseCode/191320,Simlapal
1030,udiseCode/103019,Simri
1012,udiseCode/101208,Simri Bakhtiyarpur
2108,udiseCode/210811,Simulia
2125,udiseCode/212505,Sinapali
2903,udiseCode/290312,Sindagi
2713,udiseCode/271309,Sindewahi
2906,udiseCode/290608,Sindhanur
0817,udiseCode/081705,Sindhari
0922,udiseCode/092205,Sindhauli
2704,udiseCode/270413,Sindkhed Raja
1901,udiseCode/190104,Singamari - Tukvar
3323,udiseCode/332310,Singampunari
2822,udiseCode/282211,Singanamala
2818,udiseCode/281856,Singarayakonda
3610,udiseCode/361020,Singareni
3631,udiseCode/363101,Singareni
1202,udiseCode/120205,Singchung-Bhalukpong
1011,udiseCode/101107,Singheshwar
1019,udiseCode/101912,Singhia
0102,udiseCode/010216,Singhpora (Kalan)
0102,udiseCode/010217,Singhpora Pattan
0928,udiseCode/092807,Singhpur
0973,udiseCode/097312,Singhpur
0973,udiseCode/097317,Singhpur
1013,udiseCode/101303,Singhwara
1403,udiseCode/140303,Singngat
1912,udiseCode/191216,Singur
2418,udiseCode/241809,Singvad
2720,udiseCode/272012,Sinner
1808,udiseCode/180801,Sipajhar
2931,udiseCode/293106,Sira
0944,udiseCode/094403,Sirathu
0946,udiseCode/094602,Sirauli Gauspur
1036,udiseCode/103613,Sirdala
3616,udiseCode/361602,Sirgapoor
0308,udiseCode/030801,Sirhind
3603,udiseCode/360344,Siricilla
3601,udiseCode/360117,Sirikonda
3602,udiseCode/360223,Sirikonda
3319,udiseCode/331910,Sirkali
3605,udiseCode/360527,Sirkonda
0964,udiseCode/096401,Sirkoni
2314,udiseCode/231404,Sirmour
0819,udiseCode/081903,Sirohi
2712,udiseCode/271208,Sironcha
2331,udiseCode/233106,Sironj
3601,udiseCode/360145,Sirpur (T)
3602,udiseCode/360210,Sirpur (T)
3601,udiseCode/360129,Sirpur (U)
3602,udiseCode/360202,Sirpur (U)
0611,udiseCode/061107,Sirsa
2934,udiseCode/293403,Sirsi
3614,udiseCode/361406,Sirsilla
0951,udiseCode/095106,Sirsiya
2912,udiseCode/291208,Siruguppa
2821,udiseCode/282136,Sirvel
2016,udiseCode/201609,Sisai
0957,udiseCode/095703,Siswa
1016,udiseCode/101614,Siswan
1903,udiseCode/190303,Sitai
1903,udiseCode/190310,Sitalkuchi
2319,udiseCode/231908,Sitamau
2202,udiseCode/220203,Sitapur
0512,udiseCode/051206,Sitarganj
3323,udiseCode/332301,Sivagangai
3326,udiseCode/332609,Sivakasi
0605,udiseCode/060506,Siwan
0817,udiseCode/081704,Siwana
0613,udiseCode/061309,Siwani
1016,udiseCode/101615,Siwan Sadar
0911,udiseCode/091132,Siyana
1206,udiseCode/120602,Siyum
3604,udiseCode/360413,Soan
1819,udiseCode/181910,Socheng
1833,udiseCode/183310,Socheng
2823,udiseCode/282340,Sodam
2719,udiseCode/271907,Soegaon
0101,udiseCode/010108,Sogam
2316,udiseCode/231612,Sohagpur
2337,udiseCode/233705,Sohagpur
0947,udiseCode/094710,Sohawal
2313,udiseCode/231307,Sohawal
0963,udiseCode/096312,Sohawn
2101,udiseCode/210112,Sohella
0618,udiseCode/061803,Sohna
0104,udiseCode/010417,Soibugh
0820,udiseCode/082003,Sojat
2415,udiseCode/241506,Sojitra
2730,udiseCode/273010,Solapur North
2730,udiseCode/273011,Solapur South
2730,udiseCode/273012,Solapur Urc-1
2730,udiseCode/273013,Solapur Urc-2
2823,udiseCode/282339,Somala
2822,udiseCode/282254,Somandepalle
2925,udiseCode/292502,Somavarpet
2811,udiseCode/281134,Sompeta
1901,udiseCode/190117,Sonada - Tung
2014,udiseCode/201419,Sonahatu
1821,udiseCode/182107,Sonai
1913,udiseCode/191318,Sonamukhi
1913,udiseCode/191325,Sonamukhi Municipality
2007,udiseCode/200710,Sonaraithari
1816,udiseCode/181605,Sonari
1829,udiseCode/182905,Sonari
1918,udiseCode/191828,Sonarpur
1004,udiseCode/100411,Sonbarsa
1012,udiseCode/101207,Sonbarsa
1038,udiseCode/103810,Sonbhadra Bansi Surajpur
2349,udiseCode/234906,Sondwa
0608,udiseCode/060801,Sonepat
1017,udiseCode/101719,Sonepur
2123,udiseCode/212304,Sonepur
2123,udiseCode/212308,Sonepur Mpl
2422,udiseCode/242210,Songadh
2426,udiseCode/242610,Songadh
1702,udiseCode/170202,Songsak
2201,udiseCode/220121,Sonhat
2323,udiseCode/232303,Sonkatch
1037,udiseCode/103717,Sono
2717,udiseCode/271709,Sonpeth
2017,udiseCode/201721,Sonua
0102,udiseCode/010218,Sopore
2915,udiseCode/291506,Sorab
0945,udiseCode/094507,Soraon
1102,udiseCode/110202,Soreng
2108,udiseCode/210812,Soro
0917,udiseCode/091715,Soron
0972,udiseCode/097215,Soron
2108,udiseCode/210816,Soro Nac
0917,udiseCode/091721,Soron (Urban)
0972,udiseCode/097221,Soron (Urban)
2901,udiseCode/290112,Soundatti
1901,udiseCode/190115,Soureni - Panighatta
1818,udiseCode/181804,South
2920,udiseCode/292001,South1
2920,udiseCode/292008,South2
2920,udiseCode/292009,South3
2920,udiseCode/292003,South4
1911,udiseCode/191144,South Dum Dum Municipality
1822,udiseCode/182205,South Karimganj
1802,udiseCode/180207,South Salmara
1832,udiseCode/183207,South Salmara
3323,udiseCode/332311,S.Pudur
2813,udiseCode/281340,S.Rayavaram
0801,udiseCode/080101,Sri Ganganagar
0106,udiseCode/010615,Srigufwara
1804,udiseCode/180403,Srijangram
2811,udiseCode/281119,Srikakulam
2823,udiseCode/282314,Srikalahasti
2823,udiseCode/282381,Srikalahasti
0103,udiseCode/010301,Srinagar
0821,udiseCode/082103,Sri Nagar
1009,udiseCode/100913,Sri Nagar
2917,udiseCode/291701,Sringeri
2919,udiseCode/291912,Srinivasapur
3303,udiseCode/330304,Sriperumbudur
3607,udiseCode/360712,Srirampur
2922,udiseCode/292207,Sriranga Patna
3627,udiseCode/362712,Srirangapur
2821,udiseCode/282112,Srisailam
2821,udiseCode/282179,Srisailamgudem Devasthanam
2821,udiseCode/282178,Srisailam Project(Rfc)Township
3328,udiseCode/332803,Srivaikundam
3326,udiseCode/332607,Srivilliputhur
2823,udiseCode/282347,S.R.Puram
2812,udiseCode/281230,Srungavarapukota
1506,udiseCode/150602,Station
3303,udiseCode/330314,St.Thomas Mount(Rural)
3303,udiseCode/330309,St.Thomas Mount(Urban)
0905,udiseCode/090503,Suar
2105,udiseCode/210515,Subdega
2423,udiseCode/242302,Subir
2724,udiseCode/272412,Sudhagad
0309,udiseCode/030912,Sudhar
1002,udiseCode/100225,Sugauli
2402,udiseCode/240214,Suigam
0964,udiseCode/096420,Suitha Kala
0964,udiseCode/096414,Sujan Ganj
0804,udiseCode/080405,Sujangarh
0206,udiseCode/020602,Sujanpur
0322,udiseCode/032210,Sujanpur
3609,udiseCode/360915,Sujathanagar
1901,udiseCode/190112,Sukhiapokhri - Maneybhanjang
2113,udiseCode/211310,Sukinda
2221,udiseCode/222102,Sukma
0959,udiseCode/095902,Sukrauli
2107,udiseCode/210722,Sukruli
0949,udiseCode/094922,Sukul Bazar
1022,udiseCode/102204,Sulatanganj
2107,udiseCode/210723,Suliapada
2924,udiseCode/292405,Sullia
2819,udiseCode/281945,Sullurpet
3607,udiseCode/360710,Sultanabad
0918,udiseCode/091804,Sultanganj
0830,udiseCode/083002,Sultanpur
0949,udiseCode/094923,Sultanpur City
0303,udiseCode/030305,Sultanpur Lodhi
3603,udiseCode/360331,Sulthanabad
3203,udiseCode/320302,Sulthan Bathery
3312,udiseCode/331220,Sulthanpet
3312,udiseCode/331221,Sulur
0116,udiseCode/011619,Sumbal
1103,udiseCode/110308,Sumbuk
0820,udiseCode/082008,Sumerpur
0926,udiseCode/092616,Sumerpur
0938,udiseCode/093802,Sumerpur
2129,udiseCode/212918,Sunabeda Nac
0316,udiseCode/031612,Sunam
2105,udiseCode/210516,Sundargarh
2105,udiseCode/210521,Sundargarh Mpl
0112,udiseCode/011227,Sunderbani
0205,udiseCode/020503,Sunder Nagar-1
0205,udiseCode/020504,Sunder Nagar-2
2008,udiseCode/200803,Sunderpahari
0201,udiseCode/020112,Sundla
0832,udiseCode/083205,Sunel
0211,udiseCode/021116,Suni
1006,udiseCode/100610,Supaul
1004,udiseCode/100421,Suppi
2119,udiseCode/211922,Surada
2119,udiseCode/211940,Surada Nac
0805,udiseCode/080504,Surajgarh
2227,udiseCode/222714,Surajpur
0111,udiseCode/011112,Surankote
2422,udiseCode/242215,Surat Corpo.
0946,udiseCode/094608,Surat Ganj
0801,udiseCode/080108,Suratgarh
2720,udiseCode/272013,Surgana
1908,udiseCode/190805,Suri-I
1908,udiseCode/190806,Suri-Ii
1908,udiseCode/190821,Suri Municipality
2006,udiseCode/200615,Suriya
0971,udiseCode/097103,Suriyavan
0210,udiseCode/021010,Surla
0925,udiseCode/092504,Sursa
1004,udiseCode/100413,Sursand
1025,udiseCode/102525,Suryagarha
3608,udiseCode/360826,Suryapet
3630,udiseCode/363007,Suryapet
1032,udiseCode/103217,Suryapura
2322,udiseCode/232203,Susner
2351,udiseCode/235103,Susner
1919,udiseCode/191910,Sutahata
1907,udiseCode/190723,Suti-I
1907,udiseCode/190724,Suti-Ii
2412,udiseCode/241205,Sutrapada
2430,udiseCode/243003,Sutrapada
0824,udiseCode/082408,Suwana
2820,udiseCode/282051,S.V.Kasinayan
0208,udiseCode/020802,Swarghat
1911,udiseCode/191119,Swarupnagar
0509,udiseCode/050909,Syaldey
0911,udiseCode/091106,Syna
2819,udiseCode/281946,Tada
0901,udiseCode/090114,T.A. Deoband
2815,udiseCode/281518,Tadepalli Gudem
2817,udiseCode/281713,Tadikonda
2822,udiseCode/282230,Tadimarri
3607,udiseCode/360741,Tadoor
3628,udiseCode/362804,Tadoor
2822,udiseCode/282209,Tadpatri
1401,udiseCode/140105,Tadubi
3608,udiseCode/360815,Tadvai
3632,udiseCode/363204,Tadvai
3602,udiseCode/360233,Tadwai
3615,udiseCode/361515,Tadwai
0916,udiseCode/091610,T.A. Firozabad
0901,udiseCode/090113,T.A. Gangoh
0105,udiseCode/010510,Tahab
0961,udiseCode/096110,Tahberpur
0108,udiseCode/010804,Taisuru
0935,udiseCode/093510,T. A. Jalaun
1019,udiseCode/101904,Tajpur
0950,udiseCode/095007,Tajwa Pur
0935,udiseCode/093511,T. A. Kalpi
1901,udiseCode/190110,Takdah - Teesta Valley
0931,udiseCode/093101,Takha
2207,udiseCode/220725,Takhatpur
1911,udiseCode/191148,Taki Municipality
0935,udiseCode/093512,T. A. Konch
0914,udiseCode/091413,T.A. Kosikalan
0509,udiseCode/050910,Takula
2724,udiseCode/272414,Tala
2414,udiseCode/241410,Talaja
3623,udiseCode/362314,Talakondapalle
2412,udiseCode/241203,Talala
2430,udiseCode/243001,Talala
3601,udiseCode/360112,Talamadugu
2736,udiseCode/273613,Talasari
0937,udiseCode/093704,Talbehat
2115,udiseCode/211508,Talcher
2115,udiseCode/211511,Talcher Mpl
1913,udiseCode/191321,Taldangra
0823,udiseCode/082304,Talera
0930,udiseCode/093003,Tal Gram
1214,udiseCode/121408,Tali
1219,udiseCode/121903,Tali
1206,udiseCode/120603,Taliha
3202,udiseCode/320210,Taliparamba North
3202,udiseCode/320211,Taliparamba South
2009,udiseCode/200909,Taljhari
3607,udiseCode/360715,Talkondapally
2815,udiseCode/281504,Tallapudi
2818,udiseCode/281815,Talluru
2405,udiseCode/240509,Talod
2701,udiseCode/270104,Taloda
2822,udiseCode/282239,Talupula
0314,udiseCode/031408,Talwandi Sabo
0305,udiseCode/030509,Talwara
0828,udiseCode/082803,Talwara
0957,udiseCode/095712,Ta Mahrajganj
2014,udiseCode/201420,Tamar
0914,udiseCode/091411,T.A. Mathura
1402,udiseCode/140203,Tamei
1402,udiseCode/140201,Tamenglong
1205,udiseCode/120503,Tamen - Raga
2343,udiseCode/234305,Tamia
0959,udiseCode/095910,Tamkuhi
1309,udiseCode/130907,Tamlu
1919,udiseCode/191904,Tamluk
1919,udiseCode/191927,Tamluk Municipality
2204,udiseCode/220417,Tamnar
3601,udiseCode/360111,Tamsi
1824,udiseCode/182401,Tamulpur
2822,udiseCode/282241,Tanakal
0305,udiseCode/030510,Tanda
0948,udiseCode/094809,Tanda
0948,udiseCode/094810,Tanda Town Area
0925,udiseCode/092509,Tandiyawa
3601,udiseCode/360141,Tandur
3603,udiseCode/360306,Tandur
3606,udiseCode/360623,Tandur
3624,udiseCode/362414,Tandur
