State,District,Subdistt,Town/Village,Ward,EB,Level,Name,census_location_id
03,041,00000,000000,0000,000000,DISTRICT,Ludhiana,COI2011-03-041-00000-000000-0000-000000
03,042,00000,000000,0000,000000,DISTRICT,Moga,COI2011-03-042-00000-000000-0000-000000
03,043,00000,000000,0000,000000,DISTRICT,Firozpur,COI2011-03-043-00000-000000-0000-000000
03,044,00000,000000,0000,000000,DISTRICT,Muktsar,COI2011-03-044-00000-000000-0000-000000
03,045,00000,000000,0000,000000,DISTRICT,Faridkot,COI2011-03-045-00000-000000-0000-000000
03,046,00000,000000,0000,000000,DISTRICT,Bathinda,COI2011-03-046-00000-000000-0000-000000
03,047,00000,000000,0000,000000,DISTRICT,Mansa,COI2011-03-047-00000-000000-0000-000000
03,048,00000,000000,0000,000000,DISTRICT,Patiala,COI2011-03-048-00000-000000-0000-000000
03,049,00000,000000,0000,000000,DISTRICT,Amritsar ,COI2011-03-049-00000-000000-0000-000000
03,050,00000,000000,0000,000000,DISTRICT,Tarn Taran,COI2011-03-050-00000-000000-0000-000000
03,051,00000,000000,0000,000000,DISTRICT,Rupnagar,COI2011-03-051-00000-000000-0000-000000
03,052,00000,000000,0000,000000,DISTRICT,Sahibzada Ajit Singh Nagar,COI2011-03-052-00000-000000-0000-000000
03,053,00000,000000,0000,000000,DISTRICT,Sangrur,COI2011-03-053-00000-000000-0000-000000
03,054,00000,000000,0000,000000,DISTRICT,Barnala,COI2011-03-054-00000-000000-0000-000000
04,000,00000,000000,0000,000000,STATE,CHANDIGARH,COI2011-04-000-00000-000000-0000-000000
04,055,00000,000000,0000,000000,DISTRICT,Chandigarh,COI2011-04-055-00000-000000-0000-000000
05,000,00000,000000,0000,000000,STATE,UTTARAKHAND,COI2011-05-000-00000-000000-0000-000000
05,056,00000,000000,0000,000000,DISTRICT,Uttarkashi,COI2011-05-056-00000-000000-0000-000000
05,057,00000,000000,0000,000000,DISTRICT,Chamoli,COI2011-05-057-00000-000000-0000-000000
05,058,00000,000000,0000,000000,DISTRICT,Rudraprayag,COI2011-05-058-00000-000000-0000-000000
05,059,00000,000000,0000,000000,DISTRICT,Tehri Garhwal,COI2011-05-059-00000-000000-0000-000000
05,060,00000,000000,0000,000000,DISTRICT,Dehradun,COI2011-05-060-00000-000000-0000-000000
05,061,00000,000000,0000,000000,DISTRICT,Garhwal,COI2011-05-061-00000-000000-0000-000000
05,062,00000,000000,0000,000000,DISTRICT,Pithoragarh,COI2011-05-062-00000-000000-0000-000000
05,063,00000,000000,0000,000000,DISTRICT,Bageshwar,COI2011-05-063-00000-000000-0000-000000
05,064,00000,000000,0000,000000,DISTRICT,"Almora
",COI2011-05-064-00000-000000-0000-000000
05,065,00000,000000,0000,000000,DISTRICT,Champawat,COI2011-05-065-00000-000000-0000-000000
05,066,00000,000000,0000,000000,DISTRICT,Nainital,COI2011-05-066-00000-000000-0000-000000
05,067,00000,000000,0000,000000,DISTRICT,Udham Singh Nagar,COI2011-05-067-00000-000000-0000-000000
05,068,00000,000000,0000,000000,DISTRICT,Hardwar,COI2011-05-068-00000-000000-0000-000000
06,000,00000,000000,0000,000000,STATE,HARYANA,COI2011-06-000-00000-000000-0000-000000
06,069,00000,000000,0000,000000,DISTRICT,Panchkula,COI2011-06-069-00000-000000-0000-000000
06,070,00000,000000,0000,000000,DISTRICT,Ambala,COI2011-06-070-00000-000000-0000-000000
06,071,00000,000000,0000,000000,DISTRICT,Yamunanagar,COI2011-06-071-00000-000000-0000-000000
06,072,00000,000000,0000,000000,DISTRICT,Kurukshetra,COI2011-06-072-00000-000000-0000-000000
06,073,00000,000000,0000,000000,DISTRICT,Kaithal,COI2011-06-073-00000-000000-0000-000000
06,074,00000,000000,0000,000000,DISTRICT,Karnal,COI2011-06-074-00000-000000-0000-000000
06,075,00000,000000,0000,000000,DISTRICT,Panipat,COI2011-06-075-00000-000000-0000-000000
06,076,00000,000000,0000,000000,DISTRICT,Sonipat,COI2011-06-076-00000-000000-0000-000000
06,077,00000,000000,0000,000000,DISTRICT,Jind,COI2011-06-077-00000-000000-0000-000000
06,078,00000,000000,0000,000000,DISTRICT,Fatehabad,COI2011-06-078-00000-000000-0000-000000
06,079,00000,000000,0000,000000,DISTRICT,Sirsa,COI2011-06-079-00000-000000-0000-000000
06,080,00000,000000,0000,000000,DISTRICT,Hisar,COI2011-06-080-00000-000000-0000-000000
06,081,00000,000000,0000,000000,DISTRICT,Bhiwani,COI2011-06-081-00000-000000-0000-000000
06,082,00000,000000,0000,000000,DISTRICT,Rohtak,COI2011-06-082-00000-000000-0000-000000
06,083,00000,000000,0000,000000,DISTRICT,Jhajjar,COI2011-06-083-00000-000000-0000-000000
06,084,00000,000000,0000,000000,DISTRICT,Mahendragarh,COI2011-06-084-00000-000000-0000-000000
06,085,00000,000000,0000,000000,DISTRICT,Rewari,COI2011-06-085-00000-000000-0000-000000
06,086,00000,000000,0000,000000,DISTRICT,Gurgaon,COI2011-06-086-00000-000000-0000-000000
06,087,00000,000000,0000,000000,DISTRICT,Mewat ,COI2011-06-087-00000-000000-0000-000000
06,088,00000,000000,0000,000000,DISTRICT,Faridabad,COI2011-06-088-00000-000000-0000-000000
06,089,00000,000000,0000,000000,DISTRICT,Palwal ,COI2011-06-089-00000-000000-0000-000000
07,000,00000,000000,0000,000000,STATE,NCT OF DELHI,COI2011-07-000-00000-000000-0000-000000
07,090,00000,000000,0000,000000,DISTRICT,North West,COI2011-07-090-00000-000000-0000-000000
07,091,00000,000000,0000,000000,DISTRICT,North,COI2011-07-091-00000-000000-0000-000000
07,092,00000,000000,0000,000000,DISTRICT,North East,COI2011-07-092-00000-000000-0000-000000
07,093,00000,000000,0000,000000,DISTRICT,East,COI2011-07-093-00000-000000-0000-000000
07,094,00000,000000,0000,000000,DISTRICT,New Delhi,COI2011-07-094-00000-000000-0000-000000
07,095,00000,000000,0000,000000,DISTRICT,Central,COI2011-07-095-00000-000000-0000-000000
07,096,00000,000000,0000,000000,DISTRICT,West,COI2011-07-096-00000-000000-0000-000000
07,097,00000,000000,0000,000000,DISTRICT,South West,COI2011-07-097-00000-000000-0000-000000
07,098,00000,000000,0000,000000,DISTRICT,South,COI2011-07-098-00000-000000-0000-000000
08,000,00000,000000,0000,000000,STATE,RAJASTHAN,COI2011-08-000-00000-000000-0000-000000
08,099,00000,000000,0000,000000,DISTRICT,Ganganagar ,COI2011-08-099-00000-000000-0000-000000
08,100,00000,000000,0000,000000,DISTRICT,Hanumangarh,COI2011-08-100-00000-000000-0000-000000
08,101,00000,000000,0000,000000,DISTRICT,Bikaner,COI2011-08-101-00000-000000-0000-000000
08,102,00000,000000,0000,000000,DISTRICT,Churu,COI2011-08-102-00000-000000-0000-000000
08,103,00000,000000,0000,000000,DISTRICT,Jhunjhunun,COI2011-08-103-00000-000000-0000-000000
08,104,00000,000000,0000,000000,DISTRICT,Alwar,COI2011-08-104-00000-000000-0000-000000
08,105,00000,000000,0000,000000,DISTRICT,Bharatpur,COI2011-08-105-00000-000000-0000-000000
08,106,00000,000000,0000,000000,DISTRICT,Dhaulpur,COI2011-08-106-00000-000000-0000-000000
08,107,00000,000000,0000,000000,DISTRICT,Karauli,COI2011-08-107-00000-000000-0000-000000
08,108,00000,000000,0000,000000,DISTRICT,Sawai Madhopur,COI2011-08-108-00000-000000-0000-000000
08,109,00000,000000,0000,000000,DISTRICT,Dausa,COI2011-08-109-00000-000000-0000-000000
08,110,00000,000000,0000,000000,DISTRICT,Jaipur,COI2011-08-110-00000-000000-0000-000000
08,111,00000,000000,0000,000000,DISTRICT,Sikar,COI2011-08-111-00000-000000-0000-000000
08,112,00000,000000,0000,000000,DISTRICT,Nagaur,COI2011-08-112-00000-000000-0000-000000
08,113,00000,000000,0000,000000,DISTRICT,Jodhpur,COI2011-08-113-00000-000000-0000-000000
08,114,00000,000000,0000,000000,DISTRICT,Jaisalmer,COI2011-08-114-00000-000000-0000-000000
08,115,00000,000000,0000,000000,DISTRICT,Barmer,COI2011-08-115-00000-000000-0000-000000
08,116,00000,000000,0000,000000,DISTRICT,Jalor,COI2011-08-116-00000-000000-0000-000000
08,117,00000,000000,0000,000000,DISTRICT,Sirohi,COI2011-08-117-00000-000000-0000-000000
08,118,00000,000000,0000,000000,DISTRICT,Pali,COI2011-08-118-00000-000000-0000-000000
08,119,00000,000000,0000,000000,DISTRICT,Ajmer,COI2011-08-119-00000-000000-0000-000000
08,120,00000,000000,0000,000000,DISTRICT,Tonk,COI2011-08-120-00000-000000-0000-000000
08,121,00000,000000,0000,000000,DISTRICT,Bundi,COI2011-08-121-00000-000000-0000-000000
08,122,00000,000000,0000,000000,DISTRICT,Bhilwara,COI2011-08-122-00000-000000-0000-000000
08,123,00000,000000,0000,000000,DISTRICT,Rajsamand,COI2011-08-123-00000-000000-0000-000000
08,124,00000,000000,0000,000000,DISTRICT,Dungarpur,COI2011-08-124-00000-000000-0000-000000
08,125,00000,000000,0000,000000,DISTRICT,Banswara,COI2011-08-125-00000-000000-0000-000000
08,126,00000,000000,0000,000000,DISTRICT,Chittaurgarh,COI2011-08-126-00000-000000-0000-000000
08,127,00000,000000,0000,000000,DISTRICT,Kota,COI2011-08-127-00000-000000-0000-000000
08,128,00000,000000,0000,000000,DISTRICT,Baran,COI2011-08-128-00000-000000-0000-000000
08,129,00000,000000,0000,000000,DISTRICT,Jhalawar,COI2011-08-129-00000-000000-0000-000000
08,130,00000,000000,0000,000000,DISTRICT,Udaipur,COI2011-08-130-00000-000000-0000-000000
08,131,00000,000000,0000,000000,DISTRICT,Pratapgarh,COI2011-08-131-00000-000000-0000-000000
09,000,00000,000000,0000,000000,STATE,UTTAR PRADESH,COI2011-09-000-00000-000000-0000-000000
09,132,00000,000000,0000,000000,DISTRICT,Saharanpur,COI2011-09-132-00000-000000-0000-000000
09,133,00000,000000,0000,000000,DISTRICT,Muzaffarnagar,COI2011-09-133-00000-000000-0000-000000
09,134,00000,000000,0000,000000,DISTRICT,Bijnor,COI2011-09-134-00000-000000-0000-000000
09,135,00000,000000,0000,000000,DISTRICT,Moradabad,COI2011-09-135-00000-000000-0000-000000
09,136,00000,000000,0000,000000,DISTRICT,Rampur,COI2011-09-136-00000-000000-0000-000000
09,137,00000,000000,0000,000000,DISTRICT,Jyotiba Phule Nagar,COI2011-09-137-00000-000000-0000-000000
09,138,00000,000000,0000,000000,DISTRICT,Meerut,COI2011-09-138-00000-000000-0000-000000
09,139,00000,000000,0000,000000,DISTRICT,Baghpat,COI2011-09-139-00000-000000-0000-000000
09,140,00000,000000,0000,000000,DISTRICT,Ghaziabad,COI2011-09-140-00000-000000-0000-000000
09,141,00000,000000,0000,000000,DISTRICT,Gautam Buddha Nagar,COI2011-09-141-00000-000000-0000-000000
09,142,00000,000000,0000,000000,DISTRICT,Bulandshahr ,COI2011-09-142-00000-000000-0000-000000
09,143,00000,000000,0000,000000,DISTRICT,Aligarh,COI2011-09-143-00000-000000-0000-000000
09,144,00000,000000,0000,000000,DISTRICT,Mahamaya Nagar,COI2011-09-144-00000-000000-0000-000000
09,145,00000,000000,0000,000000,DISTRICT,Mathura,COI2011-09-145-00000-000000-0000-000000
09,146,00000,000000,0000,000000,DISTRICT,Agra,COI2011-09-146-00000-000000-0000-000000
09,147,00000,000000,0000,000000,DISTRICT,Firozabad,COI2011-09-147-00000-000000-0000-000000
09,148,00000,000000,0000,000000,DISTRICT,Mainpuri,COI2011-09-148-00000-000000-0000-000000
09,149,00000,000000,0000,000000,DISTRICT,Budaun,COI2011-09-149-00000-000000-0000-000000
09,150,00000,000000,0000,000000,DISTRICT,Bareilly,COI2011-09-150-00000-000000-0000-000000
09,151,00000,000000,0000,000000,DISTRICT,Pilibhit,COI2011-09-151-00000-000000-0000-000000
09,152,00000,000000,0000,000000,DISTRICT,Shahjahanpur,COI2011-09-152-00000-000000-0000-000000
09,153,00000,000000,0000,000000,DISTRICT,Kheri,COI2011-09-153-00000-000000-0000-000000
09,154,00000,000000,0000,000000,DISTRICT,Sitapur,COI2011-09-154-00000-000000-0000-000000
09,155,00000,000000,0000,000000,DISTRICT,Hardoi,COI2011-09-155-00000-000000-0000-000000
09,156,00000,000000,0000,000000,DISTRICT,Unnao,COI2011-09-156-00000-000000-0000-000000
09,157,00000,000000,0000,000000,DISTRICT,Lucknow,COI2011-09-157-00000-000000-0000-000000
09,158,00000,000000,0000,000000,DISTRICT,Rae Bareli,COI2011-09-158-00000-000000-0000-000000
09,159,00000,000000,0000,000000,DISTRICT,Farrukhabad,COI2011-09-159-00000-000000-0000-000000
09,160,00000,000000,0000,000000,DISTRICT,Kannauj,COI2011-09-160-00000-000000-0000-000000
09,161,00000,000000,0000,000000,DISTRICT,Etawah,COI2011-09-161-00000-000000-0000-000000
09,162,00000,000000,0000,000000,DISTRICT,Auraiya,COI2011-09-162-00000-000000-0000-000000
09,163,00000,000000,0000,000000,DISTRICT,Kanpur Dehat,COI2011-09-163-00000-000000-0000-000000
09,164,00000,000000,0000,000000,DISTRICT,Kanpur Nagar,COI2011-09-164-00000-000000-0000-000000
09,165,00000,000000,0000,000000,DISTRICT,Jalaun ,COI2011-09-165-00000-000000-0000-000000
09,166,00000,000000,0000,000000,DISTRICT,Jhansi,COI2011-09-166-00000-000000-0000-000000
09,167,00000,000000,0000,000000,DISTRICT,Lalitpur,COI2011-09-167-00000-000000-0000-000000
09,168,00000,000000,0000,000000,DISTRICT,Hamirpur,COI2011-09-168-00000-000000-0000-000000
09,169,00000,000000,0000,000000,DISTRICT,Mahoba,COI2011-09-169-00000-000000-0000-000000
09,170,00000,000000,0000,000000,DISTRICT,Banda,COI2011-09-170-00000-000000-0000-000000
09,171,00000,000000,0000,000000,DISTRICT,Chitrakoot,COI2011-09-171-00000-000000-0000-000000
09,172,00000,000000,0000,000000,DISTRICT,Fatehpur,COI2011-09-172-00000-000000-0000-000000
09,173,00000,000000,0000,000000,DISTRICT,Pratapgarh,COI2011-09-173-00000-000000-0000-000000
09,174,00000,000000,0000,000000,DISTRICT,Kaushambi,COI2011-09-174-00000-000000-0000-000000
09,175,00000,000000,0000,000000,DISTRICT,Allahabad ,COI2011-09-175-00000-000000-0000-000000
09,176,00000,000000,0000,000000,DISTRICT,Bara Banki,COI2011-09-176-00000-000000-0000-000000
09,177,00000,000000,0000,000000,DISTRICT,Faizabad,COI2011-09-177-00000-000000-0000-000000
09,178,00000,000000,0000,000000,DISTRICT,Ambedkar Nagar,COI2011-09-178-00000-000000-0000-000000
09,179,00000,000000,0000,000000,DISTRICT,Sultanpur,COI2011-09-179-00000-000000-0000-000000
09,180,00000,000000,0000,000000,DISTRICT,Bahraich,COI2011-09-180-00000-000000-0000-000000
09,181,00000,000000,0000,000000,DISTRICT,Shrawasti,COI2011-09-181-00000-000000-0000-000000
09,182,00000,000000,0000,000000,DISTRICT,Balrampur,COI2011-09-182-00000-000000-0000-000000
09,183,00000,000000,0000,000000,DISTRICT,Gonda,COI2011-09-183-00000-000000-0000-000000
09,184,00000,000000,0000,000000,DISTRICT,Siddharthnagar,COI2011-09-184-00000-000000-0000-000000
09,185,00000,000000,0000,000000,DISTRICT,Basti,COI2011-09-185-00000-000000-0000-000000
09,186,00000,000000,0000,000000,DISTRICT,Sant Kabir Nagar,COI2011-09-186-00000-000000-0000-000000
09,187,00000,000000,0000,000000,DISTRICT,Mahrajganj,COI2011-09-187-00000-000000-0000-000000
09,188,00000,000000,0000,000000,DISTRICT,Gorakhpur,COI2011-09-188-00000-000000-0000-000000
09,189,00000,000000,0000,000000,DISTRICT,Kushinagar,COI2011-09-189-00000-000000-0000-000000
09,190,00000,000000,0000,000000,DISTRICT,Deoria,COI2011-09-190-00000-000000-0000-000000
09,191,00000,000000,0000,000000,DISTRICT,Azamgarh,COI2011-09-191-00000-000000-0000-000000
09,192,00000,000000,0000,000000,DISTRICT,Mau,COI2011-09-192-00000-000000-0000-000000
09,193,00000,000000,0000,000000,DISTRICT,Ballia,COI2011-09-193-00000-000000-0000-000000
09,194,00000,000000,0000,000000,DISTRICT,Jaunpur,COI2011-09-194-00000-000000-0000-000000
09,195,00000,000000,0000,000000,DISTRICT,Ghazipur,COI2011-09-195-00000-000000-0000-000000
09,196,00000,000000,0000,000000,DISTRICT,Chandauli,COI2011-09-196-00000-000000-0000-000000
09,197,00000,000000,0000,000000,DISTRICT,Varanasi,COI2011-09-197-00000-000000-0000-000000
09,198,00000,000000,0000,000000,DISTRICT,Sant Ravidas Nagar (Bhadohi),COI2011-09-198-00000-000000-0000-000000
09,199,00000,000000,0000,000000,DISTRICT,Mirzapur,COI2011-09-199-00000-000000-0000-000000
09,200,00000,000000,0000,000000,DISTRICT,Sonbhadra,COI2011-09-200-00000-000000-0000-000000
09,201,00000,000000,0000,000000,DISTRICT,Etah,COI2011-09-201-00000-000000-0000-000000
09,202,00000,000000,0000,000000,DISTRICT,Kanshiram Nagar,COI2011-09-202-00000-000000-0000-000000
10,000,00000,000000,0000,000000,STATE,BIHAR,COI2011-10-000-00000-000000-0000-000000
10,203,00000,000000,0000,000000,DISTRICT,Pashchim Champaran,COI2011-10-203-00000-000000-0000-000000
10,204,00000,000000,0000,000000,DISTRICT,Purba Champaran,COI2011-10-204-00000-000000-0000-000000
10,205,00000,000000,0000,000000,DISTRICT,Sheohar,COI2011-10-205-00000-000000-0000-000000
10,206,00000,000000,0000,000000,DISTRICT,Sitamarhi,COI2011-10-206-00000-000000-0000-000000
10,207,00000,000000,0000,000000,DISTRICT,Madhubani,COI2011-10-207-00000-000000-0000-000000
10,208,00000,000000,0000,000000,DISTRICT,Supaul,COI2011-10-208-00000-000000-0000-000000
10,209,00000,000000,0000,000000,DISTRICT,Araria,COI2011-10-209-00000-000000-0000-000000
10,210,00000,000000,0000,000000,DISTRICT,Kishanganj,COI2011-10-210-00000-000000-0000-000000
10,211,00000,000000,0000,000000,DISTRICT,Purnia,COI2011-10-211-00000-000000-0000-000000
10,212,00000,000000,0000,000000,DISTRICT,Katihar,COI2011-10-212-00000-000000-0000-000000
10,213,00000,000000,0000,000000,DISTRICT,Madhepura,COI2011-10-213-00000-000000-0000-000000
10,214,00000,000000,0000,000000,DISTRICT,Saharsa,COI2011-10-214-00000-000000-0000-000000
10,215,00000,000000,0000,000000,DISTRICT,Darbhanga,COI2011-10-215-00000-000000-0000-000000
10,216,00000,000000,0000,000000,DISTRICT,Muzaffarpur,COI2011-10-216-00000-000000-0000-000000
10,217,00000,000000,0000,000000,DISTRICT,Gopalganj,COI2011-10-217-00000-000000-0000-000000
10,218,00000,000000,0000,000000,DISTRICT,Siwan,COI2011-10-218-00000-000000-0000-000000
10,219,00000,000000,0000,000000,DISTRICT,Saran,COI2011-10-219-00000-000000-0000-000000
10,220,00000,000000,0000,000000,DISTRICT,Vaishali,COI2011-10-220-00000-000000-0000-000000
10,221,00000,000000,0000,000000,DISTRICT,Samastipur,COI2011-10-221-00000-000000-0000-000000
10,222,00000,000000,0000,000000,DISTRICT,Begusarai,COI2011-10-222-00000-000000-0000-000000
10,223,00000,000000,0000,000000,DISTRICT,Khagaria,COI2011-10-223-00000-000000-0000-000000
10,224,00000,000000,0000,000000,DISTRICT,Bhagalpur,COI2011-10-224-00000-000000-0000-000000
10,225,00000,000000,0000,000000,DISTRICT,Banka,COI2011-10-225-00000-000000-0000-000000
10,226,00000,000000,0000,000000,DISTRICT,Munger,COI2011-10-226-00000-000000-0000-000000
10,227,00000,000000,0000,000000,DISTRICT,Lakhisarai,COI2011-10-227-00000-000000-0000-000000
10,228,00000,000000,0000,000000,DISTRICT,Sheikhpura,COI2011-10-228-00000-000000-0000-000000
10,229,00000,000000,0000,000000,DISTRICT,Nalanda,COI2011-10-229-00000-000000-0000-000000
10,230,00000,000000,0000,000000,DISTRICT,Patna,COI2011-10-230-00000-000000-0000-000000
10,231,00000,000000,0000,000000,DISTRICT,Bhojpur,COI2011-10-231-00000-000000-0000-000000
10,232,00000,000000,0000,000000,DISTRICT,Buxar,COI2011-10-232-00000-000000-0000-000000
10,233,00000,000000,0000,000000,DISTRICT,Kaimur (Bhabua),COI2011-10-233-00000-000000-0000-000000
10,234,00000,000000,0000,000000,DISTRICT,Rohtas,COI2011-10-234-00000-000000-0000-000000
10,235,00000,000000,0000,000000,DISTRICT,Aurangabad,COI2011-10-235-00000-000000-0000-000000
10,236,00000,000000,0000,000000,DISTRICT,Gaya,COI2011-10-236-00000-000000-0000-000000
10,237,00000,000000,0000,000000,DISTRICT,Nawada,COI2011-10-237-00000-000000-0000-000000
10,238,00000,000000,0000,000000,DISTRICT,Jamui,COI2011-10-238-00000-000000-0000-000000
10,239,00000,000000,0000,000000,DISTRICT,Jehanabad ,COI2011-10-239-00000-000000-0000-000000
10,240,00000,000000,0000,000000,DISTRICT,Arwal,COI2011-10-240-00000-000000-0000-000000
11,000,00000,000000,0000,000000,STATE,SIKKIM,COI2011-11-000-00000-000000-0000-000000
11,241,00000,000000,0000,000000,DISTRICT,North  District,COI2011-11-241-00000-000000-0000-000000
11,242,00000,000000,0000,000000,DISTRICT,West District,COI2011-11-242-00000-000000-0000-000000
11,243,00000,000000,0000,000000,DISTRICT,South District,COI2011-11-243-00000-000000-0000-000000
11,244,00000,000000,0000,000000,DISTRICT,East District,COI2011-11-244-00000-000000-0000-000000
12,000,00000,000000,0000,000000,STATE,ARUNACHAL PRADESH,COI2011-12-000-00000-000000-0000-000000
12,245,00000,000000,0000,000000,DISTRICT,Tawang,COI2011-12-245-00000-000000-0000-000000
12,246,00000,000000,0000,000000,DISTRICT,West Kameng,COI2011-12-246-00000-000000-0000-000000
12,247,00000,000000,0000,000000,DISTRICT,East Kameng,COI2011-12-247-00000-000000-0000-000000
12,248,00000,000000,0000,000000,DISTRICT,Papum Pare,COI2011-12-248-00000-000000-0000-000000
12,249,00000,000000,0000,000000,DISTRICT,Upper Subansiri,COI2011-12-249-00000-000000-0000-000000
12,250,00000,000000,0000,000000,DISTRICT,West Siang,COI2011-12-250-00000-000000-0000-000000
12,251,00000,000000,0000,000000,DISTRICT,East Siang,COI2011-12-251-00000-000000-0000-000000
12,252,00000,000000,0000,000000,DISTRICT,Upper Siang,COI2011-12-252-00000-000000-0000-000000
12,253,00000,000000,0000,000000,DISTRICT,Changlang,COI2011-12-253-00000-000000-0000-000000
12,254,00000,000000,0000,000000,DISTRICT,Tirap,COI2011-12-254-00000-000000-0000-000000
12,255,00000,000000,0000,000000,DISTRICT,Lower Subansiri,COI2011-12-255-00000-000000-0000-000000
12,256,00000,000000,0000,000000,DISTRICT,Kurung Kumey,COI2011-12-256-00000-000000-0000-000000
12,257,00000,000000,0000,000000,DISTRICT,Dibang Valley,COI2011-12-257-00000-000000-0000-000000
12,258,00000,000000,0000,000000,DISTRICT,Lower Dibang Valley,COI2011-12-258-00000-000000-0000-000000
12,259,00000,000000,0000,000000,DISTRICT,Lohit,COI2011-12-259-00000-000000-0000-000000
12,260,00000,000000,0000,000000,DISTRICT,Anjaw,COI2011-12-260-00000-000000-0000-000000
13,000,00000,000000,0000,000000,STATE,NAGALAND,COI2011-13-000-00000-000000-0000-000000
13,261,00000,000000,0000,000000,DISTRICT,Mon,COI2011-13-261-00000-000000-0000-000000
13,262,00000,000000,0000,000000,DISTRICT,Mokokchung,COI2011-13-262-00000-000000-0000-000000
