Detail Data For Electricity Monthly - Demand & Availability of Power Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
YearValue,MonthValue,Region,State,PeakDemand_MW,PeakMet_MW
2019,8,ER,BIHAR,5778.310,5748.360
2019,8,IN,DVC,2854.680,2847.950
2019,8,ER,JHARKHAND,1315.990,1315.990
2019,8,ER,ODISHA,4856.470,4856.470
2019,8,ER,WEST BENGAL,8727.670,8719.660
2019,8,ER,SIKKIM,89.640,89.640
2019,8,ER,A & N ISLANDS,58.000,54.000
2019,8,NER,ARUNACHAL PRADESH,155.860,152.450
2019,8,NER,ASSAM,2193.040,1956.000
2019,8,NER,MANIPUR,191.390,184.000
2019,8,NER,MEGHALAYA,333.000,333.000
2019,8,NER,MIZORAM,92.810,91.000
2019,8,NER,NAGALAND,186.360,169.000
2019,8,NER,TRIPURA,301.450,300.000
2019,6,NR,CHANDIGARH,413.000,413.000
2019,6,NR,DELHI,6904.000,6904.000
2019,6,NR,HARYANA,10237.000,10237.000
2019,6,NR,HIMACHAL PRADESH,1619.000,1619.000
2019,6,NR,JAMMU & KASHMIR,2362.000,2362.000
2019,6,NR,PUNJAB,13149.000,13149.000
2019,6,NR,RAJASTHAN,12620.000,12620.000
2019,6,NR,UTTAR PRADESH,21988.000,21407.000
2019,6,NR,UTTARAKHAND,2164.000,2164.000
2019,6,WR,CHHATTISGARH,4103.000,4078.000
2019,6,WR,GUJARAT,18437.000,18424.000
2019,6,WR,MADHYA PRADESH,10187.000,10180.000
2019,6,WR,MAHARASHTRA,22912.000,22912.000
2019,6,WR,DIU & DAMAN,351.000,350.000
2019,6,WR,DADRA & NAGAR HAVELI,824.000,824.000
2019,6,WR,GOA,622.000,621.000
2019,6,SR,ANDHRA PRADESH,10183.000,10170.000
2019,6,SR,TELANGANA,8375.000,8355.000
2019,6,SR,KARNATAKA,11490.000,11490.000
2019,6,SR,KERALA,4097.000,4071.000
2019,6,SR,TAMILNADU,15727.000,15668.000
2019,6,SR,PUDUCHERRY,470.000,470.000
2019,6,SR,LAKSHADWEEP,8.000,8.000
2019,6,ER,BIHAR,5579.000,5483.000
2019,6,IN,DVC,3002.000,2950.000
2019,6,ER,JHARKHAND,1385.000,1362.000
2019,6,ER,ODISHA,5036.000,4949.000
2019,6,ER,WEST BENGAL,9263.000,9088.000
2019,6,ER,SIKKIM,90.000,89.000
2019,6,ER,A & N ISLANDS,58.000,54.000
2019,6,NER,ARUNACHAL PRADESH,146.000,144.000
2019,6,NER,ASSAM,2032.000,1791.000
2019,6,NER,MANIPUR,188.000,182.000
2019,6,NER,MEGHALAYA,367.000,367.000
2019,6,NER,MIZORAM,101.000,99.000
2019,6,NER,NAGALAND,144.000,140.000
2019,6,NER,TRIPURA,320.000,311.000
2019,9,NR,CHANDIGARH,379.000,379.000
2019,9,NR,DELHI,0.000,626.000
2019,9,NR,HARYANA,0.000,451.000
2019,9,NR,HIMACHAL PRADESH,0.000,517.000
2019,9,NR,JAMMU & KASHMIR,0.000,928.000
2019,9,NR,PUNJAB,0.000,825.000
2019,9,NR,RAJASTHAN,0.000,553.000
2019,9,NR,UTTAR PRADESH,0.000,895.000
2019,9,NR,UTTARAKHAND,0.000,48.000
2019,9,WR,CHHATTISGARH,0.000,400.000
2019,9,WR,GUJARAT,0.000,487.000
2019,9,WR,MADHYA PRADESH,0.000,899.000
2019,9,WR,MAHARASHTRA,0.000,813.000
2019,9,WR,DIU & DAMAN,340.000,340.000
2019,9,WR,DADRA & NAGAR HAVELI,811.000,811.000
2019,9,WR,GOA,572.000,571.000
2019,9,SR,ANDHRA PRADESH,0.000,698.000
2019,9,SR,TELANGANA,0.000,749.000
2019,9,SR,KARNATAKA,0.000,466.000
2019,9,SR,KERALA,0.000,620.000
2019,9,SR,TAMILNADU,0.000,988.000
2019,9,SR,PUDUCHERRY,412.000,412.000
2019,9,SR,LAKSHADWEEP,8.000,8.000
2019,9,ER,BIHAR,0.000,835.000
2019,9,IN,DVC,0.000,881.000
2019,9,ER,JHARKHAND,0.000,328.000
2019,9,ER,ODISHA,0.000,292.000
2019,9,ER,WEST BENGAL,0.000,842.000
2019,9,ER,SIKKIM,93.000,93.000
2019,9,ER,A & N ISLANDS,58.000,54.000
2019,9,NER,ARUNACHAL PRADESH,156.000,152.000
2019,9,NER,ASSAM,0.000,134.000
2019,9,NER,MANIPUR,189.000,182.000
2019,9,NER,MEGHALAYA,336.000,336.000
2019,9,NER,MIZORAM,93.000,91.000
2019,9,NER,NAGALAND,173.000,156.000
2019,9,NER,TRIPURA,299.000,298.000
2019,10,NR,CHANDIGARH,237.000,237.000
2019,10,NR,DELHI,0.000,605.000
2019,10,NR,HARYANA,0.000,779.000
2019,10,NR,HIMACHAL PRADESH,0.000,542.000
2019,10,NR,JAMMU & KASHMIR,0.000,42.000
2019,10,NR,PUNJAB,0.000,348.000
2019,10,NR,RAJASTHAN,0.000,533.000
2019,10,NR,UTTAR PRADESH,0.000,707.000
2019,10,NR,UTTARAKHAND,0.000,797.000
2019,10,WR,CHHATTISGARH,0.000,79.000
2019,10,WR,GUJARAT,0.000,499.000
2019,10,WR,MADHYA PRADESH,0.000,820.000
2019,10,WR,MAHARASHTRA,0.000,750.000
2019,10,WR,DIU & DAMAN,347.000,347.000
2019,10,WR,DADRA & NAGAR HAVELI,806.000,805.000
2019,10,WR,GOA,590.000,590.000
2019,10,SR,ANDHRA PRADESH,0.000,988.000
2019,10,SR,TELANGANA,0.000,532.000
2019,10,SR,KARNATAKA,0.000,90.000
2019,10,SR,KERALA,0.000,692.000
2019,10,SR,TAMILNADU,0.000,335.000
2019,10,SR,PUDUCHERRY,416.000,415.000
2019,10,SR,LAKSHADWEEP,8.000,8.000
2019,10,ER,BIHAR,0.000,27.000
2019,10,IN,DVC,0.000,831.000
2019,10,ER,JHARKHAND,0.000,277.000
2019,10,ER,ODISHA,0.000,656.000
2019,10,ER,WEST BENGAL,0.000,219.000
2019,10,ER,SIKKIM,96.000,96.000
2019,10,ER,A & N ISLANDS,58.000,54.000
2019,10,NER,ARUNACHAL PRADESH,137.000,137.000
2019,10,NER,ASSAM,0.000,964.000
2019,10,NER,MANIPUR,197.000,183.000
2019,10,NER,MEGHALAYA,338.000,338.000
2019,10,NER,MIZORAM,102.000,102.000
2019,10,NER,NAGALAND,151.000,148.000
2019,10,NER,TRIPURA,291.000,291.000
2019,11,NR,CHANDIGARH,211.000,211.000
2019,11,NR,DELHI,0.000,631.000
2019,11,NR,HARYANA,0.000,138.000
2019,11,NR,HIMACHAL PRADESH,0.000,629.000
2019,11,NR,JAMMU & KASHMIR,0.000,742.000
2019,11,NR,PUNJAB,0.000,503.000
2019,11,NR,RAJASTHAN,0.000,980.000
2019,11,NR,UTTAR PRADESH,0.000,271.000
2019,11,NR,UTTARAKHAND,0.000,818.000
2019,11,WR,CHHATTISGARH,0.000,548.000
2019,11,WR,GUJARAT,0.000,992.000
2019,11,WR,MADHYA PRADESH,0.000,147.000
2019,11,WR,MAHARASHTRA,0.000,471.000
2019,11,WR,DIU & DAMAN,332.000,332.000
2019,11,WR,DADRA & NAGAR HAVELI,805.000,805.000
2019,11,WR,GOA,611.000,611.000
2019,11,SR,ANDHRA PRADESH,0.000,426.000
2019,11,SR,TELANGANA,0.000,408.000
2019,11,SR,KARNATAKA,0.000,682.000
2019,11,SR,KERALA,0.000,789.000
2019,11,SR,TAMILNADU,0.000,829.000
2019,11,SR,PUDUCHERRY,396.000,396.000
2019,11,SR,LAKSHADWEEP,8.000,8.000
2019,11,ER,BIHAR,0.000,341.000
2019,11,IN,DVC,0.000,809.000
2019,11,ER,JHARKHAND,0.000,280.000
2019,11,ER,ODISHA,0.000,26.000
2019,11,ER,WEST BENGAL,0.000,806.000
2019,11,ER,SIKKIM,102.000,102.000
2019,11,ER,A & N ISLANDS,58.000,54.000
2019,11,NER,ARUNACHAL PRADESH,151.000,146.000
2019,11,NER,ASSAM,0.000,727.000
2019,11,NER,MANIPUR,224.000,201.000
2019,11,NER,MEGHALAYA,363.000,350.000
2019,11,NER,MIZORAM,107.000,107.000
2019,11,NER,NAGALAND,149.000,148.000
2019,11,NER,TRIPURA,258.000,257.000
2019,12,NR,CHANDIGARH,306.000,306.000
2019,12,NR,DELHI,5245.000,5245.000
2019,12,NR,HARYANA,7049.000,7049.000
2019,12,NR,HIMACHAL PRADESH,1729.000,1729.000
2019,12,NR,JAMMU & KASHMIR,3104.000,2484.000
2019,12,NR,PUNJAB,6767.000,6767.000
2019,12,NR,RAJASTHAN,13850.000,13464.000
2019,12,NR,UTTAR PRADESH,17712.000,17412.000
2019,12,NR,UTTARAKHAND,2233.000,2233.000
2019,12,WR,CHHATTISGARH,3805.000,3748.000
2019,12,WR,GUJARAT,16148.000,16097.000
2019,12,WR,MADHYA PRADESH,14674.000,14623.000
2019,12,WR,MAHARASHTRA,22411.000,22403.000
2019,12,WR,DIU & DAMAN,339.000,338.000
2019,12,WR,DADRA & NAGAR HAVELI,821.000,821.000
2019,12,WR,GOA,625.000,625.000
2019,12,SR,ANDHRA PRADESH,9124.000,9118.000
2019,12,SR,TELANGANA,11200.000,11182.000
2019,12,SR,KARNATAKA,12810.000,12803.000
2019,12,SR,KERALA,3705.000,3705.000
2019,12,SR,TAMILNADU,13710.000,13710.000
2019,12,SR,PUDUCHERRY,373.000,373.000
2019,12,SR,LAKSHADWEEP,8.000,8.000
2019,12,ER,BIHAR,4617.000,4614.000
2019,12,IN,DVC,2850.000,2848.000
2019,12,ER,JHARKHAND,1356.000,1356.000
2019,12,ER,ODISHA,4198.000,4198.000
2019,12,ER,WEST BENGAL,6021.000,6021.000
2019,12,ER,SIKKIM,111.000,111.000
2019,12,ER,A & N ISLANDS,58.000,54.000
2019,12,NER,ARUNACHAL PRADESH,139.000,139.000
2019,12,NER,ASSAM,1592.000,1380.000
2019,12,NER,MANIPUR,216.000,216.000
2019,12,NER,MEGHALAYA,365.000,365.000
2019,12,NER,MIZORAM,125.000,125.000
2019,12,NER,NAGALAND,167.000,153.000
2019,12,NER,TRIPURA,224.000,224.000
2020,1,NR,CHANDIGARH,265.000,265.000
2020,1,NR,DELHI,5226.000,5226.000
2020,1,NR,HARYANA,7016.000,7016.000
2020,1,NR,HIMACHAL PRADESH,1786.000,1786.000
2020,1,NR,JAMMU & KASHMIR,3218.000,2574.000
2020,1,NR,PUNJAB,6327.000,6327.000
2020,1,NR,RAJASTHAN,14017.000,14017.000
2020,1,NR,UTTAR PRADESH,16987.000,16987.000
2020,1,NR,UTTARAKHAND,2208.000,2208.000
2020,1,WR,CHHATTISGARH,3829.000,3826.000
2020,1,WR,GUJARAT,16189.000,16189.000
2020,1,WR,MADHYA PRADESH,14729.000,14729.000
2020,1,WR,MAHARASHTRA,22975.000,22975.000
2020,1,WR,DIU & DAMAN,347.000,347.000
2020,1,WR,DADRA & NAGAR HAVELI,816.000,816.000
2020,1,WR,GOA,603.000,602.000
2020,1,SR,ANDHRA PRADESH,9608.000,9605.000
2020,1,SR,TELANGANA,11378.000,11359.000
2020,1,SR,KARNATAKA,13169.000,13169.000
2020,1,SR,KERALA,4117.000,3785.000
2020,1,SR,TAMILNADU,14371.000,14336.000
2020,1,SR,PUDUCHERRY,378.000,378.000
2020,1,SR,LAKSHADWEEP,8.000,8.000
2020,1,ER,BIHAR,4571.000,4571.000
2020,1,IN,DVC,2979.000,2979.000
2020,1,ER,JHARKHAND,1373.000,1373.000
2020,1,ER,ODISHA,3615.000,3604.000
2020,1,ER,WEST BENGAL,6331.000,6316.000
2020,1,ER,SIKKIM,115.000,115.000
2020,1,ER,A & N ISLANDS,58.000,54.000
2020,1,NER,ARUNACHAL PRADESH,125.000,117.000
2020,1,NER,ASSAM,1582.000,1366.000
2020,1,NER,MANIPUR,220.000,218.000
2020,1,NER,MEGHALAYA,371.000,371.000
2020,1,NER,MIZORAM,127.000,127.000
2020,1,NER,NAGALAND,181.000,159.000
2020,1,NER,TRIPURA,229.000,229.000
2020,2,NR,CHANDIGARH,297.000,297.000
2020,2,NR,DELHI,4447.000,4447.000
2020,2,NR,HARYANA,7520.000,7520.000
2020,2,NR,HIMACHAL PRADESH,1742.000,1742.000
2020,2,NR,JAMMU & KASHMIR,3158.000,2526.000
2020,2,NR,PUNJAB,7078.000,7078.000
2020,2,NR,RAJASTHAN,14277.000,14277.000
2020,2,NR,UTTAR PRADESH,16777.000,16627.000
2020,2,NR,UTTARAKHAND,2233.000,2233.000
2020,2,WR,CHHATTISGARH,4033.046,4026.000
2020,2,WR,GUJARAT,16538.000,16538.000
2020,2,WR,MADHYA PRADESH,14886.196,14855.000
2020,2,WR,MAHARASHTRA,24550.000,24550.000
2020,2,WR,DIU & DAMAN,345.604,345.000
2020,2,WR,DADRA & NAGAR HAVELI,815.000,815.000
2020,2,WR,GOA,609.000,609.000
2020,2,SR,ANDHRA PRADESH,9966.281,9954.000
2020,2,SR,TELANGANA,13168.000,13168.000
2020,2,SR,KARNATAKA,13031.453,13001.000
2020,2,SR,KERALA,4042.564,3953.523
2020,2,SR,TAMILNADU,14767.769,14754.587
2020,2,SR,PUDUCHERRY,401.637,401.413
2020,2,SR,LAKSHADWEEP,8.000,8.000
2020,2,ER,BIHAR,4280.163,4280.163
2020,2,IN,DVC,2905.100,2905.100
2020,2,ER,JHARKHAND,1331.026,1331.026
2020,2,ER,ODISHA,4018.155,4017.452
2020,2,ER,WEST BENGAL,6484.107,6482.405
2020,2,ER,SIKKIM,114.390,114.390
2020,2,ER,A & N ISLANDS,58.000,54.000
2020,2,NER,ARUNACHAL PRADESH,157.987,130.420
2020,2,NER,ASSAM,1603.186,1370.140
2020,2,NER,MANIPUR,226.245,216.440
2020,2,NER,MEGHALAYA,369.899,369.899
2020,2,NER,MIZORAM,132.679,132.480
2020,2,NER,NAGALAND,164.370,150.000
2020,2,NER,TRIPURA,222.300,222.300
2020,3,NR,CHANDIGARH,218.000,218.000
2020,3,NR,DELHI,3775.000,3775.000
2020,3,NR,HARYANA,6338.000,6338.000
2020,3,NR,HIMACHAL PRADESH,1656.000,1656.000
2020,3,NR,JAMMU & KASHMIR,3405.000,2724.000
2020,3,NR,PUNJAB,5758.000,5758.000
2020,3,NR,RAJASTHAN,13599.000,13599.000
2020,3,NR,UTTAR PRADESH,14592.000,14592.000
2020,3,NR,UTTARAKHAND,1892.000,1892.000
2020,3,WR,CHHATTISGARH,3989.000,3989.000
2020,3,WR,GUJARAT,16816.000,16816.000
2020,3,WR,MADHYA PRADESH,12144.000,12144.000
2020,3,WR,MAHARASHTRA,24012.000,24012.000
2020,3,WR,DIU & DAMAN,343.000,343.000
2020,3,WR,DADRA & NAGAR HAVELI,823.000,823.000
2020,3,WR,GOA,610.000,610.000
2020,3,SR,ANDHRA PRADESH,10225.000,10207.000
2020,3,SR,TELANGANA,12941.000,12941.000
2020,3,SR,KARNATAKA,13272.000,13258.000
2020,3,SR,KERALA,4178.000,4171.000
2020,3,SR,TAMILNADU,15347.000,15347.000
2020,3,SR,PUDUCHERRY,411.000,411.000
2020,3,SR,LAKSHADWEEP,8.000,8.000
2020,3,ER,BIHAR,4146.000,4146.000
2020,3,IN,DVC,2509.000,2509.000
2020,3,ER,JHARKHAND,1274.000,1274.000
2020,3,ER,ODISHA,3830.000,3824.000
2020,3,ER,WEST BENGAL,7149.000,7149.000
2020,3,ER,SIKKIM,109.000,108.000
2020,3,ER,A & N ISLANDS,58.000,54.000
2020,3,NER,ARUNACHAL PRADESH,154.000,128.000
2020,3,NER,ASSAM,1677.000,1430.000
2020,3,NER,MANIPUR,210.000,200.000
2020,3,NER,MEGHALAYA,343.000,343.000
2020,3,NER,MIZORAM,111.000,111.000
2020,3,NER,NAGALAND,157.000,142.000
2020,3,NER,TRIPURA,254.000,252.000
2020,4,NR,CHANDIGARH,154.000,154.000
2020,4,NR,DELHI,3362.000,3362.000
2020,4,NR,HARYANA,6422.000,6422.000
2020,4,NR,HIMACHAL PRADESH,900.000,900.000
2020,4,NR,JAMMU & KASHMIR,2940.000,2352.000
2020,4,NR,PUNJAB,5113.000,5113.000
2020,4,NR,RAJASTHAN,9304.000,9304.000
2020,4,NR,UTTAR PRADESH,16889.000,16889.000
2020,4,NR,UTTARAKHAND,1233.000,1233.000
2020,4,WR,CHHATTISGARH,3473.000,3473.000
2020,4,WR,GUJARAT,13508.000,13508.000
2020,4,WR,MADHYA PRADESH,9149.000,9139.000
2020,4,WR,MAHARASHTRA,18695.000,18675.000
2020,4,WR,DIU & DAMAN,159.000,159.000
2020,4,WR,DADRA & NAGAR HAVELI,262.000,262.000
2020,4,WR,GOA,480.000,479.000
2020,4,SR,ANDHRA PRADESH,8598.000,8595.000
2020,4,SR,TELANGANA,10014.000,10014.000
2020,4,SR,KARNATAKA,11516.000,11516.000
2020,4,SR,KERALA,3915.000,3775.000
2020,4,SR,TAMILNADU,11435.000,11398.000
2020,4,SR,PUDUCHERRY,302.000,302.000
2020,4,SR,LAKSHADWEEP,10.000,10.000
2020,4,ER,BIHAR,4725.000,4725.000
2020,4,IN,DVC,1417.000,1417.000
2020,4,ER,JHARKHAND,1292.000,1291.000
2020,4,ER,ODISHA,3636.000,3636.000
2020,4,ER,WEST BENGAL,7115.000,7109.000
2020,4,ER,SIKKIM,94.000,94.000
2020,4,ER,A & N ISLANDS,58.000,54.000
2020,4,NER,ARUNACHAL PRADESH,77.000,74.000
2020,4,NER,ASSAM,1634.000,1419.000
2020,4,NER,MANIPUR,216.000,188.000
2020,4,NER,MEGHALAYA,261.000,261.000
2020,4,NER,MIZORAM,102.000,102.000
2020,4,NER,NAGALAND,142.000,130.000
2020,4,NER,TRIPURA,259.000,259.000
2020,5,NR,CHANDIGARH,297.000,297.000
2020,5,NR,DELHI,5464.000,5464.000
2020,5,NR,HARYANA,8011.000,8011.000
2020,5,NR,HIMACHAL PRADESH,1312.000,1312.000
2020,5,NR,JAMMU & KASHMIR,2932.000,2346.000
2020,5,NR,PUNJAB,8201.000,8201.000
2020,5,NR,RAJASTHAN,12050.000,12050.000
2020,5,NR,UTTAR PRADESH,21331.000,21331.000
2020,5,NR,UTTARAKHAND,1797.000,1797.000
2020,5,WR,CHHATTISGARH,3736.000,3736.000
2020,5,WR,GUJARAT,15589.000,15578.000
2020,5,WR,MADHYA PRADESH,10173.000,10173.000
2020,5,WR,MAHARASHTRA,21501.000,21463.000
2020,5,WR,DIU & DAMAN,226.000,225.000
2020,5,WR,DADRA & NAGAR HAVELI,415.000,415.000
2020,5,WR,GOA,513.000,512.000
2020,5,SR,ANDHRA PRADESH,10102.000,10101.000
2020,5,SR,TELANGANA,9134.000,9114.000
2020,5,SR,KARNATAKA,11027.000,10999.000
2020,5,SR,KERALA,3821.000,3701.000
2020,5,SR,TAMILNADU,14062.000,14021.000
2020,5,SR,PUDUCHERRY,422.000,422.000
2020,5,SR,LAKSHADWEEP,11.000,11.000
2020,5,ER,BIHAR,5335.000,5332.000
2020,5,IN,DVC,2462.000,2462.000
2020,5,ER,JHARKHAND,1397.000,1396.000
2020,5,ER,ODISHA,4024.000,4024.000
2020,5,ER,WEST BENGAL,7562.000,7553.000
2020,5,ER,SIKKIM,88.000,88.000
2020,5,ER,A & N ISLANDS,58.000,54.000
2020,5,NER,ARUNACHAL PRADESH,108.000,108.000
2020,5,NER,ASSAM,1926.000,1663.000
2020,5,NER,MANIPUR,208.000,189.000
2020,5,NER,MEGHALAYA,322.000,322.000
2020,5,NER,MIZORAM,106.000,106.000
2020,5,NER,NAGALAND,136.000,133.000
2020,5,NER,TRIPURA,284.000,284.000
2020,6,NR,CHANDIGARH,363.000,363.000
2020,6,NR,DELHI,6314.000,6314.000
2020,6,NR,HARYANA,10308.000,10308.000
2020,6,NR,HIMACHAL PRADESH,1423.000,1423.000
2020,6,NR,JAMMU & KASHMIR,2834.000,2267.000
2020,6,NR,PUNJAB,12683.000,12683.000
2020,6,NR,RAJASTHAN,12755.000,12755.000
2020,6,NR,UTTAR PRADESH,22110.000,22110.000
2020,6,NR,UTTARAKHAND,1942.000,1942.000
2020,6,WR,CHHATTISGARH,3677.000,3676.000
2020,6,WR,GUJARAT,15924.000,15924.000
2020,6,WR,MADHYA PRADESH,9124.000,9124.000
2020,6,WR,MAHARASHTRA,19429.000,19422.000
2020,6,WR,DIU & DAMAN,255.000,255.000
2020,6,WR,DADRA & NAGAR HAVELI,589.000,589.000
2020,6,WR,GOA,516.000,515.000
2020,6,SR,ANDHRA PRADESH,9442.000,9423.000
2020,6,SR,TELANGANA,8743.000,8723.000
2020,6,SR,KARNATAKA,10689.000,10670.000
2020,6,SR,KERALA,3308.000,3292.000
2020,6,SR,TAMILNADU,14591.000,14591.000
2020,6,SR,PUDUCHERRY,414.000,414.000
2020,6,SR,LAKSHADWEEP,10.000,10.000
2020,6,ER,BIHAR,5721.000,5718.000
2020,6,IN,DVC,2715.000,2715.000
2020,6,ER,JHARKHAND,1370.000,1368.000
2020,6,ER,ODISHA,4297.000,4293.000
2020,6,ER,WEST BENGAL,8089.000,8073.000
2020,6,ER,SIKKIM,84.000,84.000
2020,6,ER,A & N ISLANDS,58.000,54.000
2020,6,NER,ARUNACHAL PRADESH,145.000,119.000
2020,6,NER,ASSAM,1798.000,1798.000
2020,6,NER,MANIPUR,220.000,201.000
2020,6,NER,MEGHALAYA,335.000,335.000
2020,6,NER,MIZORAM,101.000,101.000
2020,6,NER,NAGALAND,151.000,143.000
2020,6,NER,TRIPURA,287.000,287.000
2020,7,NR,CHANDIGARH,383.000,383.000
2020,7,NR,DELHI,6310.000,6310.000
2020,7,NR,HARYANA,10982.000,10982.000
2020,7,NR,HIMACHAL PRADESH,1479.000,1479.000
2020,7,NR,JAMMU & KASHMIR,2427.000,2427.000
2020,7,NR,PUNJAB,13148.000,13148.000
2020,7,NR,RAJASTHAN,13079.000,13079.000
2020,7,NR,UTTAR PRADESH,23419.000,23419.000
2020,7,NR,UTTARAKHAND,2030.000,2030.000
2020,7,WR,CHHATTISGARH,4577.000,4569.000
2020,7,WR,GUJARAT,15741.000,15741.000
2020,7,WR,MADHYA PRADESH,10322.000,10290.000
2020,7,WR,MAHARASHTRA,17792.000,17792.000
2020,7,WR,DIU & DAMAN,259.000,259.000
2020,7,WR,DADRA & NAGAR HAVELI,650.000,649.000
2020,7,WR,GOA,451.000,450.000
2020,7,SR,ANDHRA PRADESH,8500.000,8500.000
2020,7,SR,TELANGANA,11188.000,11177.000
2020,7,SR,KARNATAKA,9401.000,9400.000
2020,7,SR,KERALA,3193.000,3192.000
2020,7,SR,TAMILNADU,13284.000,13284.000
2020,7,SR,PUDUCHERRY,388.000,388.000
2020,7,SR,LAKSHADWEEP,9.000,9.000
2020,7,ER,BIHAR,5913.000,5774.000
2020,7,IN,DVC,2925.000,2918.000
2020,7,ER,JHARKHAND,1431.000,1426.000
2020,7,ER,ODISHA,4480.000,4474.000
2020,7,ER,WEST BENGAL,8386.000,8362.000
2020,7,ER,SIKKIM,86.000,86.000
