Detail Data For Electricity Consumption by Consuming Sector Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,ConsumingSector,BroadCategory,YearValue,Consumption_GWh
ER,BIHAR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,1888.400
ER,BIHAR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,306.170
ER,BIHAR,MISCELLANEOUS,OTHER,2015,1999.610
ER,BIHAR,PUBLIC LIGHTING,OTHER,2015,21.720
ER,BIHAR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,65.350
ER,BIHAR,TRACTION,TRANSPORT,2015,545.500
ER,BIHAR,AGRICULTURE,AGRICULTURE,2016,344.330
ER,BIHAR,COMMERCIAL,COMMERCIAL,2016,1139.040
ER,BIHAR,RESIDENTIAL,RESIDENTIAL,2016,5470.550
ER,BIHAR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2016,2037.290
ER,BIHAR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,342.940
ER,BIHAR,MISCELLANEOUS,OTHER,2016,3588.390
ER,BIHAR,PUBLIC LIGHTING,OTHER,2016,31.930
ER,BIHAR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,67.850
ER,BIHAR,TRACTION,TRANSPORT,2016,567.320
ER,BIHAR,AGRICULTURE,AGRICULTURE,2017,409.280
ER,BIHAR,COMMERCIAL,COMMERCIAL,2017,1702.150
ER,BIHAR,RESIDENTIAL,RESIDENTIAL,2017,8443.320
ER,BIHAR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,2403.680
ER,BIHAR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,565.980
ER,BIHAR,MISCELLANEOUS,OTHER,2017,3326.420
ER,BIHAR,PUBLIC LIGHTING,OTHER,2017,32.280
ER,BIHAR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2017,81.280
ER,BIHAR,TRACTION,TRANSPORT,2017,626.350
ER,BIHAR,AGRICULTURE,AGRICULTURE,2018,479.840
ER,BIHAR,COMMERCIAL,COMMERCIAL,2018,1742.030
ER,BIHAR,RESIDENTIAL,RESIDENTIAL,2018,9084.680
ER,BIHAR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,2602.520
ER,BIHAR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,510.250
ER,BIHAR,MISCELLANEOUS,OTHER,2018,3768.970
ER,BIHAR,PUBLIC LIGHTING,OTHER,2018,57.550
ER,BIHAR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2018,107.390
ER,BIHAR,TRACTION,TRANSPORT,2018,700.020
ER,BIHAR,AGRICULTURE,AGRICULTURE,2019,726.710
ER,BIHAR,COMMERCIAL,COMMERCIAL,2019,2067.820
ER,BIHAR,RESIDENTIAL,RESIDENTIAL,2019,11505.490
ER,BIHAR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,2923.800
ER,BIHAR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,553.880
ER,BIHAR,MISCELLANEOUS,OTHER,2019,2004.210
ER,BIHAR,PUBLIC LIGHTING,OTHER,2019,62.150
ER,BIHAR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2019,104.770
ER,BIHAR,TRACTION,TRANSPORT,2019,1248.970
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2006,6439.300
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2006,1636.220
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2006,4085.320
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2006,7949.460
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,700.570
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2006,21.290
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2006,145.750
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,521.510
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2006,1304.280
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2007,7028.240
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2007,903.720
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2007,3983.530
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2007,8949.160
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,662.190
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2007,20.780
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2007,151.970
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,536.870
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2007,1354.450
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2008,7535.590
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2008,1173.590
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2008,4943.010
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2008,10052.050
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,807.910
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2008,28.190
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2008,194.680
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,658.910
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2008,1540.800
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2009,6217.500
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2009,1230.380
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2009,5067.710
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2009,7993.680
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,748.570
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2009,1527.970
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2009,196.100
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,565.760
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2009,1442.620
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2010,5985.650
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2010,1330.060
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2010,5181.270
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2010,9573.240
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,767.610
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2010,1704.930
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2010,209.740
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,583.450
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2010,1532.940
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2011,6810.090
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2011,1702.310
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2011,5654.160
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2011,9892.480
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,823.300
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2011,2266.300
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2011,232.230
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,751.500
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2011,1613.990
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2012,8018.043
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2012,1812.337
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2012,6619.236
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,10473.680
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,898.907
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2012,1718.416
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2012,260.758
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,832.664
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2012,1731.720
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2013,9978.280
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2013,2069.620
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2013,7771.650
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,11362.290
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,1074.940
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2013,1903.270
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2013,333.570
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,1045.700
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2013,1315.540
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2014,11858.490
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2014,1983.240
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2014,9137.250
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,11341.710
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,994.070
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2014,1693.260
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2014,543.190
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,1554.680
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2014,1776.950
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2015,15068.900
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2015,2179.960
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2015,10152.070
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,11877.620
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,1056.320
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2015,2227.310
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2015,390.680
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,1298.990
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2015,1897.660
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2016,18868.190
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2016,2710.550
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2016,10967.390
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2016,12770.710
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,1113.610
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2016,706.320
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2016,364.050
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,1245.560
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2016,1925.090
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2017,17331.650
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2017,2829.980
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2017,11184.350
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,11956.040
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,1240.820
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2017,1774.460
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2017,420.850
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2017,1431.940
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2017,1827.000
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2018,18473.180
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2018,2920.530
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2018,12054.260
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,13289.660
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,1250.110
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2018,5143.980
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2018,416.200
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2018,1515.750
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2018,1821.720
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2019,20283.800
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2019,3141.300
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2019,13385.400
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,22072.510
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,1281.210
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2019,5126.550
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2019,419.240
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2019,1572.680
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2019,1951.480
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2006,1232.050
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2006,271.960
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2006,1601.580
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2006,6419.980
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,379.600
WR,CHHATTISGARH,MISCELLANEOUS,OTHER,2006,381.630
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2006,54.320
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,85.190
WR,CHHATTISGARH,TRACTION,TRANSPORT,2006,617.230
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2007,1408.110
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2007,302.470
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2007,1624.420
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2007,11673.110
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,374.510
WR,CHHATTISGARH,MISCELLANEOUS,OTHER,2007,422.420
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2007,58.830
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,85.350
WR,CHHATTISGARH,TRACTION,TRANSPORT,2007,653.380
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2008,1458.800
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2008,359.250
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2008,1883.070
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2008,8483.180
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,399.470
WR,CHHATTISGARH,MISCELLANEOUS,OTHER,2008,908.120
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2008,62.940
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,94.980
WR,CHHATTISGARH,TRACTION,TRANSPORT,2008,696.490
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2009,2049.930
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2009,406.770
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2009,2183.280
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2009,16679.230
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,400.690
WR,CHHATTISGARH,MISCELLANEOUS,OTHER,2009,898.200
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2009,59.560
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,106.660
WR,CHHATTISGARH,TRACTION,TRANSPORT,2009,711.060
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2010,1751.600
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2010,948.380
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2010,2579.900
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2010,9744.880
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,417.650
WR,CHHATTISGARH,MISCELLANEOUS,OTHER,2010,12.060
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2010,65.340
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,123.150
WR,CHHATTISGARH,TRACTION,TRANSPORT,2010,708.230
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2011,1940.000
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2011,501.000
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2011,2840.000
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2011,14032.310
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,481.000
WR,CHHATTISGARH,MISCELLANEOUS,OTHER,2011,535.000
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2011,73.000
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,132.000
WR,CHHATTISGARH,TRACTION,TRANSPORT,2011,788.000
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2012,2181.050
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2012,973.730
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2012,3313.350
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,17424.970
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,479.980
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2012,78.550
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,168.000
WR,CHHATTISGARH,TRACTION,TRANSPORT,2012,788.800
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2013,2518.080
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2013,1136.630
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2013,3807.420
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,17519.930
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,477.560
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2013,92.180
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,208.740
WR,CHHATTISGARH,TRACTION,TRANSPORT,2013,801.820
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2014,2492.200
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2014,1237.320
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2014,4097.070
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,18225.990
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,517.230
WR,CHHATTISGARH,MISCELLANEOUS,OTHER,2014,18.940
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2014,102.230
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,224.870
WR,CHHATTISGARH,TRACTION,TRANSPORT,2014,837.340
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2015,3112.280
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2015,1334.570
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2015,4634.810
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,23963.120
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,524.340
WR,CHHATTISGARH,MISCELLANEOUS,OTHER,2015,38.710
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2015,104.480
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,238.560
WR,CHHATTISGARH,TRACTION,TRANSPORT,2015,866.130
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2016,4025.240
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2016,1183.590
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2016,4986.990
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2016,22969.470
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,532.710
WR,CHHATTISGARH,MISCELLANEOUS,OTHER,2016,276.180
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2016,100.660
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,253.480
WR,CHHATTISGARH,TRACTION,TRANSPORT,2016,889.970
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2017,4290.380
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2017,1448.590
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2017,4938.820
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,23352.400
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,519.520
WR,CHHATTISGARH,MISCELLANEOUS,OTHER,2017,38.780
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2017,106.690
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2017,288.060
WR,CHHATTISGARH,TRACTION,TRANSPORT,2017,900.620
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2018,4831.250
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2018,1489.460
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2018,5025.080
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,23298.220
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,526.160
WR,CHHATTISGARH,MISCELLANEOUS,OTHER,2018,45.350
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2018,100.610
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2018,338.100
WR,CHHATTISGARH,TRACTION,TRANSPORT,2018,925.430
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2019,5038.430
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2019,1482.140
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2019,5214.970
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,31035.830
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,539.860
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2019,94.490
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2019,360.250
WR,CHHATTISGARH,TRACTION,TRANSPORT,2019,983.480
NR,UTTAR PRADESH,AGRICULTURE,AGRICULTURE,2006,5334.860
NR,UTTAR PRADESH,COMMERCIAL,COMMERCIAL,2006,3366.480
NR,UTTAR PRADESH,RESIDENTIAL,RESIDENTIAL,2006,11009.410
NR,UTTAR PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2006,12499.110
NR,UTTAR PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,1410.370
NR,UTTAR PRADESH,MISCELLANEOUS,OTHER,2006,2810.670
NR,UTTAR PRADESH,PUBLIC LIGHTING,OTHER,2006,346.620
NR,UTTAR PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,651.540
NR,UTTAR PRADESH,TRACTION,TRANSPORT,2006,623.000
NR,UTTAR PRADESH,AGRICULTURE,AGRICULTURE,2007,6965.330
NR,UTTAR PRADESH,COMMERCIAL,COMMERCIAL,2007,3515.100
NR,UTTAR PRADESH,RESIDENTIAL,RESIDENTIAL,2007,13565.850
NR,UTTAR PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2007,12804.950
NR,UTTAR PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,1761.470
NR,UTTAR PRADESH,MISCELLANEOUS,OTHER,2007,742.360
NR,UTTAR PRADESH,PUBLIC LIGHTING,OTHER,2007,440.800
NR,UTTAR PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,817.140
NR,UTTAR PRADESH,TRACTION,TRANSPORT,2007,635.550
NR,UTTAR PRADESH,AGRICULTURE,AGRICULTURE,2008,6200.040
NR,UTTAR PRADESH,COMMERCIAL,COMMERCIAL,2008,4089.220
NR,UTTAR PRADESH,RESIDENTIAL,RESIDENTIAL,2008,13704.200
NR,UTTAR PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2008,14589.280
NR,UTTAR PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,1883.610
NR,UTTAR PRADESH,MISCELLANEOUS,OTHER,2008,3110.280
NR,UTTAR PRADESH,PUBLIC LIGHTING,OTHER,2008,438.730
NR,UTTAR PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,745.100
NR,UTTAR PRADESH,TRACTION,TRANSPORT,2008,653.000
