Detail Data For Electricity Consumption per Capita by Broad Category And Consuming Sector Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,ConsumingSector,BroadCategory,YearValue,Consumption_KWh_PerCapita
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2007,39.831
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2007,6.059
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,5.805
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2008,8.017
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2008,40.126
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2008,46.303
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,18.504
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2008,21.748
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2008,4.681
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,3.067
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2009,24.167
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2009,80.833
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2009,59.558
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,37.500
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2009,14.167
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,10.000
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2010,22.418
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2010,94.598
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2010,39.041
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,24.590
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2010,59.230
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2010,9.902
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,5.139
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2011,23.813
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2011,96.358
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2011,52.911
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,33.341
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2011,68.797
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2011,11.496
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,5.967
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2012,25.660
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2012,103.831
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,57.014
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,35.927
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2012,74.132
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2012,12.387
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,6.430
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2013,33.460
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2013,109.246
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,124.286
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,26.960
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2013,64.794
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2013,8.683
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,6.325
NER,ARUNACHAL PRADESH,AGRICULTURE,AGRICULTURE,2014,0.047
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2014,33.602
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2014,109.719
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,124.820
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,27.078
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2014,65.070
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2014,8.719
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,6.352
NER,ARUNACHAL PRADESH,AGRICULTURE,AGRICULTURE,2015,0.054
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2015,37.651
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2015,122.938
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,139.868
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,30.341
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2015,72.915
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2015,9.767
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,7.116
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2016,29.270
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2016,125.290
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,67.710
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2016,54.200
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2016,9.920
NER,ARUNACHAL PRADESH,AGRICULTURE,AGRICULTURE,2017,0.030
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2017,33.640
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2017,111.920
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,3.290
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2017,46.210
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2017,8.270
NER,ARUNACHAL PRADESH,AGRICULTURE,AGRICULTURE,2018,0.030
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2018,40.110
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2018,128.490
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,94.640
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,3.560
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2018,49.960
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2018,8.940
NER,ARUNACHAL PRADESH,TRACTION,TRANSPORT,2018,1.590
NER,ARUNACHAL PRADESH,AGRICULTURE,AGRICULTURE,2019,0.020
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2019,37.820
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2019,137.670
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,86.360
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,3.250
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2019,58.400
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2019,7.500
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2006,0.130
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2006,14.496
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2006,66.419
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2006,161.224
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,1.679
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2006,42.654
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2006,0.650
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,9.382
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2007,0.169
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2007,16.100
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2007,80.149
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2007,183.386
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,8.149
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2007,44.972
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2007,2.602
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,10.273
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2008,0.242
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2008,15.536
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2008,83.988
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2008,233.099
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,1.976
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2008,42.750
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2008,0.595
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,9.905
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2009,0.196
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2009,16.898
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2009,88.898
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2009,238.557
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,1.945
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2009,45.278
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2009,0.584
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,11.659
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2010,0.244
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2010,20.248
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2010,102.388
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2010,201.717
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,2.186
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2010,30.884
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2010,0.578
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,12.240
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2011,0.138
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2011,24.249
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2011,115.513
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2011,226.352
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,2.490
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2011,32.483
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2011,0.510
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,12.939
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2012,0.138
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2012,25.489
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2012,116.302
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,204.595
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,2.311
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2012,32.115
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2012,0.371
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,12.814
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2013,0.180
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2013,33.131
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2013,151.172
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,276.607
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,3.004
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2013,41.745
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2013,0.483
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,16.655
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2014,0.074
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2014,40.200
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2014,162.504
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,302.696
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,2.600
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2014,64.326
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2014,0.593
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,16.963
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2015,0.037
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2015,31.125
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2015,141.029
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,203.022
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,1.927
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2015,115.147
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2015,0.465
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,14.996
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2016,33.280
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2016,153.260
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2016,220.330
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,2.020
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2016,42.380
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2016,0.430
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,13.240
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2017,0.040
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2017,31.210
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2017,142.000
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,112.930
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,1.810
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2017,47.740
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2017,0.160
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2017,12.390
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2018,0.040
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2018,33.820
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2018,161.410
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,134.940
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,1.880
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2018,32.170
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2018,0.150
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2018,12.780
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2019,0.040
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2019,32.750
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2019,155.380
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,148.780
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,3.310
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2019,33.200
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2019,0.070
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2019,14.320
NER,NAGALAND,COMMERCIAL,COMMERCIAL,2006,6.821
NER,NAGALAND,RESIDENTIAL,RESIDENTIAL,2006,41.000
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,5.802
NER,NAGALAND,MISCELLANEOUS,OTHER,2006,12.274
NER,NAGALAND,PUBLIC LIGHTING,OTHER,2006,1.712
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,0.693
NER,NAGALAND,COMMERCIAL,COMMERCIAL,2007,6.326
NER,NAGALAND,RESIDENTIAL,RESIDENTIAL,2007,45.158
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,6.181
NER,NAGALAND,MISCELLANEOUS,OTHER,2007,12.288
NER,NAGALAND,PUBLIC LIGHTING,OTHER,2007,2.126
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,0.707
NER,NAGALAND,COMMERCIAL,COMMERCIAL,2008,4.482
NER,NAGALAND,RESIDENTIAL,RESIDENTIAL,2008,58.266
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,6.005
NER,NAGALAND,MISCELLANEOUS,OTHER,2008,12.261
NER,NAGALAND,PUBLIC LIGHTING,OTHER,2008,2.028
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,0.780
NER,NAGALAND,AGRICULTURE,AGRICULTURE,2009,0.018
NER,NAGALAND,COMMERCIAL,COMMERCIAL,2009,4.087
NER,NAGALAND,RESIDENTIAL,RESIDENTIAL,2009,66.210
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,6.347
NER,NAGALAND,MISCELLANEOUS,OTHER,2009,8.311
NER,NAGALAND,PUBLIC LIGHTING,OTHER,2009,2.219
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,0.922
NER,NAGALAND,COMMERCIAL,COMMERCIAL,2010,2.195
NER,NAGALAND,RESIDENTIAL,RESIDENTIAL,2010,94.204
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,0.774
NER,NAGALAND,MISCELLANEOUS,OTHER,2010,2.579
NER,NAGALAND,PUBLIC LIGHTING,OTHER,2010,0.312
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,1.747
NER,NAGALAND,COMMERCIAL,COMMERCIAL,2011,14.813
NER,NAGALAND,RESIDENTIAL,RESIDENTIAL,2011,83.031
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,6.232
NER,NAGALAND,MISCELLANEOUS,OTHER,2011,23.281
NER,NAGALAND,PUBLIC LIGHTING,OTHER,2011,0.951
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,0.647
NER,NAGALAND,AGRICULTURE,AGRICULTURE,2012,0.020
NER,NAGALAND,COMMERCIAL,COMMERCIAL,2012,18.939
NER,NAGALAND,RESIDENTIAL,RESIDENTIAL,2012,102.171
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,8.124
NER,NAGALAND,MISCELLANEOUS,OTHER,2012,25.962
NER,NAGALAND,PUBLIC LIGHTING,OTHER,2012,3.958
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,1.126
NER,NAGALAND,AGRICULTURE,AGRICULTURE,2013,0.017
NER,NAGALAND,COMMERCIAL,COMMERCIAL,2013,15.131
NER,NAGALAND,RESIDENTIAL,RESIDENTIAL,2013,96.288
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,5.961
NER,NAGALAND,MISCELLANEOUS,OTHER,2013,22.009
NER,NAGALAND,PUBLIC LIGHTING,OTHER,2013,2.293
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,1.376
NER,NAGALAND,AGRICULTURE,AGRICULTURE,2014,0.022
NER,NAGALAND,COMMERCIAL,COMMERCIAL,2014,20.690
NER,NAGALAND,RESIDENTIAL,RESIDENTIAL,2014,106.897
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,10.345
NER,NAGALAND,MISCELLANEOUS,OTHER,2014,28.017
NER,NAGALAND,PUBLIC LIGHTING,OTHER,2014,2.586
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,1.487
NER,NAGALAND,COMMERCIAL,COMMERCIAL,2015,29.244
NER,NAGALAND,RESIDENTIAL,RESIDENTIAL,2015,131.534
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,22.983
NER,NAGALAND,MISCELLANEOUS,OTHER,2015,35.410
NER,NAGALAND,PUBLIC LIGHTING,OTHER,2015,4.812
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,2.231
NER,NAGALAND,COMMERCIAL,COMMERCIAL,2016,27.430
NER,NAGALAND,RESIDENTIAL,RESIDENTIAL,2016,138.210
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,22.960
NER,NAGALAND,MISCELLANEOUS,OTHER,2016,36.840
NER,NAGALAND,PUBLIC LIGHTING,OTHER,2016,4.300
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,2.110
NER,NAGALAND,AGRICULTURE,AGRICULTURE,2017,0.010
NER,NAGALAND,COMMERCIAL,COMMERCIAL,2017,34.480
NER,NAGALAND,RESIDENTIAL,RESIDENTIAL,2017,142.800
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,25.590
NER,NAGALAND,MISCELLANEOUS,OTHER,2017,52.230
NER,NAGALAND,PUBLIC LIGHTING,OTHER,2017,6.100
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2017,3.860
NER,NAGALAND,COMMERCIAL,COMMERCIAL,2018,36.410
NER,NAGALAND,RESIDENTIAL,RESIDENTIAL,2018,156.290
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,27.090
NER,NAGALAND,MISCELLANEOUS,OTHER,2018,44.480
NER,NAGALAND,PUBLIC LIGHTING,OTHER,2018,6.130
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2018,3.870
NER,NAGALAND,COMMERCIAL,COMMERCIAL,2019,39.920
NER,NAGALAND,RESIDENTIAL,RESIDENTIAL,2019,155.660
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,27.440
NER,NAGALAND,MISCELLANEOUS,OTHER,2019,44.530
NER,NAGALAND,PUBLIC LIGHTING,OTHER,2019,6.080
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2019,4.250
WR,GUJARAT,AGRICULTURE,AGRICULTURE,2006,194.894
WR,GUJARAT,COMMERCIAL,COMMERCIAL,2006,41.484
WR,GUJARAT,RESIDENTIAL,RESIDENTIAL,2006,109.119
WR,GUJARAT,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2006,428.140
WR,GUJARAT,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,115.167
WR,GUJARAT,MISCELLANEOUS,OTHER,2006,2.468
WR,GUJARAT,PUBLIC LIGHTING,OTHER,2006,3.625
WR,GUJARAT,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,15.564
WR,GUJARAT,TRACTION,TRANSPORT,2006,9.196
WR,GUJARAT,AGRICULTURE,AGRICULTURE,2007,203.727
WR,GUJARAT,COMMERCIAL,COMMERCIAL,2007,49.822
WR,GUJARAT,RESIDENTIAL,RESIDENTIAL,2007,119.440
WR,GUJARAT,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2007,475.554
WR,GUJARAT,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,121.787
WR,GUJARAT,MISCELLANEOUS,OTHER,2007,3.557
WR,GUJARAT,PUBLIC LIGHTING,OTHER,2007,3.741
WR,GUJARAT,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,16.770
WR,GUJARAT,TRACTION,TRANSPORT,2007,9.408
WR,GUJARAT,AGRICULTURE,AGRICULTURE,2008,195.193
WR,GUJARAT,COMMERCIAL,COMMERCIAL,2008,63.015
WR,GUJARAT,RESIDENTIAL,RESIDENTIAL,2008,134.905
WR,GUJARAT,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2008,564.297
WR,GUJARAT,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,126.948
WR,GUJARAT,MISCELLANEOUS,OTHER,2008,1.912
WR,GUJARAT,PUBLIC LIGHTING,OTHER,2008,4.083
WR,GUJARAT,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,18.321
WR,GUJARAT,TRACTION,TRANSPORT,2008,10.493
WR,GUJARAT,AGRICULTURE,AGRICULTURE,2009,205.388
WR,GUJARAT,COMMERCIAL,COMMERCIAL,2009,62.538
WR,GUJARAT,RESIDENTIAL,RESIDENTIAL,2009,136.746
WR,GUJARAT,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2009,571.763
WR,GUJARAT,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,123.462
WR,GUJARAT,MISCELLANEOUS,OTHER,2009,0.643
WR,GUJARAT,PUBLIC LIGHTING,OTHER,2009,4.193
