Detail Data For Electricity Consumption by Consumer Number Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,ConsumingSector,YearValue,ConsumerNo
ER,A & N ISLANDS,MISCELLANEOUS,2015,1149.000
ER,A & N ISLANDS,PUBLIC LIGHTING,2015,627.000
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,2015,255.000
ER,A & N ISLANDS,COMMERCIAL,2016,17231.000
ER,A & N ISLANDS,RESIDENTIAL,2016,99947.000
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),2016,534.000
ER,A & N ISLANDS,MISCELLANEOUS,2016,1149.000
ER,A & N ISLANDS,PUBLIC LIGHTING,2016,627.000
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,2016,255.000
WR,DIU & DAMAN,AGRICULTURE,2006,1441.000
WR,DIU & DAMAN,COMMERCIAL,2006,8182.000
WR,DIU & DAMAN,RESIDENTIAL,2006,39435.000
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),2006,707.000
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),2006,3227.000
WR,DIU & DAMAN,MISCELLANEOUS,2006,1.000
WR,DIU & DAMAN,PUBLIC LIGHTING,2006,156.000
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,2006,77.000
WR,DIU & DAMAN,AGRICULTURE,2007,1484.000
WR,DIU & DAMAN,COMMERCIAL,2007,8297.000
WR,DIU & DAMAN,RESIDENTIAL,2007,40502.000
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),2007,749.000
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),2007,3264.000
WR,DIU & DAMAN,MISCELLANEOUS,2007,1.000
WR,DIU & DAMAN,PUBLIC LIGHTING,2007,159.000
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,2007,77.000
WR,DIU & DAMAN,AGRICULTURE,2008,1536.000
WR,DIU & DAMAN,COMMERCIAL,2008,8560.000
WR,DIU & DAMAN,RESIDENTIAL,2008,41652.000
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),2008,769.000
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),2008,3390.000
WR,DIU & DAMAN,MISCELLANEOUS,2008,1.000
WR,DIU & DAMAN,PUBLIC LIGHTING,2008,168.000
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,2008,77.000
WR,DIU & DAMAN,AGRICULTURE,2009,1589.000
WR,DIU & DAMAN,COMMERCIAL,2009,33981.000
WR,DIU & DAMAN,RESIDENTIAL,2009,50440.000
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),2009,332300.000
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),2009,3411.000
WR,DIU & DAMAN,MISCELLANEOUS,2009,1.000
WR,DIU & DAMAN,PUBLIC LIGHTING,2009,176.000
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,2009,77.000
WR,DIU & DAMAN,AGRICULTURE,2010,1609.000
WR,DIU & DAMAN,COMMERCIAL,2010,8782.000
WR,DIU & DAMAN,RESIDENTIAL,2010,43712.000
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),2010,783.000
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),2010,3446.000
WR,DIU & DAMAN,MISCELLANEOUS,2010,1.000
WR,DIU & DAMAN,PUBLIC LIGHTING,2010,189.000
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,2010,77.000
WR,DIU & DAMAN,AGRICULTURE,2011,1609.000
WR,DIU & DAMAN,COMMERCIAL,2011,8782.000
WR,DIU & DAMAN,RESIDENTIAL,2011,43712.000
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),2011,783.000
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),2011,3446.000
WR,DIU & DAMAN,MISCELLANEOUS,2011,1.000
WR,DIU & DAMAN,PUBLIC LIGHTING,2011,189.000
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,2011,77.000
WR,DIU & DAMAN,AGRICULTURE,2012,1609.000
WR,DIU & DAMAN,COMMERCIAL,2012,8782.000
WR,DIU & DAMAN,RESIDENTIAL,2012,43712.000
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),2012,783.000
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),2012,3446.000
WR,DIU & DAMAN,MISCELLANEOUS,2012,1.000
WR,DIU & DAMAN,PUBLIC LIGHTING,2012,189.000
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,2012,77.000
WR,DIU & DAMAN,AGRICULTURE,2013,1808.000
WR,DIU & DAMAN,COMMERCIAL,2013,8782.000
WR,DIU & DAMAN,RESIDENTIAL,2013,45197.000
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),2013,800.000
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),2013,3446.000
WR,DIU & DAMAN,MISCELLANEOUS,2013,1.000
WR,DIU & DAMAN,PUBLIC LIGHTING,2013,367.000
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,2013,77.000
WR,DIU & DAMAN,AGRICULTURE,2014,1191.000
WR,DIU & DAMAN,COMMERCIAL,2014,7972.000
WR,DIU & DAMAN,RESIDENTIAL,2014,43962.000
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),2014,794.000
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),2014,1799.000
WR,DIU & DAMAN,MISCELLANEOUS,2014,1.000
WR,DIU & DAMAN,PUBLIC LIGHTING,2014,339.000
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,2014,77.000
WR,DIU & DAMAN,AGRICULTURE,2015,1195.000
WR,DIU & DAMAN,COMMERCIAL,2015,8037.000
WR,DIU & DAMAN,RESIDENTIAL,2015,45298.000
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),2015,785.000
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),2015,1755.000
WR,DIU & DAMAN,MISCELLANEOUS,2015,1.000
WR,DIU & DAMAN,PUBLIC LIGHTING,2015,524.000
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,2015,109.000
WR,DIU & DAMAN,AGRICULTURE,2016,1243.000
WR,DIU & DAMAN,COMMERCIAL,2016,8209.000
WR,DIU & DAMAN,RESIDENTIAL,2016,46420.000
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),2016,783.000
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),2016,1817.000
WR,DIU & DAMAN,MISCELLANEOUS,2016,12.000
WR,DIU & DAMAN,PUBLIC LIGHTING,2016,529.000
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,2016,125.000
SR,LAKSHADWEEP,COMMERCIAL,2006,3271.000
SR,LAKSHADWEEP,RESIDENTIAL,2006,16250.000
SR,LAKSHADWEEP,INDUSTRIAL (LOW & MED VOLTAGE),2006,274.000
SR,LAKSHADWEEP,PUBLIC LIGHTING,2006,945.000
SR,LAKSHADWEEP,COMMERCIAL,2007,3351.000
SR,LAKSHADWEEP,RESIDENTIAL,2007,16610.000
SR,LAKSHADWEEP,INDUSTRIAL (LOW & MED VOLTAGE),2007,282.000
SR,LAKSHADWEEP,PUBLIC LIGHTING,2007,954.000
SR,LAKSHADWEEP,COMMERCIAL,2008,3357.000
SR,LAKSHADWEEP,RESIDENTIAL,2008,16704.000
SR,LAKSHADWEEP,INDUSTRIAL (LOW & MED VOLTAGE),2008,288.000
SR,LAKSHADWEEP,PUBLIC LIGHTING,2008,952.000
SR,LAKSHADWEEP,COMMERCIAL,2009,3442.000
SR,LAKSHADWEEP,RESIDENTIAL,2009,17025.000
SR,LAKSHADWEEP,INDUSTRIAL (LOW & MED VOLTAGE),2009,301.000
SR,LAKSHADWEEP,PUBLIC LIGHTING,2009,997.000
SR,LAKSHADWEEP,COMMERCIAL,2010,3542.000
SR,LAKSHADWEEP,RESIDENTIAL,2010,17383.000
SR,LAKSHADWEEP,INDUSTRIAL (LOW & MED VOLTAGE),2010,305.000
SR,LAKSHADWEEP,PUBLIC LIGHTING,2010,963.000
SR,LAKSHADWEEP,COMMERCIAL,2011,3638.000
SR,LAKSHADWEEP,RESIDENTIAL,2011,17664.000
SR,LAKSHADWEEP,INDUSTRIAL (LOW & MED VOLTAGE),2011,313.000
SR,LAKSHADWEEP,PUBLIC LIGHTING,2011,65.000
SR,LAKSHADWEEP,COMMERCIAL,2012,3358.000
SR,LAKSHADWEEP,RESIDENTIAL,2012,18543.000
SR,LAKSHADWEEP,INDUSTRIAL (LOW & MED VOLTAGE),2012,353.000
SR,LAKSHADWEEP,PUBLIC LIGHTING,2012,65.000
SR,LAKSHADWEEP,COMMERCIAL,2013,3869.000
SR,LAKSHADWEEP,RESIDENTIAL,2013,18543.000
SR,LAKSHADWEEP,INDUSTRIAL (LOW & MED VOLTAGE),2013,368.000
SR,LAKSHADWEEP,PUBLIC LIGHTING,2013,68.000
SR,LAKSHADWEEP,COMMERCIAL,2014,3252.000
SR,LAKSHADWEEP,RESIDENTIAL,2014,17503.000
SR,LAKSHADWEEP,INDUSTRIAL (LOW & MED VOLTAGE),2014,232.000
SR,LAKSHADWEEP,PUBLIC LIGHTING,2014,125.000
SR,LAKSHADWEEP,COMMERCIAL,2015,3298.000
SR,LAKSHADWEEP,RESIDENTIAL,2015,18113.000
SR,LAKSHADWEEP,INDUSTRIAL (LOW & MED VOLTAGE),2015,328.000
SR,LAKSHADWEEP,PUBLIC LIGHTING,2015,77.000
SR,LAKSHADWEEP,COMMERCIAL,2016,3466.000
SR,LAKSHADWEEP,RESIDENTIAL,2016,19277.000
SR,LAKSHADWEEP,INDUSTRIAL (LOW & MED VOLTAGE),2016,347.000
SR,LAKSHADWEEP,PUBLIC LIGHTING,2016,85.000
NR,CHANDIGARH,AGRICULTURE,2006,172.000
NR,CHANDIGARH,COMMERCIAL,2006,22078.000
NR,CHANDIGARH,RESIDENTIAL,2006,175946.000
NR,CHANDIGARH,INDUSTRIAL (HIGH VOLTAGE),2006,99.000
NR,CHANDIGARH,INDUSTRIAL (LOW & MED VOLTAGE),2006,2136.000
NR,CHANDIGARH,MISCELLANEOUS,2006,157.000
NR,CHANDIGARH,PUBLIC LIGHTING,2006,516.000
NR,CHANDIGARH,PUBLIC WATER WORKS AND SEWAGE,2006,364.000
NR,CHANDIGARH,AGRICULTURE,2007,164.000
NR,CHANDIGARH,COMMERCIAL,2007,22810.000
NR,CHANDIGARH,RESIDENTIAL,2007,180843.000
NR,CHANDIGARH,INDUSTRIAL (HIGH VOLTAGE),2007,108.000
NR,CHANDIGARH,INDUSTRIAL (LOW & MED VOLTAGE),2007,2137.000
NR,CHANDIGARH,MISCELLANEOUS,2007,167.000
NR,CHANDIGARH,PUBLIC LIGHTING,2007,538.000
NR,CHANDIGARH,PUBLIC WATER WORKS AND SEWAGE,2007,294.000
NR,CHANDIGARH,AGRICULTURE,2008,163.000
NR,CHANDIGARH,COMMERCIAL,2008,23464.000
NR,CHANDIGARH,RESIDENTIAL,2008,185079.000
NR,CHANDIGARH,INDUSTRIAL (HIGH VOLTAGE),2008,108.000
NR,CHANDIGARH,INDUSTRIAL (LOW & MED VOLTAGE),2008,2150.000
NR,CHANDIGARH,MISCELLANEOUS,2008,190.000
NR,CHANDIGARH,PUBLIC LIGHTING,2008,546.000
NR,CHANDIGARH,PUBLIC WATER WORKS AND SEWAGE,2008,261.000
NR,CHANDIGARH,AGRICULTURE,2009,163.000
NR,CHANDIGARH,COMMERCIAL,2009,24289.000
NR,CHANDIGARH,RESIDENTIAL,2009,188992.000
NR,CHANDIGARH,INDUSTRIAL (HIGH VOLTAGE),2009,107.000
NR,CHANDIGARH,INDUSTRIAL (LOW & MED VOLTAGE),2009,2201.000
NR,CHANDIGARH,MISCELLANEOUS,2009,219.000
NR,CHANDIGARH,PUBLIC LIGHTING,2009,554.000
NR,CHANDIGARH,PUBLIC WATER WORKS AND SEWAGE,2009,265.000
NR,CHANDIGARH,AGRICULTURE,2010,167.000
NR,CHANDIGARH,COMMERCIAL,2010,24713.000
NR,CHANDIGARH,RESIDENTIAL,2010,192855.000
NR,CHANDIGARH,INDUSTRIAL (HIGH VOLTAGE),2010,109.000
NR,CHANDIGARH,INDUSTRIAL (LOW & MED VOLTAGE),2010,2284.000
NR,CHANDIGARH,MISCELLANEOUS,2010,568.000
NR,CHANDIGARH,PUBLIC LIGHTING,2010,568.000
NR,CHANDIGARH,PUBLIC WATER WORKS AND SEWAGE,2010,266.000
NR,CHANDIGARH,AGRICULTURE,2011,167.000
NR,CHANDIGARH,COMMERCIAL,2011,24713.000
NR,CHANDIGARH,RESIDENTIAL,2011,192855.000
NR,CHANDIGARH,INDUSTRIAL (HIGH VOLTAGE),2011,109.000
NR,CHANDIGARH,INDUSTRIAL (LOW & MED VOLTAGE),2011,2284.000
NR,CHANDIGARH,MISCELLANEOUS,2011,568.000
NR,CHANDIGARH,PUBLIC LIGHTING,2011,568.000
NR,CHANDIGARH,PUBLIC WATER WORKS AND SEWAGE,2011,266.000
NR,CHANDIGARH,AGRICULTURE,2012,122.000
NR,CHANDIGARH,COMMERCIAL,2012,25359.000
NR,CHANDIGARH,RESIDENTIAL,2012,170364.000
NR,CHANDIGARH,INDUSTRIAL (HIGH VOLTAGE),2012,104.000
NR,CHANDIGARH,INDUSTRIAL (LOW & MED VOLTAGE),2012,2367.000
NR,CHANDIGARH,MISCELLANEOUS,2012,1251.000
NR,CHANDIGARH,PUBLIC LIGHTING,2012,775.000
NR,CHANDIGARH,PUBLIC WATER WORKS AND SEWAGE,2012,266.000
NR,CHANDIGARH,AGRICULTURE,2013,123.000
NR,CHANDIGARH,COMMERCIAL,2013,25987.000
NR,CHANDIGARH,RESIDENTIAL,2013,172549.000
NR,CHANDIGARH,INDUSTRIAL (HIGH VOLTAGE),2013,101.000
NR,CHANDIGARH,INDUSTRIAL (LOW & MED VOLTAGE),2013,2401.000
NR,CHANDIGARH,MISCELLANEOUS,2013,1411.000
NR,CHANDIGARH,PUBLIC LIGHTING,2013,807.000
NR,CHANDIGARH,PUBLIC WATER WORKS AND SEWAGE,2013,266.000
NR,CHANDIGARH,AGRICULTURE,2014,122.000
NR,CHANDIGARH,COMMERCIAL,2014,21447.000
NR,CHANDIGARH,RESIDENTIAL,2014,174407.000
NR,CHANDIGARH,INDUSTRIAL (HIGH VOLTAGE),2014,105.000
NR,CHANDIGARH,INDUSTRIAL (LOW & MED VOLTAGE),2014,2439.000
NR,CHANDIGARH,MISCELLANEOUS,2014,1266.000
NR,CHANDIGARH,PUBLIC LIGHTING,2014,846.000
NR,CHANDIGARH,AGRICULTURE,2015,121.000
NR,CHANDIGARH,COMMERCIAL,2015,22616.000
NR,CHANDIGARH,RESIDENTIAL,2015,187687.000
NR,CHANDIGARH,INDUSTRIAL (HIGH VOLTAGE),2015,114.000
NR,CHANDIGARH,INDUSTRIAL (LOW & MED VOLTAGE),2015,2595.000
NR,CHANDIGARH,MISCELLANEOUS,2015,1261.000
NR,CHANDIGARH,PUBLIC LIGHTING,2015,876.000
NR,CHANDIGARH,AGRICULTURE,2016,120.000
NR,CHANDIGARH,COMMERCIAL,2016,22661.000
NR,CHANDIGARH,RESIDENTIAL,2016,189285.000
NR,CHANDIGARH,INDUSTRIAL (HIGH VOLTAGE),2016,103.000
NR,CHANDIGARH,INDUSTRIAL (LOW & MED VOLTAGE),2016,2524.000
NR,CHANDIGARH,MISCELLANEOUS,2016,1225.000
NR,CHANDIGARH,PUBLIC LIGHTING,2016,978.000
WR,DADRA & NAGAR HAVELI,AGRICULTURE,2006,1169.000
WR,DADRA & NAGAR HAVELI,COMMERCIAL,2006,4951.000
WR,DADRA & NAGAR HAVELI,RESIDENTIAL,2006,30033.000
WR,DADRA & NAGAR HAVELI,INDUSTRIAL (HIGH VOLTAGE),2006,714.000
WR,DADRA & NAGAR HAVELI,INDUSTRIAL (LOW & MED VOLTAGE),2006,3258.000
WR,DADRA & NAGAR HAVELI,MISCELLANEOUS,2006,13017.000
WR,DADRA & NAGAR HAVELI,PUBLIC LIGHTING,2006,219.000
WR,DADRA & NAGAR HAVELI,PUBLIC WATER WORKS AND SEWAGE,2006,175.000
WR,DADRA & NAGAR HAVELI,AGRICULTURE,2007,1185.000
WR,DADRA & NAGAR HAVELI,COMMERCIAL,2007,5321.000
WR,DADRA & NAGAR HAVELI,RESIDENTIAL,2007,32306.000
WR,DADRA & NAGAR HAVELI,INDUSTRIAL (HIGH VOLTAGE),2007,748.000
WR,DADRA & NAGAR HAVELI,INDUSTRIAL (LOW & MED VOLTAGE),2007,3340.000
WR,DADRA & NAGAR HAVELI,MISCELLANEOUS,2007,13535.000
WR,DADRA & NAGAR HAVELI,PUBLIC LIGHTING,2007,242.000
WR,DADRA & NAGAR HAVELI,PUBLIC WATER WORKS AND SEWAGE,2007,198.000
WR,DADRA & NAGAR HAVELI,AGRICULTURE,2008,1169.000
WR,DADRA & NAGAR HAVELI,COMMERCIAL,2008,4951.000
WR,DADRA & NAGAR HAVELI,RESIDENTIAL,2008,30033.000
WR,DADRA & NAGAR HAVELI,INDUSTRIAL (HIGH VOLTAGE),2008,714.000
WR,DADRA & NAGAR HAVELI,INDUSTRIAL (LOW & MED VOLTAGE),2008,3258.000
WR,DADRA & NAGAR HAVELI,MISCELLANEOUS,2008,13017.000
WR,DADRA & NAGAR HAVELI,PUBLIC LIGHTING,2008,219.000
WR,DADRA & NAGAR HAVELI,PUBLIC WATER WORKS AND SEWAGE,2008,175.000
WR,DADRA & NAGAR HAVELI,AGRICULTURE,2009,1169.000
WR,DADRA & NAGAR HAVELI,COMMERCIAL,2009,4951.000
WR,DADRA & NAGAR HAVELI,RESIDENTIAL,2009,30033.000
WR,DADRA & NAGAR HAVELI,INDUSTRIAL (HIGH VOLTAGE),2009,714.000
WR,DADRA & NAGAR HAVELI,INDUSTRIAL (LOW & MED VOLTAGE),2009,3258.000
WR,DADRA & NAGAR HAVELI,MISCELLANEOUS,2009,13017.000
WR,DADRA & NAGAR HAVELI,PUBLIC LIGHTING,2009,219.000
WR,DADRA & NAGAR HAVELI,PUBLIC WATER WORKS AND SEWAGE,2009,175.000
WR,DADRA & NAGAR HAVELI,AGRICULTURE,2010,205601.000
WR,DADRA & NAGAR HAVELI,COMMERCIAL,2010,192063.000
WR,DADRA & NAGAR HAVELI,RESIDENTIAL,2010,2389324.000
WR,DADRA & NAGAR HAVELI,INDUSTRIAL (HIGH VOLTAGE),2010,1038.000
WR,DADRA & NAGAR HAVELI,INDUSTRIAL (LOW & MED VOLTAGE),2010,23498.000
WR,DADRA & NAGAR HAVELI,MISCELLANEOUS,2010,287.000
WR,DADRA & NAGAR HAVELI,PUBLIC LIGHTING,2010,4407.000
WR,DADRA & NAGAR HAVELI,PUBLIC WATER WORKS AND SEWAGE,2010,5678.000
WR,DADRA & NAGAR HAVELI,TRACTION,2010,21.000
WR,DADRA & NAGAR HAVELI,AGRICULTURE,2011,205601.000
WR,DADRA & NAGAR HAVELI,COMMERCIAL,2011,192063.000
WR,DADRA & NAGAR HAVELI,RESIDENTIAL,2011,2389324.000
WR,DADRA & NAGAR HAVELI,INDUSTRIAL (HIGH VOLTAGE),2011,1038.000
WR,DADRA & NAGAR HAVELI,INDUSTRIAL (LOW & MED VOLTAGE),2011,23498.000
WR,DADRA & NAGAR HAVELI,MISCELLANEOUS,2011,287.000
WR,DADRA & NAGAR HAVELI,PUBLIC LIGHTING,2011,4407.000
WR,DADRA & NAGAR HAVELI,PUBLIC WATER WORKS AND SEWAGE,2011,5678.000
WR,DADRA & NAGAR HAVELI,TRACTION,2011,21.000
WR,DADRA & NAGAR HAVELI,AGRICULTURE,2012,205601.000
WR,DADRA & NAGAR HAVELI,COMMERCIAL,2012,192063.000
WR,DADRA & NAGAR HAVELI,RESIDENTIAL,2012,2389324.000
WR,DADRA & NAGAR HAVELI,INDUSTRIAL (HIGH VOLTAGE),2012,1038.000
WR,DADRA & NAGAR HAVELI,INDUSTRIAL (LOW & MED VOLTAGE),2012,23498.000
WR,DADRA & NAGAR HAVELI,MISCELLANEOUS,2012,287.000
WR,DADRA & NAGAR HAVELI,PUBLIC LIGHTING,2012,4407.000
WR,DADRA & NAGAR HAVELI,PUBLIC WATER WORKS AND SEWAGE,2012,5678.000
WR,DADRA & NAGAR HAVELI,TRACTION,2012,21.000
WR,DADRA & NAGAR HAVELI,AGRICULTURE,2013,1078.000
WR,DADRA & NAGAR HAVELI,COMMERCIAL,2013,6946.000
WR,DADRA & NAGAR HAVELI,RESIDENTIAL,2013,49255.000
WR,DADRA & NAGAR HAVELI,INDUSTRIAL (HIGH VOLTAGE),2013,863.000
WR,DADRA & NAGAR HAVELI,INDUSTRIAL (LOW & MED VOLTAGE),2013,1849.000
WR,DADRA & NAGAR HAVELI,MISCELLANEOUS,2013,177.000
WR,DADRA & NAGAR HAVELI,PUBLIC LIGHTING,2013,237.000
WR,DADRA & NAGAR HAVELI,PUBLIC WATER WORKS AND SEWAGE,2013,197.000
WR,DADRA & NAGAR HAVELI,AGRICULTURE,2014,1078.000
WR,DADRA & NAGAR HAVELI,COMMERCIAL,2014,6946.000
WR,DADRA & NAGAR HAVELI,RESIDENTIAL,2014,49255.000
WR,DADRA & NAGAR HAVELI,INDUSTRIAL (HIGH VOLTAGE),2014,863.000
WR,DADRA & NAGAR HAVELI,INDUSTRIAL (LOW & MED VOLTAGE),2014,1849.000
WR,DADRA & NAGAR HAVELI,MISCELLANEOUS,2014,177.000
WR,DADRA & NAGAR HAVELI,PUBLIC LIGHTING,2014,237.000
WR,DADRA & NAGAR HAVELI,PUBLIC WATER WORKS AND SEWAGE,2014,197.000
WR,DADRA & NAGAR HAVELI,AGRICULTURE,2015,1179.000
WR,DADRA & NAGAR HAVELI,COMMERCIAL,2015,21209.000
WR,DADRA & NAGAR HAVELI,RESIDENTIAL,2015,38970.000
WR,DADRA & NAGAR HAVELI,INDUSTRIAL (HIGH VOLTAGE),2015,2888.000
WR,DADRA & NAGAR HAVELI,INDUSTRIAL (LOW & MED VOLTAGE),2015,319.000
WR,DADRA & NAGAR HAVELI,PUBLIC LIGHTING,2015,310.000
WR,DADRA & NAGAR HAVELI,PUBLIC WATER WORKS AND SEWAGE,2015,307.000
WR,DADRA & NAGAR HAVELI,AGRICULTURE,2016,1211.000
WR,DADRA & NAGAR HAVELI,COMMERCIAL,2016,7306.000
WR,DADRA & NAGAR HAVELI,RESIDENTIAL,2016,54216.000
WR,DADRA & NAGAR HAVELI,INDUSTRIAL (HIGH VOLTAGE),2016,889.000
WR,DADRA & NAGAR HAVELI,INDUSTRIAL (LOW & MED VOLTAGE),2016,2038.000
WR,DADRA & NAGAR HAVELI,MISCELLANEOUS,2016,334.000
WR,DADRA & NAGAR HAVELI,PUBLIC LIGHTING,2016,324.000
WR,DADRA & NAGAR HAVELI,PUBLIC WATER WORKS AND SEWAGE,2016,340.000
