Detail Data For Electricity Consumption - Connected Load by State Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,ConsumingSector,YearValue,ConnectedLoad_KW
ER,BIHAR,INDUSTRIAL (HIGH VOLTAGE),2017,2035.000
ER,BIHAR,INDUSTRIAL (LOW & MED VOLTAGE),2017,41074.000
ER,BIHAR,MISCELLANEOUS,2017,687167.000
ER,BIHAR,PUBLIC LIGHTING,2017,955.000
ER,BIHAR,PUBLIC WATER WORKS AND SEWAGE,2017,1599.000
ER,BIHAR,TRACTION,2017,22.000
ER,BIHAR,AGRICULTURE,2018,466666.000
ER,BIHAR,COMMERCIAL,2018,1620204.000
ER,BIHAR,RESIDENTIAL,2018,9652722.000
ER,BIHAR,INDUSTRIAL (HIGH VOLTAGE),2018,252724.000
ER,BIHAR,INDUSTRIAL (LOW & MED VOLTAGE),2018,1519104.000
ER,BIHAR,MISCELLANEOUS,2018,33817.000
ER,BIHAR,PUBLIC LIGHTING,2018,20482.000
ER,BIHAR,PUBLIC WATER WORKS AND SEWAGE,2018,18074.000
ER,BIHAR,TRACTION,2018,225060.000
ER,BIHAR,AGRICULTURE,2018,176418.000
ER,BIHAR,COMMERCIAL,2018,598821.000
ER,BIHAR,RESIDENTIAL,2018,10136625.000
ER,BIHAR,INDUSTRIAL (HIGH VOLTAGE),2018,775.000
ER,BIHAR,INDUSTRIAL (LOW & MED VOLTAGE),2018,76620.000
ER,BIHAR,MISCELLANEOUS,2018,346230.000
ER,BIHAR,PUBLIC LIGHTING,2018,1553.000
ER,BIHAR,PUBLIC WATER WORKS AND SEWAGE,2018,973.000
ER,BIHAR,TRACTION,2018,23.000
ER,BIHAR,AGRICULTURE,2019,544185.000
ER,BIHAR,COMMERCIAL,2019,1826809.000
ER,BIHAR,RESIDENTIAL,2019,12188541.000
ER,BIHAR,INDUSTRIAL (HIGH VOLTAGE),2019,647798.000
ER,BIHAR,INDUSTRIAL (LOW & MED VOLTAGE),2019,1315565.000
ER,BIHAR,MISCELLANEOUS,2019,0.000
ER,BIHAR,PUBLIC LIGHTING,2019,26241.000
ER,BIHAR,PUBLIC WATER WORKS AND SEWAGE,2019,56347.000
ER,BIHAR,TRACTION,2019,97620.000
ER,BIHAR,AGRICULTURE,2019,228423.000
ER,BIHAR,COMMERCIAL,2019,762438.000
ER,BIHAR,RESIDENTIAL,2019,13475313.000
ER,BIHAR,INDUSTRIAL (HIGH VOLTAGE),2019,1122.000
ER,BIHAR,INDUSTRIAL (LOW & MED VOLTAGE),2019,92355.000
ER,BIHAR,MISCELLANEOUS,2019,1.000
ER,BIHAR,PUBLIC LIGHTING,2019,2483.000
ER,BIHAR,PUBLIC WATER WORKS AND SEWAGE,2019,3700.000
ER,BIHAR,TRACTION,2019,11.000
WR,MADHYA PRADESH,AGRICULTURE,2006,3284079.000
WR,MADHYA PRADESH,COMMERCIAL,2006,773545.000
WR,MADHYA PRADESH,RESIDENTIAL,2006,2189386.000
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2006,1420486.000
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2006,791338.000
WR,MADHYA PRADESH,MISCELLANEOUS,2006,8184.000
WR,MADHYA PRADESH,PUBLIC LIGHTING,2006,59773.000
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2006,177718.000
WR,MADHYA PRADESH,TRACTION,2006,560000.000
WR,MADHYA PRADESH,AGRICULTURE,2007,6696764.000
WR,MADHYA PRADESH,COMMERCIAL,2007,802623.000
WR,MADHYA PRADESH,RESIDENTIAL,2007,2326253.000
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2007,1533909.000
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2007,636886.000
WR,MADHYA PRADESH,MISCELLANEOUS,2007,8799.000
WR,MADHYA PRADESH,PUBLIC LIGHTING,2007,61841.000
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2007,184131.000
WR,MADHYA PRADESH,TRACTION,2007,462200.000
WR,MADHYA PRADESH,AGRICULTURE,2008,4104102.000
WR,MADHYA PRADESH,COMMERCIAL,2008,1736563.000
WR,MADHYA PRADESH,RESIDENTIAL,2008,4109508.000
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2008,3558493.000
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2008,1201054.000
WR,MADHYA PRADESH,MISCELLANEOUS,2008,165729.000
WR,MADHYA PRADESH,PUBLIC LIGHTING,2008,103421.000
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2008,278950.000
WR,MADHYA PRADESH,TRACTION,2008,901700.000
WR,MADHYA PRADESH,AGRICULTURE,2009,6875260.000
WR,MADHYA PRADESH,COMMERCIAL,2009,1819019.000
WR,MADHYA PRADESH,RESIDENTIAL,2009,5375126.000
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2009,2897505.000
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2009,1607698.000
WR,MADHYA PRADESH,MISCELLANEOUS,2009,793854.000
WR,MADHYA PRADESH,PUBLIC LIGHTING,2009,122711.000
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2009,372888.000
WR,MADHYA PRADESH,TRACTION,2009,1056730.000
WR,MADHYA PRADESH,AGRICULTURE,2010,6797653.000
WR,MADHYA PRADESH,COMMERCIAL,2010,1909870.000
WR,MADHYA PRADESH,RESIDENTIAL,2010,5463685.000
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2010,2833846.000
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2010,1619920.000
WR,MADHYA PRADESH,MISCELLANEOUS,2010,1004531.000
WR,MADHYA PRADESH,PUBLIC LIGHTING,2010,128015.000
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2010,388908.000
WR,MADHYA PRADESH,TRACTION,2010,1116930.000
WR,MADHYA PRADESH,AGRICULTURE,2011,8401352.000
WR,MADHYA PRADESH,COMMERCIAL,2011,2442110.000
WR,MADHYA PRADESH,RESIDENTIAL,2011,7353492.000
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2011,3269612.000
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2011,1918432.000
WR,MADHYA PRADESH,MISCELLANEOUS,2011,697543.000
WR,MADHYA PRADESH,PUBLIC LIGHTING,2011,152371.000
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2011,462548.000
WR,MADHYA PRADESH,TRACTION,2011,1384580.000
WR,MADHYA PRADESH,AGRICULTURE,2012,4392445.000
WR,MADHYA PRADESH,COMMERCIAL,2012,1403778.000
WR,MADHYA PRADESH,RESIDENTIAL,2012,4497601.000
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2012,1528780.000
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2012,1058357.000
WR,MADHYA PRADESH,MISCELLANEOUS,2012,443768.000
WR,MADHYA PRADESH,PUBLIC LIGHTING,2012,85077.000
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2012,256319.000
WR,MADHYA PRADESH,TRACTION,2012,591240.000
WR,MADHYA PRADESH,AGRICULTURE,2013,4682472.000
WR,MADHYA PRADESH,COMMERCIAL,2013,1467370.000
WR,MADHYA PRADESH,RESIDENTIAL,2013,4715827.000
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2013,1632070.000
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2013,1179045.000
WR,MADHYA PRADESH,MISCELLANEOUS,2013,409714.000
WR,MADHYA PRADESH,PUBLIC LIGHTING,2013,87660.000
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2013,257610.000
WR,MADHYA PRADESH,TRACTION,2013,591240.000
WR,MADHYA PRADESH,AGRICULTURE,2014,6389032.000
WR,MADHYA PRADESH,COMMERCIAL,2014,1760294.000
WR,MADHYA PRADESH,RESIDENTIAL,2014,5780439.000
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2014,1711904.000
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2014,1247300.000
WR,MADHYA PRADESH,MISCELLANEOUS,2014,553001.000
WR,MADHYA PRADESH,PUBLIC LIGHTING,2014,95228.000
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2014,297720.000
WR,MADHYA PRADESH,TRACTION,2014,598785.000
WR,MADHYA PRADESH,AGRICULTURE,2015,7015558.000
WR,MADHYA PRADESH,COMMERCIAL,2015,1930537.000
WR,MADHYA PRADESH,RESIDENTIAL,2015,6330512.000
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2015,1858729.000
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2015,1106379.000
WR,MADHYA PRADESH,MISCELLANEOUS,2015,551371.000
WR,MADHYA PRADESH,PUBLIC LIGHTING,2015,104842.000
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2015,323364.000
WR,MADHYA PRADESH,TRACTION,2015,593538.000
WR,MADHYA PRADESH,AGRICULTURE,2016,8022586.000
WR,MADHYA PRADESH,COMMERCIAL,2016,2222224.000
WR,MADHYA PRADESH,RESIDENTIAL,2016,6807803.000
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2016,1884131.000
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2016,1179022.000
WR,MADHYA PRADESH,MISCELLANEOUS,2016,351598.000
WR,MADHYA PRADESH,PUBLIC LIGHTING,2016,112670.000
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2016,330975.000
WR,MADHYA PRADESH,TRACTION,2016,184002.000
WR,MADHYA PRADESH,AGRICULTURE,2017,8618342.000
WR,MADHYA PRADESH,COMMERCIAL,2017,2317339.000
WR,MADHYA PRADESH,RESIDENTIAL,2017,7418693.000
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2017,1895131.000
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2017,1233532.000
WR,MADHYA PRADESH,MISCELLANEOUS,2017,625119.000
WR,MADHYA PRADESH,PUBLIC LIGHTING,2017,119627.000
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2017,360697.000
WR,MADHYA PRADESH,TRACTION,2017,10.000
WR,MADHYA PRADESH,AGRICULTURE,2017,2482277.000
WR,MADHYA PRADESH,COMMERCIAL,2017,921326.000
WR,MADHYA PRADESH,RESIDENTIAL,2017,9390966.000
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2017,4132.000
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2017,118995.000
WR,MADHYA PRADESH,MISCELLANEOUS,2017,30333.000
WR,MADHYA PRADESH,PUBLIC LIGHTING,2017,16974.000
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2017,37843.000
WR,MADHYA PRADESH,TRACTION,2017,2.000
WR,MADHYA PRADESH,AGRICULTURE,2018,9051562.000
WR,MADHYA PRADESH,COMMERCIAL,2018,2514237.000
WR,MADHYA PRADESH,RESIDENTIAL,2018,8218252.000
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2018,2111253.000
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2018,1306897.000
WR,MADHYA PRADESH,MISCELLANEOUS,2018,481844.000
WR,MADHYA PRADESH,PUBLIC LIGHTING,2018,127291.000
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2018,406297.000
WR,MADHYA PRADESH,TRACTION,2018,10.000
WR,MADHYA PRADESH,AGRICULTURE,2018,2605173.000
WR,MADHYA PRADESH,COMMERCIAL,2018,972243.000
WR,MADHYA PRADESH,RESIDENTIAL,2018,10623847.000
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2018,5128.000
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2018,122305.000
WR,MADHYA PRADESH,MISCELLANEOUS,2018,2733.000
WR,MADHYA PRADESH,PUBLIC LIGHTING,2018,17394.000
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2018,39652.000
WR,MADHYA PRADESH,TRACTION,2018,2.000
WR,MADHYA PRADESH,AGRICULTURE,2019,9641792.000
WR,MADHYA PRADESH,COMMERCIAL,2019,2726142.000
WR,MADHYA PRADESH,RESIDENTIAL,2019,9083123.000
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2019,2363520.000
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2019,1404048.000
WR,MADHYA PRADESH,MISCELLANEOUS,2019,485784.000
WR,MADHYA PRADESH,PUBLIC LIGHTING,2019,133879.000
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2019,251449.000
WR,MADHYA PRADESH,TRACTION,2019,10.000
WR,MADHYA PRADESH,AGRICULTURE,2019,2810764.000
WR,MADHYA PRADESH,COMMERCIAL,2019,1028917.000
WR,MADHYA PRADESH,RESIDENTIAL,2019,11614021.000
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2019,5472.000
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2019,125941.000
WR,MADHYA PRADESH,MISCELLANEOUS,2019,3711.000
WR,MADHYA PRADESH,PUBLIC LIGHTING,2019,19250.000
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2019,31458.000
WR,MADHYA PRADESH,TRACTION,2019,2.000
WR,CHHATTISGARH,AGRICULTURE,2006,335702.000
WR,CHHATTISGARH,COMMERCIAL,2006,206268.000
WR,CHHATTISGARH,RESIDENTIAL,2006,690324.000
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),2006,1052242.000
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),2006,346638.000
WR,CHHATTISGARH,MISCELLANEOUS,2006,199992.000
WR,CHHATTISGARH,PUBLIC LIGHTING,2006,13127.000
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,2006,26244.000
WR,CHHATTISGARH,TRACTION,2006,207090.000
WR,CHHATTISGARH,AGRICULTURE,2007,443914.000
WR,CHHATTISGARH,COMMERCIAL,2007,229768.000
WR,CHHATTISGARH,RESIDENTIAL,2007,842801.000
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),2007,1260120.000
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),2007,367511.000
WR,CHHATTISGARH,MISCELLANEOUS,2007,141302.000
WR,CHHATTISGARH,PUBLIC LIGHTING,2007,14859.000
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,2007,26149.000
WR,CHHATTISGARH,TRACTION,2007,189270.000
WR,CHHATTISGARH,AGRICULTURE,2008,488252.000
WR,CHHATTISGARH,COMMERCIAL,2008,265406.000
WR,CHHATTISGARH,RESIDENTIAL,2008,904221.000
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),2008,1234619.000
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),2008,383021.000
WR,CHHATTISGARH,MISCELLANEOUS,2008,253647.000
WR,CHHATTISGARH,PUBLIC LIGHTING,2008,17230.000
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,2008,29001.000
WR,CHHATTISGARH,TRACTION,2008,226530.000
WR,CHHATTISGARH,AGRICULTURE,2009,560789.000
WR,CHHATTISGARH,COMMERCIAL,2009,289400.000
WR,CHHATTISGARH,RESIDENTIAL,2009,997930.000
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),2009,1118276.000
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),2009,730818.000
WR,CHHATTISGARH,MISCELLANEOUS,2009,130139.000
WR,CHHATTISGARH,PUBLIC LIGHTING,2009,17790.000
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,2009,33599.000
WR,CHHATTISGARH,TRACTION,2009,246960.000
WR,CHHATTISGARH,AGRICULTURE,2010,617126.000
WR,CHHATTISGARH,COMMERCIAL,2010,463582.000
WR,CHHATTISGARH,RESIDENTIAL,2010,793148.000
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),2010,1526909.000
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),2010,423167.000
WR,CHHATTISGARH,MISCELLANEOUS,2010,498.000
WR,CHHATTISGARH,PUBLIC LIGHTING,2010,19893.000
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,2010,36063.000
WR,CHHATTISGARH,TRACTION,2010,258480.000
WR,CHHATTISGARH,AGRICULTURE,2011,617126.000
WR,CHHATTISGARH,COMMERCIAL,2011,463582.000
WR,CHHATTISGARH,RESIDENTIAL,2011,793148.000
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),2011,1526909.000
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),2011,423167.000
WR,CHHATTISGARH,MISCELLANEOUS,2011,498.000
WR,CHHATTISGARH,PUBLIC LIGHTING,2011,19893.000
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,2011,36063.000
WR,CHHATTISGARH,TRACTION,2011,258480.000
WR,CHHATTISGARH,AGRICULTURE,2012,753387.000
WR,CHHATTISGARH,COMMERCIAL,2012,699818.000
WR,CHHATTISGARH,RESIDENTIAL,2012,1516531.000
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),2012,1468428.000
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),2012,476163.000
WR,CHHATTISGARH,MISCELLANEOUS,2012,498.000
WR,CHHATTISGARH,PUBLIC LIGHTING,2012,21962.000
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,2012,45533.000
WR,CHHATTISGARH,TRACTION,2012,238160.000
WR,CHHATTISGARH,AGRICULTURE,2013,860610.000
WR,CHHATTISGARH,COMMERCIAL,2013,944557.000
WR,CHHATTISGARH,RESIDENTIAL,2013,1632594.000
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),2013,1757002.000
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),2013,515627.000
WR,CHHATTISGARH,MISCELLANEOUS,2013,74726.000
WR,CHHATTISGARH,PUBLIC LIGHTING,2013,23846.000
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,2013,54731.000
WR,CHHATTISGARH,TRACTION,2013,301300.000
WR,CHHATTISGARH,AGRICULTURE,2014,979000.000
WR,CHHATTISGARH,COMMERCIAL,2014,1055643.000
WR,CHHATTISGARH,RESIDENTIAL,2014,1853609.000
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),2014,1708251.000
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),2014,535923.000
WR,CHHATTISGARH,MISCELLANEOUS,2014,115053.000
WR,CHHATTISGARH,PUBLIC LIGHTING,2014,27527.000
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,2014,63513.000
WR,CHHATTISGARH,TRACTION,2014,327200.000
WR,CHHATTISGARH,AGRICULTURE,2015,1101975.000
WR,CHHATTISGARH,COMMERCIAL,2015,887901.000
WR,CHHATTISGARH,RESIDENTIAL,2015,2151544.000
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),2015,1730348.000
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),2015,551480.000
WR,CHHATTISGARH,MISCELLANEOUS,2015,29047.000
WR,CHHATTISGARH,PUBLIC LIGHTING,2015,29191.000
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,2015,69690.000
WR,CHHATTISGARH,TRACTION,2015,294480.000
WR,CHHATTISGARH,AGRICULTURE,2016,1189073.000
WR,CHHATTISGARH,COMMERCIAL,2016,922333.000
WR,CHHATTISGARH,RESIDENTIAL,2016,2453808.000
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),2016,1815936.000
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),2016,567040.000
WR,CHHATTISGARH,MISCELLANEOUS,2016,27909.000
WR,CHHATTISGARH,PUBLIC LIGHTING,2016,32120.000
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,2016,71614.000
WR,CHHATTISGARH,TRACTION,2016,297405.000
WR,CHHATTISGARH,AGRICULTURE,2017,1245487.000
WR,CHHATTISGARH,COMMERCIAL,2017,981599.000
WR,CHHATTISGARH,RESIDENTIAL,2017,2533014.000
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),2017,1824449.000
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),2017,586619.000
WR,CHHATTISGARH,MISCELLANEOUS,2017,11295.000
WR,CHHATTISGARH,PUBLIC LIGHTING,2017,35696.000
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,2017,82894.000
WR,CHHATTISGARH,TRACTION,2017,298980.000
WR,CHHATTISGARH,AGRICULTURE,2017,473832.000
WR,CHHATTISGARH,COMMERCIAL,2017,310773.000
WR,CHHATTISGARH,RESIDENTIAL,2017,3897703.000
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),2017,1701.000
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),2017,32291.000
WR,CHHATTISGARH,MISCELLANEOUS,2017,49.000
WR,CHHATTISGARH,PUBLIC LIGHTING,2017,6145.000
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,2017,20636.000
WR,CHHATTISGARH,TRACTION,2017,21.000
WR,CHHATTISGARH,AGRICULTURE,2018,1258490.000
WR,CHHATTISGARH,COMMERCIAL,2018,1081366.000
WR,CHHATTISGARH,RESIDENTIAL,2018,2641368.000
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),2018,1895432.000
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),2018,608694.000
WR,CHHATTISGARH,MISCELLANEOUS,2018,14308.000
WR,CHHATTISGARH,PUBLIC LIGHTING,2018,37256.000
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,2018,93255.000
WR,CHHATTISGARH,TRACTION,2018,312480.000
WR,CHHATTISGARH,AGRICULTURE,2018,485711.000
WR,CHHATTISGARH,COMMERCIAL,2018,325972.000
WR,CHHATTISGARH,RESIDENTIAL,2018,4113286.000
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),2018,1787.000
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),2018,33017.000
WR,CHHATTISGARH,MISCELLANEOUS,2018,55.000
WR,CHHATTISGARH,PUBLIC LIGHTING,2018,6586.000
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,2018,24094.000
WR,CHHATTISGARH,TRACTION,2018,22.000
WR,CHHATTISGARH,AGRICULTURE,2019,1350578.000
WR,CHHATTISGARH,COMMERCIAL,2019,1167230.000
WR,CHHATTISGARH,RESIDENTIAL,2019,2958302.000
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),2019,2347130.000
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),2019,631981.000
WR,CHHATTISGARH,MISCELLANEOUS,2019,0.000
WR,CHHATTISGARH,PUBLIC LIGHTING,2019,42920.000
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,2019,102750.000
WR,CHHATTISGARH,TRACTION,2019,355700.000
WR,CHHATTISGARH,AGRICULTURE,2019,516653.000
WR,CHHATTISGARH,COMMERCIAL,2019,340906.000
WR,CHHATTISGARH,RESIDENTIAL,2019,4687144.000
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),2019,1901.000
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),2019,33944.000
WR,CHHATTISGARH,MISCELLANEOUS,2019,0.000
WR,CHHATTISGARH,PUBLIC LIGHTING,2019,7020.000
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,2019,25850.000
WR,CHHATTISGARH,TRACTION,2019,23.000
NR,UTTAR PRADESH,AGRICULTURE,2006,3618209.000
NR,UTTAR PRADESH,COMMERCIAL,2006,1868035.000
NR,UTTAR PRADESH,RESIDENTIAL,2006,10444733.000
NR,UTTAR PRADESH,INDUSTRIAL (HIGH VOLTAGE),2006,1623268.000
NR,UTTAR PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2006,1379874.000
NR,UTTAR PRADESH,MISCELLANEOUS,2006,8906.000
NR,UTTAR PRADESH,PUBLIC LIGHTING,2006,85941.000
NR,UTTAR PRADESH,PUBLIC WATER WORKS AND SEWAGE,2006,189320.000
NR,UTTAR PRADESH,TRACTION,2006,283472.000
NR,UTTAR PRADESH,AGRICULTURE,2007,4015269.000
NR,UTTAR PRADESH,COMMERCIAL,2007,2475576.000
NR,UTTAR PRADESH,RESIDENTIAL,2007,12554712.000
NR,UTTAR PRADESH,INDUSTRIAL (HIGH VOLTAGE),2007,2066673.000
NR,UTTAR PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2007,1389884.000
NR,UTTAR PRADESH,MISCELLANEOUS,2007,280161.000
NR,UTTAR PRADESH,PUBLIC LIGHTING,2007,110556.000
NR,UTTAR PRADESH,PUBLIC WATER WORKS AND SEWAGE,2007,205526.000
NR,UTTAR PRADESH,TRACTION,2007,256550.000
NR,UTTAR PRADESH,AGRICULTURE,2008,5516899.000
NR,UTTAR PRADESH,COMMERCIAL,2008,3278746.000
NR,UTTAR PRADESH,RESIDENTIAL,2008,17952251.000
NR,UTTAR PRADESH,INDUSTRIAL (HIGH VOLTAGE),2008,2901197.000
NR,UTTAR PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2008,2180358.000
NR,UTTAR PRADESH,MISCELLANEOUS,2008,319790.000
NR,UTTAR PRADESH,PUBLIC LIGHTING,2008,123987.000
NR,UTTAR PRADESH,PUBLIC WATER WORKS AND SEWAGE,2008,309541.000
NR,UTTAR PRADESH,TRACTION,2008,413525.000
NR,UTTAR PRADESH,AGRICULTURE,2009,6413051.000
NR,UTTAR PRADESH,COMMERCIAL,2009,3680257.000
NR,UTTAR PRADESH,RESIDENTIAL,2009,21579156.000
NR,UTTAR PRADESH,INDUSTRIAL (HIGH VOLTAGE),2009,3958807.000
NR,UTTAR PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2009,2718494.000
NR,UTTAR PRADESH,MISCELLANEOUS,2009,800487.000
NR,UTTAR PRADESH,PUBLIC LIGHTING,2009,224033.000
