Detail Data For Electricity Tariff - Generation & Rate by Power Station Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,Sector,EnergySource,Company,UtilityPowerStation,YearValue,NetGeneration_MKWh,SaleRate_PaisePerKWh
WR,MADHYA PRADESH,STATE,THERMAL,MPPGCL,SATPURA TPH STPSPH III,2014,1667.340,281.000
WR,MADHYA PRADESH,STATE,THERMAL,MPPGCL,SATPURA TPH STPSPH IV,2014,435.510,397.000
WR,MADHYA PRADESH,PRIVATE,THERMAL,J. P. POWER VENTURES,BINA TPP,2014,1562.640,482.000
WR,MADHYA PRADESH,PRIVATE,COAL,JP POWER VENTURES LTD ,JP BINA TPP ,2017,812.820,467.500
WR,MADHYA PRADESH,PRIVATE,COAL,JP POWER VENTURES LTD ,JNSTPP(JAYPEE NIGRIE)   ,2017,7266.950,293.100
WR,MADHYA PRADESH,PRIVATE,COAL,MB POWER ,MB POWER ,2017,3456.320,383.100
WR,MADHYA PRADESH,CENTRAL,HYDRO,NHDC LTD.,INDIRA SAGAR  HPS,2017,3253.330,238.920
WR,MADHYA PRADESH,CENTRAL,HYDRO,NHDC LTD.,OMKARESHWAR  HPS,2017,1416.630,340.010
WR,MADHYA PRADESH,CENTRAL,COAL,NTPC LTD.,VINDHYACHAL STPS I,2017,6931.420,258.000
WR,MADHYA PRADESH,CENTRAL,COAL,NTPC LTD.,VINDHYACHAL STPS II,2017,6087.810,238.000
WR,MADHYA PRADESH,CENTRAL,COAL,NTPC LTD.,VINDHYACHAL STPS III,2017,6734.750,276.000
WR,MADHYA PRADESH,CENTRAL,COAL,NTPC LTD.,VINDHYACHAL STPS    IV,2017,6559.240,329.000
WR,MADHYA PRADESH,CENTRAL,COAL,NTPC LTD.,VINDHYACHAL STPS    V,2017,3282.650,317.000
WR,MADHYA PRADESH,PRIVATE,COAL,ESSAR POWER MP LTD ,ESSAR POWER MP LTD ,2017,2430.400,286.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,TONS HYDRO POWER STATION ,2017,1230.000,115.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,BANSAGAR-II ,2017,89.000,109.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,BANSAGAR- III  ,2017,72.000,275.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,JHINNA HPS,2017,97.000,185.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,RANI AVANTI BAI-BARGI  HPS,2017,443.000,34.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,GANDHI SAGAR  HPS,2017,173.000,46.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,SANJAY GANDHI HPS,2017,41.000,169.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,MADHIKHERA  HPS,2017,146.000,270.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,PENCH  HPS,2017,237.000,81.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,RAJGHAT  HPS,2017,30.000,169.000
WR,MADHYA PRADESH,STATE,COAL,MPPGCL,AMARKANTAK PH III ,2017,1344.000,351.000
WR,MADHYA PRADESH,STATE,COAL,MPPGCL,SANJAY GANDHI TPH/SGTPS PH-I&II,2017,2838.000,387.000
WR,MADHYA PRADESH,STATE,COAL,MPPGCL,SANJAY GANDHI TPH/SGTPS PH-III ,2017,3446.000,343.000
WR,MADHYA PRADESH,STATE,COAL,MPPGCL,SATPURA TPH STPS PH II&III,2017,1116.000,616.000
WR,MADHYA PRADESH,STATE,COAL,MPPGCL,SATPURA TPH STPS PH IV,2017,2118.000,580.000
WR,MADHYA PRADESH,PRIVATE,COAL,JP POWER VENTURES LTD ,JP BINA TPP ,2018,2265.480,483.000
WR,MADHYA PRADESH,PRIVATE,COAL,MB POWER ,ANUPPUR THERMAL POWER STATION,2018,6229.000,387.300
WR,MADHYA PRADESH,PRIVATE,COAL,ESSAR POWER MP  LTD ,ESSAR POWER MP LTD ,2018,2723.500,323.000
WR,MADHYA PRADESH,CENTRAL,HYDRO,NHDC LTD.,INDIRA SAGAR  HPS,2018,836.690,588.130
WR,MADHYA PRADESH,CENTRAL,HYDRO,NHDC LTD.,OMKARESHWAR  HPS,2018,441.930,789.910
WR,MADHYA PRADESH,CENTRAL,COAL,NTPC LTD.,VINDHYACHAL STPS I,2018,9757.660,239.000
WR,MADHYA PRADESH,CENTRAL,COAL,NTPC LTD.,VINDHYACHAL STPS II,2018,7812.110,214.000
WR,MADHYA PRADESH,CENTRAL,COAL,NTPC LTD.,VINDHYACHAL STPS III,2018,8025.170,252.000
WR,MADHYA PRADESH,CENTRAL,COAL,NTPC LTD.,VINDHYACHAL STPS    IV,2018,7778.360,304.000
WR,MADHYA PRADESH,CENTRAL,COAL,NTPC LTD.,VINDHYACHAL STPS    V,2018,4122.430,311.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,TONS HYDRO POWER STATION ,2018,539.000,161.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,BANSAGAR-II ,2018,46.000,165.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,BANSAGAR- III  ,2018,75.000,229.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,JHINNA HPS,2018,66.000,226.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,RANI AVANTI BAI-BARGI  HPS,2018,129.000,79.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,GANDHI SAGAR  HPS,2018,174.000,36.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,SANJAY GANDHI HPS,2018,24.000,265.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,MADHIKHERA  HPS,2018,22.000,893.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,PENCH  HPS,2018,104.000,134.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,RAJGHAT  HPS,2018,29.000,185.000
WR,MADHYA PRADESH,STATE,COAL,MPPGCL,AMARKANTAK PH III ,2018,1572.000,288.000
WR,MADHYA PRADESH,STATE,COAL,MPPGCL,SANJAY GANDHI TPH/SGTPS PH-I&II,2018,4042.000,306.000
WR,MADHYA PRADESH,STATE,COAL,MPPGCL,SANJAY GANDHI TPH/SGTPS PH-III ,2018,2861.000,313.000
WR,MADHYA PRADESH,STATE,COAL,MPPGCL,SATPURA TPH STPS PH II&III,2018,1518.000,435.000
WR,MADHYA PRADESH,STATE,COAL,MPPGCL,SATPURA TPH STPS PH IV,2018,3009.000,421.000
WR,MADHYA PRADESH,STATE,COAL,MPPGCL,SSTPS PH-I,2018,3579.000,520.000
WR,MADHYA PRADESH,PRIVATE,COAL,JP POWER VENTURES LTD ,JP BINA TPP ,2019,2300.270,524.400
WR,MADHYA PRADESH,PRIVATE,COAL,JP POWER VENTURES LTD ,JNSTPP(JAYPEE NIGRIE)   ,2019,6916.200,249.100
WR,MADHYA PRADESH,PRIVATE,COAL,MB POWER ,ANUPPUR THERMAL POWER STATION,2019,6690.000,415.000
WR,MADHYA PRADESH,PRIVATE,COAL,ESSAR POWER MP  LTD ,ESSAR POWER MP LTD ,2019,3003.400,460.000
WR,MADHYA PRADESH,PRIVATE,COAL,JHABUA POWER LTD,JHABHUA POWER LTD,2019,2343.174,444.270
WR,MADHYA PRADESH,CENTRAL,HYDRO,NHDC LTD.,INDIRA SAGAR  HPS,2019,1266.330,413.490
WR,MADHYA PRADESH,CENTRAL,HYDRO,NHDC LTD.,OMKARESHWAR  HPS,2019,609.980,649.850
WR,MADHYA PRADESH,CENTRAL,COAL,NTPC LTD.,VINDHYACHAL STPS I,2019,8661.000,246.000
WR,MADHYA PRADESH,CENTRAL,COAL,NTPC LTD.,VINDHYACHAL STPS II,2019,7343.000,220.000
WR,MADHYA PRADESH,CENTRAL,COAL,NTPC LTD.,VINDHYACHAL STPS III,2019,7576.000,254.000
WR,MADHYA PRADESH,CENTRAL,COAL,NTPC LTD.,VINDHYACHAL STPS    IV,2019,7689.000,308.000
WR,MADHYA PRADESH,CENTRAL,COAL,NTPC LTD.,VINDHYACHAL STPS    V,2019,3621.000,320.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,TONS HYDRO POWER STATION ,2019,571.000,160.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,BANSAGAR-II ,2019,39.000,181.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,BANSAGAR- III  ,2019,83.000,287.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,JHINNA HPS,2019,65.000,220.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,RANI AVANTI BAI-BARGI  HPS,2019,346.000,44.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,GANDHI SAGAR  HPS,2019,123.000,48.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,SANJAY GANDHI HPS,2019,29.000,117.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,MADHIKHERA  HPS,2019,88.000,364.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,PENCH  HPS,2019,88.000,157.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,RAJGHAT  HPS,2019,40.000,225.000
WR,MADHYA PRADESH,STATE,COAL,MPPGCL,AMARKANTAK PH III ,2019,1491.000,282.000
WR,MADHYA PRADESH,STATE,COAL,MPPGCL,SANJAY GANDHI TPH/SGTPS PH-I&II,2019,4468.000,307.000
WR,MADHYA PRADESH,STATE,COAL,MPPGCL,SANJAY GANDHI TPH/SGTPS PH-III ,2019,3533.000,307.000
WR,MADHYA PRADESH,STATE,COAL,MPPGCL,SATPURA TPH STPS PH II&III-SARNI,2019,3524.000,354.000
WR,MADHYA PRADESH,STATE,COAL,MPPGCL,SATPURA TPH STPS PH IV-SARNI,2019,3259.000,436.000
WR,MADHYA PRADESH,STATE,COAL,MPPGCL,SHRI SINGHAJI TPH; KHANDWA-SSTPS PH-II,2019,1540.000,450.000
WR,MADHYA PRADESH,STATE,COAL,MPPGCL,SHRI SINGHAJI TPH; KHANDWA-SSTPS PH-I,2019,5836.000,462.000
WR,CHHATTISGARH,CENTRAL,THERMAL,NTPC LTD.,KORBA I - II,2014,15792.490,152.000
WR,CHHATTISGARH,CENTRAL,THERMAL,NTPC LTD.,KORBA III,2014,3616.640,258.000
WR,CHHATTISGARH,CENTRAL,THERMAL,NTPC LTD.,SIPAT STPSI,2014,11844.320,294.000
WR,CHHATTISGARH,CENTRAL,THERMAL,NTPC LTD.,SIPAT STPSII,2014,6311.230,284.000
WR,CHHATTISGARH,STATE,THERMAL,CSPGCL,KORBA TPSEAST,2014,1898.730,224.960
WR,CHHATTISGARH,STATE,THERMAL,CSPGCL,DSPM TPSKORBA EAST,2014,2431.160,236.400
WR,CHHATTISGARH,STATE,THERMAL,CSPGCL,KORBA-WEST EXTENSION TPS,2014,1585.090,265.000
WR,CHHATTISGARH,STATE,THERMAL,CSPGCL,HASDEO TPSKORBA WEST,2014,5485.530,168.500
WR,CHHATTISGARH,STATE,HYDRO,CSPGCL,GANGREL HEP,2014,42.850,376.500
WR,CHHATTISGARH,STATE,HYDRO,CSPGCL,BANGO HEP,2014,236.090,88.800
WR,CHHATTISGARH,STATE,HYDRO,CSPGCL,MINI HYDEL (SHP KW),2014,8.250,420.100
WR,CHHATTISGARH,STATE,HYDRO,CSPGCL,SIKASAR HEP,2014,9.910,271.200
WR,CHHATTISGARH,PRIVATE,THERMAL,LANCO AMARKAN. P.LTD.,LANCO AMARKANTAK TPP PATHADIH,2014,2067.000,307.000
WR,CHHATTISGARH,PRIVATE,THERMAL,NTPC-SAIL POWER COM.PRIV.,BHILAI EXPANSION POWER PLANT,2014,3318.610,397.720
WR,CHHATTISGARH,PRIVATE,THERMAL,JINDAL POWER LTD.  TAMNAR,4X250 MW O. P. JINDAL STPS,2014,7436.000,328.000
WR,CHHATTISGARH,PRIVATE,THERMAL,JINDAL POWER LTD.  TAMNAR,4X600 MW O. P. JINDAL STPS,2014,50.000,205.000
WR,CHHATTISGARH,CENTRAL,COAL,NTPC LTD.,KORBA  I & II,2017,14991.710,205.000
WR,CHHATTISGARH,CENTRAL,COAL,NTPC LTD.,KORBA  III,2017,3587.460,266.000
WR,CHHATTISGARH,CENTRAL,COAL,NTPC LTD.,SIPAT STPS I,2017,14799.020,268.000
WR,CHHATTISGARH,CENTRAL,COAL,NTPC LTD.,SIPAT STPS II,2017,7665.490,265.000
WR,CHHATTISGARH,PRIVATE,COAL,LANCO AMARKAN. POWER LTD. ,LANCO AMARKANTAK TPP PATHADIH & U-I,2017,1955.000,292.000
WR,CHHATTISGARH,PRIVATE,COAL,LANCO AMARKAN. POWER LTD. ,LANCO AMARKANTAK TPP PATHADIH & U-II,2017,2069.000,276.000
WR,CHHATTISGARH,CENTRAL,COAL,NTPC SAIL PCPL ,BHILAI EXPANSION POWER PLANT ,2017,3651.220,190.690
WR,CHHATTISGARH,PRIVATE,COAL,D B POWER LTD. ,BARADARHA TPS,2017,6773.730,292.000
WR,CHHATTISGARH,PRIVATE,COAL,JINDAL POWER  LTD. & TAMNAR,JINDAL POWER LTD. STPPS-I ,2017,4050.000,289.000
WR,CHHATTISGARH,PRIVATE,COAL,JINDAL POWER  LTD. & TAMNAR,JINDAL POWER LTD. STPPS-II ,2017,4530.000,405.000
WR,CHHATTISGARH,STATE,COAL,CSPGCL,KORBA TPS EAST ,2017,1986.730,338.800
WR,CHHATTISGARH,STATE,COAL,CSPGCL,DSPM TPS KORBA EAST ,2017,3658.080,275.700
WR,CHHATTISGARH,STATE,COAL,CSPGCL,KORBA-WEST EXTENSION TPS,2017,3165.000,304.200
WR,CHHATTISGARH,STATE,COAL,CSPGCL,HASDEO TPS KORBA WEST,2017,5328.780,194.100
WR,CHHATTISGARH,STATE,BIOMASS,CSPGCL,CO-GEN KAWARDHA ,2017,5.150,583.000
WR,CHHATTISGARH,STATE,COAL,CSPGCL,MTTPS & CHAMPA U-I,2017,2203.760,390.000
WR,CHHATTISGARH,STATE,COAL,CSPGCL,MTTPS & CHAMPA U-II,2017,237.090,100.000
WR,CHHATTISGARH,STATE,HYDRO,CSPGCL,SHP GANGREL ,2017,23.500,367.900
WR,CHHATTISGARH,STATE,HYDRO,CSPGCL,BANGO  HEP,2017,146.620,89.000
WR,CHHATTISGARH,STATE,HYDRO,CSPGCL,MHP KORBA WEST ,2017,8.590,381.900
WR,CHHATTISGARH,STATE,HYDRO,CSPGCL,SIKASAR  HEP,2017,4.180,268.700
WR,CHHATTISGARH,CENTRAL,COAL,NTPC LTD.,KORBA  I & II,2018,16519.940,192.000
WR,CHHATTISGARH,CENTRAL,COAL,NTPC LTD.,KORBA  III,2018,3957.930,266.000
WR,CHHATTISGARH,CENTRAL,COAL,NTPC LTD.,SIPAT STPS I,2018,15246.000,255.000
WR,CHHATTISGARH,CENTRAL,COAL,NTPC LTD.,SIPAT STPS II,2018,7763.820,252.000
WR,CHHATTISGARH,PRIVATE,COAL,LANCO AMARKAN. POWER LTD. ,LANCO AMARKANTAK TPP PATHADIH; U-I,2018,1822.000,303.000
WR,CHHATTISGARH,PRIVATE,COAL,LANCO AMARKAN. POWER LTD. ,LANCO AMARKANTAK TPP PATHADIH; U-II,2018,1921.000,282.000
WR,CHHATTISGARH,CENTRAL,COAL,NTPC SAIL PCPL ,BHILAI EXPANSION POWER PLANT ,2018,3877.380,354.870
WR,CHHATTISGARH,PRIVATE,COAL,KMPCL,KSK MAHANADI POWER COM PVT LTD,2018,5426.400,420.000
WR,CHHATTISGARH,PRIVATE,COAL,JINDAL POWER  LTD.; TAMNAR,JINDAL POWER LTD. STPPS-I ,2018,3806.020,348.000
WR,CHHATTISGARH,PRIVATE,COAL,JINDAL POWER  LTD.; TAMNAR,JINDAL POWER LTD. STPPS-II ,2018,6337.600,430.000
WR,CHHATTISGARH,STATE,COAL,CSPGCL,KORBA TPS EAST ,2018,1551.310,384.400
WR,CHHATTISGARH,STATE,COAL,CSPGCL,DSPM TPS KORBA EAST ,2018,3723.350,300.000
WR,CHHATTISGARH,STATE,COAL,CSPGCL,KORBA-WEST EXTENSION TPS,2018,3810.470,328.600
WR,CHHATTISGARH,STATE,COAL,CSPGCL,HASDEO TPS KORBA WEST,2018,4773.360,250.900
WR,CHHATTISGARH,STATE,BIOMASS,CSPGCL,CO-GEN KAWARDHA ,2018,5.910,563.000
WR,CHHATTISGARH,STATE,COAL,CSPGCL,ATAL BIHARI VAJPAYEE TPS JANJGIR,2018,5341.630,385.000
WR,CHHATTISGARH,STATE,HYDRO,CSPGCL,HEP GANGREL ,2018,13.300,368.000
WR,CHHATTISGARH,STATE,HYDRO,CSPGCL,BANGO  HEP,2018,216.000,105.000
WR,CHHATTISGARH,STATE,HYDRO,CSPGCL,MHP KORBA WEST ,2018,8.970,382.000
WR,CHHATTISGARH,STATE,HYDRO,CSPGCL,SIKASAR  HEP,2018,2.840,269.000
WR,CHHATTISGARH,CENTRAL,COAL,NTPC LTD.,KORBA  I & II,2019,14885.000,197.000
WR,CHHATTISGARH,CENTRAL,COAL,NTPC LTD.,KORBA  III,2019,3806.000,266.000
WR,CHHATTISGARH,CENTRAL,COAL,NTPC LTD.,SIPAT STPS I,2019,15037.000,253.000
WR,CHHATTISGARH,CENTRAL,COAL,NTPC LTD.,SIPAT STPS II,2019,7499.000,250.000
WR,CHHATTISGARH,PRIVATE,COAL,LANCO AMARKAN. POWER LTD. ,LANCO AMARKANTAK TPP PATHADIH; U-I,2019,1957.000,359.000
WR,CHHATTISGARH,PRIVATE,COAL,LANCO AMARKAN. POWER LTD. ,LANCO AMARKANTAK TPP PATHADIH; U-II,2019,1962.000,347.000
WR,CHHATTISGARH,PRIVATE,COAL,JINDAL POWER  LTD.; TAMNAR,JINDAL POWER LTD. STPPS-I ,2019,3009.170,333.000
WR,CHHATTISGARH,PRIVATE,COAL,JINDAL POWER  LTD.; TAMNAR,JINDAL POWER LTD. STPPS-II ,2019,6660.520,428.000
WR,CHHATTISGARH,STATE,COAL,CSPGCL,KORBA TPS EAST ,2019,1348.620,410.500
WR,CHHATTISGARH,STATE,COAL,CSPGCL,DSPM TPS KORBA EAST ,2019,3522.590,299.500
WR,CHHATTISGARH,STATE,COAL,CSPGCL,KORBA-WEST EXTENSION TPS,2019,3815.460,325.400
WR,CHHATTISGARH,STATE,COAL,CSPGCL,HASDEO TPS KORBA WEST,2019,4961.600,256.900
WR,CHHATTISGARH,STATE,BIOMASS,CSPGCL,CO-GEN KAWARDHA ,2019,4.520,587.000
WR,CHHATTISGARH,STATE,COAL,CSPGCL,ATAL BIHARI VAJPAYEE TPS JANJGIR,2019,6053.270,392.200
WR,CHHATTISGARH,STATE,HYDRO,CSPGCL,HEP GANGREL ,2019,19.300,367.900
WR,CHHATTISGARH,STATE,HYDRO,CSPGCL,BANGO  HEP,2019,240.320,95.700
WR,CHHATTISGARH,STATE,HYDRO,CSPGCL,MHP KORBA WEST ,2019,1.550,381.900
WR,CHHATTISGARH,STATE,HYDRO,CSPGCL,SIKASAR  HEP,2019,6.460,268.700
NR,UTTAR PRADESH,CENTRAL,THERMAL,NTPC LTD.,AURAIYA CCPP,2014,1756.360,437.000
NR,UTTAR PRADESH,CENTRAL,THERMAL,NTPC LTD.,DADRI COAL- I (NCTPP),2014,5435.080,412.000
NR,UTTAR PRADESH,CENTRAL,THERMAL,NTPC LTD.,DADRI COAL - II (NCTPP),2014,7201.960,467.000
NR,UTTAR PRADESH,CENTRAL,THERMAL,NTPC LTD.,DADRI CCPP,2014,3405.860,421.000
NR,UTTAR PRADESH,CENTRAL,THERMAL,NTPC LTD.,SINGRAULI STPS,2014,14809.810,171.000
NR,UTTAR PRADESH,CENTRAL,THERMAL,NTPC LTD.,TANDA TPS,2014,3140.240,394.000
NR,UTTAR PRADESH,CENTRAL,THERMAL,NTPC LTD.,UNCHAHAR TPSI,2014,2997.290,357.000
NR,UTTAR PRADESH,CENTRAL,THERMAL,NTPC LTD.,UNCHAHAR TPSII,2014,2901.140,358.000
NR,UTTAR PRADESH,CENTRAL,THERMAL,NTPC LTD.,UNCHAHAR TPSIII,2014,1388.470,405.000
NR,UTTAR PRADESH,CENTRAL,NUCLEAR,NPCIL,NARORA A.P.S. 1 - 2,2014,2362.680,248.560
NR,UTTAR PRADESH,STATE,HYDRO,UPJVNL,KHARA HEP,2014,415.880,72.000
NR,UTTAR PRADESH,STATE,HYDRO,UPJVNL,MATATILLA HEP,2014,115.550,55.000
NR,UTTAR PRADESH,STATE,HYDRO,UPJVNL,OBRA HEP,2014,202.920,53.000
NR,UTTAR PRADESH,STATE,HYDRO,UPJVNL,RIHAND/PIPRA HEP,2014,502.650,55.000
NR,UTTAR PRADESH,STATE,HYDRO,UPJVNL,UGC PS(NIRGAJINI- CHITORA- SALAWA-,2014,19.260,213.000
NR,UTTAR PRADESH,STATE,THERMAL,UPRVUNL,ANPARA A TPS,2014,3351.920,185.860
NR,UTTAR PRADESH,STATE,THERMAL,UPRVUNL,ANPARA B TPS,2014,7132.630,234.610
NR,UTTAR PRADESH,STATE,THERMAL,UPRVUNL,HARDUAGANJ TPS,2014,73.780,444.690
NR,UTTAR PRADESH,STATE,THERMAL,UPRVUNL,HARDUAGANJ EXTN. TPS,2014,2375.680,546.970
NR,UTTAR PRADESH,STATE,THERMAL,UPRVUNL,OBRA A TPS,2014,482.840,286.400
NR,UTTAR PRADESH,STATE,THERMAL,UPRVUNL,OBRA B TPS,2014,3065.770,239.110
NR,UTTAR PRADESH,STATE,THERMAL,UPRVUNL,PANKI TPS,2014,627.000,434.340
NR,UTTAR PRADESH,STATE,THERMAL,UPRVUNL,PARICHHA TPS,2014,412.410,394.110
NR,UTTAR PRADESH,STATE,THERMAL,UPRVUNL,PARICHHA EXTN.TPS,2014,2262.780,366.280
NR,UTTAR PRADESH,STATE,THERMAL,UPRVUNL,PARICHHA EXTN. ST. 2 TPS,2014,1117.170,445.960
NR,UTTAR PRADESH,PRIVATE,THERMAL,HINDALCO IND. LTD.,RENUSAGAR DIVISION,2014,6133.850,0.000
NR,UTTAR PRADESH,PRIVATE,THERMAL,ROJA POWER SCL,ROJA THERMAL POWER PLANT PH-I,2014,7414.000,523.000
NR,UTTAR PRADESH,PRIVATE,THERMAL,BAJAJ ENERGY PVT. LTD.,KHAMBERKHERA,2014,465.210,224.000
NR,UTTAR PRADESH,PRIVATE,THERMAL,BAJAJ ENERGY PVT. LTD.,BARKHERA,2014,469.020,223.000
NR,UTTAR PRADESH,PRIVATE,THERMAL,BAJAJ ENERGY PVT. LTD.,MAQSOODAPUR,2014,483.750,223.000
NR,UTTAR PRADESH,PRIVATE,THERMAL,BAJAJ ENERGY PVT. LTD.,UTRAULA,2014,502.280,232.000
NR,UTTAR PRADESH,PRIVATE,THERMAL,BAJAJ ENERGY PVT. LTD.,KUNDARKHI,2014,464.640,224.000
NR,UTTAR PRADESH,CENTRAL,NAPHTHA,NTPC LTD.,AURAIYA CCPP,2017,535.010,391.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,DADRI  COAL- I (NCTPP),2017,2961.700,423.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,DADRI COAL - II (NCTPP),2017,5266.860,463.000
NR,UTTAR PRADESH,CENTRAL,DIESEL,NTPC LTD.,DADRI CCPP,2017,2274.690,330.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,RIHAND STPS I,2017,5967.660,245.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,RIHAND STPS II,2017,7370.690,246.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,RIHAND STPS III,2017,7065.460,306.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,SINGRAULI STPS,2017,13940.680,204.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,TANDA TPS,2017,2954.380,408.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,UNCHAHAR TPS I,2017,2564.540,398.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,UNCHAHAR TPS II,2017,2735.770,389.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,UNCHAHAR TPS III,2017,1427.800,430.000
NR,UTTAR PRADESH,CENTRAL,NUCLEAR,NPCIL,NARORA  A.P.S. 1 & 2,2017,3035.750,258.410
NR,UTTAR PRADESH,PRIVATE,COAL,JP POWER VENTURES LTD ,PPGCL (BARA),2017,4482.000,385.000
NR,UTTAR PRADESH,PRIVATE,COAL,ROJA POWER SCL,ROJA THERMAL POWER STATION  ,2017,7272.000,434.000
NR,UTTAR PRADESH,PRIVATE,COAL,BAJAJ ENERGY PVT. LTD.,KHAMBERKHERA,2017,344.000,634.000
NR,UTTAR PRADESH,PRIVATE,COAL,BAJAJ ENERGY PVT. LTD.,BARKHERA,2017,360.000,626.000
NR,UTTAR PRADESH,PRIVATE,COAL,BAJAJ ENERGY PVT. LTD.,MAQSOODAPUR,2017,382.000,608.000
NR,UTTAR PRADESH,PRIVATE,COAL,BAJAJ ENERGY PVT. LTD.,UTRAULA,2017,379.000,615.000
NR,UTTAR PRADESH,PRIVATE,COAL,BAJAJ ENERGY PVT. LTD.,KUNDARKHI,2017,423.000,588.000
NR,UTTAR PRADESH,PRIVATE,COAL,BAJAJ ENERGY PVT. LTD.,LALITPUR PGCL,2017,3594.000,473.000
NR,UTTAR PRADESH,PRIVATE,COAL,PRAYAGRAJ PGCL,PRAYAGRAJ PGCL,2017,4482.000,385.950
NR,UTTAR PRADESH,STATE,HYDRO,UPJVNL,KHARA  HEP,2017,266.540,72.000
NR,UTTAR PRADESH,STATE,HYDRO,UPJVNL,MATATILLA  HEP,2017,122.190,65.000
NR,UTTAR PRADESH,STATE,HYDRO,UPJVNL,OBRA  HEP,2017,215.170,63.000
NR,UTTAR PRADESH,STATE,HYDRO,UPJVNL,RIHAND,2017,573.690,55.000
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,ANPARA  A TPS,2017,3175.360,270.000
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,ANPARA  B TPS,2017,7056.050,227.000
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,ANPARA D ,2017,3001.580,398.000
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,HARDUAGANJ TPS,2017,458.170,492.000
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,HARDUAGANJ EXTN. TPS,2017,3043.890,466.000
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,OBRA A TPS ,2017,131.580,340.000
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,OBRA  B TPS,2017,3281.240,219.000
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,PANKI TPS,2017,664.880,503.000
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,PARICHHA TPS,2017,387.620,494.000
