observationAbout,observationDate,value,variableMeasured,observationPeriod,unit
dcid:country/VNM,2013-08,21036,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VND,P1M,VND
dcid:country/VNM,2013-09,21036,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VND,P1M,VND
dcid:country/VNM,2013-10,21036,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VND,P1M,VND
dcid:country/VNM,2013-11,21036,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VND,P1M,VND
dcid:country/VNM,2013-12,21036,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VND,P1M,VND
dcid:country/VNM,2013,20933.41667,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VND,P1Y,VND
dcid:country/YEM,2013,214.89,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_YER,P1Y,YER
dcid:country/YEM,2013-01,214.89,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_YER,P1M,YER
dcid:country/YEM,2013-02,214.89,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_YER,P1M,YER
dcid:country/YEM,2013-03,214.89,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_YER,P1M,YER
dcid:country/YEM,2013-04,214.89,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_YER,P1M,YER
dcid:country/YEM,2013-05,214.89,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_YER,P1M,YER
dcid:country/YEM,2013-06,214.89,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_YER,P1M,YER
dcid:country/YEM,2013-07,214.89,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_YER,P1M,YER
dcid:country/YEM,2013-08,214.89,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_YER,P1M,YER
dcid:country/YEM,2013-09,214.89,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_YER,P1M,YER
dcid:country/YEM,2013-10,214.89,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_YER,P1M,YER
dcid:country/YEM,2013-11,214.89,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_YER,P1M,YER
dcid:country/YEM,2013-12,214.89,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_YER,P1M,YER
dcid:country/YEM,2013,214.89,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_YER,P1Y,YER
dcid:country/ZMB,2013,5.39648,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZMW,P1Y,ZMW
dcid:country/ZMB,2013-01,5.2878,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZMW,P1M,ZMW
dcid:country/ZMB,2013-02,5.35,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZMW,P1M,ZMW
dcid:country/ZMB,2013-03,5.38,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZMW,P1M,ZMW
dcid:country/ZMB,2013-04,5.36,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZMW,P1M,ZMW
dcid:country/ZMB,2013-05,5.32,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZMW,P1M,ZMW
dcid:country/ZMB,2013-06,5.44,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZMW,P1M,ZMW
dcid:country/ZMB,2013-07,5.48,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZMW,P1M,ZMW
dcid:country/ZMB,2013-08,5.43,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZMW,P1M,ZMW
dcid:country/ZMB,2013-09,5.33,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZMW,P1M,ZMW
dcid:country/ZMB,2013-10,5.32,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZMW,P1M,ZMW
dcid:country/ZMB,2013-11,5.52,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZMW,P1M,ZMW
dcid:country/ZMB,2013-12,5.54,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZMW,P1M,ZMW
dcid:country/ZMB,2013,5.39648,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZMW,P1Y,ZMW
dcid:country/ZWE,2013,1,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrencyUSD,P1Y,USD
dcid:country/AFG,2014,57.2475,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AFN,P1Y,AFN
dcid:country/AFG,2014-01,56.54,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AFN,P1M,AFN
dcid:country/AFG,2014-02,57.1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AFN,P1M,AFN
dcid:country/AFG,2014-03,57.38,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AFN,P1M,AFN
dcid:country/AFG,2014-04,57.25,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AFN,P1M,AFN
dcid:country/AFG,2014-05,57.29,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AFN,P1M,AFN
dcid:country/AFG,2014-06,57.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AFN,P1M,AFN
dcid:country/AFG,2014-07,57.52,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AFN,P1M,AFN
dcid:country/AFG,2014-08,56.61,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AFN,P1M,AFN
dcid:country/AFG,2014-09,57.23,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AFN,P1M,AFN
dcid:country/AFG,2014-10,57.45,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AFN,P1M,AFN
dcid:country/AFG,2014-11,57.45,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AFN,P1M,AFN
dcid:country/AFG,2014-12,57.45,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AFN,P1M,AFN
dcid:country/AFG,2014,57.2475,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AFN,P1Y,AFN
dcid:country/ALA,2014,0.75273,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1Y,EUR
dcid:country/ALA,2014,0.75273,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1Y,EUR
dcid:country/ALB,2014,105.48,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ALL,P1Y,ALL
dcid:country/ALB,2014-01,103.24,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ALL,P1M,ALL
dcid:country/ALB,2014-02,102.75,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ALL,P1M,ALL
dcid:country/ALB,2014-03,101.55,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ALL,P1M,ALL
dcid:country/ALB,2014-04,101.35,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ALL,P1M,ALL
dcid:country/ALB,2014-05,101.89,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ALL,P1M,ALL
dcid:country/ALB,2014-06,103.09,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ALL,P1M,ALL
dcid:country/ALB,2014-07,103.26,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ALL,P1M,ALL
dcid:country/ALB,2014-08,104.58,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ALL,P1M,ALL
dcid:country/ALB,2014-09,108.41,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ALL,P1M,ALL
dcid:country/ALB,2014-10,110.01,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ALL,P1M,ALL
dcid:country/ALB,2014-11,111.99,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ALL,P1M,ALL
dcid:country/ALB,2014-12,113.64,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ALL,P1M,ALL
dcid:country/ALB,2014,105.48,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ALL,P1Y,ALL
dcid:country/DZA,2014,80.57902,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DZD,P1Y,DZD
dcid:country/DZA,2014-01,78.1073,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DZD,P1M,DZD
dcid:country/DZA,2014-02,77.9306,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DZD,P1M,DZD
dcid:country/DZA,2014-03,77.644,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DZD,P1M,DZD
dcid:country/DZA,2014-04,78.5992,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DZD,P1M,DZD
dcid:country/DZA,2014-05,78.7997,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DZD,P1M,DZD
dcid:country/DZA,2014-06,79.294,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DZD,P1M,DZD
dcid:country/DZA,2014-07,79.8322,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DZD,P1M,DZD
dcid:country/DZA,2014-08,80.3249,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DZD,P1M,DZD
dcid:country/DZA,2014-09,81.1859,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DZD,P1M,DZD
dcid:country/DZA,2014-10,83.4736,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DZD,P1M,DZD
dcid:country/DZA,2014-11,84.7706,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DZD,P1M,DZD
dcid:country/DZA,2014-12,86.9862,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DZD,P1M,DZD
dcid:country/DZA,2014,80.57902,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DZD,P1Y,DZD
dcid:country/AND,2014,0.75273,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1Y,EUR
dcid:country/AND,2014-01,0.73474,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/AND,2014-02,0.73214,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/AND,2014-03,0.72346,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/AND,2014-04,0.72398,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/AND,2014-05,0.72822,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/AND,2014-06,0.73571,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/AND,2014-07,0.7386,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/AND,2014-08,0.75097,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/AND,2014-09,0.77511,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/AND,2014-10,0.7891,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/AND,2014-11,0.80178,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/AND,2014-12,0.81094,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/AND,2014,0.75273,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1Y,EUR
dcid:country/AGO,2014,98.30242,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AOA,P1Y,AOA
dcid:country/AGO,2014-01,97.6145,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AOA,P1M,AOA
dcid:country/AGO,2014-02,97.6025,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AOA,P1M,AOA
dcid:country/AGO,2014-03,97.60346,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AOA,P1M,AOA
dcid:country/AGO,2014-04,97.6226,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AOA,P1M,AOA
dcid:country/AGO,2014-05,97.64854,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AOA,P1M,AOA
dcid:country/AGO,2014-06,97.5795,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AOA,P1M,AOA
dcid:country/AGO,2014-07,97.083,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AOA,P1M,AOA
dcid:country/AGO,2014-08,97.60965,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AOA,P1M,AOA
dcid:country/AGO,2014-09,97.912,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AOA,P1M,AOA
dcid:country/AGO,2014-10,98.76492,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AOA,P1M,AOA
dcid:country/AGO,2014-11,100.49379,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AOA,P1M,AOA
dcid:country/AGO,2014-12,102.09455,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AOA,P1M,AOA
dcid:country/AGO,2014,98.30242,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AOA,P1Y,AOA
dcid:country/AIA,2014,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1Y,XCD
dcid:country/AIA,2014-01,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/AIA,2014-02,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/AIA,2014-03,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/AIA,2014-04,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/AIA,2014-05,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/AIA,2014-06,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/AIA,2014-07,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/AIA,2014-08,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/AIA,2014-09,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/AIA,2014-10,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/AIA,2014-11,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/AIA,2014-12,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/AIA,2014,2.7,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1Y,XCD
dcid:country/ATG,2014,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1Y,XCD
dcid:country/ATG,2014-01,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/ATG,2014-02,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/ATG,2014-03,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/ATG,2014-04,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/ATG,2014-05,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/ATG,2014-06,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/ATG,2014-07,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/ATG,2014-08,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/ATG,2014-09,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/ATG,2014-10,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/ATG,2014-11,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/ATG,2014-12,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/ATG,2014,2.7,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1Y,XCD
dcid:country/ARG,2014,8.07528,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ARS,P1Y,ARS
dcid:country/ARG,2014-01,7.06955,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ARS,P1M,ARS
dcid:country/ARG,2014-02,7.79355,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ARS,P1M,ARS
dcid:country/ARG,2014-03,7.88267,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ARS,P1M,ARS
dcid:country/ARG,2014-04,7.95068,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ARS,P1M,ARS
dcid:country/ARG,2014-05,7.99285,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ARS,P1M,ARS
dcid:country/ARG,2014-06,8.07505,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ARS,P1M,ARS
dcid:country/ARG,2014-07,8.12391,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ARS,P1M,ARS
dcid:country/ARG,2014-08,8.26865,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ARS,P1M,ARS
dcid:country/ARG,2014-09,8.36595,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ARS,P1M,ARS
dcid:country/ARG,2014-10,8.41136,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ARS,P1M,ARS
dcid:country/ARG,2014-11,8.46278,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ARS,P1M,ARS
dcid:country/ARG,2014-12,8.50632,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ARS,P1M,ARS
dcid:country/ARG,2014,8.07528,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ARS,P1Y,ARS
dcid:country/ARM,2014,415.91979,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AMD,P1Y,AMD
dcid:country/ARM,2014-01,407.35375,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AMD,P1M,AMD
dcid:country/ARM,2014-02,411.54143,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AMD,P1M,AMD
dcid:country/ARM,2014-03,414.21667,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AMD,P1M,AMD
dcid:country/ARM,2014-04,414.30667,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AMD,P1M,AMD
dcid:country/ARM,2014-05,413.32,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AMD,P1M,AMD
dcid:country/ARM,2014-06,410.9019,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AMD,P1M,AMD
dcid:country/ARM,2014-07,407.13364,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AMD,P1M,AMD
dcid:country/ARM,2014-08,409.49478,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AMD,P1M,AMD
dcid:country/ARM,2014-09,408.79818,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AMD,P1M,AMD
dcid:country/ARM,2014-10,409.98304,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AMD,P1M,AMD
dcid:country/ARM,2014-11,420.45381,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AMD,P1M,AMD
dcid:country/ARM,2014-12,463.5336,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AMD,P1M,AMD
dcid:country/ARM,2014,415.91979,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AMD,P1Y,AMD
dcid:country/ABW,2014,1.79,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AWG,P1Y,AWG
dcid:country/ABW,2014-01,1.79,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AWG,P1M,AWG
dcid:country/ABW,2014-02,1.79,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AWG,P1M,AWG
dcid:country/ABW,2014-03,1.79,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AWG,P1M,AWG
dcid:country/ABW,2014-04,1.79,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AWG,P1M,AWG
dcid:country/ABW,2014-05,1.79,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AWG,P1M,AWG
dcid:country/ABW,2014-06,1.79,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AWG,P1M,AWG
dcid:country/ABW,2014-07,1.79,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AWG,P1M,AWG
dcid:country/ABW,2014-08,1.79,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AWG,P1M,AWG
dcid:country/ABW,2014-09,1.79,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AWG,P1M,AWG
dcid:country/ABW,2014-10,1.79,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AWG,P1M,AWG
dcid:country/ABW,2014-11,1.79,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AWG,P1M,AWG
dcid:country/ABW,2014-12,1.79,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AWG,P1M,AWG
dcid:country/ABW,2014,1.79,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AWG,P1Y,AWG
dcid:country/AUS,2014,1.10936,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AUD,P1Y,AUD
dcid:country/AUS,2014-01,1.12842,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AUD,P1M,AUD
dcid:country/AUS,2014-02,1.11531,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AUD,P1M,AUD
dcid:country/AUS,2014-03,1.1024,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AUD,P1M,AUD
dcid:country/AUS,2014-04,1.07372,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AUD,P1M,AUD
dcid:country/AUS,2014-05,1.07421,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AUD,P1M,AUD
dcid:country/AUS,2014-06,1.06763,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AUD,P1M,AUD
dcid:country/AUS,2014-07,1.06474,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AUD,P1M,AUD
dcid:country/AUS,2014-08,1.07487,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AUD,P1M,AUD
dcid:country/AUS,2014-09,1.10354,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AUD,P1M,AUD
dcid:country/AUS,2014-10,1.13838,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AUD,P1M,AUD
dcid:country/AUS,2014-11,1.15602,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AUD,P1M,AUD
dcid:country/AUS,2014-12,1.21311,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AUD,P1M,AUD
dcid:country/AUS,2014,1.10936,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AUD,P1Y,AUD
dcid:country/AUT,2014,0.75273,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1Y,EUR
dcid:country/AUT,2014-01,0.73474,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
