"observationPeriods","StatVar","MinDate","MeasurementMethods","Units","ScalingFactors","NumPlaces"
"[P1W]","Count_MedicalConditionIncident_ConditionHepatitisA_ConfirmedCase_USResident","2023-11-05","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionWoundBotulism","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionTrichinellosis_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionCryptosporidiosis_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionDengueLikeIllness_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionLegionnairesDisease","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","66"
"[P1W]","Count_MedicalConditionIncident_ConditionRubella_CongenitalDisease_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionSevereDengue_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionEasternEquineEncephalitis_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionQFever_ChronicCondition","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","65"
"[P1W]","Count_MedicalConditionIncident_ConditionMeningococcalMeningitis_UnknownSerogroups","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionHepatitisC_PerinatalInfection_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionHepatitisC_PerinatalInfection","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","66"
"[P1W]","Count_MedicalConditionIncident_ConditionHepatitisA_AcuteCondition_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionFoodborneBotulism","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionCampylobacteriosis_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionStreptococcusPneumonia_InvasiveDisease_ConfirmedCase_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionQFever_AcuteCondition","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","65"
"[P1W]","Count_MedicalConditionIncident_ConditionAcuteConditionOrHepatitisB_ProbableCase_USResident","2024-12-29","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionRubella_CongenitalDisease","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionCyclosporiasis","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","63"
"[P1W]","Count_MedicalConditionIncident_ConditionTrichinellosis_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionChikungunya_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionZikaVirusInfection_NonCongenitalDisease_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionQFever_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionHepatitisA_ConfirmedCase_NonUSResident","2023-11-05","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionCarbapenemResistantEnterobacteriaceae","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","65"
"[P1W]","Count_MedicalConditionIncident_ConditionMeasles_IndigenousCase_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionInfluenza_PediatricMortality","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionLeprosy","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","59"
"[P1W]","Count_MedicalConditionIncident_ConditionMeningococcalMeningitis_NonUSResident_OtherSerogroups","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionBabesiosis","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","55"
"[P1W]","Count_MedicalConditionIncident_ConditionGiardiasis_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionHepatitisCOrPerinatalInfection_ConfirmedCase_NonUSResident","2023-11-05","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionCryptosporidiosis_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionSevereDengue_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionJamestownCanyonVirusDisease","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionStreptococcusPneumonia_InvasiveDisease_ProbableCase_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionDengueDisease_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionHepatitisC_PerinatalInfection_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionHepatitisC_AcuteCondition_ConfirmedCase","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","65"
"[P1W]","Count_MedicalConditionIncident_ConditionToxicShockSyndromExceptStreptococcal_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionAcuteConditionOrHepatitisB_ProbableCase_NonUSResident","2024-12-29","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionShigellosis_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionShigellosis_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionMalaria_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionHepatitisB_PerinatalInfection","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionAnthraxDisease","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionCyclosporiasis_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_5_LessYears_ConditionHaemophilusInfluenzae_InvasiveDisease_USResident_UnknownSerotype","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionBrucellosis_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionPsittacosis_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionGiardiasis","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","60"
"[P1W]","Count_MedicalConditionIncident_ConditionQFever_ChronicCondition_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionCandidaAuris_NonUSResident","2023-12-31","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionMeasles_ImportedCase_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionTularemia_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionListeriosis_ProbableCase_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionEasternEquineEncephalitis","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionHepatitisC_AcuteCondition_ProbableCase_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionWoundBotulism_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionCongenitalSyphilis_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionMeningococcalMeningitis_NonUSResident_ACWYSerogroup","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionCandidaAuris","2023-12-31","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionStreptococcusPneumonia_InvasiveDisease_ConfirmedCase","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","58"
"[P1W]","Count_MedicalConditionIncident_ConditionRabiesinhuman_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionMeningococcalMeningitis_USResident_OtherSerogroups","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionPsittacosis","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","63"
"[P1W]","Count_MedicalConditionIncident_5_LessYears_ConditionStreptococcusPneumonia_InvasiveDisease_ProbableCase_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionAcuteConditionOrHepatitisB_ProbableCase","2024-12-29","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionMeningococcalMeningitis_USResident_SerogroupB","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionDengueDisease","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionBabesiosis_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionHepatitisB_AcuteCondition_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionSevereDengue","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionPowassanVirusDisease_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionAnthraxDisease_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_5_LessYears_ConditionHaemophilusInfluenzae_InvasiveDisease_NonUSResident_UnknownSerotype","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionListeriosis_ConfirmedCase_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionHepatitisC_AcuteCondition_ConfirmedCase_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionWestNileVirusDisease","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionQFever","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionPerinatalInfectionOrHepatitisB_ConfirmedCase_USResident","2023-11-05","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionChancroid_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionPsittacosis_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionMeningococcalMeningitis_SerogroupB","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionHantavirusPulmonarySyndrome","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","64"
"[P1W]","Count_MedicalConditionIncident_ConditionPowassanVirusDisease","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionQFever_ChronicCondition_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionStreptococcusPneumonia_InvasiveDisease_ProbableCase_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionTularemia_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionStreptococcusPneumonia_InvasiveDisease_ProbableCase","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","58"
"[P1W]","Count_MedicalConditionIncident_ConditionRubella_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionGonorrhea","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_5_LessYears_ConditionStreptococcusPneumonia_InvasiveDisease_ProbableCase_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionHepatitisB_PerinatalInfection_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionHemolyticUremicSyndrome_PostDiarrheal_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionListeriosis_ProbableCase","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","66"
"[P1W]","Count_MedicalConditionIncident_ConditionHantavirusPulmonarySyndrome_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionToxicShockSyndromExceptStreptococcal","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","53"
"[P1W]","Count_MedicalConditionIncident_ConditionCandidaAuris_ClinicalCase_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionSyphilisPrimaryAndSecondary","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionGonorrhea_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionCryptosporidiosis","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","66"
"[P1W]","Count_MedicalConditionIncident_ConditionEasternEquineEncephalitis_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionRabiesinhuman_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionHemolyticUremicSyndrome_PostDiarrheal","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","64"
