period,territory,wage_rural_male,wage_rural_female,wage_rural_person,wage_urban_male,wage_urban_female,wage_urban_person,wage_total_male,wage_total_female,wage_total_person
2017-07,IN-UT,309.56,0.0,309.56,307.92,250.0,303.25,308.58,250.0,305.64
2017-07,IN-UP,229.09,158.71,223.63,261.96,225.3,258.82,235.93,173.77,231.0
2017-07,IN-WB,203.13,152.59,195.2,288.18,127.73,259.28,212.03,149.57,202.08
2017-07,IN-AN,379.33,0.0,379.33,381.1,0.0,381.1,379.87,0.0,379.87
2017-07,IN-CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07,IN-DN,237.13,0.0,237.13,0.0,0.0,0.0,237.13,0.0,237.13
2017-07,IN-DD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07,IN-LD,547.14,0.0,547.14,400.0,0.0,400.0,416.52,0.0,416.52
2017-07,IN-PY,316.05,149.69,307.54,368.33,252.17,360.15,338.01,201.36,329.9
2017-07,IN,252.64,165.69,231.87,313.66,192.46,294.46,264.52,169.08,243.11
2017-10,IN-AP,314.05,179.35,249.72,359.13,200.2,317.85,321.6,180.85,258.2
2017-10,IN-AR,296.14,0.0,296.14,303.38,0.0,303.38,298.22,0.0,298.22
2017-10,IN-AS,282.77,168.7,264.14,304.36,295.33,303.71,284.28,172.38,266.65
2017-10,IN-BR,281.28,182.7,270.82,291.31,233.87,288.68,281.93,184.09,271.9
2017-10,IN-CT,183.26,125.16,166.16,235.99,141.44,219.74,190.16,126.3,172.25
2017-10,IN-DL,400.0,250.0,393.06,461.98,0.0,461.98,459.07,250.0,458.59
2017-10,IN-GA,373.17,400.0,374.07,365.55,0.0,365.55,370.45,400.0,371.09
2017-10,IN-GJ,231.9,195.73,222.53,259.16,118.04,211.6,235.9,180.19,220.77
2017-10,IN-HR,312.5,263.88,298.8,366.7,185.95,350.22,318.99,261.26,303.79
2017-10,IN-HP,354.89,275.91,347.64,341.17,336.93,340.93,353.38,280.0,346.93
2017-10,IN-JK,379.38,0.0,379.38,383.2,183.82,373.96,379.77,183.82,378.8
2017-10,IN-JH,240.37,131.28,227.9,276.55,188.94,262.44,246.66,145.03,234.18
2017-10,IN-KA,273.25,164.63,228.49,334.49,178.21,312.68,294.28,166.1,250.66
2017-10,IN-KL,484.1,315.68,455.92,466.37,301.75,445.49,476.33,310.66,451.47
2017-10,IN-MP,203.99,143.93,186.6,243.97,166.3,228.91,209.94,146.02,192.25
2017-10,IN-MH,239.13,136.58,195.83,286.87,160.96,264.76,250.17,138.54,207.83
2017-10,IN-MN,328.34,238.18,325.61,338.09,325.71,337.19,331.26,283.53,329.18
2017-10,IN-ML,317.32,150.0,316.7,381.7,130.82,368.91,335.16,133.74,331.69
2017-10,IN-MZ,320.89,300.0,317.34,345.41,295.46,343.66,336.37,298.94,333.02
2017-10,IN-NL,400.0,0.0,400.0,315.96,0.0,315.96,366.59,0.0,366.59
2017-10,IN-OR,213.01,137.68,197.88,243.05,154.78,224.11,214.72,138.74,199.4
2017-10,IN-PB,308.98,258.35,304.29,324.69,230.57,319.14,312.57,254.08,307.59
2017-10,IN-RJ,290.91,221.6,280.96,338.91,232.59,335.91,298.16,221.93,288.41
2017-10,IN-SK,458.49,0.0,458.49,344.95,0.0,344.95,406.18,0.0,406.18
2017-10,IN-TN,360.1,183.7,301.28,375.96,215.78,347.66,365.39,189.37,314.64
2017-10,IN-TG,291.97,254.86,276.21,336.52,235.67,317.82,302.29,253.23,283.52
2017-10,IN-TR,307.61,229.16,296.49,309.6,293.35,308.29,307.8,232.61,297.56
2017-10,IN-UT,287.8,227.52,279.85,301.18,264.0,298.28,290.92,232.8,283.96
2017-10,IN-UP,245.23,173.25,240.96,271.71,198.67,265.06,249.06,178.62,244.54
2017-10,IN-WB,226.18,141.05,214.56,270.23,148.34,252.37,231.43,141.99,219.11
2017-10,IN-AN,393.82,350.0,391.61,382.37,200.0,360.77,391.49,291.11,384.96
2017-10,IN-CH,0.0,0.0,0.0,400.0,0.0,400.0,400.0,0.0,400.0
2017-10,IN-DN,0.0,0.0,0.0,0.0,300.0,300.0,0.0,300.0,300.0
2017-10,IN-DD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10,IN-LD,485.69,0.0,485.69,572.13,0.0,572.13,507.98,0.0,507.98
2017-10,IN-PY,394.16,100.0,388.54,357.34,265.57,342.15,377.48,248.01,365.66
2017-10,IN,264.93,171.99,242.53,317.6,185.7,297.43,273.87,173.42,251.02
2018-01,IN-AP,293.05,186.84,244.62,376.84,200.42,338.93,310.65,187.92,259.29
2018-01,IN-AR,268.04,0.0,268.04,317.51,207.14,313.02,285.5,207.14,284.34
2018-01,IN-AS,283.59,168.17,267.84,315.22,190.4,303.35,285.56,169.11,269.95
2018-01,IN-BR,286.55,243.61,286.21,301.71,209.64,297.27,287.42,234.01,286.87
2018-01,IN-CT,188.36,182.89,186.9,229.5,157.68,208.75,193.78,179.22,189.86
2018-01,IN-DL,300.0,0.0,300.0,448.59,500.0,449.75,437.72,500.0,439.01
2018-01,IN-GA,399.29,189.77,302.12,353.66,200.0,340.24,367.98,191.76,323.55
2018-01,IN-GJ,232.87,166.71,216.84,281.53,170.64,253.6,244.01,167.65,225.34
2018-01,IN-HR,348.44,268.21,339.45,347.14,241.98,326.06,348.15,258.83,336.28
2018-01,IN-HP,351.72,311.95,350.73,349.7,204.38,343.3,351.53,294.77,350.01
2018-01,IN-JK,376.17,200.0,374.85,364.83,322.11,359.94,374.96,281.9,373.09
2018-01,IN-JH,240.89,197.58,235.3,262.49,186.58,243.88,242.93,195.54,236.22
2018-01,IN-KA,298.67,158.9,250.76,341.89,172.2,314.92,312.01,160.75,267.35
2018-01,IN-KL,557.93,281.91,520.3,539.02,327.47,518.17,550.03,297.04,519.43
2018-01,IN-MP,206.26,161.59,196.23,247.16,163.19,233.71,210.64,161.71,199.97
2018-01,IN-MH,240.54,139.54,198.6,290.95,156.09,266.67,251.63,140.87,210.0
2018-01,IN-MN,327.39,200.0,322.92,342.0,285.75,338.68,331.83,236.74,327.79
2018-01,IN-ML,358.21,283.57,340.42,364.12,131.15,354.29,359.78,276.17,343.53
2018-01,IN-MZ,358.05,0.0,358.05,351.14,291.77,348.66,354.43,291.77,353.04
2018-01,IN-NL,400.0,0.0,400.0,331.64,0.0,331.64,343.99,0.0,343.99
2018-01,IN-OR,238.13,154.28,220.37,272.12,178.31,252.7,241.22,156.41,223.3
2018-01,IN-PB,318.73,242.9,312.66,318.33,210.84,311.95,318.62,235.77,312.46
2018-01,IN-RJ,279.97,271.37,279.23,314.2,267.77,311.24,284.42,271.01,283.31
2018-01,IN-SK,366.51,0.0,366.51,337.29,0.0,337.29,358.91,0.0,358.91
2018-01,IN-TN,377.18,201.58,324.17,399.78,218.68,375.28,384.09,203.93,337.57
2018-01,IN-TG,329.25,233.58,289.17,340.78,224.87,317.26,331.9,232.75,294.19
2018-01,IN-TR,317.91,318.4,317.94,315.8,322.96,316.02,317.53,318.8,317.61
2018-01,IN-UT,295.13,209.83,283.97,289.09,300.0,290.03,293.45,227.34,285.59
2018-01,IN-UP,245.72,172.71,239.76,274.26,173.31,266.95,248.57,172.76,242.45
2018-01,IN-WB,220.86,145.42,206.89,264.3,153.86,245.06,227.74,146.67,212.87
2018-01,IN-AN,488.15,500.0,488.83,440.71,0.0,440.71,476.27,500.0,477.3
2018-01,IN-CH,400.0,0.0,400.0,390.99,0.0,390.99,394.08,0.0,394.08
2018-01,IN-DN,200.0,0.0,200.0,0.0,300.0,300.0,200.0,300.0,218.97
2018-01,IN-DD,0.0,0.0,0.0,400.0,0.0,400.0,400.0,0.0,400.0
2018-01,IN-LD,518.16,170.0,496.31,515.86,0.0,515.86,516.56,170.0,509.59
2018-01,IN-PY,397.36,101.8,347.77,355.17,174.2,341.36,378.63,119.66,345.09
2018-01,IN,270.24,175.33,249.34,328.48,188.67,306.83,280.09,176.88,258.43
2018-04,IN-AP,344.33,199.26,283.17,359.89,204.66,336.38,348.25,199.67,293.11
2018-04,IN-AR,286.98,0.0,286.98,331.67,0.0,331.67,302.58,0.0,302.58
2018-04,IN-AS,266.0,199.79,258.54,311.87,300.0,311.2,268.24,202.15,260.97
2018-04,IN-BR,296.27,152.75,286.85,312.87,205.97,308.14,297.19,154.73,288.0
2018-04,IN-CT,195.42,153.88,186.43,221.95,156.75,202.67,199.34,154.48,189.05
2018-04,IN-DL,358.74,0.0,358.74,382.27,400.0,382.47,375.52,400.0,375.72
2018-04,IN-GA,356.85,384.71,370.1,381.45,400.0,382.88,367.08,385.65,373.78
2018-04,IN-GJ,227.48,147.96,217.03,282.63,157.75,253.61,236.38,150.68,223.57
2018-04,IN-HR,336.15,168.3,299.07,342.93,209.02,312.25,337.59,177.23,301.88
2018-04,IN-HP,371.01,305.48,366.53,361.86,225.51,347.62,370.19,294.67,364.78
2018-04,IN-JK,372.85,0.0,372.85,379.99,338.73,376.92,373.74,338.73,373.39
2018-04,IN-JH,264.96,223.16,262.02,264.59,227.5,257.49,264.9,224.87,261.14
2018-04,IN-KA,285.21,165.27,241.58,342.88,180.4,317.03,304.99,167.5,262.94
2018-04,IN-KL,662.63,306.32,611.14,620.93,358.1,592.24,648.44,320.42,604.88
2018-04,IN-MP,242.17,190.08,229.84,251.41,163.76,237.25,243.32,187.94,230.69
2018-04,IN-MH,230.73,130.9,197.54,283.07,165.44,263.49,241.51,134.15,208.88
2018-04,IN-MN,291.64,184.68,272.72,347.36,262.68,341.05,309.88,196.71,293.37
2018-04,IN-ML,360.87,208.66,342.4,362.93,147.82,350.47,361.29,202.49,343.94
2018-04,IN-MZ,298.8,0.0,298.8,351.35,311.11,348.2,324.62,311.11,324.08
2018-04,IN-NL,377.06,350.0,375.47,346.99,0.0,346.99,369.11,350.0,368.27
2018-04,IN-OR,244.71,160.77,234.79,265.94,178.48,252.48,246.29,162.51,236.15
2018-04,IN-PB,305.41,203.41,297.7,323.92,238.7,318.77,309.24,209.42,302.0
2018-04,IN-RJ,314.4,228.1,298.19,298.21,259.67,292.99,312.32,230.97,297.55
2018-04,IN-SK,400.0,0.0,400.0,395.61,0.0,395.61,395.77,0.0,395.77
2018-04,IN-TN,368.0,180.99,308.57,411.38,242.32,387.56,382.59,190.28,331.25
2018-04,IN-TG,349.57,216.07,299.99,352.89,237.76,332.91,350.31,218.06,305.86
2018-04,IN-TR,320.76,297.98,317.96,338.28,271.27,329.68,323.1,294.27,319.53
2018-04,IN-UT,284.37,268.41,280.25,287.41,250.0,287.0,285.5,268.07,282.32
2018-04,IN-UP,254.63,182.76,249.88,279.44,210.16,275.2,257.09,185.29,252.38
2018-04,IN-WB,225.4,174.87,220.31,284.18,152.94,270.11,235.88,170.73,229.25
2018-04,IN-AN,500.0,0.0,500.0,467.73,1300.0,471.98,484.73,1300.0,486.71
2018-04,IN-CH,278.57,0.0,278.57,384.96,300.0,378.97,383.61,300.0,377.78
2018-04,IN-DN,200.0,150.0,175.0,300.0,300.0,300.0,226.84,153.06,195.3
2018-04,IN-DD,400.0,0.0,400.0,400.0,0.0,400.0,400.0,0.0,400.0
2018-04,IN-LD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04,IN-PY,261.31,125.31,255.1,365.39,261.23,359.37,330.79,223.24,325.01
2018-04,IN,281.85,178.94,261.93,334.85,200.76,316.06,290.99,181.65,270.78
2018-07,IN-AP,326.7,176.82,272.49,366.64,195.06,334.07,335.39,178.7,283.56
2018-07,IN-AR,240.37,0.0,240.37,320.94,0.0,320.94,261.88,0.0,261.88
2018-07,IN-AS,302.92,196.91,292.35,322.92,218.65,309.07,304.16,198.73,293.42
2018-07,IN-BR,282.23,173.7,273.51,322.07,245.12,318.0,284.02,175.79,275.46
2018-07,IN-CT,197.6,131.1,173.51,205.78,152.24,183.89,199.05,135.49,175.47
2018-07,IN-DL,325.77,0.0,325.77,430.36,243.82,423.88,429.82,243.82,423.39
2018-07,IN-GA,400.0,200.0,365.98,395.83,400.0,396.43,396.56,358.61,390.95
2018-07,IN-GJ,179.58,140.43,167.33,289.82,139.31,236.14,192.51,140.27,175.88
2018-07,IN-HR,367.07,295.33,356.88,342.84,217.6,307.55,361.74,264.22,344.46
2018-07,IN-HP,353.03,135.42,303.97,395.14,270.82,382.83,355.44,138.45,307.87
2018-07,IN-JK,383.81,400.0,384.52,383.07,325.37,376.94,383.72,380.62,383.56
2018-07,IN-JH,229.37,175.28,225.59,270.87,222.38,260.79,237.46,196.87,233.39
2018-07,IN-KA,292.24,162.62,244.06,363.88,170.67,330.6,313.01,163.63,264.53
2018-07,IN-KL,641.83,357.79,598.79,710.13,422.76,676.4,664.82,375.6,624.23
2018-07,IN-MP,222.79,177.44,215.29,256.1,183.01,247.42,227.48,178.0,219.61
2018-07,IN-MH,222.42,126.07,181.29,301.44,171.17,273.05,236.56,129.47,193.92
2018-07,IN-MN,334.65,303.22,329.84,347.54,237.65,340.71,338.02,295.69,332.48
2018-07,IN-ML,343.06,190.97,317.43,336.4,173.08,328.99,342.15,190.33,318.83
2018-07,IN-MZ,324.29,283.33,323.49,371.85,368.88,371.64,347.76,351.05,347.91
2018-07,IN-NL,292.92,0.0,292.92,365.18,0.0,365.18,304.87,0.0,304.87
2018-07,IN-OR,229.99,165.84,217.03,269.19,184.08,247.04,234.13,168.42,220.43
2018-07,IN-PB,303.5,238.43,301.02,316.64,239.4,310.42,306.14,238.78,302.98
2018-07,IN-RJ,296.42,262.89,293.61,295.13,288.67,294.02,296.21,270.68,293.68
2018-07,IN-SK,420.99,457.14,422.94,453.5,400.0,453.16,428.47,455.31,429.63
2018-07,IN-TN,367.14,197.75,322.76,406.58,250.07,382.33,378.63,206.92,338.51
2018-07,IN-TG,335.36,241.31,289.67,354.5,258.98,331.99,340.82,243.35,298.62
2018-07,IN-TR,267.49,162.83,247.52,312.03,226.82,298.52,273.15,169.5,253.79
2018-07,IN-UT,326.42,200.0,323.83,303.18,238.94,299.02,320.34,221.02,317.11
2018-07,IN-UP,264.13,200.83,260.63,292.46,187.07,286.8,267.34,199.32,263.58
2018-07,IN-WB,242.17,159.96,233.34,275.1,172.73,263.76,247.96,162.27,238.71
2018-07,IN-AN,524.81,0.0,524.81,524.74,0.0,524.74,524.79,0.0,524.79
2018-07,IN-CH,150.0,250.0,177.02,352.89,317.63,350.75,325.18,285.49,321.36
2018-07,IN-DN,0.0,220.0,220.0,0.0,300.0,300.0,0.0,220.41,220.41
2018-07,IN-DD,0.0,267.9,267.9,400.0,0.0,400.0,400.0,267.9,342.26
2018-07,IN-LD,718.51,0.0,718.51,644.87,0.0,644.87,670.76,0.0,670.76
2018-07,IN-PY,369.76,213.8,332.92,358.72,265.23,355.09,365.4,217.85,340.5
2018-07,IN,276.92,170.1,253.93,342.15,204.73,319.3,287.88,174.54,264.38
2018-10,IN-AP,330.81,189.72,270.18,383.36,243.2,358.56,342.3,193.67,284.54
2018-10,IN-AR,353.37,350.0,352.95,329.45,200.0,322.25,347.84,333.66,346.26
2018-10,IN-AS,298.5,180.06,284.86,323.21,319.21,322.88,300.42,187.73,287.71
2018-10,IN-BR,289.39,197.28,285.12,320.77,400.0,321.53,290.71,199.03,286.59
2018-10,IN-CT,198.19,142.89,175.95,224.17,153.06,195.34,201.71,144.28,178.59
2018-10,IN-DL,500.0,0.0,500.0,386.11,298.8,380.43,386.19,298.8,380.51
2018-10,IN-GA,398.0,0.0,398.0,386.02,397.12,392.55,391.68,397.12,394.02
2018-10,IN-GJ,244.93,196.18,237.85,315.38,201.66,289.27,256.22,197.55,246.84
2018-10,IN-HR,356.05,255.45,347.42,336.74,240.11,316.0,352.86,249.83,341.53
2018-10,IN-HP,354.3,337.42,352.24,357.03,350.0,356.52,354.52,338.03,352.58
2018-10,IN-JK,391.77,0.0,391.77,399.62,353.29,394.72,392.9,353.29,392.24
2018-10,IN-JH,238.77,169.09,227.15,267.36,220.52,259.62,243.45,177.42,232.45
2018-10,IN-KA,298.01,167.5,253.85,367.17,191.14,344.59,319.41,170.2,276.88
2018-10,IN-KL,659.41,377.8,605.64,678.44,365.85,649.06,666.26,375.43,620.16
2018-10,IN-MP,231.21,218.32,228.17,261.85,193.48,253.69,235.68,216.58,231.47
2018-10,IN-MH,246.77,150.61,208.27,298.68,182.22,277.65,255.81,152.67,217.55
2018-10,IN-MN,356.64,314.51,350.8,351.49,270.64,348.58,355.51,311.82,350.36
2018-10,IN-ML,319.03,209.7,297.86,347.7,216.41,336.29,321.77,209.97,301.14
2018-10,IN-MZ,352.09,0.0,352.09,382.62,357.65,381.53,372.6,357.65,372.16
2018-10,IN-NL,250.0,0.0,250.0,372.41,0.0,372.41,363.07,0.0,363.07
2018-10,IN-OR,262.39,176.39,246.42,261.26,183.03,241.49,262.3,177.11,246.01
2018-10,IN-PB,302.27,221.06,295.51,322.4,224.96,315.31,305.78,221.66,298.93
2018-10,IN-RJ,303.62,250.68,299.32,320.61,291.99,314.85,306.63,266.41,302.41
2018-10,IN-SK,0.0,0.0,0.0,400.0,400.0,400.0,400.0,400.0,400.0
2018-10,IN-TN,374.21,194.6,316.05,414.5,241.53,385.29,388.79,203.71,337.92
2018-10,IN-TG,319.35,230.9,269.46,367.58,257.53,340.88,334.35,233.58,284.2
2018-10,IN-TR,278.54,251.83,275.61,314.56,261.54,310.21,283.36,252.81,280.12
2018-10,IN-UT,325.14,0.0,325.14,310.92,225.06,306.73,321.82,225.06,320.67
2018-10,IN-UP,274.87,144.22,266.02,291.43,215.31,288.33,277.6,151.55,269.6
2018-10,IN-WB,237.74,177.95,231.18,285.96,199.62,279.74,246.36,180.56,239.56
2018-10,IN-AN,486.31,500.0,486.91,515.43,1300.0,522.16,500.58,623.21,503.87
2018-10,IN-CH,0.0,0.0,0.0,294.36,0.0,294.36,294.36,0.0,294.36
2018-10,IN-DN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10,IN-DD,300.0,0.0,300.0,400.0,0.0,400.0,356.01,0.0,356.01
2018-10,IN-LD,535.76,0.0,535.76,694.3,0.0,694.3,658.6,0.0,658.6
2018-10,IN-PY,319.72,124.7,223.28,357.81,290.22,350.52,337.84,141.37,266.48
2018-10,IN,286.84,185.64,264.63,348.76,226.25,331.24,297.86,190.26,275.59
2019-01,IN-AP,350.66,189.76,276.84,373.45,216.98,352.93,354.96,190.84,286.46
2019-01,IN-AR,247.24,0.0,247.24,327.31,240.0,322.57,281.01,240.0,280.04
2019-01,IN-AS,302.88,215.57,291.81,343.22,290.85,338.49,304.61,217.8,293.73
2019-01,IN-BR,301.48,240.53,298.62,322.52,318.4,322.44,302.54,242.01,299.78
2019-01,IN-CT,199.35,159.68,188.7,219.96,160.0,203.42,202.62,159.74,191.06
2019-01,IN-DL,0.0,0.0,0.0,399.24,250.0,394.81,399.24,250.0,394.81
2019-01,IN-GA,400.0,0.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
2019-01,IN-GJ,206.45,184.29,201.37,324.37,158.75,283.73,218.86,181.38,210.2
2019-01,IN-HR,342.76,237.18,333.31,350.28,261.77,337.17,343.93,243.2,333.94
2019-01,IN-HP,359.31,344.94,359.08,366.36,260.0,327.48,359.55,298.36,357.46
2019-01,IN-JK,415.99,0.0,415.99,407.62,367.85,405.48,414.96,367.85,414.64
2019-01,IN-JH,253.54,165.03,242.69,269.03,200.46,256.12,254.84,169.71,243.9
2019-01,IN-KA,315.15,183.88,277.68,368.61,196.48,344.09,329.23,185.51,292.93
2019-01,IN-KL,677.53,403.4,651.61,684.01,332.02,649.73,680.07,374.84,650.87
2019-01,IN-MP,233.58,207.96,228.01,262.59,185.05,252.55,236.88,206.49,230.54
2019-01,IN-MH,241.84,143.38,203.14,315.77,153.98,284.51,259.15,144.45,218.35
2019-01,IN-MN,365.26,360.95,364.98,374.24,283.72,368.15,368.7,330.92,366.19
2019-01,IN-ML,331.07,244.7,318.38,357.19,226.57,344.58,334.91,242.94,322.06
2019-01,IN-MZ,336.71,0.0,336.71,381.92,338.54,379.86,365.25,338.54,364.43
2019-01,IN-NL,300.0,0.0,300.0,367.91,0.0,367.91,363.7,0.0,363.7
2019-01,IN-OR,235.32,183.68,226.58,266.22,200.27,249.89,237.3,185.33,228.22
2019-01,IN-PB,319.06,109.2,305.68,326.15,207.29,312.69,320.43,139.43,307.09
2019-01,IN-RJ,316.47,233.73,300.44,315.0,278.4,308.73,316.23,240.15,301.76
2019-01,IN-SK,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
2019-01,IN-TN,378.66,198.61,311.73,429.68,261.06,400.36,400.76,211.96,344.3
2019-01,IN-TG,310.64,216.51,262.01,393.81,283.72,371.81,330.58,221.12,279.58
2019-01,IN-TR,308.18,302.34,308.04,336.27,270.84,331.09,313.8,287.36,312.88
2019-01,IN-UT,307.58,275.79,303.49,323.89,0.0,323.89,310.65,275.79,306.93
2019-01,IN-UP,276.38,206.66,273.0,291.07,214.04,287.62,278.35,207.58,274.95
2019-01,IN-WB,247.33,190.71,242.72,293.65,237.73,291.06,255.23,195.48,250.72
2019-01,IN-AN,468.59,571.95,523.03,505.48,1300.0,509.74,484.75,574.69,519.43
2019-01,IN-CH,0.0,0.0,0.0,360.56,0.0,360.56,360.56,0.0,360.56
2019-01,IN-DN,388.66,200.0,372.38,400.0,0.0,400.0,388.72,200.0,372.51
2019-01,IN-DD,350.0,0.0,350.0,0.0,0.0,0.0,350.0,0.0,350.0
2019-01,IN-LD,875.06,0.0,875.06,778.14,0.0,778.14,800.61,0.0,800.61
2019-01,IN-PY,355.1,151.05,243.57,411.12,285.69,390.43,383.75,170.76,296.78
2019-01,IN,287.36,190.23,267.42,357.53,220.22,339.15,299.08,193.44,278.56
2019-04,IN-AP,368.5,273.61,349.15,389.64,291.88,372.02,374.59,278.32,355.6
2019-04,IN-AR,302.57,250.0,300.36,326.87,350.0,327.69,304.71,257.5,302.76
2019-04,IN-AS,296.92,235.17,289.29,351.88,276.89,341.39,298.58,236.62,290.89
2019-04,IN-BR,311.02,226.37,308.43,331.88,319.13,331.7,312.37,229.18,309.9
2019-04,IN-CT,217.98,139.54,195.31,241.91,195.63,235.32,222.07,143.9,201.15
2019-04,IN-DL,0.0,0.0,0.0,417.6,250.0,412.31,417.6,250.0,412.31
2019-04,IN-GA,340.26,336.66,339.26,400.0,374.44,394.59,372.76,353.87,368.17
2019-04,IN-GJ,221.44,201.69,215.6,327.0,184.28,299.47,242.36,199.54,230.47
2019-04,IN-HR,378.24,318.21,370.92,376.21,333.0,374.23,377.94,319.05,371.38
2019-04,IN-HP,361.35,351.94,361.23,351.53,300.0,340.6,361.1,333.91,360.56
2019-04,IN-JK,411.25,0.0,411.25,411.1,390.72,410.48,411.23,390.72,411.16
2019-04,IN-JH,266.57,218.42,264.25,293.41,225.77,279.8,269.42,221.15,266.18
2019-04,IN-KA,310.73,164.06,259.73,373.37,199.83,350.87,327.39,167.35,279.19
2019-04,IN-KL,732.17,388.32,697.18,680.32,372.25,648.27,710.77,381.59,676.96
2019-04,IN-MP,223.54,185.92,212.66,269.45,194.4,256.91,229.9,186.54,218.0
2019-04,IN-MH,249.34,139.61,215.81,314.33,188.92,292.85,261.72,144.52,228.5
2019-04,IN-MN,361.32,300.0,356.43,375.49,319.51,371.9,364.66,303.81,360.03
2019-04,IN-ML,323.38,196.76,276.67,354.48,255.28,343.43,328.45,199.1,284.77
2019-04,IN-MZ,368.24,341.75,366.19,382.68,315.56,378.86,377.14,327.72,373.93
2019-04,IN-NL,283.03,0.0,283.03,364.7,0.0,364.7,330.98,0.0,330.98
2019-04,IN-OR,258.47,201.39,247.34,282.83,224.28,264.39,259.73,203.54,248.37
2019-04,IN-PB,295.93,286.84,294.98,340.97,217.61,325.4,303.38,273.2,300.11
2019-04,IN-RJ,298.66,189.85,293.71,323.71,275.31,319.44,302.38,212.2,297.69
2019-04,IN-SK,418.16,172.07,354.28,417.72,400.0,416.23,418.01,199.54,372.64
2019-04,IN-TN,399.91,203.8,340.11,431.97,274.56,404.82,411.42,218.67,360.81
2019-04,IN-TG,327.36,251.98,277.84,432.84,325.65,417.51,367.14,255.67,305.1
2019-04,IN-TR,310.59,333.54,311.81,327.42,260.62,315.71,312.45,310.26,312.3
2019-04,IN-UT,330.17,340.94,330.42,337.21,400.0,337.87,331.06,344.47,331.35
2019-04,IN-UP,275.79,220.63,269.83,305.29,311.75,305.58,279.79,226.01,274.41
2019-04,IN-WB,269.53,207.48,264.66,297.96,196.27,290.53,274.56,205.62,269.22
2019-04,IN-AN,455.56,0.0,455.56,524.92,0.0,524.92,488.64,0.0,488.64
2019-04,IN-CH,400.0,400.0,400.0,369.23,0.0,369.23,387.06,400.0,387.5
2019-04,IN-DN,350.0,0.0,350.0,400.0,350.0,375.0,358.36,350.0,357.16
2019-04,IN-DD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04,IN-LD,0.0,0.0,0.0,778.14,0.0,778.14,778.14,0.0,778.14
