"StatVar","Units","observationPeriods","MinDate","ScalingFactors","MeasurementMethods","NumPlaces"
"worldBank/GFDD_DI_10","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","167"
"worldBank/GFDD_DI_11","[]","[P1Y]","1980","[]","[WorldBank_WDI_CSV]","145"
"worldBank/ER_H2O_INTR_PC","[]","[P1Y]","1961","[]","[WorldBank_WDI_CSV]","187"
"worldBank/PRJ_ATT_1519_NED_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/PRJ_POP_1519_NED_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/PRJ_POP_1519_NED_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/PRJ_ATT_1519_NED_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_TRTP_1_GPI","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","122"
"worldBank/NE_GDI_FTOT_KN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","169"
"worldBank/EG_FEC_RNEW_ZS","[Percent]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","216"
"worldBank/SH_DTH_COMM_FE_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/TX_VAL_MRCH_OR_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","209"
"worldBank/NE_GDI_FTOT_KD","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","178"
"worldBank/BAR_PRM_CMPT_7074_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_PRM_ICMP_2024_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BI_PWK_PUBS_FE_Q5_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","113"
"worldBank/NY_GDP_MKTP_KD_ZG","[]","[P1Y]","1961","[]","[WorldBank_WDI_CSV]","218"
"worldBank/GFDD_DI_01","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","186"
"worldBank/GFDD_DI_02","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","186"
"worldBank/UIS_FOSGP_56_F300_M","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","142"
"worldBank/GFDD_DI_03","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","83"
"worldBank/GFDD_DI_04","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","182"
"worldBank/GC_XPN_COMP_ZS","[Percent]","[P1Y]","1972","[]","[WorldBank_WDI_CSV]","161"
"worldBank/BAR_SEC_ICMP_6569_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/FR_INR_LEND","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","148"
"worldBank/UIS_REPP_1_G4_M","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","179"
"worldBank/per_sa_allsa_cov_q4_tot","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","121"
"worldBank/PRJ_ATT_80UP_4_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_SCHL_6064","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/FX_OWN_TOTL_MA_ZS","[Percent]","[P1Y]","2011","[]","[WorldBank_WDI_CSV]","162"
"worldBank/PRJ_ATT_80UP_NED_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_NOED_2529_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_ATT_2039_S1_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/PRJ_ATT_2529_1_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_REPP_1_G4_F","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","179"
"worldBank/TX_VAL_MRCH_R3_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","209"
"worldBank/DT_TDS_DPPG_CD","[USDollar]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","123"
"worldBank/PRJ_ATT_60UP_3_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_GTVP_23_GPV_F","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","227"
"worldBank/PRJ_POP_1519_2_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BX_GSR_CCIS_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","194"
"worldBank/UIS_NERA_2_F","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","173"
"worldBank/NE_DAB_TOTL_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","186"
"worldBank/EG_CFT_ACCS_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","193"
"worldBank/GC_XPN_TRFT_ZS","[Percent]","[P1Y]","1972","[]","[WorldBank_WDI_CSV]","158"
"worldBank/BI_WAG_PUBS_TN","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","98"
"worldBank/BAR_SEC_SCHL_5559_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_SEC_SCHL_2529","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_NERA_2_M","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","173"
"worldBank/BAR_PRM_ICMP_6064_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SL_TLF_PART_FE_ZS","[Percent]","[P1Y]","1976","[]","[WorldBank_WDI_CSV]","181"
"worldBank/SE_SEC_ENRR","[]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","212"
"worldBank/EN_LND_LTMP_DC","[Celsius]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","211"
"worldBank/UIS_XPUBP_2","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","129"
"worldBank/UIS_UAPP_23","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","165"
"worldBank/SL_UEM_TOTL_FE_ZS","[Percent]","[P1Y]","1991","[]","[WorldBank_WDI_CSV]","191"
"worldBank/UIS_XPUBP_3","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","134"
"worldBank/SE_PRM_NENR","[]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","201"
"worldBank/GE_PER_RNK","[]","[P1Y]","1996","[]","[WorldBank_WDI_CSV]","205"
"worldBank/BAR_PRM_CMPT_6064_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/FP_CPI_TOTL_ZG","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","197"
"worldBank/UIS_GTVP_23_GPV_M","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","227"
"worldBank/SH_DYN_NCOM_FE_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/PRJ_POP_1519_2_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/SP_M15_2024_FE_ZS","[Percent]","[P1Y]","1985","[]","[WorldBank_WDI_CSV]","143"
"worldBank/SL_EMP_WORK_MA_ZS","[Percent]","[P1Y]","1991","[]","[WorldBank_WDI_CSV]","191"
"worldBank/BAR_SEC_SCHL_15UP","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BM_TRF_PRVT_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","204"
"worldBank/EN_URB_MCTY_TL_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","125"
"worldBank/SP_POP_6569_FE","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/SP_POP_65UP_TO_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/PRJ_ATT_15UP_4_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_ROFST_3_F_CP","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","190"
"worldBank/PRJ_ATT_2039_2_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_TER_CMPT_5054_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/DT_DOD_DECT_CD","[USDollar]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","122"
"worldBank/BAR_TER_CMPT_2529_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_SAP_CE","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","198"
"worldBank/UIS_FEP_56_F300","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","157"
"worldBank/DT_NFL_MOTH_CD","[USDollar]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","122"
"worldBank/FD_RES_LIQU_AS_ZS","[Percent]","[P1Y]","2001","[]","[WorldBank_WDI_CSV]","156"
"worldBank/HF_UHC_NOP4_CG","[]","[P1Y]","1984","[]","[WorldBank_WDI_CSV]","149"
"worldBank/SH_DTH_NCOM_0514_MA_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/TX_VAL_MRCH_WL_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","209"
"worldBank/SH_STA_MALN_FE_ZS","[Percent]","[P1Y]","1986","[]","[WorldBank_WDI_CSV]","159"
"worldBank/SG_POP_MIGR_FE_ZS","[Percent]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","219"
"worldBank/IP_TMK_NRCT","[]","[P1Y]","2004","[]","[WorldBank_WDI_CSV]","161"
"worldBank/AG_LND_ARBL_HA","[]","[P1Y]","1961","[]","[WorldBank_WDI_CSV]","206"
"worldBank/account_t_d_1","[]","[P1Y]","2011","[]","[WorldBank_WDI_CSV]","162"
"worldBank/account_t_d_2","[]","[P1Y]","2011","[]","[WorldBank_WDI_CSV]","162"
"worldBank/PRJ_ATT_15UP_S1_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/account_t_d_3","[]","[P1Y]","2011","[]","[WorldBank_WDI_CSV]","162"
"worldBank/account_t_d_4","[]","[P1Y]","2011","[]","[WorldBank_WDI_CSV]","162"
"worldBank/UIS_XSPENDP_FDPUB_FNCAP","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","171"
"worldBank/account_t_d_5","[]","[P1Y]","2011","[]","[WorldBank_WDI_CSV]","162"
"worldBank/account_t_d_6","[]","[P1Y]","2011","[]","[WorldBank_WDI_CSV]","162"
"worldBank/account_t_d_7","[]","[P1Y]","2011","[]","[WorldBank_WDI_CSV]","161"
"worldBank/AG_YLD_CREL_KG","[]","[P1Y]","1961","[]","[WorldBank_WDI_CSV]","185"
"worldBank/account_t_d_8","[]","[P1Y]","2011","[]","[WorldBank_WDI_CSV]","161"
"worldBank/EF_EFM_OVRL_XD","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","149"
"worldBank/SH_STA_MMRT_NE","[]","[P1Y]","1985","[]","[WorldBank_WDI_CSV]","111"
"worldBank/PRJ_ATT_80UP_NED_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/DT_NFL_RDBC_CD","[USDollar]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","98"
"worldBank/EN_ATM_CO2E_SF_KT","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","211"
"worldBank/DT_DOD_MWBG_CD","[USDollar]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","123"
"worldBank/BI_PWK_PUBS_FE_Q1_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","114"
"worldBank/SP_POP_1014_FE","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/SP_DYN_TO65_MA_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/UIS_ROFST_3_CP","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","194"
"worldBank/PRJ_ATT_15UP_S1_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_GTVP_4_V_F","[]","[P1Y]","1998","[]","[WorldBank_WDI_CSV]","135"
"worldBank/EN_ATM_PM25_MC_M3","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","204"
"worldBank/PRJ_ATT_25UP_4_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_DR_2_GPV_G2_T","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","177"
"worldBank/NE_GDI_TOTL_KD","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","182"
"worldBank/DT_NFL_UNDP_CD","[USDollar]","[P1Y]","1968","[]","[WorldBank_WDI_CSV]","184"
"worldBank/UIS_GTVP_4_V_M","[]","[P1Y]","1998","[]","[WorldBank_WDI_CSV]","136"
"worldBank/SH_DTH_NCOM_0004_MA_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/UIS_DR_2_GPV_G2_M","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","171"
"worldBank/PRJ_POP_2024_1_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/SP_POP_0014_TO_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/DT_DOD_DECT_GN_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","122"
"worldBank/DC_ODA_TOTL_GN_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","32"
"worldBank/EN_ATM_METH_ZG","[]","[P1Y]","1991","[]","[WorldBank_WDI_CSV]","208"
"worldBank/HD_HCI_OVRL_LB_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","163"
"worldBank/UIS_DR_2_GPV_G2_F","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","172"
"worldBank/UIS_E_2_V","[]","[P1Y]","1997","[]","[WorldBank_EdStats_CSV]","120"
"worldBank/BAR_TER_ICMP_4549_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/NV_IND_MANF_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","208"
"worldBank/SH_DTH_INJR_1559_MA_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/GFDD_SM_01","[]","[P1Y]","1984","[]","[WorldBank_WDI_CSV]","87"
"worldBank/NE_GDI_TOTL_KN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","174"
"worldBank/FX_OWN_TOTL_FE_ZS","[Percent]","[P1Y]","2011","[]","[WorldBank_WDI_CSV]","162"
"worldBank/SP_POP_5054_MA","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/UIS_XGOVEXP_IMF_2","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","132"
"worldBank/UIS_XGOVEXP_IMF_3","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","139"
"worldBank/UIS_XGOVEXP_IMF_4","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","113"
"worldBank/SH_STA_SUIC_FE_P5","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/BI_PWK_PUBS_UM_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","25"
"worldBank/UIS_E_2_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","213"
"worldBank/UIS_EA_5T8_AG25T99_F","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","159"
"worldBank/BAR_SEC_ICMP_1519_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_XGOVEXP_IMF_0","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","146"
"worldBank/UIS_XGOVEXP_IMF_1","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","159"
"worldBank/NY_ADJ_SVNG_GN_ZS","[Percent]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","164"
"worldBank/NV_AGR_EMPL_KD","[]","[P1Y]","1991","[]","[WorldBank_WDI_CSV]","183"
"worldBank/BAR_NOED_5559_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/NY_GNP_MKTP_PC_CD","[USDollar]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","211"
"worldBank/GFDD_OI_19","[]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","214"
"worldBank/SE_SEC_ENRL_VO_ZS","[Percent]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","207"
"worldBank/GFDD_OI_18","[]","[P1Y]","2007","[]","[WorldBank_WDI_CSV]","82"
"worldBank/GFDD_OI_17","[]","[P1Y]","2004","[]","[WorldBank_WDI_CSV]","78"
"worldBank/GFDD_OI_16","[]","[P1Y]","2005","[]","[WorldBank_WDI_CSV]","136"
"worldBank/GFDD_OI_15","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","137"
"worldBank/PRJ_ATT_4064_2_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/GFDD_OI_14","[]","[P1Y]","1983","[]","[WorldBank_WDI_CSV]","182"
"worldBank/GFDD_OI_13","[]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","197"
"worldBank/UIS_REPP_2_GPV","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","202"
"worldBank/GFDD_OI_12","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","181"
"worldBank/SH_STA_ODFC_UR_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","186"
"worldBank/EN_ATM_METH_EG_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","213"
"worldBank/IE_PPI_TRAN_CD","[USDollar]","[P1Y]","1984","[]","[WorldBank_WDI_CSV]","97"
"worldBank/GFDD_OI_11","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","181"
"worldBank/GFDD_OI_10","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","181"
"worldBank/SL_EMP_MPYR_MA_ZS","[Percent]","[P1Y]","1991","[]","[WorldBank_WDI_CSV]","191"
"worldBank/SL_EMP_1524_SP_MA_ZS","[Percent]","[P1Y]","1991","[]","[WorldBank_WDI_CSV]","191"
"worldBank/UIS_EA_5T8_AG25T99_M","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","159"
"worldBank/UIS_FEP_4_V","[]","[P1Y]","1998","[]","[WorldBank_WDI_CSV]","135"
"worldBank/CC_PER_RNK","[]","[P1Y]","1996","[]","[WorldBank_WDI_CSV]","205"
"worldBank/UIS_TRTP_2_M","[]","[P1Y]","1998","[]","[WorldBank_WDI_CSV]","111"
"worldBank/BAR_TER_ICMP_3539_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_POP_2529_2_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/PRJ_POP_1519_2_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/SH_DTH_COMM_0514_FE_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/EN_ATM_GHGT_ZG","[]","[P1Y]","1991","[]","[WorldBank_WDI_CSV]","207"
"worldBank/UIS_TRTP_2_F","[]","[P1Y]","1998","[]","[WorldBank_WDI_CSV]","111"
"worldBank/PRJ_POP_2529_2_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/GC_TAX_INTT_RV_ZS","[Percent]","[P1Y]","1972","[]","[WorldBank_WDI_CSV]","163"
"worldBank/GFDD_OI_09","[]","[P1Y]","1962","[]","[WorldBank_WDI_CSV]","146"
"worldBank/GFDD_OI_08","[]","[P1Y]","1962","[]","[WorldBank_WDI_CSV]","128"
"worldBank/EN_CLC_GHGR_MT_CE","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","162"
"worldBank/GFDD_OI_07","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","187"
"worldBank/GFDD_OI_06","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","160"
"worldBank/IT_NET_SECR_P6","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","219"
"worldBank/GFDD_OI_02","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","184"
"worldBank/BAR_POP_7074_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/GFDD_OI_01","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","177"
"worldBank/SH_FPL_SATI_ZS","[Percent]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","78"
"worldBank/SH_DTH_COMM_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/i_ATMs_pop","[]","[P1Y]","2011","[]","[WorldBank_WDI_CSV]","185"
"worldBank/BAR_SCHL_2024_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SP_RUR_TOTL_FE_ZS","[Percent]","[P1Y]","1980","[]","[WorldBank_WDI_CSV]","197"
"worldBank/BAR_TER_CMPT_1519_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_OFST_2","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","191"
"worldBank/NE_CON_GOVT_KD_ZG","[]","[P1Y]","1961","[]","[WorldBank_WDI_CSV]","179"
"worldBank/SH_DTH_NCOM_60UP_MA_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/UIS_EA_2_AG25T99","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","160"
"worldBank/UIS_REPP_2_GPV_F","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","200"
"worldBank/BX_GSR_CMCP_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","202"
"worldBank/UIS_XUNIT_USCONST_23_FSGOV","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","148"
"worldBank/BAR_TER_SCHL_4549","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SL_EMP_1524_SP_FE_NE_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","207"
"worldBank/PRJ_ATT_25UP_3_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/NY_GNP_PCAP_KD_ZG","[]","[P1Y]","1961","[]","[WorldBank_WDI_CSV]","174"
"worldBank/NY_ADJ_NNTY_KD_ZG","[]","[P1Y]","1971","[]","[WorldBank_WDI_CSV]","163"
"worldBank/SH_STA_OWAD_ZS","[Percent]","[P1Y]","1975","[]","[WorldBank_WDI_CSV]","200"
"worldBank/DT_NFL_WFPG_CD","[USDollar]","[P1Y]","1969","[]","[WorldBank_WDI_CSV]","148"
"worldBank/RESLV_ISV_DB1519_DFRN","[]","[P1Y]","2003","[]","[WorldBank_WDI_CSV]","213"
"worldBank/UIS_ILLPOP_AG25T64_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","164"
"worldBank/EG_EGY_PRIM_PP_KD","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","205"
"worldBank/BI_EMP_PUBS_FE_PN_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","113"
"worldBank/SL_EMP_MPYR_ZS","[Percent]","[P1Y]","1991","[]","[WorldBank_WDI_CSV]","191"
"worldBank/UIS_XSPENDP_4_FDPUB_FNCUR","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","109"
"worldBank/DC_DAC_LUXL_CD","[USDollar]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","147"
"worldBank/DT_NFL_PRVT_CD","[USDollar]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","120"
"worldBank/UIS_TEP_8","[]","[P1Y]","1997","[]","[WorldBank_EdStats_CSV]","176"
"worldBank/BI_EMP_PWRK_PB_UR_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","133"
"worldBank/BAR_SEC_ICMP_4549_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SL_EMP_MPYR_FE_ZS","[Percent]","[P1Y]","1991","[]","[WorldBank_WDI_CSV]","191"
"worldBank/NV_IND_TOTL_KD_ZG","[]","[P1Y]","1961","[]","[WorldBank_WDI_CSV]","202"
"worldBank/PRJ_ATT_25UP_3_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/AG_LND_PRCP_MM","[]","[P1Y]","1961","[]","[WorldBank_WDI_CSV]","182"
"worldBank/FI_RES_TOTL_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","182"
"worldBank/SH_DTH_NCOM_MA_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/PRJ_ATT_1519_1_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_NOED_2529_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/DC_DAC_GBRL_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","180"
"worldBank/BI_PWK_PRVS_RU_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","130"
"worldBank/OECD_TSAL_1_E15","[]","[P1Y]","1999","[]","[WorldBank_WDI_CSV]","54"
"worldBank/SL_UEM_ADVN_FE_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","191"
"worldBank/NV_IND_MANF_KD_ZG","[]","[P1Y]","1961","[]","[WorldBank_WDI_CSV]","193"
"worldBank/GC_TAX_INTT_CN","[]","[P1Y]","1972","[]","[WorldBank_WDI_CSV]","159"
"worldBank/GC_XPN_COMP_CN","[]","[P1Y]","1972","[]","[WorldBank_WDI_CSV]","159"
"worldBank/BAR_TER_CMPT_2024_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SE_TER_GRAD_FE_OT_ZS","[Percent]","[P1Y]","1998","[]","[WorldBank_WDI_CSV]","121"
"worldBank/per_sa_allsa_cov_q2_tot","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","121"
"worldBank/NE_GDI_FTOT_KD_ZG","[]","[P1Y]","1961","[]","[WorldBank_WDI_CSV]","171"
"worldBank/UIS_FEP_56_F800","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","143"
"worldBank/SE_TER_GRAD_FE_ED_ZS","[Percent]","[P1Y]","1998","[]","[WorldBank_WDI_CSV]","154"
"worldBank/BI_WAG_TOTL_GD_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","190"
