"MinDate","MeasurementMethods","NumPlaces","ScalingFactors","Units","observationPeriods","StatVar"
"2002","[WorldBank_WDI_CSV]","68","[]","[]","[P1Y]","worldBank/per_lm_alllm_cov_q4_tot"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_2064_4_FE"
"1990","[WorldBank_WDI_CSV]","191","[]","[Percent]","[P1Y]","worldBank/SL_TLF_ACTI_1524_ZS"
"2003","[WorldBank_WDI_CSV]","213","[]","[]","[P1Y]","worldBank/RESLV_ISV_ROPC_03_XD_DB1519"
"1975","[WorldBank_WDI_CSV]","189","[]","[Percent]","[P1Y]","worldBank/SH_STA_OB18_FE_ZS"
"1960","[WorldBank_WDI_CSV]","145","[]","[USDollar]","[P1Y]","worldBank/DC_DAC_PRTL_CD"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_ALL_2_FE"
"1960","[WorldBank_WDI_CSV]","200","[]","[]","[P1Y]","worldBank/SH_DYN_MORT_FE"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_2064_S1_MA"
"1990","[WorldBank_WDI_CSV]","160","[]","[USDollar]","[P1Y]","worldBank/NY_ADJ_SVNG_CD"
"1990","[WorldBank_WDI_CSV]","189","[]","[USDollar]","[P1Y]","worldBank/NE_CON_PRVT_PP_CD"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_2064_S1_MF"
"1972","[WorldBank_WDI_CSV]","125","[]","[Percent]","[P1Y]","worldBank/GC_REV_SOCL_ZS"
"2000","[WorldBank_WDI_CSV]","115","[]","[]","[P1Y]","worldBank/BI_WAG_PUBS_FM_MD"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_SCHL_75UP_FE"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_TER_SCHL_6064"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_POP_75UP"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_SCHL_5054_FE"
"1994","[WorldBank_WDI_CSV]","176","[]","[]","[P1Y]","worldBank/UIS_R_1_G5_F"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_NOED_75UP_ZS"
"1960","[WorldBank_WDI_CSV]","221","[]","[]","[P1Y]","worldBank/SP_POP_2024_MA"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_NOED_1519_FE_ZS"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_NOED_5054_ZS"
"1990","[WorldBank_WDI_CSV]","219","[]","[]","[P1Y]","worldBank/AG_LND_TOTL_RU_K2"
"1997","[WorldBank_WDI_CSV]","198","[]","[]","[P1Y]","worldBank/UIS_E_0_T"
"1960","[WorldBank_WDI_CSV]","200","[]","[]","[P1Y]","worldBank/SH_DTH_MORT_MA"
"1997","[WorldBank_WDI_CSV]","211","[]","[]","[P1Y]","worldBank/UIS_GTVP_3_GPV"
"1990","[WorldBank_WDI_CSV]","201","[]","[]","[P1Y]","worldBank/NY_GNP_MKTP_PP_KD"
"1970","[WorldBank_WDI_CSV]","212","[]","[]","[P1Y]","worldBank/SE_PRM_ENRR_MA"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_PRM_CMPT_4549_FE_ZS"
"1990","[WorldBank_WDI_CSV]","141","[]","[]","[P1Y]","worldBank/SH_HIV_INCD_MA_P3"
"1960","[WorldBank_WDI_CSV]","175","[]","[USDollar]","[P1Y]","worldBank/DC_DAC_CANL_CD"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_SEC_ICMP_3539_ZS"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_2529_NED_FE"
"1960","[WorldBank_WDI_CSV]","189","[]","[]","[P1Y]","worldBank/NY_TAX_NIND_KN"
"1997","[WorldBank_WDI_CSV]","196","[]","[]","[P1Y]","worldBank/UIS_E_0_F"
"1991","[WorldBank_WDI_CSV]","191","[]","[Percent]","[P1Y]","worldBank/SL_EMP_SELF_FE_ZS"
"1960","[WorldBank_WDI_CSV]","154","[]","[USDollar]","[P1Y]","worldBank/IE_PPI_TELE_CD"
"2000","[WorldBank_WDI_CSV]","189","[]","[Percent]","[P1Y]","worldBank/SH_DTH_NCOM_ZS"
"1995","[WorldBank_WDI_CSV]","161","[]","[]","[P1Y]","worldBank/UIS_XSPENDP_FDPUB_FNNONS"
"1961","[WorldBank_WDI_CSV]","211","[]","[]","[P1Y]","worldBank/AG_AGR_TRAC_NO"
"1972","[WorldBank_WDI_CSV]","161","[]","[]","[P1Y]","worldBank/GC_TAX_TOTL_CN"
"1995","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/UIS_XSPENDP_FDPUB_FNS"
"1970","[WorldBank_WDI_CSV]","203","[]","[Percent]","[P1Y]","worldBank/SE_PRM_CMPT_ZS"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_4064_4_MA"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_ALL_3_MA"
"1970","[WorldBank_WDI_CSV]","184","[]","[Percent]","[P1Y]","worldBank/SE_TER_CUAT_ST_FE_ZS"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_SCHL_25UP_FE"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_60UP_S1_FE"
"1961","[WorldBank_WDI_CSV]","148","[]","[Percent]","[P1Y]","worldBank/FR_INR_RINR"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_2024_3_FE"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_ALL_3_MF"
"1960","[WorldBank_WDI_CSV]","202","[]","[]","[P1Y]","worldBank/NY_TRF_NCTR_CN"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_2529_3_FE"
"1960","[WorldBank_WDI_CSV]","184","[]","[]","[P1Y]","worldBank/DT_ODA_ALLD_KD"
"1970","[WorldBank_WDI_CSV]","199","[]","[Percent]","[P1Y]","worldBank/SE_SEC_CUAT_UP_MA_ZS"
"1990","[WorldBank_WDI_CSV]","137","[]","[]","[P1Y]","worldBank/SH_HIV_INCD_YG_FE_P3"
"1975","[WorldBank_WDI_CSV]","107","[]","[Percent]","[P1Y]","worldBank/CM_MKT_LCAP_GD_ZS"
"2004","[WorldBank_WDI_CSV]","195","[]","[]","[P1Y]","worldBank/FB_ATM_TOTL_P5"
"1960","[WorldBank_WDI_CSV]","196","[]","[Percent]","[P1Y]","worldBank/BX_GSR_INSF_ZS"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_2024_2_FE"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_TER_CMPT_15UP_ZS"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/UIS_XSPENDP_0_FDPUB_FNS"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_4064_4_MF"
"1970","[WorldBank_WDI_CSV]","153","[]","[]","[P1Y]","worldBank/GC_XPN_OTHR_CN"
"1960","[WorldBank_WDI_CSV]","202","[]","[USDollar]","[P1Y]","worldBank/NY_TRF_NCTR_CD"
"1994","[WorldBank_WDI_CSV]","175","[]","[]","[P1Y]","worldBank/UIS_SAP_4_M"
"1994","[WorldBank_WDI_CSV]","194","[]","[]","[P1Y]","worldBank/UIS_OFST_3_CP"
"1960","[WorldBank_WDI_CSV]","200","[]","[USDollar]","[P1Y]","worldBank/BN_CAB_XOKA_CD"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_1519_4_MF"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_ALL_4_MF"
"1994","[WorldBank_WDI_CSV]","164","[]","[]","[P1Y]","worldBank/UIS_LR_AG65"
"1975","[WorldBank_WDI_CSV]","206","[]","[]","[P1Y]","worldBank/PA_NUS_PPPC_RF"
"1994","[WorldBank_WDI_CSV]","175","[]","[]","[P1Y]","worldBank/UIS_SAP_4_F"
"1996","[WorldBank_WDI_CSV]","205","[]","[]","[P1Y]","worldBank/GE_PER_RNK_UPPER"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_ALL_4_MA"
"1990","[WorldBank_WDI_CSV]","151","[]","[]","[P1Y]","worldBank/VC_IHR_PSRC_MA_P5"
"1960","[WorldBank_WDI_CSV]","209","[]","[Percent]","[P1Y]","worldBank/NV_SRV_TOTL_ZS"
"2000","[WorldBank_WDI_CSV]","187","[]","[Percent]","[P1Y]","worldBank/SH_DTH_INJR_1559_ZS"
"1975","[WorldBank_WDI_CSV]","210","[]","[]","[P1Y]","worldBank/NY_GDP_MKTP_PP_KD"
"2000","[WorldBank_WDI_CSV]","121","[]","[]","[P1Y]","worldBank/per_sa_allsa_cov_q5_tot"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_SEC_SCHL_15UP_FE"
"2010","[WorldBank_WDI_CSV]","171","[]","[]","[P1Y]","worldBank/HD_HCI_EYRS_FE"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_1519_4_MA"
"1980","[WorldBank_WDI_CSV]","205","[]","[]","[P1Y]","worldBank/TX_QTY_MRCH_XD_WD"
"1960","[WorldBank_WDI_CSV]","149","[]","[Percent]","[P1Y]","worldBank/DT_ODA_ODAT_GI_ZS"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_2529_3_MA"
"2000","[WorldBank_WDI_CSV]","130","[]","[Percent]","[P1Y]","worldBank/BI_PWK_PUBS_SG_ZS"
"2015","[WorldBank_WDI_CSV]","213","[]","[]","[P1Y]","worldBank/ENF_CONT_COEN_CTSP_DB1719"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_NOED_5559_ZS"
"2000","[WorldBank_WDI_CSV]","193","[]","[Percent]","[P1Y]","worldBank/EG_CFT_ACCS_UR_ZS"
"1995","[WorldBank_WDI_CSV]","157","[]","[]","[P1Y]","worldBank/UIS_XUNIT_GDPCAP_3_FSGOV"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_TER_CMPT_4549_ZS"
"1990","[WorldBank_WDI_CSV]","191","[]","[]","[P1Y]","worldBank/SL_TLF_TOTL_FE_IN"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_2024_NED_MA"
"2011","[WorldBank_WDI_CSV]","136","[]","[]","[P1Y]","worldBank/GFDD_OI_16a"
"1970","[WorldBank_WDI_CSV]","212","[]","[Percent]","[P1Y]","worldBank/EN_ATM_NOXE_EG_ZS"
"1960","[WorldBank_WDI_CSV]","128","[]","[]","[P1Y]","worldBank/MS_MIL_XPRT_KD"
"1960","[WorldBank_WDI_CSV]","203","[]","[Percent]","[P1Y]","worldBank/BM_GSR_CMCP_ZS"
"1972","[WorldBank_WDI_CSV]","159","[]","[Percent]","[P1Y]","worldBank/GC_TAX_YPKG_ZS"
"2017","[WorldBank_WDI_CSV]","219","[]","[]","[P1Y]","worldBank/EN_MAM_THRD_NO"
"1960","[WorldBank_WDI_CSV]","207","[]","[Percent]","[P1Y]","worldBank/SL_EMP_1524_SP_NE_ZS"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_PRM_ICMP_6569_ZS"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_POP_3539_FE"
"1960","[WorldBank_WDI_CSV]","221","[]","[]","[P1Y]","worldBank/SP_POP_0014_FE_IN"
"1996","[WorldBank_WDI_CSV]","205","[]","[]","[P1Y]","worldBank/GE_NO_SRC"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_2024_NED_MF"
"2010","[WorldBank_WDI_CSV]","174","[]","[]","[P1Y]","worldBank/HD_HCI_MORT"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_TER_ICMP_7074_ZS"
"1994","[WorldBank_WDI_CSV]","158","[]","[]","[P1Y]","worldBank/UIS_EA_1_AG25T99_M"
"2000","[WorldBank_WDI_CSV]","189","[]","[]","[P1Y]","worldBank/SH_STA_POIS_P5_FE"
"2000","[WorldBank_WDI_CSV]","111","[]","[Percent]","[P1Y]","worldBank/BI_EMP_TOTL_PB_CK_ZS"
"1994","[WorldBank_WDI_CSV]","158","[]","[]","[P1Y]","worldBank/UIS_EA_1_AG25T99_F"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_2529_3_MF"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_2064_S1_FE"
"1997","[WorldBank_WDI_CSV]","172","[]","[]","[P1Y]","worldBank/UIS_MSEP_56"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_25UP_2_FE"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_TER_SCHL_15UP"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_2529_S1_MF"
"1960","[WorldBank_WDI_CSV]","202","[]","[Percent]","[P1Y]","worldBank/TX_VAL_TRVL_ZS_WT"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_MYS_80UP_FE"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_PRM_ICMP_4044_FE_ZS"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_2529_S1_MA"
"1975","[WorldBank_WDI_CSV]","106","[]","[]","[P1Y]","worldBank/CM_MKT_TRNR"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_80UP_2_FE"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_NOED_25UP_ZS"
"1960","[WorldBank_WDI_CSV]","174","[]","[Percent]","[P1Y]","worldBank/DT_ODA_ODAT_PC_ZS"
"1960","[WorldBank_WDI_CSV]","200","[]","[]","[P1Y]","worldBank/SH_DYN_MORT_MA"
"1960","[WorldBank_WDI_CSV]","221","[]","[]","[P1Y]","worldBank/SP_POP_65UP_FE_IN"
"1970","[WorldBank_WDI_CSV]","109","[]","[]","[P1Y]","worldBank/GC_DOD_TOTL_CN"
"1985","[WorldBank_WDI_CSV]","88","[]","[Percent]","[P1Y]","worldBank/SP_MTR_1519_ZS"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_SEC_CMPT_15UP_ZS"
"1970","[WorldBank_WDI_CSV]","218","[]","[Percent]","[P1Y]","worldBank/NY_GDP_FRST_RT_ZS"
"1960","[WorldBank_WDI_CSV]","190","[]","[]","[P1Y]","worldBank/NE_CON_PRVT_CN"
"1960","[WorldBank_WDI_CSV]","209","[]","[Percent]","[P1Y]","worldBank/TX_VAL_MRCH_R5_ZS"
"1972","[WorldBank_WDI_CSV]","162","[]","[]","[P1Y]","worldBank/GC_REV_XGRT_CN"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_2024_NED_MF"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_TER_CMPT_25UP_FE_ZS"
"1980","[WorldBank_WDI_CSV]","161","[]","[]","[P1Y]","worldBank/IP_PAT_RESD"
"1960","[WorldBank_WDI_CSV]","214","[]","[Percent]","[P1Y]","worldBank/SL_TLF_ACTI_1524_MA_NE_ZS"
"1960","[WorldBank_WDI_CSV]","194","[]","[USDollar]","[P1Y]","worldBank/NE_CON_PRVT_CD"
"1984","[WorldBank_WDI_CSV]","52","[]","[USDollar]","[P1Y]","worldBank/DT_NFL_PNGB_CD"
"1991","[WorldBank_WDI_CSV]","191","[]","[Percent]","[P1Y]","worldBank/SL_EMP_VULN_MA_ZS"
"2003","[WorldBank_WDI_CSV]","190","[]","[Percent]","[P1Y]","worldBank/RESLV_ISV_COST_ZS"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_SEC_CMPT_7074_ZS"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_TER_SCHL_2529"
"1960","[WorldBank_WDI_CSV]","212","[]","[]","[P1Y]","worldBank/EN_CLC_HEAT_XD"
"1960","[WorldBank_WDI_CSV]","204","[]","[USDollar]","[P1Y]","worldBank/BM_GSR_FCTY_CD"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_2024_NED_MA"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_2529_NED_FE"
"2000","[WorldBank_WDI_CSV]","187","[]","[Percent]","[P1Y]","worldBank/SH_DTH_COMM_1559_FE_ZS"
"1994","[WorldBank_WDI_CSV]","209","[]","[]","[P1Y]","worldBank/UIS_SLE_1_F"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_1519_4_FE"
"1994","[WorldBank_WDI_CSV]","182","[]","[]","[P1Y]","worldBank/UIS_REPR_2_GPV_G2_F"
"1994","[WorldBank_WDI_CSV]","163","[]","[]","[P1Y]","worldBank/UIS_EA_MEAN_1T6_AG25T99_M"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_4064_NED_MA"
"1963","[WorldBank_WDI_CSV]","164","[]","[Percent]","[P1Y]","worldBank/NV_MNF_FBTO_ZS_UN"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_4064_NED_MF"
"1997","[WorldBank_WDI_CSV]","115","[]","[]","[P1Y]","worldBank/UIS_GTVP_2_V"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_2529_4_MF"
"1994","[WorldBank_WDI_CSV]","209","[]","[]","[P1Y]","worldBank/UIS_SLE_1_M"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_2529_4_MA"
"2000","[WorldBank_WDI_CSV]","132","[]","[Percent]","[P1Y]","worldBank/BI_PWK_PUBS_FE_ZS"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_80UP_2_MF"
"1994","[WorldBank_WDI_CSV]","196","[]","[]","[P1Y]","worldBank/UIS_R_1_G1_F"
"1990","[WorldBank_WDI_CSV]","219","[]","[Percent]","[P1Y]","worldBank/AG_LND_EL5M_ZS"
"1995","[WorldBank_WDI_CSV]","171","[]","[Percent]","[P1Y]","worldBank/SE_XPD_SECO_PC_ZS"
"1997","[WorldBank_WDI_CSV]","161","[]","[]","[P1Y]","worldBank/UIS_E_4_F"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_PRM_ICMP_75UP_ZS"
"1994","[WorldBank_WDI_CSV]","163","[]","[]","[P1Y]","worldBank/UIS_EA_MEAN_1T6_AG25T99_F"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_80UP_2_MA"
"1960","[WorldBank_WDI_CSV]","221","[]","[]","[P1Y]","worldBank/SP_POP_5559_FE"
"2000","[WorldBank_WDI_CSV]","189","[]","[]","[P1Y]","worldBank/SH_STA_SUIC_MA_P5"
"1990","[WorldBank_WDI_CSV]","206","[]","[USDollar]","[P1Y]","worldBank/NY_GNP_MKTP_PP_CD"
"1960","[WorldBank_WDI_CSV]","221","[]","[]","[P1Y]","worldBank/SP_POP_2024_FE"
"2000","[WorldBank_WDI_CSV]","101","[]","[Percent]","[P1Y]","worldBank/BI_PWK_PUBS_PN_FE_ZS"
"1960","[WorldBank_WDI_CSV]","198","[]","[USDollar]","[P1Y]","worldBank/NY_TAX_NIND_CD"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_60UP_S1_MA"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_60UP_S1_MF"
"2019","[WorldBank_WDI_CSV]","187","[]","[]","[P1Y]","worldBank/SH_STA_WASH_P5"
"2000","[WorldBank_WDI_CSV]","187","[]","[Percent]","[P1Y]","worldBank/SH_DTH_NCOM_FE_ZS"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_PRM_SCHL_3034"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_60UP_1_MA"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_SEC_CMPT_15UP_FE_ZS"
"2000","[WorldBank_WDI_CSV]","95","[]","[]","[P1Y]","worldBank/BI_WAG_PRVS_SN"
"1999","[WorldBank_WDI_CSV]","53","[]","[]","[P1Y]","worldBank/OECD_TSAL_2_ETOP"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_60UP_1_MF"
"2000","[WorldBank_WDI_CSV]","114","[]","[]","[P1Y]","worldBank/BI_WAG_PUBS_FM_SM"
"1960","[WorldBank_WDI_CSV]","198","[]","[]","[P1Y]","worldBank/NY_TAX_NIND_CN"
"2000","[WorldBank_WDI_CSV]","127","[]","[Percent]","[P1Y]","worldBank/BI_PWK_PUBS_TT_ZS"
"1994","[WorldBank_WDI_CSV]","182","[]","[]","[P1Y]","worldBank/UIS_REPR_2_GPV_G2_M"
"1960","[WorldBank_WDI_CSV]","207","[]","[]","[P1Y]","worldBank/EN_CLC_SPEI_XD"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_PRM_CMPT_3034_FE_ZS"
"1960","[WorldBank_WDI_CSV]","200","[]","[]","[P1Y]","worldBank/SH_DTH_MORT_FE"
"1990","[WorldBank_WDI_CSV]","165","[]","[USDollar]","[P1Y]","worldBank/NY_ADJ_SVNX_CD"
"1960","[WorldBank_WDI_CSV]","211","[]","[USDollar]","[P1Y]","worldBank/TX_VAL_MRCH_CD_WT"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_SEC_ICMP_5054_FE_ZS"
"2000","[WorldBank_WDI_CSV]","189","[]","[Percent]","[P1Y]","worldBank/SH_DYN_NCOM_ZS"
"1960","[WorldBank_WDI_CSV]","211","[]","[Percent]","[P1Y]","worldBank/EN_ATM_CO2E_GF_ZS"
"1999","[WorldBank_WDI_CSV]","176","[]","[]","[P1Y]","worldBank/GFDD_EI_10"
"1999","[WorldBank_WDI_CSV]","176","[]","[]","[P1Y]","worldBank/GFDD_EI_06"
"2000","[WorldBank_WDI_CSV]","189","[]","[]","[P1Y]","worldBank/SH_STA_POIS_P5"
"2000","[WorldBank_WDI_CSV]","176","[]","[]","[P1Y]","worldBank/GFDD_EI_07"
"1999","[WorldBank_WDI_CSV]","176","[]","[]","[P1Y]","worldBank/GFDD_EI_04"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_PRM_ICMP_1519_FE_ZS"
"1999","[WorldBank_WDI_CSV]","176","[]","[]","[P1Y]","worldBank/GFDD_EI_05"
"1980","[WorldBank_WDI_CSV]","178","[]","[]","[P1Y]","worldBank/GFDD_EI_08"
"1999","[WorldBank_WDI_CSV]","176","[]","[]","[P1Y]","worldBank/GFDD_EI_09"
"2000","[WorldBank_WDI_CSV]","132","[]","[Percent]","[P1Y]","worldBank/BI_EMP_TOTL_PB_MA_ZS"
"1960","[WorldBank_WDI_CSV]","129","[]","[]","[P1Y]","worldBank/NY_TRF_NCTR_KN"
"1994","[WorldBank_WDI_CSV]","187","[]","[]","[P1Y]","worldBank/UIS_NERT_2_GPI"
"2000","[WorldBank_WDI_CSV]","95","[]","[]","[P1Y]","worldBank/BI_WAG_PRVS_TN"
"2017","[WorldBank_WDI_CSV]","219","[]","[]","[P1Y]","worldBank/EN_HPT_THRD_NO"
"1984","[WorldBank_WDI_CSV]","149","[]","[Percent]","[P1Y]","worldBank/HF_UHC_OOP_ZS"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_PRM_ICMP_25UP_ZS"
"1960","[WorldBank_WDI_CSV]","212","[]","[Percent]","[P1Y]","worldBank/NV_IND_TOTL_ZS"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_15UP_2_MF"
"1998","[WorldBank_WDI_CSV]","154","[]","[]","[P1Y]","worldBank/UIS_MSEP_56_M"
"2000","[WorldBank_WDI_CSV]","142","[]","[Percent]","[P1Y]","worldBank/SH_HIV_ARTC_FE_ZS"
"1995","[WorldBank_WDI_CSV]","141","[]","[]","[P1Y]","worldBank/UIS_XSPENDP_0_FDPUB_FNNONS"
"1998","[WorldBank_WDI_CSV]","154","[]","[]","[P1Y]","worldBank/UIS_MSEP_56_F"
"1990","[WorldBank_WDI_CSV]","206","[]","[USDollar]","[P1Y]","worldBank/NY_GNP_PCAP_PP_CD"
"1972","[WorldBank_WDI_CSV]","100","[]","[Percent]","[P1Y]","worldBank/GC_TAX_EXPT_ZS"
"1980","[WorldBank_WDI_CSV]","131","[]","[]","[P1Y]","worldBank/GFDD_EI_02"
"2000","[WorldBank_WDI_CSV]","176","[]","[]","[P1Y]","worldBank/GFDD_EI_03"
"1960","[WorldBank_WDI_CSV]","200","[]","[]","[P1Y]","worldBank/SH_DYN_MORT"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_POP_6064_FE"
"2000","[WorldBank_WDI_CSV]","174","[]","[]","[P1Y]","worldBank/GFDD_EI_01"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_PRM_SCHL_6569"
"2000","[WorldBank_WDI_CSV]","187","[]","[Percent]","[P1Y]","worldBank/SH_DTH_INJR_1559_FE_ZS"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_4064_4_FE"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_TER_ICMP_7074_FE_ZS"
"1970","[WorldBank_WDI_CSV]","205","[]","[Percent]","[P1Y]","worldBank/NY_GDP_NGAS_RT_ZS"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_15UP_2_MA"
"1960","[WorldBank_WDI_CSV]","184","[]","[USDollar]","[P1Y]","worldBank/DC_DAC_TOTL_CD"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_PRM_SCHL_4044_FE"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_PRM_CMPT_3034_ZS"
