seriesCode,concept_role,concept_id,code_id,code_description,code_sdmx
SL_EMP_EARN,dimension,Age,10-74,10 to 74 years old,Y10T74
SL_EMP_EARN,dimension,Age,10+,10 years old and over,Y_GE10
SL_EMP_EARN,dimension,Age,12-14,12 to 14 years old,Y12T14
SL_EMP_EARN,dimension,Age,12-17,12 to 17 years old,Y12T17
SL_EMP_EARN,dimension,Age,12-30,12 to 30 years old,Y12T30
SL_EMP_EARN,dimension,Age,12+,12 years old and over,Y_GE12
SL_EMP_EARN,dimension,Age,14-24,14 to 24 years old,Y14T24
SL_EMP_EARN,dimension,Age,14-28,14 to 28 years old,Y14T28
SL_EMP_EARN,dimension,Age,14-29,14 to 29 years old,Y14T29
SL_EMP_EARN,dimension,Age,14+,14 years old and over,Y_GE14
SL_EMP_EARN,dimension,Age,15-17,15 to 17 years old,Y15T17
SL_EMP_EARN,dimension,Age,15-19,15 to 19 years old,Y15T19
SL_EMP_EARN,dimension,Age,15-24,15 to 24 years old,Y15T24
SL_EMP_EARN,dimension,Age,15-29,15 to 29 years old,Y15T29
SL_EMP_EARN,dimension,Age,15-44,15 to 44 years old,Y15T44
SL_EMP_EARN,dimension,Age,15-49,15 to 49 years old,Y15T49
SL_EMP_EARN,dimension,Age,15-60,15 to 60 years old,Y15T60
SL_EMP_EARN,dimension,Age,15-64,15 to 64 years old,Y15T64
SL_EMP_EARN,dimension,Age,15-65,15 to 65 years old,Y15T65
SL_EMP_EARN,dimension,Age,15-70,15 to 70 years old,Y15T70
SL_EMP_EARN,dimension,Age,15-72,15 to 72 years old,Y15T72
SL_EMP_EARN,dimension,Age,15-74,15 to 74 years old,Y15T74
SL_EMP_EARN,dimension,Age,15-80,15 to 80 years old,Y15T80
SL_EMP_EARN,dimension,Age,15-84,15 to 84 years old,Y15T84
SL_EMP_EARN,dimension,Age,15+,15 years old and over,Y_GE15
SL_EMP_EARN,dimension,Age,16-24,16 to 24 years old,Y16T24
SL_EMP_EARN,dimension,Age,16-65,16 to 65 years old,Y16T65
SL_EMP_EARN,dimension,Age,16-74,16 to 74 years old,Y16T74
SL_EMP_EARN,dimension,Age,16+,16 years old and over,Y_GE16
SL_EMP_EARN,dimension,Age,18-27,18 to 27 years old,Y18T27
SL_EMP_EARN,dimension,Age,18-29,18 to 29 years old,Y18T29
SL_EMP_EARN,dimension,Age,18-35,18 to 35 years old,Y18T35
SL_EMP_EARN,dimension,Age,18-44,18 to 44 years old,Y18T44
SL_EMP_EARN,dimension,Age,18+,18 years old and over,Y_GE18
SL_EMP_EARN,dimension,Age,19-65,19 to 65 years old,Y19T65
SL_EMP_EARN,dimension,Age,20-24,20 to 24 years old,Y20T24
SL_EMP_EARN,dimension,Age,20-29,20 to 29 years old,Y20T29
SL_EMP_EARN,dimension,Age,20-30,20 to 30 years old,Y20T30
SL_EMP_EARN,dimension,Age,29-49,20 to 49 years old,Y20T49
SL_EMP_EARN,dimension,Age,20-64,20 to 64 years old,Y20T64
SL_EMP_EARN,dimension,Age,20-74,20 to 74 years old,Y20T74
SL_EMP_EARN,dimension,Age,25-29,25 to 29 years old,Y25T29
SL_EMP_EARN,dimension,Age,25-34,25 to 34 years old,Y25T34
SL_EMP_EARN,dimension,Age,25-64,25 to 64 years old,Y25T64
SL_EMP_EARN,dimension,Age,25+,25 years old and over,Y_GE25
SL_EMP_EARN,dimension,Age,30,30 years old,Y30
SL_EMP_EARN,dimension,Age,30-34,30 to 34 years old,Y30T34
SL_EMP_EARN,dimension,Age,30-39,30 to 39 years old,Y30T39
SL_EMP_EARN,dimension,Age,30-69,30 to 69 years old,Y30T69
SL_EMP_EARN,dimension,Age,30-70,30 to 70 years old,Y30T70
SL_EMP_EARN,dimension,Age,35,35 years old,Y35
SL_EMP_EARN,dimension,Age,35-39,35 to 39 years old,Y35T39
SL_EMP_EARN,dimension,Age,35-44,35 to 44 years old,Y35T44
SL_EMP_EARN,dimension,Age,35-49,35 to 49 years old,Y35T49
SL_EMP_EARN,dimension,Age,M36T59,36 to 59 months old,M36T59
SL_EMP_EARN,dimension,Age,40-44,40 to 44 years old,Y40T44
SL_EMP_EARN,dimension,Age,40-49,40 to 49 years old,Y40T49
SL_EMP_EARN,dimension,Age,45-49,45 to 49 years old,Y45T49
SL_EMP_EARN,dimension,Age,45-59,45 to 59 years old,Y45T59
SL_EMP_EARN,dimension,Age,5-9,5 to 9 years old,Y5T9
SL_EMP_EARN,dimension,Age,10-19,10 to 19 years old,Y10T19
SL_EMP_EARN,dimension,Age,50-54,50 to 54 years old,Y50T54
SL_EMP_EARN,dimension,Age,50-59,50 to 59 years old,Y50T59
SL_EMP_EARN,dimension,Age,55-59,55 to 59 years old,Y55T59
SL_EMP_EARN,dimension,Age,60-64,60 to 64 years old,Y60T64
SL_EMP_EARN,dimension,Age,60-69,60 to 69 years old,Y60T69
SL_EMP_EARN,dimension,Age,60+,60 years old and over,Y_GE60
SL_EMP_EARN,dimension,Age,65-69,65 to 69 years old,Y65T69
SL_EMP_EARN,dimension,Age,70-74,70 to 74 years old,Y70T74
SL_EMP_EARN,dimension,Age,70-79,70 to 79 years old,Y70T79
SL_EMP_EARN,dimension,Age,70+,70 years old and over,Y_GE70
SL_EMP_EARN,dimension,Age,75-79,75 to 79 years old,Y75T79
SL_EMP_EARN,dimension,Age,75+,75 years old and over,Y_GE75
SL_EMP_EARN,dimension,Age,80-84,80 to 84 years old,Y80T84
SL_EMP_EARN,dimension,Age,80-89,80 to 89 years old,Y80T89
SL_EMP_EARN,dimension,Age,80+,80 years old and over,Y_GE80
SL_EMP_EARN,dimension,Age,85-89,85 to 89 years old,Y85T89
SL_EMP_EARN,dimension,Age,85+,85 years old and over,Y_GE85
SL_EMP_EARN,dimension,Age,90-94,90 to 94 years old,Y90T94
SL_EMP_EARN,dimension,Age,90-99,90 to 99 years old,Y90T99
SL_EMP_EARN,dimension,Age,90+,90 years old and over,Y_GE90
SL_EMP_EARN,dimension,Age,95-99,95 to 99 years old,Y95T99
SL_EMP_EARN,dimension,Age,95+,95 years old and over,Y_GE95
SL_EMP_EARN,dimension,Age,100+,100 years old and over,Y_GE100
SL_EMP_EARN,dimension,Age,M36T47,36 to 47 months old,M36T47
SL_EMP_EARN,dimension,Age,18-24,18 to 24 years old,Y18T24
SL_EMP_EARN,dimension,Age,18-49,18 to 49 years old,Y18T49
SL_EMP_EARN,dimension,Age,18-50,18 to 50 years old,Y18T50
SL_EMP_EARN,dimension,Age,50+,50 years old and over,Y_GE50
SL_EMP_EARN,dimension,Age,1-4,1 to 4 years old,Y1T4
SL_EMP_EARN,dimension,Age,2-14,2 to 14 years old,Y2T14
SL_EMP_EARN,dimension,Age,18-74,18 to 74 years old,Y18T74
SL_EMP_EARN,dimension,Age,30-35,30 to 35 years old,Y30T35
SL_EMP_EARN,dimension,Age,<8Y,under 8 years old,Y0T7
SL_EMP_EARN,dimension,Age,M6T59,6 to 59 months old,M6T59
SL_EMP_EARN,dimension,Age,<6Y,under 6 years old,Y0T5
SL_EMP_EARN,dimension,Age,65-74,65 to 74 years old,Y65T74
SL_EMP_EARN,dimension,Age,75-84,75 to 84 years old,Y75T84
SL_EMP_EARN,dimension,Age,15-28,15 to 28 years old,Y15T28
SL_EMP_EARN,dimension,Age,12-24,12 to 24 years old,Y12T24
SL_EMP_EARN,dimension,Age,20+,20 years old and over,Y_GE20
SL_EMP_EARN,dimension,Age,65+,65 years old and over,Y_GE65
SL_EMP_EARN,dimension,Age,25-44,25 to 44 years old,Y25T44
SL_EMP_EARN,dimension,Age,45-54,45 to 54 years old,Y45T54
SL_EMP_EARN,dimension,Age,45-64,45 to 64 years old,Y45T64
SL_EMP_EARN,dimension,Age,55-64,55 to 64 years old,Y55T64
SL_EMP_EARN,dimension,Age,6-65,6 to 65 years old,Y6T65
SL_EMP_EARN,dimension,Age,_U,Unknown,_U
SL_EMP_EARN,dimension,Age,_X,Not available,_X
SL_EMP_EARN,dimension,Age,<16Y,under 16 years old,Y0T15
SL_EMP_EARN,dimension,Age,<=45Y,under 46 years old,Y0T45
SL_EMP_EARN,dimension,Age,46+,46 years old and over,Y_GE46
SL_EMP_EARN,dimension,Age,18-19,18 to 19 years old,Y18T19
SL_EMP_EARN,dimension,Age,<10Y,under 10 years old,Y0T9
SL_EMP_EARN,dimension,Reporting Type,N,National,N
SL_EMP_EARN,dimension,Reporting Type,G,Global,G
SL_EMP_EARN,dimension,Sex,_O,Other,_O
SL_EMP_EARN,dimension,Sex,FEMALE,Female,F
SL_EMP_EARN,dimension,Sex,MALE,Male,M
SL_EMP_EARN,dimension,Sex,BOTHSEX,Both sexes,_T
SL_EMP_EARN,dimension,Type of occupation,DENT,Dentists,ISCO08_2261
SL_EMP_EARN,dimension,Type of occupation,NURSMID,Nursing and midwifery personnel,ISCO08_222_322
SL_EMP_EARN,dimension,Type of occupation,PHAR,Pharmacists,ISCO08_2262
SL_EMP_EARN,dimension,Type of occupation,PHYS,Medical doctors,ISCO08_221
SL_EMP_EARN,dimension,Type of occupation,isco08,All occupations (isco-08),_T
SL_EMP_EARN,dimension,Type of occupation,isco08-0,Armed forces occupations (isco-08),ISCO08_0
SL_EMP_EARN,dimension,Type of occupation,isco08-1,Managers (isco-08),ISCO08_1
SL_EMP_EARN,dimension,Type of occupation,isco08-2,Professionals (isco-08),ISCO08_2
SL_EMP_EARN,dimension,Type of occupation,isco08-3,Technicians and associate professionals (isco-08),ISCO08_3
SL_EMP_EARN,dimension,Type of occupation,isco08-4,Clerical support workers (isco-08),ISCO08_4
SL_EMP_EARN,dimension,Type of occupation,isco08-5,Service and sales workers (isco-08),ISCO08_5
SL_EMP_EARN,dimension,Type of occupation,isco08-6,"Skilled agricultural, forestry and fishery workers (isco-08)",ISCO08_6
SL_EMP_EARN,dimension,Type of occupation,isco08-7,Craft and related trades workers (isco-08),ISCO08_7
SL_EMP_EARN,dimension,Type of occupation,isco08-8,"Plant and machine operators, and assemblers (isco-08)",ISCO08_8
SL_EMP_EARN,dimension,Type of occupation,isco08-9,Elementary occupations (isco-08),ISCO08_9
SL_EMP_EARN,dimension,Type of occupation,isco08-X,Not elsewhere classified (isco-08),ISCO08_X
SL_EMP_EARN,dimension,Type of occupation,isco88,All occupations (isco-88),_T
SL_EMP_EARN,dimension,Type of occupation,isco88-0,Armed forces (isco-88),ISCO88_0
SL_EMP_EARN,dimension,Type of occupation,isco88-1,"Legislators, senior officials and managers (isco-88)",ISCO88_1
SL_EMP_EARN,dimension,Type of occupation,isco88-2,Professionals (isco-88),ISCO88_2
SL_EMP_EARN,dimension,Type of occupation,isco88-3,Technicians and associate professionals (isco-88),ISCO88_3
SL_EMP_EARN,dimension,Type of occupation,isco88-4,Clerks (isco-88),ISCO88_4
SL_EMP_EARN,dimension,Type of occupation,isco88-5,Service workers and shop and market sales workers (isco-88),ISCO88_5
SL_EMP_EARN,dimension,Type of occupation,isco88-6,Skilled agricultural and fishery workers (isco-88),ISCO88_6
SL_EMP_EARN,dimension,Type of occupation,isco88-7,Craft and related trades workers (isco-88),ISCO88_7
SL_EMP_EARN,dimension,Type of occupation,isco88-8,Plant and machine operators and assemblers (isco-88),ISCO88_8
SL_EMP_EARN,dimension,Type of occupation,isco88-9,Elementary occupations (isco-88),ISCO88_9
SL_EMP_EARN,dimension,Type of occupation,isco88-X,Not elsewhere classified (isco-88),ISCO88_X
SL_EMP_EARN,dimension,Type of occupation,ISCO68_0-1,"Professional, technical and related workers",ISCO68_0-1
SL_EMP_EARN,dimension,Type of occupation,ISCO68_2,Administrative and managerial workers,ISCO68_2
SL_EMP_EARN,dimension,Type of occupation,ISCO68_3,Clerical and related workers,ISCO68_3
SL_EMP_EARN,dimension,Type of occupation,ISCO68_4,Sales workers,ISCO68_4
SL_EMP_EARN,dimension,Type of occupation,ISCO68_5,Service workers,ISCO68_5
SL_EMP_EARN,dimension,Type of occupation,ISCO68_6,"Agriculture, animal husbandry and forestry workers, fishermen and hunters",ISCO68_6
SL_EMP_EARN,dimension,Type of occupation,ISCO68_7-9,"Production and related workers, transport equipment operators and labourers",ISCO68_7-9
SL_EMP_EARN,dimension,Type of occupation,ISCO68_AF,Armed Forces,ISCO68_AF
SL_EMP_EARN,dimension,Type of occupation,ISCO68_X,Not elsewhere classified,ISCO68_X
SL_EMP_EARN,dimension,Type of occupation,ISCO88_2221,Medical doctors,ISCO88_2221
SL_EMP_EARN,dimension,Type of occupation,ISCO88_2222,Dentists,ISCO88_2222
SL_EMP_EARN,dimension,Type of occupation,ISCO88_2224,Pharmacists,ISCO88_2224
SL_EMP_EARN,dimension,Type of occupation,ISCO88_223,Nursing and midwifery professionals,ISCO88_223
SL_EMP_EARN,dimension,Type of occupation,_T,No breakdown,_T
SL_EMP_EARN,dimension,Nature,C,Country data,C
SL_EMP_EARN,dimension,Nature,CA,Country adjusted data,CA
SL_EMP_EARN,dimension,Nature,E,Estimated data,E
SL_EMP_EARN,dimension,Nature,G,Global monitoring data,G
SL_EMP_EARN,dimension,Nature,M,Modeled data,M
SL_EMP_EARN,dimension,Nature,N,Non-relevant,N
SL_EMP_EARN,dimension,Nature,NA,Data nature not available,_X
SL_EMP_EARN,dimension,Observation Status,A,Normal value,A
SL_EMP_EARN,dimension,Observation Status,U,Low reliability,U
SL_EMP_EARN,dimension,Units,CUR_LCU,Current local currency,CUR_LCU
SL_TLF_UEMDIS,dimension,Disability status,PD,Persons with disability,PD
SL_TLF_UEMDIS,dimension,Disability status,PWD,Persons without disability,PWD
SL_TLF_UEMDIS,dimension,Disability status,_T,No breakdown by disability,_T
SL_TLF_UEMDIS,dimension,Reporting Type,N,National,N
SL_TLF_UEMDIS,dimension,Reporting Type,G,Global,G
SL_TLF_UEMDIS,dimension,Sex,_N,No response,_N
SL_TLF_UEMDIS,dimension,Sex,_O,Other,_O
SL_TLF_UEMDIS,dimension,Sex,_U,Unknown,_U
SL_TLF_UEMDIS,dimension,Sex,FEMALE,Female,F
SL_TLF_UEMDIS,dimension,Sex,MALE,Male,M
SL_TLF_UEMDIS,dimension,Sex,BOTHSEX,Both sexes,_T
SL_TLF_UEMDIS,dimension,Nature,C,Country data,C
SL_TLF_UEMDIS,dimension,Nature,CA,Country adjusted data,CA
SL_TLF_UEMDIS,dimension,Nature,E,Estimated data,E
SL_TLF_UEMDIS,dimension,Nature,G,Global monitoring data,G
SL_TLF_UEMDIS,dimension,Nature,M,Modeled data,M
SL_TLF_UEMDIS,dimension,Nature,N,Non-relevant,N
SL_TLF_UEMDIS,dimension,Nature,NA,Data nature not available,_X
SL_TLF_UEMDIS,dimension,Observation Status,A,Normal value,A
SL_TLF_UEMDIS,dimension,Observation Status,U,Low reliability,U
SL_TLF_UEMDIS,dimension,Units,PERCENT,Percentage,PT
SL_TLF_NEET,dimension,Age,10-24,10 to 24 years old,Y10T24
SL_TLF_NEET,dimension,Age,12-30,12 to 30 years old,Y12T30
SL_TLF_NEET,dimension,Age,14-24,14 to 24 years old,Y14T24
SL_TLF_NEET,dimension,Age,14-28,14 to 28 years old,Y14T28
SL_TLF_NEET,dimension,Age,14-29,14 to 29 years old,Y14T29
SL_TLF_NEET,dimension,Age,15-24,15 to 24 years old,Y15T24
SL_TLF_NEET,dimension,Age,15-29,15 to 29 years old,Y15T29
SL_TLF_NEET,dimension,Age,16-24,16 to 24 years old,Y16T24
SL_TLF_NEET,dimension,Age,18-35,18 to 35 years old,Y18T35
SL_TLF_NEET,dimension,Age,15-28,15 to 28 years old,Y15T28
SL_TLF_NEET,dimension,Reporting Type,N,National,N
SL_TLF_NEET,dimension,Reporting Type,G,Global,G
SL_TLF_NEET,dimension,Sex,_O,Other,_O
SL_TLF_NEET,dimension,Sex,FEMALE,Female,F
SL_TLF_NEET,dimension,Sex,MALE,Male,M
SL_TLF_NEET,dimension,Sex,BOTHSEX,Both sexes,_T
SL_TLF_NEET,dimension,Nature,C,Country data,C
SL_TLF_NEET,dimension,Nature,M,Modeled data,M
SL_TLF_NEET,dimension,Observation Status,A,Normal value,A
SL_TLF_NEET,dimension,Observation Status,U,Low reliability,U
SL_TLF_NEET,dimension,Units,PERCENT,Percentage,PT
SL_TLF_CHLDEC,dimension,Age,<1M,under 1 month old,M0
SL_TLF_CHLDEC,dimension,Age,<1Y,under 1 year old,Y0
SL_TLF_CHLDEC,dimension,Age,<5Y,under 5 years old,Y0T4
SL_TLF_CHLDEC,dimension,Age,<15Y,under 15 years old,Y0T14
SL_TLF_CHLDEC,dimension,Age,<18Y,under 18 years old,Y0T17
SL_TLF_CHLDEC,dimension,Age,ALLAGE,All age ranges or no breaks by age,_T
SL_TLF_CHLDEC,dimension,Age,1-14,1 to 14 years old,Y1T14
SL_TLF_CHLDEC,dimension,Age,1-17,1 to 17 years old,Y1T17
SL_TLF_CHLDEC,dimension,Age,5-14,5 to 14 years old,Y5T14
SL_TLF_CHLDEC,dimension,Age,5-17,5 to 17 years old,Y5T17
SL_TLF_CHLDEC,dimension,Age,5+,5 years old and over,Y_GE5
SL_TLF_CHLDEC,dimension,Age,6-14,6 to 14 years old,Y6T14
SL_TLF_CHLDEC,dimension,Age,6-17,6 to 17 years old,Y6T17
SL_TLF_CHLDEC,dimension,Age,6+,6 years old and over,Y_GE6
SL_TLF_CHLDEC,dimension,Age,7-14,7 to 14 years old,Y7T14
SL_TLF_CHLDEC,dimension,Age,7-17,7 to 17 years old,Y7T17
SL_TLF_CHLDEC,dimension,Age,7+,7 years old and over,Y_GE7
SL_TLF_CHLDEC,dimension,Age,10-14,10 to 14 years old,Y10T14
SL_TLF_CHLDEC,dimension,Age,10-17,10 to 17 years old,Y10T17
SL_TLF_CHLDEC,dimension,Age,10-24,10 to 24 years old,Y10T24
SL_TLF_CHLDEC,dimension,Age,10-74,10 to 74 years old,Y10T74
SL_TLF_CHLDEC,dimension,Age,10+,10 years old and over,Y_GE10
SL_TLF_CHLDEC,dimension,Age,12-14,12 to 14 years old,Y12T14
SL_TLF_CHLDEC,dimension,Age,12-17,12 to 17 years old,Y12T17
SL_TLF_CHLDEC,dimension,Age,12-30,12 to 30 years old,Y12T30
SL_TLF_CHLDEC,dimension,Age,12+,12 years old and over,Y_GE12
SL_TLF_CHLDEC,dimension,Age,14-24,14 to 24 years old,Y14T24
SL_TLF_CHLDEC,dimension,Age,14-28,14 to 28 years old,Y14T28
SL_TLF_CHLDEC,dimension,Age,14-29,14 to 29 years old,Y14T29
SL_TLF_CHLDEC,dimension,Age,14+,14 years old and over,Y_GE14
SL_TLF_CHLDEC,dimension,Age,15-17,15 to 17 years old,Y15T17
SL_TLF_CHLDEC,dimension,Age,15-19,15 to 19 years old,Y15T19
SL_TLF_CHLDEC,dimension,Age,15-24,15 to 24 years old,Y15T24
SL_TLF_CHLDEC,dimension,Age,15-29,15 to 29 years old,Y15T29
SL_TLF_CHLDEC,dimension,Age,15-44,15 to 44 years old,Y15T44
SL_TLF_CHLDEC,dimension,Age,15-49,15 to 49 years old,Y15T49
SL_TLF_CHLDEC,dimension,Age,15-60,15 to 60 years old,Y15T60
SL_TLF_CHLDEC,dimension,Age,15-64,15 to 64 years old,Y15T64
SL_TLF_CHLDEC,dimension,Age,15-65,15 to 65 years old,Y15T65
SL_TLF_CHLDEC,dimension,Age,15-70,15 to 70 years old,Y15T70
SL_TLF_CHLDEC,dimension,Age,15-72,15 to 72 years old,Y15T72
SL_TLF_CHLDEC,dimension,Age,15-74,15 to 74 years old,Y15T74
SL_TLF_CHLDEC,dimension,Age,15-80,15 to 80 years old,Y15T80
SL_TLF_CHLDEC,dimension,Age,15-84,15 to 84 years old,Y15T84
SL_TLF_CHLDEC,dimension,Age,15+,15 years old and over,Y_GE15
SL_TLF_CHLDEC,dimension,Age,16-24,16 to 24 years old,Y16T24
SL_TLF_CHLDEC,dimension,Age,16-65,16 to 65 years old,Y16T65
SL_TLF_CHLDEC,dimension,Age,16-74,16 to 74 years old,Y16T74
SL_TLF_CHLDEC,dimension,Age,16+,16 years old and over,Y_GE16
SL_TLF_CHLDEC,dimension,Age,18-27,18 to 27 years old,Y18T27
SL_TLF_CHLDEC,dimension,Age,18-29,18 to 29 years old,Y18T29
SL_TLF_CHLDEC,dimension,Age,18-35,18 to 35 years old,Y18T35
SL_TLF_CHLDEC,dimension,Age,18-44,18 to 44 years old,Y18T44
SL_TLF_CHLDEC,dimension,Age,18+,18 years old and over,Y_GE18
SL_TLF_CHLDEC,dimension,Age,19-65,19 to 65 years old,Y19T65
SL_TLF_CHLDEC,dimension,Age,20-24,20 to 24 years old,Y20T24
SL_TLF_CHLDEC,dimension,Age,20-29,20 to 29 years old,Y20T29
SL_TLF_CHLDEC,dimension,Age,20-30,20 to 30 years old,Y20T30
SL_TLF_CHLDEC,dimension,Age,29-49,20 to 49 years old,Y20T49
SL_TLF_CHLDEC,dimension,Age,20-64,20 to 64 years old,Y20T64
SL_TLF_CHLDEC,dimension,Age,20-74,20 to 74 years old,Y20T74
SL_TLF_CHLDEC,dimension,Age,25-29,25 to 29 years old,Y25T29
SL_TLF_CHLDEC,dimension,Age,25-34,25 to 34 years old,Y25T34
SL_TLF_CHLDEC,dimension,Age,25-64,25 to 64 years old,Y25T64
SL_TLF_CHLDEC,dimension,Age,25+,25 years old and over,Y_GE25
SL_TLF_CHLDEC,dimension,Age,30,30 years old,Y30
SL_TLF_CHLDEC,dimension,Age,30-34,30 to 34 years old,Y30T34
SL_TLF_CHLDEC,dimension,Age,30-39,30 to 39 years old,Y30T39
SL_TLF_CHLDEC,dimension,Age,30-69,30 to 69 years old,Y30T69
SL_TLF_CHLDEC,dimension,Age,30-70,30 to 70 years old,Y30T70
SL_TLF_CHLDEC,dimension,Age,35,35 years old,Y35
SL_TLF_CHLDEC,dimension,Age,35-39,35 to 39 years old,Y35T39
SL_TLF_CHLDEC,dimension,Age,35-44,35 to 44 years old,Y35T44
SL_TLF_CHLDEC,dimension,Age,35-49,35 to 49 years old,Y35T49
SL_TLF_CHLDEC,dimension,Age,M36T59,36 to 59 months old,M36T59
SL_TLF_CHLDEC,dimension,Age,40-44,40 to 44 years old,Y40T44
SL_TLF_CHLDEC,dimension,Age,40-49,40 to 49 years old,Y40T49
SL_TLF_CHLDEC,dimension,Age,45-49,45 to 49 years old,Y45T49
SL_TLF_CHLDEC,dimension,Age,45-59,45 to 59 years old,Y45T59
SL_TLF_CHLDEC,dimension,Age,15-28,15 to 28 years old,Y15T28
SL_TLF_CHLDEC,dimension,Reporting Type,N,National,N
SL_TLF_CHLDEC,dimension,Reporting Type,G,Global,G
SL_TLF_CHLDEC,dimension,Sex,FEMALE,Female,F
SL_TLF_CHLDEC,dimension,Sex,MALE,Male,M
SL_TLF_CHLDEC,dimension,Sex,BOTHSEX,Both sexes,_T
SL_TLF_CHLDEC,dimension,Nature,C,Country data,C
SL_TLF_CHLDEC,dimension,Nature,CA,Country adjusted data,CA
SL_TLF_CHLDEC,dimension,Nature,E,Estimated data,E
SL_TLF_CHLDEC,dimension,Nature,G,Global monitoring data,G
SL_TLF_CHLDEC,dimension,Nature,M,Modeled data,M
SL_TLF_CHLDEC,dimension,Nature,N,Non-relevant,N
SL_TLF_CHLDEC,dimension,Nature,NA,Data nature not available,_X
SL_TLF_CHLDEC,dimension,Units,PERCENT,Percentage,PT
SL_TLF_CHLDEA,dimension,Age,<1M,under 1 month old,M0
SL_TLF_CHLDEA,dimension,Age,<1Y,under 1 year old,Y0
SL_TLF_CHLDEA,dimension,Age,<5Y,under 5 years old,Y0T4
SL_TLF_CHLDEA,dimension,Age,<15Y,under 15 years old,Y0T14
SL_TLF_CHLDEA,dimension,Age,<18Y,under 18 years old,Y0T17
SL_TLF_CHLDEA,dimension,Age,ALLAGE,All age ranges or no breaks by age,_T
SL_TLF_CHLDEA,dimension,Age,1-14,1 to 14 years old,Y1T14
SL_TLF_CHLDEA,dimension,Age,1-17,1 to 17 years old,Y1T17
SL_TLF_CHLDEA,dimension,Age,5-14,5 to 14 years old,Y5T14
SL_TLF_CHLDEA,dimension,Age,5-17,5 to 17 years old,Y5T17
SL_TLF_CHLDEA,dimension,Age,5+,5 years old and over,Y_GE5
SL_TLF_CHLDEA,dimension,Age,6-14,6 to 14 years old,Y6T14
SL_TLF_CHLDEA,dimension,Age,6-17,6 to 17 years old,Y6T17
SL_TLF_CHLDEA,dimension,Age,6+,6 years old and over,Y_GE6
SL_TLF_CHLDEA,dimension,Age,7-14,7 to 14 years old,Y7T14
SL_TLF_CHLDEA,dimension,Age,7-17,7 to 17 years old,Y7T17
SL_TLF_CHLDEA,dimension,Age,7+,7 years old and over,Y_GE7
SL_TLF_CHLDEA,dimension,Age,10-14,10 to 14 years old,Y10T14
SL_TLF_CHLDEA,dimension,Age,10-17,10 to 17 years old,Y10T17
SL_TLF_CHLDEA,dimension,Age,10-24,10 to 24 years old,Y10T24
SL_TLF_CHLDEA,dimension,Age,10-74,10 to 74 years old,Y10T74
SL_TLF_CHLDEA,dimension,Age,10+,10 years old and over,Y_GE10
SL_TLF_CHLDEA,dimension,Age,12-14,12 to 14 years old,Y12T14
SL_TLF_CHLDEA,dimension,Age,12-17,12 to 17 years old,Y12T17
SL_TLF_CHLDEA,dimension,Age,12-30,12 to 30 years old,Y12T30
SL_TLF_CHLDEA,dimension,Age,12+,12 years old and over,Y_GE12
SL_TLF_CHLDEA,dimension,Age,14-24,14 to 24 years old,Y14T24
SL_TLF_CHLDEA,dimension,Age,14-28,14 to 28 years old,Y14T28
SL_TLF_CHLDEA,dimension,Age,14-29,14 to 29 years old,Y14T29
SL_TLF_CHLDEA,dimension,Age,14+,14 years old and over,Y_GE14
SL_TLF_CHLDEA,dimension,Age,15-17,15 to 17 years old,Y15T17
SL_TLF_CHLDEA,dimension,Age,15-19,15 to 19 years old,Y15T19
SL_TLF_CHLDEA,dimension,Age,15-24,15 to 24 years old,Y15T24
SL_TLF_CHLDEA,dimension,Age,15-29,15 to 29 years old,Y15T29
SL_TLF_CHLDEA,dimension,Age,15-44,15 to 44 years old,Y15T44
SL_TLF_CHLDEA,dimension,Age,15-49,15 to 49 years old,Y15T49
SL_TLF_CHLDEA,dimension,Age,15-60,15 to 60 years old,Y15T60
SL_TLF_CHLDEA,dimension,Age,15-64,15 to 64 years old,Y15T64
SL_TLF_CHLDEA,dimension,Age,15-65,15 to 65 years old,Y15T65
SL_TLF_CHLDEA,dimension,Age,15-70,15 to 70 years old,Y15T70
SL_TLF_CHLDEA,dimension,Age,15-72,15 to 72 years old,Y15T72
SL_TLF_CHLDEA,dimension,Age,15-74,15 to 74 years old,Y15T74
SL_TLF_CHLDEA,dimension,Age,15-80,15 to 80 years old,Y15T80
SL_TLF_CHLDEA,dimension,Age,15-84,15 to 84 years old,Y15T84
SL_TLF_CHLDEA,dimension,Age,15+,15 years old and over,Y_GE15
SL_TLF_CHLDEA,dimension,Age,16-24,16 to 24 years old,Y16T24
SL_TLF_CHLDEA,dimension,Age,16-65,16 to 65 years old,Y16T65
SL_TLF_CHLDEA,dimension,Age,16-74,16 to 74 years old,Y16T74
SL_TLF_CHLDEA,dimension,Age,16+,16 years old and over,Y_GE16
SL_TLF_CHLDEA,dimension,Age,18-27,18 to 27 years old,Y18T27
SL_TLF_CHLDEA,dimension,Age,18-29,18 to 29 years old,Y18T29
SL_TLF_CHLDEA,dimension,Age,18-35,18 to 35 years old,Y18T35
SL_TLF_CHLDEA,dimension,Age,18-44,18 to 44 years old,Y18T44
SL_TLF_CHLDEA,dimension,Age,18+,18 years old and over,Y_GE18
SL_TLF_CHLDEA,dimension,Age,19-65,19 to 65 years old,Y19T65
SL_TLF_CHLDEA,dimension,Age,20-24,20 to 24 years old,Y20T24
SL_TLF_CHLDEA,dimension,Age,20-29,20 to 29 years old,Y20T29
