pa,subject_label,object_id,object_label
undata-geo:C05300000,Myanmar: All cities or breakdown by cities not available,undata-geo:C05300011,Pathein
undata-geo:C05300000,Myanmar: All cities or breakdown by cities not available,undata-geo:C05300012,Tachileik
undata-geo:C05300000,Myanmar: All cities or breakdown by cities not available,undata-geo:C05300013,Taunggyi
undata-geo:C05300000,Myanmar: All cities or breakdown by cities not available,undata-geo:C05300014,Yangon
undata-geo:G00000450,Burundi,undata-geo:C05400000,Burundi: All cities or breakdown by cities not available
undata-geo:C05400000,Burundi: All cities or breakdown by cities not available,undata-geo:C05400001,Bujumbura
undata-geo:G00000260,Belarus,undata-geo:C05500000,Belarus: All cities or breakdown by cities not available
undata-geo:C05500000,Belarus: All cities or breakdown by cities not available,undata-geo:C05500001,Babrujsk (Babruysk)
undata-geo:C05500000,Belarus: All cities or breakdown by cities not available,undata-geo:C05500002,Brest
undata-geo:C05500000,Belarus: All cities or breakdown by cities not available,undata-geo:C05500003,Gomel (Homieĺ)
undata-geo:C05500000,Belarus: All cities or breakdown by cities not available,undata-geo:C05500004,Hrodna (Grodno)
undata-geo:C05500000,Belarus: All cities or breakdown by cities not available,undata-geo:C05500005,Kobryn (Kobrin)
undata-geo:C05500000,Belarus: All cities or breakdown by cities not available,undata-geo:C05500006,Mazyr (Mozyr')
undata-geo:C05500000,Belarus: All cities or breakdown by cities not available,undata-geo:C05500007,Minsk
undata-geo:C05500000,Belarus: All cities or breakdown by cities not available,undata-geo:C05500008,"Polack (Polock, Polotsk)"
undata-geo:C05500000,Belarus: All cities or breakdown by cities not available,undata-geo:C05500009,Salihorsk (Soligorsk)
undata-geo:C05500000,Belarus: All cities or breakdown by cities not available,undata-geo:C05500010,Viciebsk (Vitebsk)
undata-geo:G00000470,Cambodia,undata-geo:C05600000,Cambodia: All cities or breakdown by cities not available
undata-geo:C05600000,Cambodia: All cities or breakdown by cities not available,undata-geo:C05600001,Kêb (Kep)
undata-geo:C05600000,Cambodia: All cities or breakdown by cities not available,undata-geo:C05600002,Phnum Pénh (Phnom Penh)
undata-geo:C05600000,Cambodia: All cities or breakdown by cities not available,undata-geo:C05600003,Preăh Seihânŭ (Kâmpóng Saôm) (Sihanoukville)
undata-geo:G00000480,Cameroon,undata-geo:C05700000,Cameroon: All cities or breakdown by cities not available
undata-geo:C05700000,Cameroon: All cities or breakdown by cities not available,undata-geo:C05700001,Bamenda
undata-geo:C05700000,Cameroon: All cities or breakdown by cities not available,undata-geo:C05700002,Bertoua
undata-geo:C05700000,Cameroon: All cities or breakdown by cities not available,undata-geo:C05700003,Douala
undata-geo:C05700000,Cameroon: All cities or breakdown by cities not available,undata-geo:C05700004,Garoua
undata-geo:C05700000,Cameroon: All cities or breakdown by cities not available,undata-geo:C05700005,Kumba
undata-geo:C05700000,Cameroon: All cities or breakdown by cities not available,undata-geo:C05700006,Ngaoundéré
undata-geo:C05700000,Cameroon: All cities or breakdown by cities not available,undata-geo:C05700007,Yaoundé
undata-geo:G00000510,Canada,undata-geo:C05800000,Canada: All cities or breakdown by cities not available
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800001,"Abbotsford (Matsqui),BC"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800002,"Barrie,ONT"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800003,"Belleville,ONT"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800004,"Brantford,ONT"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800005,"Calgary,ALTA"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800006,"Edmonton,ALTA"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800007,"Greater Sudbury (Grand Sudbury),ONT"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800008,"Guelph,ONT"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800009,"Halifax,NS"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800010,"Hamilton,ONT"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800011,"Kelowna,BC"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800012,"Kingston,ONT"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800013,"Kitchener,ONT"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800014,"Lethbridge,ALTA"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800015,"London,ONT"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800016,"Moncton,NB"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800017,"Montréal (Montreal),QUE"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800018,"Oshawa,ONT"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800019,"Ottawa,ONT"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800020,"Peterborough,ONT"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800021,"Québec (Quebec),QUE"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800022,"Regina,SASK"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800023,"Saguenay,QUE"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800024,"Saint-Jean-sur-Richelieu,QUE"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800025,"Saint John,NB"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800026,"Saskatoon,SASK"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800027,"Sherbrooke,QUE"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800028,"St. Catharines,ONT"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800029,"St. John's,NL"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800030,"Thunder Bay,ONT"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800031,"Toronto,ONT"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800032,"Trois-Rivières,QUE"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800033,"Vancouver,BC"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800034,"Victoria,BC"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800035,"Windsor,ONT"
undata-geo:C05800000,Canada: All cities or breakdown by cities not available,undata-geo:C05800036,"Winnipeg,MAN"
undata-geo:G00000460,Cabo Verde,undata-geo:C05900000,Cabo Verde: All cities or breakdown by cities not available
undata-geo:C05900000,Cabo Verde: All cities or breakdown by cities not available,undata-geo:C05900001,Praia
undata-geo:G00000550,Cayman Islands,undata-geo:C06000000,Cayman Islands: All cities or breakdown by cities not available
undata-geo:G00000560,Central African Republic,undata-geo:C06100000,Central African Republic: All cities or breakdown by cities not available
undata-geo:C06100000,Central African Republic: All cities or breakdown by cities not available,undata-geo:C06100001,Bangui
undata-geo:G00114000,Asia,undata-geo:C06200000,Asia: All cities or breakdown by cities not available
undata-geo:G00118000,Central Asia,undata-geo:C06300000,Central Asia: All cities or breakdown by cities not available
undata-geo:G00002960,Sri Lanka,undata-geo:C06400000,Sri Lanka: All cities or breakdown by cities not available
undata-geo:C06400000,Sri Lanka: All cities or breakdown by cities not available,undata-geo:C06400001,Anuradhapura
undata-geo:C06400000,Sri Lanka: All cities or breakdown by cities not available,undata-geo:C06400002,Badulla
undata-geo:C06400000,Sri Lanka: All cities or breakdown by cities not available,undata-geo:C06400003,Batticaloa
undata-geo:C06400000,Sri Lanka: All cities or breakdown by cities not available,undata-geo:C06400004,Chilaw
undata-geo:C06400000,Sri Lanka: All cities or breakdown by cities not available,undata-geo:C06400005,Colombo
undata-geo:C06400000,Sri Lanka: All cities or breakdown by cities not available,undata-geo:C06400006,Dehiwala-Mount Lavinia
undata-geo:C06400000,Sri Lanka: All cities or breakdown by cities not available,undata-geo:C06400007,Embilipitiya
undata-geo:C06400000,Sri Lanka: All cities or breakdown by cities not available,undata-geo:C06400008,Galle
undata-geo:C06400000,Sri Lanka: All cities or breakdown by cities not available,undata-geo:C06400009,Hambantota
undata-geo:C06400000,Sri Lanka: All cities or breakdown by cities not available,undata-geo:C06400010,Haputale
undata-geo:C06400000,Sri Lanka: All cities or breakdown by cities not available,undata-geo:C06400011,Jaffna
undata-geo:C06400000,Sri Lanka: All cities or breakdown by cities not available,undata-geo:C06400012,Kandy
undata-geo:C06400000,Sri Lanka: All cities or breakdown by cities not available,undata-geo:C06400013,Kurunegala
undata-geo:C06400000,Sri Lanka: All cities or breakdown by cities not available,undata-geo:C06400014,Matara
undata-geo:C06400000,Sri Lanka: All cities or breakdown by cities not available,undata-geo:C06400015,Moratuwa
undata-geo:C06400000,Sri Lanka: All cities or breakdown by cities not available,undata-geo:C06400016,Puttalam
undata-geo:C06400000,Sri Lanka: All cities or breakdown by cities not available,undata-geo:C06400017,Ratnapura
undata-geo:C06400000,Sri Lanka: All cities or breakdown by cities not available,undata-geo:C06400018,Trincomalee
undata-geo:G00120000,Western Asia,undata-geo:C06500000,Western Asia: All cities or breakdown by cities not available
undata-geo:G00000580,Chad,undata-geo:C06600000,Chad: All cities or breakdown by cities not available
undata-geo:G00127000,Europe,undata-geo:C06700000,Europe: All cities or breakdown by cities not available
undata-geo:G00129000,Eastern Europe,undata-geo:C06800000,Eastern Europe: All cities or breakdown by cities not available
undata-geo:G00000600,Chile,undata-geo:C06900000,Chile: All cities or breakdown by cities not available
undata-geo:C06900000,Chile: All cities or breakdown by cities not available,undata-geo:C06900001,Antofagasta
undata-geo:C06900000,Chile: All cities or breakdown by cities not available,undata-geo:C06900002,Arica
undata-geo:C06900000,Chile: All cities or breakdown by cities not available,undata-geo:C06900003,Cañete
undata-geo:C06900000,Chile: All cities or breakdown by cities not available,undata-geo:C06900004,Concepción
undata-geo:C06900000,Chile: All cities or breakdown by cities not available,undata-geo:C06900005,Copiapó
undata-geo:C06900000,Chile: All cities or breakdown by cities not available,undata-geo:C06900006,Coquimbo
undata-geo:C06900000,Chile: All cities or breakdown by cities not available,undata-geo:C06900007,Curicó
undata-geo:C06900000,Chile: All cities or breakdown by cities not available,undata-geo:C06900008,Iquique
undata-geo:C06900000,Chile: All cities or breakdown by cities not available,undata-geo:C06900009,La Serena
undata-geo:C06900000,Chile: All cities or breakdown by cities not available,undata-geo:C06900010,Los Ángeles
undata-geo:C06900000,Chile: All cities or breakdown by cities not available,undata-geo:C06900011,Osorno
undata-geo:C06900000,Chile: All cities or breakdown by cities not available,undata-geo:C06900012,Ovalle
undata-geo:C06900000,Chile: All cities or breakdown by cities not available,undata-geo:C06900013,Peñaflor
undata-geo:C06900000,Chile: All cities or breakdown by cities not available,undata-geo:C06900014,Puerto Montt
undata-geo:C06900000,Chile: All cities or breakdown by cities not available,undata-geo:C06900015,Punta Arenas
