GeoId,YEAR,Count_Jurisdiction_WhiteAlone_Female,Count_Jurisdiction_WhiteAlone_Male,Count_Jurisdiction_WhiteAlone,Count_Jurisdiction_BlackOrAfricanAmericanAlone_Female,Count_Jurisdiction_BlackOrAfricanAmericanAlone_Male,Count_Jurisdiction_BlackOrAfricanAmericanAlone,Count_Jurisdiction_HispanicOrLatino_Female,Count_Jurisdiction_HispanicOrLatino_Male,Count_Jurisdiction_HispanicOrLatino,Count_Jurisdiction_AmericanIndianOrAlaskaNativeAlone_Female,Count_Jurisdiction_AmericanIndianOrAlaskaNativeAlone_Male,Count_Jurisdiction_AmericanIndianOrAlaskaNativeAlone,Count_Jurisdiction_AsianAlone_Female,Count_Jurisdiction_AsianAlone_Male,Count_Jurisdiction_AsianAlone,Count_Jurisdiction_NativeHawaiianOrOtherPacificIslanderAlone_Female,Count_Jurisdiction_NativeHawaiianOrOtherPacificIslanderAlone_Male,Count_Jurisdiction_NativeHawaiianOrOtherPacificIslanderAlone,Count_Jurisdiction_TwoOrMoreRaces_Female,Count_Jurisdiction_TwoOrMoreRaces_Male,Count_Jurisdiction_TwoOrMoreRaces,Count_Jurisdiction_Death_Female,Count_Jurisdiction_Death_Male,Count_Jurisdiction_Death,Count_Jurisdiction_DeathByJudicialExecution_Female,Count_Jurisdiction_DeathByJudicialExecution_Male,Count_Jurisdiction_DeathByJudicialExecution,Count_Jurisdiction_DeathByIllnessOrNaturalCause_Female,Count_Jurisdiction_DeathByIllnessOrNaturalCause_Male,Count_Jurisdiction_DeathByIllnessOrNaturalCause,Count_Jurisdiction_DeathByAIDS_Female,Count_Jurisdiction_DeathByAIDS_Male,Count_Jurisdiction_DeathByAIDS,Count_Jurisdiction_DeathByIntentionalSelf-Harm(Suicide)_Female,Count_Jurisdiction_DeathByIntentionalSelf-Harm(Suicide)_Male,Count_Jurisdiction_DeathByIntentionalSelf-Harm(Suicide),Count_Jurisdiction_DeathByAccidents(UnintentionalInjuries)_Female,Count_Jurisdiction_DeathByAccidents(UnintentionalInjuries)_Male,Count_Jurisdiction_DeathByAccidents(UnintentionalInjuries),Count_Jurisdiction_DeathByDeathDueToAnotherPerson_Female,Count_Jurisdiction_DeathByDeathDueToAnotherPerson_Male,Count_Jurisdiction_DeathByDeathDueToAnotherPerson,Count_Jurisdiction_DeathByAssault(Homicide)_Female,Count_Jurisdiction_DeathByAssault(Homicide)_Male,Count_Jurisdiction_DeathByAssault(Homicide),Count_Jurisdiction_DeathByNPSOtherCauseOfDeath_Female,Count_Jurisdiction_DeathByNPSOtherCauseOfDeath_Male,Count_Jurisdiction_DeathByNPSOtherCauseOfDeath,Count_Jurisdiction_AdmittedToPrison_Female,Count_Jurisdiction_AdmittedToPrison_Male,Count_Jurisdiction_AdmittedToPrison,Count_Jurisdiction_ReleasedFromPrison_Female,Count_Jurisdiction_ReleasedFromPrison_Male,Count_Jurisdiction_ReleasedFromPrison,Count_Jurisdiction_MaxSentenceGreaterThan1Year_Female,Count_Jurisdiction_MaxSentenceGreaterThan1Year_Male,Count_Jurisdiction_MaxSentenceGreaterThan1Year,Count_Jurisdiction_MaxSentence1YearOrLess_Female,Count_Jurisdiction_MaxSentence1YearOrLess_Male,Count_Jurisdiction_MaxSentence1YearOrLess,Count_Jurisdiction_Unsentenced_Female,Count_Jurisdiction_Unsentenced_Male,Count_Jurisdiction_Unsentenced,Count_Jurisdiction_PrivatelyOperatedInStateFacility_Female,Count_Jurisdiction_PrivatelyOperatedInStateFacility_Male,Count_Jurisdiction_PrivatelyOperatedInStateFacility,Count_Jurisdiction_PrivatelyOperatedOutOfStateFacility_Female,Count_Jurisdiction_PrivatelyOperatedOutOfStateFacility_Male,Count_Jurisdiction_PrivatelyOperatedOutOfStateFacility,Count_Jurisdiction_LocallyOperatedLocalFacility_Female,Count_Jurisdiction_LocallyOperatedLocalFacility_Male,Count_Jurisdiction_LocallyOperatedLocalFacility,Count_Jurisdiction_FederallyOperatedFacility_Female,Count_Jurisdiction_FederallyOperatedFacility_Male,Count_Jurisdiction_FederallyOperatedFacility,Count_Jurisdiction_StateOperatedOutOfStateFacility_Female,Count_Jurisdiction_StateOperatedOutOfStateFacility_Male,Count_Jurisdiction_StateOperatedOutOfStateFacility,Count_Custody_NotAUSCitizen_Female,Count_Custody_NotAUSCitizen_Male,Count_Custody_NotAUSCitizen,Count_Custody_NotAUSCitizen_MaxSentenceGreaterThan1Year_Female,Count_Custody_NotAUSCitizen_MaxSentenceGreaterThan1Year_Male,Count_Custody_NotAUSCitizen_MaxSentenceGreaterThan1Year,Count_Custody_NotAUSCitizen_MaxSentence1YearOrLess_Female,Count_Custody_NotAUSCitizen_MaxSentence1YearOrLess_Male,Count_Custody_NotAUSCitizen_MaxSentence1YearOrLess,Count_Custody_NotAUSCitizen_Unsentenced_Female,Count_Custody_NotAUSCitizen_Unsentenced_Male,Count_Custody_NotAUSCitizen_Unsentenced,Count_Custody_Under18_Female,Count_Custody_Under18_Male,Count_Custody_Under18,Count_Jurisdiction_Female,Count_Jurisdiction_Male,Count_Jurisdiction
geoId/46,2010,203.0,1900.0,2103.0,6.0,181.0,187.0,6.0,101.0,107.0,191.0,831.0,1022.0,4.0,9.0,13.0,1.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.0,2442.0,2855.0,384.0,2485.0,2869.0,411.0,3020.0,3431.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,37.0,34.0,71.0,0.0,0.0,0.0,1.0,26.0,27.0,,,,,,,,,,,,,0.0,1.0,1.0,411.0,3023.0,3434.0
geoId/47,2010,1455.0,12258.0,13713.0,627.0,12425.0,13052.0,16.0,573.0,589.0,7.0,33.0,40.0,1.0,56.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909.0,11917.0,13826.0,2045.0,12924.0,14969.0,2106.0,25345.0,27451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5120.0,5120.0,0.0,0.0,0.0,928.0,6504.0,7432.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,28.0,29.0,2106.0,25345.0,27451.0
geoId/48,2010,6318.0,47580.0,53898.0,4823.0,57752.0,62575.0,3120.0,53207.0,56327.0,43.0,79.0,122.0,28.0,345.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8233.0,65733.0,73966.0,7604.0,63896.0,71500.0,12249.0,152403.0,164652.0,2102.0,6895.0,8997.0,0.0,0.0,0.0,2407.0,16748.0,19155.0,0.0,0.0,0.0,1537.0,11453.0,12990.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,6.0,144.0,150.0,14351.0,159298.0,173649.0
geoId/49,2010,435.0,4078.0,4513.0,20.0,434.0,454.0,98.0,1223.0,1321.0,28.0,256.0,284.0,4.0,69.0,73.0,15.0,109.0,124.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.0,2830.0,3384.0,527.0,2582.0,3109.0,606.0,6189.0,6795.0,2.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1243.0,1304.0,5.0,36.0,41.0,1.0,53.0,54.0,,,,,,,,,,,,,0.0,3.0,3.0,608.0,6199.0,6807.0
geoId/50,2010,135.0,1650.0,1785.0,8.0,199.0,207.0,0.0,0.0,0.0,2.0,12.0,14.0,1.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.0,1760.0,2083.0,323.0,1835.0,2158.0,98.0,1551.0,1649.0,19.0,83.0,102.0,32.0,296.0,328.0,0.0,0.0,0.0,0.0,562.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,3.0,3.0,149.0,1930.0,2079.0
geoId/51,2010,1543.0,11859.0,13402.0,1259.0,21551.0,22810.0,20.0,874.0,894.0,0.0,7.0,7.0,6.0,123.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402.0,10819.0,12221.0,1487.0,11533.0,13020.0,2840.0,34570.0,37410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1560.0,1560.0,0.0,0.0,0.0,476.0,6070.0,6546.0,4.0,80.0,84.0,4.0,140.0,144.0,,,,,,,,,,,,,0.0,11.0,11.0,2848.0,34790.0,37638.0
geoId/53,2010,1005.0,10718.0,11723.0,181.0,3259.0,3440.0,74.0,1397.0,1471.0,88.0,711.0,799.0,38.0,590.0,628.0,0.0,0.0,0.0,39.0,88.0,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789.0,15322.0,17111.0,1794.0,15289.0,17083.0,1412.0,16800.0,18212.0,15.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,580.0,614.0,1.0,8.0,9.0,7.0,58.0,65.0,,,,,,,,,,,,,0.0,1.0,1.0,1427.0,16808.0,18235.0
geoId/54,2010,662.0,5071.0,5733.0,57.0,799.0,856.0,1.0,33.0,34.0,0.0,13.0,13.0,0.0,5.0,5.0,0.0,2.0,2.0,5.0,33.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.0,2764.0,3288.0,497.0,2516.0,3013.0,711.0,5931.0,6642.0,0.0,0.0,0.0,14.0,25.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,1380.0,1609.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,725.0,5956.0,6681.0
geoId/55,2010,764.0,9311.0,10075.0,345.0,9265.0,9610.0,70.0,2008.0,2078.0,76.0,628.0,704.0,6.0,191.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.0,6574.0,7120.0,650.0,7990.0,8640.0,1217.0,20756.0,21973.0,1.0,93.0,94.0,46.0,616.0,662.0,0.0,20.0,20.0,2.0,28.0,30.0,3.0,540.0,543.0,1.0,50.0,51.0,0.0,48.0,48.0,,,,,,,,,,,,,1.0,29.0,30.0,1264.0,21465.0,22729.0
geoId/56,2010,194.0,1462.0,1656.0,3.0,91.0,94.0,17.0,232.0,249.0,14.0,87.0,101.0,3.0,6.0,9.0,0.0,3.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,723.0,839.0,99.0,703.0,802.0,231.0,1881.0,2112.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,192.0,217.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,7.0,7.0,1.0,17.0,18.0,,,,,,,,,,,,,0.0,2.0,2.0,231.0,1881.0,2112.0
geoId/60,2010,54433.0,491798.0,546231.0,30006.0,558078.0,588084.0,10733.0,207808.0,218541.0,2264.0,15547.0,17811.0,559.0,6149.0,6708.0,481.0,3121.0,3602.0,106.0,482.0,588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,69346.0,584442.0,653788.0,70309.0,591171.0,661480.0,93054.0,1268974.0,1362028.0,4854.0,23038.0,27892.0,1351.0,10675.0,12026.0,6818.0,83832.0,90650.0,2.0,3463.0,3465.0,6538.0,74244.0,80782.0,176.0,1945.0,2121.0,134.0,5223.0,5357.0,,,,,,,,,,,,,78.0,2217.0,2295.0,99318.0,1304714.0,1404032.0
geoId/70,2010,63450.0,603827.0,667277.0,33721.0,635808.0,669529.0,10733.0,207808.0,218541.0,2680.0,18891.0,21571.0,960.0,9268.0,10228.0,481.0,3121.0,3602.0,106.0,482.0,588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,74227.0,634696.0,708923.0,75176.0,639055.0,714231.0,104903.0,1447766.0,1552669.0,5575.0,26787.0,32362.0,2330.0,24356.0,26686.0,6818.0,83832.0,90650.0,1566.0,35729.0,37295.0,6751.0,76692.0,83443.0,176.0,1945.0,2121.0,134.0,5223.0,5357.0,,,,,,,,,,,,,78.0,2217.0,2295.0,112867.0,1500936.0,1613803.0
geoId/99,2010,9017.0,112029.0,121046.0,3715.0,77730.0,81445.0,0.0,0.0,0.0,416.0,3344.0,3760.0,401.0,3119.0,3520.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4881.0,50254.0,55135.0,4867.0,47884.0,52751.0,11849.0,178792.0,190641.0,721.0,3749.0,4470.0,979.0,13681.0,14660.0,0.0,0.0,0.0,1564.0,32266.0,33830.0,213.0,2448.0,2661.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,13549.0,196222.0,209771.0
geoId/01,2011,1720.0,11785.0,13505.0,852.0,17866.0,18718.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564.0,10379.0,11943.0,1536.0,10110.0,11646.0,2448.0,28823.0,31271.0,122.0,674.0,796.0,4.0,199.0,203.0,127.0,418.0,545.0,0.0,0.0,0.0,265.0,1883.0,2148.0,10.0,131.0,141.0,15.0,253.0,268.0,,,,,,,,,,,,,0.0,21.0,21.0,2574.0,29696.0,32270.0
geoId/02,2011,358.0,2319.0,2677.0,47.0,505.0,552.0,11.0,124.0,135.0,222.0,1815.0,2037.0,2.0,8.0,10.0,17.0,138.0,155.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.0,3090.0,3789.0,646.0,2953.0,3599.0,278.0,2616.0,2894.0,176.0,997.0,1173.0,211.0,1319.0,1530.0,74.0,570.0,644.0,0.0,1044.0,1044.0,,,,2.0,14.0,16.0,2.0,7.0,9.0,,,,,,,,,,,,,0.0,0.0,0.0,665.0,4932.0,5597.0
geoId/04,2011,1857.0,13797.0,15654.0,395.0,4970.0,5365.0,997.0,15314.0,16311.0,264.0,1709.0,1973.0,20.0,144.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462.0,11647.0,13109.0,1563.0,11599.0,13162.0,3272.0,35098.0,38370.0,276.0,1303.0,1579.0,0.0,0.0,0.0,0.0,6457.0,6457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,69.0,71.0,,,,,,,,,,,,,11.0,83.0,94.0,3552.0,36539.0,40091.0
geoId/05,2011,817.0,7757.0,8574.0,268.0,6714.0,6982.0,17.0,431.0,448.0,9.0,31.0,40.0,3.0,53.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.0,6418.0,7142.0,784.0,6468.0,7252.0,1099.0,14938.0,16037.0,15.0,57.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,837.0,883.0,0.0,0.0,0.0,1.0,26.0,27.0,,,,,,,,,,,,,0.0,6.0,6.0,1113.0,14995.0,16108.0
geoId/06,2011,2838.0,33430.0,36268.0,2269.0,41209.0,43478.0,2624.0,58365.0,60989.0,102.0,1186.0,1288.0,99.0,787.0,886.0,90.0,573.0,663.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7972.0,88855.0,96827.0,9475.0,100110.0,109585.0,8053.0,140972.0,149025.0,0.0,0.0,0.0,134.0,410.0,544.0,67.0,630.0,697.0,0.0,0.0,0.0,0.0,57.0,57.0,32.0,462.0,494.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,8187.0,141382.0,149569.0
geoId/08,2011,1056.0,8746.0,9802.0,307.0,3905.0,4212.0,553.0,6607.0,7160.0,78.0,487.0,565.0,27.0,212.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1205.0,8367.0,9572.0,1236.0,9173.0,10409.0,2021.0,19957.0,21978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4303.0,4303.0,0.0,0.0,0.0,67.0,49.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0,17.0,19.0,2021.0,19957.0,21978.0
geoId/09,2011,655.0,5216.0,5871.0,368.0,7180.0,7548.0,202.0,4591.0,4793.0,3.0,35.0,38.0,6.0,68.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.0,5548.0,6065.0,503.0,6321.0,6824.0,684.0,11865.0,12549.0,269.0,1812.0,2081.0,281.0,3413.0,3694.0,106.0,749.0,855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.0,89.0,91.0,,,,,,,,,,,,,5.0,138.0,143.0,1234.0,17090.0,18324.0
geoId/10,2011,342.0,2272.0,2614.0,187.0,3653.0,3840.0,6.0,269.0,275.0,0.0,1.0,1.0,2.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,2571.0,3051.0,577.0,3034.0,3611.0,188.0,3815.0,4003.0,199.0,1250.0,1449.0,150.0,1137.0,1287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,14.0,,,,,,,,,,,,,0.0,11.0,11.0,537.0,6202.0,6739.0
geoId/11,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoId/12,2011,4623.0,44379.0,49002.0,2306.0,47419.0,49725.0,189.0,3689.0,3878.0,11.0,93.0,104.0,5.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3756.0,29666.0,33422.0,3964.0,30709.0,34673.0,7142.0,95913.0,103055.0,0.0,0.0,0.0,0.0,0.0,0.0,1838.0,9989.0,11827.0,0.0,0.0,0.0,58.0,1209.0,1267.0,0.0,0.0,0.0,34.0,893.0,927.0,,,,,,,,,,,,,9.0,200.0,209.0,7142.0,95913.0,103055.0
geoId/13,2011,1994.0,16503.0,18497.0,1862.0,33230.0,35092.0,50.0,2091.0,2141.0,3.0,26.0,29.0,6.0,120.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358.0,13519.0,14877.0,1226.0,14381.0,15607.0,3744.0,50211.0,53955.0,173.0,1816.0,1989.0,0.0,0.0,0.0,0.0,5615.0,5615.0,0.0,0.0,0.0,264.0,2836.0,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0,87.0,90.0,3917.0,52027.0,55944.0
geoId/15,2011,187.0,1156.0,1343.0,21.0,232.0,253.0,19.0,156.0,175.0,3.0,31.0,34.0,135.0,1092.0,1227.0,343.0,2349.0,2692.0,8.0,84.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.0,1162.0,1375.0,241.0,1163.0,1404.0,383.0,3527.0,3910.0,234.0,943.0,1177.0,116.0,834.0,950.0,27.0,0.0,27.0,0.0,1740.0,1740.0,0.0,0.0,0.0,97.0,280.0,377.0,2.0,26.0,28.0,,,,,,,,,,,,,0.0,0.0,0.0,733.0,5304.0,6037.0
geoId/16,2011,687.0,5074.0,5761.0,8.0,183.0,191.0,109.0,1126.0,1235.0,65.0,257.0,322.0,1.0,38.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.0,2904.0,3541.0,687.0,3424.0,4111.0,885.0,6854.0,7739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2332.0,2332.0,0.0,0.0,0.0,119.0,469.0,588.0,2.0,23.0,25.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,885.0,6854.0,7739.0
geoId/17,2011,1337.0,12851.0,14188.0,1266.0,26375.0,27641.0,237.0,6146.0,6383.0,7.0,49.0,56.0,13.0,131.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2371.0,28859.0,31230.0,2428.0,28793.0,31221.0,2865.0,45562.0,48427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,18.0,19.0,,,,,,,,,,,,,1.0,71.0,72.0,2865.0,45562.0,48427.0
geoId/18,2011,1884.0,14867.0,16751.0,535.0,10057.0,10592.0,49.0,1280.0,1329.0,6.0,40.0,46.0,3.0,43.0,46.0,0.0,5.0,5.0,17.0,17.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2676.0,16108.0,18784.0,2754.0,15838.0,18592.0,2499.0,26391.0,28890.0,0.0,0.0,0.0,1.0,15.0,16.0,74.0,2878.0,2952.0,0.0,0.0,0.0,69.0,1435.0,1504.0,1.0,53.0,54.0,3.0,106.0,109.0,,,,,,,,,,,,,2.0,33.0,35.0,2500.0,26406.0,28906.0
geoId/19,2011,562.0,5307.0,5869.0,137.0,2266.0,2403.0,27.0,582.0,609.0,8.0,152.0,160.0,4.0,68.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.0,4171.0,4741.0,619.0,4491.0,5110.0,721.0,8336.0,9057.0,0.0,0.0,0.0,17.0,42.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,39.0,,,,,,,,,,,,,1.0,12.0,13.0,738.0,8378.0,9116.0
geoId/20,2011,385.0,4619.0,5004.0,199.0,2900.0,3099.0,60.0,897.0,957.0,22.0,138.0,160.0,6.0,67.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,4400.0,5000.0,552.0,4147.0,4699.0,680.0,8647.0,9327.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,68.0,70.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,68.0,70.0,,,,,,,,,,,,,1.0,4.0,5.0,680.0,8647.0,9327.0
geoId/21,2011,2139.0,13651.0,15790.0,274.0,5036.0,5310.0,9.0,224.0,233.0,5.0,24.0,29.0,2.0,24.0,26.0,0.0,0.0,0.0,24.0,129.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2799.0,12799.0,15598.0,2557.0,12199.0,14756.0,2377.0,18575.0,20952.0,49.0,281.0,330.0,28.0,235.0,263.0,2.0,2048.0,2050.0,0.0,0.0,0.0,1097.0,6093.0,7190.0,0.0,0.0,0.0,1.0,14.0,15.0,,,,,,,,,,,,,0.0,0.0,0.0,2454.0,19091.0,21545.0
geoId/22,2011,1198.0,10902.0,12100.0,1179.0,26250.0,27429.0,2.0,84.0,86.0,2.0,11.0,13.0,2.0,27.0,29.0,0.0,50.0,50.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1719.0,14695.0,16414.0,1808.0,14903.0,16711.0,2384.0,37325.0,39709.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2951.0,2951.0,0.0,0.0,0.0,1300.0,19566.0,20866.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,6.0,172.0,178.0,2384.0,37326.0,39710.0
geoId/23,2011,144.0,1727.0,1871.0,4.0,133.0,137.0,3.0,21.0,24.0,8.0,46.0,54.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,849.0,949.0,98.0,993.0,1091.0,142.0,1810.0,1952.0,22.0,171.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,106.0,110.0,2.0,24.0,26.0,2.0,19.0,21.0,,,,,,,,,,,,,0.0,0.0,0.0,164.0,1981.0,2145.0
geoId/24,2011,411.0,5612.0,6023.0,562.0,15863.0,16425.0,0.0,0.0,0.0,2.0,5.0,7.0,2.0,31.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.0,9229.0,9865.0,595.0,9293.0,9888.0,951.0,21301.0,22252.0,31.0,275.0,306.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0,0.0,0.0,8.0,143.0,151.0,0.0,21.0,21.0,0.0,53.0,53.0,,,,,,,,,,,,,3.0,36.0,39.0,982.0,21576.0,22558.0
geoId/25,2011,558.0,4448.0,5006.0,120.0,3162.0,3282.0,58.0,2968.0,3026.0,3.0,76.0,79.0,8.0,143.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.0,2537.0,3013.0,484.0,2240.0,2724.0,494.0,9822.0,10316.0,75.0,0.0,75.0,222.0,1010.0,1232.0,,,,,,,16.0,147.0,163.0,0.0,8.0,8.0,0.0,69.0,69.0,,,,,,,,,,,,,1.0,2.0,3.0,791.0,10832.0,11623.0
geoId/26,2011,1033.0,18038.0,19071.0,832.0,22137.0,22969.0,8.0,410.0,418.0,31.0,328.0,359.0,5.0,82.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,946.0,12222.0,13168.0,906.0,13471.0,14377.0,1909.0,40995.0,42904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,106.0,106.0,1909.0,41067.0,42976.0
geoId/27,2011,380.0,4096.0,4476.0,130.0,3355.0,3485.0,12.0,694.0,706.0,106.0,788.0,894.0,14.0,221.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.0,6511.0,7225.0,765.0,6969.0,7734.0,644.0,9156.0,9800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,521.0,562.0,2.0,40.0,42.0,10.0,101.0,111.0,,,,,,,,,,,,,0.0,5.0,5.0,644.0,9156.0,9800.0
geoId/28,2011,895.0,6104.0,6999.0,668.0,13510.0,14178.0,8.0,143.0,151.0,3.0,21.0,24.0,3.0,27.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.0,7480.0,8416.0,897.0,7300.0,8197.0,1470.0,19115.0,20585.0,108.0,693.0,801.0,0.0,0.0,0.0,0.0,4669.0,4669.0,0.0,0.0,0.0,447.0,5549.0,5996.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,23.0,23.0,1578.0,19808.0,21386.0
geoId/29,2011,1913.0,16294.0,18207.0,568.0,11319.0,11887.0,56.0,469.0,525.0,22.0,84.0,106.0,14.0,48.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2597.0,15402.0,17999.0,2543.0,15287.0,17830.0,2575.0,28254.0,30829.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,352.0,375.0,3.0,45.0,48.0,,,,,,,,,,,,,0.0,19.0,19.0,2575.0,28258.0,30833.0
