DateTime,isoCode,CumulativeCount_MedicalConditionIncident_COVID_19_PatientRecovered,CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased,CumulativeCount_MedicalTest_ConditionCOVID_19_Positive
2020-04-02,IN-WB,6,3,53
2020-04-03,IN-AN,0,0,10
2020-04-03,IN-AP,1,1,132
2020-04-03,IN-AR,0,0,1
2020-04-03,IN-AS,0,0,16
2020-04-03,IN-BR,0,1,29
2020-04-03,IN-CH,0,0,18
2020-04-03,IN-CT,3,0,9
2020-04-03,IN-DL,8,4,219
2020-04-03,IN-GA,0,0,6
2020-04-03,IN-GJ,10,8,95
2020-04-03,IN-HP,1,1,6
2020-04-03,IN-HR,24,0,49
2020-04-03,IN-JH,0,0,2
2020-04-03,IN-JK,3,2,75
2020-04-03,IN-KA,10,3,124
2020-04-03,IN-KL,27,2,286
2020-04-03,IN-LA,3,0,14
2020-04-03,IN-MH,42,16,335
2020-04-03,IN-MN,0,0,2
2020-04-03,IN-MP,0,6,104
2020-04-03,IN-MZ,0,0,1
2020-04-03,IN-OR,0,0,5
2020-04-03,IN-PB,1,5,48
2020-04-03,IN-PY,1,0,5
2020-04-03,IN-RJ,3,0,167
2020-04-03,IN-TG,1,7,158
2020-04-03,IN-TN,6,1,309
2020-04-03,IN-UP,14,2,172
2020-04-03,IN-UT,2,0,10
2020-04-03,IN-WB,3,3,63
2020-04-04,IN-AN,0,0,10
2020-04-04,IN-AP,1,1,161
2020-04-04,IN-AR,0,0,1
2020-04-04,IN-AS,0,0,24
2020-04-04,IN-BR,0,1,30
2020-04-04,IN-CH,0,0,18
2020-04-04,IN-CT,3,0,9
2020-04-04,IN-DL,15,6,445
2020-04-04,IN-GA,0,0,7
2020-04-04,IN-GJ,14,10,105
2020-04-04,IN-HP,1,1,6
2020-04-04,IN-HR,24,0,49
2020-04-04,IN-JH,0,0,2
2020-04-04,IN-JK,3,2,75
2020-04-04,IN-KA,12,3,128
2020-04-04,IN-KL,41,2,295
2020-04-04,IN-LA,3,0,14
2020-04-04,IN-MH,42,24,490
2020-04-04,IN-MN,0,0,2
2020-04-04,IN-MP,0,6,104
2020-04-04,IN-MZ,0,0,1
2020-04-04,IN-OR,0,0,5
2020-04-04,IN-PB,1,5,57
2020-04-04,IN-PY,1,0,5
2020-04-04,IN-RJ,21,0,200
2020-04-04,IN-TG,1,7,159
2020-04-04,IN-TN,6,2,411
2020-04-04,IN-UP,19,2,174
2020-04-04,IN-UT,2,0,16
2020-04-04,IN-WB,3,3,69
2020-04-05,IN-AN,0,0,10
2020-04-05,IN-AP,1,1,190
2020-04-05,IN-AR,0,0,1
2020-04-05,IN-AS,0,0,26
2020-04-05,IN-BR,0,1,30
2020-04-05,IN-CH,0,0,18
2020-04-05,IN-CT,3,0,9
2020-04-05,IN-DL,18,7,503
2020-04-05,IN-GA,0,0,7
2020-04-05,IN-GJ,18,11,122
2020-04-05,IN-HP,1,1,6
2020-04-05,IN-HR,25,1,59
2020-04-05,IN-JH,0,0,3
2020-04-05,IN-JK,4,2,106
2020-04-05,IN-KA,12,4,144
2020-04-05,IN-KL,49,2,306
2020-04-05,IN-LA,10,0,14
2020-04-05,IN-MH,42,24,490
2020-04-05,IN-MN,0,0,2
2020-04-05,IN-MP,0,9,165
2020-04-05,IN-MZ,0,0,1
2020-04-05,IN-OR,0,0,20
2020-04-05,IN-PB,1,5,57
2020-04-05,IN-PY,1,0,5
2020-04-05,IN-RJ,21,0,200
2020-04-05,IN-TG,32,7,269
2020-04-05,IN-TN,6,3,485
2020-04-05,IN-UP,19,2,227
2020-04-05,IN-UT,2,0,22
2020-04-05,IN-WB,10,3,80
2020-04-06,IN-AN,0,0,10
2020-04-06,IN-AP,1,3,226
2020-04-06,IN-AR,0,0,1
2020-04-06,IN-AS,0,0,26
2020-04-06,IN-BR,0,1,32
2020-04-06,IN-CH,0,0,18
2020-04-06,IN-CT,8,0,10
2020-04-06,IN-DL,19,7,523
2020-04-06,IN-GA,0,0,7
2020-04-06,IN-GJ,22,12,144
2020-04-06,IN-HP,2,1,13
2020-04-06,IN-HR,25,1,84
2020-04-06,IN-JH,0,0,4
2020-04-06,IN-JK,4,2,109
2020-04-06,IN-KA,12,4,151
2020-04-06,IN-KL,55,2,314
2020-04-06,IN-LA,10,0,14
2020-04-06,IN-MH,56,45,748
2020-04-06,IN-MN,0,0,2
2020-04-06,IN-MP,0,9,165
2020-04-06,IN-MZ,0,0,1
2020-04-06,IN-OR,2,0,21
2020-04-06,IN-PB,4,6,76
2020-04-06,IN-PY,1,0,5
2020-04-06,IN-RJ,21,0,274
2020-04-06,IN-TG,34,7,321
2020-04-06,IN-TN,8,5,571
2020-04-06,IN-UP,21,3,305
2020-04-06,IN-UT,4,0,26
2020-04-06,IN-WB,10,3,80
2020-04-07,IN-AN,0,0,10
2020-04-07,IN-AP,1,3,266
2020-04-07,IN-AR,0,0,1
2020-04-07,IN-AS,0,0,26
2020-04-07,IN-BR,0,1,32
2020-04-07,IN-CH,7,0,18
2020-04-07,IN-CT,9,0,10
2020-04-07,IN-DL,21,7,576
2020-04-07,IN-GA,0,0,7
2020-04-07,IN-GJ,25,13,165
2020-04-07,IN-HP,2,1,13
2020-04-07,IN-HR,25,1,90
2020-04-07,IN-JH,0,0,4
2020-04-07,IN-JK,4,2,116
2020-04-07,IN-KA,25,4,175
2020-04-07,IN-KL,58,2,327
2020-04-07,IN-LA,10,0,14
2020-04-07,IN-MH,56,48,868
2020-04-07,IN-MN,0,0,2
2020-04-07,IN-MP,0,13,229
2020-04-07,IN-MZ,0,0,1
2020-04-07,IN-OR,2,1,42
2020-04-07,IN-PB,4,7,91
2020-04-07,IN-PY,1,0,5
2020-04-07,IN-RJ,21,3,288
2020-04-07,IN-TG,35,7,364
2020-04-07,IN-TN,8,5,621
2020-04-07,IN-TR,0,0,1
2020-04-07,IN-UP,21,3,305
2020-04-07,IN-UT,5,0,31
2020-04-07,IN-WB,13,3,91
2020-04-08,IN-AN,0,0,10
2020-04-08,IN-AP,5,4,305
2020-04-08,IN-AR,0,0,1
2020-04-08,IN-AS,0,0,27
2020-04-08,IN-BR,0,1,38
2020-04-08,IN-CH,7,0,18
2020-04-08,IN-CT,9,0,10
2020-04-08,IN-DL,21,9,576
2020-04-08,IN-GA,0,0,7
2020-04-08,IN-GJ,25,13,165
2020-04-08,IN-HP,2,1,18
2020-04-08,IN-HR,28,3,147
2020-04-08,IN-JH,0,0,4
2020-04-08,IN-JK,4,2,116
2020-04-08,IN-KA,25,4,175
2020-04-08,IN-KL,70,2,336
2020-04-08,IN-LA,10,0,14
2020-04-08,IN-MH,79,64,1018
2020-04-08,IN-MN,0,0,2
2020-04-08,IN-MP,0,13,229
2020-04-08,IN-MZ,0,0,1
2020-04-08,IN-OR,2,1,42
2020-04-08,IN-PB,4,7,91
2020-04-08,IN-PY,1,0,5
2020-04-08,IN-RJ,21,3,328
2020-04-08,IN-TG,35,7,427
2020-04-08,IN-TN,19,7,690
2020-04-08,IN-TR,0,0,1
2020-04-08,IN-UP,26,3,343
2020-04-08,IN-UT,5,0,31
2020-04-08,IN-WB,13,5,99
2020-04-09,IN-AN,0,0,11
2020-04-09,IN-AP,6,4,348
2020-04-09,IN-AR,0,0,1
2020-04-09,IN-AS,0,0,28
2020-04-09,IN-BR,0,1,39
2020-04-09,IN-CH,7,0,18
2020-04-09,IN-CT,9,0,10
2020-04-09,IN-DL,21,9,669
2020-04-09,IN-GA,0,0,7
2020-04-09,IN-GJ,25,16,179
2020-04-09,IN-HP,2,1,18
2020-04-09,IN-HR,29,3,169
2020-04-09,IN-JH,0,0,13
2020-04-09,IN-JK,4,4,158
2020-04-09,IN-KA,28,5,181
2020-04-09,IN-KL,83,2,345
2020-04-09,IN-LA,10,0,14
2020-04-09,IN-MH,117,72,1135
2020-04-09,IN-MN,1,0,2
2020-04-09,IN-MP,0,16,259
2020-04-09,IN-MZ,0,0,1
2020-04-09,IN-OR,2,1,42
2020-04-09,IN-PB,4,8,101
2020-04-09,IN-PY,1,0,5
2020-04-09,IN-RJ,21,3,383
2020-04-09,IN-TG,35,7,442
2020-04-09,IN-TN,21,8,738
2020-04-09,IN-TR,0,0,1
2020-04-09,IN-UP,31,4,410
