DateTime,isoCode,CumulativeCount_MedicalConditionIncident_COVID_19_PatientRecovered,CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased,CumulativeCount_MedicalTest_ConditionCOVID_19_Positive
2020-07-03,IN-MN,617,0,1279
2020-07-03,IN-MP,10815,589,14106
2020-07-03,IN-MZ,126,0,162
2020-07-03,IN-NL,182,0,501
2020-07-03,IN-OR,5502,27,7545
2020-07-03,IN-PB,4144,152,5784
2020-07-03,IN-PY,331,12,802
2020-07-03,IN-RJ,14948,430,18662
2020-07-03,IN-SK,53,0,102
2020-07-03,IN-TG,9069,275,18570
2020-07-03,IN-TN,56021,1321,98392
2020-07-03,IN-TR,1146,1,1435
2020-07-03,IN-UP,17221,735,24825
2020-07-03,IN-UT,2405,42,2984
2020-07-03,IN-WB,13037,699,19819
2020-07-04,IN-AN,54,0,116
2020-07-04,IN-AP,7632,206,16934
2020-07-04,IN-AR,75,1,252
2020-07-04,IN-AS,6349,14,9673
2020-07-04,IN-BR,8214,80,10954
2020-07-04,IN-CH,393,6,457
2020-07-04,IN-CT,2437,14,3065
2020-07-04,IN-DL,65624,2923,94695
2020-07-04,IN-DN_DD,96,0,257
2020-07-04,IN-GA,734,4,1482
2020-07-04,IN-GJ,24933,1904,34600
2020-07-04,IN-HP,667,10,1033
2020-07-04,IN-HR,11691,255,16003
2020-07-04,IN-JH,2001,15,2695
2020-07-04,IN-JK,5075,119,8019
2020-07-04,IN-KA,8805,293,19710
2020-07-04,IN-KL,2841,25,4964
2020-07-04,IN-LA,777,1,1001
2020-07-04,IN-MH,104687,8376,192990
2020-07-04,IN-ML,43,1,62
2020-07-04,IN-MN,639,0,1316
2020-07-04,IN-MP,11049,593,14297
2020-07-04,IN-MZ,126,0,162
2020-07-04,IN-NL,228,0,539
2020-07-04,IN-OR,5705,29,8106
2020-07-04,IN-PB,4266,157,5937
2020-07-04,IN-PY,331,12,802
2020-07-04,IN-RJ,15281,440,19052
2020-07-04,IN-SK,53,0,102
2020-07-04,IN-TG,10195,283,20462
2020-07-04,IN-TN,58378,1385,102721
2020-07-04,IN-TR,1199,1,1525
2020-07-04,IN-UP,17597,749,25797
2020-07-04,IN-UT,2481,42,3048
2020-07-04,IN-WB,13571,717,20488
2020-07-05,IN-AN,66,0,119
2020-07-05,IN-AP,8008,218,17699
2020-07-05,IN-AR,76,1,259
2020-07-05,IN-AS,6657,14,10668
2020-07-05,IN-BR,8686,89,11700
2020-07-05,IN-CH,395,6,460
2020-07-05,IN-CT,2549,14,3161
2020-07-05,IN-DL,68256,3004,97200
2020-07-05,IN-DN_DD,96,0,271
2020-07-05,IN-GA,825,6,1684
2020-07-05,IN-GJ,25406,1925,35312
2020-07-05,IN-HP,704,11,1046
2020-07-05,IN-HR,12257,260,16548
2020-07-05,IN-JH,2035,17,2739
2020-07-05,IN-JK,5143,127,8246
2020-07-05,IN-KA,9244,335,21549
2020-07-05,IN-KL,3048,25,5204
2020-07-05,IN-LA,826,1,1005
2020-07-05,IN-MH,108082,8671,200064
2020-07-05,IN-ML,43,1,62
2020-07-05,IN-MN,667,0,1325
2020-07-05,IN-MP,11234,598,14604
2020-07-05,IN-MZ,130,0,164
2020-07-05,IN-NL,228,0,563
2020-07-05,IN-OR,5934,34,8601
2020-07-05,IN-PB,4306,162,6109
2020-07-05,IN-PY,331,12,802
2020-07-05,IN-RJ,15640,447,19532
2020-07-05,IN-SK,58,0,103
2020-07-05,IN-TG,11537,288,22312
2020-07-05,IN-TN,60592,1450,107001
2020-07-05,IN-TR,1202,1,1546
2020-07-05,IN-UP,18154,773,26554
2020-07-05,IN-UT,2502,42,3093
2020-07-05,IN-WB,14166,736,21231
2020-07-06,IN-AN,72,0,125
2020-07-06,IN-AP,8422,232,18697
2020-07-06,IN-AR,78,1,269
2020-07-06,IN-AS,7125,14,11388
2020-07-06,IN-BR,8765,95,11876
2020-07-06,IN-CH,395,6,466
2020-07-06,IN-CT,2601,14,3207
2020-07-06,IN-DL,71339,3067,99444
2020-07-06,IN-DN_DD,106,0,271
2020-07-06,IN-GA,936,7,1761
2020-07-06,IN-GJ,25892,1943,36037
2020-07-06,IN-HP,737,11,1063
2020-07-06,IN-HR,12944,265,17005
2020-07-06,IN-JH,2045,19,2781
2020-07-06,IN-JK,5255,132,8429
2020-07-06,IN-KA,9847,372,23474
2020-07-06,IN-KL,3174,25,5429
2020-07-06,IN-LA,826,1,1005
2020-07-06,IN-MH,111740,8822,206619
2020-07-06,IN-ML,43,1,62
2020-07-06,IN-MN,688,0,1366
2020-07-06,IN-MP,11411,608,14930
2020-07-06,IN-MZ,130,0,186
2020-07-06,IN-NL,231,0,590
2020-07-06,IN-OR,6224,36,9070
2020-07-06,IN-PB,4408,164,6283
2020-07-06,IN-PY,331,12,802
2020-07-06,IN-RJ,15928,456,20164
2020-07-06,IN-SK,61,0,123
2020-07-06,IN-TG,12703,295,23902
2020-07-06,IN-TN,62778,1510,111151
2020-07-06,IN-TR,1202,1,1568
2020-07-06,IN-UP,18761,785,27707
2020-07-06,IN-UT,2524,42,3124
2020-07-06,IN-WB,14711,757,22126
2020-07-07,IN-AN,74,0,141
2020-07-07,IN-AP,8920,239,20019
2020-07-07,IN-AR,92,2,270
2020-07-07,IN-AS,7882,14,12160
2020-07-07,IN-BR,8997,97,12125
2020-07-07,IN-CH,401,6,489
2020-07-07,IN-CT,2667,14,3305
2020-07-07,IN-DL,72088,3115,100823
2020-07-07,IN-DN_DD,114,0,297
2020-07-07,IN-GA,1061,7,1813
2020-07-07,IN-GJ,26315,1960,36772
2020-07-07,IN-HP,763,11,1077
2020-07-07,IN-HR,13335,276,17504
2020-07-07,IN-JH,2068,20,2847
2020-07-07,IN-JK,5318,138,8675
2020-07-07,IN-KA,10527,401,25317
2020-07-07,IN-KL,3341,27,5622
2020-07-07,IN-LA,836,1,1005
2020-07-07,IN-MH,115262,9026,211987
2020-07-07,IN-ML,43,1,80
2020-07-07,IN-MN,734,0,1390
2020-07-07,IN-MP,11579,617,15284
2020-07-07,IN-MZ,133,0,197
2020-07-07,IN-NL,243,0,625
2020-07-07,IN-OR,6486,38,9526
2020-07-07,IN-PB,4494,169,6491
2020-07-07,IN-PY,331,12,802
2020-07-07,IN-RJ,16278,461,20688
2020-07-07,IN-SK,65,0,125
2020-07-07,IN-TG,14781,306,25733
2020-07-07,IN-TN,66571,1571,114978
2020-07-07,IN-TR,1219,1,1680
2020-07-07,IN-UP,19109,809,28636
2020-07-07,IN-UT,2586,42,3161
2020-07-07,IN-WB,15235,779,22987
2020-07-08,IN-AN,75,0,147
2020-07-08,IN-AP,9745,252,21197
2020-07-08,IN-AR,105,2,276
2020-07-08,IN-AS,8329,14,12522
2020-07-08,IN-BR,9284,104,12570
2020-07-08,IN-CH,401,7,494
2020-07-08,IN-CT,2751,14,3415
2020-07-08,IN-DL,74217,3165,102831
2020-07-08,IN-DN_DD,183,0,405
2020-07-08,IN-GA,1156,8,1903
2020-07-08,IN-GJ,26720,1977,37550
2020-07-08,IN-HP,790,11,1083
2020-07-08,IN-HR,13645,279,17999
2020-07-08,IN-JH,2104,22,2996
2020-07-08,IN-JK,5399,143,8931
2020-07-08,IN-KA,11098,416,26815
2020-07-08,IN-KL,3452,27,5894
2020-07-08,IN-LA,836,1,1041
2020-07-08,IN-MH,118558,9250,217121
2020-07-08,IN-ML,43,1,80
2020-07-08,IN-MN,771,0,1430
2020-07-08,IN-MP,11768,622,15627
2020-07-08,IN-MZ,133,0,197
2020-07-08,IN-NL,243,0,625
2020-07-08,IN-OR,6703,42,10097
2020-07-08,IN-PB,4554,175,6749
2020-07-08,IN-PY,434,14,930
2020-07-08,IN-RJ,16575,472,21404
2020-07-08,IN-SK,70,0,125
2020-07-08,IN-TG,16287,313,27612
2020-07-08,IN-TN,71116,1636,118594
2020-07-08,IN-TR,1248,1,1704
2020-07-08,IN-UP,19627,827,29968
2020-07-08,IN-UT,2621,43,3230
2020-07-08,IN-WB,15790,804,23837
2020-07-09,IN-AN,77,0,149
2020-07-09,IN-AP,11101,264,22259
2020-07-09,IN-AR,109,2,287
2020-07-09,IN-AS,8729,16,13336
2020-07-09,IN-BR,9554,107,13189
2020-07-09,IN-CH,402,7,513
2020-07-09,IN-CT,2835,14,3525
2020-07-09,IN-DL,78199,3213,104864
2020-07-09,IN-DN_DD,184,0,408
2020-07-09,IN-GA,1207,8,2039
2020-07-09,IN-GJ,27289,1993,38333
2020-07-09,IN-HP,833,11,1101
2020-07-09,IN-HR,14106,282,18690
2020-07-09,IN-JH,2170,22,3096
2020-07-09,IN-JK,5567,149,9261
2020-07-09,IN-KA,11876,470,28877
2020-07-09,IN-KL,3559,27,6195
2020-07-09,IN-LA,836,1,1041
2020-07-09,IN-MH,123192,9448,223724
2020-07-09,IN-ML,43,1,80
2020-07-09,IN-MN,793,0,1435
2020-07-09,IN-MP,11987,629,16036
2020-07-09,IN-MZ,133,0,197
2020-07-09,IN-NL,304,0,657
2020-07-09,IN-OR,7006,48,10624
2020-07-09,IN-PB,4828,178,6907
2020-07-09,IN-PY,480,14,1008
2020-07-09,IN-RJ,16866,482,22063
2020-07-09,IN-SK,71,0,133
2020-07-09,IN-TG,17279,324,29536
2020-07-09,IN-TN,74167,1700,122350
2020-07-09,IN-TR,1324,1,1761
2020-07-09,IN-UP,20331,845,31156
2020-07-09,IN-UT,2650,46,3258
2020-07-09,IN-WB,16291,827,24823
2020-07-10,IN-AN,83,0,151
2020-07-10,IN-AP,12154,277,23814
2020-07-10,IN-AR,120,2,302
2020-07-10,IN-AS,8726,22,14032
2020-07-10,IN-BR,9816,115,13944
2020-07-10,IN-CH,403,7,523
2020-07-10,IN-CT,2903,15,3675
2020-07-10,IN-DL,82226,3258,107051
2020-07-10,IN-DN_DD,189,0,411
2020-07-10,IN-GA,1273,9,2151
2020-07-10,IN-GJ,27718,2008,39194
2020-07-10,IN-HP,846,11,1140
2020-07-10,IN-HR,14510,287,19369
2020-07-10,IN-JH,2208,23,3246
2020-07-10,IN-JK,5695,154,9501
2020-07-10,IN-KA,12833,486,31105
2020-07-10,IN-KL,3708,27,6534
2020-07-10,IN-LA,915,1,1055
2020-07-10,IN-MH,127259,9667,230599
2020-07-10,IN-ML,66,2,113
2020-07-10,IN-MN,799,0,1450
2020-07-10,IN-MP,12232,634,16341
2020-07-10,IN-MZ,133,0,197
2020-07-10,IN-NL,304,0,673
2020-07-10,IN-OR,7407,52,11201
2020-07-10,IN-PB,4945,183,7140
2020-07-10,IN-PY,584,14,1151
2020-07-10,IN-RJ,17070,491,22563
2020-07-10,IN-SK,72,0,134
2020-07-10,IN-TG,18192,331,30946
2020-07-10,IN-TN,78161,1765,126581
2020-07-10,IN-TR,1338,1,1776
2020-07-10,IN-UP,21127,862,32362
2020-07-10,IN-UT,2672,46,3305
2020-07-10,IN-WB,16826,854,25911
2020-07-11,IN-AN,92,0,156
2020-07-11,IN-AP,13194,292,25422
2020-07-11,IN-AR,120,2,335
2020-07-11,IN-AS,9147,27,14600
2020-07-11,IN-BR,10109,119,14575
2020-07-11,IN-CH,408,7,539
2020-07-11,IN-CT,3028,17,3767
2020-07-11,IN-DL,84694,3300,109140
2020-07-11,IN-DN_DD,211,0,459
2020-07-11,IN-GA,1347,9,2251
2020-07-11,IN-GJ,28147,2022,40069
2020-07-11,IN-HP,883,11,1171
2020-07-11,IN-HR,14904,290,19934
2020-07-11,IN-JH,2224,23,3419
2020-07-11,IN-JK,5786,159,9888
2020-07-11,IN-KA,13836,543,33418
2020-07-11,IN-KL,3820,27,6950
2020-07-11,IN-LA,917,1,1064
2020-07-11,IN-MH,132625,9893,238461
2020-07-11,IN-ML,66,2,207
2020-07-11,IN-MN,832,0,1582
2020-07-11,IN-MP,12481,638,16657
2020-07-11,IN-MZ,143,0,226
2020-07-11,IN-NL,304,0,732
2020-07-11,IN-OR,7972,56,11956
2020-07-11,IN-PB,5017,187,7357
2020-07-11,IN-PY,637,17,1272
2020-07-11,IN-RJ,17620,497,23174
2020-07-11,IN-SK,80,0,134
2020-07-11,IN-TG,19205,339,32224
2020-07-11,IN-TN,82324,1829,130261
2020-07-11,IN-TR,1372,1,1918
2020-07-11,IN-UP,21787,889,33700
2020-07-11,IN-UT,2706,46,3373
2020-07-11,IN-WB,17348,880,27109
2020-07-12,IN-AN,93,0,163
2020-07-12,IN-AP,14393,309,27235
2020-07-12,IN-AR,125,2,341
2020-07-12,IN-AS,9150,35,15536
2020-07-12,IN-BR,10685,131,15373
2020-07-12,IN-CH,413,7,555
2020-07-12,IN-CT,3070,17,3897
2020-07-12,IN-DL,87692,3334,110921
2020-07-12,IN-DN_DD,226,0,471
2020-07-12,IN-GA,1428,12,2368
2020-07-12,IN-GJ,28649,2032,40941
2020-07-12,IN-HP,908,11,1182
2020-07-12,IN-HR,15394,297,20582
2020-07-12,IN-JH,2243,23,3613
2020-07-12,IN-JK,5895,169,10156
2020-07-12,IN-KA,14716,613,36216
2020-07-12,IN-KL,3963,29,7438
2020-07-12,IN-LA,928,1,1077
2020-07-12,IN-MH,136985,10116,246600
2020-07-12,IN-ML,66,2,207
2020-07-12,IN-MN,843,0,1593
2020-07-12,IN-MP,12679,644,17201
2020-07-12,IN-MZ,150,0,227
2020-07-12,IN-NL,313,0,748
2020-07-12,IN-OR,8360,61,12526
2020-07-12,IN-PB,5040,195,7587
2020-07-12,IN-PY,690,18,1337
2020-07-12,IN-RJ,17869,503,23748
2020-07-12,IN-SK,80,0,151
2020-07-12,IN-TG,20919,348,33402
2020-07-12,IN-TN,85915,1898,134226
2020-07-12,IN-TR,1375,2,1949
2020-07-12,IN-UP,22689,913,35092
2020-07-12,IN-UT,2718,46,3417
2020-07-12,IN-WB,17959,906,28453
2020-07-13,IN-AN,93,0,163
2020-07-13,IN-AP,15412,328,29168
2020-07-13,IN-AR,138,2,359
2020-07-13,IN-AS,10426,35,16071
2020-07-13,IN-BR,11498,143,16642
2020-07-13,IN-CH,417,8,559
2020-07-13,IN-CT,3153,19,4059
2020-07-13,IN-DL,89968,3371,112494
2020-07-13,IN-DN_DD,245,0,479
2020-07-13,IN-GA,1487,14,2453
2020-07-13,IN-GJ,29162,2045,41820
2020-07-13,IN-HP,929,11,1213
2020-07-13,IN-HR,15983,301,21240
2020-07-13,IN-JH,2308,30,3756
2020-07-13,IN-JK,5979,179,10513
2020-07-13,IN-KA,15409,684,38843
2020-07-13,IN-KL,4095,31,7873
2020-07-13,IN-LA,928,1,1086
2020-07-13,IN-MH,140325,10289,254427
2020-07-13,IN-ML,66,2,306
2020-07-13,IN-MN,896,0,1609
2020-07-13,IN-MP,12876,653,17632
2020-07-13,IN-MZ,150,0,231
2020-07-13,IN-NL,327,0,774
2020-07-13,IN-OR,8750,64,13121
2020-07-13,IN-PB,5392,199,7821
2020-07-13,IN-PY,739,18,1418
2020-07-13,IN-RJ,18103,510,24392
2020-07-13,IN-SK,81,0,153
2020-07-13,IN-TG,22482,356,34671
2020-07-13,IN-TN,89532,1966,138470
2020-07-13,IN-TR,1421,2,2054
2020-07-13,IN-UP,23334,934,36476
2020-07-13,IN-UT,2786,47,3537
2020-07-13,IN-WB,18581,932,30013
2020-07-14,IN-AN,109,0,166
2020-07-14,IN-AP,16464,365,31103
2020-07-14,IN-AR,145,2,387
2020-07-14,IN-AS,10894,36,16806
2020-07-14,IN-BR,12317,160,17959
2020-07-14,IN-CH,423,8,588
2020-07-14,IN-CT,3202,19,4217
2020-07-14,IN-DL,91312,3411,113740
2020-07-14,IN-DN_DD,268,1,495
2020-07-14,IN-GA,1540,17,2583
2020-07-14,IN-GJ,29770,2055,42722
2020-07-14,IN-HP,940,11,1243
2020-07-14,IN-HR,16602,308,21894
2020-07-14,IN-JH,2351,33,3898
2020-07-14,IN-JK,6095,187,10827
2020-07-14,IN-KA,16248,757,41581
2020-07-14,IN-KL,4257,33,8322
2020-07-14,IN-LA,946,1,1093
2020-07-14,IN-MH,144507,10482,260924
2020-07-14,IN-ML,66,2,318
2020-07-14,IN-MN,970,0,1626
2020-07-14,IN-MP,13208,663,18207
2020-07-14,IN-MZ,151,0,233
2020-07-14,IN-NL,340,0,845
2020-07-14,IN-OR,9255,70,13737
2020-07-14,IN-PB,5586,204,8178
2020-07-14,IN-PY,785,18,1468
2020-07-14,IN-RJ,18630,525,24936
2020-07-14,IN-SK,86,0,192
2020-07-14,IN-TG,23679,365,36221
2020-07-14,IN-TN,92567,2032,142798
2020-07-14,IN-TR,1475,2,2080
2020-07-14,IN-UP,24203,955,38130
2020-07-14,IN-UT,2856,49,3608
2020-07-14,IN-WB,19213,956,31448
2020-07-15,IN-AN,109,0,166
2020-07-15,IN-AP,17467,408,33019
2020-07-15,IN-AR,153,3,462
2020-07-15,IN-AS,11416,40,17807
2020-07-15,IN-BR,12849,174,19284
2020-07-15,IN-CH,446,10,600
2020-07-15,IN-CT,3275,20,4379
2020-07-15,IN-DL,93236,3446,115346
2020-07-15,IN-DN_DD,310,1,520
2020-07-15,IN-GA,1607,18,2753
2020-07-15,IN-GJ,30503,2069,43637
2020-07-15,IN-HP,951,11,1309
2020-07-15,IN-HR,17090,312,22628
2020-07-15,IN-JH,2427,36,4091
2020-07-15,IN-JK,6223,195,11173
2020-07-15,IN-KA,17390,842,44077
2020-07-15,IN-KL,4438,34,8930
2020-07-15,IN-LA,946,1,1093
2020-07-15,IN-MH,149007,10695,267665
2020-07-15,IN-ML,66,2,318
2020-07-15,IN-MN,970,0,1672
2020-07-15,IN-MP,13575,673,19005
2020-07-15,IN-MZ,159,0,238
2020-07-15,IN-NL,346,0,896
2020-07-15,IN-OR,9864,74,14280
2020-07-15,IN-PB,5663,213,8511
2020-07-15,IN-PY,829,18,1531
2020-07-15,IN-RJ,19161,525,25571
2020-07-15,IN-SK,87,0,209
2020-07-15,IN-TG,24840,375,37745
2020-07-15,IN-TN,97310,2099,147324
2020-07-15,IN-TR,1538,2,2170
2020-07-15,IN-UP,24983,983,39724
2020-07-15,IN-UT,2867,50,3686
2020-07-15,IN-WB,19931,980,32838
2020-07-16,IN-AN,130,0,176
2020-07-16,IN-AP,18378,452,35451
2020-07-16,IN-AR,153,3,462
2020-07-16,IN-AS,12173,46,18666
2020-07-16,IN-BR,13462,180,20612
2020-07-16,IN-CH,459,11,625
2020-07-16,IN-CT,3324,20,4539
2020-07-16,IN-DL,95699,3487,116993
2020-07-16,IN-DN_DD,357,2,539
2020-07-16,IN-GA,1674,18,2951
2020-07-16,IN-GJ,31286,2079,44552
2020-07-16,IN-HP,979,11,1341
2020-07-16,IN-HR,17667,319,23306
2020-07-16,IN-JH,2485,38,4320
2020-07-16,IN-JK,6337,206,11666
2020-07-16,IN-KA,18466,928,47253
2020-07-16,IN-KL,4634,35,9553
2020-07-16,IN-LA,964,1,1142
2020-07-16,IN-MH,152613,10928,275640
2020-07-16,IN-ML,66,2,346
2020-07-16,IN-MN,989,0,1700
2020-07-16,IN-MP,13908,682,19643
2020-07-16,IN-MZ,159,0,238
2020-07-16,IN-NL,348,0,902
2020-07-16,IN-OR,10476,77,14898
2020-07-16,IN-PB,5867,221,8799
2020-07-16,IN-PY,889,21,1596
2020-07-16,IN-RJ,19502,530,26437
2020-07-16,IN-SK,87,0,220
2020-07-16,IN-TG,25999,386,39342
2020-07-16,IN-TN,102310,2167,151820
2020-07-16,IN-TR,1604,3,2268
2020-07-16,IN-UP,25743,1012,41383
2020-07-16,IN-UT,2948,50,3785
2020-07-16,IN-WB,20680,1000,34427
2020-07-17,IN-AN,133,0,180
2020-07-17,IN-AP,19393,492,38044
2020-07-17,IN-AR,153,3,543
2020-07-17,IN-AS,12888,48,19754
2020-07-17,IN-BR,14018,197,21764
2020-07-17,IN-CH,476,11,651
2020-07-17,IN-CT,3451,21,4732
2020-07-17,IN-DL,97693,3545,118645
2020-07-17,IN-DN_DD,371,2,552
2020-07-17,IN-GA,1817,19,3108
2020-07-17,IN-GJ,32103,2089,45481
2020-07-17,IN-HP,984,11,1377
2020-07-17,IN-HR,18185,322,24002
2020-07-17,IN-JH,2513,42,4624
2020-07-17,IN-JK,6446,222,12156
2020-07-17,IN-KA,19729,1032,51422
2020-07-17,IN-KL,4862,37,10275
2020-07-17,IN-LA,970,1,1147
2020-07-17,IN-MH,158140,11194,284281
2020-07-17,IN-ML,66,2,377
2020-07-17,IN-MN,1129,0,1764
2020-07-17,IN-MP,14127,689,20378
2020-07-17,IN-MZ,160,0,272
2020-07-17,IN-NL,391,0,916
2020-07-17,IN-OR,10877,79,15392
2020-07-17,IN-PB,6277,230,9094
2020-07-17,IN-PY,947,22,1743
2020-07-17,IN-RJ,19970,538,27174
2020-07-17,IN-SK,88,0,243
2020-07-17,IN-TG,27295,396,41018
2020-07-17,IN-TN,107416,2236,156369
2020-07-17,IN-TR,1604,3,2283
2020-07-17,IN-UP,26675,1046,43441
2020-07-17,IN-UT,2995,50,3982
2020-07-17,IN-WB,21415,1023,36117
2020-07-18,IN-AN,142,0,194
2020-07-18,IN-AP,20298,534,40646
2020-07-18,IN-AR,175,3,609
2020-07-18,IN-AS,14105,51,20646
2020-07-18,IN-BR,14621,201,23589
2020-07-18,IN-CH,480,11,660
2020-07-18,IN-CT,3512,23,4964
2020-07-18,IN-DL,99301,3571,120107
2020-07-18,IN-DN_DD,401,2,585
2020-07-18,IN-GA,1946,21,3304
2020-07-18,IN-GJ,32973,2106,46430
2020-07-18,IN-HP,1024,11,1417
2020-07-18,IN-HR,18718,327,24797
2020-07-18,IN-JH,2570,46,4921
2020-07-18,IN-JK,6558,231,12757
2020-07-18,IN-KA,20757,1147,55115
2020-07-18,IN-KL,4995,38,11066
2020-07-18,IN-LA,973,1,1151
2020-07-18,IN-MH,160357,11452,292589
2020-07-18,IN-ML,66,2,403
2020-07-18,IN-MN,1163,0,1800
2020-07-18,IN-MP,14514,697,21081
2020-07-18,IN-MZ,160,0,282
2020-07-18,IN-NL,405,0,956
2020-07-18,IN-OR,11330,83,16110
2020-07-18,IN-PB,6373,239,9442
2020-07-18,IN-PY,1014,25,1832
2020-07-18,IN-RJ,20626,546,27789
2020-07-18,IN-SK,90,0,266
2020-07-18,IN-TG,28705,403,42496
2020-07-18,IN-TN,110807,2315,160907
2020-07-18,IN-TR,1684,3,2366
2020-07-18,IN-UP,27634,1084,45163
2020-07-18,IN-UT,3021,51,4102
2020-07-18,IN-WB,22253,1049,38011
2020-07-19,IN-AN,145,0,198
2020-07-19,IN-AP,21763,586,44609
2020-07-19,IN-AR,274,3,650
2020-07-19,IN-AS,15165,53,22918
2020-07-19,IN-BR,15536,208,25136
2020-07-19,IN-CH,485,12,700
2020-07-19,IN-CT,3658,24,5233
2020-07-19,IN-DL,101274,3597,121582
2020-07-19,IN-DN_DD,414,2,602
2020-07-19,IN-GA,2038,21,3484
2020-07-19,IN-GJ,34035,2122,47390
2020-07-19,IN-HP,1036,11,1457
2020-07-19,IN-HR,19318,344,25547
2020-07-19,IN-JH,2611,46,5342
2020-07-19,IN-JK,7165,236,13198
2020-07-19,IN-KA,21775,1240,59652
2020-07-19,IN-KL,5199,40,11659
2020-07-19,IN-LA,985,1,1159
2020-07-19,IN-MH,165663,11596,300937
2020-07-19,IN-ML,66,2,418
2020-07-19,IN-MN,1182,0,1891
2020-07-19,IN-MP,14864,706,21763
2020-07-19,IN-MZ,167,0,284
2020-07-19,IN-NL,432,0,978
2020-07-19,IN-OR,11937,86,16701
2020-07-19,IN-PB,6454,246,9792
2020-07-19,IN-PY,1066,28,1894
2020-07-19,IN-RJ,21144,553,28500
2020-07-19,IN-SK,90,0,275
2020-07-19,IN-TG,30607,409,43780
2020-07-19,IN-TN,113856,2403,165714
2020-07-19,IN-TR,1735,5,2654
2020-07-19,IN-UP,28664,1108,47036
2020-07-19,IN-UT,3081,52,4276
2020-07-19,IN-WB,23539,1076,40209
2020-07-20,IN-AN,145,0,203
2020-07-20,IN-AP,22890,642,49650
2020-07-20,IN-AR,282,3,740
2020-07-20,IN-AS,16023,57,23999
2020-07-20,IN-BR,16308,217,26569
2020-07-20,IN-CH,488,12,717
2020-07-20,IN-CT,3775,24,5407
2020-07-20,IN-DL,103134,3628,122793
2020-07-20,IN-DN_DD,414,2,605
2020-07-20,IN-GA,2218,22,3657
2020-07-20,IN-GJ,34901,2142,48355
2020-07-20,IN-HP,1059,11,1483
2020-07-20,IN-HR,19793,349,26164
2020-07-20,IN-JH,2716,49,5535
2020-07-20,IN-JK,7811,244,13899
2020-07-20,IN-KA,23065,1331,63772
2020-07-20,IN-KL,5371,42,12480
2020-07-20,IN-LA,1003,2,1178
2020-07-20,IN-MH,169569,11854,310455
2020-07-20,IN-ML,66,2,450
2020-07-20,IN-MN,1213,0,1911
2020-07-20,IN-MP,15311,721,22600
2020-07-20,IN-MZ,167,0,284
2020-07-20,IN-NL,445,0,988
2020-07-20,IN-OR,12453,91,17437
2020-07-20,IN-PB,6535,254,10100
2020-07-20,IN-PY,1154,28,1999
2020-07-20,IN-RJ,21730,559,29434
2020-07-20,IN-SK,92,0,283
2020-07-20,IN-TG,32438,415,45076
2020-07-20,IN-TN,117915,2481,170693
2020-07-20,IN-TR,1759,5,2878
2020-07-20,IN-UP,29845,1146,49247
2020-07-20,IN-UT,3116,52,4515
2020-07-20,IN-WB,24883,1112,42487
2020-07-21,IN-AN,152,0,207
2020-07-21,IN-AP,24228,696,53724
2020-07-21,IN-AR,285,3,790
2020-07-21,IN-AS,17095,58,25382
2020-07-21,IN-BR,17433,217,27646
2020-07-21,IN-CH,518,12,737
2020-07-21,IN-CT,3944,25,5561
2020-07-21,IN-DL,104918,3663,123747
2020-07-21,IN-DN_DD,448,2,684
2020-07-21,IN-GA,2361,23,3853
2020-07-21,IN-GJ,35678,2162,49353
2020-07-21,IN-HP,1067,11,1631
2020-07-21,IN-HR,20226,355,26858
2020-07-21,IN-JH,2810,53,5756
2020-07-21,IN-JK,8274,254,14650
2020-07-21,IN-KA,23795,1403,67420
2020-07-21,IN-KL,5616,43,13274
2020-07-21,IN-LA,1007,2,1195
2020-07-21,IN-MH,175029,12030,318695
2020-07-21,IN-ML,66,4,466
2020-07-21,IN-MN,1307,0,1925
2020-07-21,IN-MP,15684,738,23310
2020-07-21,IN-MZ,168,0,297
2020-07-21,IN-NL,484,0,1021
2020-07-21,IN-OR,12910,97,18110
2020-07-21,IN-PB,7118,262,10510
2020-07-21,IN-PY,1265,29,2092
2020-07-21,IN-RJ,22195,568,30390
2020-07-21,IN-SK,92,0,305
2020-07-21,IN-TG,34323,422,46274
2020-07-21,IN-TN,121776,2551,175678
2020-07-21,IN-TR,1845,7,3079
2020-07-21,IN-UP,30831,1192,51160
2020-07-21,IN-UT,3212,55,4642
2020-07-21,IN-WB,26418,1147,44769
2020-07-22,IN-AN,159,0,212
2020-07-22,IN-AP,25574,758,58668
2020-07-22,IN-AR,303,3,858
2020-07-22,IN-AS,18033,58,25382
2020-07-22,IN-BR,18515,217,28952
2020-07-22,IN-CH,518,12,751
2020-07-22,IN-CT,4114,29,5729
2020-07-22,IN-DL,106118,3690,125096
2020-07-22,IN-DN_DD,463,2,705
2020-07-22,IN-GA,2449,26,4027
2020-07-22,IN-GJ,36423,2196,50379
2020-07-22,IN-HP,1077,11,1664
2020-07-22,IN-HR,20952,364,27462
2020-07-22,IN-JH,2904,55,6159
2020-07-22,IN-JK,8455,263,15258
2020-07-22,IN-KA,25459,1464,71069
2020-07-22,IN-KL,5890,44,13994
2020-07-22,IN-LA,1010,2,1198
2020-07-22,IN-MH,182217,12276,327031
2020-07-22,IN-ML,70,4,490
2020-07-22,IN-MN,1400,0,2015
2020-07-22,IN-MP,16257,756,24095
2020-07-22,IN-MZ,168,0,317
2020-07-22,IN-NL,485,0,1030
