Site Name,Site Score,Site EPA ID,SEMS ID,Region ID,State,City,County,Status,Latitude,Longitude,Proposed Date,Listing Date,Construction Completion Date,Construction Completion Number,NOID Date,Deletion Date,Site Listing Narrative,Site Progress Profile,Proposed FR Notice,Listing FR Notice,NOID FR Notice,Deletion FR Notice,Restoration FR Notice Jumper Page,Site has had a Partial Deletion,x,y
City of Perryton Well No. 2,50,TX0001399435,605015,6,Texas,Perryton,Ochiltree,NPL Site,36.400556,-100.804722,09/29/1998,01/19/1999,09/30/2003,884,,,"<a href=""https://semspub.epa.gov/src/document/06/300297"" target=""_blank"">TX0001399435 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605015"" target=""_blank"">City of Perryton Well No. 2</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-09-29/pdf/98-25890.pdf"" target=""_blank"">09/29/1998 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-01-19/pdf/99-1020.pdf"" target=""_blank"">01/19/1999 (PDF)</a>",,,,No,-11221530.322597502,4355878.161897283
"Many Diversified Interests, Inc.",32.07,TXD008083404,605008,6,Texas,Houston,Harris,NPL Site,29.767778,-95.331667,09/29/1998,01/19/1999,08/31/2009,1069,,,"<a href=""https://semspub.epa.gov/src/document/06/300298"" target=""_blank"">TXD008083404 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605008"" target=""_blank"">Many Diversified Interests, Inc.</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-09-29/pdf/98-25890.pdf"" target=""_blank"">09/29/1998 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-01-19/pdf/99-1020.pdf"" target=""_blank"">01/19/1999 (PDF)</a>",,,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",-10612272.626913922,3473734.6595886163
Hart Creosoting Company,48,TXD050299577,601975,6,Texas,Jasper,Jasper,NPL Site,30.893611,-93.995278,04/23/1999,07/22/1999,09/12/2008,1041,,,"<a href=""https://semspub.epa.gov/src/document/06/300302"" target=""_blank"">TXD050299577 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0601975"" target=""_blank"">Hart Creosoting Company</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-04-23/pdf/99-10236.pdf"" target=""_blank"">04/23/1999 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-07-22/pdf/99-18602.pdf"" target=""_blank"">07/22/1999 (PDF)</a>",,,,No,-10463506.48393219,3618940.200504465
Star Lake Canal,50,TX0001414341,605043,6,Texas,Port Neches,Jefferson,NPL Site,29.975,-93.917,07/22/1999,07/27/2000,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300305"" target=""_blank"">TX0001414341 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605043"" target=""_blank"">Star Lake Canal</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-07-22/pdf/99-18603.pdf"" target=""_blank"">07/22/1999 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-07-27/pdf/00-18902.pdf"" target=""_blank"">07/27/2000 (PDF)</a>",,,,No,-10454792.616831874,3500336.731204787
Garland Creosoting,49.1,TXD007330053,601644,6,Texas,Longview,Gregg,NPL Site,32.442272,-94.710903,07/22/1999,10/22/1999,08/12/2010,1086,,,"<a href=""https://semspub.epa.gov/src/document/06/300306"" target=""_blank"">TXD007330053 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0601644"" target=""_blank"">Garland Creosoting</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-07-22/pdf/99-18603.pdf"" target=""_blank"">07/22/1999 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-10-22/pdf/99-27537.pdf"" target=""_blank"">10/22/1999 (PDF)</a>",,,,No,-10543169.494531127,3821506.7439973834
State Road 114 Ground Water Plume,42.41,TXSFN0605177,605177,6,Texas,Levelland,Hockley,NPL Site,33.599883,-102.405561,07/22/1999,10/22/1999,09/01/2009,1073,,,"<a href=""https://semspub.epa.gov/src/document/06/300308"" target=""_blank"">TXSFN0605177 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605177"" target=""_blank"">State Road 114 Ground Water Plume</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-07-22/pdf/99-18603.pdf"" target=""_blank"">07/22/1999 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-10-22/pdf/99-27537.pdf"" target=""_blank"">10/22/1999 (PDF)</a>",,,,No,-11399734.904919516,3975201.792282243
Palmer Barge Line,50,TXD068104561,605212,6,Texas,Port Arthur,Jefferson,Deleted NPL Site,29.961453,-93.855083,05/11/2000,07/27/2000,09/28/2007,1028,12/07/2011,02/06/2012,"<a href=""https://semspub.epa.gov/src/document/06/300312"" target=""_blank"">TXD068104561 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605212"" target=""_blank"">Palmer Barge Line</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-05-11/pdf/00-11563.pdf"" target=""_blank"">05/11/2000 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-07-27/pdf/00-18902.pdf"" target=""_blank"">07/27/2000 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-12-07/pdf/2011-31266.pdf"" target=""_blank"">12/07/2011 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-12-07/pdf/2011-31268.pdf"" target=""_blank"">02/06/2012 (PDF)</a>",,No,-10447900.047920426,3498595.9477413585
"Malone Service Company, Inc.",50,TXD980864789,602922,6,Texas,Texas City,Galveston,NPL Site,29.333056,-94.902778,08/24/2000,06/14/2001,06/29/2018,1200,,,"<a href=""https://semspub.epa.gov/src/document/06/300314"" target=""_blank"">TXD980864789 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602922"" target=""_blank"">Malone Service Company, Inc.</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-08-24/pdf/00-21524.pdf"" target=""_blank"">08/24/2000 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-06-14/pdf/01-14616.pdf"" target=""_blank"">06/14/2001 (PDF)</a>",,,,No,-10564528.921827085,3418105.282081246
R & H Oil Company,50,TXD057577579,605132,6,Texas,San Antonio,Bexar,Proposed NPL Site,29.372203,-98.537608,06/14/2001,,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300316"" target=""_blank"">TXD057577579 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605132"" target=""_blank"">R & H Oil Company</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-06-14/pdf/01-14617.pdf"" target=""_blank"">06/14/2001 (PDF)</a>",,,,,No,-10969156.346547201,3423104.969275536
Patrick Bayou,47.83,TX0000605329,605329,6,Texas,Deer Park,Harris,NPL Site,29.731944,-95.114583,06/14/2001,09/05/2002,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300317"" target=""_blank"">TX0000605329 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605329"" target=""_blank"">Patrick Bayou</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-06-14/pdf/01-14617.pdf"" target=""_blank"">06/14/2001 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2002-09-05/pdf/02-22538.pdf"" target=""_blank"">09/05/2002 (PDF)</a>",,,,No,-10588106.946574554,3469140.0700281025
Gulfco Marine Maintenance,50,TXD055144539,602027,6,Texas,Freeport,Brazoria,NPL Site,28.966847,-95.289656,09/05/2002,04/30/2003,09/29/2011,1119,,,"<a href=""https://semspub.epa.gov/src/document/06/300320"" target=""_blank"">TXD055144539 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602027"" target=""_blank"">Gulfco Marine Maintenance</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2002-09-05/pdf/02-22539.pdf"" target=""_blank"">09/05/2002 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-04-30/pdf/03-10648.pdf"" target=""_blank"">04/30/2003 (PDF)</a>",,,,No,-10607595.983786205,3371427.0772119714
Jones Road Ground Water Plume,46.5,TXN000605460,605460,6,Texas,Houston,Harris,NPL Site,29.90465,-95.584319,04/30/2003,09/29/2003,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300321"" target=""_blank"">TXN000605460 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605460"" target=""_blank"">Jones Road Ground Water Plume</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-04-30/pdf/03-10649.pdf"" target=""_blank"">04/30/2003 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-09-29/pdf/03-24406.pdf"" target=""_blank"">09/29/2003 (PDF)</a>",,,,No,-10640397.718901824,3491299.3686456094
Conroe Creosoting Company,48,TXD008091951,601732,6,Texas,Conroe,Montgomery,NPL Site,30.318744,-95.435428,04/30/2003,09/29/2003,09/30/2003,880,,,"<a href=""https://semspub.epa.gov/src/document/06/300322"" target=""_blank"">TXD008091951 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0601732"" target=""_blank"">Conroe Creosoting Company</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-04-30/pdf/03-10649.pdf"" target=""_blank"">04/30/2003 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-09-29/pdf/03-24406.pdf"" target=""_blank"">09/29/2003 (PDF)</a>",,,,No,-10623823.248598123,3544587.563935282
Air Force Plant #4 (General Dynamics),39.92,TX7572024605,603610,6,Texas,Fort Worth,Tarrant,NPL Site,32.777781,-97.45,07/22/1987,08/30/1990,09/15/2006,981,,,"<a href=""https://semspub.epa.gov/src/document/06/300325"" target=""_blank"">TX7572024605 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0603610"" target=""_blank"">Air Force Plant #4 (General Dynamics)</a>","<a href=""https://semspub.epa.gov/src/document/11/189646"" target=""_blank"">07/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,,No,-10848084.37780451,3865845.1174358046
Sandy Beach Road Ground Water Plume,50,TXN000605649,605649,6,Texas,Azle,Tarrant,NPL Site,32.928472,-97.525,04/27/2005,09/14/2005,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300049"" target=""_blank"">TXN000605649 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605649"" target=""_blank"">Sandy Beach Road Ground Water Plume</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-04-27/pdf/05-8322.pdf"" target=""_blank"">04/27/2005 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-09-14/pdf/05-18235.pdf"" target=""_blank"">09/14/2005 (PDF)</a>",,,,No,-10856433.339614006,3885813.6617321833
East 67th Street Ground Water Plume,50,TXN000606614,606614,6,Texas,Odessa,Ector,NPL Site,31.908611,-102.385833,09/27/2006,03/07/2007,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300050"" target=""_blank"">TXN000606614 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0606614"" target=""_blank"">East 67th Street Ground Water Plume</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2006-09-27/pdf/E6-15854.pdf"" target=""_blank"">09/27/2006 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-03-07/pdf/E7-3908.pdf"" target=""_blank"">03/07/2007 (PDF)</a>",,,,No,-11397538.794005146,3751320.3699783403
Bandera Road Ground Water Plume,50,TXN000606565,606565,6,Texas,Leon Valley,Bexar,NPL Site,29.494433,-98.6205,09/27/2006,03/07/2007,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300051"" target=""_blank"">TXN000606565 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0606565"" target=""_blank"">Bandera Road Ground Water Plume</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2006-09-27/pdf/E6-15854.pdf"" target=""_blank"">09/27/2006 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-03-07/pdf/E7-3908.pdf"" target=""_blank"">03/07/2007 (PDF)</a>",,,,No,-10978383.841778036,3438728.054621267
Midessa Ground Water Plume,50,TXN000606668,606668,6,Texas,Odessa,Midland,NPL Site,31.90635,-102.233669,09/19/2007,03/19/2008,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300054"" target=""_blank"">TXN000606668 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0606668"" target=""_blank"">Midessa Ground Water Plume</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-09-19/pdf/E7-18154.pdf"" target=""_blank"">09/19/2007 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2008-03-19/pdf/E8-5557.pdf"" target=""_blank"">03/19/2008 (PDF)</a>",,,,No,-11380599.975008078,3751023.877374038
San Jacinto River Waste Pits,50,TXN000606611,606611,6,Texas,Channelview,Harris,NPL Site,29.7944,-95.0625,09/19/2007,03/19/2008,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300055"" target=""_blank"">TXN000606611 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0606611"" target=""_blank"">San Jacinto River Waste Pits</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-09-19/pdf/E7-18154.pdf"" target=""_blank"">09/19/2007 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2008-03-19/pdf/E8-5557.pdf"" target=""_blank"">03/19/2008 (PDF)</a>",,,,No,-10582309.093535569,3477149.162429408
North East 2nd Street (formerly Attebury Grain Storage Facility),32.33,TXN000606760,606760,6,Texas,Happy,Swisher,NPL Site,34.745,-101.853333,03/19/2008,04/09/2009,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300056"" target=""_blank"">TXN000606760 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0606760"" target=""_blank"">North East 2nd Street (formerly Attebury Grain Storage Facility)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2008-03-19/pdf/E8-5559.pdf"" target=""_blank"">03/19/2008 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-04-09/pdf/E9-7825.pdf"" target=""_blank"">04/09/2009 (PDF)</a>",,,,No,-11338261.165157728,4129281.4327143487
Old ESCO Manufacturing,40.81,TXD980513808,602482,6,Texas,Greenville,Hunt,Deleted NPL Site,33.1383,-96.0755,03/19/2008,09/03/2008,09/29/2011,1118,07/27/2018,09/10/2018,"<a href=""https://semspub.epa.gov/src/document/06/300057"" target=""_blank"">TXD980513808 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602482"" target=""_blank"">Old ESCO Manufacturing</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2008-03-19/pdf/E8-5559.pdf"" target=""_blank"">03/19/2008 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2008-09-03/pdf/E8-20390.pdf"" target=""_blank"">09/03/2008 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-07-27/pdf/2018-16121.pdf"" target=""_blank"">07/27/2018 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-07-27/pdf/2018-16119.pdf"" target=""_blank"">09/10/2018 (PDF)</a>",,No,-10695075.737709155,3913675.395803038
Van der Horst USA Corporation,48,TXD007357932,606869,6,Texas,Terrell,Kaufman,NPL Site,32.734167,-96.273889,09/23/2009,03/04/2010,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300058"" target=""_blank"">TXD007357932 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0606869"" target=""_blank"">Van der Horst USA Corporation</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-09-23/pdf/E9-22936.pdf"" target=""_blank"">09/23/2009 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2010-03-04/pdf/2010-4304.pdf"" target=""_blank"">03/04/2010 (PDF)</a>",,,,No,-10717160.300168142,3860072.0033815512
West County Road 112 Ground Water,50,TXN000606992,606992,6,Texas,Midland,Midland,NPL Site,31.964129,-102.094921,10/21/2010,03/10/2011,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300059"" target=""_blank"">TXN000606992 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0606992"" target=""_blank"">West County Road 112 Ground Water</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2010-10-21/pdf/2010-26461.pdf"" target=""_blank"">10/21/2010 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-03-10/pdf/2011-5337.pdf"" target=""_blank"">03/10/2011 (PDF)</a>",,,,No,-11365154.618299494,3758602.92146374
US Oil Recovery,50,TXN000607093,607093,6,Texas,Pasadena,Harris,NPL Site,29.718389,-95.221528,09/16/2011,09/18/2012,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300061"" target=""_blank"">TXN000607093 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0607093"" target=""_blank"">US Oil Recovery</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-09-16/pdf/2011-23651.pdf"" target=""_blank"">09/16/2011 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-09-18/pdf/2012-22851.pdf"" target=""_blank"">09/18/2012 (PDF)</a>",,,,No,-10600012.009517442,3467402.493203919
Circle Court Ground Water Plume,50,TXN000606965,606965,6,Texas,Willow Park,Parker,NPL Site,32.744778,-97.679763,03/15/2012,09/18/2012,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300065"" target=""_blank"">TXN000606965 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0606965"" target=""_blank"">Circle Court Ground Water Plume</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-03-15/pdf/2012-6328.pdf"" target=""_blank"">03/15/2012 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-09-18/pdf/2012-22851.pdf"" target=""_blank"">09/18/2012 (PDF)</a>",,,,No,-10873661.477967644,3861476.303938833
Main Street Ground Water Plume,50,TXN000607441,607441,6,Texas,Burnet,Burnet,NPL Site,30.737148,-98.22544,03/26/2015,09/30/2015,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300070"" target=""_blank"">TXN000607441 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0607441"" target=""_blank"">Main Street Ground Water Plume</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2015-03-26/pdf/2015-06728.pdf"" target=""_blank"">03/26/2015 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2015-09-30/pdf/2015-24330.pdf"" target=""_blank"">09/30/2015 (PDF)</a>",,,,No,-10934405.963745246,3598659.650875408
"Eldorado Chemical Co., Inc.",38.85,TXD057567216,607012,6,Texas,Live Oak,Bexar,NPL Site,29.568833,-98.350042,04/07/2016,09/09/2016,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300403"" target=""_blank"">TXD057567216 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0607012"" target=""_blank"">Eldorado Chemical Co., Inc.</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2016-04-07/pdf/2016-07671.pdf"" target=""_blank"">04/07/2016 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2016-09-09/pdf/2016-21615.pdf"" target=""_blank"">09/09/2016 (PDF)</a>",,,,No,-10948276.59493707,3448246.8757484895
Highway 18 Ground Water,50,TXN000606716,606716,6,Texas,Kermit,Winkler,NPL Site,31.852,-103.090681,09/09/2016,08/03/2017,,0,,,"<a href=""https://semspub.epa.gov/src/document/11/196900"" target=""_blank"">TXN000606716 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0606716"" target=""_blank"">Highway 18 Ground Water</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2016-09-09/pdf/2016-21626.pdf"" target=""_blank"">09/09/2016 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2017-08-03/pdf/2017-16172.pdf"" target=""_blank"">08/03/2017 (PDF)</a>",,,,No,-11476002.114451803,3743898.967624751
"Lane Plating Works, Inc.",50,TXN000605240,605240,6,Texas,Dallas,Dallas,NPL Site,32.687886,-96.769485,01/18/2018,05/17/2018,,0,,,"<a href=""https://semspub.epa.gov/src/document/11/197223"" target=""_blank"">TXN000605240 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605240"" target=""_blank"">Lane Plating Works, Inc.</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-01-18/pdf/2018-00623.pdf"" target=""_blank"">01/18/2018 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-05-17/pdf/2018-10464.pdf"" target=""_blank"">05/17/2018 (PDF)</a>",,,,No,-10772329.794527326,3853948.951342402
River City Metal Finishing,50,TXN000606915,606915,6,Texas,San Antonio,Bexar,NPL Site,29.430489,-98.731875,01/18/2018,05/17/2018,,0,,,"<a href=""https://semspub.epa.gov/src/document/11/197224"" target=""_blank"">TXN000606915 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0606915"" target=""_blank"">River City Metal Finishing</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-01-18/pdf/2018-00623.pdf"" target=""_blank"">01/18/2018 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-05-17/pdf/2018-10464.pdf"" target=""_blank"">05/17/2018 (PDF)</a>",,,,No,-10990782.050065137,3430552.57181047
Delfasco Forge,50,TXD988034328,606872,6,Texas,Grand Prairie,Dallas,NPL Site,32.750269,-96.963228,05/17/2018,09/13/2018,,0,,,"<a href=""https://semspub.epa.gov/src/document/11/197359"" target=""_blank"">TXD988034328 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0606872"" target=""_blank"">Delfasco Forge</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-05-17/pdf/2018-10466.pdf"" target=""_blank"">05/17/2018 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19878.pdf"" target=""_blank"">09/13/2018 (PDF)</a>",,,,No,-10793897.166632086,3862203.069667727
Northwest Odessa Groundwater,50,TXN000607499,607499,6,Texas,Odessa,Ector,NPL Site,31.894444,-102.388889,09/03/2020,09/09/2021,,0,,,"<a href=""https://semspub.epa.gov/src/document/HQ/400957"" target=""_blank"">TXN000607499 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0607499"" target=""_blank"">Northwest Odessa Groundwater</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2020-09-03/pdf/2020-19171.pdf"" target=""_blank"">09/03/2020 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2021-09-09/pdf/2021-19193.pdf"" target=""_blank"">09/09/2021 (PDF)</a>",,,,No,-11397878.98636901,3749462.723336548
