statvar,dcid
Monthly_Amount_EconomicActivity_Sales_NAICSBuildingMaterialAndGardenEquipmentAndSuppliesDealers,Monthly_Amount_EconomicActivity_Sales_BuildingMaterialAndGardenEquipmentAndSuppliesDealers
Annual_Amount_EconomicActivity_Sales_NAICSBuildingMaterialAndGardenEquipmentAndSuppliesDealers,Annual_Amount_EconomicActivity_Sales_BuildingMaterialAndGardenEquipmentAndSuppliesDealers
Monthly_Amount_EconomicActivity_Sales_NAICSBuildingMaterialAndSuppliesDealers,Monthly_Amount_EconomicActivity_Sales_BuildingMaterialAndSuppliesDealers
Annual_Amount_EconomicActivity_Sales_NAICSBuildingMaterialAndSuppliesDealers,Annual_Amount_EconomicActivity_Sales_BuildingMaterialAndSuppliesDealers
Monthly_Amount_EconomicActivity_Sales_NAICSPaintAndWallpaperStores,Monthly_Amount_EconomicActivity_Sales_PaintAndWallpaperStores
Annual_Amount_EconomicActivity_Sales_NAICSPaintAndWallpaperStores,Annual_Amount_EconomicActivity_Sales_PaintAndWallpaperStores
Monthly_Amount_EconomicActivity_Sales_NAICSHardwareStores,Monthly_Amount_EconomicActivity_Sales_HardwareStores
Annual_Amount_EconomicActivity_Sales_NAICSHardwareStores,Annual_Amount_EconomicActivity_Sales_HardwareStores
Monthly_Amount_EconomicActivity_Sales_NAICSFoodAndBeverageStores,Monthly_Amount_EconomicActivity_Sales_FoodAndBeverageStores
Annual_Amount_EconomicActivity_Sales_NAICSFoodAndBeverageStores,Annual_Amount_EconomicActivity_Sales_FoodAndBeverageStores
Monthly_Amount_EconomicActivity_Sales_NAICSGroceryStores,Monthly_Amount_EconomicActivity_Sales_GroceryStores
Annual_Amount_EconomicActivity_Sales_NAICSGroceryStores,Annual_Amount_EconomicActivity_Sales_GroceryStores
Monthly_Amount_EconomicActivity_Sales_NAICSSupermarketsAndOtherGroceryStores,Monthly_Amount_EconomicActivity_Sales_SupermarketsAndOtherGroceryStores
Annual_Amount_EconomicActivity_Sales_NAICSSupermarketsAndOtherGroceryStores,Annual_Amount_EconomicActivity_Sales_SupermarketsAndOtherGroceryStores
Monthly_Amount_EconomicActivity_Sales_NAICSBeerWineAndLiquorStores,Monthly_Amount_EconomicActivity_Sales_BeerWineAndLiquorStores
Annual_Amount_EconomicActivity_Sales_NAICSBeerWineAndLiquorStores,Annual_Amount_EconomicActivity_Sales_BeerWineAndLiquorStores
Monthly_Amount_EconomicActivity_Sales_NAICSHealthAndPersonalCareStores,Monthly_Amount_EconomicActivity_Sales_HealthAndPersonalCareStores
Annual_Amount_EconomicActivity_Sales_NAICSHealthAndPersonalCareStores,Annual_Amount_EconomicActivity_Sales_HealthAndPersonalCareStores
Monthly_Amount_EconomicActivity_Sales_NAICSPharmaciesAndDrugStores,Monthly_Amount_EconomicActivity_Sales_PharmaciesAndDrugStores
Annual_Amount_EconomicActivity_Sales_NAICSPharmaciesAndDrugStores,Annual_Amount_EconomicActivity_Sales_PharmaciesAndDrugStores
Monthly_Amount_EconomicActivity_Sales_NAICSGasolineStations,Monthly_Amount_EconomicActivity_Sales_GasolineStations
Annual_Amount_EconomicActivity_Sales_NAICSGasolineStations,Annual_Amount_EconomicActivity_Sales_GasolineStations
Monthly_Amount_EconomicActivity_Sales_NAICSClothingAndClothingAccessStores,Monthly_Amount_EconomicActivity_Sales_ClothingAndClothingAccessStores
Annual_Amount_EconomicActivity_Sales_NAICSClothingAndClothingAccessStores,Annual_Amount_EconomicActivity_Sales_ClothingAndClothingAccessStores
Monthly_Amount_EconomicActivity_Sales_NAICSClothingStores,Monthly_Amount_EconomicActivity_Sales_ClothingStores
Annual_Amount_EconomicActivity_Sales_NAICSClothingStores,Annual_Amount_EconomicActivity_Sales_ClothingStores
Monthly_Amount_EconomicActivity_Sales_NAICSMensClothingStores,Monthly_Amount_EconomicActivity_Sales_MensClothingStores
Annual_Amount_EconomicActivity_Sales_NAICSMensClothingStores,Annual_Amount_EconomicActivity_Sales_MensClothingStores
Monthly_Amount_EconomicActivity_Sales_NAICSWomenClothingStores,Monthly_Amount_EconomicActivity_Sales_WomenClothingStores
Annual_Amount_EconomicActivity_Sales_NAICSWomenClothingStores,Annual_Amount_EconomicActivity_Sales_WomenClothingStores
Monthly_Amount_EconomicActivity_Sales_NAICSFamilyClothingStores,Monthly_Amount_EconomicActivity_Sales_FamilyClothingStores
Annual_Amount_EconomicActivity_Sales_NAICSFamilyClothingStores,Annual_Amount_EconomicActivity_Sales_FamilyClothingStores
Monthly_Amount_EconomicActivity_Sales_NAICSOtherClothingStores,Monthly_Amount_EconomicActivity_Sales_OtherClothingStores
Annual_Amount_EconomicActivity_Sales_NAICSOtherClothingStores,Annual_Amount_EconomicActivity_Sales_OtherClothingStores
Monthly_Amount_EconomicActivity_Sales_NAICSShoeStores,Monthly_Amount_EconomicActivity_Sales_ShoeStores
Annual_Amount_EconomicActivity_Sales_NAICSShoeStores,Annual_Amount_EconomicActivity_Sales_ShoeStores
Monthly_Amount_EconomicActivity_Sales_NAICSJewelryStores,Monthly_Amount_EconomicActivity_Sales_JewelryStores
Annual_Amount_EconomicActivity_Sales_NAICSJewelryStores,Annual_Amount_EconomicActivity_Sales_JewelryStores
Monthly_Amount_EconomicActivity_Sales_NAICSSportingGoodsHobbyMusicalInstrumentAndBookStores,Monthly_Amount_EconomicActivity_Sales_SportingGoodsHobbyMusicalInstrumentAndBookStores
Annual_Amount_EconomicActivity_Sales_NAICSSportingGoodsHobbyMusicalInstrumentAndBookStores,Annual_Amount_EconomicActivity_Sales_SportingGoodsHobbyMusicalInstrumentAndBookStores
Monthly_Amount_EconomicActivity_Sales_NAICSSportingGoodsStores,Monthly_Amount_EconomicActivity_Sales_SportingGoodsStores
Annual_Amount_EconomicActivity_Sales_NAICSSportingGoodsStores,Annual_Amount_EconomicActivity_Sales_SportingGoodsStores
Monthly_Amount_EconomicActivity_Sales_NAICSHobbyToyAndGameStores,Monthly_Amount_EconomicActivity_Sales_HobbyToyAndGameStores
Annual_Amount_EconomicActivity_Sales_NAICSHobbyToyAndGameStores,Annual_Amount_EconomicActivity_Sales_HobbyToyAndGameStores
Monthly_Amount_EconomicActivity_Sales_NAICSBookStores,Monthly_Amount_EconomicActivity_Sales_BookStores
Annual_Amount_EconomicActivity_Sales_NAICSBookStores,Annual_Amount_EconomicActivity_Sales_BookStores
Monthly_Amount_EconomicActivity_Sales_NAICSGeneralMerchandiseStores,Monthly_Amount_EconomicActivity_Sales_GeneralMerchandiseStores
Annual_Amount_EconomicActivity_Sales_NAICSGeneralMerchandiseStores,Annual_Amount_EconomicActivity_Sales_GeneralMerchandiseStores
Monthly_Amount_EconomicActivity_Sales_NAICSDepartmentStores,Monthly_Amount_EconomicActivity_Sales_DepartmentStores
Annual_Amount_EconomicActivity_Sales_NAICSDepartmentStores,Annual_Amount_EconomicActivity_Sales_DepartmentStores
Monthly_Amount_EconomicActivity_Sales_NAICSDepartmentStoresExcludingDiscountDepartmentStores,Monthly_Amount_EconomicActivity_Sales_DepartmentStoresExcludingDiscountDepartmentStores
Annual_Amount_EconomicActivity_Sales_NAICSDepartmentStoresExcludingDiscountDepartmentStores,Annual_Amount_EconomicActivity_Sales_DepartmentStoresExcludingDiscountDepartmentStores
Monthly_Amount_EconomicActivity_Sales_NAICSDiscountDeptStores,Monthly_Amount_EconomicActivity_Sales_DiscountDeptStores
Annual_Amount_EconomicActivity_Sales_NAICSDiscountDeptStores,Annual_Amount_EconomicActivity_Sales_DiscountDeptStores
Monthly_Amount_EconomicActivity_Sales_NAICSOtherGeneralMerchandiseStores,Monthly_Amount_EconomicActivity_Sales_OtherGeneralMerchandiseStores
Annual_Amount_EconomicActivity_Sales_NAICSOtherGeneralMerchandiseStores,Annual_Amount_EconomicActivity_Sales_OtherGeneralMerchandiseStores
Monthly_Amount_EconomicActivity_Sales_NAICSWarehouseClubsAndSuperstores,Monthly_Amount_EconomicActivity_Sales_WarehouseClubsAndSuperstores
Annual_Amount_EconomicActivity_Sales_NAICSWarehouseClubsAndSuperstores,Annual_Amount_EconomicActivity_Sales_WarehouseClubsAndSuperstores
Monthly_Amount_EconomicActivity_Sales_NAICSAllOtherGeneralMerchandiseStores,Monthly_Amount_EconomicActivity_Sales_AllOtherGeneralMerchandiseStores
Annual_Amount_EconomicActivity_Sales_NAICSAllOtherGeneralMerchandiseStores,Annual_Amount_EconomicActivity_Sales_AllOtherGeneralMerchandiseStores
Monthly_Amount_EconomicActivity_Sales_NAICSMiscellaneousStoreRetailers,Monthly_Amount_EconomicActivity_Sales_MiscellaneousStoreRetailers
Annual_Amount_EconomicActivity_Sales_NAICSMiscellaneousStoreRetailers,Annual_Amount_EconomicActivity_Sales_MiscellaneousStoreRetailers
Monthly_Amount_EconomicActivity_Sales_NAICSOfficeSuppliesStationeryAndGiftStores,Monthly_Amount_EconomicActivity_Sales_OfficeSuppliesStationeryAndGiftStores
Annual_Amount_EconomicActivity_Sales_NAICSOfficeSuppliesStationeryAndGiftStores,Annual_Amount_EconomicActivity_Sales_OfficeSuppliesStationeryAndGiftStores
Monthly_Amount_EconomicActivity_Sales_NAICSOfficeSuppliesAndStationeryStores,Monthly_Amount_EconomicActivity_Sales_OfficeSuppliesAndStationeryStores
Annual_Amount_EconomicActivity_Sales_NAICSOfficeSuppliesAndStationeryStores,Annual_Amount_EconomicActivity_Sales_OfficeSuppliesAndStationeryStores
Monthly_Amount_EconomicActivity_Sales_NAICSGiftNoveltyAndSouvenirStores,Monthly_Amount_EconomicActivity_Sales_GiftNoveltyAndSouvenirStores
Annual_Amount_EconomicActivity_Sales_NAICSGiftNoveltyAndSouvenirStores,Annual_Amount_EconomicActivity_Sales_GiftNoveltyAndSouvenirStores
Monthly_Amount_EconomicActivity_Sales_NAICSUsedMerchandiseStores,Monthly_Amount_EconomicActivity_Sales_UsedMerchandiseStores
Annual_Amount_EconomicActivity_Sales_NAICSUsedMerchandiseStores,Annual_Amount_EconomicActivity_Sales_UsedMerchandiseStores
Monthly_Amount_EconomicActivity_Sales_NAICSNonstoreRetailers,Monthly_Amount_EconomicActivity_Sales_NonstoreRetailers
Annual_Amount_EconomicActivity_Sales_NAICSNonstoreRetailers,Annual_Amount_EconomicActivity_Sales_NonstoreRetailers
Monthly_Amount_EconomicActivity_Sales_NAICSElectronicShoppingAndMailOrderHouses,Monthly_Amount_EconomicActivity_Sales_ElectronicShoppingAndMailOrderHouses
Annual_Amount_EconomicActivity_Sales_NAICSElectronicShoppingAndMailOrderHouses,Annual_Amount_EconomicActivity_Sales_ElectronicShoppingAndMailOrderHouses
Monthly_Amount_EconomicActivity_Sales_NAICSFuelDealers,Monthly_Amount_EconomicActivity_Sales_FuelDealers
Annual_Amount_EconomicActivity_Sales_NAICSFuelDealers,Annual_Amount_EconomicActivity_Sales_FuelDealers
Monthly_Amount_EconomicActivity_Sales_NAICSFoodServicesAndDrinkingPlaces,Monthly_Amount_EconomicActivity_Sales_FoodServicesAndDrinkingPlaces
Annual_Amount_EconomicActivity_Sales_NAICSFoodServicesAndDrinkingPlaces,Annual_Amount_EconomicActivity_Sales_FoodServicesAndDrinkingPlaces
Monthly_Amount_EconomicActivity_Sales_NAICSDrinkingPlaces,Monthly_Amount_EconomicActivity_Sales_DrinkingPlaces
Annual_Amount_EconomicActivity_Sales_NAICSDrinkingPlaces,Annual_Amount_EconomicActivity_Sales_DrinkingPlaces
Monthly_Amount_EconomicActivity_Sales_NAICSRestaurantsAndOtherEatingPlaces,Monthly_Amount_EconomicActivity_Sales_RestaurantsAndOtherEatingPlaces
Annual_Amount_EconomicActivity_Sales_NAICSRestaurantsAndOtherEatingPlaces,Annual_Amount_EconomicActivity_Sales_RestaurantsAndOtherEatingPlaces
Monthly_Amount_EconomicActivity_Sales_NAICSFullServiceRestaurants,Monthly_Amount_EconomicActivity_Sales_FullServiceRestaurants
Annual_Amount_EconomicActivity_Sales_NAICSFullServiceRestaurants,Annual_Amount_EconomicActivity_Sales_FullServiceRestaurants
Monthly_Amount_EconomicActivity_Sales_NAICSLimitedServiceEatingPlaces,Monthly_Amount_EconomicActivity_Sales_LimitedServiceEatingPlaces
Annual_Amount_EconomicActivity_Sales_NAICSLimitedServiceEatingPlaces,Annual_Amount_EconomicActivity_Sales_LimitedServiceEatingPlaces
Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServices_NAICSFullServiceRestaurants,Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServices_FullServiceRestaurants
Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingMotorVehicleParts_NAICSFullServiceRestaurants,Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingMotorVehicleParts_FullServiceRestaurants
Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingGasolineStations_NAICSFullServiceRestaurants,Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingGasolineStations_FullServiceRestaurants
Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingMotorVehiclePartsAndGasolineStations_NAICSFullServiceRestaurants,Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingMotorVehiclePartsAndGasolineStations_FullServiceRestaurants
Monthly_Amount_EconomicActivity_Sales_RetailServices_NAICSFullServiceRestaurants,Monthly_Amount_EconomicActivity_Sales_RetailServices_FullServiceRestaurants
Monthly_Amount_EconomicActivity_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSFullServiceRestaurants,Monthly_Amount_EconomicActivity_Sales_RetailServicesExcludingMotorVehiclePartsDealer_FullServiceRestaurants
Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServices_NAICSOtherClothingStores,Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServices_OtherClothingStores
Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingMotorVehicleParts_NAICSOtherClothingStores,Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingMotorVehicleParts_OtherClothingStores
Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingGasolineStations_NAICSOtherClothingStores,Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingGasolineStations_OtherClothingStores
Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingMotorVehiclePartsAndGasolineStations_NAICSOtherClothingStores,Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingMotorVehiclePartsAndGasolineStations_OtherClothingStores
Monthly_Amount_EconomicActivity_Sales_RetailServices_NAICSOtherClothingStores,Monthly_Amount_EconomicActivity_Sales_RetailServices_OtherClothingStores
Monthly_Amount_EconomicActivity_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSOtherClothingStores,Monthly_Amount_EconomicActivity_Sales_RetailServicesExcludingMotorVehiclePartsDealer_OtherClothingStores
Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServices_NAICSDrinkingPlaces,Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServices_DrinkingPlaces
Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingMotorVehicleParts_NAICSDrinkingPlaces,Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingMotorVehicleParts_DrinkingPlaces
Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingGasolineStations_NAICSDrinkingPlaces,Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingGasolineStations_DrinkingPlaces
Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingMotorVehiclePartsAndGasolineStations_NAICSDrinkingPlaces,Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingMotorVehiclePartsAndGasolineStations_DrinkingPlaces
Monthly_Amount_EconomicActivity_Sales_RetailServices_NAICSDrinkingPlaces,Monthly_Amount_EconomicActivity_Sales_RetailServices_DrinkingPlaces
Monthly_Amount_EconomicActivity_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSDrinkingPlaces,Monthly_Amount_EconomicActivity_Sales_RetailServicesExcludingMotorVehiclePartsDealer_DrinkingPlaces
Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServices_NAICSFloorCoveringStores,Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServices_FloorCoveringStores
Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingMotorVehicleParts_NAICSFloorCoveringStores,Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingMotorVehicleParts_FloorCoveringStores
Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingGasolineStations_NAICSFloorCoveringStores,Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingGasolineStations_FloorCoveringStores
Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingMotorVehiclePartsAndGasolineStations_NAICSFloorCoveringStores,Monthly_Amount_EconomicActivity_Sales_RetailAndFoodServicesExcludingMotorVehiclePartsAndGasolineStations_FloorCoveringStores
Monthly_Amount_EconomicActivity_Sales_RetailServices_NAICSFloorCoveringStores,Monthly_Amount_EconomicActivity_Sales_RetailServices_FloorCoveringStores
Monthly_Amount_EconomicActivity_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSFloorCoveringStores,Monthly_Amount_EconomicActivity_Sales_RetailServicesExcludingMotorVehiclePartsDealer_FloorCoveringStores
