StateName,Pincode,DistrictLGDCode0,DistrictLGDCode1,DistrictLGDCode2,DistrictLGDCode3,DistrictLGDCode4,PincodeDCID
UTTAR PRADESH,221007,187,,,,,pincode/221007
UTTAR PRADESH,221008,187,,,,,pincode/221008
UTTAR PRADESH,221009,135,,,,,pincode/221009
UTTAR PRADESH,221010,187,,,,,pincode/221010
UTTAR PRADESH,221011,187,,,,,pincode/221011
UTTAR PRADESH,221012,187,,,,,pincode/221012
UTTAR PRADESH,221101,187,,,,,pincode/221101
UTTAR PRADESH,221103,187,,,,,pincode/221103
UTTAR PRADESH,221104,187,,,,,pincode/221104
UTTAR PRADESH,221105,187,,,,,pincode/221105
UTTAR PRADESH,221106,187,,,,,pincode/221106
UTTAR PRADESH,221107,187,,,,,pincode/221107
UTTAR PRADESH,221108,187,,,,,pincode/221108
UTTAR PRADESH,221109,187,,,,,pincode/221109
UTTAR PRADESH,221110,135,,,,,pincode/221110
UTTAR PRADESH,221112,187,,,,,pincode/221112
UTTAR PRADESH,221115,135,,,,,pincode/221115
UTTAR PRADESH,221116,187,,,,,pincode/221116
UTTAR PRADESH,221201,187,,,,,pincode/221201
UTTAR PRADESH,221202,187,,,,,pincode/221202
UTTAR PRADESH,221204,187,,,,,pincode/221204
UTTAR PRADESH,221206,187,,,,,pincode/221206
UTTAR PRADESH,221207,187,,,,,pincode/221207
UTTAR PRADESH,221208,187,,,,,pincode/221208
UTTAR PRADESH,221301,179,,,,,pincode/221301
UTTAR PRADESH,221302,187,,,,,pincode/221302
UTTAR PRADESH,221303,179,,,,,pincode/221303
UTTAR PRADESH,221304,179,,,,,pincode/221304
UTTAR PRADESH,221305,187,,,,,pincode/221305
UTTAR PRADESH,221306,179,,,,,pincode/221306
UTTAR PRADESH,221307,187,,,,,pincode/221307
UTTAR PRADESH,221308,179,,,,,pincode/221308
UTTAR PRADESH,221309,179,,,,,pincode/221309
UTTAR PRADESH,221310,179,,,,,pincode/221310
UTTAR PRADESH,221311,187,,,,,pincode/221311
UTTAR PRADESH,221313,187,,,,,pincode/221313
UTTAR PRADESH,221314,179,,,,,pincode/221314
UTTAR PRADESH,221401,179,,,,,pincode/221401
UTTAR PRADESH,221402,179,,,,,pincode/221402
UTTAR PRADESH,221403,187,,,,,pincode/221403
UTTAR PRADESH,221404,179,,,,,pincode/221404
UTTAR PRADESH,221405,187,,,,,pincode/221405
UTTAR PRADESH,221406,179,,,,,pincode/221406
UTTAR PRADESH,221407,187,,,,,pincode/221407
UTTAR PRADESH,221409,179,,,,,pincode/221409
UTTAR PRADESH,221502,120,,,,,pincode/221502
UTTAR PRADESH,221503,120,,,,,pincode/221503
UTTAR PRADESH,221505,120,,,,,pincode/221505
UTTAR PRADESH,221507,120,,,,,pincode/221507
UTTAR PRADESH,221508,120,,,,,pincode/221508
UTTAR PRADESH,221601,168,,,,,pincode/221601
UTTAR PRADESH,221602,168,,,,,pincode/221602
UTTAR PRADESH,221603,168,,,,,pincode/221603
UTTAR PRADESH,221701,126,,,,,pincode/221701
UTTAR PRADESH,221705,168,,,,,pincode/221705
UTTAR PRADESH,221706,168,,,,,pincode/221706
UTTAR PRADESH,221709,126,,,,,pincode/221709
UTTAR PRADESH,221711,126,,,,,pincode/221711
UTTAR PRADESH,221712,126,,,,,pincode/221712
UTTAR PRADESH,221713,126,,,,,pincode/221713
UTTAR PRADESH,221715,126,,,,,pincode/221715
UTTAR PRADESH,221716,126,,,,,pincode/221716
UTTAR PRADESH,221717,126,,,,,pincode/221717
UTTAR PRADESH,221718,126,,,,,pincode/221718
UTTAR PRADESH,222001,152,,,,,pincode/222001
UTTAR PRADESH,222002,152,,,,,pincode/222002
UTTAR PRADESH,222003,152,,,,,pincode/222003
UTTAR PRADESH,222105,152,,,,,pincode/222105
UTTAR PRADESH,222109,152,,,,,pincode/222109
UTTAR PRADESH,222125,152,,,,,pincode/222125
UTTAR PRADESH,222126,152,,,,,pincode/222126
UTTAR PRADESH,222127,152,,,,,pincode/222127
UTTAR PRADESH,222128,152,,,,,pincode/222128
UTTAR PRADESH,222129,152,,,,,pincode/222129
UTTAR PRADESH,222131,152,,,,,pincode/222131
UTTAR PRADESH,222132,152,,,,,pincode/222132
UTTAR PRADESH,222133,152,,,,,pincode/222133
UTTAR PRADESH,222135,152,,,,,pincode/222135
UTTAR PRADESH,222136,152,,,,,pincode/222136
UTTAR PRADESH,222137,152,,,,,pincode/222137
UTTAR PRADESH,222138,152,,,,,pincode/222138
UTTAR PRADESH,222139,152,,,,,pincode/222139
UTTAR PRADESH,222141,152,,,,,pincode/222141
UTTAR PRADESH,222142,152,,,,,pincode/222142
UTTAR PRADESH,222143,152,,,,,pincode/222143
UTTAR PRADESH,222144,152,,,,,pincode/222144
UTTAR PRADESH,222145,152,,,,,pincode/222145
UTTAR PRADESH,222146,152,,,,,pincode/222146
UTTAR PRADESH,222148,152,,,,,pincode/222148
UTTAR PRADESH,222149,152,,,,,pincode/222149
UTTAR PRADESH,222161,152,,,,,pincode/222161
UTTAR PRADESH,222162,152,,,,,pincode/222162
UTTAR PRADESH,222165,152,,,,,pincode/222165
UTTAR PRADESH,222170,152,,,,,pincode/222170
UTTAR PRADESH,222175,152,,,,,pincode/222175
UTTAR PRADESH,222180,152,,,,,pincode/222180
UTTAR PRADESH,222181,152,,,,,pincode/222181
UTTAR PRADESH,222201,152,,,,,pincode/222201
UTTAR PRADESH,222202,152,,,,,pincode/222202
UTTAR PRADESH,222203,152,,,,,pincode/222203
UTTAR PRADESH,222204,152,,,,,pincode/222204
UTTAR PRADESH,222301,185,,,,,pincode/222301
UTTAR PRADESH,222302,185,,,,,pincode/222302
UTTAR PRADESH,222303,185,,,,,pincode/222303
UTTAR PRADESH,223101,152,,,,,pincode/223101
UTTAR PRADESH,223102,152,,,,,pincode/223102
UTTAR PRADESH,223103,152,,,,,pincode/223103
UTTAR PRADESH,223104,152,,,,,pincode/223104
UTTAR PRADESH,223105,152,,,,,pincode/223105
UTTAR PRADESH,223221,123,,,,,pincode/223221
UTTAR PRADESH,223222,123,,,,,pincode/223222
UTTAR PRADESH,223223,123,,,,,pincode/223223
UTTAR PRADESH,223224,123,,,,,pincode/223224
UTTAR PRADESH,223225,123,,,,,pincode/223225
UTTAR PRADESH,223226,123,,,,,pincode/223226
UTTAR PRADESH,223227,123,,,,,pincode/223227
UTTAR PRADESH,224001,140,,,,,pincode/224001
UTTAR PRADESH,224116,140,,,,,pincode/224116
UTTAR PRADESH,224117,140,,,,,pincode/224117
UTTAR PRADESH,224118,140,,,,,pincode/224118
UTTAR PRADESH,224119,140,,,,,pincode/224119
UTTAR PRADESH,224120,140,,,,,pincode/224120
UTTAR PRADESH,224121,140,,,,,pincode/224121
UTTAR PRADESH,224122,121,,,,,pincode/224122
UTTAR PRADESH,224123,140,,,,,pincode/224123
UTTAR PRADESH,224125,121,,,,,pincode/224125
UTTAR PRADESH,224126,140,,,,,pincode/224126
UTTAR PRADESH,224127,140,,,,,pincode/224127
UTTAR PRADESH,224129,121,,,,,pincode/224129
UTTAR PRADESH,224132,121,,,,,pincode/224132
UTTAR PRADESH,224133,140,,,,,pincode/224133
UTTAR PRADESH,224135,140,,,,,pincode/224135
UTTAR PRADESH,224137,121,,,,,pincode/224137
UTTAR PRADESH,224139,121,,,,,pincode/224139
UTTAR PRADESH,224141,121,140,,,,pincode/224141
UTTAR PRADESH,224143,121,,,,,pincode/224143
UTTAR PRADESH,224145,121,,,,,pincode/224145
UTTAR PRADESH,224146,121,,,,,pincode/224146
UTTAR PRADESH,224147,121,,,,,pincode/224147
UTTAR PRADESH,224149,121,,,,,pincode/224149
UTTAR PRADESH,224151,121,,,,,pincode/224151
UTTAR PRADESH,224152,121,,,,,pincode/224152
UTTAR PRADESH,224153,140,,,,,pincode/224153
UTTAR PRADESH,224155,121,,,,,pincode/224155
UTTAR PRADESH,224157,121,,,,,pincode/224157
UTTAR PRADESH,224158,140,,,,,pincode/224158
UTTAR PRADESH,224159,121,,,,,pincode/224159
UTTAR PRADESH,224161,140,,,,,pincode/224161
UTTAR PRADESH,224164,140,,,,,pincode/224164
UTTAR PRADESH,224168,121,,,,,pincode/224168
UTTAR PRADESH,224171,140,,,,,pincode/224171
UTTAR PRADESH,224172,143,,,,,pincode/224172
UTTAR PRADESH,224176,121,,,,,pincode/224176
UTTAR PRADESH,224181,121,,,,,pincode/224181
UTTAR PRADESH,224182,140,,,,,pincode/224182
UTTAR PRADESH,224183,121,,,,,pincode/224183
UTTAR PRADESH,224186,121,,,,,pincode/224186
UTTAR PRADESH,224188,140,,,,,pincode/224188
UTTAR PRADESH,224189,140,,,,,pincode/224189
UTTAR PRADESH,224190,121,,,,,pincode/224190
UTTAR PRADESH,224195,140,,,,,pincode/224195
UTTAR PRADESH,224201,140,,,,,pincode/224201
UTTAR PRADESH,224202,140,,,,,pincode/224202
UTTAR PRADESH,224203,140,,,,,pincode/224203
UTTAR PRADESH,224204,140,,,,,pincode/224204
UTTAR PRADESH,224205,140,,,,,pincode/224205
UTTAR PRADESH,224206,121,140,,,,pincode/224206
UTTAR PRADESH,224207,140,,,,,pincode/224207
UTTAR PRADESH,224208,140,,,,,pincode/224208
UTTAR PRADESH,224209,140,,,,,pincode/224209
UTTAR PRADESH,224210,121,,,,,pincode/224210
UTTAR PRADESH,224225,140,,,,,pincode/224225
UTTAR PRADESH,224227,121,,,,,pincode/224227
UTTAR PRADESH,224228,140,,,,,pincode/224228
UTTAR PRADESH,224229,140,,,,,pincode/224229
UTTAR PRADESH,224230,121,,,,,pincode/224230
UTTAR PRADESH,224231,121,,,,,pincode/224231
UTTAR PRADESH,224232,121,,,,,pincode/224232
UTTAR PRADESH,224234,121,140,,,,pincode/224234
UTTAR PRADESH,224235,121,,,,,pincode/224235
UTTAR PRADESH,224238,121,,,,,pincode/224238
UTTAR PRADESH,224284,140,,,,,pincode/224284
UTTAR PRADESH,225001,129,,,,,pincode/225001
UTTAR PRADESH,225002,129,,,,,pincode/225002
UTTAR PRADESH,225003,129,,,,,pincode/225003
UTTAR PRADESH,225119,129,,,,,pincode/225119
UTTAR PRADESH,225120,129,,,,,pincode/225120
UTTAR PRADESH,225121,129,,,,,pincode/225121
UTTAR PRADESH,225122,129,,,,,pincode/225122
UTTAR PRADESH,225123,129,,,,,pincode/225123
UTTAR PRADESH,225124,129,,,,,pincode/225124
UTTAR PRADESH,225125,129,,,,,pincode/225125
UTTAR PRADESH,225126,129,,,,,pincode/225126
UTTAR PRADESH,225201,129,,,,,pincode/225201
UTTAR PRADESH,225202,129,,,,,pincode/225202
UTTAR PRADESH,225203,129,,,,,pincode/225203
UTTAR PRADESH,225204,129,,,,,pincode/225204
UTTAR PRADESH,225205,129,,,,,pincode/225205
UTTAR PRADESH,225206,129,,,,,pincode/225206
UTTAR PRADESH,225207,129,,,,,pincode/225207
UTTAR PRADESH,225208,129,,,,,pincode/225208
UTTAR PRADESH,225301,129,,,,,pincode/225301
UTTAR PRADESH,225302,129,,,,,pincode/225302
UTTAR PRADESH,225303,129,,,,,pincode/225303
UTTAR PRADESH,225304,129,,,,,pincode/225304
UTTAR PRADESH,225305,129,,,,,pincode/225305
UTTAR PRADESH,225306,129,,,,,pincode/225306
UTTAR PRADESH,225401,129,,,,,pincode/225401
UTTAR PRADESH,225403,129,,,,,pincode/225403
UTTAR PRADESH,225404,129,,,,,pincode/225404
UTTAR PRADESH,225405,129,,,,,pincode/225405
UTTAR PRADESH,225409,129,,,,,pincode/225409
UTTAR PRADESH,225412,129,,,,,pincode/225412
UTTAR PRADESH,225413,129,,,,,pincode/225413
UTTAR PRADESH,225414,129,,,,,pincode/225414
UTTAR PRADESH,225415,129,,,,,pincode/225415
UTTAR PRADESH,225416,129,,,,,pincode/225416
UTTAR PRADESH,226001,162,,,,,pincode/226001
UTTAR PRADESH,226002,162,,,,,pincode/226002
UTTAR PRADESH,226003,162,,,,,pincode/226003
UTTAR PRADESH,226004,162,,,,,pincode/226004
UTTAR PRADESH,226005,162,,,,,pincode/226005
UTTAR PRADESH,226006,162,,,,,pincode/226006
UTTAR PRADESH,226007,162,,,,,pincode/226007
UTTAR PRADESH,226008,162,,,,,pincode/226008
UTTAR PRADESH,226009,162,,,,,pincode/226009
UTTAR PRADESH,226010,162,,,,,pincode/226010
UTTAR PRADESH,226011,162,,,,,pincode/226011
UTTAR PRADESH,226012,162,,,,,pincode/226012
UTTAR PRADESH,226013,162,,,,,pincode/226013
UTTAR PRADESH,226014,162,,,,,pincode/226014
UTTAR PRADESH,226015,162,,,,,pincode/226015
UTTAR PRADESH,226016,162,,,,,pincode/226016
UTTAR PRADESH,226017,162,,,,,pincode/226017
UTTAR PRADESH,226018,162,,,,,pincode/226018
UTTAR PRADESH,226019,162,,,,,pincode/226019
UTTAR PRADESH,226020,162,,,,,pincode/226020
UTTAR PRADESH,226021,162,,,,,pincode/226021
UTTAR PRADESH,226022,162,,,,,pincode/226022
UTTAR PRADESH,226023,162,,,,,pincode/226023
UTTAR PRADESH,226024,162,,,,,pincode/226024
UTTAR PRADESH,226025,162,,,,,pincode/226025
UTTAR PRADESH,226026,162,,,,,pincode/226026
UTTAR PRADESH,226027,162,,,,,pincode/226027
UTTAR PRADESH,226028,162,,,,,pincode/226028
UTTAR PRADESH,226029,162,,,,,pincode/226029
UTTAR PRADESH,226030,162,,,,,pincode/226030
UTTAR PRADESH,226031,162,,,,,pincode/226031
UTTAR PRADESH,226101,162,,,,,pincode/226101
UTTAR PRADESH,226102,162,,,,,pincode/226102
UTTAR PRADESH,226103,162,,,,,pincode/226103
UTTAR PRADESH,226104,162,,,,,pincode/226104
UTTAR PRADESH,226201,162,,,,,pincode/226201
UTTAR PRADESH,226202,162,,,,,pincode/226202
UTTAR PRADESH,226203,162,,,,,pincode/226203
UTTAR PRADESH,226301,162,,,,,pincode/226301
UTTAR PRADESH,226302,162,,,,,pincode/226302
UTTAR PRADESH,226303,162,,,,,pincode/226303
UTTAR PRADESH,226401,162,,,,,pincode/226401
UTTAR PRADESH,226501,162,,,,,pincode/226501
UTTAR PRADESH,227304,185,,,,,pincode/227304
UTTAR PRADESH,227405,640,,,,,pincode/227405
UTTAR PRADESH,227406,640,,,,,pincode/227406
UTTAR PRADESH,227407,640,,,,,pincode/227407
UTTAR PRADESH,227408,640,185,,,,pincode/227408
UTTAR PRADESH,227409,640,,,,,pincode/227409
UTTAR PRADESH,227411,640,,,,,pincode/227411
UTTAR PRADESH,227412,640,,,,,pincode/227412
UTTAR PRADESH,227413,640,,,,,pincode/227413
UTTAR PRADESH,227801,640,,,,,pincode/227801
UTTAR PRADESH,227805,640,185,,,,pincode/227805
UTTAR PRADESH,227806,185,,,,,pincode/227806
UTTAR PRADESH,227807,640,,,,,pincode/227807
UTTAR PRADESH,227808,640,185,,,,pincode/227808
UTTAR PRADESH,227809,640,,,,,pincode/227809
UTTAR PRADESH,227811,640,,,,,pincode/227811
UTTAR PRADESH,227812,185,,,,,pincode/227812
UTTAR PRADESH,227813,640,185,,,,pincode/227813
UTTAR PRADESH,227814,185,,,,,pincode/227814
UTTAR PRADESH,227815,640,185,,,,pincode/227815
UTTAR PRADESH,227816,640,185,,,,pincode/227816
UTTAR PRADESH,227817,640,,,,,pincode/227817
UTTAR PRADESH,228001,185,,,,,pincode/228001
UTTAR PRADESH,228118,185,,,,,pincode/228118
UTTAR PRADESH,228119,185,,,,,pincode/228119
UTTAR PRADESH,228120,185,,,,,pincode/228120
UTTAR PRADESH,228121,185,,,,,pincode/228121
UTTAR PRADESH,228125,185,,,,,pincode/228125
UTTAR PRADESH,228131,185,,,,,pincode/228131
UTTAR PRADESH,228132,185,,,,,pincode/228132
UTTAR PRADESH,228133,185,,,,,pincode/228133
UTTAR PRADESH,228141,185,,,,,pincode/228141
UTTAR PRADESH,228142,185,,,,,pincode/228142
UTTAR PRADESH,228145,185,,,,,pincode/228145
UTTAR PRADESH,228151,185,,,,,pincode/228151
UTTAR PRADESH,228155,185,,,,,pincode/228155
UTTAR PRADESH,228159,640,185,,,,pincode/228159
UTTAR PRADESH,228161,185,,,,,pincode/228161
UTTAR PRADESH,228171,185,,,,,pincode/228171
UTTAR PRADESH,228172,185,,,,,pincode/228172
UTTAR PRADESH,229001,175,,,,,pincode/229001
UTTAR PRADESH,229010,175,,,,,pincode/229010
UTTAR PRADESH,229103,175,,,,,pincode/229103
UTTAR PRADESH,229120,175,,,,,pincode/229120
UTTAR PRADESH,229121,175,,,,,pincode/229121
UTTAR PRADESH,229122,175,,,,,pincode/229122
UTTAR PRADESH,229123,175,,,,,pincode/229123
UTTAR PRADESH,229124,175,,,,,pincode/229124
UTTAR PRADESH,229125,175,,,,,pincode/229125
UTTAR PRADESH,229126,640,175,,,,pincode/229126
UTTAR PRADESH,229127,175,,,,,pincode/229127
UTTAR PRADESH,229128,175,,,,,pincode/229128
UTTAR PRADESH,229129,175,,,,,pincode/229129
UTTAR PRADESH,229130,175,,,,,pincode/229130
UTTAR PRADESH,229135,640,,,,,pincode/229135
UTTAR PRADESH,229201,175,,,,,pincode/229201
UTTAR PRADESH,229202,175,,,,,pincode/229202
UTTAR PRADESH,229203,175,,,,,pincode/229203
UTTAR PRADESH,229204,175,,,,,pincode/229204
UTTAR PRADESH,229205,175,,,,,pincode/229205
UTTAR PRADESH,229206,175,,,,,pincode/229206
UTTAR PRADESH,229207,175,,,,,pincode/229207
UTTAR PRADESH,229208,175,,,,,pincode/229208
UTTAR PRADESH,229209,175,,,,,pincode/229209
UTTAR PRADESH,229210,175,,,,,pincode/229210
UTTAR PRADESH,229211,175,,,,,pincode/229211
UTTAR PRADESH,229212,175,,,,,pincode/229212
UTTAR PRADESH,229215,175,,,,,pincode/229215
UTTAR PRADESH,229216,175,,,,,pincode/229216
UTTAR PRADESH,229301,175,,,,,pincode/229301
UTTAR PRADESH,229302,640,175,,,,pincode/229302
UTTAR PRADESH,229303,175,,,,,pincode/229303
UTTAR PRADESH,229304,640,175,,,,pincode/229304
UTTAR PRADESH,229305,640,175,,,,pincode/229305
UTTAR PRADESH,229306,640,175,,,,pincode/229306
UTTAR PRADESH,229307,175,,,,,pincode/229307
UTTAR PRADESH,229308,175,,,,,pincode/229308
UTTAR PRADESH,229309,640,,,,,pincode/229309
UTTAR PRADESH,229310,175,,,,,pincode/229310
UTTAR PRADESH,229311,175,,,,,pincode/229311
UTTAR PRADESH,229316,175,,,,,pincode/229316
UTTAR PRADESH,229401,175,,,,,pincode/229401
UTTAR PRADESH,229402,175,,,,,pincode/229402
UTTAR PRADESH,229404,175,,,,,pincode/229404
UTTAR PRADESH,229405,175,,,,,pincode/229405
UTTAR PRADESH,229406,175,,,,,pincode/229406
UTTAR PRADESH,229408,174,,,,,pincode/229408
UTTAR PRADESH,229410,174,,,,,pincode/229410
UTTAR PRADESH,229411,120,,,,,pincode/229411
UTTAR PRADESH,229412,120,,,,,pincode/229412
UTTAR PRADESH,229413,120,,,,,pincode/229413
UTTAR PRADESH,229801,640,175,,,,pincode/229801
UTTAR PRADESH,229802,640,175,,,,pincode/229802
UTTAR PRADESH,230001,174,,,,,pincode/230001
UTTAR PRADESH,230002,174,,,,,pincode/230002
UTTAR PRADESH,230121,174,,,,,pincode/230121
UTTAR PRADESH,230124,174,,,,,pincode/230124
UTTAR PRADESH,230125,174,,,,,pincode/230125
UTTAR PRADESH,230126,174,,,,,pincode/230126
UTTAR PRADESH,230127,174,,,,,pincode/230127
UTTAR PRADESH,230128,174,,,,,pincode/230128
UTTAR PRADESH,230129,174,,,,,pincode/230129
UTTAR PRADESH,230130,174,,,,,pincode/230130
UTTAR PRADESH,230131,174,,,,,pincode/230131
UTTAR PRADESH,230132,174,,,,,pincode/230132
UTTAR PRADESH,230133,152,174,,,,pincode/230133
UTTAR PRADESH,230134,174,,,,,pincode/230134
UTTAR PRADESH,230135,174,,,,,pincode/230135
UTTAR PRADESH,230136,174,,,,,pincode/230136
UTTAR PRADESH,230137,174,,,,,pincode/230137
UTTAR PRADESH,230138,174,,,,,pincode/230138
UTTAR PRADESH,230139,174,,,,,pincode/230139
UTTAR PRADESH,230141,174,,,,,pincode/230141
UTTAR PRADESH,230142,174,,,,,pincode/230142
UTTAR PRADESH,230143,174,,,,,pincode/230143
UTTAR PRADESH,230144,174,,,,,pincode/230144
UTTAR PRADESH,230201,174,,,,,pincode/230201
UTTAR PRADESH,230202,174,,,,,pincode/230202
UTTAR PRADESH,230204,174,,,,,pincode/230204
UTTAR PRADESH,230301,174,,,,,pincode/230301
UTTAR PRADESH,230302,174,,,,,pincode/230302
UTTAR PRADESH,230304,174,,,,,pincode/230304
UTTAR PRADESH,230306,174,,,,,pincode/230306
UTTAR PRADESH,230401,174,,,,,pincode/230401
UTTAR PRADESH,230402,174,,,,,pincode/230402
UTTAR PRADESH,230403,174,,,,,pincode/230403
UTTAR PRADESH,230404,174,,,,,pincode/230404
UTTAR PRADESH,230405,174,,,,,pincode/230405
UTTAR PRADESH,230501,640,174,,,,pincode/230501
UTTAR PRADESH,230502,174,,,,,pincode/230502
UTTAR PRADESH,230503,174,,,,,pincode/230503
UTTAR PRADESH,231001,170,,,,,pincode/231001
UTTAR PRADESH,231205,184,,,,,pincode/231205
UTTAR PRADESH,231206,184,,,,,pincode/231206
UTTAR PRADESH,231207,184,,,,,pincode/231207
UTTAR PRADESH,231208,184,,,,,pincode/231208
UTTAR PRADESH,231209,184,,,,,pincode/231209
UTTAR PRADESH,231210,170,184,,,,pincode/231210
UTTAR PRADESH,231211,170,,,,,pincode/231211
UTTAR PRADESH,231212,184,,,,,pincode/231212
UTTAR PRADESH,231213,184,,,,,pincode/231213
UTTAR PRADESH,231215,184,,,,,pincode/231215
UTTAR PRADESH,231216,184,,,,,pincode/231216
UTTAR PRADESH,231217,184,,,,,pincode/231217
UTTAR PRADESH,231218,184,,,,,pincode/231218
UTTAR PRADESH,231219,184,,,,,pincode/231219
UTTAR PRADESH,231220,184,,,,,pincode/231220
UTTAR PRADESH,231221,184,,,,,pincode/231221
UTTAR PRADESH,231222,184,,,,,pincode/231222
UTTAR PRADESH,231223,184,,,,,pincode/231223
UTTAR PRADESH,231224,184,,,,,pincode/231224
UTTAR PRADESH,231225,184,,,,,pincode/231225
UTTAR PRADESH,231226,184,,,,,pincode/231226
UTTAR PRADESH,231301,170,,,,,pincode/231301
UTTAR PRADESH,231302,170,,,,,pincode/231302
UTTAR PRADESH,231303,170,,,,,pincode/231303
UTTAR PRADESH,231304,170,,,,,pincode/231304
UTTAR PRADESH,231305,170,,,,,pincode/231305
UTTAR PRADESH,231306,170,,,,,pincode/231306
UTTAR PRADESH,231307,170,,,,,pincode/231307
UTTAR PRADESH,231309,170,,,,,pincode/231309
UTTAR PRADESH,231311,170,,,,,pincode/231311
UTTAR PRADESH,231312,170,,,,,pincode/231312
UTTAR PRADESH,231313,170,,,,,pincode/231313
UTTAR PRADESH,231314,170,,,,,pincode/231314
UTTAR PRADESH,231501,170,,,,,pincode/231501
UTTAR PRADESH,232101,135,,,,,pincode/232101
UTTAR PRADESH,232102,135,,,,,pincode/232102
UTTAR PRADESH,232103,135,,,,,pincode/232103
UTTAR PRADESH,232104,135,,,,,pincode/232104
UTTAR PRADESH,232105,135,,,,,pincode/232105
UTTAR PRADESH,232106,135,,,,,pincode/232106
UTTAR PRADESH,232107,135,,,,,pincode/232107
UTTAR PRADESH,232108,135,,,,,pincode/232108
UTTAR PRADESH,232109,135,,,,,pincode/232109
UTTAR PRADESH,232110,135,,,,,pincode/232110
UTTAR PRADESH,232111,135,,,,,pincode/232111
UTTAR PRADESH,232118,135,,,,,pincode/232118
UTTAR PRADESH,232120,135,,,,,pincode/232120
UTTAR PRADESH,232325,146,,,,,pincode/232325
UTTAR PRADESH,232326,146,,,,,pincode/232326
UTTAR PRADESH,232327,146,,,,,pincode/232327
UTTAR PRADESH,232328,146,,,,,pincode/232328
UTTAR PRADESH,232329,146,,,,,pincode/232329
UTTAR PRADESH,232330,146,,,,,pincode/232330
UTTAR PRADESH,232331,146,,,,,pincode/232331
UTTAR PRADESH,232332,146,,,,,pincode/232332
UTTAR PRADESH,232333,146,,,,,pincode/232333
UTTAR PRADESH,232336,146,,,,,pincode/232336
UTTAR PRADESH,232339,146,,,,,pincode/232339
UTTAR PRADESH,232340,146,,,,,pincode/232340
UTTAR PRADESH,232341,146,,,,,pincode/232341
UTTAR PRADESH,233001,146,,,,,pincode/233001
UTTAR PRADESH,233002,146,,,,,pincode/233002
UTTAR PRADESH,233221,146,,,,,pincode/233221
UTTAR PRADESH,233222,146,,,,,pincode/233222
UTTAR PRADESH,233223,146,,,,,pincode/233223
UTTAR PRADESH,233224,146,,,,,pincode/233224
UTTAR PRADESH,233225,146,,,,,pincode/233225
UTTAR PRADESH,233226,146,,,,,pincode/233226
UTTAR PRADESH,233227,146,,,,,pincode/233227
UTTAR PRADESH,233228,146,,,,,pincode/233228
UTTAR PRADESH,233229,146,,,,,pincode/233229
UTTAR PRADESH,233230,146,,,,,pincode/233230
UTTAR PRADESH,233231,146,,,,,pincode/233231
UTTAR PRADESH,233232,146,,,,,pincode/233232
UTTAR PRADESH,233233,146,,,,,pincode/233233
UTTAR PRADESH,233234,146,,,,,pincode/233234
UTTAR PRADESH,233300,146,,,,,pincode/233300
UTTAR PRADESH,233301,146,,,,,pincode/233301
UTTAR PRADESH,233302,146,,,,,pincode/233302
UTTAR PRADESH,233303,146,,,,,pincode/233303
UTTAR PRADESH,233304,146,,,,,pincode/233304
UTTAR PRADESH,233305,146,,,,,pincode/233305
UTTAR PRADESH,233306,146,,,,,pincode/233306
UTTAR PRADESH,233307,146,,,,,pincode/233307
UTTAR PRADESH,233310,146,,,,,pincode/233310
UTTAR PRADESH,233311,146,,,,,pincode/233311
UTTAR PRADESH,241001,150,167,,,,pincode/241001
UTTAR PRADESH,241121,150,,,,,pincode/241121
UTTAR PRADESH,241122,150,,,,,pincode/241122
UTTAR PRADESH,241123,150,,,,,pincode/241123
UTTAR PRADESH,241124,150,,,,,pincode/241124
UTTAR PRADESH,241125,150,,,,,pincode/241125
UTTAR PRADESH,241126,150,,,,,pincode/241126
UTTAR PRADESH,241127,150,,,,,pincode/241127
UTTAR PRADESH,241201,150,,,,,pincode/241201
UTTAR PRADESH,241202,150,,,,,pincode/241202
UTTAR PRADESH,241203,150,,,,,pincode/241203
UTTAR PRADESH,241204,150,,,,,pincode/241204
UTTAR PRADESH,241301,150,,,,,pincode/241301
UTTAR PRADESH,241302,150,,,,,pincode/241302
UTTAR PRADESH,241303,150,,,,,pincode/241303
UTTAR PRADESH,241304,150,,,,,pincode/241304
UTTAR PRADESH,241305,150,,,,,pincode/241305
UTTAR PRADESH,241401,150,,,,,pincode/241401
UTTAR PRADESH,241402,150,,,,,pincode/241402
UTTAR PRADESH,241403,150,,,,,pincode/241403
UTTAR PRADESH,241404,150,,,,,pincode/241404
UTTAR PRADESH,241405,150,,,,,pincode/241405
UTTAR PRADESH,241406,150,,,,,pincode/241406
UTTAR PRADESH,241407,150,,,,,pincode/241407
UTTAR PRADESH,242001,180,,,,,pincode/242001
UTTAR PRADESH,242021,659,,,,,pincode/242021
UTTAR PRADESH,242042,180,,,,,pincode/242042
UTTAR PRADESH,242127,180,,,,,pincode/242127
UTTAR PRADESH,242220,180,,,,,pincode/242220
UTTAR PRADESH,242221,180,,,,,pincode/242221
UTTAR PRADESH,242223,180,,,,,pincode/242223
UTTAR PRADESH,242226,180,,,,,pincode/242226
UTTAR PRADESH,242301,180,,,,,pincode/242301
UTTAR PRADESH,242303,180,,,,,pincode/242303
UTTAR PRADESH,242305,180,,,,,pincode/242305
UTTAR PRADESH,242306,180,,,,,pincode/242306
UTTAR PRADESH,242307,180,,,,,pincode/242307
