Count_BirthEvent_LiveBirth,Count_BirthEvent_LiveBirth_AsFractionOf_Count_ChildDeliveryEvent,Count_BirthEvent_StillBirth,Count_ChildVaccinationEvent_MMR,Count_Death_Infant,Count_Infant_VaccineAdministered_BCG,Count_Infant_VaccineAdministered_DPTDose1,Count_Infant_VaccineAdministered_DPTDose2,Count_Infant_VaccineAdministered_DPTDose3,Count_Infant_VaccineAdministered_OPV,Count_Infant_VaccineSideEffect_Adverse_Deaths,Count_Infant_VaccineSideEffect_Adverse_Others,Date,District,lgdCode
1060.0,94.4,57.0,2141.0,,2649.0,2474.0,2405.0,2226.0,440.0,,17.0,2009-03,Lohit,234
,,,,,,,,,,,,2009-03,Longding,666
520.0,99.4,13.0,780.0,2.0,850.0,890.0,831.0,753.0,256.0,,,2009-03,Lower Dibang Valley,235
439.0,95.4,9.0,1350.0,6.0,967.0,1066.0,1435.0,1159.0,8.0,,,2009-03,Lower Subansiri,236
1967.0,97.7,30.0,1753.0,,2749.0,2657.0,2038.0,1824.0,105.0,,,2009-03,Papum Pare,237
238.0,96.7,16.0,607.0,,529.0,747.0,622.0,605.0,125.0,,,2009-03,Tawang,238
344.0,55.4,17.0,2010.0,,1499.0,1561.0,1621.0,1490.0,,,,2009-03,Tirap,239
460.0,92.6,12.0,536.0,,769.0,817.0,751.0,540.0,57.0,,,2009-03,Upper Siang,240
492.0,74.5,12.0,922.0,,1118.0,1140.0,825.0,647.0,160.0,,,2009-03,Upper Subansiri,241
390.0,89.9,24.0,677.0,,833.0,841.0,734.0,636.0,7.0,,,2009-03,West Kameng,242
1282.0,115.0,8.0,1494.0,,1539.0,1878.0,1718.0,1676.0,414.0,,1.0,2009-03,West Siang,243
10928.0,100.0,148.0,12559.0,,15636.0,16242.0,15106.0,14588.0,273.0,,80.0,2009-03,Baksa,616
30148.0,97.9,654.0,29463.0,,31601.0,33643.0,32436.0,31809.0,12083.0,,242.0,2009-03,Barpeta,280
10876.0,97.3,315.0,11871.0,250.0,13747.0,14849.0,13657.0,13135.0,2038.0,,25.0,2009-03,Bongaigaon,281
35659.0,96.8,1233.0,33075.0,,42209.0,40118.0,36635.0,34710.0,888.0,,3440.0,2009-03,Cachar,282
6134.0,98.8,86.0,4474.0,,6873.0,6547.0,5990.0,5621.0,19.0,,3.0,2009-03,Chirang,612
13700.0,97.5,381.0,20391.0,,26363.0,24065.0,22731.0,20990.0,3368.0,,3.0,2009-03,Darrang,283
12694.0,98.0,286.0,14786.0,92.0,16493.0,16113.0,15144.0,13954.0,944.0,,89.0,2009-03,Dhemaji,284
27098.0,97.8,610.0,36511.0,,47107.0,48922.0,44846.0,39576.0,,,,2009-03,Dhubri,285
16561.0,80.7,296.0,27212.0,,32515.0,29694.0,28785.0,28717.0,,,,2009-03,Dibrugarh,286
16305.0,98.1,313.0,19322.0,57.0,22014.0,23054.0,21954.0,20391.0,3512.0,,,2009-03,Goalpara,287
16546.0,97.5,428.0,18047.0,28.0,22202.0,21555.0,19506.0,18839.0,,,15.0,2009-03,Golaghat,288
11886.0,97.1,446.0,12694.0,,16353.0,16170.0,14888.0,14127.0,604.0,,6.0,2009-03,Hailakandi,289
14368.0,87.8,296.0,24069.0,50.0,26805.0,25757.0,25034.0,24787.0,5922.0,,83.0,2009-03,Jorhat,290
24117.0,96.1,987.0,20892.0,483.0,28478.0,27909.0,24562.0,24008.0,11994.0,,,2009-03,Kamrup M,291
20972.0,105.2,1120.0,25411.0,,29587.0,30377.0,29697.0,29082.0,2882.0,,,2009-03,Kamrup R,291
15581.0,98.1,318.0,17286.0,27.0,23591.0,22909.0,20610.0,18860.0,5321.0,,,2009-03,Karbi Anglong,292
18665.0,97.2,617.0,21790.0,,27839.0,26862.0,23577.0,22199.0,6055.0,,,2009-03,Karimganj,293
16638.0,99.0,331.0,22221.0,,28766.0,28302.0,25671.0,24039.0,1145.0,,,2009-03,Kokrajhar,294
17490.0,99.2,134.0,20835.0,13.0,25266.0,24294.0,24030.0,22646.0,16203.0,,,2009-03,Lakhimpur,295
16234.0,95.4,443.0,21352.0,,23979.0,23850.0,23061.0,22333.0,625.0,,,2009-03,Marigaon,296
42412.0,88.3,992.0,49803.0,,67344.0,64302.0,60514.0,56861.0,397.0,,,2009-03,Nagaon,297
12046.0,98.5,260.0,11761.0,100.0,16077.0,15703.0,15295.0,14345.0,5376.0,,,2009-03,Nalbari,298
3102.0,98.9,48.0,4224.0,,5324.0,5233.0,4174.0,4064.0,1199.0,,,2009-03,North Cachar Hills,656
15379.0,98.6,220.0,22414.0,15.0,26002.0,25833.0,24892.0,24130.0,3007.0,,,2009-03,Sibsagar,300
31821.0,98.7,886.0,32563.0,20.0,38696.0,40529.0,39640.0,38548.0,4649.0,,1.0,2009-03,Sonitpur,301
19114.0,99.0,205.0,22331.0,3.0,26202.0,27889.0,25464.0,22731.0,9891.0,,,2009-03,Tinsukia,302
11474.0,98.7,152.0,15510.0,51.0,17031.0,17507.0,16960.0,16107.0,,,22.0,2009-03,Udalguri,617
26136.0,124.4,,31406.0,,29984.0,30892.0,31235.0,30042.0,28104.0,,,2009-03,Araria,188
10743.0,147.9,1148.0,15529.0,24.0,16572.0,13437.0,14872.0,14231.0,14776.0,,,2009-03,Arwal,611
15722.0,56.0,140.0,47656.0,,49718.0,63813.0,43469.0,42809.0,25146.0,,,2009-03,Aurangabad,189
24587.0,97.8,560.0,37584.0,,44323.0,40328.0,39337.0,37834.0,26018.0,,,2009-03,Banka,190
17431.0,58.2,61.0,38511.0,,47340.0,38773.0,35402.0,32016.0,29139.0,,,2009-03,Begusarai,191
40814.0,90.7,647.0,65240.0,89.0,74144.0,63707.0,61322.0,57571.0,51119.0,,,2009-03,Bhagalpur,192
8912.0,23.6,528.0,50959.0,,111009.0,95671.0,86552.0,79786.0,33773.0,,,2009-03,Bhojpur,193
9891.0,342.7,965.0,31888.0,,35921.0,29371.0,26499.0,24279.0,16024.0,,1735.0,2009-03,Buxar,194
27395.0,248.7,,49849.0,,94558.0,82171.0,77053.0,67254.0,47385.0,,,2009-03,Darbhanga,195
53685.0,78.5,13.0,41865.0,,98953.0,102746.0,109368.0,48703.0,45029.0,,,2009-03,East Champaran,
33998.0,86.8,573.0,104309.0,,117827.0,112974.0,105537.0,96415.0,27769.0,,,2009-03,Gaya,196
35813.0,255.2,326.0,50459.0,,48656.0,49052.0,46502.0,42824.0,14971.0,,,2009-03,Gopalganj,197
17201.0,130.8,391.0,33458.0,,49353.0,40373.0,29999.0,38118.0,13242.0,,,2009-03,Jamui,198
,0.0,,26685.0,,29729.0,22880.0,21442.0,20190.0,22711.0,,,2009-03,Jehanabad,199
5168.0,29.7,1992.0,28035.0,,39878.0,34265.0,29720.0,26383.0,21708.0,,,2009-03,Kaimur Bhabua,200
24474.0,204.5,311.0,60466.0,,62317.0,52343.0,45469.0,39971.0,24078.0,,,2009-03,Katihar,201
31545.0,235.3,396.0,40609.0,,51904.0,40323.0,42854.0,39296.0,20889.0,,,2009-03,Khagaria,202
21739.0,611.7,871.0,25938.0,,40397.0,33315.0,26410.0,20467.0,12410.0,,,2009-03,Kishanganj,203
14139.0,85.7,220.0,16451.0,25.0,22287.0,15738.0,14400.0,12155.0,19788.0,,,2009-03,Lakhisarai,204
14180.0,354.9,,61505.0,,48117.0,33422.0,,8990.0,23594.0,,,2009-03,Madhepura,205
51965.0,160.5,349.0,101899.0,,110239.0,101551.0,95784.0,92709.0,61663.0,,,2009-03,Madhubani,206
11977.0,58.0,1803.0,25900.0,1.0,31344.0,27063.0,25531.0,23960.0,22949.0,,,2009-03,Munger,207
,0.0,135.0,100399.0,,126346.0,109669.0,107505.0,101539.0,,,,2009-03,Muzaffarpur,208
41580.0,279.9,402.0,51194.0,,55170.0,50603.0,46364.0,41956.0,31571.0,,,2009-03,Nalanda,209
,,418.0,100969.0,,105493.0,58279.0,77740.0,95154.0,56663.0,,,2009-03,Nawada,210
39374.0,82.9,54.0,91043.0,,107344.0,104842.0,103116.0,89350.0,76020.0,,5.0,2009-03,Patna,212
48510.0,236.4,785.0,73171.0,142.0,86546.0,77349.0,68573.0,61509.0,51304.0,,,2009-03,Purnia,214
41997.0,101.3,122.0,50685.0,81.0,59769.0,43058.0,42665.0,35810.0,41531.0,,,2009-03,Rohtas,215
8257.0,88.5,511.0,44756.0,,39162.0,35520.0,30998.0,32130.0,20164.0,,,2009-03,Saharsa,216
33476.0,126.6,1208.0,53712.0,,75175.0,61540.0,63441.0,57813.0,41386.0,,,2009-03,Samastipur,217
42847.0,388.7,436.0,81494.0,,100418.0,87002.0,79688.0,72580.0,46782.0,,,2009-03,Saran,218
13027.0,87.6,51.0,16530.0,,20778.0,18097.0,15990.0,14895.0,19280.0,,,2009-03,Sheikhpura,219
2778.0,388.0,89.0,7114.0,,11602.0,9532.0,7966.0,6862.0,2552.0,,,2009-03,Sheohar,220
20708.0,92.7,291.0,65839.0,,79057.0,74023.0,65590.0,59810.0,43669.0,,,2009-03,Sitamarhi,221
,,,75129.0,,77629.0,77601.0,79478.0,74760.0,55354.0,,,2009-03,Siwan,222
16049.0,126.9,523.0,73678.0,,62270.0,59563.0,56308.0,50919.0,46346.0,,,2009-03,Supaul,223
57425.0,257.9,514.0,63474.0,58.0,79782.0,66951.0,61710.0,54580.0,65037.0,,16.0,2009-03,Vaishali,224
45268.0,147.3,,77465.0,,82862.0,57348.0,46098.0,37412.0,38721.0,,,2009-03,West Champaran,
1255.0,5.6,395.0,14771.0,,22672.0,16587.0,14998.0,14838.0,21067.0,,,2009-03,Chandigarh,44
,,,,,,,,,,,,2009-03,Balod,646
,,,,,,,,,,,,2009-03,Baloda Bazar,644
,,,,,,,,,,,,2009-03,Balrampur,649
36413.0,97.5,943.0,36368.0,536.0,36383.0,37525.0,37890.0,37667.0,,,,2009-03,Bastar,374
,,,,,,,,,,,,2009-03,Bemetra,650
,,,,,,,,,,,,2009-03,Bijapur,636
66904.0,99.5,454.0,71680.0,1045.0,72336.0,66466.0,65202.0,71598.0,10687.0,,,2009-03,Bilaspur,375
18068.0,99.6,81.0,17278.0,62.0,17858.0,16231.0,16366.0,15445.0,6487.0,,938.0,2009-03,Dantewada,376
14895.0,98.3,260.0,15205.0,416.0,16042.0,15594.0,15637.0,15578.0,12612.0,,,2009-03,Dhamtari,377
64922.0,98.4,1069.0,61849.0,,68024.0,63885.0,62531.0,62478.0,33500.0,,,2009-03,Durg,378
,,,,,,,,,,,,2009-03,Gariyaband,645
36401.0,99.2,300.0,38565.0,,38466.0,37216.0,36182.0,35319.0,9320.0,,,2009-03,Janjgir Champa,379
20107.0,99.2,319.0,20665.0,521.0,20583.0,20676.0,19311.0,20392.0,9688.0,,,2009-03,Jashpur,380
14535.0,98.3,265.0,15019.0,456.0,15877.0,15126.0,14882.0,15033.0,1684.0,,,2009-03,Kanker,381
20358.0,98.6,311.0,20477.0,567.0,19881.0,20966.0,21182.0,20628.0,13101.0,,,2009-03,Kawardha,498
,,,,,,,,,,,,2009-03,Kondagaon,643
26886.0,99.2,225.0,26470.0,277.0,26651.0,26838.0,25790.0,25318.0,3134.0,,,2009-03,Korba,383
17661.0,98.7,224.0,17626.0,84.0,17470.0,15308.0,16860.0,19751.0,17470.0,,,2009-03,Koriya,
22324.0,98.2,412.0,21510.0,585.0,21844.0,22341.0,21601.0,21579.0,2225.0,,,2009-03,Mahasamund,385
,,,,,,,,,,,,2009-03,Mungeli,647
,,,,,,,,,,,,2009-03,Narayanpur,637
29757.0,98.0,620.0,30097.0,1161.0,32591.0,28977.0,28431.0,28979.0,24394.0,,,2009-03,Raigarh,386
78587.0,98.8,969.0,86883.0,1788.0,91468.0,85528.0,81701.0,84247.0,32917.0,,,2009-03,Raipur,387
34539.0,98.1,670.0,33153.0,802.0,33907.0,33083.0,32694.0,33414.0,326.0,,,2009-03,Rajnandgaon,388
,,,,,,,,,,,,2009-03,Sukma,642
,,,,,,,,,,,,2009-03,Surajpur,648
59827.0,100.0,836.0,58093.0,1563.0,60700.0,55282.0,54678.0,49465.0,,,,2009-03,Surguja,389
2390.0,48.6,81.0,7543.0,62.0,7918.0,2016.0,7189.0,7425.0,296.0,,,2009-03,Dadra and Nagar Haveli,465
,,,,,,,,,,,,2009-03,Daman,463
,,,,,,,,,,,,2009-03,Diu,464
156162.0,105.6,2473.0,207277.0,569.0,261356.0,267023.0,238959.0,224931.0,123317.0,,195.0,2009-03,Central,77
,,,,,,,,,,,,2009-03,East,78
,,,,,,,,,,,,2009-03,New Delhi,79
,,,,,,,,,,,,2009-03,North,80
,,,,,,,,,,,,2009-03,North East,81
,,,,,,,,,,,,2009-03,North West,82
,,,,,,,,,,,,2009-03,Shahdara,671
,,,,,,,,,,,,2009-03,South,83
,,,,,,,,,,,,2009-03,South East,84
,,,,,,,,,,,,2009-03,South West,84
,,,,,,,,,,,,2009-03,West,85
14575.0,98.9,320.0,12723.0,,17144.0,13418.0,13522.0,13667.0,15508.0,,,2009-03,North Goa,551
9132.0,101.9,58.0,9700.0,,10669.0,10722.0,11076.0,10885.0,9501.0,,,2009-03,South Goa,552
118234.0,102.3,6063.0,102640.0,2901.0,117022.0,119927.0,109996.0,106044.0,77012.0,,610.0,2009-03,Ahmedabad,438
34785.0,106.1,1370.0,31367.0,260.0,35679.0,32401.0,31359.0,32348.0,21970.0,,1188.0,2009-03,Amreli,439
46106.0,95.7,844.0,46310.0,599.0,48790.0,47548.0,45680.0,47020.0,28503.0,,,2009-03,Anand,440
,,,,,,,,,,,,2009-03,Aravalli,672
65697.0,97.8,4945.0,61417.0,1749.0,67139.0,61627.0,59525.0,63631.0,12717.0,,381.0,2009-03,Banas Kantha,441
36640.0,119.3,1793.0,38327.0,864.0,43842.0,44218.0,40172.0,40364.0,28601.0,,185.0,2009-03,Bharuch,442
59565.0,100.6,1925.0,48068.0,399.0,58238.0,57138.0,53581.0,52372.0,33046.0,,520.0,2009-03,Bhavnagar,443
,,,,,,,,,,,,2009-03,Botad,676
,,,,,,,,,,,,2009-03,Chhotaudepur,668
34542.0,111.5,1980.0,35233.0,947.0,35779.0,38789.0,37324.0,37277.0,20006.0,,564.0,2009-03,Dahod,
,,,,,,,,,,,,2009-03,Devbhumi Dwarka,674
33044.0,98.3,651.0,31841.0,617.0,34215.0,34357.0,33719.0,32897.0,21581.0,,20.0,2009-03,Gandhinagar,446
,,,,,,,,,,,,2009-03,Gir Somnath,675
42964.0,102.2,1268.0,40987.0,519.0,47503.0,43060.0,41378.0,41171.0,36915.0,,87.0,2009-03,Jamnagar,447
45471.0,103.7,1490.0,41349.0,732.0,45081.0,45069.0,42860.0,43074.0,33539.0,,713.0,2009-03,Junagadh,448
25117.0,101.3,1139.0,23927.0,488.0,27807.0,26930.0,26142.0,25815.0,13359.0,,577.0,2009-03,Kachchh,449
60168.0,98.7,806.0,55403.0,495.0,55681.0,57292.0,53485.0,55861.0,38276.0,,383.0,2009-03,Kheda,450
42754.0,122.6,1562.0,35197.0,756.0,37198.0,37727.0,36502.0,36820.0,26412.0,,51.0,2009-03,Mahesana,451
,,,,,,,,,,,,2009-03,Mahisagar,
,,,,,,,,,,,,2009-03,Morbi,673
11046.0,95.2,704.0,9968.0,371.0,11647.0,11048.0,11033.0,11242.0,5716.0,,15.0,2009-03,Narmada,452
18590.0,99.5,117.0,21167.0,149.0,25276.0,20989.0,20537.0,21651.0,20795.0,,,2009-03,Navsari,453
53591.0,130.5,2825.0,50211.0,1285.0,52901.0,57106.0,55362.0,53996.0,27149.0,,1063.0,2009-03,Panch Mahals,454
27088.0,98.4,1882.0,26107.0,681.0,29291.0,20080.0,18362.0,26860.0,8924.0,,47.0,2009-03,Patan,455
12960.0,103.0,182.0,12027.0,105.0,13480.0,12670.0,12553.0,12476.0,10101.0,,,2009-03,Porbandar,456
43044.0,99.5,437.0,40620.0,673.0,44487.0,42358.0,39905.0,42093.0,25942.0,,71.0,2009-03,Rajkot,457
61239.0,109.6,2881.0,57586.0,1210.0,60769.0,60674.0,58388.0,58146.0,39495.0,,2203.0,2009-03,Sabar Kantha,458
50544.0,93.7,4647.0,81344.0,513.0,93766.0,80444.0,78780.0,79135.0,72217.0,,115.0,2009-03,Surat,459
27853.0,96.7,329.0,30242.0,337.0,30342.0,35392.0,33014.0,31436.0,9383.0,,119.0,2009-03,Surendranagar,460
13276.0,94.0,200.0,15098.0,236.0,16408.0,15657.0,15513.0,15550.0,7619.0,,49.0,2009-03,Tapi,641
7372.0,81.5,171.0,8083.0,172.0,9206.0,9296.0,8618.0,8541.0,2354.0,,125.0,2009-03,The Dangs,
77082.0,110.5,3023.0,63166.0,1971.0,72807.0,69962.0,66433.0,68167.0,52240.0,,1355.0,2009-03,Vadodara,461
36296.0,99.2,400.0,26862.0,470.0,31698.0,28691.0,27851.0,28554.0,18351.0,,1.0,2009-03,Valsad,462
20374.0,99.2,219.0,26622.0,,25053.0,26389.0,26081.0,26870.0,22217.0,,19.0,2009-03,Ambala,58
32950.0,100.0,269.0,35650.0,,37115.0,33554.0,32797.0,32796.0,5816.0,,,2009-03,Bhiwani,59
56940.0,102.1,350.0,50608.0,173.0,60805.0,42570.0,38527.0,35376.0,11164.0,,1909.0,2009-03,Faridabad,60
21425.0,99.0,334.0,19888.0,394.0,21071.0,21163.0,20201.0,19518.0,15765.0,,,2009-03,Fatehabad,61
25670.0,99.7,162.0,28876.0,181.0,31897.0,32050.0,30455.0,30428.0,25189.0,,,2009-03,Gurgaon,
31800.0,99.4,407.0,37454.0,170.0,40532.0,37197.0,36340.0,36420.0,31111.0,,,2009-03,Hisar,63
16162.0,95.6,127.0,18888.0,8.0,21408.0,20521.0,20363.0,20730.0,10175.0,,,2009-03,Jhajjar,64
28008.0,127.2,394.0,29071.0,255.0,28536.0,28091.0,27150.0,27016.0,3383.0,,,2009-03,Jind,65
24611.0,106.5,219.0,24670.0,109.0,24907.0,24814.0,24910.0,25903.0,19196.0,,,2009-03,Kaithal,66
34017.0,100.7,360.0,32990.0,141.0,33056.0,27610.0,28237.0,32585.0,23866.0,,,2009-03,Karnal,67
12172.0,80.2,142.0,21066.0,105.0,15064.0,21977.0,21560.0,22133.0,14372.0,,,2009-03,Kurukshetra,68
17147.0,101.7,231.0,18652.0,3.0,18058.0,16218.0,15717.0,16437.0,10521.0,,,2009-03,Mahendragarh,69
33021.0,103.5,13.0,27070.0,1.0,34849.0,24536.0,21917.0,20918.0,14507.0,,,2009-03,Mewat,
,,,,,,,,,,,,2009-03,Palwal,619
11688.0,97.9,152.0,13626.0,105.0,15177.0,13325.0,13164.0,13779.0,11724.0,,,2009-03,Panchkula,70
26063.0,156.5,73.0,25480.0,3.0,25452.0,23107.0,22329.0,23941.0,865.0,,,2009-03,Panipat,71
17048.0,104.2,141.0,18130.0,247.0,19409.0,17206.0,16978.0,16464.0,11862.0,,,2009-03,Rewari,72
15701.0,95.7,1036.0,15274.0,8.0,18621.0,17515.0,17506.0,17215.0,14254.0,,,2009-03,Rohtak,73
20440.0,99.9,179.0,26036.0,89.0,28281.0,27820.0,27308.0,27730.0,15937.0,,,2009-03,Sirsa,74
30053.0,102.0,241.0,32885.0,607.0,32373.0,28287.0,27010.0,28030.0,16539.0,,,2009-03,Sonipat,75
23231.0,95.8,307.0,26253.0,213.0,28140.0,24802.0,24475.0,24630.0,22987.0,,33.0,2009-03,Yamunanagar,76
6490.0,99.9,40.0,6635.0,5.0,7766.0,6896.0,6963.0,7113.0,1162.0,,,2009-03,Bilaspur,375
7452.0,98.0,164.0,9105.0,,10104.0,10286.0,10294.0,10107.0,1742.0,,,2009-03,Chamba,16
8421.0,98.8,99.0,8635.0,1.0,9343.0,8459.0,8773.0,9205.0,2863.0,,,2009-03,Hamirpur,17
20272.0,99.2,183.0,25922.0,18.0,28343.0,26370.0,26640.0,28219.0,4256.0,,,2009-03,Kangra,18
1144.0,99.6,11.0,1483.0,,1410.0,1496.0,1602.0,1608.0,115.0,,,2009-03,Kinnaur,19
8748.0,99.6,58.0,8191.0,5.0,8354.0,8226.0,8262.0,8461.0,934.0,,,2009-03,Kullu,20
263.0,99.6,3.0,454.0,,445.0,489.0,454.0,430.0,71.0,,,2009-03,Lahul Spiti,21
17517.0,100.0,179.0,18139.0,57.0,19530.0,18359.0,18449.0,19465.0,2750.0,,,2009-03,Mandi,22
14140.0,98.7,184.0,14755.0,,17389.0,14954.0,15150.0,15083.0,3385.0,,,2009-03,Shimla,23
8285.0,96.3,113.0,9716.0,26.0,10715.0,10641.0,10214.0,10494.0,790.0,,,2009-03,Sirmaur,24
9484.0,97.0,97.0,10243.0,13.0,10900.0,10590.0,10415.0,10872.0,820.0,,,2009-03,Solan,25
7743.0,97.5,115.0,8923.0,8.0,10015.0,9399.0,9316.0,9785.0,1692.0,,,2009-03,Una,26
20062.0,78.3,519.0,30691.0,,32333.0,14102.0,14744.0,28976.0,6984.0,,,2009-03,Anantnag,1
12963.0,81.7,,18138.0,,15896.0,18396.0,18783.0,18670.0,8966.0,,1056.0,2009-03,Badgam,
436.0,30.7,5.0,3183.0,,4299.0,2722.0,2696.0,2782.0,480.0,,,2009-03,Bandipora,623
12676.0,100.1,186.0,25857.0,,28437.0,19046.0,19382.0,19207.0,8169.0,,,2009-03,Baramula,3
7556.0,100.4,228.0,8943.0,4.0,9356.0,8992.0,8841.0,10385.0,70.0,,,2009-03,Doda,4
1612.0,89.5,12.0,5133.0,,5040.0,6711.0,5766.0,6170.0,1507.0,,,2009-03,Ganderbal,626
30762.0,92.7,48.0,30267.0,19.0,37987.0,25765.0,22957.0,26058.0,26209.0,,26.0,2009-03,Jammu,5
,0.0,,3274.0,641.0,3099.0,2891.0,2391.0,2659.0,2663.0,,,2009-03,Kargil,6
9719.0,100.0,106.0,14727.0,,15316.0,15637.0,15519.0,15270.0,1281.0,,,2009-03,Kathua,7
1051.0,44.3,58.0,3415.0,,3525.0,4157.0,3800.0,4153.0,563.0,,,2009-03,Kishtwar,620
2652.0,87.4,177.0,3633.0,,4487.0,5140.0,5283.0,5396.0,1907.0,,,2009-03,Kulgam,622
6427.0,94.7,368.0,12996.0,5.0,12936.0,13363.0,14213.0,13878.0,4143.0,,220.0,2009-03,Kupwara,8
1928.0,96.4,41.0,1818.0,16.0,2171.0,1926.0,1827.0,1764.0,42.0,,,2009-03,Leh Ladakh,9
9027.0,97.1,268.0,11647.0,,12757.0,13139.0,12413.0,12588.0,,,,2009-03,Poonch,10
15269.0,90.2,120.0,12576.0,19.0,15143.0,15275.0,15662.0,15613.0,,,,2009-03,Pulwama,11
5795.0,82.7,54.0,15687.0,,16883.0,17723.0,16740.0,15712.0,4512.0,,,2009-03,Rajouri,12
1056.0,63.7,22.0,5987.0,,6560.0,6663.0,6273.0,7062.0,6560.0,,13.0,2009-03,Ramban,621
4541.0,104.9,1.0,3652.0,5.0,5285.0,5393.0,5278.0,5242.0,5157.0,,,2009-03,Reasi,627
3730.0,100.0,16.0,5456.0,2.0,5762.0,7087.0,7042.0,6857.0,2544.0,,,2009-03,Samba,624
4406.0,99.6,19.0,4306.0,,3972.0,4361.0,4456.0,4333.0,725.0,,,2009-03,Shopian,625
9871.0,34.4,70.0,28711.0,,27188.0,15074.0,14237.0,11197.0,24187.0,,,2009-03,Srinagar,13
7026.0,99.2,60.0,10764.0,,12978.0,12751.0,12093.0,12126.0,2146.0,,,2009-03,Udhampur,14
24233.0,99.0,235.0,34422.0,106.0,36229.0,39352.0,36199.0,35889.0,15046.0,,,2009-03,Bokaro,322
