observationDate,observationAbout,variableMeasured,value,unit,scalingFactor
2019,country/AUS,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,65.21739,Percent,100
2019,country/AUS,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2019,country/AUS,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,4.34783,Percent,100
2019,country/AUS,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2019,country/AUS,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,30.43478,Percent,100
2020,country/AUS,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,73.68421,Percent,100
2020,country/AUS,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2020,country/AUS,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,10.52632,Percent,100
2020,country/AUS,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,5.26316,Percent,100
2020,country/AUS,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,10.52632,Percent,100
2021,country/AUS,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,66.66667,Percent,100
2021,country/AUS,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2021,country/AUS,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2021,country/AUS,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,6.66667,Percent,100
2021,country/AUS,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,26.66667,Percent,100
2022,country/AUS,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,70,Percent,100
2022,country/AUS,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2022,country/AUS,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2022,country/AUS,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2019,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2019,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2019,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2019,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2020,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,100,Percent,100
2020,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2020,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2020,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2020,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2021,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,75,Percent,100
2021,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2021,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,25,Percent,100
2021,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2021,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2022,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,50,Percent,100
2022,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2022,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2022,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2022,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,50,Percent,100
2023,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,66.66667,Percent,100
2023,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2023,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,33.33333,Percent,100
2023,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2023,country/MAC,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2013,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,45.19812,Percent,100
2013,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,1.34318,Percent,100
2013,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,22.90128,Percent,100
2013,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,14.6407,Percent,100
2013,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,15.91672,Percent,100
2014,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,53.88251,Percent,100
2014,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,1.41796,Percent,100
2014,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,24.37542,Percent,100
2014,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,16.88049,Percent,100
2014,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,3.44362,Percent,100
2015,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,51.06383,Percent,100
2015,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0.2579,Percent,100
2015,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,27.20825,Percent,100
2015,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,16.76338,Percent,100
2015,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,4.70664,Percent,100
2016,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,37.90436,Percent,100
2016,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0.21097,Percent,100
2016,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,27.42616,Percent,100
2016,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,16.73699,Percent,100
2016,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,17.72152,Percent,100
2017,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,52.02492,Percent,100
2017,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2017,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,25.77882,Percent,100
2017,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,10.74766,Percent,100
2017,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,11.4486,Percent,100
2018,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,55.59254,Percent,100
2018,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,1.59787,Percent,100
2018,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,25.96538,Percent,100
2018,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,12.51664,Percent,100
2018,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,4.32756,Percent,100
2019,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,52.69072,Percent,100
2019,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0.88705,Percent,100
2019,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,26.84802,Percent,100
2019,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,16.67652,Percent,100
2019,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,2.89769,Percent,100
2020,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,50.99936,Percent,100
2020,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0.90264,Percent,100
2020,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,32.30174,Percent,100
2020,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,13.73308,Percent,100
2020,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,2.06319,Percent,100
2021,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,54.86783,Percent,100
2021,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,1.16054,Percent,100
2021,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,28.82012,Percent,100
2021,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,12.95938,Percent,100
2021,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,2.19213,Percent,100
2022,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,53.61294,Percent,100
2022,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,1.26326,Percent,100
2022,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,25.87165,Percent,100
2022,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,15.71501,Percent,100
2022,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,3.53714,Percent,100
2023,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,53.72425,Percent,100
2023,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,1.16218,Percent,100
2023,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,21.60592,Percent,100
2023,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,19.12309,Percent,100
2023,country/COL,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,4.38457,Percent,100
2012,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,25,Percent,100
2012,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2012,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,75,Percent,100
2012,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2012,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2013,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,50,Percent,100
2013,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2013,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,50,Percent,100
2013,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2013,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2020,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,100,Percent,100
2020,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2020,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2020,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2020,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2022,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,50,Percent,100
2022,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2022,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,50,Percent,100
2022,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2022,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2023,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,100,Percent,100
2023,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2023,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2023,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2023,country/COM,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0,Percent,100
2015,country/COG,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,19.88072,Percent,100
2015,country/COG,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0.79523,Percent,100
2015,country/COG,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,1.19284,Percent,100
2015,country/COG,dcid:Count_Person_ConditionTuberculosisAndHIV_LostToFollowUp_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,2.18688,Percent,100
2015,country/COG,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentNotEvaluated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,75.94433,Percent,100
2017,country/COG,dcid:Count_Person_ConditionTuberculosisAndHIV_SuccessfullyTreated_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,25.40107,Percent,100
2017,country/COG,dcid:Count_Person_ConditionTuberculosisAndHIV_TreatmentFailed_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,0.26738,Percent,100
2017,country/COG,dcid:Count_Person_ConditionTuberculosisAndHIV_DiedDuringTreatment_AsAFractionOf_Count_Person_ConditionTuberculosisAndHIV,4.54545,Percent,100
