observationAbout,observationDate,value,variableMeasured,unit
dcid:country/MNG,2018-11,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2018-12,14,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2019-01,19,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2019-02,14,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2019-03,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2019-04,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2019-05,14,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2019-06,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2019-07,11,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2019-08,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2019-09,14,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2019-10,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2019-11,14,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2019-12,15,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2020-01,14,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2020-02,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2020-03,10,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2020-04,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2020-05,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2020-06,13,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2020-07,10,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2020-08,10,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2020-09,13,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2020-10,11,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2020-11,10,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2020-12,11,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2021-01,13,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2021-02,9,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2021-03,10,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2021-04,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2021-05,10,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2021-06,13,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2021-07,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2021-08,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2021-09,11,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2021-10,13,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2021-11,11,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2021-12,14,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2022-01,14,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2022-02,13,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2022-03,13,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2022-04,13,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2022-05,13,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2022-06,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2022-07,10,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2022-08,11,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2022-09,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2022-10,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2022-11,14,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2022-12,15,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2023-01,14,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2023-02,14,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2023-03,13,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2023-04,11,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2023-05,11,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2023-06,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2023-07,13,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2023-08,10,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2023-09,11,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2023-10,11,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2023-11,13,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2023-12,14,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2024-01,11,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2024-02,13,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2024-03,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2024-04,13,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2024-05,14,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2024-06,11,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2024-07,11,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2024-08,11,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2024-09,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2024-10,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2024-11,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2024-12,15,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2025-01,14,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2025-02,14,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2025-03,15,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2025-04,15,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2025-05,14,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2025-06,13,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:country/MNG,2025-07,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2026-05,28,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2026-04,0,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2026-03,32,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2026-02,45,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2026-01,11,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2025-12,39,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2025-11,14,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2025-10,13,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2025-09,22,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2025-08,41,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2016-01,26,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2016-02,13,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2016-03,68,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2016-04,33,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2016-05,6,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2016-06,11,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2016-07,5,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2016-08,6,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2016-09,0,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2016-10,23,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2016-11,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2016-12,31,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2017-01,6,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2017-02,22,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2017-03,16,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2017-04,6,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2017-05,34,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2017-06,40,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2017-07,16,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2017-08,13,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2017-09,24,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2017-10,8,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2017-11,10,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2017-12,8,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2018-01,29,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2018-02,24,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2018-03,6,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2018-04,28,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2018-05,31,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2018-06,13,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2018-07,25,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2018-08,17,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2018-09,22,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2018-10,13,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2018-11,0,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2018-12,28,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2019-01,30,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2019-02,8,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2019-03,7,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2019-04,0,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2019-05,28,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2019-06,34,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2019-07,13,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2019-08,12,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2019-09,22,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2019-10,0,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2019-11,25,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2019-12,7,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2020-01,26,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2020-02,8,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
dcid:wikidataId/Q207809,2020-03,24,dcid:Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth,Per1000LiveBirths
