"MinDate","NumPlaces","Units","MeasurementMethods","observationPeriods","StatVar","ScalingFactors"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_Male_ConditionEarCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60OrMoreYears_Female_ConditionCancer_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_5To14Years_Female_ConditionCancer_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_0To4Years_Male_ConditionEndocrineMetabolicCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_70OrMoreYears_Male_ConditionPsychiatricNeurologicalCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60OrMoreYears_ConditionGenitoUrinaryCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_Female_ConditionRespiratoryDisease_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_Male_ConditionEyeCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60To69Years_Male_ConditionCancer_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60To69Years_Female_ConditionCancer_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_ConditionSkinDisease_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_Male_ConditionObstetricCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_70OrMoreYears_Female_ConditionRespiratoryDisease_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60To69Years_ConditionPsychiatricNeurologicalCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_ConditionInfection_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_ConditionBloodDisease_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60OrMoreYears_Female_ConditionNSSHealthOtherCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_5To14Years_Male_ConditionInjury_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_Male_ConditionObstetricCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_Female_ConditionCancer_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_ConditionEndocrineMetabolicCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_5To14Years_Female_ConditionInjury_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60To69Years_Female_ConditionEarCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_Male_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_5To14Years_Female_ConditionEndocrineMetabolicCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_5To14Years_Male_ConditionPsychiatricNeurologicalCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_30To44Years_Male_ConditionMusculoSkeletalCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_5To14Years_ConditionEndocrineMetabolicCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_70OrMoreYears_Female_ConditionNSSHealthOtherCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_ConditionCardiovascularDisease_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_Female_ConditionInfection_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60To69Years_ConditionBloodDisease_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60To69Years_ConditionRespiratoryDisease_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_30To44Years_Male_ConditionMusculoSkeletalCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60To69Years_Female_ConditionSkinDisease_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_Male_ConditionEarCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_30To44Years_ConditionObstetricCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_ConditionNSSHealthOtherCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_Female_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_5To14Years_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60OrMoreYears_Female_ConditionCardiovascularDisease_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_Female_ConditionSkinDisease_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_70OrMoreYears_Male_ConditionBloodDisease_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_0To4Years_Female_ConditionPsychiatricNeurologicalCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_Female_ConditionEyeCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_ConditionCardiovascularDisease_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60To69Years_Male_ConditionEndocrineMetabolicCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_30To44Years_Female_ConditionRespiratoryDisease_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_Male_ConditionEndocrineMetabolicCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_5To14Years_ConditionEarCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_Male_ConditionObstetricCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_Male_ConditionGenitoUrinaryCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_30To44Years_Female_ConditionGenitoUrinaryCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_Male_ConditionSkinDisease_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60To69Years_Female_ConditionObstetricCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_5To14Years_Female_ConditionCardiovascularDisease_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_30To44Years_Male_ConditionBloodDisease_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_Male_ConditionGenitoUrinaryCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_Female_ConditionEndocrineMetabolicCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60To69Years_Female_ConditionGenitoUrinaryCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60OrMoreYears_Male_ConditionEndocrineMetabolicCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_Male_ConditionPsychiatricNeurologicalCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_30To44Years_Female_ConditionEyeCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60To69Years_Male_ConditionPsychiatricNeurologicalCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_Female_ConditionBloodDisease_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_ConditionCancer_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_5To14Years_ConditionSkinDisease_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_0To4Years_Female_ConditionEndocrineMetabolicCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_70OrMoreYears_ConditionMusculoSkeletalCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60OrMoreYears_ConditionObstetricCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60To69Years_Male_ConditionEyeCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_30To44Years_Male_ConditionCardiovascularDisease_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_Female_ConditionNSSHealthOtherCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60OrMoreYears_Female_ConditionNSSHealthOtherCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_70OrMoreYears_Male_ConditionNSSHealthOtherCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_Female_ConditionNSSHealthOtherCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60OrMoreYears_Male_ConditionEarCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_0To4Years_ConditionBloodDisease_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_Male_ConditionPsychiatricNeurologicalCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_Female_ConditionSkinDisease_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60To69Years_Male_ConditionInfection_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60OrMoreYears_ConditionGenitoUrinaryCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_5To14Years_Male_ConditionNSSHealthOtherCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60To69Years_Female_ConditionEarCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_30To44Years_Male_ConditionPsychiatricNeurologicalCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_0To4Years_ConditionGastroIntestinalCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_Female_ConditionObstetricCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_5To14Years_Male_ConditionSkinDisease_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_30To44Years_Male_ConditionEyeCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_0To4Years_Male_ConditionGastroIntestinalCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_0To4Years_ConditionCancer_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_30To44Years_Male_ConditionGenitoUrinaryCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_Male_ConditionInjury_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_70OrMoreYears_Female_ConditionRespiratoryDisease_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60To69Years_ConditionMusculoSkeletalCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_70OrMoreYears_Female_ConditionNSSHealthOtherCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60OrMoreYears_Female_ConditionInfection_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_70OrMoreYears_Male_ConditionCancer_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60OrMoreYears_Male_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_Female_ConditionInjury_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60OrMoreYears_Male_ConditionGenitoUrinaryCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_70OrMoreYears_ConditionSkinDisease_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_5To14Years_Male_ConditionMusculoSkeletalCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60OrMoreYears_Male_ConditionInfection_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_0To4Years_Male_ConditionGenitoUrinaryCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60OrMoreYears_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_0To4Years_ConditionInjury_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_30To44Years_ConditionSkinDisease_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60OrMoreYears_ConditionMusculoSkeletalCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_0To4Years_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_30To44Years_Male_ConditionGastroIntestinalCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_5To14Years_Female_ConditionBloodDisease_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_70OrMoreYears_ConditionRespiratoryDisease_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_ConditionGenitoUrinaryCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_Female_ConditionBloodDisease_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_70OrMoreYears_ConditionEarCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60OrMoreYears_ConditionSkinDisease_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60To69Years_Male_ConditionMusculoSkeletalCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_ConditionInjury_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_0To4Years_Female_ConditionEndocrineMetabolicCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_ConditionMusculoSkeletalCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_Female_ConditionEndocrineMetabolicCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_Male_ConditionCancer_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_0To4Years_ConditionPsychiatricNeurologicalCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_Male_ConditionInfection_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60OrMoreYears_ConditionEndocrineMetabolicCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_0To4Years_Female_ConditionRespiratoryDisease_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_30To44Years_Female_ConditionInjury_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60To69Years_Female_ConditionEyeCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_30To44Years_Male_ConditionInjury_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_70OrMoreYears_Female_ConditionBloodDisease_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_0To4Years_Male_ConditionGenitoUrinaryCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_0To4Years_Male_ConditionEndocrineMetabolicCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_ConditionMusculoSkeletalCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_Male_ConditionBloodDisease_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_5To14Years_ConditionInfection_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60OrMoreYears_ConditionRespiratoryDisease_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_0To4Years_Male_ConditionEarCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_70OrMoreYears_Male_ConditionGastroIntestinalCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60OrMoreYears_Male_ConditionSkinDisease_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_70OrMoreYears_Female_ConditionGenitoUrinaryCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60To69Years_Female_ConditionInjury_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_0To4Years_Male_ConditionBloodDisease_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_70OrMoreYears_Female_ConditionEndocrineMetabolicCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_Male_ConditionEyeCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_5To14Years_Male_ConditionSkinDisease_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_30To44Years_ConditionCardiovascularDisease_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_5To14Years_Female_ConditionInfection_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_30To44Years_ConditionEarCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60To69Years_ConditionNSSHealthOtherCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_ConditionPsychiatricNeurologicalCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_30To44Years_Female_ConditionPsychiatricNeurologicalCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_Female_ConditionGastroIntestinalCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60To69Years_Female_ConditionRespiratoryDisease_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60OrMoreYears_Male_ConditionNSSHealthOtherCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_30To44Years_ConditionPsychiatricNeurologicalCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_ConditionEyeCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_70OrMoreYears_Male_ConditionBloodDisease_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_30To44Years_Female_ConditionCardiovascularDisease_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_5To14Years_Female_ConditionMusculoSkeletalCondition_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_45To59Years_Male_ConditionObstetricCondition_Rural_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_15To29Years_Male_ConditionNSSHealthOtherCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_0To4Years_Male_ConditionPsychiatricNeurologicalCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_5To14Years_ConditionCancer_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_60OrMoreYears_Female_ConditionEndocrineMetabolicCondition_Urban_AsAFractionOf_Count_Person","[]"
"2018","36","[]","[]","[]","Count_MedicalConditionIncident_0To4Years_Female_ConditionBloodDisease_Rural_AsAFractionOf_Count_Person","[]"
