groupID	reactionID
group7	R_HMR_1983
group7	R_HMR_2014
group7	R_HMR_2015
group7	R_HMR_2016
group7	R_HMR_2017
group7	R_HMR_2018
group7	R_HMR_2019
group7	R_HMR_2020
group7	R_HMR_2022
group7	R_HMR_2024
group7	R_HMR_2025
group7	R_RE3111M
group7	R_RE3218L
group7	R_RE3218R
group7	R_RE3220L
group7	R_RE3220R
group8	R_HMR_0931
group8	R_HMR_0932
group8	R_HMR_0933
group8	R_HMR_0934
group8	R_HMR_0935
group8	R_HMR_0936
group8	R_HMR_0937
group8	R_HMR_0938
group8	R_HMR_0939
group8	R_HMR_0940
group8	R_HMR_0941
group8	R_HMR_0942
group8	R_HMR_0943
group8	R_HMR_0944
group8	R_HMR_0945
group8	R_HMR_0946
group8	R_HMR_0947
group8	R_HMR_0948
group8	R_HMR_0949
group8	R_HMR_0950
group8	R_HMR_0951
group8	R_HMR_0953
group8	R_HMR_0954
group8	R_HMR_0955
group8	R_HMR_0956
group8	R_HMR_0957
group8	R_HMR_0958
group8	R_HMR_0959
group8	R_HMR_0960
group8	R_HMR_0961
group8	R_HMR_0963
group8	R_HMR_0964
group8	R_HMR_0967
group8	R_HMR_0969
group8	R_HMR_0971
group8	R_HMR_0973
group8	R_HMR_0976
group8	R_HMR_0979
group8	R_HMR_0980
group8	R_HMR_0981
group8	R_HMR_0983
group8	R_HMR_0985
group8	R_HMR_0986
group8	R_HMR_0987
group8	R_HMR_0988
group8	R_HMR_0989
group8	R_HMR_0990
group8	R_HMR_0991
group8	R_HMR_0992
group8	R_HMR_0993
group8	R_HMR_0994
group8	R_HMR_0995
group8	R_HMR_0996
group8	R_HMR_0997
group8	R_HMR_0998
group8	R_HMR_0999
group8	R_HMR_1000
group8	R_HMR_1002
group8	R_HMR_1003
group8	R_HMR_1004
group8	R_HMR_1006
group8	R_HMR_1007
group8	R_HMR_1008
group8	R_HMR_1010
group8	R_HMR_1011
group8	R_HMR_1013
group8	R_HMR_1014
group8	R_HMR_1015
group8	R_HMR_1016
group8	R_HMR_1017
group8	R_HMR_1018
group8	R_HMR_1020
group8	R_HMR_1021
group8	R_HMR_1022
group8	R_HMR_1023
group8	R_HMR_1025
group8	R_HMR_1026
group8	R_HMR_1027
group8	R_HMR_1028
group8	R_HMR_1029
group8	R_HMR_1030
group8	R_HMR_1033
group8	R_HMR_1034
group8	R_HMR_1037
group8	R_HMR_1039
group8	R_HMR_1040
group8	R_HMR_1041
group8	R_HMR_1042
group8	R_HMR_1043
group8	R_HMR_1045
group8	R_HMR_1048
group8	R_HMR_1049
group8	R_HMR_1050
group8	R_HMR_1053
group8	R_HMR_1054
group8	R_HMR_1055
group8	R_HMR_1057
group8	R_HMR_1058
group8	R_HMR_1059
group8	R_HMR_1061
group8	R_HMR_1062
group8	R_HMR_1063
group8	R_HMR_1064
group8	R_HMR_1065
group8	R_HMR_1066
group8	R_HMR_1067
group8	R_HMR_1068
group8	R_HMR_1069
group8	R_HMR_1070
group8	R_HMR_1071
group8	R_HMR_1072
group8	R_HMR_1073
group8	R_HMR_1074
group8	R_HMR_1075
group8	R_HMR_1077
group8	R_HMR_1079
group8	R_HMR_3015
group8	R_RE2048N
group8	R_RE3287R
group8	R_RE3470C
group8	R_RE3470M
group8	R_RE3470X
group8	R_RE3474R
group8	R_RE3475N
group8	R_RE3476M
group8	R_RE3476X
group8	R_RE3513N
group8	R_RE3514C
group8	R_RE3514R
group8	R_RE3520M
group8	R_RE3520N
group8	R_RE3521M
group8	R_RE3525N
group8	R_RE3525X
group8	R_RE3526C
group8	R_RE3526M
group8	R_RE3526X
group9	R_DKMPPD
group9	R_DPROOp
group9	R_EHGLAT
group9	R_HMR_3806
group9	R_HMR_3807
group9	R_HMR_3809
group9	R_HMR_3816
group9	R_HMR_3819
group9	R_HMR_3820
group9	R_HMR_3832
group9	R_HMR_3833
group9	R_HMR_3835
group9	R_HMR_3837
group9	R_HMR_3838
group9	R_HMR_3895
group9	R_HMR_3897
group9	R_HMR_3956
group9	R_HMR_3993
group9	R_HMR_4073
group9	R_HMR_4075
group9	R_HMR_4077
group9	R_HMR_4190
group9	R_HMR_4191
group9	R_HMR_4212
group9	R_HMR_4422
group9	R_HMR_4423
group9	R_HMR_4424
group9	R_HMR_4583
group9	R_HMR_4605
group9	R_HMR_4606
group9	R_HMR_4607
group9	R_HMR_4776
group9	R_HMR_4777
group9	R_HMR_4778
group9	R_HMR_4779
group9	R_HMR_4780
group9	R_HMR_4781
group9	R_HMR_4784
group9	R_HMR_4785
group9	R_HMR_4786
group9	R_HMR_4787
group9	R_HMR_5384
group9	R_HMR_6929
group9	R_HMR_6930
group9	R_HMR_6931
group9	R_HMR_6932
group9	R_HMR_6933
group9	R_HMR_6934
group9	R_HMR_6935
group9	R_HMR_6936
group9	R_HMR_6938
group9	R_HMR_6939
group9	R_HMR_6940
group9	R_HMR_6941
group9	R_HMR_6942
group9	R_HMR_6943
group9	R_HMR_6944
group9	R_HMR_6945
group9	R_HMR_6946
group9	R_HMR_6947
group9	R_HMR_6948
group9	R_HMR_6949
group9	R_HMR_6950
group9	R_HMR_6951
group9	R_HMR_6952
group9	R_HMR_6953
group9	R_HMR_6954
group9	R_HMR_6955
group9	R_HMR_6956
group9	R_HMR_6957
group9	R_HMR_6958
group9	R_HMR_6959
group9	R_HMR_6960
group9	R_HMR_6961
group9	R_HMR_6962
group9	R_HMR_6963
group9	R_HMR_6964
group9	R_HMR_6965
group9	R_HMR_6966
group9	R_HMR_6967
group9	R_HMR_6973
group9	R_HMR_8096
group9	R_HMR_8097
group9	R_HMR_8098
group9	R_HMR_8416
group9	R_HMR_8425
group9	R_HMR_8426
group9	R_HMR_8427
group9	R_HMR_8431
group9	R_HMR_8432
group9	R_HMR_8603
group9	R_HMR_8604
group9	R_HMR_8605
group9	R_HMR_8606
group9	R_HMR_8607
group9	R_HMR_8608
group9	R_HMR_8609
group9	R_HMR_8610
group9	R_HMR_8611
group9	R_NABTNOm
group9	R_PROAKGOX1r
group9	R_r0145
group10	R_arachidonates
group10	R_biomass_human
group10	R_cofactors_vitamins
group10	R_HMR_10062
group10	R_HMR_10063
group10	R_HMR_10064
group10	R_HMR_10065
group10	R_HMR_9725
group10	R_others
group10	R_steroids
group10	R_vitaminA
group10	R_vitaminD
group10	R_vitaminE
group10	R_xenobiotics
group11	R_HMR_6393
group11	R_HMR_6394
group11	R_HMR_6396
group11	R_HMR_6405
group11	R_HMR_8345
group11	R_HMR_8346
group11	R_HMR_8348
group11	R_HMR_8349
group11	R_HMR_8619
group11	R_HMR_8620
group11	R_HMR_8621
group11	R_HMR_8622
group11	R_HMR_8623
group11	R_HMR_8624
group11	R_HMR_8625
group12	R_HMR_3522
group12	R_HMR_3523
group12	R_HMR_3524
group12	R_HMR_3525
group12	R_HMR_3526
group12	R_HMR_3527
group12	R_HMR_3528
group12	R_HMR_3529
group12	R_HMR_3530
group12	R_HMR_3531
group12	R_HMR_3532
group12	R_HMR_3533
group12	R_HMR_3534
group13	R_HMR_3275
group13	R_HMR_3277
group13	R_HMR_3278
group13	R_HMR_3279
group13	R_HMR_3280
group13	R_HMR_3281
group13	R_HMR_3282
group13	R_HMR_3283
group13	R_HMR_3284
group13	R_HMR_3285
group13	R_HMR_3286
group13	R_HMR_3287
group13	R_HMR_3288
group13	R_HMR_3290
group13	R_HMR_3292
group13	R_HMR_3293
group13	R_HMR_3294
group13	R_HMR_3296
group13	R_HMR_3298
group14	R_HMR_3301
group14	R_HMR_3302
group14	R_HMR_3304
group14	R_HMR_3305
group14	R_HMR_3306
group14	R_HMR_3307
group14	R_HMR_3309
group14	R_HMR_3310
group14	R_HMR_3311
group14	R_HMR_3312
group14	R_HMR_3314
group14	R_HMR_3315
group14	R_HMR_3316
group14	R_HMR_3317
group14	R_HMR_3319
group14	R_HMR_3320
group14	R_HMR_3321
group14	R_HMR_3322
group14	R_HMR_3323
group15	R_HMR_3107
group15	R_HMR_3108
group15	R_HMR_3109
group15	R_HMR_3110
group15	R_HMR_3111
group15	R_HMR_3112
group15	R_HMR_3113
group15	R_HMR_3114
group15	R_HMR_3115
group15	R_HMR_3116
group15	R_HMR_3117
group15	R_HMR_3118
group15	R_HMR_3121
group15	R_HMR_3122
group15	R_HMR_3123
group15	R_HMR_3125
group15	R_HMR_3128
group15	R_HMR_3129
group15	R_HMR_3130
group15	R_HMR_3132
group15	R_HMR_3135
group15	R_HMR_3136
group15	R_HMR_3137
group15	R_HMR_3139
group15	R_HMR_3142
group15	R_HMR_3143
group15	R_HMR_3144
group15	R_HMR_3146
group15	R_HMR_3149
group15	R_HMR_3150
group15	R_HMR_3151
group15	R_HMR_3153
group15	R_HMR_3156
group15	R_HMR_3157
group15	R_HMR_3158
group15	R_HMR_3160
group15	R_HMR_3398
group15	R_HMR_3406
group15	R_HMR_3407
group15	R_HMR_3408
group15	R_HMR_3409
group15	R_HMR_3411
group15	R_HMR_3413
group15	R_HMR_3414
group15	R_HMR_3416
group15	R_HMR_3421
group15	R_HMR_3422
group15	R_HMR_3423
group15	R_HMR_3424
group15	R_HMR_3425
group15	R_HMR_3426
group15	R_HMR_3427
group15	R_HMR_3428
group15	R_HMR_3429
group15	R_HMR_3430
group15	R_HMR_3431
group15	R_HMR_3432
group15	R_HMR_3433
group15	R_HMR_9719
group16	R_HMR_3053
group16	R_HMR_3054
group16	R_HMR_3055
group16	R_HMR_3057
group16	R_HMR_3058
group16	R_HMR_3059
group16	R_HMR_3060
group16	R_HMR_3062
group16	R_HMR_3063
group16	R_HMR_3064
group16	R_HMR_3065
group16	R_HMR_3066
group16	R_HMR_3067
group16	R_HMR_3068
group16	R_HMR_3069
group16	R_HMR_3070
group16	R_HMR_3071
group16	R_HMR_3072
group16	R_HMR_3073
group16	R_HMR_3074
group16	R_HMR_3075
group16	R_HMR_3076
group16	R_HMR_3077
group16	R_HMR_3078
group16	R_HMR_3079
group16	R_HMR_3080
group16	R_HMR_3081
group16	R_HMR_3082
group16	R_HMR_3083
group16	R_HMR_3084
group16	R_HMR_3085
group16	R_HMR_3086
group16	R_HMR_3087
group16	R_HMR_3088
group16	R_HMR_3089
group16	R_HMR_3090
group16	R_HMR_3091
group16	R_HMR_3092
group16	R_HMR_3093
group16	R_HMR_3094
group16	R_HMR_3095
group16	R_HMR_3096
group16	R_HMR_3097
group16	R_HMR_3098
group16	R_HMR_3099
group16	R_HMR_3100
group16	R_HMR_3101
group16	R_HMR_3102
group16	R_HMR_3103
group16	R_HMR_3104
group17	R_HMR_3170
group17	R_HMR_3171
group17	R_HMR_3172
group17	R_HMR_3173
group17	R_HMR_3174
group17	R_HMR_3175
group17	R_HMR_3176
group17	R_HMR_3177
group17	R_HMR_3178
group17	R_HMR_3179
group17	R_HMR_3180
group17	R_HMR_3181
group17	R_HMR_3182
group17	R_HMR_3183
group17	R_HMR_3184
group17	R_HMR_3185
group17	R_HMR_3186
group17	R_HMR_3187
group17	R_HMR_3188
group17	R_HMR_3189
group17	R_HMR_3190
group17	R_HMR_3191
group17	R_HMR_3192
group17	R_HMR_3193
group17	R_HMR_3194
group17	R_HMR_3195
group17	R_HMR_3196
group17	R_HMR_3197
group17	R_HMR_3198
group17	R_HMR_3199
group17	R_HMR_3200
group17	R_HMR_3201
group17	R_HMR_3202
group17	R_HMR_3203
group17	R_HMR_3204
group17	R_HMR_3205
group17	R_HMR_3396
group17	R_HMR_3397
group18	R_HMR_3056
group19	R_HMR_3480
group19	R_HMR_3482
group19	R_HMR_3484
group19	R_HMR_3486
group19	R_HMR_3488
group19	R_HMR_3489
group19	R_HMR_3491
group19	R_HMR_3493
group19	R_HMR_3498
group19	R_HMR_3501
group19	R_HMR_3503
group19	R_HMR_3505
group19	R_HMR_3506
group19	R_HMR_3508
group19	R_HMR_3509
group19	R_HMR_3510
group19	R_HMR_3511
group19	R_HMR_3512
group19	R_HMR_3513
group19	R_HMR_3514
group19	R_HMR_3515
group20	R_HMR_1174
group20	R_HMR_1175
group20	R_HMR_1176
group20	R_HMR_1177
group20	R_HMR_1178
group20	R_HMR_1179
group20	R_HMR_1180
group20	R_HMR_1181
group20	R_HMR_1182
group20	R_HMR_1183
group20	R_HMR_1184
group20	R_HMR_1216
group20	R_HMR_1217
group20	R_HMR_1218
group20	R_HMR_1219
group20	R_HMR_1220
group20	R_HMR_1221
group20	R_HMR_1222
group20	R_HMR_1223
group20	R_HMR_1224
group20	R_HMR_1225
group20	R_HMR_1226
group21	R_HMR_3240
group21	R_HMR_3241
group21	R_HMR_3242
group21	R_HMR_3243
group21	R_HMR_3244
group21	R_HMR_3245
group21	R_HMR_3246
group21	R_HMR_3247
group21	R_HMR_3250
group21	R_HMR_3252
group21	R_HMR_3254
group21	R_HMR_3256
group21	R_HMR_3258
group21	R_HMR_3260
group21	R_HMR_3262
group21	R_HMR_3264
group21	R_HMR_3272
group22	R_HMR_3356
group22	R_HMR_3357
group22	R_HMR_3358
group22	R_HMR_3359
group22	R_HMR_3360
group22	R_HMR_3361
group22	R_HMR_3362
group22	R_HMR_3363
group23	R_HMR_3218
group23	R_HMR_3219
group23	R_HMR_3220
group23	R_HMR_3221
group23	R_HMR_3222
group23	R_HMR_3223
group23	R_HMR_3224
group23	R_HMR_3225
group23	R_HMR_3226
group23	R_HMR_3227
group23	R_HMR_3228
group23	R_HMR_3229
group23	R_HMR_3230
group23	R_HMR_3231
group23	R_HMR_3232
group23	R_HMR_3233
group23	R_HMR_3234
group23	R_HMR_3235
group23	R_HMR_3236
group23	R_HMR_3237
group23	R_HMR_3239
group24	R_HMR_3326
group24	R_HMR_3327
group24	R_HMR_3328
group24	R_HMR_3329
group24	R_HMR_3330
group24	R_HMR_3331
group24	R_HMR_3332
group24	R_HMR_3333
group24	R_HMR_3334
group24	R_HMR_3335
group24	R_HMR_3336
group24	R_HMR_3337
group24	R_HMR_3338
group24	R_HMR_3339
group24	R_HMR_3340
group24	R_HMR_3341
group24	R_HMR_3342
group24	R_HMR_3343
group24	R_HMR_3344
group24	R_HMR_3345
group24	R_HMR_3346
group24	R_HMR_3347
group24	R_HMR_3348
group24	R_HMR_3349
group24	R_HMR_3350
group24	R_HMR_3351
group24	R_HMR_3352
group24	R_HMR_3353
group24	R_HMR_3355
group24	R_HMR_3364
group24	R_HMR_3365
group24	R_HMR_3367
group24	R_HMR_3368
group24	R_HMR_3369
group24	R_HMR_3370
group24	R_HMR_3372
group24	R_HMR_3373
group24	R_HMR_3375
group25	R_13DAMPPOX
group25	R_3HPCOAHYD
group25	R_BAMPPALDOXm
group25	R_HMR_4078
group25	R_HMR_4079
group25	R_HMR_4174
group25	R_HMR_4330
group25	R_HMR_4347
group25	R_HMR_4425
group25	R_HMR_4427
group25	R_HMR_4688
group25	R_HMR_4689
group25	R_HMR_4735
group25	R_HMR_7991
group25	R_HMR_7992
group25	R_HMR_7993
group25	R_PRPNCOAHYDx
group26	R_3DHCAS
group26	R_3DHCDCAS
group26	R_3DHDCAS
group26	R_3DHLCAS
group26	R_7KLITCHOLc
group26	R_ACOX22x
group26	R_AMACR2p
group26	R_AMACR2r
group26	R_AMACRr
group26	R_BAAT1x
group26	R_BAAT3x
group26	R_BAAT4x
group26	R_CA24GSc
group26	R_CA24GSr
group26	R_CASULT
group26	R_CDCA24GSc
group26	R_CDCA24GSr
group26	R_CDCA3GSc
group26	R_CDCA3GSr
group26	R_CDCA6AH
group26	R_DCA24GSc
group26	R_DCA24GSr
group26	R_DCA3GSc
group26	R_DCA3GSr
group26	R_DCASULT
group26	R_GCASULT
group26	R_GCDCASULT
group26	R_GDCASULT
group26	R_GUDCASULT
group26	R_HC02194c
group26	R_HC02195c
group26	R_HC02195te
group26	R_HC02196c
group26	R_HC02196te
group26	R_HCA24GSc
group26	R_HCA24GSr
group26	R_HCA6GSc
group26	R_HCA6GSr
group26	R_HDCA24GSc
group26	R_HDCA24GSr
group26	R_HDCA6GSc
group26	R_HDCA6GSr
group26	R_HMR_10069
group26	R_HMR_10080
group26	R_HMR_10092
group26	R_HMR_10093
group26	R_HMR_10094
group26	R_HMR_10095
group26	R_HMR_10096
group26	R_HMR_10097
group26	R_HMR_10098
group26	R_HMR_10099
group26	R_HMR_10105
group26	R_HMR_10106
group26	R_HMR_10107
group26	R_HMR_10108
group26	R_HMR_10111
group26	R_HMR_10112
group26	R_HMR_10113
group26	R_HMR_10114
group26	R_HMR_10121
group26	R_HMR_10122
group26	R_HMR_10123
group26	R_HMR_10124
group26	R_HMR_10128
group26	R_HMR_10129
group26	R_HMR_10130
group26	R_HMR_10131
group26	R_HMR_1581
group26	R_HMR_1584
group26	R_HMR_1585
group26	R_HMR_1589
group26	R_HMR_1590
group26	R_HMR_1595
group26	R_HMR_1598
group26	R_HMR_1599
group26	R_HMR_1604
group26	R_HMR_1605
group26	R_HMR_1608
group26	R_HMR_1609
group26	R_HMR_1610
group26	R_HMR_1611
group26	R_HMR_1613
group26	R_HMR_1614
group26	R_HMR_1624
group26	R_HMR_1625
group26	R_HMR_1627
group26	R_HMR_1632
group26	R_HMR_1635
group26	R_HMR_1637
group26	R_HMR_1638
group26	R_HMR_1639
group26	R_HMR_1642
group26	R_HMR_1646
group26	R_HMR_1652
group26	R_HMR_1653
group26	R_HMR_1659
group26	R_HMR_1660
group26	R_HMR_1662
group26	R_HMR_1663
group26	R_HMR_1667
group26	R_HMR_1668
group26	R_HMR_1670
group26	R_HMR_1673
group26	R_HMR_1676
group26	R_HMR_1678
group26	R_HMR_1681
group26	R_HMR_1682
group26	R_HMR_1684
group26	R_HMR_1685
group26	R_HMR_1687
group26	R_HMR_1689
group26	R_HMR_1691
group26	R_HMR_1692
group26	R_HMR_1693
group26	R_HMR_1697
group26	R_HMR_1699
group26	R_HMR_1700
group26	R_HMR_1703
group26	R_HMR_1704
group26	R_HMR_1706
group26	R_HMR_1708
group26	R_HMR_1710
group26	R_HMR_1716
group26	R_HMR_1718
group26	R_HMR_1720
group26	R_HMR_1722
group26	R_HMR_1723
group26	R_HMR_1726
group26	R_HMR_1727
group26	R_HMR_1729
group26	R_HMR_1730
group26	R_HMR_1735
group26	R_HMR_1737
group26	R_HMR_1738
group26	R_HMR_1739
group26	R_HMR_1740
group26	R_HMR_1741
group26	R_HMR_1742
group26	R_HMR_1743
group26	R_HMR_1746
group26	R_HMR_1747
group26	R_HMR_1748
group26	R_HMR_1749
group26	R_HMR_1750
group26	R_HMR_1751
group26	R_HMR_1754
group26	R_HMR_1756
group26	R_HMR_1760
group26	R_HMR_1761
group26	R_HMR_1762
group26	R_HMR_1765
group26	R_HMR_1766
group26	R_HMR_1767
group26	R_HMR_1768
group26	R_HMR_1769
group26	R_HMR_1770
group26	R_HMR_1771
group26	R_HMR_1776
group26	R_HMR_1777
group26	R_HMR_1778
group26	R_HMR_1781
group26	R_HMR_1783
group26	R_HMR_1784
group26	R_HMR_1785
group26	R_HMR_1786
group26	R_HMR_1787
group26	R_HMR_1790
group26	R_HMR_1792
group26	R_HMR_1794
group26	R_HMR_1796
group26	R_HMR_1797
group26	R_HMR_1798
group26	R_HMR_1800
group26	R_HMR_1802
group26	R_HMR_1803
group26	R_HMR_1804
group26	R_HMR_1805
group26	R_HMR_1806
group26	R_HMR_1807
group26	R_HMR_1810
group26	R_HMR_1811
group26	R_HMR_1813
group26	R_HMR_1815
group26	R_HMR_1817
group26	R_HMR_1819
group26	R_HMR_1830
group26	R_HMR_1831
group26	R_HMR_1832
group26	R_HMR_1833
group26	R_HMR_1834
group26	R_HMR_1835
group26	R_HMR_1837
group26	R_HMR_1838
group26	R_HMR_1839
group26	R_HMR_1840
group26	R_HMR_1841
group26	R_HMR_1842
group26	R_HMR_1843
group26	R_HMR_1844
group26	R_HMR_1845
group26	R_HMR_1846
group26	R_HMR_3799
group26	R_HMR_3908
group26	R_HMR_3910
group26	R_HMR_3911
group26	R_HMR_4679
group26	R_HMR_8063
group26	R_HMR_8064
group26	R_HMR_8065
group26	R_HMR_8759
group26	R_HSD17B42x
group26	R_HSD17B4x
group26	R_LCA24GSc
group26	R_LCA24GSr
group26	R_LCA3GSc
group26	R_LCA3GSr
group26	R_LCASULT
group26	R_P45027A15m
group26	R_P45039A1r
group26	R_P45046A1r
group26	R_P4507B12r
group26	R_r0672
group26	R_RE1796C
group26	R_RE1796M
group26	R_RE1804C
group26	R_RE1804M
group26	R_RE1806C
group26	R_RE1807C
group26	R_RE1807M
group26	R_RE1809C
group26	R_RE1810M
group26	R_RE1811C
group26	R_RE1812C
group26	R_RE1826C
group26	R_RE1826M
group26	R_RE1827C
group26	R_RE1828C
group26	R_RE1829C
group26	R_RE1830C
group26	R_RE1835M
group26	R_RE1836C
group26	R_RE1836M
group26	R_RE1836X
group26	R_RE2625M
group26	R_RE2626C
group26	R_RE2626M
group26	R_RE2632C
group26	R_RE2633C
group26	R_RE2814M
group26	R_RE3251C
group26	R_RE3251M
group26	R_RE3252C
group26	R_RE3346C
group26	R_RE3346M
group26	R_RE3346R
group26	R_SCP2x
group26	R_TCASULT
group26	R_TCDCA6AH
group26	R_TCDCASULT
group26	R_TDCASULT
group26	R_TUDCASULT
group26	R_UDCASULT
group26	R_URSCHOLCOAc
group27	R_HMR_1847
group27	R_HMR_1848
group27	R_HMR_1853
group27	R_HMR_1862
group27	R_HMR_1863
group27	R_HMR_1864
group27	R_HMR_1865
group27	R_HMR_1866
group27	R_HMR_1867
group27	R_HMR_1868
group27	R_HMR_1870
group27	R_HMR_1872
group27	R_HMR_1874
group27	R_HMR_1875
group27	R_HMR_1876
group27	R_HMR_1877
group27	R_HMR_1879
group27	R_HMR_1880
group27	R_HMR_1881
group27	R_HMR_1882
group27	R_HMR_1883
group27	R_HMR_1884
group27	R_HMR_1885
group27	R_HMR_1886
group27	R_HMR_1887
group27	R_HMR_1888
group27	R_HMR_1889
group27	R_HMR_1890
group27	R_HMR_1891
group27	R_HMR_1892
group27	R_HMR_1893
group27	R_HMR_1894
group27	R_HMR_1896
group28	R_HMR_4160
group28	R_HMR_4162
group28	R_HMR_4163
group28	R_HMR_4165
group28	R_HMR_4166
group28	R_HMR_4167
group28	R_HMR_4169
group28	R_HMR_4170
group28	R_HMR_4523
group28	R_HMR_4539
group28	R_HMR_4540
group28	R_HMR_4541
group28	R_HMR_4542
group28	R_HMR_4543
group28	R_HMR_4544
group28	R_HMR_4816
group28	R_HMR_4817
group28	R_HMR_4818
group28	R_HMR_4833
group28	R_HMR_4834
group28	R_HMR_4835
group28	R_HMR_4836
group28	R_HMR_8538
group28	R_HMR_8738
group28	R_HMR_8739
group28	R_HMR_8740
group28	R_r0403
group29	R_APOC_LYS_BTNPm
group29	R_APOCFm
group29	R_BACCLm
group29	R_BTNDm
group29	R_BTNPLm
group29	R_HMR_7661
group29	R_HMR_7662
group29	R_HMR_7663
group29	R_HMR_7668
