key,prop,val,prop2,val2,prop3,val3,prop4,val4,prop5,val5,prop6,val6,prop7,val7,,
County Code:22,observationAbout,geoId/06043,,,,,,,,,,,,,,
County Code:22,observationAbout,geoId/06043,,,,,,,,,,,,,,
County Code:23,observationAbout,geoId/06045,,,,,,,,,,,,,,
County Code:23,observationAbout,geoId/06045,,,,,,,,,,,,,,
County Code:24,observationAbout,geoId/06047,,,,,,,,,,,,,,
County Code:24,observationAbout,geoId/06047,,,,,,,,,,,,,,
County Code:25,observationAbout,geoId/06049,,,,,,,,,,,,,,
County Code:25,observationAbout,geoId/06049,,,,,,,,,,,,,,
County Code:26,observationAbout,geoId/06051,,,,,,,,,,,,,,
County Code:26,observationAbout,geoId/06051,,,,,,,,,,,,,,
County Code:27,observationAbout,geoId/06053,,,,,,,,,,,,,,
County Code:27,observationAbout,geoId/06053,,,,,,,,,,,,,,
County Code:28,observationAbout,geoId/06055,,,,,,,,,,,,,,
County Code:28,observationAbout,geoId/06055,,,,,,,,,,,,,,
County Code:29,observationAbout,geoId/06057,,,,,,,,,,,,,,
County Code:29,observationAbout,geoId/06057,,,,,,,,,,,,,,
County Code:30,observationAbout,geoId/06059,,,,,,,,,,,,,,
County Code:30,observationAbout,geoId/06059,,,,,,,,,,,,,,
County Code:31,observationAbout,geoId/06061,,,,,,,,,,,,,,
County Code:31,observationAbout,geoId/06061,,,,,,,,,,,,,,
County Code:32,observationAbout,geoId/06063,,,,,,,,,,,,,,
County Code:32,observationAbout,geoId/06063,,,,,,,,,,,,,,
County Code:33,observationAbout,geoId/06065,,,,,,,,,,,,,,
County Code:33,observationAbout,geoId/06065,,,,,,,,,,,,,,
County Code:34,observationAbout,geoId/06067,,,,,,,,,,,,,,
County Code:34,observationAbout,geoId/06067,,,,,,,,,,,,,,
County Code:35,observationAbout,geoId/06069,,,,,,,,,,,,,,
County Code:35,observationAbout,geoId/06069,,,,,,,,,,,,,,
County Code:36,observationAbout,geoId/06071,,,,,,,,,,,,,,
County Code:36,observationAbout,geoId/06071,,,,,,,,,,,,,,
County Code:37,observationAbout,geoId/06073,,,,,,,,,,,,,,
County Code:37,observationAbout,geoId/06073,,,,,,,,,,,,,,
County Code:38,observationAbout,geoId/06075,,,,,,,,,,,,,,
County Code:38,observationAbout,geoId/06075,,,,,,,,,,,,,,
County Code:39,observationAbout,geoId/06077,,,,,,,,,,,,,,
County Code:39,observationAbout,geoId/06077,,,,,,,,,,,,,,
County Code:40,observationAbout,geoId/06079,,,,,,,,,,,,,,
County Code:40,observationAbout,geoId/06079,,,,,,,,,,,,,,
County Code:41,observationAbout,geoId/06081,,,,,,,,,,,,,,
County Code:41,observationAbout,geoId/06081,,,,,,,,,,,,,,
County Code:42,observationAbout,geoId/06083,,,,,,,,,,,,,,
County Code:42,observationAbout,geoId/06083,,,,,,,,,,,,,,
County Code:43,observationAbout,geoId/06085,,,,,,,,,,,,,,
County Code:43,observationAbout,geoId/06085,,,,,,,,,,,,,,
County Code:44,observationAbout,geoId/06087,,,,,,,,,,,,,,
County Code:44,observationAbout,geoId/06087,,,,,,,,,,,,,,
County Code:45,observationAbout,geoId/06089,,,,,,,,,,,,,,
County Code:45,observationAbout,geoId/06089,,,,,,,,,,,,,,
County Code:46,observationAbout,geoId/06091,,,,,,,,,,,,,,
County Code:46,observationAbout,geoId/06091,,,,,,,,,,,,,,
County Code:47,observationAbout,geoId/06093,,,,,,,,,,,,,,
County Code:47,observationAbout,geoId/06093,,,,,,,,,,,,,,
County Code:48,observationAbout,geoId/06095,,,,,,,,,,,,,,
County Code:48,observationAbout,geoId/06095,,,,,,,,,,,,,,
County Code:49,observationAbout,geoId/06097,,,,,,,,,,,,,,
County Code:49,observationAbout,geoId/06097,,,,,,,,,,,,,,
County Code:50,observationAbout,geoId/06099,,,,,,,,,,,,,,
County Code:50,observationAbout,geoId/06099,,,,,,,,,,,,,,
County Code:51,observationAbout,geoId/06101,,,,,,,,,,,,,,
County Code:51,observationAbout,geoId/06101,,,,,,,,,,,,,,
County Code:52,observationAbout,geoId/06103,,,,,,,,,,,,,,
County Code:52,observationAbout,geoId/06103,,,,,,,,,,,,,,
County Code:53,observationAbout,geoId/06105,,,,,,,,,,,,,,
County Code:53,observationAbout,geoId/06105,,,,,,,,,,,,,,
County Code:54,observationAbout,geoId/06107,,,,,,,,,,,,,,
County Code:54,observationAbout,geoId/06107,,,,,,,,,,,,,,
County Code:55,observationAbout,geoId/06109,,,,,,,,,,,,,,
County Code:55,observationAbout,geoId/06109,,,,,,,,,,,,,,
County Code:56,observationAbout,geoId/06111,,,,,,,,,,,,,,
County Code:56,observationAbout,geoId/06111,,,,,,,,,,,,,,
County Code:57,observationAbout,geoId/06113,,,,,,,,,,,,,,
County Code:57,observationAbout,geoId/06113,,,,,,,,,,,,,,
County Code:58,observationAbout,geoId/06115,,,,,,,,,,,,,,
County Code:58,observationAbout,geoId/06115,,,,,,,,,,,,,,
Grade:3,schoolGradeLevel,SchoolGrade3,,,,,,,,,,,,,,
Grade:03,schoolGradeLevel,SchoolGrade3,,,,,,,,,,,,,,
Grade:4,schoolGradeLevel,SchoolGrade4,,,,,,,,,,,,,,
Grade:04,schoolGradeLevel,SchoolGrade4,,,,,,,,,,,,,,
Grade:5,schoolGradeLevel,SchoolGrade5,,,,,,,,,,,,,,
Grade:05,schoolGradeLevel,SchoolGrade5,,,,,,,,,,,,,,
Grade:6,schoolGradeLevel,SchoolGrade6,,,,,,,,,,,,,,
Grade:06,schoolGradeLevel,SchoolGrade6,,,,,,,,,,,,,,
Grade:7,schoolGradeLevel,SchoolGrade7,,,,,,,,,,,,,,
Grade:07,schoolGradeLevel,SchoolGrade7,,,,,,,,,,,,,,
Grade:8,schoolGradeLevel,SchoolGrade8,,,,,,,,,,,,,,
Grade:08,schoolGradeLevel,SchoolGrade8,,,,,,,,,,,,,,
Grade:11,schoolGradeLevel,SchoolGrade11,,,,,,,,,,,,,,
Grade:11,schoolGradeLevel,SchoolGrade11,,,,,,,,,,,,,,
Grade:13,schoolGradeLevel,SchoolGrade13,,,,,,,,,,,,,,
Grade:13,schoolGradeLevel,SchoolGrade13,,,,,,,,,,,,,,
Test ID:1,schoolSubject,EnglishLanguageArts,,,,,,,,,,,,,,
Test ID:01,schoolSubject,EnglishLanguageArts,,,,,,,,,,,,,,
Test ID:2,schoolSubject,Mathematics,,,,,,,,,,,,,,
Test ID:02,schoolSubject,Mathematics,,,,,,,,,,,,,,
Student Group ID:3,gender,Male,,,,,,,,,,,,,,
Student Group ID:003,gender,Male,,,,,,,,,,,,,,
Student Group ID:4,gender,Female,,,,,,,,,,,,,,
Student Group ID:004,gender,Female,,,,,,,,,,,,,,
Student Group ID:6,languageFluencyLevel,InitialFluentProficient__ReclassifiedFluentProficient__OnlyEnglish,languageLearned,EnglishLearner,,,,,,,,,,,,
Student Group ID:006,languageFluencyLevel,InitialFluentProficient__ReclassifiedFluentProficient__OnlyEnglish,languageLearned,EnglishLearner,,,,,,,,,,,,
Student Group ID:7,languageFluencyLevel,InitialFluentProficient,languageLearned,EnglishLearner,,,,,,,,,,,,
Student Group ID:007,languageFluencyLevel,InitialFluentProficient,languageLearned,EnglishLearner,,,,,,,,,,,,
Student Group ID:8,languageFluencyLevel,ReclassifiedFluentProficient,languageLearned,EnglishLearner,,,,,,,,,,,,
Student Group ID:008,languageFluencyLevel,ReclassifiedFluentProficient,languageLearned,EnglishLearner,,,,,,,,,,,,
Student Group ID:28,socialVulnerabilityStatus,Migrant,,,,,,,,,,,,,,
Student Group ID:028,socialVulnerabilityStatus,Migrant,,,,,,,,,,,,,,
Student Group ID:29,socialVulnerabilityStatus,NotMigrant,,,,,,,,,,,,,,
Student Group ID:029,socialVulnerabilityStatus,NotMigrant,,,,,,,,,,,,,,
Student Group ID:31,socialVulnerabilityStatus,EconomicallyDisadvantaged,,,,,,,,,,,,,,
Student Group ID:031,socialVulnerabilityStatus,EconomicallyDisadvantaged,,,,,,,,,,,,,,
Student Group ID:50,armedForcesStatus,FamilyOfArmedForces,,,,,,,,,,,,,,
Student Group ID:050,armedForcesStatus,FamilyOfArmedForces,,,,,,,,,,,,,,
Student Group ID:51,armedForcesStatus,NotFamilyOfArmedForces,,,,,,,,,,,,,,
Student Group ID:051,armedForcesStatus,NotFamilyOfArmedForces,,,,,,,,,,,,,,
Student Group ID:52,socialVulnerabilityStatus,Homeless,,,,,,,,,,,,,,
Student Group ID:052,socialVulnerabilityStatus,Homeless,,,,,,,,,,,,,,
Student Group ID:53,socialVulnerabilityStatus,HavingHome,,,,,,,,,,,,,,
Student Group ID:053,socialVulnerabilityStatus,HavingHome,,,,,,,,,,,,,,
Student Group ID:74,race,BlackOrAfricanAmericanAlone,,,,,,,,,,,,,,
Student Group ID:074,race,BlackOrAfricanAmericanAlone,,,,,,,,,,,,,,
Student Group ID:75,race,AmericanIndianOrAlaskaNative,,,,,,,,,,,,,,
Student Group ID:075,race,AmericanIndianOrAlaskaNative,,,,,,,,,,,,,,
Student Group ID:76,race,Asian,,,,,,,,,,,,,,
Student Group ID:076,race,Asian,,,,,,,,,,,,,,
Student Group ID:77,race,Filipino,,,,,,,,,,,,,,
Student Group ID:077,race,Filipino,,,,,,,,,,,,,,
Student Group ID:78,race,HispanicOrLatino,,,,,,,,,,,,,,
Student Group ID:078,race,HispanicOrLatino,,,,,,,,,,,,,,
Student Group ID:79,race,NativeHawaiianOrOtherPacificIslanderAlone,,,,,,,,,,,,,,
Student Group ID:079,race,NativeHawaiianOrOtherPacificIslanderAlone,,,,,,,,,,,,,,
Student Group ID:80,race,White,,,,,,,,,,,,,,
Student Group ID:080,race,White,,,,,,,,,,,,,,
Student Group ID:90,parentEducationStatus,LessThanHighSchoolGraduate,,,,,,,,,,,,,,
Student Group ID:090,parentEducationStatus,LessThanHighSchoolGraduate,,,,,,,,,,,,,,
Student Group ID:91,parentEducationStatus,HighSchoolGraduateIncludesEquivalency,,,,,,,,,,,,,,
Student Group ID:091,parentEducationStatus,HighSchoolGraduateIncludesEquivalency,,,,,,,,,,,,,,
Student Group ID:92,parentEducationStatus,SomeCollegeNoDegree,,,,,,,,,,,,,,
Student Group ID:092,parentEducationStatus,SomeCollegeNoDegree,,,,,,,,,,,,,,
Student Group ID:93,parentEducationStatus,CollegeGraduate,,,,,,,,,,,,,,
Student Group ID:093,parentEducationStatus,CollegeGraduate,,,,,,,,,,,,,,
Student Group ID:94,parentEducationStatus,GraduateSchoolOrPostGraduate,,,,,,,,,,,,,,
Student Group ID:094,parentEducationStatus,GraduateSchoolOrPostGraduate,,,,,,,,,,,,,,
Student Group ID:99,disabilityStatus,NoDisability,,,,,,,,,,,,,,
Student Group ID:099,disabilityStatus,NoDisability,,,,,,,,,,,,,,
Student Group ID:111,socialVulnerabilityStatus,NotEconomicallyDisadvantaged,,,,,,,,,,,,,,
Student Group ID:111,socialVulnerabilityStatus,NotEconomicallyDisadvantaged,,,,,,,,,,,,,,
Student Group ID:120,languageLearned,EnglishLearner,languageLearningDuration,[- 12 Month],,,,,,,,,,,,
Student Group ID:120,languageLearned,EnglishLearner,languageLearningDuration,[- 12 Month],,,,,,,,,,,,
Student Group ID:121,parentEducationStatus,CA_DeclinedToState,,,,,,,,,,,,,,
Student Group ID:121,parentEducationStatus,CA_DeclinedToState,,,,,,,,,,,,,,
Student Group ID:128,disabilityStatus,WithDisability,,,,,,,,,,,,,,
Student Group ID:128,disabilityStatus,WithDisability,,,,,,,,,,,,,,
Student Group ID:142,languageLearned,EnglishLearner,languageLearningDuration,[12 - Month],,,,,,,,,,,,
Student Group ID:142,languageLearned,EnglishLearner,languageLearningDuration,[12 - Month],,,,,,,,,,,,
Student Group ID:144,race,TwoOrMoreRaces,,,,,,,,,,,,,,
Student Group ID:144,race,TwoOrMoreRaces,,,,,,,,,,,,,,
Student Group ID:160,languageLearned,English,languageLearningStatus,CurrentLearner,,,,,,,,,,,,
Student Group ID:160,languageLearned,English,languageLearningStatus,CurrentLearner,,,,,,,,,,,,
Student Group ID:170,languageLearned,English,languageLearningStatus,EverLearned,,,,,,,,,,,,
Student Group ID:170,languageLearned,English,languageLearningStatus,EverLearned,,,,,,,,,,,,
Student Group ID:180,languageLearned,OnlyEnglish,,,,,,,,,,,,,,
Student Group ID:180,languageLearned,OnlyEnglish,,,,,,,,,,,,,,
Student Group ID:190,languageLearned,English,languageLearningStatus,ToBeDetermined,,,,,,,,,,,,
Student Group ID:190,languageLearned,English,languageLearningStatus,ToBeDetermined,,,,,,,,,,,,
Student Group ID:200,race,BlackOrAfricanAmericanAlone,socialVulnerabilityStatus,EconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:200,race,BlackOrAfricanAmericanAlone,socialVulnerabilityStatus,EconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:201,race,AmericanIndianOrAlaskaNative,socialVulnerabilityStatus,EconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:201,race,AmericanIndianOrAlaskaNative,socialVulnerabilityStatus,EconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:202,race,Asian,socialVulnerabilityStatus,EconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:202,race,Asian,socialVulnerabilityStatus,EconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:203,race,Filipino,socialVulnerabilityStatus,EconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:203,race,Filipino,socialVulnerabilityStatus,EconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:204,race,HispanicOrLatino,socialVulnerabilityStatus,EconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:204,race,HispanicOrLatino,socialVulnerabilityStatus,EconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:205,race,NativeHawaiianOrOtherPacificIslanderAlone,socialVulnerabilityStatus,EconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:205,race,NativeHawaiianOrOtherPacificIslanderAlone,socialVulnerabilityStatus,EconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:206,race,White,socialVulnerabilityStatus,EconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:206,race,White,socialVulnerabilityStatus,EconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:207,race,TwoOrMoreRaces,socialVulnerabilityStatus,EconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:207,race,TwoOrMoreRaces,socialVulnerabilityStatus,EconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:220,race,BlackOrAfricanAmericanAlone,socialVulnerabilityStatus,NotEconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:220,race,BlackOrAfricanAmericanAlone,socialVulnerabilityStatus,NotEconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:221,race,AmericanIndianOrAlaskaNative,socialVulnerabilityStatus,NotEconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:221,race,AmericanIndianOrAlaskaNative,socialVulnerabilityStatus,NotEconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:222,race,Asian,socialVulnerabilityStatus,NotEconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:222,race,Asian,socialVulnerabilityStatus,NotEconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:223,race,Filipino,socialVulnerabilityStatus,NotEconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:223,race,Filipino,socialVulnerabilityStatus,NotEconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:224,race,HispanicOrLatino,socialVulnerabilityStatus,NotEconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:224,race,HispanicOrLatino,socialVulnerabilityStatus,NotEconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:225,race,NativeHawaiianOrOtherPacificIslanderAlone,socialVulnerabilityStatus,NotEconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:225,race,NativeHawaiianOrOtherPacificIslanderAlone,socialVulnerabilityStatus,NotEconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:226,race,White,socialVulnerabilityStatus,NotEconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:226,race,White,socialVulnerabilityStatus,NotEconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:227,race,TwoOrMoreRaces,socialVulnerabilityStatus,NotEconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:227,race,TwoOrMoreRaces,socialVulnerabilityStatus,NotEconomicallyDisadvantaged,,,,,,,,,,,,
Student Group ID:240,socialVulnerabilityStatus,Foster,,,,,,,,,,,,,,
Student Group ID:240,socialVulnerabilityStatus,Foster,,,,,,,,,,,,,,
Student Group ID:241,socialVulnerabilityStatus,NotFoster,,,,,,,,,,,,,,
Student Group ID:241,socialVulnerabilityStatus,NotFoster,,,,,,,,,,,,,,
Student Group ID:243,languageLearned,English,languageLearningAgeGroup,Adult,,,,,,,,,,,,
Student Group ID:243,languageLearned,English,languageLearningAgeGroup,Adult,,,,,,,,,,,,
Total Students Tested with Scores,value,{Number},populationType,Student,statType,measuredValue,measuredProperty,count,,,,,,,,
Mean Scale Score,value,{Number},populationType,Student,statType,meanValue,measuredProperty,assessmentScore,,,,,,,,
Percentage Standard Exceeded,value,{Number},populationType,Student,statType,measuredValue,measuredProperty,count,educationalAchievementLevel,CA_StandardExceeded,measurementDenominator,-educationalAchievementLevel,scalingFactor,100,unit,Percent
Percentage Standard Met,value,{Number},populationType,Student,statType,measuredValue,measuredProperty,count,educationalAchievementLevel,CA_StandardMet,measurementDenominator,-educationalAchievementLevel,scalingFactor,100,unit,Percent
Percentage Standard Met and Above,value,{Number},populationType,Student,statType,measuredValue,measuredProperty,count,educationalAchievementLevel,CA_StandardMetAndAbove,measurementDenominator,-educationalAchievementLevel,scalingFactor,100,unit,Percent
Percentage Standard Nearly Met,value,{Number},populationType,Student,statType,measuredValue,measuredProperty,count,educationalAchievementLevel,CA_StandardNearlyMet,measurementDenominator,-educationalAchievementLevel,scalingFactor,100,unit,Percent
Percentage Standard Not Met,value,{Number},populationType,Student,statType,measuredValue,measuredProperty,count,educationalAchievementLevel,CA_StandardNotMet,measurementDenominator,-educationalAchievementLevel,scalingFactor,100,unit,Percent
