"NumPlaces","observationPeriods","ScalingFactors","MeasurementMethods","StatVar","Units","MinDate"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_45Years_Male_AsianAlone","[]","2000"
"3212","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, CensusPEPSurvey_RaceUpto1999, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_55To59Years_Female_BlackOrAfricanAmericanAlone","[]","1970"
"3212","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_0To4Years_AmericanIndianAndAlaskaNativeAlone","[]","1990"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_13Years_Male_BlackOrAfricanAmericanAlone","[]","1960"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_100Years_Male_AsianOrPacificIslander","[]","1980"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_90Years_Male_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_57Years_Male_BlackOrAfricanAmericanAlone","[]","1960"
"3231","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_10To14Years_WhiteAlone","[]","1970"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_65To69Years_Female_NotHispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"1","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_91Years_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"3231","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_65To69Years_WhiteAlone","[]","1970"
"3195","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_0Years_Female_TwoOrMoreRaces","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_35Years_WhiteAlone","[]","1900"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_23Years_Female_WhiteAlone","[]","1900"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_58Years_BlackOrAfricanAmericanAlone","[]","1960"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate, CensusPEPSurvey]","Count_Person_36Years_Male","[]","1900"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate, CensusPEPSurvey]","Count_Person_8Years_Female","[]","1900"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_80Years_Male_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate, CensusPEPSurvey]","Count_Person_2Years_Female","[]","1900"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_76Years_Male_WhiteAlone","[]","1940"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_50To54Years_Female_NotHispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_7Years_Female_AsianOrPacificIslander","[]","1980"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_20To24Years_Female_NotHispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_99Years_Female_WhiteAlone","[]","1980"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_68Years_Female_AsianOrPacificIslander","[]","1980"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_35To39Years_Male_NotHispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_26Years_Female_BlackOrAfricanAmericanAlone","[]","1960"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_80To84Years_Female_HispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_30Years_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_83Years_WhiteAlone","[]","1940"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_47Years_Male_AsianAlone","[]","2000"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_55Years_Male_AsianOrPacificIslander","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_17Years_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_51Years_Female_BlackOrAfricanAmericanAlone","[]","1960"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_72Years_BlackOrAfricanAmericanAlone","[]","1960"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_52Years_Male_BlackOrAfricanAmericanAlone","[]","1960"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_56Years_Female_AsianOrPacificIslander","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_24Years_Male_TwoOrMoreRaces","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_57Years_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_0To4Years_Male_AsianAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_9Years_AsianOrPacificIslander","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_71Years_WhiteAlone","[]","1900"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_30To34Years_Male_NotHispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_7Years_Male_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_40To44Years_Male_HispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_25To29Years_Male_HispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_2Years_Female_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"3208","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_35To39Years_TwoOrMoreRaces","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_3Years_Female_BlackOrAfricanAmericanAlone","[]","1960"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_78Years_Female_BlackOrAfricanAmericanAlone","[]","1960"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_63Years_Male_NonWhite","[]","1900"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_13Years_Female_TwoOrMoreRaces","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_76Years_Male_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_92Years_Male_BlackOrAfricanAmericanAlone","[]","1980"
"3231","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate, CensusPEPSurvey]","Count_Person_45To49Years_Male","[]","1970"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate, CensusPEPSurvey]","Count_Person_45Years_Male","[]","1900"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_18Years_Male_BlackOrAfricanAmericanAlone","[]","1960"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_7Years_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"3208","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_65To69Years_TwoOrMoreRaces","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_65Years_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_12Years_NonWhite","[]","1900"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_1Years_Female_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_65To69Years_Female_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_79Years_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_15Years_BlackOrAfricanAmericanAlone","[]","1960"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_52Years_Male_NonWhite","[]","1900"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate, CensusPEPSurvey]","Count_Person_24Years_Male","[]","1900"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate, CensusPEPSurvey]","Count_Person_11Years_Male","[]","1900"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_65To69Years_Female_AsianAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"3143","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_1To4Years_Female_TwoOrMoreRaces","[]","2000"
"3212","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_10To14Years_Male_WhiteAlone","[]","1970"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_18Years_Female_NonWhite","[]","1900"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_98Years_Male_AsianOrPacificIslander","[]","1980"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_13Years_NonWhite","[]","1900"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_70To74Years_Male_HispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"3212","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, CensusPEPSurvey_RaceUpto1999]","Count_Person_40To44Years_Male_AmericanIndianAndAlaskaNativeAlone","[]","1990"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_49Years_Male_AsianAlone","[]","2000"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_84Years_Female_AsianOrPacificIslander","[]","1980"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_65To69Years_Male_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_25Years_Female_TwoOrMoreRaces","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_6Years_Male_TwoOrMoreRaces","[]","2000"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_20To24Years_Female_HispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_79Years_Female_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_79Years_Female_AsianAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_9Years_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_34Years_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate, CensusPEPSurvey]","Count_Person_32Years_Male","[]","1900"
"3231","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_25To29Years_WhiteAlone","[]","1970"
"3143","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_1To4Years_WhiteAlone","[]","2000"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_84Years_NonWhite","[]","1940"
"3141","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_25To29Years_Male_AsianOrPacificIslander","[]","1990"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_65To69Years_Female_HispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_62Years_Female_WhiteAlone","[]","1900"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_14Years_BlackOrAfricanAmericanAlone","[]","1960"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_20To24Years_Female_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"3212","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_15To19Years_AmericanIndianAndAlaskaNativeAlone","[]","1990"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_81Years_Male_TwoOrMoreRaces","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_34Years_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_35To39Years_Male_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_68Years_Female_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_18Years_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_82Years_Male_WhiteAlone","[]","1940"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_51Years_Male_AsianAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_32Years_Female_TwoOrMoreRaces","[]","2000"
"3143","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_1To4Years_TwoOrMoreRaces","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_3Years_AsianAlone","[]","2000"
"3212","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_60To64Years_Male_WhiteAlone","[]","1970"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_62Years_Male_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"3141","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_15To19Years_Female_AsianOrPacificIslander","[]","1990"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_11Years_Male_AsianOrPacificIslander","[]","1980"
"3208","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_5To9Years_Female_AsianAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_74Years_Female_BlackOrAfricanAmericanAlone","[]","1960"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_57Years_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"3208","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_15To19Years_AsianAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_17Years_Female_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_35Years_Female_NonWhite","[]","1900"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_45Years_Female_AsianAlone","[]","2000"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_10To14Years_Male_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_65Years_Male_TwoOrMoreRaces","[]","2000"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_60To64Years_Female_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_71Years_BlackOrAfricanAmericanAlone","[]","1960"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_15To19Years_Male_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_5To9Years_Female_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"3208","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_80To84Years_Male_TwoOrMoreRaces","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_75Years_AsianAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_26Years_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate, CensusPEPSurvey]","Count_Person_5Years_Female","[]","1900"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_65Years_Female_WhiteAlone","[]","1900"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_59Years_BlackOrAfricanAmericanAlone","[]","1960"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_60Years_Female_AsianOrPacificIslander","[]","1980"
"3141","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_35To39Years_AsianOrPacificIslander","[]","1990"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_35Years_Female_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_88Years_Female_BlackOrAfricanAmericanAlone","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_42Years_Female_AsianAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_54Years_AsianAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_68Years_Male_WhiteAlone","[]","1900"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_15To19Years_Female_NotHispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_55Years_Male_AsianAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_75Years_Female_TwoOrMoreRaces","[]","2000"
"3208","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_45To49Years_Female_AsianAlone","[]","2000"
"3231","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate, CensusPEPSurvey]","Count_Person_40To44Years_Male","[]","1970"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_57Years_Female_WhiteAlone","[]","1900"
"3208","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_75To79Years_Male_TwoOrMoreRaces","[]","2000"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_25To29Years_Male_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_20Years_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"3212","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, CensusPEPSurvey_RaceUpto1999]","Count_Person_35To39Years_Male_AmericanIndianAndAlaskaNativeAlone","[]","1990"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_42Years_Female_BlackOrAfricanAmericanAlone","[]","1960"
"1","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_100Years_AsianOrPacificIslander","[]","1980"
