observationAbout,observationDate,variableMeasured,value,unit,scalingFactor,observationPeriod,measurementMethod
dcid:country/NGA,1997-11,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,2943.54,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1997-12,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,2941.4,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1998-01,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,2935.67,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1998-02,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,2946.44,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1998-03,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,2990.57,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1998-04,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3061.24,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1998-05,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3095.2,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1998-06,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3204.67,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1998-07,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3296.26,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1998-08,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3282.2,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1998-09,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3211.28,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1998-10,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3211.38,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1998-11,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3263.15,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1998-12,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3291.8,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1999-01,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3355.1,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1999-02,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3370.02,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1999-03,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3395.7,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1999-04,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3415.64,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1999-05,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3446.79,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1999-06,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3469.93,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1999-07,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3427.52,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1999-08,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3307.2,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1999-09,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3283.07,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1999-10,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3258.8,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1999-11,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3261.78,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,1999-12,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3299.16,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2000-01,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3271.69,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2000-02,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3311.59,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2000-03,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3347.24,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2000-04,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3414,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2000-05,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3521.66,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2000-06,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3673.63,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2000-07,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3656.08,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2000-08,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3740.35,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2000-09,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3792.38,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2000-10,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3815.49,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2000-11,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3763.32,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2000-12,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3778.43,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2001-01,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3848.89,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2001-02,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3927.33,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2001-03,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,3956.42,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2001-04,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,4207.11,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2001-05,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,4330.21,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2001-06,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,4263.54,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2001-07,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,4350.73,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2001-08,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,4440.22,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2001-09,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,4517.33,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2001-10,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,4553.09,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2001-11,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,4419.24,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2001-12,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,4401.68,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2002-01,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,4562.94,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2002-02,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,4634.03,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2002-03,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,4644.14,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2002-04,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,4744.12,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2002-05,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,4771.07,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2002-06,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,4784.68,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2002-07,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,5028.24,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2002-08,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,4985.55,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2002-09,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,4967.92,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2002-10,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,4797.64,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2002-11,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,4956.21,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2002-12,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,4937.3,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2003-01,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,5046.21,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2003-02,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,4971,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2003-03,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,4916.38,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2003-04,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,5136.34,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2003-05,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,5184.85,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2003-06,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,5454.46,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2003-07,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,5677.41,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2003-08,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,5604.82,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2003-09,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,5879.62,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2003-10,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,5926.28,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2003-11,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,6009.24,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2003-12,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,6112.94,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2004-01,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,6175.16,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2004-02,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,6206.27,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2004-03,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,6020.65,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2004-04,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,6037.24,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2004-05,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,6211.45,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2004-06,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,6221.82,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2004-07,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,6284.04,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2004-08,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,6335.89,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2004-09,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,6418.84,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2004-10,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,6564.02,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2004-11,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,6615.87,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2004-12,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,6729.94,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2005-01,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,6783.86,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2005-02,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,6884.96,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2005-03,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,6999.55,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2005-04,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,7118.8,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2005-05,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,7253.61,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2005-06,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,7378.04,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2005-07,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,7927.64,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2005-08,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8124.66,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2005-09,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,7979.48,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2005-10,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,7787.64,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2005-11,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,7616.54,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2005-12,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,7502.48,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2006-01,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,7512.85,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2006-02,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,7631.06,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2006-03,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,7842.6,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2006-04,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8015.78,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2006-05,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8020.96,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2006-06,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8005.41,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2006-07,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8166.14,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2006-08,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8425.38,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2006-09,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8477.23,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2006-10,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8264.65,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2006-11,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8207.62,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2006-12,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8145.4,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2007-01,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8109.11,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2007-02,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8171.32,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2007-03,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8254.28,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2007-04,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8352.79,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2007-05,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8394.27,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2007-06,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8518.71,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2007-07,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8560.19,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2007-08,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8783.14,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2007-09,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8824.61,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2007-10,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8643.14,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2007-11,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8632.78,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2007-12,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8679.44,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2008-01,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8803.88,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2008-02,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8829.8,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2008-03,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,8897.2,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2008-04,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,9037.19,IndexPointBasePeriodSeptember1985Equals100,,P1M,
dcid:country/NGA,2008-05,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_AllItems,9208.29,IndexPointBasePeriodSeptember1985Equals100,,P1M,
