observationAbout,observationDate,variableMeasured,value,unit,scalingFactor,observationPeriod,measurementMethod
dcid:country/NGA,2013-09,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,134.38,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-10,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,135.45,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-11,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,136.14,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-12,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,136.85,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-01,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,137.03,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-02,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,137.7,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-03,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,138.19,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-04,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,138.7,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-05,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,139.87,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-06,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,140.52,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-07,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,141.78,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-08,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,142.71,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-09,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,143.17,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-10,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,144.21,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-11,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,144.56,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-12,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,145.38,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-01,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,146.37,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-02,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,147.53,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-03,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,148.16,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-04,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,148.9,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-05,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,150.26,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-06,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,150.74,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-07,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,151.6,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-08,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,152.37,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-09,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,153.15,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-10,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,153.55,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-11,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,154.12,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-12,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,155.27,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-01,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,156.06,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-02,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,157.86,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-03,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,158.79,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-04,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,159.75,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-05,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,162.88,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-06,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,165.7,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-07,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,166.79,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-08,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,167.61,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-09,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,168.89,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-10,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Urban,170.18,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-10,dcid:GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_DentalServices_Urban,0.76,,,P1M,
dcid:country/NGA,2011-02,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,108.81,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-03,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,109.93,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-04,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,110.21,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-05,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,113.7,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-06,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,113.9,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-07,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,114.19,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-08,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,105.81,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-09,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,120.65,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-10,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,120.74,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-11,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,120.83,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-12,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,121.18,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-01,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,124.29,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-02,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,124.38,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-03,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,121.44,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-04,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,121.98,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-05,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,122.43,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-06,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,122.37,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-07,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,122.79,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-08,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,124.22,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-09,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,124.49,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-10,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,125.19,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-11,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,125.78,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-12,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,126.38,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-01,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,127.15,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-02,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,128.34,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-03,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,128.64,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-04,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,131.19,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-05,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,132.89,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-06,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,132.98,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-07,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,133.15,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-08,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,133.27,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-09,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,133.75,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-10,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,134.72,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-11,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,135.19,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-12,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,135.64,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-01,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,136.27,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-02,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,136.69,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-03,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,137.73,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-04,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,138.43,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-05,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,139.25,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-06,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,140.42,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-07,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,141.4,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-08,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,142.33,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-09,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,142.51,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-10,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,142.66,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-11,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,143.54,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-12,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,144.45,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-01,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,145.23,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-02,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,146.34,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-03,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,147.23,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-04,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,148.02,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-05,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,149.48,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-06,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,150.42,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-07,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,151.21,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-08,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,151.86,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-09,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,152.68,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-10,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,153.07,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-11,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,153.65,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-12,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,154.73,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-01,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,155.35,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-02,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,156.16,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-03,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,158.23,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-04,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,160.71,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-05,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,162.81,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-06,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,165.41,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-07,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,166.59,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-08,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,167.45,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-09,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,168.66,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-10,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_DentalServices_Rural,169.95,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-10,dcid:GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_DentalServices_Rural,0.76,,,P1M,
dcid:country/NGA,2009-12,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,101.76,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-01,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,103.69,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-02,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,105.93,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-03,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,104.76,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-04,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,107.03,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-05,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,106.44,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-06,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,111.47,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-07,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,113.14,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-08,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,116.32,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-09,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,111.35,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-10,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,113.31,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-11,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,108.89,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-12,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,110.07,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-01,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,126.23,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-02,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,127.46,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-03,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,127.78,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-04,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,130.69,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-05,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,131.24,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-06,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,131.33,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-07,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,132.61,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-08,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,132.93,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-09,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,133.04,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-10,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,134.51,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-11,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,134.98,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-12,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,135.72,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-01,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,137.91,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-02,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,137.92,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-03,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,134.22,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-04,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,134.02,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-05,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,134.78,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-06,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,134.84,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-07,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,134.81,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-08,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,135.22,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-09,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,135.73,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-10,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,136.34,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-11,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,136.89,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-12,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,137.37,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-01,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,137.58,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-02,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,138.66,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-03,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,139.97,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-04,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,141.25,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-05,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,142.12,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-06,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,142.79,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-07,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,143.23,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-08,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,143.38,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-09,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,143.9,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-10,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,145.01,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-11,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,145.8,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-12,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,146.25,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-01,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,147.44,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-02,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,147.9,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-03,dcid:CompositeConsumerPriceIndex_ConsumerGoodsAndServices_ParamedicalServices,148.96,IndexPointBasePeriodNovember2009Equals100,,P1M,
