key,p1,v1,p2,v2,p3,v3,p4,v4,p5,v5,p6,v6
Region Furesø,observationAbout,wikidataId/Q503138,#Header,observationAbout,,,,,,,,
Region Gribskov,observationAbout,wikidataId/Q494827,#Header,observationAbout,,,,,,,,
Region Halsnæs,observationAbout,wikidataId/Q505130,#Header,observationAbout,,,,,,,,
Region Helsingør,observationAbout,wikidataId/Q26881,#Header,observationAbout,,,,,,,,
Region Hillerød,observationAbout,wikidataId/Q27425,#Header,observationAbout,,,,,,,,
Region Hørsholm,observationAbout,wikidataId/Q20835,#Header,observationAbout,,,,,,,,
Region Rudersdal,observationAbout,wikidataId/Q511949,#Header,observationAbout,,,,,,,,
Region Bornholm,observationAbout,wikidataId/Q2598329,#Header,observationAbout,,,,,,,,
Region Christiansø,observationAbout,wikidataId/Q1896595,#Header,observationAbout,,,,,,,,
Region Region Sjælland,observationAbout,nuts/DK02,#Header,observationAbout,,,,,,,,
Region Greve,observationAbout,wikidataId/Q504977,#Header,observationAbout,,,,,,,,
Region Køge,observationAbout,wikidataId/Q21184,#Header,observationAbout,,,,,,,,
Region Lejre,observationAbout,wikidataId/Q505369,#Header,observationAbout,,,,,,,,
Region Roskilde,observationAbout,wikidataId/Q26563,#Header,observationAbout,,,,,,,,
Region Solrød,observationAbout,wikidataId/Q499469,#Header,observationAbout,,,,,,,,
Region Faxe,observationAbout,wikidataId/Q777334,#Header,observationAbout,,,,,,,,
Region Guldborgsund,observationAbout,wikidataId/Q510997,#Header,observationAbout,,,,,,,,
Region Holbæk,observationAbout,wikidataId/Q28042,#Header,observationAbout,,,,,,,,
Region Kalundborg,observationAbout,wikidataId/Q204957,#Header,observationAbout,,,,,,,,
Region Lolland,observationAbout,wikidataId/Q670153,#Header,observationAbout,,,,,,,,
Region Næstved,observationAbout,wikidataId/Q21178,#Header,observationAbout,,,,,,,,
Region Odsherred,observationAbout,wikidataId/Q1425064,#Header,observationAbout,,,,,,,,
Region Ringsted,observationAbout,geoId/1967170,#Header,observationAbout,,,,,,,,
Region Slagelse,observationAbout,wikidataId/Q3414556,#Header,observationAbout,,,,,,,,
Region Sorø,observationAbout,wikidataId/Q27858,#Header,observationAbout,,,,,,,,
Region Stevns,observationAbout,wikidataId/Q503153,#Header,observationAbout,,,,,,,,
Region Vordingborg,observationAbout,wikidataId/Q2608258,#Header,observationAbout,,,,,,,,
Region Region Syddanmark,observationAbout,nuts/DK03,#Header,observationAbout,,,,,,,,
Region Assens,observationAbout,wikidataId/Q43225,#Header,observationAbout,,,,,,,,
Region Faaborg-Midtfyn,observationAbout,wikidataId/Q27976,#Header,observationAbout,,,,,,,,
Region Kerteminde,observationAbout,wikidataId/Q29969,#Header,observationAbout,,,,,,,,
Region Langeland,observationAbout,wikidataId/Q27524,#Header,observationAbout,,,,,,,,
Region Middelfart,observationAbout,wikidataId/Q613441,#Header,observationAbout,,,,,,,,
Region Nordfyns,observationAbout,wikidataId/Q20770,#Header,observationAbout,,,,,,,,
Region Nyborg,observationAbout,wikidataId/Q3530435,#Header,observationAbout,,,,,,,,
Region Odense,observationAbout,wikidataId/Q25331,#Header,observationAbout,,,,,,,,
Region Svendborg,observationAbout,wikidataId/Q28031,#Header,observationAbout,,,,,,,,
Region Ærø,observationAbout,wikidataId/Q21104,#Header,observationAbout,,,,,,,,
Region Billund,observationAbout,wikidataId/Q1701099,#Header,observationAbout,,,,,,,,
Region Esbjerg,observationAbout,wikidataId/Q26234,#Header,observationAbout,,,,,,,,
Region Fanø,observationAbout,wikidataId/Q493285,#Header,observationAbout,,,,,,,,
Region Fredericia,observationAbout,wikidataId/Q21181,#Header,observationAbout,,,,,,,,
Region Haderslev,observationAbout,wikidataId/Q29868,#Header,observationAbout,,,,,,,,
Region Kolding,observationAbout,wikidataId/Q27119,#Header,observationAbout,,,,,,,,
Region Sønderborg,observationAbout,wikidataId/Q21179,#Header,observationAbout,,,,,,,,
Region Tønder,observationAbout,wikidataId/Q3223979,#Header,observationAbout,,,,,,,,
Region Varde,observationAbout,wikidataId/Q2048321,#Header,observationAbout,,,,,,,,
Region Vejen,observationAbout,wikidataId/Q1016313,#Header,observationAbout,,,,,,,,
Region Vejle,observationAbout,wikidataId/Q27116,#Header,observationAbout,,,,,,,,
Region Aabenraa,observationAbout,wikidataId/Q154897,#Header,observationAbout,,,,,,,,
Region Region Midtjylland,observationAbout,nuts/DK04,#Header,observationAbout,,,,,,,,
Region Favrskov,observationAbout,wikidataId/Q512550,#Header,observationAbout,,,,,,,,
Region Hedensted,observationAbout,wikidataId/Q3500912,#Header,observationAbout,,,,,,,,
Region Horsens,observationAbout,wikidataId/Q190235,#Header,observationAbout,,,,,,,,
Region Norddjurs,observationAbout,wikidataId/Q505156,#Header,observationAbout,,,,,,,,
Region Odder,observationAbout,wikidataId/Q500058,#Header,observationAbout,,,,,,,,
Region Randers,observationAbout,wikidataId/Q27168,#Header,observationAbout,,,,,,,,
Region Samsø,observationAbout,wikidataId/Q513256,#Header,observationAbout,,,,,,,,
Region Silkeborg,observationAbout,wikidataId/Q21180,#Header,observationAbout,,,,,,,,
Region Skanderborg,observationAbout,wikidataId/Q503379,#Header,observationAbout,,,,,,,,
Region Syddjurs,observationAbout,wikidataId/Q512581,#Header,observationAbout,,,,,,,,
Region Aarhus,observationAbout,wikidataId/Q25319,#Header,observationAbout,,,,,,,,
Region Herning,observationAbout,wikidataId/Q27393,#Header,observationAbout,,,,,,,,
Region Holstebro,observationAbout,wikidataId/Q27678,#Header,observationAbout,,,,,,,,
Region Ikast-Brande,observationAbout,wikidataId/Q512595,#Header,observationAbout,,,,,,,,
Region Lemvig,observationAbout,wikidataId/Q502632,#Header,observationAbout,,,,,,,,
Region Ringkøbing-Skjern,observationAbout,wikidataId/Q514777,#Header,observationAbout,,,,,,,,
Region Skive,observationAbout,wikidataId/Q1019470,#Header,observationAbout,,,,,,,,
Region Struer,observationAbout,wikidataId/Q1797189,#Header,observationAbout,,,,,,,,
Region Viborg,observationAbout,wikidataId/Q21176,#Header,observationAbout,,,,,,,,
Region Region Nordjylland,observationAbout,nuts/DK05,#Header,observationAbout,,,,,,,,
Region Brønderslev,observationAbout,wikidataId/Q995880,#Header,observationAbout,,,,,,,,
Region Frederikshavn,observationAbout,wikidataId/Q27452,#Header,observationAbout,,,,,,,,
Region Hjørring,observationAbout,wikidataId/Q21185,#Header,observationAbout,,,,,,,,
Region Jammerbugt,observationAbout,wikidataId/Q503222,#Header,observationAbout,,,,,,,,
Region Læsø,observationAbout,wikidataId/Q498457,#Header,observationAbout,,,,,,,,
Region Mariagerfjord,observationAbout,wikidataId/Q512528,#Header,observationAbout,,,,,,,,
Region Morsø,observationAbout,wikidataId/Q502770,#Header,observationAbout,,,,,,,,
Region Rebild,observationAbout,wikidataId/Q1980751,#Header,observationAbout,,,,,,,,
Region Thisted,observationAbout,wikidataId/Q1008152,#Header,observationAbout,,,,,,,,
Region Vesthimmerlands,observationAbout,wikidataId/Q511975,#Header,observationAbout,,,,,,,,
Region Aalborg,observationAbout,wikidataId/Q25410,#Header,observationAbout,,,,,,,,
,,,,,,,,,,,,
0 years,age,Years 0,,,,,,,,,,
1 year,age,Years 1,,,,,,,,,,
2 years,age,Years 2,,,,,,,,,,
3 years,age,Years 3,,,,,,,,,,
4 years,age,Years 4,,,,,,,,,,
5 years,age,Years 5,,,,,,,,,,
6 years,age,Years 6,,,,,,,,,,
7 years,age,Years 7,,,,,,,,,,
8 years,age,Years 8,,,,,,,,,,
9 years,age,Years 9,,,,,,,,,,
10 years,age,Years 10,,,,,,,,,,
11 years,age,Years 11,,,,,,,,,,
12 years,age,Years 12,,,,,,,,,,
13 years,age,Years 13,,,,,,,,,,
14 years,age,Years 14,,,,,,,,,,
15 years,age,Years 15,,,,,,,,,,
16 years,age,Years 16,,,,,,,,,,
17 years,age,Years 17,,,,,,,,,,
18 years,age,Years 18,,,,,,,,,,
19 years,age,Years 19,,,,,,,,,,
20 years,age,Years 20,,,,,,,,,,
21 years,age,Years 21,,,,,,,,,,
22 years,age,Years 22,,,,,,,,,,
23 years,age,Years 23,,,,,,,,,,
24 years,age,Years 24,,,,,,,,,,
25 years,age,Years 25,,,,,,,,,,
26 years,age,Years 26,,,,,,,,,,
27 years,age,Years 27,,,,,,,,,,
28 years,age,Years 28,,,,,,,,,,
29 years,age,Years 29,,,,,,,,,,
30 years,age,Years 30,,,,,,,,,,
31 years,age,Years 31,,,,,,,,,,
32 years,age,Years 32,,,,,,,,,,
33 years,age,Years 33,,,,,,,,,,
34 years,age,Years 34,,,,,,,,,,
35 years,age,Years 35,,,,,,,,,,
36 years,age,Years 36,,,,,,,,,,
37 years,age,Years 37,,,,,,,,,,
38 years,age,Years 38,,,,,,,,,,
39 years,age,Years 39,,,,,,,,,,
40 years,age,Years 40,,,,,,,,,,
41 years,age,Years 41,,,,,,,,,,
42 years,age,Years 42,,,,,,,,,,
43 years,age,Years 43,,,,,,,,,,
44 years,age,Years 44,,,,,,,,,,
45 years,age,Years 45,,,,,,,,,,
46 years,age,Years 46,,,,,,,,,,
47 years,age,Years 47,,,,,,,,,,
48 years,age,Years 48,,,,,,,,,,
49 years,age,Years 49,,,,,,,,,,
50 years,age,Years 50,,,,,,,,,,
51 years,age,Years 51,,,,,,,,,,
52 years,age,Years 52,,,,,,,,,,
53 years,age,Years 53,,,,,,,,,,
54 years,age,Years 54,,,,,,,,,,
55 years,age,Years 55,,,,,,,,,,
56 years,age,Years 56,,,,,,,,,,
57 years,age,Years 57,,,,,,,,,,
58 years,age,Years 58,,,,,,,,,,
59 years,age,Years 59,,,,,,,,,,
60 years,age,Years 60,,,,,,,,,,
61 years,age,Years 61,,,,,,,,,,
62 years,age,Years 62,,,,,,,,,,
63 years,age,Years 63,,,,,,,,,,
64 years,age,Years 64,,,,,,,,,,
65 years,age,Years 65,,,,,,,,,,
66 years,age,Years 66,,,,,,,,,,
67 years,age,Years 67,,,,,,,,,,
68 years,age,Years 68,,,,,,,,,,
69 years,age,Years 69,,,,,,,,,,
70 years,age,Years 70,,,,,,,,,,
71 years,age,Years 71,,,,,,,,,,
72 years,age,Years 72,,,,,,,,,,
73 years,age,Years 73,,,,,,,,,,
74 years,age,Years 74,,,,,,,,,,
75 years,age,Years 75,,,,,,,,,,
76 years,age,Years 76,,,,,,,,,,
77 years,age,Years 77,,,,,,,,,,
78 years,age,Years 78,,,,,,,,,,
79 years,age,Years 79,,,,,,,,,,
80 years,age,Years 80,,,,,,,,,,
81 years,age,Years 81,,,,,,,,,,
82 years,age,Years 82,,,,,,,,,,
83 years,age,Years 83,,,,,,,,,,
84 years,age,Years 84,,,,,,,,,,
85 years,age,Years 85,,,,,,,,,,
86 years,age,Years 86,,,,,,,,,,
87 years,age,Years 87,,,,,,,,,,
88 years,age,Years 88,,,,,,,,,,
89 years,age,Years 89,,,,,,,,,,
90 years,age,Years 90,,,,,,,,,,
91 years,age,Years 91,,,,,,,,,,
92 years,age,Years 92,,,,,,,,,,
93 years,age,Years 93,,,,,,,,,,
94 years,age,Years 94,,,,,,,,,,
95 years,age,Years 95,,,,,,,,,,
96 years,age,Years 96,,,,,,,,,,
97 years,age,Years 97,,,,,,,,,,
98 years,age,Years 98,,,,,,,,,,
99 years,age,Years 99,,,,,,,,,,
100 years,age,Years 100,,,,,,,,,,
101 years,age,Years 101,,,,,,,,,,
102 years,age,Years 102,,,,,,,,,,
103 years,age,Years 103,,,,,,,,,,
104 years,age,Years 104,,,,,,,,,,
105 years,age,Years 105,,,,,,,,,,
106 years,age,Years 106,,,,,,,,,,
107 years,age,Years 107,,,,,,,,,,
108 years,age,Years 108,,,,,,,,,,
109 years,age,Years 109,,,,,,,,,,
110 years,age,Years 110,,,,,,,,,,
111 years,age,Years 111,,,,,,,,,,
112 years,age,Years 112,,,,,,,,,,
113 years,age,Years 113,,,,,,,,,,
114 years,age,Years 114,,,,,,,,,,
115 years,age,Years 115,,,,,,,,,,
116 years,age,Years 116,,,,,,,,,,
107 years,age,Years 107,,,,,,,,,,
108 years,age,Years 108,,,,,,,,,,
109 years,age,Years 109,,,,,,,,,,
110 years,age,Years 110,,,,,,,,,,
111 years,age,Years 111,,,,,,,,,,
112 years,age,Years 112,,,,,,,,,,
113 years,age,Years 113,,,,,,,,,,
114 years,age,Years 114,,,,,,,,,,
115 years,age,Years 115,,,,,,,,,,
116 years,age,Years 116,,,,,,,,,,
117 years,age,Years 117,,,,,,,,,,
118 years,age,Years 118,,,,,,,,,,
119 years,age,Years 119,,,,,,,,,,
120 years,age,Years 120,,,,,,,,,,
121 years,age,Years 121,,,,,,,,,,
122 years,age,Years 122,,,,,,,,,,
123 years,age,Years 123,,,,,,,,,,
124 years,age,Years 124,,,,,,,,,,
125 years,age,Years 125,,,,,,,,,,
