Date,Count_MedicalConditionIncident_COVID_19_PatientHospitalizedWithSymptoms,Count_MedicalConditionIncident_COVID_19_PatientInICU,Count_MedicalConditionIncident_COVID_19_PatientHospitalized,Count_MedicalConditionIncident_COVID_19_PatientInHomeIsolation,Count_MedicalConditionIncident_COVID_19_ActiveCase,IncrementalCount_MedicalConditionIncident_COVID_19_PositiveCase,IncrementalCount_MedicalConditionIncident_COVID_19_ActiveCase,CumulativeCount_MedicalConditionIncident_COVID_19_PatientRecovered,CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased,PositiveCasesFromClinicActivity,PositiveCasesFromSurveyAndTest,CumulativeCount_MedicalConditionIncident_COVID_19_PositiveCase,CumulativeCount_MedicalTest_COVID_19,CumulativeCount_Person_COVID_19_Tested,Location
2020-03-02,17,6,23,11,34,9,10,0,1,,,35,137,,nuts/ITI3
2020-03-02,0,0,0,0,0,0,0,0,0,,,0,13,,nuts/ITF2
2020-03-02,1,0,1,0,1,0,0,0,0,,,1,20,,nuts/ITH1
2020-03-02,0,0,0,0,0,0,0,0,0,,,0,122,,nuts/ITH2
2020-03-02,12,2,14,37,51,2,2,0,0,,,51,434,,nuts/ITC1
2020-03-02,2,0,2,2,4,1,1,0,0,,,4,278,,nuts/ITF4
2020-03-02,0,0,0,0,0,0,0,0,0,,,0,29,,nuts/ITG2
2020-03-02,2,0,2,3,5,-2,-2,2,0,,,7,307,,nuts/ITG1
2020-03-02,7,0,7,5,12,0,0,1,0,,,13,613,,nuts/ITI1
2020-03-02,0,0,0,2,2,0,0,0,0,,,2,35,,nuts/ITI2
2020-03-02,0,0,0,0,0,0,0,0,0,,,0,11,,nuts/ITC2
2020-03-02,53,14,67,204,271,10,10,0,2,,,273,9782,,nuts/ITH3
2020-03-03,5,0,5,1,6,1,1,0,0,,,6,52,,nuts/ITF1
2020-03-03,0,0,0,1,1,1,1,0,0,,,1,42,,nuts/ITF5
2020-03-03,0,0,0,1,1,0,0,0,0,,,1,39,,nuts/ITF6
2020-03-03,11,0,11,19,30,13,13,0,0,,,30,405,,nuts/ITF3
2020-03-03,187,24,211,187,398,74,85,4,18,,,420,2012,,nuts/ITH5
2020-03-03,1,0,1,12,13,4,4,0,0,,,13,354,,nuts/ITH4
2020-03-03,10,0,10,1,11,7,7,3,0,,,14,877,,nuts/ITI4
2020-03-03,12,2,14,5,19,1,2,4,1,,,24,121,,nuts/ITC3
2020-03-03,698,167,865,461,1326,249,266,139,55,,,1520,9577,,nuts/ITC4
2020-03-03,27,13,40,19,59,25,26,0,2,,,61,200,,nuts/ITI3
2020-03-03,3,0,3,0,3,3,3,0,0,,,3,13,,nuts/ITF2
2020-03-03,1,0,1,0,1,0,0,0,0,,,1,20,,nuts/ITH1
2020-03-03,1,0,1,3,4,4,4,0,0,,,4,122,,nuts/ITH2
2020-03-03,13,3,16,40,56,5,5,0,0,,,56,458,,nuts/ITC1
2020-03-03,2,0,2,4,6,2,2,0,0,,,6,298,,nuts/ITF4
2020-03-03,1,0,1,0,1,1,1,0,0,,,1,29,,nuts/ITG2
2020-03-03,2,0,2,3,5,0,0,2,0,,,7,307,,nuts/ITG1
2020-03-03,10,0,10,8,18,6,6,1,0,,,19,697,,nuts/ITI1
2020-03-03,1,1,2,6,8,6,6,0,0,,,8,45,,nuts/ITI2
2020-03-03,0,0,0,0,0,0,0,0,0,,,0,12,,nuts/ITC2
2020-03-03,49,19,68,229,297,26,34,7,3,,,307,10176,,nuts/ITH3
2020-03-04,7,0,7,0,7,1,1,0,0,,,7,85,,nuts/ITF1
2020-03-04,0,0,0,1,1,0,0,0,0,,,1,48,,nuts/ITF5
2020-03-04,0,0,0,1,1,0,0,0,0,,,1,46,,nuts/ITF6
2020-03-04,11,0,11,20,31,1,1,0,0,,,31,429,,nuts/ITF3
2020-03-04,256,26,282,234,516,118,124,6,22,,,544,2500,,nuts/ITH5
2020-03-04,3,0,3,15,18,5,5,0,0,,,18,376,,nuts/ITH4
2020-03-04,15,3,18,9,27,16,16,3,0,,,30,995,,nuts/ITI4
2020-03-04,10,3,13,8,21,2,2,4,1,,,26,133,,nuts/ITC3
2020-03-04,877,209,1086,411,1497,171,300,250,73,,,1820,12138,,nuts/ITC4
2020-03-04,34,15,49,31,80,21,23,0,4,,,84,288,,nuts/ITI3
2020-03-04,3,0,3,0,3,0,0,0,0,,,3,19,,nuts/ITF2
2020-03-04,1,0,1,0,1,0,0,0,0,,,1,20,,nuts/ITH1
2020-03-04,1,0,1,4,5,1,1,0,0,,,5,122,,nuts/ITH2
2020-03-04,26,13,39,43,82,26,26,0,0,,,82,543,,nuts/ITC1
2020-03-04,4,0,4,3,7,1,3,1,1,,,9,322,,nuts/ITF4
2020-03-04,1,0,1,1,2,1,1,0,0,,,2,42,,nuts/ITG2
2020-03-04,5,0,5,11,16,11,11,2,0,,,18,367,,nuts/ITG1
2020-03-04,15,2,17,20,37,19,19,1,0,,,38,776,,nuts/ITI1
2020-03-04,1,1,2,7,9,1,1,0,0,,,9,58,,nuts/ITI2
2020-03-04,0,0,0,0,0,0,0,0,0,,,0,15,,nuts/ITC2
2020-03-04,76,23,99,246,345,48,53,9,6,,,360,10515,,nuts/ITH3
2020-03-05,8,0,8,0,8,1,1,0,0,,,8,96,,nuts/ITF1
2020-03-05,0,0,0,1,1,0,0,0,0,,,1,54,,nuts/ITF5
2020-03-05,1,0,1,1,2,1,1,0,0,,,2,53,,nuts/ITF6
2020-03-05,12,0,12,33,45,14,14,0,0,,,45,471,,nuts/ITF3
2020-03-05,327,32,359,299,658,142,154,10,30,,,698,2884,,nuts/ITH5
2020-03-05,4,0,4,17,21,3,3,0,0,,,21,397,,nuts/ITH4
2020-03-05,20,7,27,14,41,14,14,3,0,,,44,1175,,nuts/ITI4
2020-03-05,11,3,14,7,21,0,2,4,3,,,28,146,,nuts/ITC3
2020-03-05,1169,244,1413,364,1777,280,431,376,98,,,2251,12354,,nuts/ITC4
2020-03-05,57,19,76,44,120,40,40,0,4,,,124,413,,nuts/ITI3
2020-03-05,4,0,4,3,7,4,4,0,0,,,7,24,,nuts/ITF2
2020-03-05,1,0,1,0,1,0,0,0,0,,,1,20,,nuts/ITH1
2020-03-05,2,0,2,5,7,2,2,0,0,,,7,122,,nuts/ITH2
2020-03-05,43,17,60,46,106,24,26,0,2,,,108,543,,nuts/ITC1
2020-03-05,5,1,6,6,12,5,5,1,1,,,14,359,,nuts/ITF4
2020-03-05,2,0,2,0,2,0,0,0,0,,,2,50,,nuts/ITG2
2020-03-05,5,0,5,11,16,0,0,2,0,,,18,367,,nuts/ITG1
2020-03-05,26,3,29,31,60,23,23,1,0,,,61,776,,nuts/ITI1
2020-03-05,1,1,2,7,9,0,0,0,0,,,9,88,,nuts/ITI2
2020-03-05,0,0,0,2,2,2,2,0,0,,,2,21,,nuts/ITC2
2020-03-05,92,24,116,264,380,35,47,17,10,,,407,11949,,nuts/ITH3
2020-03-06,9,0,9,0,9,1,1,0,0,,,9,96,,nuts/ITF1
2020-03-06,1,0,1,2,3,2,2,0,0,,,3,63,,nuts/ITF5
2020-03-06,2,0,2,2,4,2,2,0,0,,,4,99,,nuts/ITF6
2020-03-06,12,0,12,45,57,12,12,0,0,,,57,471,,nuts/ITF3
2020-03-06,397,53,450,366,816,158,172,17,37,,,870,3136,,nuts/ITH5
2020-03-06,4,0,4,24,28,7,10,3,0,,,31,577,,nuts/ITH4
2020-03-06,26,8,34,16,50,9,10,3,1,,,54,1373,,nuts/ITI4
2020-03-06,12,5,17,7,24,3,4,5,3,,,32,229,,nuts/ITC3
2020-03-06,1622,309,1931,77,2008,231,361,469,135,,,2612,13556,,nuts/ITC4
2020-03-06,73,20,93,62,155,35,35,0,4,,,159,585,,nuts/ITI3
2020-03-06,3,2,5,7,12,5,5,0,0,,,12,104,,nuts/ITF2
2020-03-06,4,0,4,0,4,3,3,0,0,,,4,36,,nuts/ITH1
2020-03-06,4,0,4,6,10,3,3,0,0,,,10,122,,nuts/ITH2
2020-03-06,57,30,87,52,139,33,35,0,4,,,143,793,,nuts/ITC1
2020-03-06,5,1,6,9,15,3,3,1,1,,,17,395,,nuts/ITF4
2020-03-06,2,0,2,3,5,3,3,0,0,,,5,99,,nuts/ITG2
2020-03-06,7,0,7,15,22,6,6,2,0,,,24,367,,nuts/ITG1
2020-03-06,35,5,40,38,78,18,18,1,0,,,79,1097,,nuts/ITI1
2020-03-06,2,2,4,12,16,7,7,0,0,,,16,110,,nuts/ITI2
2020-03-06,0,0,0,7,7,5,5,0,0,,,7,28,,nuts/ITC2
2020-03-06,117,27,144,310,454,74,81,22,12,,,488,13023,,nuts/ITH3
2020-03-07,11,0,11,0,11,2,2,0,0,,,11,123,,nuts/ITF1
2020-03-07,1,0,1,2,3,0,0,0,0,,,3,75,,nuts/ITF5
2020-03-07,2,0,2,2,4,0,0,0,0,,,4,113,,nuts/ITF6
2020-03-07,16,0,16,45,61,4,4,0,0,,,61,612,,nuts/ITF3
2020-03-07,464,64,528,409,937,121,140,25,48,,,1010,3604,,nuts/ITH5
2020-03-07,7,1,8,31,39,11,11,3,0,,,42,577,,nuts/ITH4
2020-03-07,43,8,51,21,72,22,22,3,1,,,76,1582,,nuts/ITI4
2020-03-07,26,6,32,10,42,18,19,5,4,,,51,331,,nuts/ITC3
2020-03-07,1661,359,2020,722,2742,734,808,524,154,,,3420,15778,,nuts/ITC4
2020-03-07,94,36,130,71,201,46,48,0,6,,,207,816,,nuts/ITI3
2020-03-07,3,2,5,9,14,2,2,0,0,,,14,112,,nuts/ITF2
2020-03-07,8,0,8,1,9,5,5,0,0,,,9,36,,nuts/ITH1
2020-03-07,6,1,7,7,14,4,4,0,0,,,14,194,,nuts/ITH2
2020-03-07,110,38,148,54,202,63,64,0,5,,,207,1046,,nuts/ITC1
2020-03-07,9,2,11,12,23,8,9,1,2,,,26,395,,nuts/ITF4
2020-03-07,2,0,2,3,5,0,0,0,0,,,5,99,,nuts/ITG2
2020-03-07,8,0,8,25,33,11,11,2,0,,,35,643,,nuts/ITG1
2020-03-07,54,7,61,51,112,34,34,1,0,,,113,1331,,nuts/ITI1
2020-03-07,2,2,4,20,24,8,8,0,0,,,24,134,,nuts/ITI2
2020-03-07,1,0,1,7,8,1,1,0,0,,,8,32,,nuts/ITC2
2020-03-07,123,41,164,341,505,51,55,25,13,,,543,14429,,nuts/ITH3
2020-03-08,14,0,14,3,17,6,6,0,0,,,17,163,,nuts/ITF1
2020-03-08,2,0,2,2,4,1,1,0,0,,,4,123,,nuts/ITF5
2020-03-08,5,0,5,4,9,5,5,0,0,,,9,113,,nuts/ITF6
2020-03-08,30,7,37,63,100,39,40,1,0,,,101,980,,nuts/ITF3
2020-03-08,542,75,617,480,1097,160,170,27,56,,,1180,4344,,nuts/ITH5
2020-03-08,7,1,8,45,53,14,15,3,1,,,57,997,,nuts/ITH4
2020-03-08,47,8,55,26,81,9,11,3,3,,,87,1929,,nuts/ITI4
2020-03-08,39,11,50,17,67,25,27,5,6,,,78,401,,nuts/ITC3
2020-03-08,2217,399,2616,756,3372,630,769,550,267,,,4189,18534,,nuts/ITC4
2020-03-08,110,41,151,114,265,64,65,0,7,,,272,1025,,nuts/ITI3
2020-03-08,4,2,6,8,14,0,0,0,0,,,14,116,,nuts/ITF2
2020-03-08,8,0,8,1,9,0,0,0,0,,,9,36,,nuts/ITH1
2020-03-08,7,2,9,14,23,9,9,0,0,,,23,228,,nuts/ITH2
2020-03-08,245,45,290,65,355,153,153,0,5,,,360,1636,,nuts/ITC1
2020-03-08,17,3,20,16,36,13,14,1,3,,,40,627,,nuts/ITF4
2020-03-08,5,0,5,6,11,6,6,0,0,,,11,149,,nuts/ITG2
2020-03-08,18,0,18,33,51,18,18,2,0,,,53,791,,nuts/ITG1
2020-03-08,91,7,98,67,165,53,53,1,0,,,166,1618,,nuts/ITI1
2020-03-08,2,2,4,22,26,2,2,0,0,,,26,168,,nuts/ITI2
2020-03-08,1,0,1,8,9,1,1,0,0,,,9,41,,nuts/ITC2
2020-03-08,146,47,193,430,623,118,127,29,18,,,670,15918,,nuts/ITH3
2020-03-09,25,0,25,5,30,13,13,0,0,,,30,237,,nuts/ITF1
2020-03-09,2,0,2,3,5,1,1,0,0,,,5,135,,nuts/ITF5
2020-03-09,8,0,8,1,9,0,2,2,0,,,11,173,,nuts/ITF6
2020-03-09,42,8,50,69,119,19,19,1,0,,,120,980,,nuts/ITF3
2020-03-09,576,90,666,620,1286,189,206,30,70,,,1386,4906,,nuts/ITH5
2020-03-09,18,1,19,70,89,36,36,3,1,,,93,1344,,nuts/ITH4
2020-03-09,55,8,63,31,94,13,15,3,5,,,102,1929,,nuts/ITI4
2020-03-09,60,17,77,20,97,30,31,5,7,,,109,611,,nuts/ITC3
2020-03-09,2802,440,3242,1248,4490,1118,1280,646,333,,,5469,20135,,nuts/ITC4
2020-03-09,136,47,183,130,313,48,51,0,10,,,323,1250,,nuts/ITI3
2020-03-09,4,2,6,8,14,0,0,0,0,,,14,212,,nuts/ITF2
2020-03-09,8,0,8,1,9,0,0,0,0,,,9,36,,nuts/ITH1
2020-03-09,10,2,12,21,33,10,10,0,0,,,33,267,,nuts/ITH2
2020-03-09,222,50,272,65,337,-18,-10,0,13,,,350,1681,,nuts/ITC1
2020-03-09,20,6,26,20,46,10,10,1,3,,,50,685,,nuts/ITF4
2020-03-09,8,0,8,11,19,8,8,0,0,,,19,185,,nuts/ITG2
2020-03-09,19,0,19,33,52,1,1,2,0,,,54,836,,nuts/ITG1
2020-03-09,107,9,116,90,206,41,42,1,1,,,208,2018,,nuts/ITI1
2020-03-09,4,2,6,22,28,2,2,0,0,,,28,183,,nuts/ITI2
2020-03-09,4,0,4,11,15,6,6,0,0,,,15,67,,nuts/ITC2
2020-03-09,186,51,237,457,694,71,74,30,20,,,744,15956,,nuts/ITH3
2020-03-10,17,9,26,11,37,7,8,0,1,,,38,310,,nuts/ITF1
2020-03-10,2,0,2,5,7,2,2,0,0,,,7,148,,nuts/ITF5
2020-03-10,8,2,10,1,11,2,2,2,0,,,13,360,,nuts/ITF6
2020-03-10,33,8,41,85,126,7,7,1,0,,,127,1141,,nuts/ITF3
