observationDate,observationAbout,value,variableMeasured
2003,country/POL,1036188,dcid:Count_Person_20To24Years_Urban_Female
2004,country/POL,1034269,dcid:Count_Person_20To24Years_Urban_Female
2003,country/POL,1606472,dcid:Count_Person_20To24Years_Female
2004,country/POL,1625645,dcid:Count_Person_20To24Years_Female
2003,country/POL,619192,dcid:Count_Person_20To24Years_Rural_Male
2004,country/POL,637872,dcid:Count_Person_20To24Years_Rural_Male
2003,country/POL,1041536,dcid:Count_Person_20To24Years_Urban_Male
2004,country/POL,1043242,dcid:Count_Person_20To24Years_Urban_Male
2003,country/POL,1660728,dcid:Count_Person_20To24Years_Male
2004,country/POL,1681114,dcid:Count_Person_20To24Years_Male
2003,country/POL,1189476,dcid:Count_Person_20To24Years_Rural
2004,country/POL,1229248,dcid:Count_Person_20To24Years_Rural
2003,country/POL,2077724,dcid:Count_Person_20To24Years_Urban
2004,country/POL,2077511,dcid:Count_Person_20To24Years_Urban
2003,country/POL,3267200,dcid:Count_Person_20To24Years
2004,country/POL,3306759,dcid:Count_Person_20To24Years
2003,country/POL,995386,dcid:Count_Person_25To34Years_Female_Rural
2004,country/POL,1012440,dcid:Count_Person_25To34Years_Female_Rural
2003,country/POL,1754778,dcid:Count_Person_25To34Years_Female_Urban
2004,country/POL,1810749,dcid:Count_Person_25To34Years_Female_Urban
2003,country/POL,2750164,dcid:Count_Person_25To34Years_Female
2004,country/POL,2823189,dcid:Count_Person_25To34Years_Female
2003,country/POL,1066507,dcid:Count_Person_25To34Years_Male_Rural
2004,country/POL,1087154,dcid:Count_Person_25To34Years_Male_Rural
2003,country/POL,1762273,dcid:Count_Person_25To34Years_Male_Urban
2004,country/POL,1816662,dcid:Count_Person_25To34Years_Male_Urban
2003,country/POL,2828780,dcid:Count_Person_25To34Years_Male
2004,country/POL,2903816,dcid:Count_Person_25To34Years_Male
2003,country/POL,2061893,dcid:Count_Person_25To34Years_Rural
2004,country/POL,2099594,dcid:Count_Person_25To34Years_Rural
2003,country/POL,3517051,dcid:Count_Person_25To34Years_Urban
2004,country/POL,3627411,dcid:Count_Person_25To34Years_Urban
2003,country/POL,5578944,dcid:Count_Person_25To34Years
2004,country/POL,5727005,dcid:Count_Person_25To34Years
2003,country/POL,345819,dcid:Count_Person_3To6Years_Female_Rural
2004,country/POL,332299,dcid:Count_Person_3To6Years_Female_Rural
2003,country/POL,412414,dcid:Count_Person_3To6Years_Female_Urban
2004,country/POL,404017,dcid:Count_Person_3To6Years_Female_Urban
2003,country/POL,758233,dcid:Count_Person_3To6Years_Female
2004,country/POL,736316,dcid:Count_Person_3To6Years_Female
2003,country/POL,363101,dcid:Count_Person_3To6Years_Male_Rural
2004,country/POL,349066,dcid:Count_Person_3To6Years_Male_Rural
2003,country/POL,435122,dcid:Count_Person_3To6Years_Male_Urban
2004,country/POL,425947,dcid:Count_Person_3To6Years_Male_Urban
2003,country/POL,798223,dcid:Count_Person_3To6Years_Male
2004,country/POL,775013,dcid:Count_Person_3To6Years_Male
2003,country/POL,708920,dcid:Count_Person_3To6Years_Rural
2004,country/POL,681365,dcid:Count_Person_3To6Years_Rural
2003,country/POL,847536,dcid:Count_Person_3To6Years_Urban
2004,country/POL,829964,dcid:Count_Person_3To6Years_Urban
2003,country/POL,1556456,dcid:Count_Person_3To6Years
2004,country/POL,1511329,dcid:Count_Person_3To6Years
2003,country/POL,936356,dcid:Count_Person_35To44Years_Female_Rural
2004,country/POL,927705,dcid:Count_Person_35To44Years_Female_Rural
2003,country/POL,1590745,dcid:Count_Person_35To44Years_Female_Urban
2004,country/POL,1532738,dcid:Count_Person_35To44Years_Female_Urban
2003,country/POL,2527101,dcid:Count_Person_35To44Years_Female
2004,country/POL,2460443,dcid:Count_Person_35To44Years_Female
2003,country/POL,1046421,dcid:Count_Person_35To44Years_Male_Rural
2004,country/POL,1026555,dcid:Count_Person_35To44Years_Male_Rural
2003,country/POL,1508906,dcid:Count_Person_35To44Years_Male_Urban
2004,country/POL,1465284,dcid:Count_Person_35To44Years_Male_Urban
2003,country/POL,2555327,dcid:Count_Person_35To44Years_Male
2004,country/POL,2491839,dcid:Count_Person_35To44Years_Male
2003,country/POL,1982777,dcid:Count_Person_35To44Years_Rural
2004,country/POL,1954260,dcid:Count_Person_35To44Years_Rural
2003,country/POL,3099651,dcid:Count_Person_35To44Years_Urban
2004,country/POL,2998022,dcid:Count_Person_35To44Years_Urban
2003,country/POL,5082428,dcid:Count_Person_35To44Years
2004,country/POL,4952282,dcid:Count_Person_35To44Years
2003,country/POL,951815,dcid:Count_Person_45To54Years_Female_Rural
2004,country/POL,972248,dcid:Count_Person_45To54Years_Female_Rural
2003,country/POL,2121974,dcid:Count_Person_45To54Years_Female_Urban
2004,country/POL,2111672,dcid:Count_Person_45To54Years_Female_Urban
2003,country/POL,3073789,dcid:Count_Person_45To54Years_Female
2004,country/POL,3083920,dcid:Count_Person_45To54Years_Female
2003,country/POL,1057733,dcid:Count_Person_45To54Years_Male_Rural
2004,country/POL,1083968,dcid:Count_Person_45To54Years_Male_Rural
2003,country/POL,1880443,dcid:Count_Person_45To54Years_Male_Urban
2004,country/POL,1867942,dcid:Count_Person_45To54Years_Male_Urban
2003,country/POL,2938176,dcid:Count_Person_45To54Years_Male
2004,country/POL,2951910,dcid:Count_Person_45To54Years_Male
2003,country/POL,2009548,dcid:Count_Person_45To54Years_Rural
2004,country/POL,2056216,dcid:Count_Person_45To54Years_Rural
2003,country/POL,4002417,dcid:Count_Person_45To54Years_Urban
2004,country/POL,3979614,dcid:Count_Person_45To54Years_Urban
2003,country/POL,6011965,dcid:Count_Person_45To54Years
2004,country/POL,6035830,dcid:Count_Person_45To54Years
2003,country/POL,633283,dcid:Count_Person_55To64Years_Female_Rural
2004,country/POL,651950,dcid:Count_Person_55To64Years_Female_Rural
2003,country/POL,1307594,dcid:Count_Person_55To64Years_Female_Urban
2004,country/POL,1371829,dcid:Count_Person_55To64Years_Female_Urban
2003,country/POL,1940877,dcid:Count_Person_55To64Years_Female
2004,country/POL,2023779,dcid:Count_Person_55To64Years_Female
2003,country/POL,585286,dcid:Count_Person_55To64Years_Male_Rural
2004,country/POL,610252,dcid:Count_Person_55To64Years_Male_Rural
2003,country/POL,1086752,dcid:Count_Person_55To64Years_Male_Urban
2004,country/POL,1141944,dcid:Count_Person_55To64Years_Male_Urban
2003,country/POL,1672038,dcid:Count_Person_55To64Years_Male
2004,country/POL,1752196,dcid:Count_Person_55To64Years_Male
2003,country/POL,1218569,dcid:Count_Person_55To64Years_Rural
2004,country/POL,1262202,dcid:Count_Person_55To64Years_Rural
2003,country/POL,2394346,dcid:Count_Person_55To64Years_Urban
2004,country/POL,2513773,dcid:Count_Person_55To64Years_Urban
2003,country/POL,3612915,dcid:Count_Person_55To64Years
2004,country/POL,3775975,dcid:Count_Person_55To64Years
2003,country/POL,1218927,dcid:Count_Person_65OrMoreYears_Female_Rural
2004,country/POL,1224823,dcid:Count_Person_65OrMoreYears_Female_Rural
2003,country/POL,1858892,dcid:Count_Person_65OrMoreYears_Female_Urban
2004,country/POL,1895307,dcid:Count_Person_65OrMoreYears_Female_Urban
2003,country/POL,3077819,dcid:Count_Person_65OrMoreYears_Female
2004,country/POL,3120130,dcid:Count_Person_65OrMoreYears_Female
2003,country/POL,766582,dcid:Count_Person_65OrMoreYears_Male_Rural
2004,country/POL,769343,dcid:Count_Person_65OrMoreYears_Male_Rural
2003,country/POL,1106918,dcid:Count_Person_65OrMoreYears_Male_Urban
2004,country/POL,1128800,dcid:Count_Person_65OrMoreYears_Male_Urban
2003,country/POL,1873500,dcid:Count_Person_65OrMoreYears_Male
2004,country/POL,1898143,dcid:Count_Person_65OrMoreYears_Male
2003,country/POL,1985509,dcid:Count_Person_65OrMoreYears_Rural
2004,country/POL,1994166,dcid:Count_Person_65OrMoreYears_Rural
2003,country/POL,2965810,dcid:Count_Person_65OrMoreYears_Urban
2004,country/POL,3024107,dcid:Count_Person_65OrMoreYears_Urban
2003,country/POL,4951319,dcid:Count_Person_65OrMoreYears
2004,country/POL,5018273,dcid:Count_Person_65OrMoreYears
2003,country/POL,639151,dcid:Count_Person_7To12Years_Female_Rural
2004,country/POL,614128,dcid:Count_Person_7To12Years_Female_Rural
2003,country/POL,755387,dcid:Count_Person_7To12Years_Female_Urban
2004,country/POL,717798,dcid:Count_Person_7To12Years_Female_Urban
2003,country/POL,1394538,dcid:Count_Person_7To12Years_Female
2004,country/POL,1331926,dcid:Count_Person_7To12Years_Female
2003,country/POL,668614,dcid:Count_Person_7To12Years_Male_Rural
2004,country/POL,642131,dcid:Count_Person_7To12Years_Male_Rural
2003,country/POL,791070,dcid:Count_Person_7To12Years_Male_Urban
2004,country/POL,751536,dcid:Count_Person_7To12Years_Male_Urban
2003,country/POL,1459684,dcid:Count_Person_7To12Years_Male
2004,country/POL,1393667,dcid:Count_Person_7To12Years_Male
2003,country/POL,1307765,dcid:Count_Person_7To12Years_Rural
2004,country/POL,1256259,dcid:Count_Person_7To12Years_Rural
2003,country/POL,1546457,dcid:Count_Person_7To12Years_Urban
2004,country/POL,1469334,dcid:Count_Person_7To12Years_Urban
2003,country/POL,2854222,dcid:Count_Person_7To12Years
2004,country/POL,2725593,dcid:Count_Person_7To12Years
2003,country/POL,7367562,dcid:Count_Person_Rural_Female
2004,country/POL,7381793,dcid:Count_Person_Rural_Female
2003,country/POL,12336616,dcid:Count_Person_Urban_Female
2004,country/POL,12321789,dcid:Count_Person_Urban_Female
2003,country/POL,19704178,dcid:Count_Person_Female
2004,country/POL,19703582,dcid:Count_Person_Female
2003,country/POL,7309657,dcid:Count_Person_Rural_Male
2004,country/POL,7321956,dcid:Count_Person_Rural_Male
2003,country/POL,11176773,dcid:Count_Person_Urban_Male
2004,country/POL,11148297,dcid:Count_Person_Urban_Male
2003,country/POL,18486430,dcid:Count_Person_Male
2004,country/POL,18470253,dcid:Count_Person_Male
2003,country/POL,14677219,dcid:Count_Person_Rural
2004,country/POL,14703749,dcid:Count_Person_Rural
2003,country/POL,23513389,dcid:Count_Person_Urban
2004,country/POL,23470086,dcid:Count_Person_Urban
2003,country/POL,38190608,dcid:Count_Person
2004,country/POL,38173835,dcid:Count_Person
2003,wikidataId/Q54150,11998,dcid:Count_Person_0To2Years_Female_Rural
2004,wikidataId/Q54150,11792,dcid:Count_Person_0To2Years_Female_Rural
2003,wikidataId/Q54150,23493,dcid:Count_Person_0To2Years_Female_Urban
2004,wikidataId/Q54150,23301,dcid:Count_Person_0To2Years_Female_Urban
2003,wikidataId/Q54150,35491,dcid:Count_Person_0To2Years_Female
2004,wikidataId/Q54150,35093,dcid:Count_Person_0To2Years_Female
2003,wikidataId/Q54150,12773,dcid:Count_Person_0To2Years_Male_Rural
2004,wikidataId/Q54150,12579,dcid:Count_Person_0To2Years_Male_Rural
2003,wikidataId/Q54150,24903,dcid:Count_Person_0To2Years_Male_Urban
2004,wikidataId/Q54150,25040,dcid:Count_Person_0To2Years_Male_Urban
2003,wikidataId/Q54150,37676,dcid:Count_Person_0To2Years_Male
2004,wikidataId/Q54150,37619,dcid:Count_Person_0To2Years_Male
2003,wikidataId/Q54150,24771,dcid:Count_Person_0To2Years_Rural
2004,wikidataId/Q54150,24371,dcid:Count_Person_0To2Years_Rural
2003,wikidataId/Q54150,48396,dcid:Count_Person_0To2Years_Urban
2004,wikidataId/Q54150,48341,dcid:Count_Person_0To2Years_Urban
2003,wikidataId/Q54150,73167,dcid:Count_Person_0To2Years
2004,wikidataId/Q54150,72712,dcid:Count_Person_0To2Years
2003,wikidataId/Q54150,19322,dcid:Count_Person_13To15Years_Female_Rural
2004,wikidataId/Q54150,19299,dcid:Count_Person_13To15Years_Female_Rural
2003,wikidataId/Q54150,38490,dcid:Count_Person_13To15Years_Female_Urban
2004,wikidataId/Q54150,36931,dcid:Count_Person_13To15Years_Female_Urban
2003,wikidataId/Q54150,57812,dcid:Count_Person_13To15Years_Female
2004,wikidataId/Q54150,56230,dcid:Count_Person_13To15Years_Female
2003,wikidataId/Q54150,20265,dcid:Count_Person_13To15Years_Male_Rural
2004,wikidataId/Q54150,19940,dcid:Count_Person_13To15Years_Male_Rural
2003,wikidataId/Q54150,40328,dcid:Count_Person_13To15Years_Male_Urban
2004,wikidataId/Q54150,38680,dcid:Count_Person_13To15Years_Male_Urban
2003,wikidataId/Q54150,60593,dcid:Count_Person_13To15Years_Male
2004,wikidataId/Q54150,58620,dcid:Count_Person_13To15Years_Male
2003,wikidataId/Q54150,39587,dcid:Count_Person_13To15Years_Rural
2004,wikidataId/Q54150,39239,dcid:Count_Person_13To15Years_Rural
2003,wikidataId/Q54150,78818,dcid:Count_Person_13To15Years_Urban
2004,wikidataId/Q54150,75611,dcid:Count_Person_13To15Years_Urban
2003,wikidataId/Q54150,118405,dcid:Count_Person_13To15Years
2004,wikidataId/Q54150,114850,dcid:Count_Person_13To15Years
2003,wikidataId/Q54150,28733,dcid:Count_Person_16To19Years_Female_Rural
2004,wikidataId/Q54150,27665,dcid:Count_Person_16To19Years_Female_Rural
2003,wikidataId/Q54150,63078,dcid:Count_Person_16To19Years_Female_Urban
2004,wikidataId/Q54150,58831,dcid:Count_Person_16To19Years_Female_Urban
2003,wikidataId/Q54150,91811,dcid:Count_Person_16To19Years_Female
2004,wikidataId/Q54150,86496,dcid:Count_Person_16To19Years_Female
2003,wikidataId/Q54150,30229,dcid:Count_Person_16To19Years_Male_Rural
2004,wikidataId/Q54150,29345,dcid:Count_Person_16To19Years_Male_Rural
2003,wikidataId/Q54150,65192,dcid:Count_Person_16To19Years_Male_Urban
2004,wikidataId/Q54150,60889,dcid:Count_Person_16To19Years_Male_Urban
2003,wikidataId/Q54150,95421,dcid:Count_Person_16To19Years_Male
2004,wikidataId/Q54150,90234,dcid:Count_Person_16To19Years_Male
2003,wikidataId/Q54150,58962,dcid:Count_Person_16To19Years_Rural
2004,wikidataId/Q54150,57010,dcid:Count_Person_16To19Years_Rural
2003,wikidataId/Q54150,128270,dcid:Count_Person_16To19Years_Urban
2004,wikidataId/Q54150,119720,dcid:Count_Person_16To19Years_Urban
2003,wikidataId/Q54150,187232,dcid:Count_Person_16To19Years
2004,wikidataId/Q54150,176730,dcid:Count_Person_16To19Years
2003,wikidataId/Q54150,34646,dcid:Count_Person_20To24Years_Rural_Female
2004,wikidataId/Q54150,35689,dcid:Count_Person_20To24Years_Rural_Female
2003,wikidataId/Q54150,92339,dcid:Count_Person_20To24Years_Urban_Female
2004,wikidataId/Q54150,91909,dcid:Count_Person_20To24Years_Urban_Female
2003,wikidataId/Q54150,126985,dcid:Count_Person_20To24Years_Female
2004,wikidataId/Q54150,127598,dcid:Count_Person_20To24Years_Female
2003,wikidataId/Q54150,37177,dcid:Count_Person_20To24Years_Rural_Male
2004,wikidataId/Q54150,38367,dcid:Count_Person_20To24Years_Rural_Male
2003,wikidataId/Q54150,93646,dcid:Count_Person_20To24Years_Urban_Male
2004,wikidataId/Q54150,93059,dcid:Count_Person_20To24Years_Urban_Male
2003,wikidataId/Q54150,130823,dcid:Count_Person_20To24Years_Male
2004,wikidataId/Q54150,131426,dcid:Count_Person_20To24Years_Male
2003,wikidataId/Q54150,71823,dcid:Count_Person_20To24Years_Rural
2004,wikidataId/Q54150,74056,dcid:Count_Person_20To24Years_Rural
2003,wikidataId/Q54150,185985,dcid:Count_Person_20To24Years_Urban
2004,wikidataId/Q54150,184968,dcid:Count_Person_20To24Years_Urban
2003,wikidataId/Q54150,257808,dcid:Count_Person_20To24Years
2004,wikidataId/Q54150,259024,dcid:Count_Person_20To24Years
2003,wikidataId/Q54150,57020,dcid:Count_Person_25To34Years_Female_Rural
2004,wikidataId/Q54150,58774,dcid:Count_Person_25To34Years_Female_Rural
2003,wikidataId/Q54150,151261,dcid:Count_Person_25To34Years_Female_Urban
2004,wikidataId/Q54150,156561,dcid:Count_Person_25To34Years_Female_Urban
2003,wikidataId/Q54150,208281,dcid:Count_Person_25To34Years_Female
2004,wikidataId/Q54150,215335,dcid:Count_Person_25To34Years_Female
2003,wikidataId/Q54150,60956,dcid:Count_Person_25To34Years_Male_Rural
2004,wikidataId/Q54150,62873,dcid:Count_Person_25To34Years_Male_Rural
2003,wikidataId/Q54150,153842,dcid:Count_Person_25To34Years_Male_Urban
2004,wikidataId/Q54150,159087,dcid:Count_Person_25To34Years_Male_Urban
2003,wikidataId/Q54150,214798,dcid:Count_Person_25To34Years_Male
2004,wikidataId/Q54150,221960,dcid:Count_Person_25To34Years_Male
2003,wikidataId/Q54150,117976,dcid:Count_Person_25To34Years_Rural
2004,wikidataId/Q54150,121647,dcid:Count_Person_25To34Years_Rural
2003,wikidataId/Q54150,305103,dcid:Count_Person_25To34Years_Urban
2004,wikidataId/Q54150,315648,dcid:Count_Person_25To34Years_Urban
2003,wikidataId/Q54150,423079,dcid:Count_Person_25To34Years
2004,wikidataId/Q54150,437295,dcid:Count_Person_25To34Years
2003,wikidataId/Q54150,18229,dcid:Count_Person_3To6Years_Female_Rural
2004,wikidataId/Q54150,17577,dcid:Count_Person_3To6Years_Female_Rural
2003,wikidataId/Q54150,34062,dcid:Count_Person_3To6Years_Female_Urban
2004,wikidataId/Q54150,33175,dcid:Count_Person_3To6Years_Female_Urban
2003,wikidataId/Q54150,52291,dcid:Count_Person_3To6Years_Female
2004,wikidataId/Q54150,50752,dcid:Count_Person_3To6Years_Female
2003,wikidataId/Q54150,19186,dcid:Count_Person_3To6Years_Male_Rural
2004,wikidataId/Q54150,18539,dcid:Count_Person_3To6Years_Male_Rural
2003,wikidataId/Q54150,35591,dcid:Count_Person_3To6Years_Male_Urban
2004,wikidataId/Q54150,34618,dcid:Count_Person_3To6Years_Male_Urban
2003,wikidataId/Q54150,54777,dcid:Count_Person_3To6Years_Male
2004,wikidataId/Q54150,53157,dcid:Count_Person_3To6Years_Male
2003,wikidataId/Q54150,37415,dcid:Count_Person_3To6Years_Rural
2004,wikidataId/Q54150,36116,dcid:Count_Person_3To6Years_Rural
2003,wikidataId/Q54150,69653,dcid:Count_Person_3To6Years_Urban
2004,wikidataId/Q54150,67793,dcid:Count_Person_3To6Years_Urban
2003,wikidataId/Q54150,107068,dcid:Count_Person_3To6Years
2004,wikidataId/Q54150,103909,dcid:Count_Person_3To6Years
2003,wikidataId/Q54150,53418,dcid:Count_Person_35To44Years_Female_Rural
2004,wikidataId/Q54150,52173,dcid:Count_Person_35To44Years_Female_Rural
2003,wikidataId/Q54150,134048,dcid:Count_Person_35To44Years_Female_Urban
2004,wikidataId/Q54150,128177,dcid:Count_Person_35To44Years_Female_Urban
2003,wikidataId/Q54150,187466,dcid:Count_Person_35To44Years_Female
2004,wikidataId/Q54150,180350,dcid:Count_Person_35To44Years_Female
2003,wikidataId/Q54150,58677,dcid:Count_Person_35To44Years_Male_Rural
2004,wikidataId/Q54150,56792,dcid:Count_Person_35To44Years_Male_Rural
2003,wikidataId/Q54150,128585,dcid:Count_Person_35To44Years_Male_Urban
2004,wikidataId/Q54150,124010,dcid:Count_Person_35To44Years_Male_Urban
2003,wikidataId/Q54150,187262,dcid:Count_Person_35To44Years_Male
2004,wikidataId/Q54150,180802,dcid:Count_Person_35To44Years_Male
2003,wikidataId/Q54150,112095,dcid:Count_Person_35To44Years_Rural
2004,wikidataId/Q54150,108965,dcid:Count_Person_35To44Years_Rural
2003,wikidataId/Q54150,262633,dcid:Count_Person_35To44Years_Urban
2004,wikidataId/Q54150,252187,dcid:Count_Person_35To44Years_Urban
2003,wikidataId/Q54150,374728,dcid:Count_Person_35To44Years
2004,wikidataId/Q54150,361152,dcid:Count_Person_35To44Years
2003,wikidataId/Q54150,62675,dcid:Count_Person_45To54Years_Female_Rural
2004,wikidataId/Q54150,63952,dcid:Count_Person_45To54Years_Female_Rural
2003,wikidataId/Q54150,195571,dcid:Count_Person_45To54Years_Female_Urban
2004,wikidataId/Q54150,192920,dcid:Count_Person_45To54Years_Female_Urban
2003,wikidataId/Q54150,258246,dcid:Count_Person_45To54Years_Female
2004,wikidataId/Q54150,256872,dcid:Count_Person_45To54Years_Female
2003,wikidataId/Q54150,70309,dcid:Count_Person_45To54Years_Male_Rural
2004,wikidataId/Q54150,71331,dcid:Count_Person_45To54Years_Male_Rural
2003,wikidataId/Q54150,174328,dcid:Count_Person_45To54Years_Male_Urban
2004,wikidataId/Q54150,172088,dcid:Count_Person_45To54Years_Male_Urban
2003,wikidataId/Q54150,244637,dcid:Count_Person_45To54Years_Male
2004,wikidataId/Q54150,243419,dcid:Count_Person_45To54Years_Male
2003,wikidataId/Q54150,132984,dcid:Count_Person_45To54Years_Rural
2004,wikidataId/Q54150,135283,dcid:Count_Person_45To54Years_Rural
2003,wikidataId/Q54150,369899,dcid:Count_Person_45To54Years_Urban
2004,wikidataId/Q54150,365008,dcid:Count_Person_45To54Years_Urban
2003,wikidataId/Q54150,502883,dcid:Count_Person_45To54Years
2004,wikidataId/Q54150,500291,dcid:Count_Person_45To54Years
2003,wikidataId/Q54150,33330,dcid:Count_Person_55To64Years_Female_Rural
2004,wikidataId/Q54150,35532,dcid:Count_Person_55To64Years_Female_Rural
2003,wikidataId/Q54150,114347,dcid:Count_Person_55To64Years_Female_Urban
2004,wikidataId/Q54150,120913,dcid:Count_Person_55To64Years_Female_Urban
2003,wikidataId/Q54150,147677,dcid:Count_Person_55To64Years_Female
2004,wikidataId/Q54150,156445,dcid:Count_Person_55To64Years_Female
2003,wikidataId/Q54150,31678,dcid:Count_Person_55To64Years_Male_Rural
2004,wikidataId/Q54150,34780,dcid:Count_Person_55To64Years_Male_Rural
2003,wikidataId/Q54150,94276,dcid:Count_Person_55To64Years_Male_Urban
2004,wikidataId/Q54150,100548,dcid:Count_Person_55To64Years_Male_Urban
2003,wikidataId/Q54150,125954,dcid:Count_Person_55To64Years_Male
2004,wikidataId/Q54150,135328,dcid:Count_Person_55To64Years_Male
2003,wikidataId/Q54150,65008,dcid:Count_Person_55To64Years_Rural
2004,wikidataId/Q54150,70312,dcid:Count_Person_55To64Years_Rural
2003,wikidataId/Q54150,208623,dcid:Count_Person_55To64Years_Urban
2004,wikidataId/Q54150,221461,dcid:Count_Person_55To64Years_Urban
2003,wikidataId/Q54150,273631,dcid:Count_Person_55To64Years
2004,wikidataId/Q54150,291773,dcid:Count_Person_55To64Years
2003,wikidataId/Q54150,68151,dcid:Count_Person_65OrMoreYears_Female_Rural
2004,wikidataId/Q54150,68069,dcid:Count_Person_65OrMoreYears_Female_Rural
2003,wikidataId/Q54150,174893,dcid:Count_Person_65OrMoreYears_Female_Urban
2004,wikidataId/Q54150,177953,dcid:Count_Person_65OrMoreYears_Female_Urban
2003,wikidataId/Q54150,243044,dcid:Count_Person_65OrMoreYears_Female
2004,wikidataId/Q54150,246022,dcid:Count_Person_65OrMoreYears_Female
2003,wikidataId/Q54150,37645,dcid:Count_Person_65OrMoreYears_Male_Rural
2004,wikidataId/Q54150,37395,dcid:Count_Person_65OrMoreYears_Male_Rural
2003,wikidataId/Q54150,101338,dcid:Count_Person_65OrMoreYears_Male_Urban
2004,wikidataId/Q54150,102440,dcid:Count_Person_65OrMoreYears_Male_Urban
2003,wikidataId/Q54150,138983,dcid:Count_Person_65OrMoreYears_Male
2004,wikidataId/Q54150,139835,dcid:Count_Person_65OrMoreYears_Male
2003,wikidataId/Q54150,105796,dcid:Count_Person_65OrMoreYears_Rural
2004,wikidataId/Q54150,105464,dcid:Count_Person_65OrMoreYears_Rural
2003,wikidataId/Q54150,276231,dcid:Count_Person_65OrMoreYears_Urban
2004,wikidataId/Q54150,280393,dcid:Count_Person_65OrMoreYears_Urban
2003,wikidataId/Q54150,382027,dcid:Count_Person_65OrMoreYears
2004,wikidataId/Q54150,385857,dcid:Count_Person_65OrMoreYears
2003,wikidataId/Q54150,34302,dcid:Count_Person_7To12Years_Female_Rural
2004,wikidataId/Q54150,32856,dcid:Count_Person_7To12Years_Female_Rural
2003,wikidataId/Q54150,62563,dcid:Count_Person_7To12Years_Female_Urban
2004,wikidataId/Q54150,59685,dcid:Count_Person_7To12Years_Female_Urban
2003,wikidataId/Q54150,96865,dcid:Count_Person_7To12Years_Female
