Detail Data For Oil Consumption Productwise Trend Having Year : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
YearValue,Region,State,OilType,Qty_000Tonne
2020,NR,RAJASTHAN,LUBES/GREASES,49.820
2020,NR,RAJASTHAN,BITUMEN,335.801
2020,NR,RAJASTHAN,PETROLEUM COKE,1835.525
2020,NR,RAJASTHAN,OTHERS,67.659
2016,NR,RAJASTHAN,ATF/RTF/JET,134.000
2016,NR,RAJASTHAN,BITUMEN,280.000
2016,NR,RAJASTHAN,DIESEL/ HSD,5316.000
2016,NR,RAJASTHAN,FUEL OIL,209.000
2016,NR,RAJASTHAN,SKO (KEROSENE),377.000
2016,NR,RAJASTHAN,LDO,13.000
2016,NR,RAJASTHAN,LPG,995.000
2016,NR,RAJASTHAN,LSHS/HHS/RFO,0.000
2016,NR,RAJASTHAN,LUBES/GREASES,42.000
2016,NR,RAJASTHAN,NAPHTHA,0.000
2016,NR,RAJASTHAN,OTHERS,2667.000
2016,NR,RAJASTHAN,PETROL,1183.000
2011,SR,TAMILNADU,ATF/RTF/JET,457.000
2011,SR,TAMILNADU,BITUMEN,406.000
2011,SR,TAMILNADU,DIESEL/ HSD,5483.000
2011,SR,TAMILNADU,FUEL OIL,1153.000
2011,SR,TAMILNADU,SKO (KEROSENE),543.000
2011,SR,TAMILNADU,LDO,5.000
2011,SR,TAMILNADU,LPG,1362.000
2011,SR,TAMILNADU,LSHS/HHS/RFO,263.000
2011,SR,TAMILNADU,LUBES/GREASES,113.000
2011,SR,TAMILNADU,NAPHTHA,452.000
2011,SR,TAMILNADU,OTHERS,334.000
2011,SR,TAMILNADU,PETROL,1346.000
2012,SR,TAMILNADU,ATF/RTF/JET,493.000
2012,SR,TAMILNADU,BITUMEN,361.000
2012,SR,TAMILNADU,DIESEL/ HSD,5989.000
2012,SR,TAMILNADU,FUEL OIL,946.000
2012,SR,TAMILNADU,SKO (KEROSENE),467.000
2012,SR,TAMILNADU,LDO,8.000
2012,SR,TAMILNADU,LPG,1419.000
2012,SR,TAMILNADU,LSHS/HHS/RFO,238.000
2012,SR,TAMILNADU,LUBES/GREASES,114.000
2012,SR,TAMILNADU,NAPHTHA,640.000
2012,SR,TAMILNADU,OTHERS,496.000
2012,SR,TAMILNADU,PETROL,1470.000
2013,SR,TAMILNADU,ATF/RTF/JET,465.000
2013,SR,TAMILNADU,BITUMEN,415.000
2013,SR,TAMILNADU,DIESEL/ HSD,6964.000
2013,SR,TAMILNADU,FUEL OIL,815.000
2013,SR,TAMILNADU,SKO (KEROSENE),401.000
2013,SR,TAMILNADU,LDO,11.000
2013,SR,TAMILNADU,LPG,1487.000
2013,SR,TAMILNADU,LSHS/HHS/RFO,262.000
2013,SR,TAMILNADU,LUBES/GREASES,117.000
2013,SR,TAMILNADU,NAPHTHA,611.000
2013,SR,TAMILNADU,OTHERS,370.000
2013,SR,TAMILNADU,PETROL,1583.000
2014,SR,TAMILNADU,ATF/RTF/JET,469.000
2014,SR,TAMILNADU,BITUMEN,459.000
2014,SR,TAMILNADU,DIESEL/ HSD,6195.000
2014,SR,TAMILNADU,FUEL OIL,729.000
2014,SR,TAMILNADU,SKO (KEROSENE),304.000
2014,SR,TAMILNADU,LDO,5.000
2014,SR,TAMILNADU,LPG,1583.000
2014,SR,TAMILNADU,LSHS/HHS/RFO,268.000
2014,SR,TAMILNADU,LUBES/GREASES,107.000
2014,SR,TAMILNADU,NAPHTHA,488.000
2014,SR,TAMILNADU,OTHERS,275.000
2014,SR,TAMILNADU,PETROL,1696.000
2015,SR,TAMILNADU,ATF/RTF/JET,443.000
2015,SR,TAMILNADU,BITUMEN,357.000
2015,SR,TAMILNADU,DIESEL/ HSD,5962.000
2015,SR,TAMILNADU,FUEL OIL,659.000
2015,SR,TAMILNADU,SKO (KEROSENE),309.000
2015,SR,TAMILNADU,LDO,8.000
2015,SR,TAMILNADU,LPG,1680.000
2015,SR,TAMILNADU,LSHS/HHS/RFO,172.000
2015,SR,TAMILNADU,LUBES/GREASES,96.000
2015,SR,TAMILNADU,NAPHTHA,368.000
2015,SR,TAMILNADU,OTHERS,307.000
2015,SR,TAMILNADU,PETROL,1849.000
2017,SR,TAMILNADU,LPG,1910.300
2017,SR,TAMILNADU,PETROL,2254.680
2017,SR,TAMILNADU,NAPHTHA,253.037
2017,SR,TAMILNADU,SKO (KEROSENE),281.840
2017,SR,TAMILNADU,ATF/RTF/JET,474.770
2017,SR,TAMILNADU,DIESEL/ HSD,6468.170
2017,SR,TAMILNADU,LDO,4.280
2017,SR,TAMILNADU,FURNACE OIL,699.200
2017,SR,TAMILNADU,LSHS/HHS/RFO,3.940
2017,SR,TAMILNADU,LUBES/GREASES,115.270
2017,SR,TAMILNADU,BITUMEN,450.350
2017,SR,TAMILNADU,PETROLEUM COKE,143.509
2017,SR,TAMILNADU,OTHERS,224.714
2018,SR,TAMILNADU,LPG,2019.000
2018,SR,TAMILNADU,PETROL,2421.390
2018,SR,TAMILNADU,NAPHTHA,194.300
2018,SR,TAMILNADU,SKO (KEROSENE),204.660
2018,SR,TAMILNADU,ATF/RTF/JET,530.365
2018,SR,TAMILNADU,DIESEL/ HSD,6450.180
2018,SR,TAMILNADU,LDO,5.930
2018,SR,TAMILNADU,FURNACE OIL,676.750
2018,SR,TAMILNADU,LSHS/HHS/RFO,1.700
2018,SR,TAMILNADU,LUBES/GREASES,111.570
2018,SR,TAMILNADU,BITUMEN,424.740
2018,SR,TAMILNADU,PETROLEUM COKE,622.999
2018,SR,TAMILNADU,OTHERS,275.071
2019,SR,TAMILNADU,LPG,2114.258
2019,SR,TAMILNADU,PETROL,2601.951
2019,SR,TAMILNADU,NAPHTHA,179.102
2019,SR,TAMILNADU,SKO (KEROSENE),196.442
2019,SR,TAMILNADU,ATF/RTF/JET,614.326
2019,SR,TAMILNADU,DIESEL/ HSD,6354.308
2019,SR,TAMILNADU,LDO,14.381
2019,SR,TAMILNADU,FURNACE OIL,655.259
2019,SR,TAMILNADU,LSHS/HHS/RFO,1.586
2019,SR,TAMILNADU,LUBES/GREASES,111.143
2019,SR,TAMILNADU,BITUMEN,493.739
2019,SR,TAMILNADU,PETROLEUM COKE,824.939
2019,SR,TAMILNADU,OTHERS,259.759
2020,SR,TAMILNADU,LPG,2178.058
2020,SR,TAMILNADU,PETROL,2735.449
2020,SR,TAMILNADU,NAPHTHA,1.723
2020,SR,TAMILNADU,SKO (KEROSENE),153.906
2020,SR,TAMILNADU,ATF/RTF/JET,638.507
2020,SR,TAMILNADU,DIESEL/ HSD,6191.208
2020,SR,TAMILNADU,LDO,19.546
2020,SR,TAMILNADU,FURNACE OIL,502.528
2020,SR,TAMILNADU,LSHS/HHS/RFO,0.932
2020,SR,TAMILNADU,LUBES/GREASES,98.977
2020,SR,TAMILNADU,BITUMEN,464.753
2020,SR,TAMILNADU,PETROLEUM COKE,815.582
2020,SR,TAMILNADU,OTHERS,306.728
2016,SR,TAMILNADU,ATF/RTF/JET,415.000
2016,SR,TAMILNADU,BITUMEN,476.000
2016,SR,TAMILNADU,DIESEL/ HSD,6312.000
2016,SR,TAMILNADU,FUEL OIL,692.000
2016,SR,TAMILNADU,SKO (KEROSENE),305.000
2016,SR,TAMILNADU,LDO,8.000
2016,SR,TAMILNADU,LPG,1819.000
2016,SR,TAMILNADU,LSHS/HHS/RFO,16.000
2016,SR,TAMILNADU,LUBES/GREASES,107.000
2016,SR,TAMILNADU,NAPHTHA,207.000
2016,SR,TAMILNADU,OTHERS,290.000
2016,SR,TAMILNADU,PETROL,2052.000
2011,NR,DELHI,ATF/RTF/JET,1477.000
2011,NR,DELHI,BITUMEN,32.000
2011,NR,DELHI,DIESEL/ HSD,805.000
2011,NR,DELHI,FUEL OIL,89.000
2011,NR,DELHI,SKO (KEROSENE),107.000
2011,NR,DELHI,LDO,7.000
2011,NR,DELHI,LPG,709.000
2011,NR,DELHI,LSHS/HHS/RFO,1.000
2011,NR,DELHI,LUBES/GREASES,21.000
2011,NR,DELHI,NAPHTHA,0.000
2011,NR,DELHI,OTHERS,7.000
2011,NR,DELHI,PETROL,825.000
2012,NR,DELHI,ATF/RTF/JET,1660.000
2012,NR,DELHI,BITUMEN,13.000
2012,NR,DELHI,DIESEL/ HSD,930.000
2012,NR,DELHI,FUEL OIL,72.000
2012,NR,DELHI,SKO (KEROSENE),48.000
2012,NR,DELHI,LDO,4.000
2012,NR,DELHI,LPG,731.000
2012,NR,DELHI,LSHS/HHS/RFO,0.000
2012,NR,DELHI,LUBES/GREASES,18.000
2012,NR,DELHI,NAPHTHA,0.000
2012,NR,DELHI,OTHERS,5.000
2012,NR,DELHI,PETROL,813.000
2013,NR,DELHI,ATF/RTF/JET,1462.000
2013,NR,DELHI,BITUMEN,10.000
2013,NR,DELHI,DIESEL/ HSD,1029.000
2013,NR,DELHI,FUEL OIL,39.000
2013,NR,DELHI,SKO (KEROSENE),42.000
2013,NR,DELHI,LDO,8.700
2013,NR,DELHI,LPG,716.000
2013,NR,DELHI,LSHS/HHS/RFO,0.000
2013,NR,DELHI,LUBES/GREASES,17.000
2013,NR,DELHI,NAPHTHA,0.000
2013,NR,DELHI,OTHERS,29.000
2013,NR,DELHI,PETROL,787.000
2014,NR,DELHI,ATF/RTF/JET,1528.000
2014,NR,DELHI,BITUMEN,17.000
2014,NR,DELHI,DIESEL/ HSD,1129.000
2014,NR,DELHI,FUEL OIL,32.000
2014,NR,DELHI,SKO (KEROSENE),9.000
2014,NR,DELHI,LDO,4.000
2014,NR,DELHI,LPG,702.000
2014,NR,DELHI,LSHS/HHS/RFO,0.000
2014,NR,DELHI,LUBES/GREASES,17.000
2014,NR,DELHI,NAPHTHA,0.000
2014,NR,DELHI,OTHERS,55.000
2014,NR,DELHI,PETROL,797.000
2015,NR,DELHI,ATF/RTF/JET,1501.000
2015,NR,DELHI,BITUMEN,11.000
2015,NR,DELHI,DIESEL/ HSD,1269.000
2015,NR,DELHI,FUEL OIL,57.000
2015,NR,DELHI,SKO (KEROSENE),1.000
2015,NR,DELHI,LDO,3.000
2015,NR,DELHI,LPG,732.000
2015,NR,DELHI,LSHS/HHS/RFO,0.000
2015,NR,DELHI,LUBES/GREASES,17.000
2015,NR,DELHI,NAPHTHA,0.000
2015,NR,DELHI,OTHERS,94.000
2015,NR,DELHI,PETROL,831.000
2017,NR,DELHI,LPG,797.750
2017,NR,DELHI,PETROL,906.110
2017,NR,DELHI,NAPHTHA,0.000
2017,NR,DELHI,SKO (KEROSENE),0.800
2017,NR,DELHI,ATF/RTF/JET,1725.500
2017,NR,DELHI,DIESEL/ HSD,584.978
2017,NR,DELHI,LDO,0.490
2017,NR,DELHI,FURNACE OIL,81.060
2017,NR,DELHI,LSHS/HHS/RFO,0.000
2017,NR,DELHI,LUBES/GREASES,16.430
2017,NR,DELHI,BITUMEN,5.910
2017,NR,DELHI,PETROLEUM COKE,49.170
2017,NR,DELHI,OTHERS,31.019
2018,NR,DELHI,LPG,807.640
2018,NR,DELHI,PETROL,926.690
2018,NR,DELHI,NAPHTHA,0.000
2018,NR,DELHI,SKO (KEROSENE),0.750
2018,NR,DELHI,ATF/RTF/JET,1941.530
2018,NR,DELHI,DIESEL/ HSD,684.520
2018,NR,DELHI,LDO,6.450
2018,NR,DELHI,FURNACE OIL,45.750
2018,NR,DELHI,LSHS/HHS/RFO,8.450
2018,NR,DELHI,LUBES/GREASES,16.880
2018,NR,DELHI,BITUMEN,1.680
2018,NR,DELHI,PETROLEUM COKE,17.627
2018,NR,DELHI,OTHERS,31.854
2019,NR,DELHI,LPG,824.923
2019,NR,DELHI,PETROL,903.113
2019,NR,DELHI,NAPHTHA,0.000
2019,NR,DELHI,SKO (KEROSENE),1.041
2019,NR,DELHI,ATF/RTF/JET,2064.825
2019,NR,DELHI,DIESEL/ HSD,697.005
2019,NR,DELHI,LDO,2.189
2019,NR,DELHI,FURNACE OIL,0.000
2019,NR,DELHI,LSHS/HHS/RFO,38.158
2019,NR,DELHI,LUBES/GREASES,17.238
2019,NR,DELHI,BITUMEN,0.691
2019,NR,DELHI,PETROLEUM COKE,0.000
2019,NR,DELHI,OTHERS,17.480
2020,NR,DELHI,LPG,822.564
2020,NR,DELHI,PETROL,875.966
2020,NR,DELHI,NAPHTHA,0.000
2020,NR,DELHI,SKO (KEROSENE),0.707
2020,NR,DELHI,ATF/RTF/JET,2047.637
2020,NR,DELHI,DIESEL/ HSD,680.478
2020,NR,DELHI,LDO,0.687
2020,NR,DELHI,FURNACE OIL,0.000
2020,NR,DELHI,LSHS/HHS/RFO,13.468
2020,NR,DELHI,LUBES/GREASES,15.633
2020,NR,DELHI,BITUMEN,1.398
2020,NR,DELHI,PETROLEUM COKE,0.000
2020,NR,DELHI,OTHERS,8.048
2016,NR,DELHI,ATF/RTF/JET,1605.000
2016,NR,DELHI,BITUMEN,9.000
2016,NR,DELHI,DIESEL/ HSD,1508.000
2016,NR,DELHI,FUEL OIL,76.000
2016,NR,DELHI,SKO (KEROSENE),1.000
2016,NR,DELHI,LDO,1.000
2016,NR,DELHI,LPG,777.000
2016,NR,DELHI,LSHS/HHS/RFO,0.000
2016,NR,DELHI,LUBES/GREASES,19.000
2016,NR,DELHI,NAPHTHA,0.000
2016,NR,DELHI,OTHERS,100.000
2016,NR,DELHI,PETROL,902.000
2011,NR,HARYANA,ATF/RTF/JET,11.000
2011,NR,HARYANA,BITUMEN,256.000
2011,NR,HARYANA,DIESEL/ HSD,4546.000
2011,NR,HARYANA,FUEL OIL,419.000
2011,NR,HARYANA,SKO (KEROSENE),135.000
2011,NR,HARYANA,LDO,28.000
2011,NR,HARYANA,LPG,479.000
2011,NR,HARYANA,LSHS/HHS/RFO,335.000
2011,NR,HARYANA,LUBES/GREASES,33.000
2011,NR,HARYANA,NAPHTHA,1389.000
2011,NR,HARYANA,OTHERS,216.000
2011,NR,HARYANA,PETROL,624.000
2012,NR,HARYANA,ATF/RTF/JET,20.000
2012,NR,HARYANA,BITUMEN,211.000
2012,NR,HARYANA,DIESEL/ HSD,4817.000
2012,NR,HARYANA,FUEL OIL,297.000
2012,NR,HARYANA,SKO (KEROSENE),123.000
2012,NR,HARYANA,LDO,22.000
2012,NR,HARYANA,LPG,509.000
2012,NR,HARYANA,LSHS/HHS/RFO,234.000
2012,NR,HARYANA,LUBES/GREASES,34.000
2012,NR,HARYANA,NAPHTHA,2096.000
2012,NR,HARYANA,OTHERS,188.000
2012,NR,HARYANA,PETROL,635.000
2013,NR,HARYANA,ATF/RTF/JET,19.000
2013,NR,HARYANA,BITUMEN,202.000
2013,NR,HARYANA,DIESEL/ HSD,5023.000
2013,NR,HARYANA,FUEL OIL,187.000
2013,NR,HARYANA,SKO (KEROSENE),75.000
2013,NR,HARYANA,LDO,17.900
2013,NR,HARYANA,LPG,509.000
2013,NR,HARYANA,LSHS/HHS/RFO,123.000
2013,NR,HARYANA,LUBES/GREASES,36.000
2013,NR,HARYANA,NAPHTHA,2654.000
2013,NR,HARYANA,OTHERS,177.000
2013,NR,HARYANA,PETROL,626.000
2014,NR,HARYANA,ATF/RTF/JET,27.000
2014,NR,HARYANA,BITUMEN,219.000
2014,NR,HARYANA,DIESEL/ HSD,5004.000
2014,NR,HARYANA,FUEL OIL,85.000
2014,NR,HARYANA,SKO (KEROSENE),70.000
2014,NR,HARYANA,LDO,7.000
2014,NR,HARYANA,LPG,530.000
2014,NR,HARYANA,LSHS/HHS/RFO,0.000
2014,NR,HARYANA,LUBES/GREASES,39.000
2014,NR,HARYANA,NAPHTHA,2958.000
2014,NR,HARYANA,OTHERS,521.000
2014,NR,HARYANA,PETROL,664.000
2015,NR,HARYANA,ATF/RTF/JET,35.000
2015,NR,HARYANA,BITUMEN,203.000
2015,NR,HARYANA,DIESEL/ HSD,5029.000
2015,NR,HARYANA,FUEL OIL,96.000
2015,NR,HARYANA,SKO (KEROSENE),71.000
2015,NR,HARYANA,LDO,4.000
2015,NR,HARYANA,LPG,586.000
2015,NR,HARYANA,LSHS/HHS/RFO,0.000
2015,NR,HARYANA,LUBES/GREASES,42.000
2015,NR,HARYANA,NAPHTHA,3259.000
2015,NR,HARYANA,OTHERS,539.000
2015,NR,HARYANA,PETROL,724.000
2017,NR,HARYANA,LPG,674.710
2017,NR,HARYANA,PETROL,873.250
2017,NR,HARYANA,NAPHTHA,3458.990
2017,NR,HARYANA,SKO (KEROSENE),31.430
2017,NR,HARYANA,ATF/RTF/JET,40.140
2017,NR,HARYANA,DIESEL/ HSD,5211.482
2017,NR,HARYANA,LDO,8.350
2017,NR,HARYANA,FURNACE OIL,165.550
2017,NR,HARYANA,LSHS/HHS/RFO,0.000
2017,NR,HARYANA,LUBES/GREASES,47.480
2017,NR,HARYANA,BITUMEN,126.770
2017,NR,HARYANA,PETROLEUM COKE,252.132
2017,NR,HARYANA,OTHERS,89.693
2018,NR,HARYANA,LPG,740.340
2018,NR,HARYANA,PETROL,937.920
2018,NR,HARYANA,NAPHTHA,3340.060
2018,NR,HARYANA,SKO (KEROSENE),2.370
2018,NR,HARYANA,ATF/RTF/JET,59.992
2018,NR,HARYANA,DIESEL/ HSD,5479.090
2018,NR,HARYANA,LDO,24.190
2018,NR,HARYANA,FURNACE OIL,82.750
2018,NR,HARYANA,LSHS/HHS/RFO,10.070
2018,NR,HARYANA,LUBES/GREASES,50.530
2018,NR,HARYANA,BITUMEN,155.810
2018,NR,HARYANA,PETROLEUM COKE,324.682
2018,NR,HARYANA,OTHERS,98.693
2019,NR,HARYANA,LPG,804.984
2019,NR,HARYANA,PETROL,978.459
2019,NR,HARYANA,NAPHTHA,3444.107
2019,NR,HARYANA,SKO (KEROSENE),3.218
2019,NR,HARYANA,ATF/RTF/JET,40.535
2019,NR,HARYANA,DIESEL/ HSD,5440.439
2019,NR,HARYANA,LDO,34.953
2019,NR,HARYANA,FURNACE OIL,0.000
2019,NR,HARYANA,LSHS/HHS/RFO,49.079
2019,NR,HARYANA,LUBES/GREASES,49.884
2019,NR,HARYANA,BITUMEN,146.087
2019,NR,HARYANA,PETROLEUM COKE,0.240
2019,NR,HARYANA,OTHERS,124.097
2020,NR,HARYANA,LPG,858.185
2020,NR,HARYANA,PETROL,1029.400
2020,NR,HARYANA,NAPHTHA,3198.970
2020,NR,HARYANA,SKO (KEROSENE),2.450
2020,NR,HARYANA,ATF/RTF/JET,25.969
2020,NR,HARYANA,DIESEL/ HSD,5271.791
2020,NR,HARYANA,LDO,25.445
2020,NR,HARYANA,FURNACE OIL,0.000
2020,NR,HARYANA,LSHS/HHS/RFO,57.122
2020,NR,HARYANA,LUBES/GREASES,53.113
2020,NR,HARYANA,BITUMEN,135.397
2020,NR,HARYANA,PETROLEUM COKE,0.000
2020,NR,HARYANA,OTHERS,119.971
2016,NR,HARYANA,ATF/RTF/JET,30.000
2016,NR,HARYANA,BITUMEN,158.000
2016,NR,HARYANA,DIESEL/ HSD,5014.000
2016,NR,HARYANA,FUEL OIL,174.000
2016,NR,HARYANA,SKO (KEROSENE),58.000
2016,NR,HARYANA,LDO,6.000
2016,NR,HARYANA,LPG,630.000
2016,NR,HARYANA,LSHS/HHS/RFO,0.000
2016,NR,HARYANA,LUBES/GREASES,46.000
2016,NR,HARYANA,NAPHTHA,3405.000
2016,NR,HARYANA,OTHERS,471.000
2016,NR,HARYANA,PETROL,783.000
2011,NR,HIMACHAL PRADESH,ATF/RTF/JET,7.000
2011,NR,HIMACHAL PRADESH,BITUMEN,46.000
2011,NR,HIMACHAL PRADESH,DIESEL/ HSD,441.000
2011,NR,HIMACHAL PRADESH,FUEL OIL,76.000
2011,NR,HIMACHAL PRADESH,SKO (KEROSENE),35.000
2011,NR,HIMACHAL PRADESH,LDO,1.000
2011,NR,HIMACHAL PRADESH,LPG,107.000
2011,NR,HIMACHAL PRADESH,LSHS/HHS/RFO,1.000
2011,NR,HIMACHAL PRADESH,LUBES/GREASES,9.000
2011,NR,HIMACHAL PRADESH,NAPHTHA,0.000
2011,NR,HIMACHAL PRADESH,OTHERS,153.000
2011,NR,HIMACHAL PRADESH,PETROL,105.000
2012,NR,HIMACHAL PRADESH,ATF/RTF/JET,7.000
2012,NR,HIMACHAL PRADESH,BITUMEN,48.000
2012,NR,HIMACHAL PRADESH,DIESEL/ HSD,479.000
2012,NR,HIMACHAL PRADESH,FUEL OIL,51.000
2012,NR,HIMACHAL PRADESH,SKO (KEROSENE),29.000
2012,NR,HIMACHAL PRADESH,LDO,0.000
2012,NR,HIMACHAL PRADESH,LPG,112.000
2012,NR,HIMACHAL PRADESH,LSHS/HHS/RFO,1.000
2012,NR,HIMACHAL PRADESH,LUBES/GREASES,8.000
2012,NR,HIMACHAL PRADESH,NAPHTHA,0.000
2012,NR,HIMACHAL PRADESH,OTHERS,213.000
2012,NR,HIMACHAL PRADESH,PETROL,111.000
2013,NR,HIMACHAL PRADESH,ATF/RTF/JET,7.000
2013,NR,HIMACHAL PRADESH,BITUMEN,46.000
2013,NR,HIMACHAL PRADESH,DIESEL/ HSD,533.000
2013,NR,HIMACHAL PRADESH,FUEL OIL,33.000
2013,NR,HIMACHAL PRADESH,SKO (KEROSENE),23.000
2013,NR,HIMACHAL PRADESH,LDO,0.100
2013,NR,HIMACHAL PRADESH,LPG,112.000
2013,NR,HIMACHAL PRADESH,LSHS/HHS/RFO,0.300
2013,NR,HIMACHAL PRADESH,LUBES/GREASES,10.000
2013,NR,HIMACHAL PRADESH,NAPHTHA,0.000
2013,NR,HIMACHAL PRADESH,OTHERS,387.000
2013,NR,HIMACHAL PRADESH,PETROL,114.000
2014,NR,HIMACHAL PRADESH,ATF/RTF/JET,7.000
2014,NR,HIMACHAL PRADESH,BITUMEN,39.000
2014,NR,HIMACHAL PRADESH,DIESEL/ HSD,512.000
2014,NR,HIMACHAL PRADESH,FUEL OIL,38.000
2014,NR,HIMACHAL PRADESH,SKO (KEROSENE),23.000
2014,NR,HIMACHAL PRADESH,LDO,0.000
2014,NR,HIMACHAL PRADESH,LPG,106.000
2014,NR,HIMACHAL PRADESH,LSHS/HHS/RFO,0.000
2014,NR,HIMACHAL PRADESH,LUBES/GREASES,15.000
2014,NR,HIMACHAL PRADESH,NAPHTHA,0.000
2014,NR,HIMACHAL PRADESH,OTHERS,434.000
2014,NR,HIMACHAL PRADESH,PETROL,124.000
2015,NR,HIMACHAL PRADESH,ATF/RTF/JET,8.000
2015,NR,HIMACHAL PRADESH,BITUMEN,47.000
2015,NR,HIMACHAL PRADESH,DIESEL/ HSD,521.000
2015,NR,HIMACHAL PRADESH,FUEL OIL,35.000
2015,NR,HIMACHAL PRADESH,SKO (KEROSENE),23.000
2015,NR,HIMACHAL PRADESH,LDO,0.000
2015,NR,HIMACHAL PRADESH,LPG,121.000
2015,NR,HIMACHAL PRADESH,LSHS/HHS/RFO,0.000
2015,NR,HIMACHAL PRADESH,LUBES/GREASES,18.000
2015,NR,HIMACHAL PRADESH,NAPHTHA,0.000
2015,NR,HIMACHAL PRADESH,OTHERS,337.000
2015,NR,HIMACHAL PRADESH,PETROL,137.000
2017,NR,HIMACHAL PRADESH,LPG,142.390
2017,NR,HIMACHAL PRADESH,PETROL,183.070
2017,NR,HIMACHAL PRADESH,NAPHTHA,0.000
2017,NR,HIMACHAL PRADESH,SKO (KEROSENE),17.560
2017,NR,HIMACHAL PRADESH,ATF/RTF/JET,6.790
2017,NR,HIMACHAL PRADESH,DIESEL/ HSD,1267.473
2017,NR,HIMACHAL PRADESH,LDO,0.220
2017,NR,HIMACHAL PRADESH,FURNACE OIL,38.020
2017,NR,HIMACHAL PRADESH,LSHS/HHS/RFO,0.000
2017,NR,HIMACHAL PRADESH,LUBES/GREASES,30.620
2017,NR,HIMACHAL PRADESH,BITUMEN,62.780
2017,NR,HIMACHAL PRADESH,PETROLEUM COKE,632.800
2017,NR,HIMACHAL PRADESH,OTHERS,7.098
2018,NR,HIMACHAL PRADESH,LPG,152.980
2018,NR,HIMACHAL PRADESH,PETROL,207.890
2018,NR,HIMACHAL PRADESH,NAPHTHA,0.000
2018,NR,HIMACHAL PRADESH,SKO (KEROSENE),14.550
2018,NR,HIMACHAL PRADESH,ATF/RTF/JET,7.584
2018,NR,HIMACHAL PRADESH,DIESEL/ HSD,1193.650
2018,NR,HIMACHAL PRADESH,LDO,0.640
2018,NR,HIMACHAL PRADESH,FURNACE OIL,52.670
2018,NR,HIMACHAL PRADESH,LSHS/HHS/RFO,0.080
2018,NR,HIMACHAL PRADESH,LUBES/GREASES,22.810
2018,NR,HIMACHAL PRADESH,BITUMEN,62.990
2018,NR,HIMACHAL PRADESH,PETROLEUM COKE,432.581
2018,NR,HIMACHAL PRADESH,OTHERS,7.049
2019,NR,HIMACHAL PRADESH,LPG,165.084
2019,NR,HIMACHAL PRADESH,PETROL,224.631
2019,NR,HIMACHAL PRADESH,NAPHTHA,0.000
2019,NR,HIMACHAL PRADESH,SKO (KEROSENE),14.688
2019,NR,HIMACHAL PRADESH,ATF/RTF/JET,7.807
2019,NR,HIMACHAL PRADESH,DIESEL/ HSD,1020.828
2019,NR,HIMACHAL PRADESH,LDO,0.346
2019,NR,HIMACHAL PRADESH,FURNACE OIL,47.704
2019,NR,HIMACHAL PRADESH,LSHS/HHS/RFO,0.711
2019,NR,HIMACHAL PRADESH,LUBES/GREASES,15.594
2019,NR,HIMACHAL PRADESH,BITUMEN,71.336
2019,NR,HIMACHAL PRADESH,PETROLEUM COKE,356.328
2019,NR,HIMACHAL PRADESH,OTHERS,8.353
2020,NR,HIMACHAL PRADESH,LPG,180.082
2020,NR,HIMACHAL PRADESH,PETROL,238.027
2020,NR,HIMACHAL PRADESH,NAPHTHA,0.000
2020,NR,HIMACHAL PRADESH,SKO (KEROSENE),11.869
2020,NR,HIMACHAL PRADESH,ATF/RTF/JET,6.651
2020,NR,HIMACHAL PRADESH,DIESEL/ HSD,835.226
2020,NR,HIMACHAL PRADESH,LDO,0.173
2020,NR,HIMACHAL PRADESH,FURNACE OIL,40.444
2020,NR,HIMACHAL PRADESH,LSHS/HHS/RFO,1.290
2020,NR,HIMACHAL PRADESH,LUBES/GREASES,12.465
2020,NR,HIMACHAL PRADESH,BITUMEN,64.946
2020,NR,HIMACHAL PRADESH,PETROLEUM COKE,462.981
2020,NR,HIMACHAL PRADESH,OTHERS,6.976
2016,NR,HIMACHAL PRADESH,ATF/RTF/JET,8.000
2016,NR,HIMACHAL PRADESH,BITUMEN,51.000
2016,NR,HIMACHAL PRADESH,DIESEL/ HSD,576.000
2016,NR,HIMACHAL PRADESH,FUEL OIL,52.000
2016,NR,HIMACHAL PRADESH,SKO (KEROSENE),23.000
2016,NR,HIMACHAL PRADESH,LDO,0.000
2016,NR,HIMACHAL PRADESH,LPG,131.000
2016,NR,HIMACHAL PRADESH,LSHS/HHS/RFO,0.000
2016,NR,HIMACHAL PRADESH,LUBES/GREASES,21.000
2016,NR,HIMACHAL PRADESH,NAPHTHA,0.000
2016,NR,HIMACHAL PRADESH,OTHERS,525.000
