"observationPeriods","MinDate","ScalingFactors","Units","MeasurementMethods","NumPlaces","StatVar"
"[]","2016","[]","[]","[CensusCBPSurvey]","4684","dc/px7n4l0tttseg"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1747","dc/hd055e4fcbsyg"
"[]","2016","[]","[]","[CensusCBPSurvey]","15666","dc/7336vjwnv4b63"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","4077","WagesAnnual_Establishment_NAICSManufacturing"
"[]","2016","[]","[]","[CensusCBPSurvey]","3423","dc/5dsp6d34q9xb5"
"[]","2016","[]","[]","[CensusCBPSurvey]","138","dc/s41lkjqtq2m14"
"[]","2016","[]","[]","[CensusCBPSurvey]","511","dc/lesgv5l0x4l1f"
"[]","2016","[]","[]","[CensusCBPSurvey]","302","dc/ccsyhkgv9n08f"
"[]","2016","[]","[]","[CensusCBPSurvey]","702","dc/y4gvfyc4g1682"
"[]","2016","[]","[]","[CensusCBPSurvey]","26156","dc/xfm54gzm3h14"
"[]","2016","[]","[]","[CensusCBPSurvey]","8254","dc/7l71htltytq72"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2635","dc/5295efemjt5hh"
"[]","2016","[]","[]","[CensusCBPSurvey]","16052","dc/xf97ge1d80ne1"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","279","dc/btl6rhx6jrr4d"
"[]","2016","[]","[]","[CensusCBPSurvey]","1014","dc/3b36563d0xkn7"
"[]","2016","[]","[]","[CensusCBPSurvey]","2642","dc/lqns7cxdm9xng"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","385","dc/67tp1jec9qrt7"
"[]","2016","[]","[]","[CensusCBPSurvey]","300","dc/pcs6ycnnp24b1"
"[]","2016","[]","[]","[CensusCBPSurvey]","536","dc/v8dpbhqw2gm5f"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","241","dc/0me885ex5ln7f"
"[]","2016","[]","[]","[CensusCBPSurvey]","553","dc/4bxvbj6f39vp4"
"[]","2017","[]","[USDollar]","[CensusCBPSurvey]","617","WagesAnnual_Establishment_NAICSCrudePetroleumExtraction"
"[]","2016","[]","[]","[CensusCBPSurvey]","2468","dc/ws7lg6qlq1gs4"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1185","dc/mg9zk5q7tvexc"
"[]","2016","[]","[]","[CensusCBPSurvey]","12199","dc/ed0c71lqv62yg"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3431","dc/n71hxp0xw9k2c"
"[]","2016","[]","[]","[CensusCBPSurvey]","6545","dc/7qxb5tm85rglc"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","237","dc/twtb8jmkmq9e9"
"[]","2016","[]","[]","[CensusCBPSurvey]","407","dc/wdydbwfx8b4l6"
"[]","2016","[]","[]","[CensusCBPSurvey]","476","dc/etv3v8870e0n"
"[]","2016","[]","[]","[CensusCBPSurvey]","756","dc/w9j4p27pp7f0h"
"[]","2016","[]","[]","[CensusCBPSurvey]","1482","dc/7q1gn46kdsjpd"
"[]","2016","[]","[]","[CensusCBPSurvey]","3212","dc/chpyr81bg1t66"
"[]","2016","[]","[]","[CensusCBPSurvey]","902","dc/bs6lnevm2tt8b"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","571","dc/pzbjpg8ndrqx"
"[]","2016","[]","[]","[CensusCBPSurvey]","2902","Count_Worker_NAICSRoofingContractors_NAICS238160"
"[]","2016","[]","[]","[CensusCBPSurvey]","1191","dc/bm2rxs6ry0bd6"
"[]","2016","[]","[]","[CensusCBPSurvey]","10287","dc/gc2gstzghsxc9"
"[]","2016","[]","[]","[CensusCBPSurvey]","1019","dc/mwn34vcryqf43"
"[]","2016","[]","[]","[CensusCBPSurvey]","4328","dc/lb6416fpdjd03"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","247","dc/74hf3gwht0851"
"[]","2016","[]","[]","[CensusCBPSurvey]","463","dc/vwp0h48vrgvqh"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","298","dc/zct5emyxh7z2"
"[]","2016","[]","[]","[CensusCBPSurvey]","3250","dc/bz265wr7856pb"
"[]","2016","[]","[]","[CensusCBPSurvey]","469","dc/d3vfdg383mqe1"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3435","dc/4zy33e1grt3f8"
"[]","2016","[]","[]","[CensusCBPSurvey]","3914","dc/vyh3wzetz9qe6"
"[]","2016","[]","[]","[CensusCBPSurvey]","1151","dc/khtx9cmvkld1g"
"[]","2016","[]","[]","[CensusCBPSurvey]","11455","dc/zwecdhb79sqzb"
"[]","2016","[]","[]","[CensusCBPSurvey]","1866","dc/9l90z85fvb7lb"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","476","dc/5khf61wl5105h"
"[]","2016","[]","[]","[CensusCBPSurvey]","519","dc/8pepr8lrwbpz4"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3548","dc/nwy8s8lwezmxb"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2254","dc/dpjppqxbw5xpd"
"[]","2016","[]","[]","[CensusCBPSurvey]","1717","dc/5dqykrbwrdpe2"
"[]","2016","[]","[]","[CensusCBPSurvey]","9850","dc/5v0jmpkmz2kt6"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","151","dc/l7j0586vfpdw3"
"[]","2016","[]","[]","[CensusCBPSurvey]","406","dc/m9qfme72wg0w"
"[]","2016","[]","[]","[CensusCBPSurvey]","1016","dc/3xrczb9ezgr76"
"[]","2016","[]","[]","[CensusCBPSurvey]","4682","dc/eb45zcr8p2qnc"
"[]","2016","[]","[]","[CensusCBPSurvey]","1854","dc/k3p8jp5et5mdf"
"[]","2016","[]","[]","[CensusCBPSurvey]","3612","dc/v2g6rlf2byqn4"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","414","dc/g8f772jgwf8dc"
"[]","2016","[]","[]","[CensusCBPSurvey]","917","dc/qhz6tkggd5v0d"
"[]","2016","[]","[]","[CensusCBPSurvey]","3679","dc/8xqxj9xs8p84f"
"[]","2016","[]","[]","[CensusCBPSurvey]","3803","Count_Worker_NAICSElectricalContractorsAndOtherWiringInstallationContractors_NAICS238210"
"[]","2016","[]","[]","[CensusCBPSurvey]","98","dc/0v1494l4emz71"
"[]","2016","[]","[]","[CensusCBPSurvey]","744","dc/0ebpznhptg6xg"
"[]","2016","[]","[]","[CensusCBPSurvey]","3270","dc/0ydnq6s7qsj52"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3205","dc/xgyqbp39sq4w7"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3118","dc/t6ce63yn84bg6"
"[]","2016","[]","[]","[CensusCBPSurvey]","301","dc/g5v0d0f655nnh"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","399","dc/lc2weefledx09"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3607","dc/n1p0p9cv2zrbf"
"[]","2016","[]","[]","[CensusCBPSurvey]","4721","dc/kycs4l8b4y8t"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","183","dc/2mxgtldxl4nj"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","206","dc/lb327e98hlsyc"
"[]","2016","[]","[]","[CensusCBPSurvey]","1029","dc/8g1rekg315tg"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2223","dc/9zp05m3yn4bd4"
"[]","2016","[]","[]","[CensusCBPSurvey]","548","dc/4nw1m09e4zn3f"
"[]","2016","[]","[]","[CensusCBPSurvey]","2936","dc/kn4rec6w5sv87"
"[]","2016","[]","[]","[CensusCBPSurvey]","528","dc/g4h1g6czgkygh"
"[]","2016","[]","[]","[CensusCBPSurvey]","238","dc/1bc8qyhchhzb"
"[]","2016","[]","[]","[CensusCBPSurvey]","1850","dc/c9m383rkmw9w1"
"[]","2016","[]","[]","[CensusCBPSurvey]","2676","dc/tkbdp5s6lj911"
"[]","2016","[]","[]","[CensusCBPSurvey]","131","dc/kmgh61fcdccfc"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1784","dc/wr23vlvst2s11"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","4187","WagesAnnual_Establishment_NAICSRetailTrade"
"[]","2016","[]","[]","[CensusCBPSurvey]","773","dc/bj93ph7l5rbzg"
"[]","2016","[]","[]","[CensusCBPSurvey]","4893","dc/k3rc2jp19mb57"
"[]","2016","[]","[]","[CensusCBPSurvey]","1711","dc/ec4qytz6wpcv3"
"[]","2016","[]","[]","[CensusCBPSurvey]","252","dc/ne4clpbtsdeyc"
"[]","2016","[]","[]","[CensusCBPSurvey]","1250","dc/twjy05hk1emph"
"[]","2016","[]","[]","[CensusCBPSurvey]","6105","dc/ngn2fyhv9te17"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2582","dc/hhdr3d6h6j3v3"
"[]","2016","[]","[]","[CensusCBPSurvey]","5393","dc/wkjw10k9dn19b"
"[]","2016","[]","[]","[CensusCBPSurvey]","21750","dc/wrltsrtm50zt1"
"[]","2016","[]","[]","[CensusCBPSurvey]","9567","dc/kcwcj468prf3d"
"[]","2016","[]","[]","[CensusCBPSurvey]","12532","dc/90n2fcyj9yen5"
"[]","2016","[]","[]","[CensusCBPSurvey]","3832","dc/mvn80bx08xg93"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","656","dc/lnky1cy8y7pf2"
"[]","2016","[]","[]","[CensusCBPSurvey]","2646","dc/wj79dk0ccqkx8"
"[]","2016","[]","[]","[CensusCBPSurvey]","2508","dc/nk82vmv1ewxff"
"[]","2016","[]","[]","[CensusCBPSurvey]","1606","dc/h66l19zss04vd"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1175","dc/4899ewnfvxnw6"
"[]","2016","[]","[]","[CensusCBPSurvey]","919","dc/nemg2pnwkq8vd"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1793","dc/e9w5cqeyybty1"
"[]","2016","[]","[]","[CensusCBPSurvey]","640","dc/ee89b6e8b2dx5"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3042","dc/9w6m2jfc5vdw3"
"[]","2016","[]","[]","[CensusCBPSurvey]","2001","dc/lx84wkm77vfx1"
"[]","2016","[]","[]","[CensusCBPSurvey]","10282","dc/hzrbbcn4gvr23"
"[]","2016","[]","[]","[CensusCBPSurvey]","2832","dc/nn4ktwjctn3jb"
"[]","2016","[]","[]","[CensusCBPSurvey]","1842","dc/v7n2r34s23fvd"
"[]","2016","[]","[]","[CensusCBPSurvey]","958","dc/h0c9cledyghc2"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","651","dc/p7rceq7r75n0d"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1422","dc/hcm2j0qlz61w8"
"[]","2016","[]","[]","[CensusCBPSurvey]","1600","dc/zmznk0nfqqwc1"
"[]","2016","[]","[]","[CensusCBPSurvey]","2351","dc/eg3r64p1j30jg"
"[]","2016","[]","[]","[CensusCBPSurvey]","386","dc/qmnz004tlqmcb"
"[]","2016","[]","[]","[CensusCBPSurvey]","636","dc/y8m5tv3vv1083"
"[]","2016","[]","[]","[CensusCBPSurvey]","1854","dc/75g8l3mh4p7g2"
"[]","2016","[]","[]","[CensusCBPSurvey]","309","dc/y4tfjj32lh5s"
"[]","2016","[]","[]","[CensusCBPSurvey]","1674","dc/0tcqe4cdljy63"
"[]","2016","[]","[]","[CensusCBPSurvey]","1698","dc/43htf4nteheg1"
"[]","2016","[]","[]","[CensusCBPSurvey]","1448","dc/ffwk1x02w3fy3"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","548","dc/v4jcfdhfn2658"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3006","dc/w4p785nm2nfp5"
"[]","2016","[]","[]","[CensusCBPSurvey]","3086","dc/6d2fpqt54hm09"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2104","dc/ceb4bs4dq9g71"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2705","dc/94n9lc9q7mkvd"
"[]","2016","[]","[]","[CensusCBPSurvey]","817","dc/4r54kvqc7m25"
"[]","2016","[]","[]","[CensusCBPSurvey]","3569","dc/rcs602t4qjygd"
"[]","2016","[]","[]","[CensusCBPSurvey]","924","dc/8zbsdgknysr0b"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","311","dc/70lqcl5gfgtk5"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","481","dc/gyn44e6hv5m12"
"[]","2016","[]","[]","[CensusCBPSurvey]","6838","dc/5j1mxy0rsfl82"
"[]","2016","[]","[]","[CensusCBPSurvey]","3250","dc/w1gvqfv76e7r"
"[]","2016","[]","[]","[CensusCBPSurvey]","4793","dc/0c3lngxpb5nl4"
"[]","2016","[]","[]","[CensusCBPSurvey]","1465","dc/t2v1rb538pjb6"
"[]","2016","[]","[]","[CensusCBPSurvey]","2139","dc/1glb4bwtmrcpd"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","958","dc/zvwe6rm25p9p2"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1002","dc/qys90wzt9nw26"
"[]","2017","[]","[USDollar]","[CensusCBPSurvey]","149","WagesAnnual_Establishment_NAICSMeasuringDispensingAndOtherPumpingEquipmentManufacturing"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1399","dc/lmg8e74l6qgv5"
"[]","2016","[]","[]","[CensusCBPSurvey]","3363","dc/4klh7s7tsx2l7"
"[]","2016","[]","[]","[CensusCBPSurvey]","2328","dc/kl5y95t6n3zng"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1496","dc/y05twm31s73q6"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3207","dc/5sprhk6cfh60h"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1435","dc/zn12100b3c4e"
"[]","2016","[]","[]","[CensusCBPSurvey]","1067","dc/qtvlql9gbd0f3"
"[]","2016","[]","[]","[CensusCBPSurvey]","106","dc/cxfghfz9v32x"
"[]","2016","[]","[]","[CensusCBPSurvey]","376","dc/pzqj344dwnpw5"
"[]","2016","[]","[]","[CensusCBPSurvey]","1852","dc/4yt52mx9rvnf1"
"[]","2016","[]","[]","[CensusCBPSurvey]","2560","dc/5998slpkcfkt8"
"[]","2016","[]","[]","[CensusCBPSurvey]","3086","dc/y7nsf7wtb7ld5"
"[]","2016","[]","[]","[CensusCBPSurvey]","3581","dc/6cwdsjrk2sf09"
"[]","2016","[]","[]","[CensusCBPSurvey]","7100","dc/v819v55mrcc75"
"[]","2016","[]","[]","[CensusCBPSurvey]","327","dc/p8yqkgg78gk75"
"[]","2016","[]","[]","[CensusCBPSurvey]","615","dc/4g6sfschj8qg"
"[]","2016","[]","[]","[CensusCBPSurvey]","1719","dc/d5hzrqs950ech"
"[]","2016","[]","[]","[CensusCBPSurvey]","138","dc/xmxmmzmylmml4"
"[]","2016","[]","[]","[CensusCBPSurvey]","2843","dc/qcjvmkvm5f02g"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","645","dc/wpnw7hy9blzpc"
"[]","2016","[]","[]","[CensusCBPSurvey]","3908","dc/lcxkz1fpw8mq4"
"[]","2016","[]","[]","[CensusCBPSurvey]","645","dc/pfcse41jjzq75"
"[]","2016","[]","[]","[CensusCBPSurvey]","763","dc/mx8hdwlf53ghf"
"[]","2016","[]","[]","[CensusCBPSurvey]","1925","dc/f1y86xby8j4n5"
"[]","2016","[]","[]","[CensusCBPSurvey]","2413","dc/d8vsqhxn7ggtd"
"[]","2016","[]","[]","[CensusCBPSurvey]","4957","dc/t65m4wzrmxpc4"
"[]","2016","[]","[]","[CensusCBPSurvey]","16356","dc/wcb4pw0b6r2cd"
"[]","2016","[]","[]","[CensusCBPSurvey]","7697","dc/j73cp5fv9qb05"
"[]","2016","[]","[]","[CensusCBPSurvey]","5174","dc/jb4tpvj3e8k08"
"[]","2016","[]","[]","[CensusCBPSurvey]","193","dc/m6eg4d061258d"
"[]","2017","[]","[]","[CensusCBPSurvey]","494","dc/pdcbb9vbb5nf3"
"[]","2016","[]","[]","[CensusCBPSurvey]","3272","dc/6bzq4thxj8875"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","211","dc/tf5mnsex2mmj5"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","577","dc/r607d645xpnl"
"[]","2016","[]","[]","[CensusCBPSurvey]","1764","dc/eqz18scm9wl95"
"[]","2016","[]","[]","[CensusCBPSurvey]","2423","dc/th5cpl9mpfq6b"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1162","dc/kq7bbb5xjqzf3"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3803","dc/01sd15k4kyyc8"
"[]","2016","[]","[]","[CensusCBPSurvey]","3891","dc/74h9zwbrgm0b8"
"[]","2016","[]","[]","[CensusCBPSurvey]","8983","dc/xbxe5mg668jk6"
"[]","2016","[]","[]","[CensusCBPSurvey]","22097","dc/l1lyngkhn6qkb"
"[]","2016","[]","[]","[CensusCBPSurvey]","4091","dc/c4bgfvlrjx264"
"[]","2016","[]","[]","[CensusCBPSurvey]","3140","dc/d06tc07r72leg"
"[]","2016","[]","[]","[CensusCBPSurvey]","379","dc/r6djzqedfxhkh"
"[]","2016","[]","[]","[CensusCBPSurvey]","366","dc/w3d7rf3clzcdd"
"[]","2016","[]","[]","[CensusCBPSurvey]","64","dc/sq7kjecwzmpg1"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","178","dc/131e3kpkswpv2"
"[]","2016","[]","[]","[CensusCBPSurvey]","3131","dc/r91wesh7q2nq7"
"[]","2016","[]","[]","[CensusCBPSurvey]","2408","dc/0vr5jxx7er5qf"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","65","dc/xhsfsl93pfsrg"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1130","dc/wgebr7r531ms7"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1044","dc/ff0j00vny7k42"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3622","dc/93hcb3mw4htc6"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","351","dc/4pm87j02ql96c"
"[]","2016","[]","[]","[CensusCBPSurvey]","239","dc/4brt9pwzxqd"
"[]","2016","[]","[]","[CensusCBPSurvey]","508","dc/bxh88v1ngn02g"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","721","dc/ymdrgq370nv39"
"[]","2016","[]","[]","[CensusCBPSurvey]","598","dc/10sk75c6vdqr7"
"[]","2016","[]","[]","[CensusCBPSurvey]","13614","dc/kwj0xzh8ds2df"
"[]","2016","[]","[]","[CensusCBPSurvey]","1456","dc/p938rt97kpsg2"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3761","dc/svetwd1qsxj07"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","517","dc/ekgfevdbwtqh5"
"[]","2016","[]","[]","[CensusCBPSurvey]","1058","dc/356sp61lw93s1"
"[]","2016","[]","[]","[CensusCBPSurvey]","17615","dc/92kzefptr7xf6"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","114","dc/ymr4m1k94nvxc"
"[]","2016","[]","[]","[CensusCBPSurvey]","1582","dc/hlfdywbvrdkyf"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","747","dc/qrvsxjhn2h8t9"
"[]","2016","[]","[]","[CensusCBPSurvey]","4721","dc/7ztk01y0xky43"
"[]","2016","[]","[]","[CensusCBPSurvey]","845","dc/evwm58mejgpyf"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","338","dc/tl355xmxfn3v4"
"[]","2016","[]","[]","[CensusCBPSurvey]","5793","dc/4bqz93l2d2twc"
"[]","2016","[]","[]","[CensusCBPSurvey]","525","dc/ftfvnvdr19t6f"
"[]","2016","[]","[]","[CensusCBPSurvey]","10008","dc/mkep01ccxm6p7"
"[]","2016","[]","[]","[CensusCBPSurvey]","8351","dc/nceepcyxpyhs5"
"[]","2016","[]","[]","[CensusCBPSurvey]","2560","dc/sjwgsyntmml3h"
"[]","2016","[]","[]","[CensusCBPSurvey]","3807","dc/7d641b7vr1rj4"
"[]","2016","[]","[]","[CensusCBPSurvey]","627","dc/keykenptrc6m3"
"[]","2016","[]","[]","[CensusCBPSurvey]","1053","dc/8hr839jfp5ze9"
"[]","2016","[]","[]","[CensusCBPSurvey]","3392","dc/kngek4t4eb7f8"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1261","dc/e3ecwb4bsrn34"
"[]","2016","[]","[]","[CensusCBPSurvey]","656","dc/8cv6rffevyhbd"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1145","dc/j9ys32jf1p5y7"
"[]","2016","[]","[]","[CensusCBPSurvey]","2581","dc/xme47nwxpr982"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1293","dc/1p6xj35cw9t92"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","180","dc/cnkd2x484tr38"
"[]","2017","[]","[]","[CensusCBPSurvey]","11","dc/1cjs3lev83yv"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","474","dc/f4tkldvr34611"
"[]","2016","[]","[]","[CensusCBPSurvey]","423","dc/5kqqtwh3cn7xf"
"[]","2016","[]","[]","[CensusCBPSurvey]","1690","dc/v0hrsqwc5t6bg"
"[]","2016","[]","[]","[CensusCBPSurvey]","3042","dc/3crdnk5jy6849"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","703","dc/ery0wpbczv91b"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2954","dc/4p8s7y9p3425b"
"[]","2016","[]","[]","[CensusCBPSurvey]","5309","dc/rg8tes6xl6ve1"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","4105","dc/cmvvjxm5p6ds1"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","81","WagesAnnual_Establishment_NAICSMonetaryAuthoritiesCentralBank"
"[]","2016","[]","[]","[CensusCBPSurvey]","9683","dc/l34qz35sd9njb"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2087","dc/by7yj6srtwmx4"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","526","dc/3gkevmwzrx2eg"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2243","dc/q72j24sjx6z8h"
"[]","2016","[]","[]","[CensusCBPSurvey]","1035","dc/3r9l4gfw33bzd"
"[]","2016","[]","[]","[CensusCBPSurvey]","3048","dc/pdnbrlsqdshr7"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","744","dc/s17tsz47tlxz7"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1825","dc/6gwqwly0s9f07"
"[]","2016","[]","[]","[CensusCBPSurvey]","17312","dc/qyl67d7qk5px4"
"[]","2016","[]","[]","[CensusCBPSurvey]","1520","dc/k58b09zzf9c4f"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1413","dc/lby11b0j2grvf"
"[]","2016","[]","[]","[CensusCBPSurvey]","2647","dc/qh6y3p7665t17"
"[]","2016","[]","[]","[CensusCBPSurvey]","361","dc/ymd3pl6m9ypl7"
"[]","2016","[]","[]","[CensusCBPSurvey]","1834","dc/53zk68zmcwk8h"
"[]","2016","[]","[]","[CensusCBPSurvey]","547","dc/vry24zycdsmr4"
"[]","2017","[]","[USDollar]","[CensusCBPSurvey]","2511","WagesAnnual_Establishment_NAICSElectronicShoppingAndMailOrderHouses_NAICS454110"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","674","dc/922c6j2p9qc32"
"[]","2016","[]","[]","[CensusCBPSurvey]","955","dc/651g1556kvvq6"
"[]","2016","[]","[]","[CensusCBPSurvey]","3011","dc/bz8gscy0b8f58"
"[]","2016","[]","[]","[CensusCBPSurvey]","543","dc/lcz5sspgegfn7"
"[]","2016","[]","[]","[CensusCBPSurvey]","2275","dc/khgxqbpf2kzp3"
"[]","2016","[]","[]","[CensusCBPSurvey]","436","dc/pptg5qqlmebc2"
"[]","2016","[]","[]","[CensusCBPSurvey]","6503","dc/ytc8j75mb9gv8"
"[]","2016","[]","[]","[CensusCBPSurvey]","79","dc/xzb0qhp5njhxg"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","533","dc/6bmn1kqfjynyf"
"[]","2016","[]","[]","[CensusCBPSurvey]","1656","dc/n3gkjzxdblxhd"
"[]","2016","[]","[]","[CensusCBPSurvey]","2200","dc/qjzcmmpy5d8l1"
"[]","2016","[]","[]","[CensusCBPSurvey]","22214","dc/90lz1t0d2h5p9"
"[]","2016","[]","[]","[CensusCBPSurvey]","747","dc/0dx4yt55w1bc1"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3256","dc/jzs71fccjw451"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","616","dc/2dxd06fg3v403"
"[]","2016","[]","[]","[CensusCBPSurvey]","294","dc/dgf4tmwy0vwe1"
"[]","2016","[]","[]","[CensusCBPSurvey]","1857","dc/7jcz5fyyv53x4"
"[]","2016","[]","[]","[CensusCBPSurvey]","580","dc/sc1k1fr7n6p51"
"[]","2016","[]","[]","[CensusCBPSurvey]","843","dc/s97ve6ztf83k5"
"[]","2017","[]","[]","[CensusCBPSurvey]","1850","dc/k8me2t7xcgbm3"
"[]","2017","[]","[USDollar]","[CensusCBPSurvey]","3618","WagesAnnual_Establishment_NAICSAllOtherGeneralMerchandiseStores"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","252","dc/djj00ccswdz78"
"[]","2016","[]","[]","[CensusCBPSurvey]","744","dc/7yjgdbesqncf1"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","592","dc/m33ysemkt5965"
"[]","2016","[]","[]","[CensusCBPSurvey]","3843","dc/m6sv6tpb9cy53"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","330","dc/tg4j3zkjvwn0b"
"[]","2016","[]","[]","[CensusCBPSurvey]","1058","dc/bctref3d9yf3b"
"[]","2016","[]","[]","[CensusCBPSurvey]","182","dc/nejwnj0d99ml"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","636","dc/06xl3kc99d011"
"[]","2016","[]","[]","[CensusCBPSurvey]","2141","dc/qppzk9wv0w7x"
"[]","2016","[]","[]","[CensusCBPSurvey]","316","dc/f0d51drzmrfcf"
"[]","2016","[]","[]","[CensusCBPSurvey]","553","dc/qg8xwnxqky9p1"
"[]","2016","[]","[]","[CensusCBPSurvey]","1008","dc/m225w9vmfb34c"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","224","dc/qv7g16lrwz7t9"
"[]","2016","[]","[]","[CensusCBPSurvey]","456","dc/plhqwtptrht5b"
"[]","2016","[]","[]","[CensusCBPSurvey]","1119","dc/89v5vznl5p45"
"[]","2016","[]","[]","[CensusCBPSurvey]","1292","dc/hxmg4jl44fcn4"
"[]","2016","[]","[]","[CensusCBPSurvey]","17635","dc/x3yqsp3zpcmzc"
"[]","2016","[]","[]","[CensusCBPSurvey]","4160","Count_Worker_NAICSProfessionalScientificTechnicalServices"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1851","dc/h2fqz51jkgn23"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","368","dc/jyhp3f6nxjw6h"
"[]","2016","[]","[]","[CensusCBPSurvey]","1444","dc/xrblszf087vh9"
"[]","2016","[]","[]","[CensusCBPSurvey]","5642","dc/59mqpsfypy5b8"
"[]","2016","[]","[]","[CensusCBPSurvey]","311","dc/8104c8cnmpwj2"
"[]","2016","[]","[]","[CensusCBPSurvey]","5650","dc/k156dmgfkkdk1"
